Column1,Time,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,GNA/NR/2025/04/28/7408,GNA/NR/2025/04/01/4565,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8456,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/5285,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/16/2139,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/1333,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/16/1389,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8964,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/16/6639,GNA/NR/2025/04/01/8510,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/16/4327,NR/30092023/31122025/SH-07,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/01/6490,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/16/2341,GNA/SR/2025/04/01/2597,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08
28,06:45-07:00,3,3.19,1,33,67.5,6,14.07,22.5,4,3,4,28.5,15.96,9,8,6.62,0,48.16,200.72,115.18,10.43,0,2.89,1.07,3.64,1.93,2.89,96.33,27.25,5.38,2.89,272.37,43.78,28.9,1.07,9.77,1.07,4.05,32,9.63,72.25,7.74,4.35,9.63,72.25,17.6,14.59,9.63,63.17,100.36,19.27,0,22.5,67,67,14.67

29,07:00-07:15,5,5.07,6,33,67.01,6,21.03,22.33,14,7,7,33,25.36,13,13,10.5,0,48.16,164.42,106.69,10.43,0,2.89,1.95,3.64,1.93,2.89,96.33,27.25,4.99,2.89,231.19,43.78,28.9,1.95,9.68,1.95,4.05,32,9.63,72.25,7.74,4.82,9.63,72.25,25.68,14.59,9.63,50.97,100.36,19.27,0,22.33,65.34,65.33,14

30,07:15-07:30,7,7.72,12,33,64.99,6,28.69,21.67,28,12,9,33,38.57,19,16,15.64,0,48.16,164.42,98.19,10.43,0,2.89,3.04,3.64,1.93,2.89,96.33,27.25,4.99,2.89,192.66,43.78,28.9,3.04,9.68,3.04,4.05,32,9.63,72.25,7.74,4.82,9.63,72.25,25.68,14.59,9.63,50.97,100.36,19.27,0,21.67,60.34,60.33,13.33

31,07:30-07:45,12,10.85,18,33,64.01,6,36.55,21.33,42,19,15,33,54.26,30,22,22.01,0,48.16,164.42,89.69,10.43,0,2.89,4.21,3.64,1.93,2.89,96.33,27.25,4.99,2.89,149.8,43.78,28.9,4.21,9.68,4.21,4.05,32,9.63,72.25,7.74,4.66,9.63,72.25,25.68,14.59,9.63,40.46,100.36,19.27,0,21.33,56,56,12.67

32,07:45-08:00,16,14.45,25,33,62.51,6,44.8,20.83,60,27,18,33,72.26,37,30,28.93,0,48.16,130.05,81.2,10.43,0,2.89,5.48,3.64,1.93,2.89,96.33,27.75,4.99,2.89,149.8,43.78,28.9,5.48,9.68,5.48,4.05,32,9.63,72.25,7.74,4.66,9.63,72.25,25.68,14.59,9.63,40.46,71.46,19.27,0,20.83,52.66,52.67,12

33,08:00-08:15,22,18.25,36,33,60,6,53.01,20,84,36,22,33,91.22,43,33,36.51,0,48.16,130.05,72.7,10.43,0,2.89,6.9,3.54,1.93,2.89,96.33,27.75,4.91,2.89,149.8,43.78,28.9,6.9,9.5,6.9,4.05,32,9.63,72.25,7.74,4.66,9.63,72.25,25.68,14.59,9.63,40.46,52.98,19.27,0,20,62.34,62.33,15

34,08:15-08:30,27,22.03,43,33,57.49,6,61.12,19.17,102,42,25,33,110.17,50,33,44.22,0,48.16,130.05,70.24,10.43,0,2.89,8.4,3.54,1.93,2.89,96.33,28.26,4.91,2.89,149.8,43.78,28.9,8.4,9.5,8.4,4.05,32,9.63,72.25,7.74,4.66,9.63,72.25,25.68,14.59,9.63,40.46,52.98,19.27,0,19.17,58.66,58.67,14

35,08:30-08:45,30,25.74,51,33,49.99,6,68.93,16.67,119,49,29,33,128.68,59,33,51.58,0,48.16,130.05,70.24,10.43,0,2.89,9.78,3.54,1.93,2.89,96.33,28.26,4.91,2.89,149.8,43.78,28.9,9.78,9.5,9.78,4.05,32,9.63,72.25,7.74,4.66,9.63,72.25,25.68,14.59,9.63,40.46,52.98,19.27,0,16.67,61.66,61.67,13.33

36,08:45-09:00,33,29.33,57,33,45,6,92.41,15,133,56,33,33,146.62,65,33,58.78,0,48.16,130.05,70.24,10.43,0,2.89,11.05,3.54,1.93,2.89,96.33,28.26,4.91,2.89,149.8,43.78,28.9,11.05,9.5,11.05,4.05,32,9.63,72.25,7.74,4.66,9.63,72.25,25.68,14.59,9.63,40.46,52.98,19.27,0,15,56.66,56.67,12.67

37,09:00-09:15,35,31.47,63,33,50.51,6,101.47,16.83,147,62,37,33,157.35,73,33,65.71,0,48.16,130.05,70.24,10.43,0,2.89,12.3,3.54,1.93,2.89,96.33,27.75,4.84,2.89,149.8,43.78,28.9,12.3,9.4,12.3,4.05,32,9.63,72.25,7.74,3.11,9.63,72.25,25.68,14.59,9.63,40.46,52.98,19.27,0,16.83,64,64,18.33

38,09:15-09:30,37,34.89,69,33,50.51,6,109.87,16.83,161,67,39,33,174.42,79,33,72.05,0,48.16,130.05,70.24,10.43,0,2.89,13.36,3.54,1.93,2.89,96.33,27.75,4.84,2.89,149.8,43.78,28.9,13.36,9.4,13.36,4.05,32,9.63,72.25,7.74,4.19,9.63,72.25,25.68,14.59,9.63,40.46,52.98,19.27,0,16.83,63.34,63.33,16

39,09:30-09:45,40,38.14,70,33,50.51,6,117.31,16.83,165,73,42,33,190.68,83,33,77.64,0,48.16,130.05,70.24,10.43,0,2.89,14.4,3.54,1.93,2.89,96.33,27.75,4.84,2.89,149.8,43.78,28.9,14.4,9.4,14.4,3.97,32,9.63,72.25,4.13,4.19,9.63,72.25,25.68,14.59,9.63,40.46,52.98,19.27,0,16.83,62.34,62.33,14.33

40,09:45-10:00,41,41.24,75,33,50.51,6,124.02,16.83,175,80,43,33,206.2,87,33,82.63,0,48.16,130.05,70.24,10.43,0,2.89,15.35,3.54,1.93,2.89,96.33,27.75,4.84,2.89,149.8,43.78,28.9,15.35,9.4,15.35,3.97,32,9.63,72.25,4.13,4.19,9.63,72.25,25.68,14.59,9.63,40.46,52.98,19.27,0,16.83,61.66,61.67,13

41,10:00-10:15,43,43.92,79,33,51.49,6,129.82,17.17,186,86,45,33,219.58,90,33,87.21,0,48.16,130.05,70.24,4.59,0,2.89,16.24,3.46,1.93,2.89,96.33,28.26,4.76,2.89,149.8,43.78,28.9,16.24,8.57,16.24,3.97,26.93,9.63,72.25,4.13,4.19,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,17.17,61,61,12

42,10:15-10:30,45,46.11,84,33,52.99,6,135.08,17.67,196,89,46,33,230.52,92,33,91.48,0,48.16,130.05,70.24,4.59,0,2.89,17.01,3.46,1.93,2.89,96.33,28.76,4.76,2.89,149.8,43.78,28.9,17.01,8.57,17.01,3.97,26.93,9.63,72.25,4.13,4.19,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,17.67,60.34,60.33,11.67

43,10:30-10:45,46,47.5,87,33,53.51,6,140.05,17.83,203,93,48,33,237.5,96,33,94.88,0,48.16,130.05,70.24,4.59,0,2.89,17.66,3.74,1.93,2.89,96.33,28.76,4.76,2.89,192.66,43.78,28.9,17.66,8.57,17.66,3.97,26.93,9.63,72.25,4.13,4.19,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,17.83,59.34,59.33,12.67

44,10:45-11:00,47,48.33,88,33,55.01,6,144.16,18.33,207,95,49,33,241.67,98,33,97.86,0,48.16,130.05,70.24,4.59,0,2.89,18.15,3.74,1.93,2.89,96.33,28.76,4.76,2.89,192.66,43.78,28.9,18.15,8.57,18.15,3.97,26.93,9.63,72.25,4.13,4.19,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,18.33,59.66,59.67,13.67

45,11:00-11:15,48,48.33,90,33,67.5,6,146.12,22.5,210,98,50,33,241.67,100,33,100,0,48.16,130.05,70.24,4.59,0,2.89,18.14,3.74,1.93,2.89,96.33,29.78,4.68,2.89,231.19,43.78,28.9,18.14,8.39,18.14,3.97,26.93,9.63,72.25,4.13,4.04,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,22.5,62.34,62.33,15

46,11:15-11:30,48,48.33,90,33,69,6,146.12,23,210,98,50,33,241.67,100,33,100,0,48.16,130.05,70.24,4.59,0,2.89,18.14,3.74,1.93,2.89,96.33,29.78,4.68,2.89,231.19,43.78,28.9,18.14,8.39,18.14,3.97,26.93,9.63,72.25,4.13,4.04,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,23,63.34,63.33,16.33

47,11:30-11:45,49,48.33,90,33,72,6,146.12,24,210,98,50,33,241.67,100,33,100,0,48.16,130.05,70.24,4.59,0,2.89,18.14,3.74,1.93,2.89,96.33,29.78,4.68,2.89,231.19,43.78,28.9,18.14,8.39,18.14,3.97,26.93,9.63,72.25,4.13,4.04,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,24,65,65,17.67

48,11:45-12:00,49,48.33,90,33,76.01,6,146.12,25.33,210,98,50,33,241.67,100,33,100,0,48.16,130.05,70.24,4.59,0,2.89,18.14,3.74,1.93,2.89,96.33,29.78,4.68,2.89,231.19,43.78,28.9,18.14,8.39,18.14,3.97,26.93,9.63,72.25,4.13,4.04,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,25.33,68,68,18.67

49,12:00-12:15,49,48.33,90,33,78,6,146.12,26,210,98,50,33,241.67,100,33,100,0,48.16,130.05,70.24,4.59,0,2.89,18.14,3.87,1.93,2.89,96.33,29.78,4.6,2.89,250.46,43.78,28.9,18.14,8.29,18.14,3.97,26.93,9.63,72.25,4.13,4.04,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,26,69.66,69.67,19.67

50,12:15-12:30,49,48.33,90,33,82.99,6,146.12,27.67,210,98,50,33,241.67,100,33,100,0,48.16,130.05,70.24,4.59,0,2.89,18.14,3.87,1.93,2.89,96.33,29.78,4.6,2.89,272.37,43.78,28.9,18.14,8.29,18.14,3.97,26.93,9.63,72.25,4.13,4.04,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,27.67,72.66,72.67,20.33

51,12:30-12:45,49,48.33,90,33,88.01,6.6,146.12,29.33,210,98,50,33,241.67,100,33,100,0,48.16,130.05,70.24,4.59,0,2.89,18.14,3.87,1.93,2.89,96.33,29.78,4.6,2.89,272.37,43.78,28.9,18.14,8.29,18.14,3.97,26.93,9.63,72.25,4.13,4.04,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,29.33,75,75,23.33

52,12:45-13:00,49,48.33,90,33,92.51,7.2,146.12,30.83,210,98,50,33,241.67,100,33,100,0,48.16,130.05,70.24,4.59,0,2.89,18.14,3.87,1.93,2.89,96.33,29.78,4.6,2.89,231.19,43.78,28.9,18.14,8.29,18.14,3.97,26.93,9.63,72.25,4.13,4.04,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,30.83,76.66,76.67,23.67

53,13:00-13:15,49,48.33,90,33,96,7.8,146.12,32,210,98,50,33,241.67,100,33,100,0,48.16,130.05,70.24,4.59,0,2.89,18.14,3.87,1.93,2.89,96.33,29.78,4.6,2.89,192.66,43.78,28.9,18.14,8.11,18.14,3.97,26.93,9.63,72.25,4.13,4.19,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,32,76.66,76.67,24.33

54,13:15-13:30,49,48.33,90,33,100.5,8.6,140.95,33.5,210,98,50,33,241.67,100,33,100,0,48.16,130.05,70.24,4.59,0,2.89,18.14,3.87,1.93,2.89,96.33,30.28,4.6,2.89,149.8,43.78,28.9,18.14,8.11,18.14,3.97,26.93,9.63,72.25,4.13,4.19,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,33.5,76.66,76.67,25

55,13:30-13:45,48,48.33,90,33,104.51,6.4,136.86,34.83,210,98,50,33,241.67,100,33,100,0,48.16,130.05,70.24,4.59,0,2.89,18.14,3.87,1.93,2.89,96.33,30.28,4.6,2.89,192.66,43.78,28.9,18.14,8.11,18.14,3.97,26.93,9.63,72.25,4.13,4.19,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,34.83,76.66,76.67,25.67

56,13:45-14:00,48,48.33,90,33,104.51,6.4,132.18,34.83,210,97,50,33,241.67,100,33,100,0,48.16,130.05,70.24,4.59,0,2.89,18.14,3.87,1.93,2.89,96.33,30.28,4.6,2.89,231.19,43.78,28.9,18.14,8.11,18.14,3.97,26.93,9.63,72.25,4.13,4.19,9.63,72.25,26.93,14.59,9.63,40.46,52.98,19.27,0,34.83,76.66,76.67,26.33

57,14:00-14:15,47,48.33,88,33,104.51,6.4,126.59,34.83,207,95,47,33,241.67,93,33,100,0,48.16,166.35,70.24,4.59,0,2.89,18.14,3.97,1.93,2.89,96.33,30.28,4.91,2.89,272.37,43.78,28.9,18.14,8.02,18.14,3.97,26.93,9.63,72.25,4.13,4.51,9.63,72.25,26.93,14.59,9.63,52.66,52.98,19.27,0,34.83,76.66,76.67,26.67

58,14:15-14:30,46,48.33,87,33,104.51,6.8,120.18,34.83,203,93,46,33,241.67,92,33,100,0,48.16,166.35,70.24,4.59,0,2.89,17.62,3.97,1.93,2.89,96.33,30.78,4.91,2.89,272.37,43.78,28.9,17.62,8.02,17.62,3.97,26.93,9.63,72.25,4.13,4.51,9.63,72.25,26.93,14.59,9.63,52.66,52.98,19.27,0,34.83,76.66,76.67,26.67

59,14:30-14:45,45,48.33,84,33,104.51,7.2,116.08,34.83,196,91,44,33,241.67,88,33,97.75,0,48.16,166.35,70.24,4.59,0,2.89,17.05,3.97,1.93,2.89,96.33,31.29,4.91,2.89,272.37,43.78,28.9,17.05,8.02,17.05,3.97,26.93,9.63,72.25,4.13,4.82,9.63,72.25,26.93,14.59,9.63,52.66,52.98,19.27,0,34.83,76.66,76.67,33.33

