Block,Time,KKNPPU2,PARBATI3,RIHAND1,SALAL,TANDA2,TelanganaSTPP,UNCHAHAR4,ANTA_CRF,DADRI_LF,BSIUL,KOTESHWR,KUDGI,NAPP,NLCTS2EXP,RAMPUR,RSTPSU1TO6,SINGRAULI_HYDRO,URI,AURY_RF,KHSTPP-I,RIHAND3,SEWA2,UNCHAHAR3,ANTA_LF,BRBCL,CHAMERA1,KGSU3AND4,RAPPB,RIHAND2,SIMHST2,TALA,TALST2,TANAKPUR,UNCHAHAR2,AURY_CRF,AURY_LF,DHAULIGNGA,DULHASTI,KKNP,MAPS,NJPC,NNTPP,RAPPC,SIMHST1,DADRI_GF,DADRT2,KGSU1AND2,KHSTPP-II,NLCEXP,NLCIIST1,NTPL,TEHRI,AURY_GF,DADRI_CRF,CHAMERA3,RSTPSU7,SINGRAULI,URI2,ANTA_GF,DADRI_RF,CHAMERA2,FSTPP I & II,JHAJJAR,KISHANGANGA,KOLDAM,NLCIIST2,SASAN,UNCHAHAR1,VALLURNTECL,ANTA_RF
12,02:45-03:00,0,0,92,79.38,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,9.61,42.4,0,0,9.11,32.96,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,0,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,247.5,20.84,0,42.74

13,03:00-03:15,0,0,92,26.73,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,9.61,42.4,0,0,9.11,32.96,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,0,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,247.5,20.84,0,42.74

14,03:15-03:30,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,9.61,42.4,0,0,9.11,32.96,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,0,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,247.5,20.84,0,42.74

15,03:30-03:45,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,9.61,42.4,0,0,9.11,32.96,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,0,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,247.5,20.84,0,42.74

16,03:45-04:00,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,9.61,42.4,0,0,9.11,32.96,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,0,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,247.5,20.84,0,42.74

17,04:00-04:15,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,9.61,42.4,0,0,9.11,32.96,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,0,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,247.5,20.84,0,42.74

18,04:15-04:30,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,9.61,42.4,0,0,9.11,32.96,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,0,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,247.5,20.84,0,42.74

19,04:30-04:45,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,9.61,42.4,0,0,9.11,32.96,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,0,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,247.5,20.84,0,42.74

20,04:45-05:00,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,9.61,42.4,0,0,9.11,32.96,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,9.68,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,247.5,20.84,0,42.74

21,05:00-05:15,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,9.61,42.4,0,0,9.11,49.43,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,9.68,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,247.5,20.84,0,42.74

22,05:15-05:30,0,0,92,12.78,0,0,0,0,21.92,1.1,8.87,0,41.97,0,0,0,0,2.21,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,9.61,42.4,0,0,9.11,49.43,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,9.68,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,247.5,20.84,0,42.74

23,05:30-05:45,0,0,92,12.78,0,0,0,0,21.92,6.52,8.87,0,41.97,0,0,0,0,2.21,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,9.61,42.4,0,0,18.23,49.43,0,0,70.17,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,9.68,0,139.68,4.57,0,66.85,13.17,20.8,472.31,0,0,0,247.5,20.84,0,42.74

24,05:45-06:00,0,2.55,92,12.78,0,0,0,0,21.92,6.52,8.87,0,41.97,0,0,0,0,2.21,69.5,43.1,60.02,0,0,0,15,11.85,0,0,118.76,0,0,0,9.61,42.4,0,0,27.48,49.43,0,0,88.93,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,19.36,0,139.68,4.57,0,66.85,16.67,20.8,472.31,0,0,0,247.5,20.84,0,42.74

25,06:00-06:15,0,5.09,92,12.78,0,0,0,0,21.92,19.56,9.86,0,41.97,0,0,0,0,44.16,69.5,43.1,60.02,0,0,0,15,14.05,0,0,118.76,0,0,0,13.06,42.4,0,0,37.65,49.93,0,0,116.95,0,52.03,0,0,341.57,0,148.3,0,0,0,31.13,0,0,30.56,0,139.68,4.57,0,66.85,40.79,20.8,472.31,0,0,0,247.5,20.84,0,41.68

26,06:15-06:30,0,33.1,92,12.78,0,0,0,0,21.92,19.56,9.86,0,41.97,0,0,0,0,44.16,69.5,43.1,60.02,0,0,0,15,14.05,0,0,118.76,0,0,0,13.06,42.4,0,0,37.65,49.93,0,0,116.95,0,52.03,0,0,341.57,0,148.3,0,0,0,31.13,0,0,30.56,0,139.68,4.57,0,66.85,40.79,20.8,472.31,0,0,0,247.5,20.84,0,41.68

27,06:30-06:45,0,33.1,92,12.78,0,0,0,0,21.92,19.56,9.86,0,41.97,0,0,0,0,7.73,69.5,43.1,60.02,0,0,0,15,14.05,0,0,118.76,0,0,0,10.89,42.4,0,0,37.65,49.93,0,0,116.95,0,52.03,0,0,341.57,0,148.3,0,0,0,31.13,0,0,30.56,0,139.68,4.57,0,66.85,40.79,20.8,472.31,0,0,0,247.5,20.84,0,41.68

28,06:45-07:00,0,33.1,92,12.78,0,0,0,0,21.92,19.56,9.86,0,41.97,0,0,0,0,4.41,69.5,43.1,60.02,0,0,0,15,14.05,0,0,118.76,0,0,0,10.89,42.4,0,0,37.65,49.93,0,0,116.95,0,52.03,0,0,341.57,0,148.3,0,0,0,30.68,0,0,30.56,0,139.68,4.57,0,66.85,40.79,20.8,472.31,0,0,0,247.5,20.84,0,41.68

29,07:00-07:15,0,33.1,92,12.78,0,0,0,0,21.92,6.52,8.87,0,41.97,0,0,0,0,4.41,69.5,43.1,60.02,0,0,0,15,11.85,0,0,118.76,0,0,0,8.96,42.4,0,0,27.48,49.43,0,0,116.95,0,52.03,0,0,341.57,0,148.3,0,0,0,14.93,0,0,19.36,0,139.68,4.57,0,66.85,39.51,20.8,472.31,0,0,0,247.5,20.84,0,41.68

30,07:15-07:30,0,33.1,92,12.78,0,0,0,0,21.92,6.52,8.87,0,41.97,0,0,0,0,4.41,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,18.23,49.43,0,0,88.73,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,9.68,0,139.68,4.57,0,66.85,26.34,20.8,472.31,0,0,0,247.5,20.84,0,41.68

31,07:30-07:45,0,33.1,92,12.78,0,0,0,0,21.92,6.52,8.87,0,41.97,0,0,0,0,4.41,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,49.43,0,0,88.73,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,9.68,0,139.68,4.57,0,66.85,12,20.8,472.31,0,0,0,247.5,20.84,0,41.68

32,07:45-08:00,0,5.09,92,12.78,0,0,0,0,21.92,6.52,8.87,0,41.97,0,0,0,0,4.41,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,49.43,0,0,70.17,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,9.68,0,139.68,4.57,0,66.85,12,20.8,472.31,0,0,0,247.5,20.84,0,41.68

33,08:00-08:15,0,2.55,92,12.78,0,0,0,0,21.92,6.52,8.87,0,41.97,0,0,0,0,4.41,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.33,42.4,0,0,9.11,32.96,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,9.68,0,139.68,4.57,0,66.85,12,20.8,472.31,0,0,0,270,20.84,0,41.68

34,08:15-08:30,0,0,92,12.78,0,0,0,0,21.92,6.49,8.87,0,41.97,0,0,0,0,7.73,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.33,42.4,0,0,9.11,32.96,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,9.68,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,281.25,20.84,0,41.68

35,08:30-08:45,0,0,92,12.78,0,0,0,0,21.92,6.49,8.87,0,41.97,0,0,0,0,40.85,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.33,42.4,0,0,9.11,32.96,0,0,42.62,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,9.68,0,139.68,4.57,0,66.85,12,20.8,472.31,0,0,0,292.5,20.84,0,41.68

36,08:45-09:00,0,0,92,12.78,0,0,0,0,21.92,6.49,8.87,0,41.97,0,0,0,0,40.85,69.5,43.1,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.33,42.4,0,0,9.11,32.96,0,0,41.85,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,9.68,0,139.68,4.57,0,66.85,12,20.8,472.31,0,0,0,298.12,20.84,0,41.68

37,09:00-09:15,0,0,92,12.78,0,0,0,0,21.92,6.49,8.87,0,41.97,0,0,0,0,7.73,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.33,42.4,0,0,9.11,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,9.68,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,303.75,20.84,0,41.68

38,09:15-09:30,0,0,92,26.73,0,0,0,0,21.92,6.49,8.87,0,41.97,0,0,0,0,4.41,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.33,42.4,0,0,9.11,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,9.68,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,309.38,20.84,0,41.68

39,09:30-09:45,0,0,92,79.38,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,4.41,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.33,42.4,0,0,9.11,32.96,0,0,39.78,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,9.68,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,315,20.84,0,41.68

40,09:45-10:00,0,0,92,79.38,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,4.41,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.33,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,9.68,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.68

41,10:00-10:15,0,0,92,79.38,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,4.41,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.33,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.48

42,10:15-10:30,0,0,92,79.38,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,4.41,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.33,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,66.85,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.48

43,10:30-10:45,0,0,92,26.73,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,40.85,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,13.06,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,26.9,0,66.85,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.48

44,10:45-11:00,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,40.85,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,13.06,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,26.9,0,66.85,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.48

45,11:00-11:15,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,3.31,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,26.9,0,66.85,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.48

46,11:15-11:30,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,3.31,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,26.9,0,66.85,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.48

47,11:30-11:45,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,3.31,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,26.9,0,66.85,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.48

48,11:45-12:00,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,3.31,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,26.9,0,66.85,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.48

49,12:00-12:15,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,3.31,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.16

50,12:15-12:30,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,3.31,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.16

51,12:30-12:45,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,13.06,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.16

52,12:45-13:00,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,13.06,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.16

53,13:00-13:15,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.16

54,13:15-13:30,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.16

55,13:30-13:45,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.16

56,13:45-14:00,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,2.4,20.8,472.31,0,0,0,320.62,20.84,0,41.16

57,14:00-14:15,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,1.87,20.8,472.31,0,0,0,320.62,20.84,0,41.16

58,14:15-14:30,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,1.87,20.8,472.31,0,0,0,320.62,20.84,0,41.16

59,14:30-14:45,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,13.06,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,1.87,20.8,472.31,0,0,0,320.62,20.84,0,41.16

60,14:45-15:00,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,13.06,42.4,0,0,9.11,32.96,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,1.87,20.8,472.31,0,0,0,320.62,20.84,0,41.16

61,15:00-15:15,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,49.43,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,1.87,20.8,472.31,0,0,0,320.62,20.84,0,41.16

62,15:15-15:30,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,49.43,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,1.87,20.8,472.31,0,0,0,320.62,20.84,0,41.16

63,15:30-15:45,0,0,92,12.78,0,0,0,0,21.92,0,8.87,0,41.97,0,0,0,0,2.21,69.5,45.53,60.02,0,0,0,15,0,0,0,118.76,0,0,0,8.96,42.4,0,0,9.11,49.43,0,0,23.39,0,52.03,0,0,341.57,0,148.3,0,0,0,0,0,0,0,0,139.68,4.57,0,65.76,1.87,20.8,472.31,0,0,0,320.62,20.84,0,41.16

