Column1,Time,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,GNARE/WR/2025/08/25/1832,L_NR_2019_19,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/08/01/1196,GNA/NR/2025/07/01/2952,GNA/NR/2025/08/01/5784,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,GNA/NR/2025/06/07/5932,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/8128,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/6452,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/4125,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2025/08/01/6187,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/6209,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/2414,NR/01102023/06022042/L_NR_2012_07
62,15:15-15:30,33.21,27,23.31,61,31,33,59.32,54,18.67,116.56,49.51,59,33,19.78,19.78,36.5,36.51,0,33,72.13,0,270.59,19.24,6.64,81.78,12.16,0,0,-0,0,9.88,0,20.44,52.92,12.16,8.66,8.66,225.05,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,9.39,40.89,55.44

63,15:30-15:45,39.02,26,22.5,57,28,33,59.85,51,18.67,112.47,46.19,55,33,19.96,19.96,40.25,40.24,0,33,70.28,0,270.59,19.24,6.64,81.78,11.27,0,0,-0,0,9.88,0,20.44,52.92,11.27,8.66,8.66,225.05,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,8.7,40.89,55.44

64,15:45-16:00,40.02,25,21.68,52,26,33,60.34,48,19,108.4,43.13,52,33,20.11,20.11,40.26,40.26,0,33,68.03,0,270.59,19.24,6.64,81.78,10.3,0,0,-0,0,9.88,0,20.44,52.92,10.3,8.66,8.66,225.05,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,7.96,40.89,55.44

65,16:00-16:15,41.02,22,22.84,50,25,24,60.15,45,21.27,114.18,47.95,40,33,20.05,20.05,51.02,51.01,0,33,64.83,0,270.59,19.24,6.64,81.78,9.28,0,0,-0,0,9.88,0,20.44,52.92,9.28,8.66,8.66,225.05,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,7.18,40.89,55.44

66,16:15-16:30,42.02,20,20.85,47,23,16,58.58,40,21.63,104.27,43.96,37,33,19.53,19.53,50.84,50.84,0,33,46.26,0,270.59,19.24,6.64,81.78,8.3,0,0,-0,0,9.88,0,20.44,52.92,8.3,8.66,8.66,225.05,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,6.41,40.89,55.44

67,16:30-16:45,42.02,16,22.4,40,20,8,56.95,36,21.38,111.97,49.99,37,33,18.99,18.99,50.29,50.28,0,33,37.68,0,270.59,19.24,6.64,81.78,6.25,0,0,-0,0,9.88,0,20.44,52.92,6.25,8.66,8.66,225.05,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,4.83,40.89,55.44

68,16:45-17:00,42.02,14,19.63,35,18,5,55.62,31,21.05,98.13,44.91,32,32.39,18.55,18.55,49.74,49.73,0,29.01,32.46,0,270.59,19.24,6.64,81.78,5.5,0,0,-0,0,9.88,0,20.44,52.92,5.5,8.66,8.66,225.05,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,4.25,40.89,55.44

69,17:00-17:15,42.02,12,8.33,31,16,2,43.13,31,20.81,41.67,13.33,18,26.04,14.38,14.38,33.33,33.34,0,21.95,26.99,0,270.59,19.24,6.64,81.78,4.75,0,0,-0,0,9.88,0,20.44,52.92,4.75,8.66,8.66,219.9,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,3.68,40.89,55.44

70,17:15-17:30,42.02,10,8,27,13,0,41.98,27,20.52,40,12.67,17,19.57,14,14,32.67,32.66,0,15.69,21.4,0,270.59,19.24,6.64,81.78,4,0,0,-0,0,9.88,0,20.44,52.92,4,8.66,8.66,219.55,70.17,17.32,4.6,81.78,0,0,20.44,15.25,20.76,3.09,40.89,55.44

