Column1,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,GNA/NR/2024/10/07/4941,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/07/7135,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/9072,GNA/NR/2024/10/01/3642,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/07/5167,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/01/9582,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/10/01/4083,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/10/01/8106,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59
12,02:45-03:00,7.34,6.66,14,0,0,0,0,0,0,14,0,6.6,242.52,25.8,6.48,0,31.29,37.47,37.47,274.3,37.47,48.5,22,0,0,0,7.33,0,0,0,87.5,12.49,4.09,3.87,25.8,238.64,54.57,0,70.73,0,12.49,0,4.53

13,03:00-03:15,7.34,6.66,14,0,0,0,0,0,0,14,0,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,0,0,0,7.33,0,0,0,87.5,12.49,4.09,3.87,25.8,238.64,54.57,0,70.73,0,12.49,0,4.53

14,03:15-03:30,7.34,6.66,14,0,0,0,0,0,0,14,0,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,0,0,0,7.33,0,0,0,87.5,12.49,4.09,3.87,25.8,238.64,54.57,0,70.73,0,12.49,0,4.53

15,03:30-03:45,7.34,6.66,14,0,0,0,0,0,0,14,0,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,0,0,0,7.33,0,0,0,87.5,12.49,4.09,3.87,25.8,238.64,54.57,0,70.73,0,12.49,0,4.53

16,03:45-04:00,7.34,6.66,14,0,0,0,0,0,0,14,0,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,0,0,0,7.33,0,0,0,87.5,12.49,4.09,3.87,25.8,238.64,54.57,0,70.73,0,12.49,0,4.53

17,04:00-04:15,7.34,6.66,14,0,0,0,0,0,0,14,0,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,0,0,0,7.33,0,0,0,87.5,12.49,4.02,3.73,25.8,238.64,54.57,0,70.73,0,12.49,0,4.37

18,04:15-04:30,7.34,6.66,14,0,0,0,0,0,0,14,0,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,0,0,0,7.33,0,0,0,87.5,12.49,4.02,3.73,25.8,238.64,54.57,0,70.73,0,12.49,0,4.37

19,04:30-04:45,7.34,6.66,14,0,0,0,0,0,0,14,0,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,0,0,0,7.33,0,0,0,87.5,12.49,4.02,3.73,25.8,238.64,54.57,0,70.73,0,12.49,0,4.37

20,04:45-05:00,7.34,6.66,14,0,0,0,0,0,0,14,0,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,0,0,0,7.33,0,0,0,87.5,12.49,4.02,3.73,25.8,238.64,54.57,0,70.73,0,12.49,0,4.37

21,05:00-05:15,7.34,6.66,14,0,0,0,0,0,0,14,0,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,0,0,0,7.33,0,0,0,87.5,12.49,3.94,3.73,25.8,238.64,54.57,0,70.73,0,12.49,0,4.37

22,05:15-05:30,7.34,6.66,14,0,0,0,0,0,0,14,0,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,0,0,0,7.33,0,0,0,87.5,12.49,3.94,3.73,25.8,238.64,54.57,0,70.73,0,12.49,0,4.37

23,05:30-05:45,7.34,6.66,14,0,0,0,0,0,0,14,0,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,0,0,0,7.33,0,0,0,87.5,12.49,3.94,3.73,25.8,238.64,54.57,0,70.73,0,12.49,0,4.37

24,05:45-06:00,7.34,6.66,14,0,0,0,0,0,0,14,0,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,0,0,0,7.33,0,0,0,87.5,12.49,3.94,3.73,25.8,238.64,54.57,0,70.73,0,12.49,0,4.37

25,06:00-06:15,7.34,6.66,14,0,0,0,1,0,0,14,0,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,8.33,0,0,7.33,17.16,3.71,0,87.5,12.49,3.94,3.64,25.8,238.64,0,0,70.73,0,12.49,0,4.37

26,06:15-06:30,7.34,6.66,14,0,1,0,2,0,1,14,0.12,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,17.84,0,0,7.33,33,9.89,0,87.5,12.49,3.94,3.64,25.8,238.64,0,0,70.73,0,12.49,0,4.37

27,06:30-06:45,7.34,6.66,14,2,4,1,5,0.19,3,14,4.49,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,29.71,0.94,2,7.33,33,13.6,0.21,87.5,12.49,3.94,3.64,25.8,238.64,0,0.21,70.73,0,12.49,0.21,4.37

28,06:45-07:00,7.34,6.66,14,3,7,3,8,0.6,4,14,10.26,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,33,3.01,3,7.33,33,17.3,0.51,87.5,12.49,3.94,3.64,25.8,238.64,0,0.51,70.73,0,12.49,0.52,4.37

29,07:00-07:15,7.34,6.66,14,5,14,6,10,1.96,5,14,17.85,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,33,9.8,7,7.33,33,21.01,1.12,87.5,12.49,3.94,3.64,25.8,238.64,0,1.12,70.73,0,12.49,1.15,4.37

30,07:15-07:30,7.34,6.66,14,7,25,10,15,3.48,7,14,26.63,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,33,17.42,10,7.33,33,29.66,1.99,87.5,12.49,3.94,3.64,25.8,238.64,0,1.99,70.73,0,12.49,2.03,4.37

31,07:30-07:45,7.34,6.66,14,8,35,15,18,6.25,9,14,35.68,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,32.67,31.28,15,7.33,32.67,32.66,3.08,87.5,12.49,3.94,3.64,25.8,238.64,0,3.08,70.73,0,12.49,3.16,4.37

32,07:45-08:00,7.34,6.66,14,12,49,21,25,9.55,12,14,45.07,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,33,47.77,21,7.33,33,33,4.11,87.5,12.49,3.94,3.64,25.8,238.64,0,4.11,70.73,0,12.49,4.21,4.37

33,08:00-08:15,7.34,6.66,14,16,67,28,32,12.62,15,14,54.38,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,33,63.12,27,7.33,33,33,5.28,87.5,12.49,3.86,3.64,25.8,238.64,0,5.28,70.73,0,12.49,5.41,4.37

34,08:15-08:30,7.34,6.66,14,20,81,34,39,16.8,19,14,63.64,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,33,83.98,34,7.33,33,33,6.53,87.5,12.49,3.86,3.64,25.8,238.64,0,6.53,70.73,0,12.49,6.69,4.37

35,08:30-08:45,7.34,6.66,14,24,95,40,46,21.13,22,14,72.51,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,33,105.63,45,7.33,33,33,7.71,87.5,12.49,3.86,3.64,25.8,263.38,0,7.71,70.73,0,12.49,7.9,4.37

36,08:45-09:00,7.34,6.66,14,27,109,46,53,24.89,25,14,81.1,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,22,33,124.48,52,7.33,33,33,8.84,87.5,12.49,3.86,3.64,25.8,263.38,0,8.84,70.73,0,12.49,9.07,4.37

37,09:00-09:15,7.34,6.66,14,31,123,52,60,30.36,28,14,84.62,6.6,242.52,26,6.3,0,31.29,37.47,37.47,274.3,37.47,48.5,22,33,151.8,61,7.33,33,33,9.87,87.5,12.49,3.86,3.54,26,263.38,0,9.87,70.73,0,12.49,10.11,4.37

38,09:15-09:30,7.34,6.66,14,34,137,58,66,33.8,32,14,92.37,6.6,242.52,26,6.3,0,31.29,37.47,37.47,274.3,37.47,48.5,22,33,169,65,7.33,33,33,10.86,87.5,12.49,3.86,3.54,26,263.38,0,10.86,70.73,0,12.49,11.14,4.37

39,09:30-09:45,7.34,6.66,12.33,37,147,63,72,36.88,35,12.33,99.72,6.6,242.52,26,6.3,0,31.29,37.47,37.47,274.3,37.47,48.5,22,33,184.42,74,7.33,33,33,11.75,87.5,12.49,3.86,3.54,26,263.38,0,11.75,70.73,0,12.49,12.04,4.37

40,09:45-10:00,7.34,6.66,12.33,39,158,67,77,39.71,37,12.33,106.77,6.6,242.52,26,6.3,0,31.29,37.47,37.47,274.3,37.47,48.5,22,33,198.53,81,7.33,33,33,12.67,87.5,12.49,3.86,3.54,26,263.38,0,12.67,70.73,0,12.49,12.99,4.37

41,10:00-10:15,7,6.66,12.33,41,168,72,83,42.29,39,12.33,112.84,6.6,242.52,26,6.3,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,211.48,85,7,33,33,13.28,87.5,12.49,3.86,3.54,26,263.38,0,13.28,70.73,0,12.49,13.62,4.37

42,10:15-10:30,7,6.66,12.33,42,179,76,87,44.66,41,12.33,117.67,6.6,242.52,26,6.3,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,223.32,89,7,33,33,14.08,87.5,12.49,3.86,3.54,26,263.38,0,14.08,70.73,0,12.49,14.43,4.37

43,10:30-10:45,7,6.66,12.33,44,186,79,90,46,43,12.33,124.86,6.6,242.52,26,6.3,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,91,7,33,33,14.54,87.5,12.49,3.86,3.54,26,263.38,0,14.54,70.73,0,12.49,14.9,4.37

44,10:45-11:00,7,6.66,12.33,45,189,81,93,46,44,12.33,127.42,6.6,242.52,26,6.3,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,91,7,33,33,15.16,87.5,12.49,3.86,3.54,26,263.38,0,15.16,70.73,0,12.49,15.54,4.37

45,11:00-11:15,7,6.66,11.67,46,195,83,95,46,45,11.67,129.36,6.6,242.52,26,6.3,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,92,7,33,33,15.42,87.5,12.49,4.02,3.54,26,263.38,0,15.42,70.73,0,12.49,15.81,4.37

46,11:15-11:30,7,6.66,11.67,47,195,83,95,46,45,11.67,130.89,6.6,242.52,26,6.3,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,92,7,33,33,15.66,87.5,12.49,4.02,3.54,26,263.38,0,15.66,70.73,0,12.49,16.05,4.37

47,11:30-11:45,7,6.66,11.67,47,195,83,95,46,45,11.67,131.81,6.6,242.52,26,6.3,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,92,7,33,33,15.66,87.5,12.49,4.02,3.54,26,263.38,0,15.66,70.73,0,12.49,16.05,4.37

48,11:45-12:00,7,6.66,11.67,47,195,83,95,46,45,11.67,132.42,6.6,242.52,26,6.3,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,92,7,33,33,15.66,87.5,12.49,4.02,3.54,26,263.38,0,15.66,70.73,0,12.49,16.05,4.37

49,12:00-12:15,7,6.66,11.67,47,195,83,95,46,45,11.67,134.68,6.6,242.52,26.2,6.21,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,92,7,33,33,15.66,87.5,12.49,4.09,3.64,26.2,263.38,0,15.66,70.73,0,12.49,16.05,4.45

50,12:15-12:30,7,6.66,11.67,47,195,83,95,46,45,11.67,133.92,6.6,242.52,26.2,6.21,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,92,7,33,33,15.66,87.5,12.49,4.09,3.64,26.2,263.38,0,15.66,70.73,0,12.49,16.05,4.45

51,12:30-12:45,7,6.66,11.67,47,195,83,95,46,45,11.67,132.78,6.6,242.52,26,6.21,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,92,7,33,33,15.66,87.5,12.49,4.09,3.64,26,263.38,0,15.66,70.73,0,12.49,16.05,4.45

52,12:45-13:00,7,6.66,11.67,47,195,83,95,46,45,11.67,131.14,6.6,242.52,26,6.21,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,92,7,33,33,15.66,87.5,12.49,4.09,3.64,26,263.38,0,15.66,70.73,0,12.49,16.05,4.45

53,13:00-13:15,7,6.66,11.67,47,195,83,95,46,45,11.67,128.38,6.6,242.52,26,6.21,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,92,7,33,33,15.66,87.5,12.49,4.47,3.73,26,263.38,0,15.66,70.73,0,12.49,16.05,4.61

54,13:15-13:30,7,6.66,11.67,46,193,82,95,46,45,11.67,124.49,6.6,242.52,26,6.21,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,92,7,33,33,15.66,87.5,12.49,4.47,3.73,26,263.38,0,15.66,70.73,0,12.49,16.05,4.61

55,13:30-13:45,7,6.66,11.67,44,189,81,93,46,45,11.67,123.27,6.6,242.52,25.8,6.21,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,91,7,33,33,15.66,87.5,12.49,4.47,3.73,25.8,263.38,0,15.66,70.73,0,12.49,16.05,4.61

56,13:45-14:00,7,6.66,11.67,42,186,79,91,46,43,11.67,117.4,6.6,242.52,25.8,6.21,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,91,7,33,33,15.3,87.5,12.49,4.47,3.73,25.8,263.38,0,15.3,70.73,0,12.49,15.68,4.61

57,14:00-14:15,7,6.66,11.67,41,179,76,85,46,40,11.67,111.17,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,230,87,7,33,33,15.02,87.5,12.49,4.78,3.82,25.8,263.38,0,15.02,70.73,0,12.49,15.39,4.84

58,14:15-14:30,7,6.66,11.67,40,172,73,81,45.91,39,11.67,104.67,6.6,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,229.53,83,7,33,33,14.61,87.5,12.49,4.78,3.82,25.8,263.38,0,14.61,70.73,0,12.49,14.97,4.84

59,14:30-14:45,7,6.66,11.67,39,161,69,78,43.83,37,11.67,97.66,6.8,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,219.16,80,7,33,33,14.17,87.5,12.49,4.78,3.82,25.8,263.38,0,14.17,70.73,0,12.49,14.53,4.84

60,14:45-15:00,7,6.66,11.67,37,154,66,73,42.22,35,11.67,90.38,7,242.52,25.8,6.39,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,211.13,77,7,33,33,13.55,87.5,12.49,4.78,3.82,25.8,263.38,0,13.55,70.73,0,12.49,13.89,4.84

61,15:00-15:15,7,6.66,11.67,35,144,61,68,39.54,32,11.67,83.86,7,242.52,25.8,6.63,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,197.68,68,7,33,33,12.75,87.5,12.49,4.78,3.97,25.8,263.38,0,12.75,66.55,0,12.49,13.07,4.84

62,15:15-15:30,7,6.66,11.67,33,133,57,62,36.74,30,11.67,76.13,7,242.52,25.8,6.63,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,183.72,61,7,33,33,11.88,87.5,12.49,4.78,3.97,25.8,263.38,0,11.88,66.55,0,12.49,12.19,4.84

63,15:30-15:45,7,6.66,11.67,29,123,52,56,34.25,27,11.67,68.69,7,242.52,25.8,6.63,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,171.28,56,7,33,33,10.93,87.5,12.49,4.78,3.97,25.8,263.38,0,10.93,66.55,0,12.49,11.2,4.84

64,15:45-16:00,7,6.66,11.67,27,109,46,49,31.11,24,11.67,61.12,7,242.52,25.8,6.63,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,155.56,48,7,33,33,9.9,87.5,12.49,4.78,3.97,25.8,263.38,0,9.9,66.55,0,12.49,10.15,4.84

65,16:00-16:15,7,6.66,11.67,23,95,40,42,27.83,20,11.67,52.78,9,242.52,25.8,6.63,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,139.16,47,7,33,33,8.81,75.67,12.49,4.63,4.1,25.8,263.38,0,8.81,66.55,0,12.49,9.02,5.07

66,16:15-16:30,7,6.66,11.67,20,81,34,35,24.32,17,11.67,43.86,8.8,242.52,25.8,6.63,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,121.62,43,7,33,33,7.74,75.67,12.49,4.63,4.1,25.8,263.38,0,7.74,66.55,0,12.49,7.93,5.07

67,16:30-16:45,7,6.66,15,17,70,30,29,20.28,14,15,34.28,9,242.52,25.8,6.63,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,101.4,35,7,33,33,6.63,75.67,12.49,4.63,4.1,25.8,263.38,0,6.63,66.55,0,12.49,6.79,5.07

68,16:45-17:00,7,6.66,15,14,60,25,21,16.14,10,15,26.06,9.2,242.52,25.8,6.63,0,31.29,37.47,37.47,274.3,37.47,48.5,21,33,80.7,32,7,33,24.72,5.43,75.67,12.49,4.63,4.1,25.8,263.38,0,5.43,66.55,0,12.49,5.57,5.07

69,17:00-17:15,7,6.66,15,11,46,19,15,12.13,7,15,18.27,9.4,242.52,18.25,6.63,0,31.29,39.77,39.77,274.3,39.77,48.5,21,31.2,60.64,24,7,33,17.3,4.27,75.67,12.49,4.78,4.25,18.25,247.38,0,4.27,115.99,0,12.49,4.37,5.23

70,17:15-17:30,7,6.66,15,7,28,12,8,7.9,4,15,11.21,9.8,242.52,18.25,6.63,0,31.29,39.77,39.77,274.3,39.77,48.5,21,13.36,39.53,18,7,33,8.65,3.21,75.67,12.49,4.78,4.25,18.25,247.38,0,3.21,115.99,0,12.49,3.29,5.23

71,17:30-17:45,7,6.66,15,5,18,7,4,4.16,2,15,5.01,7,242.52,18.25,6.63,0,31.29,39.77,39.77,274.3,39.77,48.5,21,1.23,20.82,12,7,33,2.47,2.2,75.67,12.49,4.78,4.25,18.25,247.38,0,2.2,115.99,0,12.49,2.25,5.23

72,17:45-18:00,7,6.66,15,5,11,4,1,2.34,0,15,0,7,242.52,18.25,6.63,0,31.29,39.77,39.77,274.3,39.77,48.5,21,0,11.71,8,7,25.54,0,1.38,75.67,12.49,4.78,4.25,18.25,247.38,0,1.38,115.99,0,12.49,1.41,5.23

73,18:00-18:15,7.5,6.66,15,3,5,2,0,1.04,0,15,0,7,242.52,31,6.63,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,5.21,4,7.5,0,0,0.87,75.67,12.49,4.63,4.25,0,247.38,0,0.87,115.99,0,12.49,0.9,5.31

74,18:15-18:30,7.5,6.66,15,2,1,0,0,0.26,0,15,0,7,242.52,31,6.63,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,1.3,2,7.5,0,0,0.57,75.67,12.49,4.63,4.25,0,247.38,0,0.57,115.99,0,12.49,0.59,5.31

75,18:30-18:45,7.5,6.66,15,0,0,0,0,0,0,15,0,7,242.52,31,6.63,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0.29,75.67,12.49,4.63,4.25,31,247.38,0,0.29,115.99,0,12.49,0.3,5.31

76,18:45-19:00,7.5,6.66,15.67,0,0,0,0,0,0,15.67,0,7,242.52,31,6.63,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0.11,75.67,12.49,4.63,4.25,31,247.38,0,0.11,115.99,0,12.49,0.11,5.31

77,19:00-19:15,7.5,6.66,17.33,0,0,0,0,0,0,17.33,0,7,242.52,31,6.48,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.63,4.34,31,247.38,0,0,115.99,0,12.49,0,5.31

78,19:15-19:30,7.5,6.66,19.33,0,0,0,0,0,0,19.33,0,7,242.52,31,6.48,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.63,4.34,31,247.38,0,0,115.99,0,12.49,0,5.31

79,19:30-19:45,7.5,6.66,16.67,0,0,0,0,0,0,16.67,0,7,242.52,31,6.48,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.63,4.02,31,247.38,0,0,115.99,0,12.49,0,5.31

80,19:45-20:00,7.5,6.66,16.67,0,0,0,0,0,0,16.67,0,7,242.52,31,6.48,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.63,4.02,31,247.38,0,0,115.99,0,12.49,0,5.31

81,20:00-20:15,7.5,7,16.67,0,0,0,0,0,0,16.67,0,7,242.52,31,6.48,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.47,3.92,31,247.38,0,0,115.99,0,12.49,0,5.07

82,20:15-20:30,7.5,7.34,16.67,0,0,0,0,0,0,16.67,0,7,242.52,31,6.48,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.47,3.92,31,247.38,0,0,115.99,0,12.49,0,5.07

83,20:30-20:45,7.5,6.66,16.67,0,0,0,0,0,0,16.67,0,7,242.52,31,6.48,135.81,31.29,39.77,39.77,274.3,39.77,48.5,22.5,0,0,0,7.5,0,0,0,75.67,12.49,4.47,3.92,31,247.38,0,0,115.99,0,12.49,0,5.07

