Column1,Time,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8510,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/5800,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8964,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/6363,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/8068,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/8954,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/6957,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/16/9317,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/4138,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/7791
6,01:15-01:30,0,31.5,0,94.5,26.33,0,70,0,0,0,36.82,0,0,0,0,0,0,0,31.5,70,26.5,14.27,0,27.25,4.99,0,11.65,0,67.63,67.17,0,100.65,7.07,70.46,14.49,216.05,29.1,28.98,13.53,14.49,28.98,0,20.53,10.63,5.71,5.8,26.5,164.24,10.29,82.12,6.16,0,273.16,0

7,01:30-01:45,0,32.5,0,97.5,26.67,0,70,0,0,0,42.22,0,0,0,0,0,0,0,32.5,70,26.5,14.27,0,27.25,4.99,0,11.65,0,67.63,67.17,0,100.65,7.07,70.46,14.49,205.69,29.1,28.98,13.53,14.49,28.98,0,20.53,10.63,5.71,5.8,26.5,164.24,10.29,82.12,6.16,0,273.16,0

8,01:45-02:00,0,33.33,0,100.01,27,0,70,0,0,0,39.42,0,0,0,0,0,0,0,33.33,70,26.5,14.27,0,27.25,4.99,0,11.65,0,67.63,56.63,0,100.65,7.07,70.46,14.49,205.69,29.1,28.98,13.53,14.49,28.98,0,20.53,10.63,5.71,5.8,26.5,164.24,10.29,82.12,6.16,0,273.16,0

9,02:00-02:15,0,33.33,0,100.01,28,0,70,0,0,0,44.02,0,0,0,0,0,0,0,33.33,70,26.5,11.01,0,27.76,4.83,0,11.47,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.71,0,26.5,164.24,7.38,82.12,6.16,0,234.52,0

10,02:15-02:30,0,33.33,0,100.01,28.33,0,70,0,0,0,43.82,0,0,0,0,0,0,0,33.33,70,26.5,11.01,0,27.76,4.83,0,11.47,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.71,0,26.5,164.24,7.38,82.12,6.16,0,195.88,0

11,02:30-02:45,0,33.33,0,100.01,29,0,70,0,0,0,44.42,0,0,0,0,0,0,0,33.33,70,26.5,11.01,0,27.76,4.83,0,11.47,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.71,0,26.5,164.24,7.38,82.12,6.16,0,157.23,0

12,02:45-03:00,0,33.33,0,100.01,29,0,70,0,0,0,43.42,0,0,0,0,0,0,0,33.33,70,26.5,11.01,0,28.26,4.83,0,11.47,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.71,0,26.5,164.24,7.38,82.12,6.16,0,194.05,0

13,03:00-03:15,0,33.33,0,100.01,29,0,76.67,0,0,0,43.02,0,0,0,0,0,0,0,33.33,76.67,26.5,11.01,0,28.26,4.68,0,11.28,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.71,0,26.5,164.24,7.38,82.12,6.16,0,155.41,0

14,03:15-03:30,0,33.33,0,100.01,29.33,0,76.67,0,0,0,43.02,0,0,0,0,0,0,0,33.33,76.67,26.5,11.01,0,28.26,4.68,0,11.28,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.71,0,26.5,164.24,7.38,82.12,6.16,0,150.24,0

15,03:30-03:45,0,33.33,0,100.01,32.27,0,76.67,0,0,0,43.02,0,0,0,0,0,0,0,33.33,76.67,26.5,11.01,0,28.26,4.68,0,11.28,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.71,0,26.5,164.24,7.38,82.12,6.16,0,150.24,0

16,03:45-04:00,0,33.33,0,100.01,33,0,76.67,0,0,0,43.02,0,0,0,0,0,0,0,33.33,76.67,26.5,11.01,0,28.26,4.68,0,11.28,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.71,0,26.5,164.24,7.38,82.12,6.16,0,150.24,0

17,04:00-04:15,0,35.83,0,107.51,32.63,0,76.67,0,0,0,43.02,0,0,0,0,0,0,0,35.83,76.67,26.5,11.01,0,28.26,4.68,0,10.91,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.71,0,26.5,164.24,7.38,82.12,6.01,0,150.24,0

18,04:15-04:30,0,35.83,0,107.51,31.53,0,76.67,0,0,0,43.02,0,0,0,0,0,0,0,35.83,76.67,26.5,11.01,0,28.26,4.68,0,10.91,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.71,0,26.5,164.24,7.38,82.12,6.01,0,150.24,0

19,04:30-04:45,0,35.83,0,107.51,29.7,0,76.67,0,0,0,34.01,0,0,0,0,0,0,0,35.83,76.67,26.5,11.01,0,28.26,4.68,0,10.91,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.71,0,26.5,164.24,7.38,82.12,6.01,0,150.24,0

20,04:45-05:00,0,35.83,0,107.51,29.33,0,76.67,0,0,0,33.61,0,0,0,0,0,0,0,35.83,76.67,26.5,11.01,0,28.26,4.68,0,10.91,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.71,0,26.5,164.24,7.38,82.12,6.01,0,150.24,0

21,05:00-05:15,0,29.17,0,87.49,21.67,0,76.67,0,0,0,34.81,0,0,0,0,0,0,0,29.17,76.67,26.5,11.01,0,28.26,4.68,0,10.72,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.62,0,26.5,164.24,7.38,82.12,6.01,0,150.24,0

22,05:15-05:30,0,29.17,0,87.49,21.67,0,76.67,0,0,0,34.01,0,0,0,0,0,0,0,29.17,76.67,26.5,11.01,0,27.25,4.68,0,10.72,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.62,0,26.5,164.24,7.38,82.12,6.01,0,150.24,0

23,05:30-05:45,0,22.67,0,67.99,1.67,0.21,48.33,0,0,0,20.61,0,0,0,0,0,0,0,22.67,48.33,26.5,11.01,0,28.26,4.91,0,10.72,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.62,0,26.5,164.24,7.38,82.12,5.78,0,150.24,0

24,05:45-06:00,0,22.24,0,66.73,1.67,1.85,48.33,0,0.07,0,20.61,0,0,0,0,0,0,0,22.24,48.33,26.5,11.01,0,28.26,4.91,0,10.72,0,0,38.64,0,53.14,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.62,0,26.5,164.24,7.38,82.12,5.78,0,150.24,0

25,06:00-06:15,15.28,22.24,6.23,66.73,0.33,3.94,58.33,0,0.47,2.21,32.01,1,0,1,0.44,0,0,1,22.24,58.33,26.5,11.01,0,28.26,4.91,0,10.54,0,0,58.61,0,55.07,5.28,115.53,0,165.87,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.62,0,26.5,164.24,7.38,82.12,5.78,0,188.88,0

26,06:15-06:30,22.99,21.96,15.26,65.87,0.33,7.84,58.33,1,0.85,3.69,32.01,2,0,2,0.74,0,1,2,21.96,58.33,26.5,11.01,0,27.24,4.91,0,10.54,0,0,58.61,0,55.07,5.28,84.43,0,165.87,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.62,0,26.5,164.24,7.38,82.12,5.78,0,227.53,0

27,06:30-06:45,31.06,18.91,27.51,56.7,0.33,12.66,48.33,2,4.88,10.54,32.01,3,0,3,2.11,3,3,3,18.91,48.33,26.5,11.01,0.76,27.24,4.91,0.59,10.54,0,0,38.64,0.76,55.07,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.62,0,26.5,164.24,7.38,82.12,5.78,0,188.88,0

28,06:45-07:00,33,18.91,33,56.7,0.33,18.53,48.33,3,8,17.96,32.01,5,0,6,3.59,6,6,7,18.91,48.33,26.5,11.01,1.19,27.24,4.91,0.92,10.54,0,0,38.64,1.19,55.07,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.62,0,26.5,164.24,7.38,82.12,5.78,0,150.24,0

29,07:00-07:15,33,15.27,33,45.79,0.33,25.27,48.33,7,12.07,28.47,43.02,9,0,9,5.69,10,10,15,15.27,48.33,26.5,11.01,1.71,27.24,4.68,1.33,10.36,0,0,38.64,1.71,55.07,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.25,0,26.5,164.24,7.38,82.12,5.62,0,150.24,0

30,07:15-07:30,33,15.56,33,46.67,0.33,32.53,48.33,9,17.34,40.86,43.02,12,0,13,8.17,12,15,19,15.56,48.33,26.5,11.01,2.33,27.24,4.68,1.8,10.36,0,0,38.64,2.33,55.07,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.25,0,26.5,164.24,7.38,82.12,5.62,0,150.24,0

31,07:30-07:45,33,12.84,33,38.5,8.33,42.46,48.33,13,23.52,54.67,43.02,15,0,20,10.93,18,22,27,12.84,48.33,26.5,11.01,3.05,27.24,4.68,2.36,10.36,0,0,38.64,3.05,55.07,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.25,0,26.5,164.24,7.38,82.12,5.62,0,150.24,0

32,07:45-08:00,33,13.07,33,39.23,8.33,50.39,48.33,17,30.37,71.22,43.02,19,0,26,14.25,25,28,33,13.07,48.33,26.5,11.01,4.34,28.26,4.68,3.35,10.36,0,0,38.64,4.34,55.07,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,96.61,20.53,10.63,5.25,0,26.5,164.24,7.38,82.12,5.62,0,150.24,0

33,08:00-08:15,33,20.38,33,61.11,8.33,58.27,46.33,20,37.69,90.57,43.02,23,0,37,18.12,33,34,40,20.38,46.33,26.5,11.01,5.62,28.26,4.68,4.35,10.91,0,0,38.64,5.62,100.65,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,0,20.53,10.63,5.25,0,26.5,164.24,7.38,82.12,5.62,0,150.24,0

34,08:15-08:30,33,19.66,33,58.97,8.33,66.08,44.33,23,45.04,109.05,43.02,26,0,42,21.81,33,40,47,19.66,44.33,26.5,11.01,6.84,28.26,4.68,5.28,10.91,0,0,38.64,6.84,100.65,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,0,20.53,10.63,5.25,0,26.5,164.24,7.38,82.12,5.62,0,150.24,0

35,08:30-08:45,33,18.52,33,55.55,10.33,73.41,42.33,27,52.42,126.8,43.02,29,0,49,25.36,33,46,53,18.52,42.33,26.5,11.01,8.05,28.26,4.68,6.23,10.91,0,0,38.64,8.05,100.65,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,0,20.53,10.63,5.25,0,26.5,164.24,7.38,82.12,5.39,0,150.24,0

36,08:45-09:00,33,17.13,33,51.4,10,83.43,40.33,30,59.78,143.9,43.02,32,0,55,28.78,33,52,60,17.13,40.33,26.5,11.01,9.14,28.26,4.68,7.07,10.91,0,0,38.64,9.14,100.65,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,0,20.53,10.63,5.25,0,26.5,164.24,7.38,82.12,5.39,0,150.24,0

37,09:00-09:15,33,16.88,33,50.64,11.33,91.67,44.33,33,66.72,161.32,43.02,34,0,56,32.27,33,58,67,16.88,44.33,26.61,11.01,10.22,26.24,4.68,7.9,10.72,0,0,38.64,10.22,100.65,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,0,20.53,10.63,5.34,0,26.61,164.24,7.38,82.12,5.39,0,150.24,0

38,09:15-09:30,33,16.21,33,48.65,11.33,98.12,42.33,37,73.01,177.28,43.02,37,0,58,35.46,33,64,73,16.21,42.33,26.61,11.01,11.21,26.74,4.68,8.66,10.72,0,0,38.64,11.21,100.65,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,0,20.53,10.63,5.34,0,26.61,164.24,7.38,82.12,5.39,0,150.24,0

39,09:30-09:45,33,20.83,33,62.51,11.33,104.23,45,39,69.83,172,43.02,39,0,60,34.4,33,69,79,20.83,45,26.61,11.01,12.13,27.24,4.68,9.37,10.72,0,0,38.64,12.13,100.65,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,0,20.53,10.63,5.34,0,26.61,164.24,7.38,82.12,5.39,0,150.24,0

40,09:45-10:00,33,20,33,60,11.33,109.94,41.67,41,74.9,185.67,43.02,41,0,63,37.14,33,73,82,20,41.67,26.61,11.01,13.01,27.24,4.68,10.05,10.72,0,0,38.64,13.01,100.65,5.28,70.46,0,110.14,29.1,28.98,13.53,14.49,0,0,20.53,10.63,5.34,0,26.61,164.24,7.38,82.12,5.39,0,150.24,0

41,10:00-10:15,33,19.67,33,58.99,13.33,114.63,40,43,73.4,187.5,35.01,33,0,66,37.5,33,78,87,19.67,40,26.61,11.01,13.77,26.24,4.83,10.64,10.54,0,0,38.64,13.77,100.65,5.28,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,5.34,0,26.61,164.24,7.38,82.12,5.24,0,150.24,0

42,10:15-10:30,33,18.67,33,55.99,12.67,117.17,38.33,45,77.67,195.83,35.01,34,0,71,39.17,33,81,90,18.67,38.33,26.61,11.01,14.44,26.24,4.83,11.15,10.54,0,0,38.64,14.44,100.65,5.28,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,5.34,0,26.61,164.24,7.38,82.12,5.24,0,150.24,0

43,10:30-10:45,33,15,33,45,12.67,118.95,57,47,77.56,203.63,28.01,35,0,75,40.73,33,84,93,15,57,26.61,8.2,15.03,26.24,4.83,11.62,10.54,0,0,38.64,15.03,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,5.34,0,26.61,164.24,4.56,82.12,5.24,0,150.24,0

44,10:45-11:00,33,14.67,33,43.99,13,120.15,56,47,80.9,208.22,29.01,36,0,78,41.65,33,85,93,14.67,56,26.61,8.2,15.46,26.24,4.83,11.95,10.54,0,0,38.64,15.46,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,5.34,0,26.61,164.24,4.56,82.12,5.24,0,150.24,0

45,11:00-11:15,33,13.83,33,41.51,12.67,120.28,45,47,83.6,189.48,30.01,39,0,81,37.9,33,87,93,13.83,45,26.61,8.2,15.9,26.74,4.83,12.29,10.44,0,0,38.64,15.9,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,5.34,0,26.61,164.24,4.56,82.12,5.24,0,150.24,0

46,11:15-11:30,33,14.17,33,42.49,12.67,118.89,44,47,85.94,196.24,33.01,40,0,85,39.25,33,87,93,14.17,44,26.61,8.2,16.36,26.74,4.83,12.64,10.44,0,0,38.64,16.36,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,5.34,0,26.61,164.24,4.56,82.12,5.24,0,150.24,0

47,11:30-11:45,33,14.17,33,42.49,12.67,116.13,43.67,47,70.84,167.42,35.01,41,0,85,33.49,33,87,93,14.17,43.67,26.61,8.2,16.73,26.74,4.83,12.93,10.44,0,0,38.64,16.73,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,5.34,0,26.61,164.24,4.56,82.12,5.24,0,150.24,0

48,11:45-12:00,33,13.83,33,41.51,12.67,112.1,43.33,47,72.38,167.56,36.01,42,0,85,33.51,33,87,93,13.83,43.33,26.61,8.2,16.94,26.24,4.83,13.09,10.44,0,0,38.64,16.94,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,5.34,0,26.61,164.24,4.56,82.12,5.24,0,150.24,0

49,12:00-12:15,33,13.33,33,40.01,12.33,114.63,45,47,75.46,168.04,36.01,42,0,87,33.61,33,87,93,13.33,45,26.7,8.05,17.06,27.76,4.91,13.18,10.26,0,0,38.64,17.06,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,5.43,0,26.7,164.24,4.56,82.12,5.55,0,150.24,0

50,12:15-12:30,33,13.33,33,40.01,12.67,113.8,46,47,77,168.42,37.02,42,0,87,33.68,33,87,93,13.33,46,26.7,8.05,17.1,27.76,4.91,13.22,10.26,0,0,38.64,17.1,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,5.43,0,26.7,164.24,4.56,82.12,5.55,0,164.74,0

51,12:30-12:45,33,17.5,33,52.5,16,115.87,47.33,49,68.28,168.84,39.02,42,0,87,33.77,33,90,99,17.5,47.33,26.7,8.05,17.03,27.76,4.91,13.16,10.26,0,0,38.64,17.03,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.77,0,26.7,164.24,2.9,82.12,5.85,0,169.38,0

52,12:45-13:00,33,17.83,33,53.51,16.33,114.94,50,49,68.27,169.08,40.02,42,0,87,33.82,33,90,99,17.83,50,26.7,8.05,17,27.76,4.91,13.13,10.26,0,0,38.64,17,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.77,0,26.7,164.24,2.9,82.12,5.85,0,164.29,0

53,13:00-13:15,33,18.17,33,54.49,16.33,82.19,54.33,49,68.14,169.27,40.02,42,0,87,33.85,33,90,99,18.17,54.33,26.7,8.05,16.85,0,4.99,13.02,10.08,0,0,38.64,16.85,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.77,0,26.7,164.24,2.9,82.12,6.01,0,150.24,0

54,13:15-13:30,33,18.5,33,55.5,16.33,80.06,57,49,67.82,169.41,41.02,42,0,87,33.88,33,90,99,18.5,57,26.7,8.05,16.49,0,4.99,12.74,10.08,0,0,38.64,16.49,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.77,0,26.7,164.24,2.9,82.12,6.01,0,150.24,0

55,13:30-13:45,33,18.83,33,56.51,21.67,77.46,58.33,49,67.29,161.17,41.02,42,0,87,32.24,33,90,99,18.83,58.33,26.7,8.05,16.3,27.76,4.99,12.6,10.08,0,0,38.64,16.3,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.77,0,26.7,164.24,2.9,82.12,6.01,0,150.24,0

56,13:45-14:00,33,19.17,33,57.49,21.67,75.17,59.67,48,66.39,161.29,41.02,42,0,87,32.26,33,88,97,19.17,59.67,26.7,8.05,15.96,28.26,4.99,12.33,10.08,0,0,38.64,15.96,100.65,3.93,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.77,0,26.7,164.24,2.9,82.12,6.01,0,177.33,0

57,14:00-14:15,33,23.83,33,71.51,21.67,71.65,66.67,46,65.16,161.26,41.02,42,0,87,32.25,33,82,93,23.83,66.67,26.7,8.05,15.59,27.25,5.14,12.04,9.99,0,0,38.64,15.59,100.65,2.17,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.21,0,26.7,164.24,2.9,82.12,6.55,0,150.24,0

58,14:15-14:30,33,24.17,33,72.49,21.67,48.71,67.33,45,63.47,160.53,42.02,42,0,87,32.11,33,81,89,24.17,67.33,26.7,8.05,15.05,27.25,5.14,11.63,9.99,0,0,38.64,15.05,100.65,2.17,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.21,0,26.7,164.24,2.9,82.12,6.55,0,153.98,0

59,14:30-14:45,33,24.67,33,73.99,21.67,46.78,68.33,44,61.4,159.02,43.02,37,0,82,31.8,33,78,88,24.67,68.33,26.7,8.05,14.5,27.25,2.34,11.2,9.99,0,0,38.64,14.5,100.65,2.17,70.46,0,117.6,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.21,0,26.7,164.24,2.9,82.12,6.55,0,192.62,0

60,14:45-15:00,33,25.33,33,76.01,21.67,43.61,69,42,58.97,152.81,43.02,36,0,78,30.56,33,75,83,25.33,69,26.7,8.05,13.86,27.25,4.29,10.71,9.99,0,0,38.64,13.86,100.65,2.17,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.21,0,26.7,164.24,2.9,82.12,6.55,0,231.27,0

61,15:00-15:15,33,25.83,33,77.51,21.67,40.54,70,39,56.22,146.35,43.02,35,0,70,29.27,33,72,79,25.83,70,26.7,8.05,13.08,27.24,4.68,10.1,9.99,0,0,38.64,13.08,100.65,2.17,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.21,0,26.7,164.24,2.9,82.12,7.17,0,256.1,0

62,15:15-15:30,33,26.33,33,79.01,21.67,35.25,71.67,37,53.25,138.24,43.02,34,0,67,27.65,33,67,73,26.33,71.67,26.7,8.05,12.31,27.24,4.68,9.51,9.99,0,0,38.64,12.31,100.65,2.17,70.46,0,110.14,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.21,0,26.7,164.24,2.9,82.12,7.17,0,273.16,0

63,15:30-15:45,33,26.67,33,79.99,22,42.76,68.33,33,50.17,116.82,43.02,31,0,58,23.36,33,63,67,26.67,68.33,26.7,8.05,11.36,27.24,5.69,8.78,9.99,0,0,38.64,11.36,100.65,2.17,70.46,0,111.45,17.56,28.98,13.53,14.49,0,0,20.53,10.63,4.21,0,26.7,164.24,2.9,82.12,7.17,0,273.16,0

