Block,Time,CHAMERA2,URI2,UNCHAHAR2,UNCHAHAR1,SINGRAULI_HYDRO,TEHRI,SINGRAULI,UNCHAHAR4,TANDA2,UNCHAHAR3,DADRT2,JHAJJAR,KOTESHWR,SEWA2,DULHASTI,RIHAND3,CHAMERA3,PARBATI3,KOLDAM,DHAULIGNGA,RAMPUR,RIHAND2,NJPC,RIHAND1,KISHANGANGA,NAPP,RAPPC,CHAMERA1,BSIUL,TANAKPUR,URI,RAPPB,SALAL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
18,04:15-04:30,43.635161,34.775994,43.545976,20.904657,0.85217,9.185076,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,3.889133,0,9.915135,1.462832,120.694688,75.861824,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,83.664,0,70.884665,0,0,0,19.826854,0,0,0,85.130592,0,0,2.98,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,31.564,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

19,04:30-04:45,43.635161,34.775994,43.545976,20.904657,0.85217,0,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,19.445666,0,19.830272,1.462832,120.694688,75.861824,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,0,50.784,0,83.664,0,70.884665,0,0,0,19.826854,0,0,0,85.130592,0,0,3.01,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,31.564,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

20,04:45-05:00,43.635161,34.775994,43.545976,20.904657,0.85217,0,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,25.001572,0,29.745407,1.462832,120.694688,75.861824,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,0,50.784,0,83.664,0,70.884665,0,0,0,19.826854,0,0,0,85.130592,0,0,3.01,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,17.792,0,147.515625,31.564,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

21,05:00-05:15,43.635161,34.775994,43.545976,20.904657,0.85217,0,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,54.170072,0,29.745407,1.462832,120.694688,75.861824,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,0,52.992,0,83.664,0,71.485382,0,0,0,19.826854,0,0,0,85.130592,0,0,3.01,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,18.348,0,147.515625,32.171,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

22,05:15-05:30,43.635161,34.775994,43.545976,20.904657,0.85217,0,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,54.170072,0,29.745407,1.462832,120.694688,75.861824,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,0,52.992,0,83.664,0,71.485382,0,0,0,19.826854,0,0,0,85.130592,0,0,3.01,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,18.348,0,147.515625,32.171,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

23,05:30-05:45,43.635161,34.775994,43.545976,20.904657,0.85217,0,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,54.170072,0,29.745407,1.462832,120.694688,75.861824,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,0,50.784,0,83.664,0,71.485382,0,0,0,19.826854,0,0,0,85.130592,0,0,3.01,2.38,1.45,0.84,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.41,20.0018,18.348,0,147.515625,32.171,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

24,05:45-06:00,43.635161,34.775994,43.545976,20.904657,0.85217,0,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,8.712864,17.179061,53.905351,126.520838,31.709733,54.170072,0,29.745407,1.950442,120.694688,101.149098,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,0,50.784,0,83.664,0,71.485382,0,0,0,19.826854,0,0,0,85.130592,0,0,3.01,2.38,1.45,0.88,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.43,20.0018,18.348,0,147.515625,32.171,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

25,06:00-06:15,43.635161,34.775994,43.545976,20.904657,0.85217,0,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,54.170072,0,29.745407,1.575901,120.694688,81.902104,94.319982,2.551476,43.914484,60.466994,37.92,19.6614,0,50.784,0,83.664,0,71.485382,0,0,0,19.826854,0,0,0,85.130592,0,0,3.01,2.38,1.45,0.88,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.43,20.0018,18.348,0,147.515625,32.171,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

26,06:15-06:30,43.635161,34.775994,43.545976,20.904657,0.85217,0,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,54.170072,0,29.745407,1.575901,120.694688,81.902104,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,0,50.784,0,83.664,0,71.485382,0,0,0,19.826854,0,0,0,85.130592,0,0,3.01,2.38,1.45,0.88,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.43,20.0018,18.348,0,147.515625,32.171,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

27,06:30-06:45,43.635161,34.775994,43.545976,20.904657,0.85217,0,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,8.333858,0,29.745407,1.950442,120.694688,101.149098,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,0,50.784,0,83.664,0,71.485382,0,0,0,19.826854,0,0,0,85.130592,0,0,3.03,2.38,1.45,0.88,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.43,20.0018,18.765,0,147.515625,32.171,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

28,06:45-07:00,43.635161,34.775994,43.545976,20.904657,0.85217,0,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,3.889133,0,29.745407,1.950442,120.694688,101.149098,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,0,50.784,0,83.664,0,71.485382,0,0,0,19.826854,0,0,0,85.130592,0,0,3.03,2.38,1.45,0.88,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.43,20.0018,18.765,0,147.515625,32.171,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

29,07:00-07:15,43.635161,34.775994,43.545976,20.904657,0.85217,0,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,3.889133,0,29.745407,2.367384,120.694688,122.853156,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,83.664,0,71.485382,0,0,0,19.826854,0,0,0,85.130592,0,0,3.03,2.38,1.45,0.86,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.42,20.0018,18.765,0,147.515625,32.171,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

30,07:15-07:30,43.635161,34.775994,43.545976,20.904657,0.85217,0,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,3.889133,0,29.745407,2.367384,120.694688,122.853156,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,83.664,0,71.485382,0,0,0,19.826854,0,0,0,85.130592,0,0,3.03,2.38,1.45,0.86,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.42,20.0018,18.765,0,147.515625,32.171,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,345.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

31,07:30-07:45,43.635161,34.775994,43.545976,20.904657,0.85217,0,105.451626,1.427606,2.525983,26.963602,689.353782,503.902592,0,17.179061,53.905351,126.520838,31.709733,3.889133,0,29.745407,2.367384,120.694688,122.853156,94.319982,2.551476,43.914484,60.466994,42.14808,19.6614,1.281,50.784,0,83.664,0,71.485382,0,0,0,19.826854,0,0,0,85.130592,0,0,3.03,2.38,1.45,0.86,0.87,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.42,20.0018,18.765,0,147.515625,32.171,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,1.771234,3.511691,2.793398,348.75,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.023225,0,0,0,0.020614,0,0

