Block,Time,NR/30092023/26122029/SH-06,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01122023/07122023/HP-18,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,SR/01122023/31122023/BYPL_KSEB_DEC23,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01122023/15122023/HP-15,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08
18,04:15-04:30,26.020000,96.410000,26.020000,149.130000,1.460000,1.950000,71.730000,48.200000,123.290000,120.510000,24.100000,0.000000,48.20,8.8,31.470000,0.000000,57.410000,0.000000,1.320000,0.000000,70.51,0,0,0,70.51,0,0,0,0,38.34,0,0,0,0,0,38.33,115,0,0,32.2

19,04:30-04:45,26.020000,96.410000,26.020000,149.130000,1.460000,1.950000,71.730000,48.200000,123.290000,120.510000,24.100000,0.000000,48.20,8.22,31.470000,0.000000,57.410000,0.000000,1.320000,0.000000,69.51,0,0,0,69.51,0,0,0,0,38.34,0,0,0,0,0,38.33,115,0,0,35.7

20,04:45-05:00,26.020000,96.410000,26.020000,149.130000,1.460000,1.950000,71.730000,48.200000,123.290000,120.510000,24.100000,0.000000,48.20,7.68,31.470000,0.000000,57.410000,0.000000,1.320000,0.000000,67.84,0,0,0,67.84,0,0,0,0,38.08,0,0,0,0,0,38.09,114.26,0,0,35.41

21,05:00-05:15,26.020000,96.410000,26.020000,192.820000,1.460000,1.900000,71.730000,48.200000,123.290000,154.910000,24.100000,0.000000,48.20,7.01,31.820000,0.000000,57.410000,0.000000,1.320000,0.000000,64.7,0,0,0,64.7,0,0,0,0,37.59,0,0,0,0,0,37.59,112.78,0,0,32.52

22,05:15-05:30,26.020000,96.410000,26.020000,231.380000,1.460000,1.900000,67.490000,48.200000,123.290000,154.910000,24.100000,0.000000,48.20,7.01,31.820000,0.000000,57.410000,0.000000,1.320000,0.000000,61.58,0,0,0,61.58,0,0,0,0,37.12,0,0,0,0,0,37.11,111.33,0,0,32.44

23,05:30-05:45,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,67.490000,48.200000,123.290000,203.120000,25.070000,0.000000,48.20,10.14,55.200000,0.000000,57.410000,0.000000,1.320000,0.000000,60.44,0,0,0,60.44,0,0,0,0,32.45,0,0,0,0,0,32.44,97.32,0,0,28.73

24,05:45-06:00,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,67.490000,48.200000,123.290000,214.910000,25.070000,0.000000,48.20,10.11,55.200000,0.000000,57.410000,0.000000,1.320000,0.000000,59.47,0,0,0,59.47,0,0,0,0,32.37,0,0,0,0,0,32.37,97.11,0,0,28.69

25,06:00-06:15,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,67.490000,48.200000,253.220000,214.910000,25.070000,0.000000,48.20,9.96,55.200000,0.000000,0.000000,0.000000,1.320000,0.000000,58.36,0,0,0,58.36,0,0,0,0,32.27,0,0,0,0,0,32.28,96.82,0,0,28.6

26,06:15-06:30,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,67.490000,48.200000,253.220000,214.910000,25.070000,0.000000,48.20,9.76,55.200000,0.000000,0.000000,0.000000,1.320000,0.000000,57.38,0,0,0,57.38,0,0,0,0,31.92,0,1.12,0,0,0,31.92,95.76,0,0,28.51

27,06:30-06:45,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,67.490000,48.200000,253.220000,260.890000,25.070000,0.000000,48.20,9.6,55.200000,0.000000,0.000000,0.000000,1.320000,0.000000,56.54,0,0,0,56.54,0,0,0,0,31.42,0,4.55,2,0,0,31.42,94.26,0,0.95,28.38

28,06:45-07:00,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,67.490000,67.490000,253.220000,260.890000,24.100000,0.000000,48.20,9.36,68.000000,0.000000,0.000000,0.000000,1.320000,0.000000,56.06,0,0,0,56.06,0,0.262521,0,0,30.58,0,15,7,0,0,30.59,91.76,0,3.98,28.12

29,07:00-07:15,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,67.490000,86.770000,253.220000,260.890000,23.140000,0.040000,48.20,7.01,86.960000,0.040000,0.000000,0.000000,1.320000,0.040000,54.94,0,0,0,54.94,0,1.701525,0,0,27.58,0,26.02,14,0,0,27.59,82.76,0.02,19,21.99

30,07:15-07:30,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,96.410000,100.980000,253.220000,260.890000,23.140000,0.240000,48.20,7.01,86.960000,0.240000,0.000000,0.000000,1.320000,0.240000,54.01,1.4,0,0,54.01,0.33,3.69474,0,0.6,27.26,0.59,26.13,24.99,1,0,27.25,81.76,2.97,26.13,21.76

31,07:30-07:45,25.250000,96.410000,26.020000,271.150000,1.460000,1.900000,118.010000,100.980000,253.220000,260.890000,23.140000,0.540000,48.20,7.01,86.960000,0.530000,0.000000,0.000000,1.320000,0.530000,53.84,4.9,2,2,53.84,1.67,6.203274,0,2.1,26.76,1.77,28.08,28.09,3,0,26.75,80.26,8.87,28.08,21.57

32,07:45:08:00,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,118.010000,100.980000,253.220000,260.890000,22.170000,0.960000,48.20,7.01,86.960000,0.950000,0.000000,0.000000,1.320000,0.950000,53.7,11.2,4,4,53.7,8.32,9.266019,0,4.8,26.42,4.12,28.58,28.59,8,0,26.42,79.26,20.61,28.58,21.36

33,08:00-08:15,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,118.010000,100.980000,253.220000,260.890000,22.170000,1.520000,48.20,7.01,86.960000,1.480000,0.000000,0.000000,1.320000,1.480000,53.51,21,4.43,6,53.51,16.02,12.523224,0,9,25.92,6.85,28.75,28.75,13,0,25.92,77.76,34.24,28.75,15.62

34,08:15-08:30,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,118.010000,100.980000,253.220000,260.890000,22.170000,2.180000,48.20,7.01,86.960000,2.130000,0.000000,0.000000,1.320000,2.130000,53.33,28,7.45,8,53.33,23.72,16.004058,0,12,25.92,9.99,28.92,28.91,15,0,25.92,77.76,49.97,28.92,15.34

35,08:30-08:45,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,118.010000,100.980000,253.220000,260.890000,22.170000,2.970000,48.20,7.01,86.960000,2.890000,0.000000,0.000000,1.320000,2.890000,53.33,39,7,9,53.33,31.42,19.718244,0,16,20.11,13.21,30.85,30.85,18,0,20.1,60.31,66.08,30.85,15.32

36,08:45:09:00,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,118.010000,100.980000,253.220000,260.890000,22.170000,4.140000,48.20,7.01,86.960000,4.040000,0.000000,0.000000,1.320000,4.040000,53.33,46,9,11,53.33,38.38,23.490768,0,19,20.13,16.51,31.05,31.05,21,0,20.13,60.39,82.55,31.05,11.29

37,09:00:09:15,26.020000,96.410000,26.020000,271.150000,1.460000,1.900000,118.010000,100.980000,253.220000,260.890000,22.170000,5.230000,48.20,7.01,86.960000,5.110000,0.000000,0.000000,1.320000,5.110000,43.96,53,11,13,43.96,20,33.73881,0,22,20.06,19.99,31.05,31.05,25,0,20.06,60.18,99.93,31.05,11.3

38,09:15-09:30,24.320000,96.410000,24.320000,271.150000,1.460000,1.900000,118.010000,100.980000,253.220000,260.890000,22.170000,6.320000,48.20,7.01,86.960000,6.160000,0.000000,0.000000,1.320000,6.160000,44.47,63,14,15,44.47,21.67,38.230836,0,27,20.03,23.34,31.15,31.15,30,0,20.03,60.1,116.72,31.15,10.93

39,09:30-09:45,24.320000,96.410000,24.320000,271.150000,1.460000,1.900000,118.010000,100.980000,253.220000,260.890000,22.170000,7.500000,48.20,7.01,86.960000,7.320000,0.000000,0.000000,1.320000,7.320000,33.44,77,21.14,18,33.44,23.33,42.761754,0,33,16.79,26.6,31.15,31.15,35,0,16.78,50.35,133.02,31.15,10.73

40,09:45-10:00,24.320000,96.410000,24.320000,271.150000,1.460000,1.900000,118.010000,100.980000,253.220000,260.890000,22.170000,8.470000,48.20,7.01,86.960000,8.260000,0.000000,0.000000,1.320000,8.260000,33.76,88,23.8,21,33.76,26.67,47.020428,0,38,16.77,29.58,31.15,31.15,42,0,16.75,50.26,147.9,31.15,10.53

41,10:00-10:15,24.320000,96.410000,24.320000,271.150000,1.530000,1.950000,118.010000,100.980000,253.220000,260.890000,23.140000,9.770000,48.20,7.01,86.960000,9.530000,0.000000,0.000000,1.400000,9.530000,36.77,104,25.6,24,36.77,30,51.074919,0,44,16.81,32.48,31.15,31.15,49,0,16.81,50.44,162.41,31.15,10.58

42,10:15-10:30,24.320000,96.410000,24.320000,271.150000,1.530000,1.950000,118.010000,100.980000,253.220000,260.890000,23.140000,10.510000,48.20,7.01,86.960000,10.260000,0.000000,0.000000,1.400000,10.260000,37.13,116,27.73,27,37.13,33.33,55.197471,0,49,17.02,35.26,31.15,31.15,53,0,17.03,51.08,176.3,31.15,10.57

43,10:30-10:45,24.320000,96.410000,24.320000,271.150000,1.530000,1.950000,118.010000,100.980000,253.220000,260.890000,24.100000,11.220000,48.20,7.01,86.960000,10.940000,0.000000,0.000000,1.400000,10.940000,29.54,123,29.62,29,29.54,38.33,42.168651,0,52,16.32,37.52,31.15,31.15,58,0,16.33,48.97,187.6,31.15,8.34

44,10:45-11:00,24.320000,96.410000,24.320000,271.150000,1.530000,1.950000,118.010000,100.980000,253.220000,260.890000,25.070000,12.730000,48.20,7.01,86.960000,12.420000,0.000000,0.000000,1.400000,12.420000,29.33,133,31.48,32,29.33,43.33,45.863391,0,57,16.16,39.49,31.15,31.15,63,0,16.16,48.47,197.48,31.15,8.34

45,11:00-11:15,24.320000,96.410000,24.320000,271.150000,1.610000,1.950000,118.010000,100.980000,253.220000,260.890000,25.070000,13.260000,48.20,7.01,86.960000,12.930000,0.000000,0.000000,1.400000,12.930000,29.32,144,37,34,29.32,79.91,48.760845,0,61,15.95,41.3,31.15,31.15,68,0,15.97,47.9,206.49,31.15,8.34

46,11:15-11:30,24.320000,96.410000,24.320000,271.150000,1.610000,1.950000,118.010000,100.980000,253.220000,260.890000,25.070000,13.590000,48.20,7.01,86.960000,13.260000,0.000000,0.000000,1.400000,13.260000,29.4,151,38,36,29.4,82.18,51.04575,0,64,16.06,42.94,30.82,30.81,71,0,16.06,48.17,214.68,30.82,8.34

47,11:30-11:45,26.020000,96.410000,26.020000,271.150000,1.610000,1.950000,118.010000,100.980000,253.220000,260.890000,25.070000,13.900000,48.20,7.01,86.960000,13.560000,0.000000,0.000000,1.400000,13.560000,30.11,165,39.71,41,30.11,83.75,52.368078,0,70,12.94,44.85,30.82,30.81,81,0,12.94,38.81,224.23,30.82,11.38

48,11:45-12:00,26.020000,96.410000,26.020000,271.150000,1.610000,1.950000,118.010000,100.980000,253.220000,260.890000,25.070000,14.030000,48.20,7.01,86.960000,13.690000,0.000000,0.000000,1.400000,13.690000,30.55,172,41.12,42,30.55,84.71,51.269379,0,73,13.27,45.38,30.82,30.81,83,0,13.28,39.83,226.93,30.82,11.62

49,12:00-12:15,26.020000,96.410000,26.020000,271.150000,1.610000,2.000000,118.010000,100.980000,253.220000,260.890000,0.000000,14.050000,48.20,7.01,86.960000,13.700000,0.000000,0.000000,1.400000,13.700000,29.32,179,42,42,29.32,85.53,70.345905,0,76,13.77,45.67,30.82,30.81,85,0,13.78,41.33,228.37,30.82,12.29

50,12:15-12:30,26.020000,96.410000,26.020000,271.150000,1.610000,2.000000,118.010000,100.980000,253.220000,260.890000,0.000000,14.070000,48.20,7.01,86.960000,13.720000,0.000000,0.000000,1.400000,13.720000,29.4,179,42,42,29.4,86.27,74.18649,0,76,14.49,45.86,30.65,30.65,85,0,14.5,43.5,229.33,30.65,12.9

51,12:30-12:45,26.020000,96.410000,26.020000,271.150000,1.610000,2.000000,118.010000,77.130000,253.220000,260.890000,0.000000,14.080000,48.20,7.01,86.960000,13.730000,0.000000,0.000000,1.400000,13.730000,30.11,182,43,43,30.11,86.36,75.576879,0,78,15.27,45.73,30.65,30.65,87,0,15.28,45.83,228.67,30.65,14.34

52,12:45-13:00,26.020000,96.410000,26.020000,271.150000,1.610000,2.000000,96.410000,67.490000,253.220000,260.890000,0.000000,13.950000,48.20,7.01,86.960000,13.610000,0.000000,0.000000,1.400000,13.610000,30.55,182,43,43,30.55,85.95,77.015883,0,78,15.95,45.31,30.65,30.65,87,0,15.97,47.9,226.57,30.65,16.17

53,13:00-13:15,26.020000,96.410000,26.020000,271.150000,1.690000,2.000000,67.490000,48.200000,253.220000,212.680000,0.000000,13.850000,48.20,7.01,62.860000,13.500000,0.000000,0.000000,1.480000,13.500000,33.41,179,41.25,43,33.41,84.78,78.17292,0,76,16.06,46.25,30.65,30.65,87,0,16.06,48.17,231.28,30.65,17.93

54,13:15-13:30,26.020000,96.410000,26.020000,271.150000,1.690000,2.000000,67.490000,48.200000,253.220000,164.480000,0.000000,13.550000,48.20,7.01,38.760000,13.230000,0.000000,0.000000,1.480000,13.230000,34.88,172,40.5,42,34.88,83.24,78.357657,0,73,16.17,45.46,30.65,30.65,85,0,16.19,48.56,227.33,30.65,18.98

55,13:30-13:45,26.020000,96.410000,26.020000,271.150000,1.690000,2.000000,67.490000,48.200000,253.220000,147.510000,0.000000,13.050000,48.20,7.01,31.820000,12.730000,0.000000,0.000000,1.480000,12.730000,42.21,172,39.78,40,42.21,80.96,77.949291,0,73,24.25,44.02,30.65,30.65,79,0,24.26,72.78,220.08,30.65,30.04

56,13:45-14:00,26.020000,96.410000,26.020000,271.150000,1.690000,2.000000,67.490000,48.200000,253.220000,167.750000,0.000000,12.460000,48.20,7.01,31.820000,12.170000,0.000000,0.000000,1.480000,12.170000,42.89,165,39,36,42.89,79.06,75.265743,0,70,25.12,42.23,30.65,30.65,73,0,25.13,75.38,211.14,30.65,31.1

57,14:00-14:15,26.020000,96.410000,26.020000,271.150000,1.690000,2.040000,67.490000,48.200000,253.220000,219.520000,0.000000,11.740000,48.20,7.01,31.820000,11.450000,0.000000,0.000000,1.550000,11.450000,43.55,158,38,37,43.55,75.46,71.746017,0,67,26.21,40.41,30.65,30.65,75,0,26.21,78.63,202.06,30.65,31.81

58,14:15-14:30,26.020000,96.410000,26.020000,271.150000,1.690000,2.040000,67.490000,48.200000,253.220000,230.120000,0.000000,11.050000,48.20,7.01,55.550000,10.770000,0.000000,0.000000,1.550000,10.770000,44.11,149,36,36,44.11,71.66,68.342967,0,64,26.95,38.17,30.65,30.65,71,0,26.94,80.82,190.88,30.65,32.53

59,14:30-14:45,26.020000,96.410000,26.020000,271.150000,1.460000,2.040000,67.490000,48.200000,253.220000,253.480000,0.000000,10.380000,48.20,7.01,55.550000,10.120000,0.000000,0.000000,1.550000,10.120000,46.58,140,33.87,33,46.58,68.12,63.471744,0,60,27.56,37.3,30.65,30.65,67,0,27.55,82.66,186.5,30.65,28.88

60,14:45-15:00,26.020000,96.410000,26.020000,271.150000,1.460000,2.040000,67.490000,48.200000,253.220000,253.480000,0.000000,9.390000,48.20,7.01,68.000000,9.160000,0.000000,0.000000,1.550000,9.160000,48.53,130,32.83,31,48.53,63.3,57.190686,0,55,28.21,34.27,30.65,30.65,62,0,28.23,84.68,171.38,30.65,29.08

61,15:00-15:15,26.020000,96.410000,26.020000,271.150000,1.460000,2.040000,67.490000,57.850000,253.220000,253.480000,0.000000,8.280000,48.20,7.01,68.000000,8.070000,0.000000,0.000000,1.550000,8.070000,39.15,116,29.5,28,39.15,58.11,45.902283,0,49,31.43,31.03,30.85,30.85,57,0,31.44,94.31,155.18,30.85,29.26

62,15:15-15:30,26.020000,96.410000,26.020000,271.150000,1.460000,2.040000,67.490000,57.850000,253.220000,253.480000,0.000000,7.260000,48.20,7.01,68.000000,7.080000,0.000000,0.000000,1.550000,7.080000,41.23,102,25.44,25,41.23,52.1,39.893469,0,43,32.16,27.6,31.18,31.19,50,0,32.16,96.47,138.01,31.18,29.44

63,15:30-15:45,26.020000,96.410000,26.020000,271.150000,1.530000,2.040000,67.490000,57.850000,253.220000,260.890000,0.000000,6.180000,48.20,7.01,68.000000,6.030000,0.000000,0.000000,1.550000,6.030000,43.91,91,22.05,22,43.91,45.5,33.456843,0,39,30.67,25.91,31.52,31.51,43,0,30.67,92,129.58,31.52,29.64

64,15:45-16:00,26.020000,96.410000,26.020000,271.150000,1.530000,2.040000,67.490000,67.490000,253.220000,260.890000,0.000000,5.550000,48.20,7.01,86.960000,5.410000,0.000000,0.000000,1.550000,5.410000,46.83,77,18.83,18,46.83,39.59,27.263292,0,33,31.98,22.12,31.52,31.51,37,0,31.99,95.96,110.6,31.52,29.82

65,16:00-16:15,26.020000,96.410000,26.020000,271.150000,1.530000,2.080000,67.490000,96.410000,253.220000,260.890000,0.000000,3.870000,48.20,7.01,86.960000,3.780000,0.000000,0.000000,1.550000,3.780000,48.62,62,16.17,15,48.62,32.64,20.865558,0,26,26.96,18.57,33,26,30,0,26.98,80.93,92.88,33,30.01

66,16:15-16:30,26.020000,96.410000,26.020000,271.150000,1.530000,2.080000,117.620000,100.980000,253.220000,260.890000,0.000000,2.950000,48.20,7.01,86.960000,2.870000,0.000000,0.000000,1.550000,2.870000,51.29,46,13,11,51.29,25.64,13.184388,0,19,27.08,14.87,33,12,23,0,27.1,81.29,74.34,29.67,30.2

67,16:30-16:45,30.850000,96.410000,25.410000,271.150000,1.530000,2.080000,117.620000,100.980000,253.220000,260.890000,0.000000,2.060000,48.20,7.01,86.960000,2.020000,0.000000,0.000000,1.550000,2.020000,53.81,35,7,8,53.81,17.66,9.489648,0,15,27.19,11.17,16.06,4,17,0,27.18,81.54,55.85,11.07,30.38

68,16:45-17:00,30.850000,96.410000,24.840000,271.150000,1.530000,2.080000,117.620000,100.980000,253.220000,260.890000,0.000000,1.280000,48.20,7.01,86.960000,1.250000,0.000000,0.000000,1.550000,1.250000,54.47,21,5,5,54.47,9.75,5.230974,0,9,27.39,7.74,7.45,1,10,0,27.4,82.19,38.72,5.7,30.56

69,17:00-17:15,30.850000,96.410000,22.710000,271.150000,1.610000,2.080000,117.620000,100.980000,253.220000,260.890000,0.000000,0.720000,48.20,7.01,86.960000,0.700000,0.000000,0.000000,1.550000,0.700000,75.98,11,3,3,75.98,1.67,2.372412,0,4,27.7,4.67,5,0,7,0,27.69,83.08,23.33,2.85,25.42

70,17:15-17:30,30.850000,96.410000,22.710000,271.150000,1.610000,2.080000,117.620000,100.980000,253.220000,260.890000,0.000000,0.330000,48.20,7.01,86.960000,0.320000,0.000000,0.000000,1.550000,0.320000,77.29,4,1,1,77.29,0.33,0.58338,0,1,27.76,2.47,1,0,3,0,27.77,83.3,12.35,0.95,25.33

71,17:30-17:45,30.850000,96.410000,22.710000,271.150000,1.610000,2.080000,117.620000,100.980000,253.220000,260.890000,0.000000,0.100000,48.20,7.01,86.960000,0.100000,0.000000,0.000000,1.550000,0.100000,79.22,1,0,1,79.22,0,0,0,0,28.19,0.9,0,0,1,0,28.2,84.6,4.5,0.1,23.34

72,17:45-18:00,30.850000,96.410000,22.710000,271.150000,1.610000,2.080000,117.620000,100.980000,253.220000,260.890000,0.000000,0.030000,48.20,7.01,86.960000,0.030000,0.000000,0.000000,1.550000,0.030000,81.11,0,0,0,81.11,0,0,0,0,28.49,0.07,0,0,0,0,28.5,85.5,0.35,0,23.34

