Time,Block,NR/2023/11368/F,NR/2023/10197/A,NR/2023/12021/C,NR/2023/11096/F,NR/2023/11341/F,NR/2023/10433/A,NR/2023/12019/C,NR/2023/11102/F,NR/2023/12025/C,NR/2023/11367/F,NR/2023/11221/F,NR/2023/11100/F,NR/2023/10181/A,NR/2023/11097/F,NR/2023/10182/A,NR/2023/11369/F,NR/2023/11099/F,NR/2023/11095/F,NR/2023/11343/F,NR/2023/11166/F,NR/2023/10486/A,NR/2023/11154/F,NR/2023/12018/C,NR/2023/11104/F,NR/2023/12012/D,NR/2023/12014/D,NR/2023/12015/D,Total
86,21:15-21:30,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.410000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.530000,0,0,0,486.54

87,21:30-21:45,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.410000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.530000,0,0,0,486.54

88,21:45-22:00,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.410000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,29.550000,0.530000,0,0,0,486.54

89,22:00-22:15,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.590000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.530000,0,0,0,485.71

90,22:15-22:30,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.590000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.530000,0,0,0,485.71

91,22:30-22:45,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.590000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.530000,0,0,0,485.71

92,22:45-23:00,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.590000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.530000,0,0,0,485.71

93,23:00-23:15,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.860000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.530000,0,0,0,485.98

94,23:15-23:30,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.860000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.530000,0,0,0,485.98

95,23:30-23:45,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.860000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.530000,0,0,0,485.98

96,23:45-24:00,0.410000,49.910000,0.000000,0.620000,115.740000,13.230000,0.000000,0.710000,10.860000,0.340000,17.360000,0.620000,99.830000,0.420000,49.910000,0.720000,0.420000,2.890000,48.220000,14.470000,20.590000,9.640000,28.540000,0.530000,0,0,0,485.98

