Block,Time,SINGRAULI,DADRI_CRF,CHAMERA3,RAMPUR,RIHAND2,SEWA2,SIMHST1,VALLURNTECL,ANTA_RF,AURY_GF,DULHASTI,FSTPP I & II,NAPP,NJPC,NLCEXP,RIHAND1,TANDA2,UNCHAHAR2,URI2,AURY_RF,DADRI_GF,KISHANGANGA,NLCIIST2,NNTPP,RIHAND3,RSTPSU1TO6,ANTA_CRF,ANTA_LF,AURY_CRF,DADRI_RF,BRBCL,DHAULIGNGA,KHSTPP-I,NTPL,RAPPB,SASAN,TelanganaSTPP,UNCHAHAR3,URI,AURY_LF,DADRI_LF,CHAMERA1,KKNP,KUDGI,NLCIIST1,NLCTS2EXP,RAPPC,SALAL,TEHRI,CHAMERA2,JHAJJAR,KGSU3AND4,KKNPPU2,PARBATI2,SINGRAULI_HYDRO,TALST2,TANAKPUR,UNCHAHAR4,ANTA_GF,BSIUL,DADRT2,KGSU1AND2,KHSTPP-II,KOLDAM,KOTESHWR,MAPS,PARBATI3,RAPPD,RSTPSU7,SIMHST2,TALA,TEHRIPSP,UNCHAHAR1
10,02:15-02:30,155.58,0,35.09,7.04,126.8,0,0,0,51.93,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,36.43,0,0,42.15,0,0,0,0,68.56,85.41,33.77,48.9,670.85,0,0,58.05,1.16,0,12.17,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,27.78,62.39,21.83

11,02:30-02:45,155.58,0,35.09,7.04,126.8,0,0,0,51.93,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,36.43,0,0,42.15,0,0,0,0,68.56,85.41,33.77,48.9,670.85,0,0,58.05,1.16,0,12.17,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,27.87,62.39,21.83

12,02:45-03:00,155.58,0,35.09,7.04,126.8,0,0,0,51.93,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,36.43,0,0,42.15,0,0,0,0,68.56,85.41,33.77,48.9,670.85,0,0,58.05,1.16,0,12.17,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,27.87,0,21.83

13,03:00-03:15,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,58.05,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.93,0,21.83

14,03:15-03:30,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,58.05,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.84,0,21.83

15,03:30-03:45,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,58.05,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.84,0,21.83

16,03:45-04:00,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,58.05,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.91,0,21.83

17,04:00-04:15,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,58.05,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.91,0,21.83

18,04:15-04:30,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,58.05,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.91,0,21.83

19,04:30-04:45,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,58.05,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,27.28,0,21.83

20,04:45-05:00,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,58.05,1.16,0,11.91,3.98,0,6.52,590.85,0,148.3,10.65,10.44,0,0,26.14,0,0,27.14,0,21.83

21,05:00-05:15,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,40.23,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.7,0,21.83

22,05:15-05:30,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,40.23,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.7,0,21.83

23,05:30-05:45,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,40.23,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.4,0,21.83

24,05:45-06:00,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,40.23,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,33.77,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.32,0,21.83

25,06:00-06:15,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,40.23,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,52.36,0,0,42.15,0,0,0,0,68.56,81.92,22.52,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.73,0,21.83

26,06:15-06:30,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,40.23,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,52.36,0,0,42.15,0,0,0,0,68.56,81.92,11.25,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.54,0,21.83

27,06:30-06:45,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,52.36,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.28,0,21.83

28,06:45-07:00,155.58,0,35.09,7.04,126.8,0,0,0,52.32,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,52.36,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.28,0,21.83

29,07:00-07:15,155.58,0,35.09,7.04,126.8,0,0,0,51.93,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.46,0,21.83

30,07:15-07:30,155.58,0,35.09,7.04,126.8,0,0,0,51.93,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.7,0,21.83

31,07:30-07:45,155.58,0,35.09,7.04,126.8,0,0,0,51.93,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.85,0,21.83

32,07:45-08:00,155.58,0,35.09,7.04,126.8,0,0,0,51.93,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.93,0,21.83

33,08:00-08:15,155.58,0,35.09,7.04,126.8,6.31,0,0,51.27,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,40.23,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,27.6,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.25,0,21.83

34,08:15-08:30,155.58,0,35.09,7.04,126.8,12.62,0,0,51.27,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,40.23,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,27.6,0,0,42.15,0,0,0,0,68.56,81.92,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.25,0,21.83

35,08:30-08:45,155.58,0,35.09,7.04,126.8,18.93,0,0,51.27,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,40.23,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,80.18,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.58,0,21.83

36,08:45-09:00,155.58,0,35.09,7.04,126.8,18.93,0,0,51.27,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,40.23,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,80.18,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.55,0,21.83

37,09:00-09:15,155.58,0,35.09,7.04,126.8,18.93,0,0,51.27,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,52.36,0,0,42.15,0,0,0,0,68.56,80.18,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,26.55,0,21.83

38,09:15-09:30,155.58,0,35.09,7.04,126.8,18.93,0,0,51.27,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,28.16,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,52.36,0,0,42.15,0,0,0,0,68.56,80.18,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,28.84,0,21.83

39,09:30-09:45,155.58,0,35.09,7.04,126.8,18.93,0,0,51.27,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,80.18,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,28.22,0,21.83

40,09:45-10:00,155.58,0,35.09,7.04,126.8,18.93,0,0,51.27,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,38.64,0,0,42.15,0,0,0,0,68.56,80.18,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,28.22,0,21.83

41,10:00-10:15,155.58,0,35.09,7.04,126.8,18.93,0,0,51.27,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,28.1,0,0,0,0,68.56,78.44,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.4,0,21.83

42,10:15-10:30,155.58,0,35.09,7.04,126.8,18.93,0,0,51.27,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,14.05,0,0,0,0,68.56,78.44,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.4,0,21.83

43,10:30-10:45,155.58,0,35.09,7.04,126.8,18.93,0,0,51.27,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,0,0,0,0,0,68.56,77.85,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.28,0,21.83

44,10:45-11:00,155.58,0,35.09,7.04,126.8,18.93,0,0,51.27,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,0,0,0,0,0,68.56,77.85,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.26,0,21.83

45,11:00-11:15,155.58,0,35.09,7.04,126.8,18.93,0,0,50.62,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,0,0,0,0,0,68.56,51.13,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.58,0,21.83

46,11:15-11:30,155.58,0,35.09,7.04,126.8,18.93,0,0,50.62,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,0,0,0,0,0,68.56,51.13,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,13.04,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.52,0,21.83

47,11:30-11:45,155.58,0,35.09,7.04,126.8,18.93,0,0,50.62,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,0,0,0,0,0,68.56,51.13,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.26,0,21.83

48,11:45-12:00,155.58,0,35.09,7.04,126.8,18.93,0,0,50.62,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,0,0,0,0,0,68.56,51.13,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.14,0,21.83

49,12:00-12:15,155.58,0,35.09,7.04,126.8,18.93,0,0,49.95,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,14.05,0,0,0,0,68.56,51.13,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.14,0,21.83

50,12:15-12:30,155.58,0,35.09,7.04,126.8,18.93,0,0,49.95,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,28.1,0,0,0,0,68.56,51.13,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.73,0,21.83

51,12:30-12:45,155.58,0,35.09,7.04,126.8,18.93,0,0,49.95,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,42.15,0,0,0,0,68.56,51.13,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.73,0,21.83

52,12:45-13:00,155.58,0,35.09,7.04,126.8,18.93,0,0,49.95,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,42.15,0,0,0,0,68.56,51.13,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.73,0,21.83

53,13:00-13:15,155.58,0,35.09,7.04,126.8,18.93,0,0,49.95,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,42.15,0,0,0,0,68.56,80.18,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.73,0,21.83

54,13:15-13:30,155.58,0,35.09,7.04,126.8,18.93,0,0,49.3,0,39.74,20.8,24.62,181.16,0,93.3,7.07,45.62,32.18,82.27,0,8.71,0,0,132.37,0,0,0,0,76.68,24.99,43.85,45.53,0,0,348.98,0,27.99,44.16,0,0,42.15,0,0,0,0,68.56,80.18,0,48.9,670.85,0,0,0,1.16,0,11.91,3.98,0,6.52,690.85,0,148.3,10.65,10.44,0,0,26.14,0,0,25.73,0,21.83

