Block,Time,SH-06,L_NR_2012_04,LT-36,L_NR_2020_02,L_NR_2012_01,L_NR_2023_04,L_NR_2019_11,L_NR_2012_02,LT-35,L_NR_2012_07,LT-05,LT-59,LT-31,SH-07,L_NR_2022_08,L_NR_2019_05,L_NR_2020_06,L_NR_2019_19,L_NR_2018_61,L_NR_2021_17,L_NR_2021_12,L_NR_2021_13,L_NR_2021_14,L_NR_2023_07,L_NR_2019_06,L_NR_2022_09,L_NR_2019_07,L_NR_2020_07,L_NR_2022_10,L_NR_2020_05,L_NR_2021_16,L_NR_2021_15,L_NR_2023_10
27,06:30-06:45,13.160000,272.870000,0.190000,6.250000,101.630000,30.930000,7.490000,131.270000,0.190000,55.840000,56.980000,7.490000,0.190000,31.050000,14.73,15.49,17.98,6.48684,21.66,2,1.42,0.28,0.33,3,0,47.88,14.68,17.99,47.88,53.94,5,1,1.78

28,06:45-07:00,13.160000,272.870000,0.620000,6.250000,101.630000,30.930000,7.490000,131.270000,0.610000,55.840000,56.980000,7.490000,0.610000,31.050000,15.13,25.45,17.9,10.11012,21.29,4,7.06,1.41,1.67,8,15.3,48.52,21.33,17.9,48.52,53.69,9,2,3.92

29,07:00-07:15,31.050000,272.870000,1.280000,6.160000,101.630000,30.930000,7.490000,131.270000,1.250000,55.840000,56.980000,7.490000,1.250000,31.050000,15.33,28.15,18.1,14.32754,21.08,6,15.93,3.19,3.33,16,28.15,49.02,28.15,18.11,49.02,54.31,12,4,6.44

30,07:15-07:30,31.050000,272.870000,2.080000,6.160000,101.630000,30.930000,7.490000,131.270000,2.020000,55.840000,56.980000,7.490000,2.020000,31.050000,15.33,28.65,19,18.6521,20.86,9,27.1,5.42,6.67,25,28.65,52.48,28.65,19,52.48,56.99,17,7,10.32

31,07:30-07:45,31.050000,272.870000,3.080000,6.160000,101.630000,30.930000,7.490000,131.270000,3.010000,55.840000,56.980000,7.490000,3.010000,31.050000,15.33,30.16,19.42,23.40522,19.65,11,42.52,8.5,10,38.5,30.17,52.69,30.17,19.41,52.69,58.25,23,9,16.5

32,07:45:08:00,31.050000,272.870000,4.180000,6.160000,101.630000,30.930000,7.490000,131.270000,4.090000,55.840000,56.980000,7.490000,4.090000,31.050000,16.59,30.66,20.1,27.67134,17.01,14,55.97,11.19,18.03,53,30.67,52.92,30.67,20.12,52.92,60.31,28,12.5,22

33,08:00-08:15,31.050000,272.870000,5.380000,6.060000,101.630000,30.970000,7.330000,107.010000,5.240000,55.840000,56.980000,7.330000,5.240000,31.050000,15.88,31.84,20.7,31.73292,22.14,16,72.34,14.47,25.07,63,31.83,56.78,31.83,20.71,56.78,62.1,32,15.45,27

34,08:15-08:30,31.050000,272.870000,6.580000,6.060000,101.630000,30.970000,7.330000,96.230000,6.420000,55.840000,56.980000,7.330000,6.420000,31.050000,16.28,32.16,21.94,35.6971,21.54,18,91.65,18.33,32.49,77,32.17,57.55,32.17,21.95,57.55,65.82,37,20.99,33

35,08:30-08:45,31.050000,272.870000,7.760000,6.060000,101.630000,30.970000,6.710000,96.230000,7.570000,55.840000,56.980000,7.330000,7.570000,31.050000,16.61,32.16,22.76,39.447,20.94,21,111.92,22.38,39.88,91,32.17,58.45,32.17,22.75,58.45,68.27,41,22.75,39

36,08:45:09:00,31.050000,272.870000,8.920000,6.060000,101.630000,30.970000,6.710000,96.230000,8.700000,55.840000,56.980000,7.330000,8.700000,31.050000,17.18,32.16,23.12,43.01184,24.5,23,130.4,26.08,47.08,102,32.17,59.52,32.17,23.12,59.52,69.36,46,25.75,43

37,09:00:09:15,31.050000,272.870000,10.000000,5.970000,101.630000,29.880000,6.710000,96.230000,9.760000,55.840000,58.210000,7.330000,9.760000,31.050000,18.69,32.34,18.92,40.94696,24.94,26,147.98,29.59,53.86,116,32.33,60.54,32.33,18.93,60.54,56.76,51,29.75,49

38,09:15-09:30,31.050000,272.870000,11.030000,5.970000,101.630000,29.880000,6.710000,96.230000,10.760000,55.840000,58.210000,7.330000,10.760000,31.050000,20.12,32.34,19.28,44.55076,25.27,28,141.88,28.37,60.35,130,32.33,61.97,32.33,19.28,61.97,57.83,57,31.75,55

39,09:30-09:45,31.050000,272.870000,11.950000,6.160000,101.630000,29.880000,6.710000,96.230000,11.650000,55.840000,58.210000,7.330000,11.650000,31.050000,28.1,32.34,19.72,47.97924,25.72,28,154.38,30.87,66.49,133,32.33,67.28,32.33,19.72,67.28,59.16,55,34.75,57

40,09:45-10:00,31.050000,272.870000,11.520000,6.160000,101.630000,29.880000,6.710000,96.230000,11.240000,55.840000,58.210000,7.330000,11.240000,31.050000,28.17,32.34,20.15,51.02786,26.12,29,171.04,34.21,71.9,144,32.33,67.88,32.33,20.15,67.88,60.46,58,35.75,61

41,10:00-10:15,31.050000,272.870000,12.110000,6.160000,101.630000,28.910000,6.480000,109.820000,11.810000,55.840000,58.210000,7.180000,11.810000,31.050000,28.53,32.34,20.82,53.28754,26.54,31,181.88,36.37,76.89,154,32.33,68.09,32.33,20.82,68.09,62.47,62,37.75,66

42,10:15-10:30,31.050000,272.870000,12.690000,6.160000,101.630000,28.910000,6.480000,130.190000,12.390000,55.840000,58.210000,7.180000,12.390000,31.050000,28.9,32.34,31.33,55.8102,27.07,33,190.21,38.04,81.25,161,32.33,67.64,32.33,31.33,67.64,93.99,67,39.55,69

43,10:30-10:45,31.050000,272.870000,13.420000,6.160000,101.630000,28.910000,7.100000,130.190000,13.090000,55.840000,58.210000,7.180000,13.090000,31.050000,29.25,32.34,31.38,81.00758,28.05,36,198.54,39.71,85.16,168,32.33,68.45,32.33,31.37,68.45,94.14,72,39.75,72

44,10:45-11:00,31.050000,272.870000,13.940000,6.160000,101.630000,28.910000,7.100000,105.940000,13.610000,55.840000,58.210000,7.180000,13.610000,31.050000,29.42,32.66,31.69,83.97828,29.08,37,229.38,45.87,87.23,175,32.67,76.06,32.67,31.7,76.06,95.07,74,40.45,75

45,11:00-11:15,25.090000,272.870000,14.300000,6.160000,101.630000,23.870000,7.330000,118.550000,13.940000,55.840000,58.210000,7.020000,13.940000,31.050000,31.78,32.66,32.22,85.01072,24.1,40,229.38,45.87,89.11,179,32.67,76.04,32.67,32.23,76.04,96.67,81,38.25,76

46,11:15-11:30,25.090000,272.870000,14.570000,6.160000,101.630000,23.870000,7.330000,120.490000,14.220000,55.840000,58.210000,7.020000,14.220000,31.050000,32.19,32.66,32.8,84.57242,24.27,40,229.38,45.87,90.8,182,32.67,76.17,32.67,32.8,76.17,98.39,81,39.25,78

47,11:30-11:45,25.090000,272.870000,14.640000,6.160000,101.630000,23.870000,7.330000,0.000000,14.290000,55.840000,58.210000,7.020000,14.290000,31.050000,32.89,32.66,33.18,84.67956,24.54,40,229.38,45.87,92.33,186,32.67,76.28,32.67,33.19,76.28,99.55,81,39,79

48,11:45-12:00,25.090000,272.870000,14.760000,6.160000,101.630000,23.870000,7.330000,0.000000,14.410000,55.840000,58.210000,7.020000,14.410000,31.050000,33.26,32.66,33.64,85.9068,24.74,40,229.38,45.87,92.32,186,32.67,76.32,32.67,33.66,76.32,100.93,81,39.5,80

49,12:00-12:15,25.090000,272.870000,14.790000,6.250000,101.630000,23.870000,7.560000,0.000000,14.430000,55.840000,58.210000,7.020000,14.430000,31.050000,33.95,32.66,33.96,100.82848,25.35,40,229.38,45.87,92.33,186,32.67,76.16,32.67,33.95,76.16,101.88,81,41,80

50,12:15-12:30,25.090000,272.870000,14.780000,6.250000,101.630000,23.870000,7.560000,0.000000,14.430000,55.840000,58.210000,7.020000,14.430000,31.050000,34.16,32.66,33.97,100.59472,26.27,40,229.38,45.87,86.74,186,32.67,76.09,32.67,33.97,76.09,101.92,81,45,80

51,12:30-12:45,25.090000,272.870000,14.780000,6.250000,101.630000,23.870000,7.560000,0.000000,14.430000,55.840000,58.210000,7.020000,14.430000,31.050000,34.53,32.66,33.97,99.32852,30.55,40,229.38,45.87,86.62,186,32.67,76.08,32.67,33.97,76.08,101.92,81,45,80

52,12:45-13:00,25.090000,272.870000,14.760000,6.250000,101.630000,23.870000,7.560000,0.000000,14.400000,55.840000,58.210000,7.020000,14.400000,31.050000,35.22,32.66,33.97,98.23764,31.27,40,229.38,45.87,86.27,186,32.67,76.19,32.67,33.97,76.19,101.92,81,45,80

53,13:00-13:15,25.090000,272.870000,14.770000,6.250000,101.630000,23.870000,7.950000,0.000000,14.410000,74.390000,58.210000,7.260000,14.410000,31.050000,35.46,32.66,33.98,95.58836,32.13,41,229.38,45.87,85.72,186,32.67,76.32,32.67,33.99,76.32,101.95,81,45,80

54,13:15-13:30,25.090000,272.870000,15.950000,6.250000,101.630000,23.870000,7.950000,0.000000,15.560000,74.390000,58.210000,7.260000,15.560000,31.050000,36.29,32.66,33.98,90.7768,32.93,41,229.38,45.87,84.66,186,32.67,76.22,32.67,33.99,76.22,101.95,82,45,80

55,13:30-13:45,25.090000,272.870000,15.910000,6.250000,101.630000,23.870000,7.950000,0.000000,15.520000,74.390000,58.210000,7.260000,15.520000,31.050000,36.68,32.66,33.98,73.16688,42.15,42,229.38,45.87,83.27,186,32.67,76.25,32.67,33.99,76.25,101.95,83,45,80

56,13:45-14:00,25.090000,272.870000,15.470000,6.250000,101.630000,23.870000,7.950000,0.000000,15.100000,74.390000,58.210000,7.260000,15.100000,31.050000,37.07,32.66,33.98,75.37786,42.29,42,229.38,45.87,81.37,186,32.67,76.16,32.67,33.99,76.16,101.95,85,44,80

57,14:00-14:15,25.090000,272.870000,15.120000,6.440000,101.630000,25.810000,8.330000,0.000000,14.750000,74.390000,58.210000,7.800000,14.750000,31.050000,35.83,32.66,33.98,72.52404,42.48,42,229.38,45.87,78.98,182,32.67,75.33,32.67,33.99,75.33,101.95,83,43,78

58,14:15-14:30,23.790000,272.870000,14.740000,6.440000,101.630000,25.810000,8.330000,0.000000,14.370000,74.390000,58.210000,7.800000,14.370000,31.050000,36.04,32.66,33.98,69.4949,42.95,39,229.38,45.87,76.21,175,32.67,75.22,32.67,33.99,75.22,101.95,79,42,75

59,14:30-14:45,9.280000,272.870000,14.150000,6.440000,101.630000,25.810000,8.330000,0.000000,13.810000,74.390000,58.210000,6.250000,13.810000,31.050000,35.78,32.66,33.97,66.30018,42.99,37,229.38,45.87,73.27,168,32.67,75.08,32.67,33.97,75.08,101.92,74,41,72

60,14:45-15:00,9.280000,272.870000,13.570000,6.440000,101.630000,25.810000,8.330000,0.000000,13.240000,74.390000,58.210000,7.410000,13.240000,31.050000,35.54,32.66,34.01,59.5114,42.99,35,229.38,45.87,69.84,161,32.67,75.31,32.67,34.01,75.31,102.03,71,39,69

61,15:00-15:15,9.280000,272.870000,13.050000,6.670000,101.630000,25.810000,8.880000,131.270000,12.730000,74.390000,58.210000,7.960000,12.730000,31.050000,34.74,32.66,34.05,44.98906,36.17,34,220.88,44.17,65.9,151,32.67,75.1,32.67,34.04,75.1,102.14,69,37.2,64

62,15:15-15:30,9.280000,272.870000,11.160000,6.670000,101.630000,25.810000,8.880000,131.270000,10.890000,74.390000,58.210000,7.960000,10.890000,31.050000,29.41,32.66,30.69,40.84956,36.15,33,208.62,41.72,61.75,140,32.67,71.06,32.67,30.7,71.06,92.07,67,35.88,60

63,15:30-15:45,9.280000,272.870000,10.550000,6.160000,101.630000,25.810000,8.880000,131.270000,10.290000,74.390000,58.210000,8.430000,10.290000,31.050000,29.1,32.66,30.89,38.50222,36.77,33,194.25,38.85,57.08,130,32.67,71.01,32.67,30.89,71.01,92.68,65,34.3,55

64,15:45-16:00,9.280000,272.870000,9.630000,6.160000,101.630000,25.810000,8.880000,131.270000,9.390000,74.390000,58.210000,8.430000,9.390000,31.050000,24.66,32.66,31.09,37.67432,37.42,30,178.62,35.72,52.27,119,32.67,71.07,32.67,31.1,71.07,93.28,60,32.28,51

65,16:00-16:15,31.050000,272.870000,8.750000,6.440000,101.630000,25.810000,9.260000,131.270000,8.540000,74.390000,58.210000,8.740000,8.540000,31.050000,24.82,32.66,30.85,32.90172,38.98,27,162.29,32.46,47.14,109,32.67,71.09,32.67,30.83,71.09,92.54,55,27.79,46

66,16:15-16:30,31.050000,272.870000,7.450000,6.440000,101.630000,25.810000,9.260000,131.270000,7.270000,74.390000,58.210000,8.740000,7.270000,31.050000,26.15,32.66,30.7,27.83692,39.94,24,144.95,28.99,41.8,95,32.67,71.02,32.67,30.69,71.02,92.1,49,24.95,40

67,16:30-16:45,31.050000,272.870000,6.430000,6.440000,101.630000,25.810000,10.030000,131.270000,6.260000,74.390000,58.210000,10.150000,6.260000,31.050000,26.88,32.66,30.41,28.5382,40.82,21,127.13,25.43,36.12,81,32.67,71.15,32.67,30.4,71.15,91.21,43,21.75,34

68,16:45-17:00,31.050000,272.870000,6.330000,6.440000,101.630000,25.810000,10.030000,131.270000,6.180000,74.390000,58.210000,10.150000,6.180000,31.050000,27.39,33,30.09,21.5254,42.02,20,107.85,21.57,30.04,70,33,71.12,30.42,30.09,71.12,90.27,41,18.36,30

69,17:00-17:15,31.050000,272.870000,5.180000,6.910000,101.630000,25.810000,10.030000,131.270000,5.040000,74.390000,58.210000,10.150000,5.040000,31.050000,27.02,30.48,28.5,14.68792,42.02,19,88.74,17.75,23.97,60,22.31,61.34,17.58,28.49,61.34,85.49,38,14.97,25

70,17:15-17:30,31.050000,272.870000,3.970000,6.910000,101.630000,25.810000,10.030000,131.270000,3.880000,74.390000,58.210000,10.150000,3.880000,31.050000,26.65,20.15,28.09,10.2757,42.02,18,68.08,13.62,18.67,49,10.4,60.01,6.21,28.09,60.01,84.26,35,15.41,21

71,17:30-17:45,30.250000,272.870000,2.970000,6.910000,101.630000,25.810000,10.030000,131.270000,2.900000,74.390000,58.210000,10.150000,2.900000,30.250000,26.42,14.3,27.6,6.49658,42.02,16,48.38,9.67,13.31,39,0.36,58.33,1.03,27.6,58.33,82.8,32,11.2,16

72,17:45-18:00,30.250000,272.870000,2.020000,6.910000,101.630000,25.810000,10.030000,131.270000,1.980000,74.390000,58.210000,10.150000,1.980000,30.250000,20.34,5.88,27.02,3.28238,42.02,14,32.84,6.57,8.1,28,0,56.74,0.05,27.02,56.74,81.07,29,7.34,12

73,18:00-18:15,29.590000,272.870000,1.220000,7.280000,101.630000,25.810000,10.030000,131.270000,1.190000,74.390000,58.210000,10.150000,1.190000,29.590000,19.67,0,24.17,1.93826,43.02,12,20.69,4.14,5.27,18,0,55.34,0,24.17,55.34,72.51,25,6.14,7

74,18:15-18:30,29.590000,272.870000,0.610000,7.280000,101.630000,28.720000,10.030000,131.270000,0.590000,74.390000,58.210000,10.150000,0.590000,29.590000,19.01,0,23.34,0.3896,43.02,9,11.21,2.24,2.71,11,0,54.75,0,23.33,54.75,70.01,18,3.72,4

75,18:30-18:45,29.590000,272.870000,0.150000,7.280000,101.630000,28.720000,10.030000,131.270000,0.150000,74.390000,58.210000,10.150000,0.150000,29.590000,17.67,0,22.5,0,43.02,7,4.68,0.94,0.97,4,0,54.01,0,22.51,54.01,67.51,13,2.18,1

76,18:45-19:00,29.590000,272.870000,0.000000,7.280000,101.630000,28.720000,10.030000,131.270000,0.000000,74.390000,58.210000,10.150000,0.000000,29.590000,16.42,0,21.67,0,43.02,6,0.49,0.1,0,1,0,53.44,0,21.68,53.44,65.01,11,0.96,0

77,19:00-19:15,29.590000,272.870000,0.000000,7.650000,101.630000,28.720000,10.420000,131.270000,0.000000,74.390000,58.210000,10.150000,0.000000,29.590000,16.01,0,21.34,0,43.02,4,0,0,0,0,0,52.75,0,21.33,52.75,64.01,9,0,0

78,19:15-19:30,29.590000,272.870000,0.000000,7.650000,101.630000,28.720000,10.420000,131.270000,0.000000,74.390000,58.210000,10.150000,0.000000,29.590000,15.84,0,20.84,0,43.02,1,0,0,0,0,0,51.67,0,20.83,51.67,62.51,3,0,0

79,19:30-19:45,29.590000,272.870000,0.000000,7.650000,101.630000,28.720000,10.420000,131.270000,0.000000,74.390000,58.210000,9.840000,0.000000,29.590000,15.34,0,20.5,0,43.02,0,0,0,0,0,0,50.01,0,20.51,50.01,61.51,1,0,0

80,19:45-20:00,29.590000,272.870000,0.000000,7.650000,101.630000,28.720000,10.420000,131.270000,0.000000,74.390000,58.210000,9.840000,0.000000,29.590000,15.58,0,20.37,0,42.02,0,0,0,0,0,0,42.34,0,20.37,42.34,61.11,0,0,0

81,20:00-20:15,29.590000,272.870000,0.000000,7.840000,101.630000,27.750000,10.420000,131.270000,0.000000,74.390000,58.210000,9.840000,0.000000,29.590000,15.5,0,16.34,0,42.02,0,0,0,0,0,0,41.01,0,16.33,41.01,49.01,0,0,0

82,20:15-20:30,29.590000,272.870000,0.000000,7.840000,101.630000,27.750000,10.420000,131.270000,0.000000,74.390000,58.210000,9.840000,0.000000,29.590000,15.42,0,16,0,42.02,0,0,0,0,0,0,40.01,0,16.01,40.01,48.01,0,0,0

83,20:30-20:45,29.590000,272.870000,0.000000,7.840000,101.630000,27.750000,10.420000,131.270000,0.000000,74.390000,58.210000,9.670000,0.000000,29.590000,15.31,0,15.67,0,42.02,0,0,0,0,0,0,39.01,0,15.67,39.01,47.01,0,0,0

84,20:45-21:00,29.590000,272.870000,0.000000,7.840000,101.630000,27.750000,10.420000,131.270000,0.000000,74.390000,58.210000,9.670000,0.000000,29.590000,11.01,0,15.34,0,41.42,0,0,0,0,0,0,38.67,0,15.33,38.67,46.01,0,0,0

85,21:00-21:15,29.590000,272.870000,0.000000,7.740000,101.630000,26.780000,10.030000,131.270000,0.000000,74.390000,58.210000,9.670000,0.000000,29.590000,10.67,0,14.99,0,40.71,0,0,0,0,0,0,38.34,0,14.99,38.34,44.97,0,0,0

86,21:15-21:30,30.080000,272.870000,0.000000,7.740000,101.630000,26.780000,10.030000,131.270000,0.000000,74.390000,58.210000,9.670000,0.000000,30.080000,11.34,0,12.67,0,38.94,0,0,0,0,0,0,31.67,0,12.68,31.67,38.02,0,0,0

87,21:30-21:45,30.080000,272.870000,0.000000,7.740000,101.630000,25.810000,10.030000,131.270000,0.000000,74.390000,58.210000,9.360000,0.000000,30.080000,11.67,0,12.66,0,38.28,0,0,0,0,0,0,32.01,0,12.66,32.01,37.98,0,0,0

88,21:45-22:00,30.080000,272.870000,0.000000,7.740000,101.630000,25.810000,10.030000,131.270000,0.000000,74.390000,58.210000,9.360000,0.000000,30.080000,12.01,0,12.69,0,38.2,0,0,0,0,0,0,33.01,0,12.68,33.01,38.06,0,0,0

89,22:00-22:15,30.080000,272.870000,0.000000,7.650000,101.630000,30.850000,9.640000,131.270000,0.000000,74.390000,58.210000,9.360000,0.000000,30.080000,12.34,0,12.68,0,36.75,0,0,0,0,0,0,33.34,0,12.68,33.34,38.04,0,0,0

90,22:15-22:30,30.080000,272.870000,0.000000,7.650000,101.630000,30.850000,9.640000,131.270000,0.000000,74.390000,58.210000,9.360000,0.000000,30.080000,12.75,0,12.67,0,30.68,0,0,0,0,0,0,34.01,0,12.68,34.01,38.02,0,0,0

91,22:30-22:45,30.080000,272.870000,0.000000,7.650000,101.630000,30.850000,9.110000,131.270000,0.000000,74.390000,56.590000,9.360000,0.000000,30.080000,13.42,0,12.71,0,30.76,0,0,0,0,0,0,42.01,0,12.71,42.01,38.13,0,0,0

92,22:45-23:00,30.080000,272.870000,0.000000,7.650000,101.630000,30.850000,9.110000,131.270000,0.000000,74.390000,56.590000,9.360000,0.000000,30.080000,14.01,0,18.01,0,30.92,0,0,0,0,0,0,42.67,0,18,42.67,54.03,0,0,0

93,23:00-23:15,30.080000,272.870000,0.000000,7.180000,101.630000,30.890000,8.880000,131.270000,0.000000,74.390000,56.590000,9.210000,0.000000,30.080000,14.67,0,18.31,0,31.15,0,0,0,0,0,0,43.34,0,18.31,43.34,54.93,0,0,0

94,23:15-23:30,30.080000,272.870000,0.000000,7.180000,101.630000,30.890000,8.880000,131.270000,0.000000,74.390000,56.590000,9.210000,0.000000,30.080000,15.01,0,18.67,0,39.24,0,0,0,0,0,0,43.67,0,18.67,43.67,56.01,0,0,0

