Block,Time,BRBCL,DULHASTI,FSTPP I & II,KGSU3AND4,KOTESHWR,NJPC,RAPPC,RIHAND2,RSTPSU7,SASAN,TALA,TANAKPUR,TelanganaSTPP,UNCHAHAR3,UNCHAHAR4,DADRI_CRF,NLCEXP,RAPPB,RIHAND3,SINGRAULI,DHAULIGNGA,JHAJJAR,KISHANGANGA,NLCTS2EXP,NNTPP,RIHAND1,SIMHST1,SINGRAULI_HYDRO,TEHRI,URI2,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,DADRI_GF,DADRI_RF,CHAMERA1,KKNPPU2,KUDGI,SALAL,TALST2,DADRT2,KHSTPP-II,KKNP,KOLDAM,MAPS,NAPP,RSTPSU1TO6,TANDA2,UNCHAHAR1,UNCHAHAR2,VALLURNTECL,DADRI_LF,CHAMERA3,KGSU1AND2,NLCIIST1,NLCIIST2,PARBATI3,URI,ANTA_CRF,ANTA_RF,BSIUL,CHAMERA2,KHSTPP-I,NTPL,RAMPUR,SEWA2,SIMHST2,ANTA_GF,ANTA_LF
21,05:00-05:15,20,16.48,15.99,0,6.41,0,53.05,118.76,0,418.77,0,6.27,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.73,20.79,29.6,0,0,0,68.96,0,59.73,0,0,0,26.73,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,0,0,0,0,0,34.23,0,43.57,6.52,0,45.83,0,0,10.53,0,0,0

22,05:15-05:30,20,16.48,15.99,0,6.41,23.39,53.05,118.76,0,418.77,0,6.27,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.73,20.79,29.6,0,0,0,68.96,0,59.73,0,0,0,26.73,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,0,0,0,0,0,34.23,0,43.57,6.52,0,45.83,0,0,15.81,0,0,0

23,05:30-05:45,20,16.48,15.99,0,6.41,23.39,53.05,118.76,0,418.77,0,6.27,0,26.4,0,0,0,0,124.33,104.15,18.27,559.57,0,0,0,92,0,0.73,20.79,29.6,0,0,0,68.96,0,59.73,0,0,0,26.73,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,0,0,0,0,0,34.23,0,43.57,6.52,3.34,45.83,0,0,15.81,0,0,0

24,05:45-06:00,20,16.48,15.99,0,6.41,46.78,53.05,118.76,0,418.77,0,6.27,0,26.4,0,0,0,0,124.33,104.15,18.27,559.57,0,0,0,92,0,0.73,31.56,29.6,0,0,0,68.96,0,59.73,0,0,0,26.73,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,0,0,0,0,0,34.23,0,43.57,6.52,13.17,45.83,0,0,15.81,0,0,0

25,06:00-06:15,20,16.48,15.99,0,6.41,60.61,53.05,118.76,0,418.77,0,6.27,0,26.4,0,0,0,0,124.33,104.15,18.27,559.57,0,0,0,92,0,0.73,42.71,29.6,0,0,0,68.96,0,59.73,12.25,0,0,26.73,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,9.68,0,0,0,3.82,39.75,0,43.57,6.52,13.17,45.83,0,0,15.81,0,0,0

26,06:15-06:30,20,32.96,15.99,0,17.75,65.54,53.05,118.76,0,418.77,0,6.27,0,26.4,0,0,0,0,124.33,104.15,18.27,559.57,0,0,0,92,0,0.73,42.71,29.6,0,0,0,68.96,0,59.73,28.05,0,0,26.73,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,19.35,0,0,0,16.54,39.75,0,43.57,13.04,26.34,45.83,0,0,15.81,0,0,0

27,06:30-06:45,20,49.43,15.99,0,39.05,116.57,53.05,118.76,0,418.77,0,6.27,0,26.4,0,0,0,0,124.33,104.15,18.27,559.57,0,0,0,92,0,0.73,42.71,29.6,0,0,0,68.96,0,59.73,42.15,0,0,26.73,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,29.06,0,0,0,33.1,39.75,0,43.57,19.56,39.51,45.83,0,0,15.81,0,0,0

28,06:45-07:00,20,49.43,15.99,0,39.05,140.35,53.05,118.76,0,418.77,0,6.27,0,26.4,0,0,0,0,124.33,104.15,27.41,559.57,0,0,0,92,0,0.73,42.71,29.6,0,0,0,68.96,0,59.73,42.15,0,0,26.73,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,29.06,0,0,0,33.1,39.75,0,43.57,19.56,39.51,45.83,0,0,15.81,0,0,0

29,07:00-07:15,20,49.43,15.99,0,39.05,140.35,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,27.41,559.57,0,0,0,92,0,0.73,42.71,29.6,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,29.06,0,0,0,33.1,34.23,0,43.37,19.56,39.51,45.83,0,0,15.81,0,0,0

30,07:15-07:30,20,49.43,15.99,0,39.05,140.35,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,27.41,559.57,0,0,0,92,0,0.73,42.71,29.6,0,0,0,68.96,0,59.73,42.15,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,29.06,0,0,0,33.1,34.23,0,43.37,19.56,39.51,45.83,0,0,15.81,0,0,0

31,07:30-07:45,20,49.43,15.99,0,39.05,140.35,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,27.41,559.57,0,0,0,92,0,0.73,42.71,29.6,0,0,0,68.96,0,59.73,42.15,0,0,15.11,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,29.06,0,0,0,16.54,34.23,0,43.37,19.56,39.51,45.83,0,0,15.81,0,0,0

32,07:45-08:00,20,32.96,15.99,0,17.75,116.95,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,18.27,559.57,0,0,0,92,0,0.73,42.71,29.6,0,0,0,68.96,0,59.73,24.49,0,0,70.88,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,19.35,0,0,0,3.57,34.23,0,43.37,6.52,26.34,45.83,0,0,15.81,0,0,0

33,08:00-08:15,20,16.48,15.99,0,8.87,116.95,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,18.27,559.57,0,0,0,92,0,0.73,42.71,29.6,0,0,0,68.96,0,59.73,24.49,0,0,70.88,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,9.68,0,0,0,0,34.23,0,43.37,6.52,26.34,45.83,0,0,15.81,0,0,0

34,08:15-08:30,20,16.48,15.99,0,8.87,93.56,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.73,31.56,29.6,0,0,0,68.96,0,59.73,11.85,0,0,70.88,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,9.68,0,0,0,0,39.75,0,43.37,6.52,26.34,45.83,0,0,15.81,0,0,0

35,08:30-08:45,20,16.48,15.99,0,8.87,70.17,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.73,31.56,29.6,0,0,0,68.96,0,59.73,0,0,0,15.11,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,9.68,0,0,0,0,39.75,0,43.37,13.04,13.17,45.83,0,0,15.81,0,0,0

36,08:45-09:00,20,16.48,15.99,0,8.87,46.78,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.73,20.91,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,9.68,0,0,0,0,39.75,0,43.37,13.04,13.17,45.83,0,0,10.53,0,0,0

37,09:00-09:15,20,16.48,15.99,0,8.87,23.01,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,9.14,559.57,0,0,0,92,0,0.73,20.91,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,9.68,0,0,0,0,39.75,0,43.37,13.04,13.17,45.83,0,0,10.53,0,0,0

38,09:15-09:30,20,16.48,15.99,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,10.27,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,18.27,42.39,0,0,9.68,0,0,0,0,34.23,0,43.37,13.04,13.17,45.83,0,0,10.53,0,0,0

39,09:30-09:45,20,16.48,15.99,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,10.27,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,9.68,0,0,0,0,34.23,0,43.26,13.04,13.17,45.83,0,0,5.27,0,0,0

40,09:45-10:00,20,16.48,15.99,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,9.68,0,0,0,0,34.23,0,43.26,13.04,13.17,45.83,0,0,5.27,0,0,0

41,10:00-10:15,20,16.48,18.07,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,9.68,0,0,0,0,34.23,0,42.84,13.04,13.17,45.83,0,0,5.27,0,0,0

42,10:15-10:30,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,9.68,0,0,0,0,34.23,0,42.84,13.04,13.17,45.83,0,0,5.27,0,0,0

43,10:30-10:45,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,9.68,0,0,0,0,34.78,0,42.84,13.04,13.17,45.83,0,0,0,0,0,0

44,10:45-11:00,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,42.84,13.04,13.17,45.83,0,0,0,0,0,0

45,11:00-11:15,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,42.52,13.04,13.17,45.83,0,0,0,0,0,0

46,11:15-11:30,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,42.52,13.04,13.17,45.83,0,0,0,0,0,0

47,11:30-11:45,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,42.52,13.04,13.17,45.83,0,0,0,0,0,0

48,11:45-12:00,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,42.21,13.04,13.17,45.83,0,0,0,0,0,0

49,12:00-12:15,20,0,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0.25,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,31.9,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,42.21,13.04,0,45.83,0,0,0,0,0,0

50,12:15-12:30,20,0,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0.25,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,31.9,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,41.37,13.04,0,45.83,0,0,0,0,0,0

51,12:30-12:45,20,0,18.2,0,8.87,0,53.05,118.76,0,418.77,0,6.27,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,31.9,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.23,0,41.37,13.04,0,45.83,0,0,0,0,0,0

52,12:45-13:00,20,0,18.2,0,8.87,0,53.05,118.76,0,418.77,0,6.27,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,31.9,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.23,0,41.37,13.04,0,45.83,0,0,0,0,0,0

53,13:00-13:15,20,0,18.2,0,8.87,0,53.05,118.76,0,418.77,0,6.27,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.23,0,41.37,6.52,0,45.83,0,0,0,0,0,0

54,13:15-13:30,20,0,18.2,0,8.87,0,53.05,118.76,0,418.77,0,6.27,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.23,0,41.37,6.52,0,45.83,0,0,0,0,0,0

55,13:30-13:45,20,0,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,41.37,6.52,0,45.83,0,0,0,0,0,0

56,13:45-14:00,20,0,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,41.37,6.52,0,45.83,0,0,0,0,0,0

57,14:00-14:15,20,0,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,41.37,6.52,0,45.83,0,0,0,0,0,0

58,14:15-14:30,20,0,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,41.37,6.52,0,45.83,0,0,0,0,0,0

59,14:30-14:45,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,91.8,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,41.37,6.52,0,45.83,0,0,0,0,0,0

60,14:45-15:00,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,91.8,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,40.95,6.52,0,45.83,0,0,0,0,0,0

61,15:00-15:15,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,40.95,6.52,0,45.83,0,0,0,0,0,0

62,15:15-15:30,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,40.95,6.52,0,45.83,0,0,0,0,0,0

63,15:30-15:45,20,16.48,18.2,0,8.87,0,53.05,118.76,0,418.77,0,0,0,26.4,0,0,0,0,124.33,104.15,0,559.57,0,0,0,92,0,0.73,0,29.6,0,0,0,68.96,0,59.73,0,0,0,13.36,0,683.14,148.3,0,0,0,43.36,0,0,20.85,42.39,0,0,0,0,0,0,0,34.78,0,40.95,6.52,0,45.83,0,0,0,0,0,0

