Block,Time Block,BRBCL,DADRT2,FSTPP I & II,DULHASTI,CHAMERA3,DHAULIGNGA,CHAMERA2,JHAJJAR,KOLDAM,KISHANGANGA,KHSTPP-I,KUDGI,KOTESHWR,KGSU1AND2,KKNP,KGSU3AND4,KHSTPP-II,KKNPPU2,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,URI,ANTA_GF,AURY_CRF,AURY_RF,ANTA_CRF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,DADRI_RF,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR1,TALST2,TelanganaSTPP,SINGRAULI_HYDRO,TANAKPUR,TALA,TEHRI,UNCHAHAR2,TANDA2,CHAMERA1,BSIUL,MAPS,RAPPB,PARBATI2,NLCEXP,RAPPC,NLCIIST1,RAMPUR,NJPC,NLCIIST2,NLCTS2EXP,RAPPD,NNTPP,NAPP,NTPL,PARBATI3,RIHAND1,RIHAND2,SIMHST2,SASAN,SEWA2,RSTPSU1TO6,SINGRAULI,SIMHST1,RIHAND3,RSTPSU7,SALAL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
13,03:00-03:15,15.21,441.94,17.4,57.3,22.47,10.54,47,480.22,5.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,36.69,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,0.94,0.49,7.08,9.81,42.38,5.32,40.59,12.56,0,0,21.71,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,0,0,107.96,0,65.96,0,81.12,0,0,0,0,0

14,03:15-03:30,14.55,441.94,17.4,57.3,22.47,10.54,47,480.22,5.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,36.69,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,0.94,0.49,7.08,9.81,42.38,5.32,27.06,12.56,0,0,21.71,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,0,0,107.96,0,65.96,0,81.12,0,0,0,0,0

15,03:30-03:45,13.31,388.9,17.4,57.3,22.47,10.54,47,480.02,5.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,36.69,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,0.94,0.49,7.08,9.81,42.38,5.32,27.06,12.56,0,0,21.71,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,0,0,107.96,0,65.96,0,64.35,0,0,0,0,0

16,03:45-04:00,12.92,321.49,17.4,57.3,22.47,10.54,47,480.02,5.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,36.69,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,0.94,0.49,7.08,9.81,42.38,5.32,27.06,12.56,0,0,21.71,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,0,0,107.96,0,65.96,0,64.35,0,0,0,0,0

17,04:00-04:15,14.22,303.69,17.4,57.3,22.47,10.54,47,480.02,5.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,36.69,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,0.94,0.49,11.76,9.81,42.38,5.32,27.06,12.56,0,0,21.71,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,64.35,0,0,0,0,0

18,04:15-04:30,15.9,226.44,17.4,57.3,22.47,10.54,47,480.02,5.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,36.69,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,0.94,0.49,11.76,9.81,42.38,5.32,13.53,12.56,0,0,21.71,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,64.35,0,0,0,0,0

19,04:30-04:45,19.26,168.45,17.4,57.3,22.47,10.54,47,480.02,4.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,27.85,26.66,48.91,0,0,0,0,0,0,0,0,0,0,0,0,21.13,0,0,0.94,0.49,11.76,9.81,42.38,5.32,13.53,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,64.35,0,0,0,0,0

20,04:45-05:00,19.26,129.72,14.09,57.3,22.47,10.54,47,471.69,4.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,27.85,21.52,48.91,0,0,0,0,0,0,0,0,0,0,0,0,17.05,0,0,0.94,0.49,11.76,9.81,33.82,5.32,13.53,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,22.17,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,64.35,0,0,0,0,0

21,05:00-05:15,19.26,212.21,14.09,57.3,22.47,10.54,47,471.69,4.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,36.69,21.52,48.91,0,0,0,0,0,0,0,0,0,0,0,0,17.05,0,0,0.94,0.49,11.76,9.81,33.82,5.32,13.53,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,64.35,0,0,0,0,0

22,05:15-05:30,19.26,161.8,14.09,57.3,22.47,10.54,47,471.69,4.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,36.69,21.52,48.91,0,0,0,0,0,0,0,0,0,0,0,0,17.05,0,0,0.94,0.49,11.76,9.81,33.82,5.32,13.53,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,64.35,0,0,0,0,0

23,05:30-05:45,19.26,161.8,14.09,57.3,22.47,10.54,47,369.89,4.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,36.69,21.52,48.91,0,0,0,0,0,0,0,0,0,0,0,0,17.05,0,0,0.94,0.49,5.09,9.81,33.82,5.32,13.53,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,64.35,0,0,0,0,0

24,05:45-06:00,19.26,161.8,14.09,57.3,22.47,10.54,47,369.89,4.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,36.69,18.02,48.91,0,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0.94,0.49,5.09,9.81,28.24,5.32,13.53,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,64.35,0,0,0,0,0

25,06:00-06:15,19.26,161.8,14.09,57.3,22.47,10.54,47,437.3,4.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,36.69,21.52,51.03,0,0,0,0,0,0,0,0,0,0,0,0,17.05,0,0,0.94,0.49,5.09,9.81,33.82,5.32,13.53,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,6.07,0,107.96,0,125.95,0,64.35,0,0,0,0,0

26,06:15-06:30,19.26,161.8,14.09,57.3,22.47,21.07,47,396.37,4.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.64,0,36.69,18.02,51.03,0,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0.94,0.49,5.09,9.81,28.24,5.32,0,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,12.14,0,107.96,0,125.95,0,64.35,0,0,0,0,0

27,06:30-06:45,19.26,95.34,14.09,57.3,22.47,21.07,47,489.6,4.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.47,0,36.69,16.28,51.03,0,0,0,0,0,0,0,0,0,0,0,0,13.58,0,0,0.94,0.49,5.09,9.81,24.44,5.04,0,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,12.14,0,107.96,0,125.95,0,64.35,0,0,0,0,0

28,06:45-07:00,19.26,94.95,14.09,57.3,22.47,21.07,47,381.36,4.6,8.31,43.85,0,10.04,0,0,0,142.81,0,1.07,0,36.69,19.66,51.03,0,0,0,0,0,0,0,0,0,0,0,0,16.33,0,0,0.94,0.49,5.09,9.81,27.88,4.3,0,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,18.2,0,107.96,0,125.95,0,64.35,0,0,0,0,0

29,07:00-07:15,19.26,246.1,14.09,57.3,22.47,21.07,47,359.18,4.6,8.31,35.18,0,10.04,0,0,0,114.76,0,0.95,0,36.69,19.66,51.03,0,0,0,0,0,0,0,0,0,0,0,0,16.33,0,0,0.94,0.49,5.09,9.81,28.63,3.83,0,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,64.97,96.39,0,398.68,18.2,0,102.07,0,92.84,0,64.35,0,0,0,0,0

30,07:15-07:30,19.26,106.47,14.09,57.3,22.47,21.07,47,359.18,4.6,8.31,35.18,0,10.04,0,0,0,114.76,0,0.96,0,36.69,17,51.03,0,0,0,0,0,0,0,0,0,0,0,0,12.84,0,0,0.94,0.49,5.09,9.81,26.6,3.83,0,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,86.78,115.43,0,398.68,18.2,0,107.77,0,116.99,0,64.35,0,0,0,0,0

31,07:30-07:45,19.26,94.98,14.09,57.3,22.47,21.07,47,359.18,2.05,8.31,35.18,0,10.04,0,0,0,114.76,0,0.96,0,36.69,17,51.03,0,0,0,0,0,0,0,0,0,0,0,0,12.84,0,0,0.94,6.04,5.09,9.81,26.6,3.83,0,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,18.2,0,107.96,0,125.95,0,64.35,0,0,0,0,0

32,07:45-08:00,19.26,94.98,11.41,57.3,22.47,21.07,47,359.18,0,8.31,29.12,0,10.04,0,0,0,95.04,0,0.96,0,36.69,16.32,51.03,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0,0,0.94,6.04,5.09,9.81,23.83,3.83,0,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,18.2,0,107.96,0,125.95,0,64.35,0,0,0,0,0

33,08:00-08:15,19.26,94.98,9.91,57.3,22.47,21.07,47,359.18,0,8.31,24.6,0,10.04,0,0,0,85.83,0,0.96,0,36.69,16.32,51.03,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.94,6.04,5.09,9.81,23.83,3.83,0,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,18.2,0,107.96,0,125.95,0,64.35,0,0,0,0,0

34,08:15-08:30,19.26,94.98,9.91,57.3,22.47,21.07,47,359.18,0,8.31,24.58,0,10.04,0,0,0,78.55,0,0.96,0,36.69,16.32,51.03,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.94,6.04,5.09,9.81,23.83,3.83,0,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,18.2,0,107.96,0,125.95,0,64.35,0,0,0,0,0

35,08:30-08:45,19.26,94.98,9.91,57.3,22.47,21.07,47,282.14,0,8.31,24.58,0,10.04,0,0,0,78.55,0,0.96,0,36.69,16.32,51.03,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.94,0.49,6.23,9.81,24.97,3.83,0,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,18.2,0,107.96,0,125.95,0,64.35,0,0,0,0,0

36,08:45-09:00,19.26,94.98,9.91,57.3,22.47,21.07,47,282.14,0,8.31,24.58,0,10.04,0,0,0,78.55,0,0.96,0,36.69,16.32,51.03,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.94,0.49,6.23,9.81,24.97,3.83,0,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,32.51,93.63,119.97,0,398.68,12.14,0,107.96,0,125.95,0,64.35,0,0,0,0,0

37,09:00-09:15,19.26,94.98,9.91,57.3,22.47,21.07,47,282.14,0,8.31,24.58,0,10.04,0,0,0,78.55,0,0.96,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.94,0.49,6.23,9.81,24.97,3.83,0,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,18.91,93.63,119.97,0,398.68,12.14,0,107.96,0,125.95,0,64.35,0,0,0,0,0

38,09:15-09:30,19.26,94.98,9.91,57.3,22.47,10.54,31.33,282.14,0,8.31,32.43,0,10.04,0,0,0,106.07,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.94,0.49,6.23,9.81,24.97,4.73,0,12.56,0,0,27.5,0,66.51,0,6.26,159.85,0,0,20.86,0,24.69,0,18.91,93.63,119.97,0,398.68,6.07,0,107.96,0,125.95,0,64.35,0,0,0,0,0

39,09:30-09:45,19.26,94.98,9.91,57.3,22.47,0,31.33,282.14,0,8.31,37.79,0,10.04,0,0,0,123.09,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.94,0.49,6.23,9.81,24.97,5.32,0,12.56,0,0,27.5,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,18.91,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,51.47,0,0,0,0,0

40,09:45-10:00,19.26,94.98,9.91,57.3,22.47,0,31.33,282.14,0,8.31,37.79,0,10.04,0,0,0,123.09,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.94,0.49,6.23,9.81,24.97,5.32,0,12.56,0,0,27.5,0,66.51,0,4.07,102.47,0,0,20.86,0,24.69,0,18.91,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,51.47,0,0,0,0,0

41,10:00-10:15,19.26,94.98,9.91,57.3,22.47,0,31.33,282.14,0,8.31,37.79,0,10.04,0,0,0,123.09,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.94,0.49,6.23,9.81,24.97,5.32,0,12.56,0,0,14.46,0,66.51,0,2.78,70.12,0,0,20.86,0,24.69,0,16.26,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,51.47,0,0,0,0,0

42,10:15-10:30,19.26,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,37.79,0,10.04,0,0,0,123.09,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.94,0.49,6.23,9.81,24.97,5.32,0,12.56,0,0,10.86,0,66.51,0,2.78,70.12,0,0,20.86,0,24.69,0,16.26,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,51.47,0,0,0,0,0

43,10:30-10:45,19.26,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,37.79,0,10.04,0,0,0,123.09,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.94,0.49,6.23,9.81,24.97,5.32,0,12.56,0,0,10.86,0,66.51,0,2.78,70.12,0,0,20.86,0,24.69,0,16.26,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,51.47,0,0,0,0,0

44,10:45-11:00,18.65,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,37.79,0,10.04,0,0,0,123.09,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.94,0.49,6.23,9.81,24.97,5.32,0,12.56,0,0,10.86,0,66.51,0,2.78,70.12,0,0,20.86,0,24.69,0,16.26,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,51.47,0,0,0,0,0

45,11:00-11:15,18.89,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,33.48,0,10.04,0,0,0,133.5,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.96,0.49,6.23,9.81,24.97,5.32,0,12.56,0,0,10.86,0,66.51,0,3.17,79.92,0,0,20.86,0,24.69,0,16.26,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,51.47,0,0,0,0,0

46,11:15-11:30,19.26,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,32.43,0,10.04,0,0,0,140.24,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.96,0.49,6.23,9.81,24.97,5.32,0,12.56,0,0,10.86,0,66.51,0,3.17,79.92,0,0,20.86,0,24.69,0,16.26,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,51.47,0,0,0,0,0

47,11:30-11:45,19.26,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,32.43,0,10.04,0,0,0,139.28,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.96,0.49,6.23,9.81,24.79,5.32,0,12.56,0,0,10.86,0,66.51,0,3.17,79.92,0,0,20.86,0,24.69,0,16.26,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,51.47,0,0,0,0,0

48,11:45-12:00,19.26,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,32.43,0,10.04,0,0,0,135.43,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.96,0.49,6.23,9.81,24.79,5.32,0,12.56,0,0,10.86,0,66.51,0,3.17,79.92,0,0,20.86,0,24.69,0,16.26,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,51.47,0,0,0,0,0

49,12:00-12:15,19.26,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,32.43,0,10.04,0,0,0,131.57,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.96,0.49,6.23,9.81,24.75,5.32,0,12.56,0,0,10.86,0,66.51,0,3.17,79.92,0,0,20.86,0,24.69,0,4.44,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,61.55,0,0,0,0,0

50,12:15-12:30,19.26,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,32.43,0,10.04,0,0,0,127.72,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.96,0.49,6.23,19.71,24.75,5.32,0,12.56,0,0,10.86,0,66.51,0,3.17,79.92,0,0,20.86,0,24.69,0,4.44,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,61.55,0,0,0,0,0

51,12:30-12:45,19.26,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,32.43,0,10.04,0,0,0,125.8,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.96,0.49,6.23,19.71,24.75,5.32,0,12.56,0,0,10.86,0,66.51,0,4.24,106.58,0,0,20.86,0,24.69,0,4.44,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,61.55,0,0,0,0,0

52,12:45-13:00,19.26,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,32.43,0,10.04,0,0,0,125.8,0,2.14,0,36.69,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.96,0.49,6.23,19.71,24.75,5.32,0,12.56,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,4.44,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,61.55,0,0,0,0,0

53,13:00-13:15,19.26,94.98,9.91,57.3,22.47,0,31.33,243.62,0,8.31,32.43,0,10.04,0,0,0,106.85,0,2.14,0,27.85,16.32,48.91,0,0,0,0,0,0,0,0,0,0,0,0,13.08,0,0,0.96,0.49,6.23,19.71,24.75,5.32,0,12.56,0,0,10.86,0,66.51,0,5.3,133.21,0,0,20.86,0,24.69,0,4.44,93.63,119.97,0,398.68,0,0,107.96,0,125.95,0,73.85,0,0,0,0,0

