Column1,Time,GNA/NR/2025/02/16/1676,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/02/01/5886,GNA/NR/2025/02/01/9969,NR/01102023/30042040/GNA_LT_36,GNA/SR/2025/02/01/7432,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/01/2594,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2025/02/01/2143,GNA/SR/2025/02/01/6460,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,GNA/NR/2025/02/16/1380,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/02/01/4863,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/WR/2025/01/01/8625,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08
27,06:30-06:45,0,86.71,1.16,8.65,43.26,0,0,26.24,23.07,0,100.15,1.29,0.62,32,260.13,113.11,23.07,75,0,32,0,271.81,15,0,0,0,0.92,8.65,7,22.5,3.11,1,3.23,7.5,0,0,0,0,7.5,0,15,0,0,0,0,0,6.67

28,06:45-07:00,0,86.71,1.16,8.65,43.26,0,0,25.73,23.07,0,100.15,1.29,0.62,32,260.13,113.11,23.07,75,0,32,0,271.81,15,0,0,0.07,0.92,8.65,7,22.5,7.02,4,8.01,7.5,0,0,0,0,7.5,0,15,1.39,0,0,0,0,6.67

29,07:00-07:15,0,86.71,1.16,8.65,43.26,0,0,25.23,23.07,0,100.15,1.38,0.62,32,260.13,113.11,23.07,75,0,32,0,271.81,15,0,0,0.56,0.92,8.65,7,22.5,13.72,10,15.9,7.5,0,0,0,10,7.5,5,15,6.69,0,1,0,2,6.67

30,07:15-07:30,0,86.71,1.16,8.65,43.26,0,0,24.72,23.07,0,100.15,1.38,0.62,32,260.13,113.11,23.07,75,0,32,0,271.81,15,1,0.1,0.59,0.92,8.65,7,22.5,23.2,15,27.19,7.5,0,0,0,10,7.5,5,15,13.65,0.51,4,1,3,6.67

31,07:30-07:45,0,86.71,1.16,8.65,43.26,0.12,0,24.22,23.07,0.15,100.15,1.38,0.62,32,260.13,113.11,23.07,75,0.15,32,0,271.81,14,3,0.92,0.85,0.92,8.65,7,21.49,26.25,24,26.25,7.17,0,0,0,10,7.17,5,14,21.23,4.61,7,3,5,6.67

32,07:45-08:00,0,86.71,1.16,8.65,43.26,0.48,0,24.22,23.07,0.62,100.15,1.38,0.62,32,260.13,113.11,23.07,75,0.62,32,0,271.81,14,5,2.24,0.96,0.92,8.65,7,21.49,25.84,25.83,25.83,7.17,0,0,0,13,7.17,7,14,30.71,11.17,18,7,8,6.67

33,08:00-08:15,0,86.71,1.16,8.65,43.26,1.07,0,0,23.07,1.38,100.15,1.29,0.62,32,260.13,113.11,23.07,75,1.38,32,0,271.81,14,9,3.97,3.85,0.92,8.65,7.75,21.49,29.24,29.23,29.23,7.17,0,0,0,19,7.17,9,14,42.07,19.86,32,13,15,6.67

34,08:15-08:30,0,86.71,1.16,8.65,43.26,1.91,0,0,23.07,2.46,100.15,1.29,0.62,32,260.13,113.11,23.07,75,2.46,32,0,271.81,14,13,10.58,8.66,0.92,8.65,7.75,21.49,29.56,29.57,29.57,7.17,0,0,0,25,7.17,13,14,54.6,52.93,49,21,23,6.67

35,08:30-08:45,0,86.71,1.16,8.65,43.26,2.98,0,0,23.07,3.86,100.15,1.29,0.62,32,260.13,113.11,23.07,75,3.86,32,0,271.81,14,19,15.12,26.18,0.92,8.65,7.41,21.49,30.06,30.07,30.07,7.17,0,0,0,37,7.17,18,14,67.19,75.59,67,28,33,6.67

36,08:45-09:00,0,86.71,1.16,8.65,43.26,4.62,0,0,23.07,5.99,100.15,1.29,0.62,32,260.13,113.11,23.07,75,5.99,32,0,271.81,11.34,23,19.56,34.75,0.92,8.65,7.41,21.49,30.46,30.47,30.47,7.17,0,0,0,47,7.17,23,11.33,78.76,97.79,84,36,41,6.67

37,09:00-09:15,0,86.71,1.16,8.65,43.26,5.85,0,0,23.07,7.58,100.15,1.29,0.62,32,260.13,113.11,23.07,75,7.58,32,0,271.81,13,27,23.82,43.5,0.92,8.65,8.26,21.49,30.46,30.47,30.47,7.17,0,0,0,53,7.17,27,13,89.49,119.08,102,43,51,6.67

38,09:15-09:30,0,86.71,1.16,8.65,43.26,6.98,0,0,23.07,9.04,100.15,1.29,0.62,32,260.13,113.11,23.07,75,9.04,32,0,271.81,13,30,27.85,52.85,0.92,8.65,8.62,21.49,30.46,30.47,30.47,7.17,0,0,0,63,7.17,32,13,99.81,139.28,119,51,58,6.67

39,09:30-09:45,0,86.71,1.16,8.65,23.07,7.96,0,0,23.07,10.3,100.15,1.29,0.62,32,260.13,113.11,23.07,75,10.3,32,0,271.81,13,33,31.77,60.73,0,8.65,7.75,21.49,30.46,30.47,30.47,7.17,0,0,0,70,7.17,35,13,109.51,158.85,133,57,64,6.67

40,09:45-10:00,0,86.71,1.16,8.65,23.07,8.9,0,0,23.07,11.52,100.15,1.29,0.62,32,260.13,65.98,23.07,75,11.52,32,0,271.81,13,36,35.3,68.39,0,8.65,7.75,21.49,30.46,30.47,30.47,7.17,0,0,0,77,7.17,38,13,118.17,176.53,147,63,71,6.67

41,10:00-10:15,0,86.71,1.16,8.65,23.07,10.01,0,0,23.07,12.95,100.15,1.38,0.62,32,260.13,65.98,23.07,75,12.95,32,0,271.81,13,38,39.2,76.61,0.92,8.65,4.11,21.49,30.46,30.47,30.47,7.17,0,0,0,80,7.17,40,13,125.7,196.03,161,69,77,6.67

42,10:15-10:30,0,86.71,1.16,8.65,23.07,10.76,0,0,23.07,13.92,100.15,1.38,0.62,32,260.13,65.98,23.07,75,13.92,32,0,271.81,13,40,42.01,82.99,0.92,8.65,4.11,21.49,30.46,30.47,30.47,7.17,0,0,0,85,7.17,42,13,132.43,210.08,172,73,82,6.67

43,10:30-10:45,0,86.71,1.16,8.65,23.07,11.59,0,0,23.07,15,100.15,1.38,0.62,32,260.13,65.98,23.07,75,15,32,0,271.81,13,42,44.7,88.74,0.92,8.65,4.11,21.49,30.46,30.47,30.47,7.17,0,0,0,91,7.17,45,13,138.49,223.5,186,79,88,6.67

44,10:45-11:00,0,86.71,1.16,8.65,23.07,12.2,0,0,23.07,15.78,100.15,1.38,0.62,32,260.13,65.98,23.07,75,15.78,32,0,271.81,13,44,46.67,94.03,0.92,8.65,4.11,21.49,30.46,30.47,30.47,7.17,0,0,0,93,7.17,47,13,144.02,233.33,200,85,91,6.67

45,11:00-11:15,0,74.53,1.16,8.65,23.07,12.84,0,0,23.07,16.62,100.15,1.29,0.62,32,229.66,70.13,23.07,75,16.62,25.65,0,271.81,13,46,46.67,98.35,0.92,8.65,4.38,21.49,30.46,30.47,30.47,7.17,0,0,0,98,7.17,49,13,149.21,233.33,210,90,93,6.67

46,11:15-11:30,0,74.53,1.16,8.65,23.07,13.25,0,0,23.07,17.14,100.15,1.29,0.62,32,198.68,70.13,23.07,75,17.14,25.65,0,271.81,13,47,46.67,99.29,0.92,8.65,4.47,21.49,30.46,30.47,30.47,7.17,0,0,0,100,7.17,50,13,153.74,233.33,210,90,93,6.67

47,11:30-11:45,0,64.04,1.16,8.65,23.07,13.25,0,0,23.07,17.14,100.15,1.29,0.62,32,135.54,70.13,23.07,75,17.14,25.65,0,271.81,13,47,46.67,100,0.92,8.65,4.58,21.49,30.46,30.47,30.47,7.17,0,0,0,100,7.17,50,13,157.5,233.33,210,90,95,6.67

48,11:45-12:00,0,64.04,1.16,8.65,23.07,13.25,0,0,23.07,17.14,100.15,1.29,0.62,32,135.54,70.13,23.07,75,17.14,25.65,0,271.81,13,48,46.67,100,0.92,8.65,4.94,21.49,30.46,30.47,30.47,7.17,0,0,0,100,7.17,50,13,160.5,233.33,210,90,95,6.67

49,12:00-12:15,0,64.04,1.16,8.65,23.07,13.25,0,0,23.07,17.14,100.15,1.29,0.62,32,135.54,70.13,23.07,75,17.14,25.65,0,271.81,13,48,46.67,100,0.92,8.65,5.39,21.49,30.46,30.47,30.47,7.17,0,0,0,100,7.17,50,13,162.89,233.33,210,90,95,6.67

50,12:15-12:30,0,64.04,1.16,8.65,23.07,13.25,0,0,23.07,17.14,100.15,1.29,0.62,32,135.54,70.13,23.07,75,17.14,25.65,0,271.81,13,48,46.67,100,0.92,8.65,5.67,21.49,30.46,30.47,30.47,7.17,0,0,0,100,7.17,50,13,164.08,233.33,210,90,95,6.67

51,12:30-12:45,0,64.04,1.16,8.65,23.07,13.25,0,0,23.07,17.14,81.71,1.29,0.62,32,135.54,70.13,23.07,75,17.14,25.65,0,271.81,13,48,46.67,100,0.92,8.65,6.12,21.49,30.46,30.47,30.47,7.17,0,0,0,100,7.17,50,13,164.26,233.33,210,90,95,6.67

52,12:45-13:00,0,64.04,1.16,8.65,23.07,13.25,0,0,23.07,17.14,52.87,1.29,0.62,32,135.54,70.13,23.07,75,17.14,25.65,0,230.71,13,48,46.67,100,0.92,8.65,6.31,21.49,30.46,30.47,30.47,7.17,0,0,0,100,7.17,50,13,163.54,233.33,210,90,95,6.67

53,13:00-13:15,0,64.04,1.2,8.65,23.07,13.25,0,0,23.07,17.14,52.87,1.38,0.62,32,135.54,70.13,23.07,75,17.14,25.65,0,192.26,13,48,46.67,100,0.92,8.65,6.76,21.49,30.46,30.47,30.47,7.17,0,0,0,100,7.17,50,13,161.66,233.33,210,90,95,6.67

54,13:15-13:30,0,64.04,1.2,8.65,23.07,13.25,0,0,23.07,17.14,52.87,1.38,0.62,32,135.54,70.13,23.07,75,17.14,25.65,0,149.49,13,48,46.67,100,0.92,8.65,7.03,21.49,30.46,30.47,30.47,7.17,0,0,0,100,7.17,50,13,158.85,233.33,210,90,95,6.67

55,13:30-13:45,0,64.04,1.2,8.65,23.07,13.25,0,0,23.07,17.14,52.87,1.38,0.62,32,135.54,70.13,23.07,75,17.14,25.65,0,149.49,13,48,46.67,100,0.92,8.65,7.76,21.49,30.46,30.47,30.47,7.17,0,0,0,100,7.17,50,13,155.3,233.33,210,90,94,6.67

56,13:45-14:00,0,64.04,1.2,8.65,23.07,13.25,0,0,23.07,17.14,52.87,1.38,0.62,32,135.54,70.13,23.07,75,17.14,25.65,0,149.49,13,47,46.67,100,0.92,8.65,7.76,21.49,30.46,30.47,30.47,7.17,0,0,0,100,7.17,50,13,150.47,233.33,210,90,93,6.67

57,14:00-14:15,0,64.04,1.2,8.65,23.07,13.25,0,0,23.07,17.14,100.15,1.29,0.62,32,135.54,70.13,23.07,75,17.14,25.65,0,149.49,13,46,44.17,100,0.92,8.65,8.23,21.49,30.46,30.47,30.47,7.17,0,0,0,100,7.17,50,13,144.93,220.83,210,90,92,6.67

58,14:15-14:30,0,64.04,1.2,8.65,23.07,12.96,0,0,23.07,16.78,100.15,1.29,0.62,32,135.54,70.13,23.07,75,16.78,25.65,0,149.49,13,45,43.33,100,0.92,8.65,8.68,21.49,30.46,30.47,30.47,7.17,0,0,0,99,7.17,49,13,138.89,216.67,210,90,91,6.67

59,14:30-14:45,0,64.04,1.2,8.65,23.07,12.46,0,0,23.07,16.13,100.15,1.29,0.62,32,135.54,70.13,23.07,75,16.13,25.65,0,192.26,13,42,42.5,90.34,0.92,8.65,8.23,21.49,30.46,30.47,30.47,7.17,0,0,0,95,7.17,48,13,132.62,212.5,207,88,88,6.67

60,14:45-15:00,0,40.37,1.2,8.65,23.07,11.97,0,0,23.07,15.48,100.15,1.29,0.62,32,135.54,70.13,23.07,75,15.48,25.65,0,230.71,13,40,40.88,86.49,0.92,8.65,8.49,21.49,30.46,30.47,30.47,7.17,0,0,0,90,7.17,45,13,125.91,204.39,196,84,86,6.67

61,15:00-15:15,0,40.37,1.2,8.65,23.07,11.32,0,0,23.07,14.65,100.15,1.29,0.62,32,135.54,70.13,23.07,75,14.65,25.65,0,271.81,13,38,38.39,81.94,0.92,8.65,7.14,21.49,30.96,30.97,30.97,7.17,0,0,0,87,7.17,43,13,118.43,191.96,186,79,82,6.67

62,15:15-15:30,0,50.86,1.2,8.65,23.07,10.62,0,0,23.07,13.74,100.15,1.29,0.62,32,169.84,70.13,23.07,75,13.74,25.65,0,271.81,13,36,35.99,77.11,0.92,8.65,7.29,21.49,30.96,30.97,30.97,7.17,0,0,0,81,7.17,41,13,109.97,179.96,172,73,77,6.67

63,15:30-15:45,0,50.86,1.2,8.65,23.07,9.82,0,0,23.07,12.71,100.15,1.29,0.62,32,135.54,70.13,23.07,75,12.71,25.65,0,271.81,13,32,38.4,85.89,0.92,8.65,8.3,21.49,30.96,30.97,30.97,7.17,0,0,0,75,7.17,37,13,100.54,191.99,158,67,68,6.67

64,15:45-16:00,0,50.86,1.2,8.65,23.07,8.93,0,0,23.07,11.55,100.15,1.29,0.62,32,135.54,70.13,23.07,75,11.55,25.65,0,271.81,13,29,35.41,79.91,0.92,8.65,8.58,21.49,30.96,30.97,30.97,7.17,0,0,0,68,7.17,34,13,90.27,177.04,144,61,63,6.67

65,16:00-16:15,0,50.86,1.2,8.65,23.07,7.93,0,0,23.07,10.27,100.15,1.38,0.62,32,135.54,65.98,23.07,75,10.27,25.65,0,271.81,13,26,33.86,72.14,0.92,8.65,8.91,21.49,31.3,31.3,31.3,7.17,0,0,0,60,7.17,30,13,79.53,169.28,130,55,55,6.67

66,16:15-16:30,0,86.71,1.2,8.65,23.07,6.88,0,0,23.07,8.9,100.15,1.38,0.62,32,229.15,65.98,23.07,75,8.9,25.65,0,271.81,13,23,30.33,64.12,0.92,8.65,9.46,21.49,31.3,31.3,31.3,7.17,0,0,0,53,7.17,27,13,68.38,151.65,116,49,48,6.67

67,16:30-16:45,0,86.71,1.2,8.65,23.07,5.71,0,0,23.07,7.38,100.15,1.38,0.62,32,260.13,65.98,23.07,75,7.38,25.65,0,271.81,13,19,26.52,55.1,0.92,8.65,9.74,21.49,31.3,31.3,31.3,7.17,0,0,0,44,7.17,22,13,56.64,132.6,102,43,42,6.67

68,16:45-17:00,0,86.71,1.2,8.65,43.26,4.48,0,0,23.07,5.79,100.15,1.38,0.62,32,260.13,74.46,23.07,75,5.79,23.19,0,271.81,13,14,22.36,45.48,0.92,8.65,9.87,21.49,31.3,31.3,31.3,7.17,0,0,0,36,7.17,18,13,44.47,111.81,88,37,35,6.67

69,17:00-17:15,0,86.71,1.25,8.65,43.26,3.1,0,0,23.07,4.02,100.15,1.38,0.62,32,260.13,82.94,23.07,75,4.02,23.19,0,271.81,13,10,15.43,36.8,0.92,8.65,9.87,21.49,28.04,32.93,32.93,7.17,0,0,0,27,7.17,13,13,32.51,77.15,70,30,29,6.67

70,17:15-17:30,0,86.71,1.25,8.65,43.26,2.16,0,0,23.07,2.8,100.15,1.38,0.62,32,260.13,113.11,23.07,75,2.8,23.19,0,271.81,13,9,12.15,26.03,0.92,8.65,9.87,21.49,17.36,18,20.62,7.17,0,0,0,19,7.17,9,13,21.63,60.74,56,24,23,6.67

71,17:30-17:45,0,86.71,1.25,8.65,43.26,1.38,0,0,23.07,1.79,100.15,1.38,0.62,32,260.13,113.11,23.07,75,1.79,32,0,271.81,13,7,8.87,17.42,0.92,8.65,9.87,21.49,10.42,8,11.86,7.17,0,0,0,13,7.17,7,13,13.02,44.34,42,18,13,6.67

72,17:45-18:00,0,86.71,1.25,8.65,43.26,0.78,0,0,23.07,1,100.15,1.38,0.62,32,260.13,113.11,23.07,75,1,32,0,271.81,13,5,5.59,9.55,0.92,8.65,9.87,21.49,5.26,1,5.56,7.17,0,0,0,7,7.17,3,13,7.11,27.94,21,9,9,6.67

73,18:00-18:15,0,86.71,1.25,8.65,43.26,0.34,0,27.75,23.07,0.44,100.15,1.38,0,31,260.13,113.11,23.07,75,0.44,31,0,271.81,13,3,3.43,4.28,0.92,8.65,9.87,21.49,0,0,0,7.17,50,200,0,3,7.17,2,13,2.69,17.13,7,3,5,6.67

74,18:15-18:30,0,86.71,1.25,8.65,43.26,0.09,0,28.26,23.07,0.11,100.15,1.38,0.62,31,260.13,113.11,23.07,75,0.11,31,0,271.81,13,1,1.14,0.31,0.92,8.65,9.87,21.49,0,0,0,7.17,50,200,0,1,7.17,1,13,0,5.71,2,1,2,6.67

75,18:30-18:45,0,86.71,1.25,8.65,43.26,0,50,28.76,23.07,0,100.15,1.38,0.62,31,260.13,113.11,23.07,75,0,31,0,271.81,7.52,0,0.14,0.01,0.92,8.65,9.87,21.49,0,0,0,7.17,50,200,0,0,7.17,0,7.52,0,0.72,0,0,1,6.67

76,18:45-19:00,0,86.71,1.25,8.65,43.26,0,50,28.76,23.07,0,100.15,1.38,0.62,31,260.13,113.11,23.07,75,0,31,0,271.81,8.06,0,0,0,0.92,8.65,9.87,21.49,0,0,0,7.17,50,200,0,0,7.17,0,8.07,0,0.01,0,0,0,6.67

