Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/16122023/22122023/HP-20,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/16122023/22122023/HP-16,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/20122023/29022024/IEX_LDC_231218_00502,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,NR/20122023/20122023/SJVN20122023NR1304,NR/20122023/20122023/SJVN20122023NR1303,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/20122023/20122023/DD20231220NR21846,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/30042040/GNA_LT_35
60,14:45-15:00,75.190000,30.730000,25.370000,8.160000,100.590000,0.000000,257.150000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,7.84,39.26,84.7032,154,18.42,0,18.42,9.42,32.5,23.5,18.42,0,48.02,196.3,33.89,65.82,32.5,37,28.81,24.01,7.83,66,73,32.5,11.220000,1.010000,259.880000,1.300000,0.000000,10.940000,117.170000,96.040000,10.940000

61,15:00-15:15,86.630000,30.730000,25.370000,8.160000,100.590000,0.000000,257.150000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,7.84,32.07,62.631688,140,16.74,0,16.74,9.75,32.5,23.5,17.7,0,48.02,160.33,30,61.02,32.5,33,28.81,24.01,7.83,60,67,32.5,8.330000,1.090000,259.880000,1.370000,0.000000,8.130000,117.170000,96.040000,8.130000

62,15:15-15:30,86.630000,30.730000,25.370000,8.160000,100.590000,0.000000,257.150000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,7.84,28.85,54.414504,126,17.84,0,17.84,9.88,32.5,23.5,17.34,0,48.02,144.25,27.82,55.78,32.5,30,28.81,24.01,7.83,54,61,32.5,7.950000,1.090000,259.880000,1.370000,0.000000,7.750000,117.170000,96.040000,7.750000

63,15:30-15:45,86.630000,25.920000,25.370000,8.160000,100.590000,0.000000,257.150000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,7.84,23.84,45.389232,109,18.84,0,18.84,10.2,32.5,23.5,17.34,0,48.02,119.2,24.71,44.81,32.5,26,28.81,24.01,7.83,46,52,32.5,6.930000,1.090000,259.880000,1.370000,0.000000,6.760000,117.170000,96.040000,6.760000

64,15:45-16:00,86.630000,25.920000,25.370000,8.160000,100.590000,0.000000,257.150000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,7.84,20.46,36.159504,95,19.84,0,19.84,10.44,32.5,23.5,16.28,0,48.02,102.29,21.35,38.51,32.5,22,26.03,20.17,7.83,40,43,32.5,5.910000,1.090000,259.880000,1.370000,0.000000,5.770000,117.170000,96.040000,5.770000

65,16:00-16:15,86.630000,25.370000,30.730000,8.160000,100.590000,22.090000,257.150000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,15.23,17.08,27.251064,79,28.58,0,28.58,13.4,26,45.71,15.39,0,48.02,85.38,16.81,31.63,33,18,20.74,16.33,15.24,34,37,25.95,4.860000,1.090000,259.880000,1.370000,0.000000,4.750000,117.170000,96.040000,4.750000

66,16:15-16:30,86.630000,18.620000,30.730000,8.160000,100.590000,22.090000,257.150000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,15.79,13.67,19.218864,63,30.02,0,30.02,13.39,12.7,47.39,14.64,0,48.02,68.37,12.3,24.36,24.58,15,16.52,12.49,15.8,27,29,13.51,3.700000,1.090000,259.880000,1.370000,0.000000,3.610000,117.170000,96.040000,3.610000

67,16:30-16:45,86.630000,0.000000,30.250000,8.160000,100.590000,23.050000,257.150000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,16.23,10.27,13.834856,53,31.26,0,31.26,13.4,4.3,48.71,10.89,0,48.02,51.37,10,16.6,10,10,0,0,16.24,22,19,2.05,2.550000,1.240000,259.880000,1.370000,0.000000,2.480000,117.170000,96.040000,2.480000

68,16:45-17:00,86.630000,30.250000,30.250000,8.160000,100.590000,23.050000,257.150000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,16.58,8.06,7.39936,39,33.44,0,33.44,13.38,0.7,49.76,11.01,0,48.02,40.32,7,8.81,1,6,0,0,16.59,16,13,1,1.530000,1.240000,259.880000,1.370000,0.000000,1.490000,117.170000,96.040000,1.490000

69,17:00-17:15,86.630000,30.250000,30.250000,8.160000,100.590000,24.010000,257.150000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,16.38,5.69,4.098856,21,36.15,0,36.15,13.29,0,49.14,11.11,0,48.02,28.45,4,1.59,0,4,0,0,16.38,9,9,0,0.790000,1.240000,259.880000,1.450000,0.000000,0.770000,117.170000,96.040000,0.770000

70,17:15-17:30,86.630000,30.250000,30.250000,8.160000,100.590000,24.010000,257.150000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,16.43,3.2,0.983336,7,35.99,0,35.99,13.12,0,49.27,11.25,0,48.02,16,2,0.3,0,1,0,0,16.42,3,3,0,0.330000,1.240000,259.880000,1.450000,144.060000,0.320000,117.170000,96.040000,0.320000

71,17:30-17:45,86.630000,30.250000,30.250000,8.160000,100.590000,24.010000,257.150000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,21.72,1.42,0,4,42.49,0,42.49,14.44,0,65.16,12.24,0,48.02,7.11,1,0,0,1,0,0,21.72,1,1,0,0.100000,1.240000,259.880000,1.450000,144.060000,0.100000,117.170000,96.040000,0.100000

72,17:45-18:00,86.630000,30.250000,30.250000,8.160000,100.590000,24.010000,257.150000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,21.64,0.35,0,0,43.13,0,43.13,14.31,0,64.93,13.41,0,48.02,1.78,0,0,0,0,0,0,21.64,0,0,0,0.010000,1.240000,259.880000,1.450000,144.060000,0.010000,117.170000,96.040000,0.010000

73,18:00-18:15,86.630000,30.250000,30.250000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,21.61,0,0,0,31.84,0,31.84,14.29,0,64.82,20.08,0,48.02,0,0,0,0,0,0,0,21.61,0,0,0,0.000000,1.240000,259.880000,1.370000,144.060000,0.000000,117.170000,96.040000,0.000000

74,18:15-18:30,86.630000,30.250000,30.250000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,20.94,0,0,0,30.82,0,30.82,14.01,0,62.83,20.25,0,48.02,0,0,0,0,0,0,0,20.94,0,0,0,0.000000,1.240000,259.880000,1.370000,144.060000,0.000000,117.170000,96.040000,0.000000

75,18:30-18:45,86.630000,30.250000,30.250000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,15.28,0,0,0,22.32,0,22.32,11.6,0,45.86,20.35,0,48.02,0,0,0,0,0,0,0,15.29,0,0,0,0.000000,1.160000,259.880000,1.370000,144.060000,0.000000,117.170000,96.040000,0.000000

76,18:45-19:00,86.630000,30.250000,30.250000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,15.07,0,0,0,22.58,0,22.58,11.46,0,45.24,20.48,0,48.02,0,0,0,0,0,0,0,15.08,0,0,0,0.000000,1.160000,259.880000,1.370000,144.060000,0.000000,117.170000,96.040000,0.000000

77,19:00-19:15,86.630000,30.250000,30.250000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,14.66,0,0,0,22.87,0,22.87,11.23,0,43.95,15.12,0,48.02,0,0,0,0,0,0,0,14.65,0,0,0,0.000000,1.160000,259.880000,1.300000,0.000000,0.000000,117.170000,96.040000,0.000000

78,19:15-19:30,86.630000,30.250000,30.250000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,14.55,0,0,0,23.36,0,23.36,10.79,0,43.6,15.53,0,48.02,0,0,0,0,0,0,0,14.53,0,0,0,0.000000,1.160000,259.880000,1.300000,0.000000,0.000000,117.170000,96.040000,0.000000

79,19:30-19:45,86.630000,30.250000,0.000000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,14.4,0,0,0,23.63,0,23.63,10.62,0,43.19,16.06,0,48.02,0,0,0,0,0,0,0,14.4,0,0,0,0.000000,1.160000,259.880000,1.300000,0.000000,0.000000,117.170000,96.040000,0.000000

80,19:45-20:00,86.630000,30.250000,0.000000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,14.27,0,0,0,24.01,0,24.01,10.55,0,42.76,16.69,0,48.02,0,0,0,0,0,0,0,14.25,0,0,0,0.000000,1.160000,259.880000,1.300000,0.000000,0.000000,117.170000,96.040000,0.000000

81,20:00-20:15,86.630000,8.540000,8.540000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,14.11,0,0,0,25.63,0,25.63,10.25,0,42.31,21.94,0,48.02,0,0,0,0,0,0,0,14.1,0,0,0,0.000000,1.160000,259.880000,1.300000,0.000000,0.000000,117.170000,96.040000,0.000000

82,20:15-20:30,86.630000,8.540000,8.540000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,14.06,0,0,0,26.84,0,26.84,9.71,0,42.16,22.08,0,48.02,0,0,0,0,0,0,0,14.05,0,0,0,0.000000,1.160000,259.880000,1.300000,0.000000,0.000000,117.170000,96.040000,0.000000

83,20:30-20:45,86.630000,13.340000,13.340000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.760000,0.000000,270.110000,11.520000,14.410000,13.92,0,0,0,27.59,0,27.59,13.1,0,41.78,22.38,0,48.02,0,0,0,0,0,0,0,13.93,0,0,0,0.000000,1.160000,259.880000,1.300000,0.000000,0.000000,117.170000,96.040000,0.000000

84,20:45-21:00,67.740000,21.930000,21.930000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.760000,0.000000,240.100000,11.520000,14.410000,13.69,0,0,0,29.8,0,29.8,13.08,0,41.07,22.48,0,48.02,0,0,0,0,0,0,0,13.69,0,0,0,0.000000,1.160000,259.880000,1.300000,0.000000,0.000000,96.040000,96.040000,0.000000

85,21:00-21:15,56.300000,22.730000,22.730000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.710000,0.000000,240.100000,11.520000,14.410000,13.36,0,0,0,26.39,0,26.39,12.78,0,40.06,23.14,0,48.02,0,0,0,0,0,0,0,13.35,0,0,0,0.000000,1.090000,259.880000,1.220000,0.000000,0.000000,67.230000,96.040000,0.000000

86,21:15-21:30,56.300000,22.730000,22.730000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.710000,0.000000,240.100000,11.520000,14.410000,12.94,0,0,0,28.11,0,28.11,12.34,0,38.83,23.94,0,48.02,0,0,0,0,0,0,0,12.94,0,0,0,0.000000,1.090000,259.880000,1.220000,0.000000,0.000000,67.230000,96.040000,0.000000

87,21:30-21:45,56.300000,22.730000,22.730000,8.160000,100.590000,24.010000,127.710000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,12.76,0,0,0,29.22,0,29.22,11.79,0,38.33,24.48,0,48.02,0,0,0,0,0,0,0,12.78,0,0,0,0.000000,1.090000,259.880000,1.220000,0.000000,0.000000,67.230000,96.040000,0.000000

88,21:45-22:00,56.300000,22.730000,22.730000,8.160000,71.780000,24.010000,127.710000,5.760000,0.000000,1.710000,0.000000,270.110000,11.520000,14.410000,12.38,0,0,0,29.1,0,29.1,11.22,0,37.12,26.28,0,48.02,0,0,0,0,0,0,0,12.37,0,0,0,0.000000,1.090000,259.880000,1.220000,0.000000,0.000000,67.230000,96.040000,0.000000

89,22:00-22:15,56.300000,25.920000,25.920000,8.160000,48.020000,24.010000,127.710000,5.760000,133.760000,1.710000,0.000000,240.100000,11.520000,14.410000,12.28,0,0,0,38.08,0,38.08,10.84,0,36.83,27.28,0,48.02,0,0,0,0,0,0,0,12.27,0,0,0,0.000000,1.090000,259.880000,1.220000,0.000000,0.000000,67.230000,96.040000,0.000000

90,22:15-22:30,56.300000,25.920000,25.920000,8.160000,48.020000,24.010000,127.710000,5.760000,133.760000,1.710000,0.000000,240.100000,11.520000,14.410000,12.44,0,0,0,37.86,0,37.86,10.29,0,37.33,27.14,0,48.02,0,0,0,0,0,0,0,12.44,0,0,0,0.000000,1.090000,259.880000,1.220000,0.000000,0.000000,67.230000,96.040000,0.000000

91,22:30-22:45,56.300000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.710000,0.000000,192.080000,11.520000,14.410000,12.06,0,0,0,37.08,0,37.08,10,0,36.16,26.68,0,48.02,0,0,0,0,0,0,0,12.05,0,0,0,0.000000,1.090000,259.880000,1.370000,0.000000,0.000000,67.230000,96.040000,0.000000

92,22:45-23:00,56.300000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.710000,0.000000,192.080000,11.520000,14.410000,11.65,0,0,0,36.83,0,36.83,10,0,34.92,26.28,0,48.02,0,0,0,0,0,0,0,11.64,0,0,0,0.000000,1.090000,259.880000,1.370000,0.000000,0.000000,67.230000,96.040000,0.000000

93,23:00-23:15,56.300000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.710000,0.000000,148.550000,11.520000,14.410000,11.1,0,0,0,35.01,0,35.01,10,0,33.32,25.94,0,48.02,0,0,0,0,0,0,0,11.11,0,0,0,0.000000,1.090000,224.660000,1.300000,0.000000,0.000000,71.450000,96.040000,0.000000

94,23:15-23:30,56.300000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.710000,0.000000,148.550000,11.520000,14.410000,10.57,0,0,0,33.04,0,33.04,10,0,31.73,25.74,0,48.02,0,0,0,0,0,0,0,10.58,0,0,0,0.000000,1.090000,232.340000,1.300000,0.000000,0.000000,71.450000,96.040000,0.000000

95,23:30-23:45,56.300000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.710000,0.000000,148.550000,11.520000,14.410000,10.05,0,0,0,32.35,0,32.35,10,0,30.1,24.28,0,48.02,0,0,0,0,0,0,0,10.03,0,0,0,0.000000,1.090000,232.340000,1.300000,0.000000,0.000000,71.450000,96.040000,0.000000

96,23:45-24:00,56.300000,25.920000,25.920000,8.160000,48.020000,23.050000,127.710000,5.760000,133.760000,1.710000,0.000000,148.550000,11.520000,14.410000,9.67,0,0,0,33.05,0,33.05,10,0,28.99,23.98,0,48.02,0,0,0,0,0,0,0,9.66,0,0,0,0.000000,1.090000,224.660000,1.300000,0.000000,0.000000,71.450000,96.040000,0.000000

