Column1,Time,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/4503,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/9061,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/9042,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/1868,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/3646,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/5474,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10
79,19:30-19:45,0,0,8,0,1.71,133.62,8.64,2.38,1.76,260.75,50,0,36.5,150,36.5,36.5,17.29,87.51,8.64,65.88,0,0,1.24,0,0,86.63,25.23,0,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

80,19:45-20:00,0,0,8.2,0,1.71,133.62,8.64,2.38,1.76,260.75,50,0,36.5,150,36.5,36.5,17.29,87.51,8.64,65.88,0,0,1.24,0,0,86.63,25.23,0,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

81,20:00-20:15,0,0,8.4,0,1.71,133.62,8.64,2.38,1.76,260.75,50,0,34.57,200,34.57,34.57,17.29,87.51,8.64,65.88,0,0,1.24,0,0,86.63,25.23,0,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

82,20:15-20:30,0,0,8.8,0,1.71,133.62,8.64,2.38,1.76,260.75,50,0,34.57,200,34.57,34.57,17.29,87.51,8.64,65.88,0,0,1.24,0,0,86.63,25.23,0,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

83,20:30-20:45,0,0,10,0,1.71,133.62,8.64,2.38,1.76,260.75,50,0,34.57,200,34.57,34.57,17.29,87.51,8.64,70.02,0,0,1.24,0,0,86.63,25.23,0,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

84,20:45-21:00,0,0,9.4,0,1.71,133.62,8.64,2.38,1.76,260.75,50,0,34.57,200,34.57,34.57,17.29,87.51,8.64,70.02,0,0,1.24,0,0,86.63,25.23,0,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

85,21:00-21:15,0,0,9,0,1.71,133.62,8.64,2.38,1.68,233.91,50,0,34.57,200,34.57,34.57,17.29,87.51,8.64,70.02,0,0,1.24,0,0,67.74,25.23,0,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

86,21:15-21:30,0,0,8.4,0,1.71,133.62,8.64,2.38,1.68,233.91,50,0,34.57,200,34.57,34.57,17.29,87.51,8.64,70.02,0,0,1.24,0,0,67.74,25.23,0,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

87,21:30-21:45,0,0,7.6,0,1.71,133.62,8.64,2.38,1.68,233.91,50,0,34.57,200,34.57,34.57,17.29,87.51,8.64,70.02,0,0,1.24,0,0,67.74,26.24,0,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

88,21:45-22:00,0,0,7.2,0,1.71,115.25,8.64,2.38,1.68,205.09,50,0,34.57,200,34.57,34.57,17.29,87.51,8.64,70.02,0,0,1.24,0,0,67.74,26.24,0,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

89,22:00-22:15,0,0,7.2,0,1.71,96.04,8.64,2.38,1.68,205.09,50,0,25.93,200,25.93,25.93,17.29,87.51,8.64,70.02,0,0,1.16,47.56,0,67.74,26.24,142.69,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

90,22:15-22:30,0,0,7.2,0,1.71,96.04,8.64,2.38,1.68,205.09,50,0,25.93,200,25.93,25.93,17.29,87.51,8.64,70.02,0,0,1.16,47.56,0,67.74,26.24,142.69,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

91,22:30-22:45,0,0,7.2,0,1.71,96.04,8.64,2.38,1.68,205.09,50,0,25.93,200,25.93,25.93,17.29,87.51,8.64,70.02,0,0,1.16,47.56,0,67.74,26.24,142.69,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

92,22:45-23:00,0,0,7.2,0,1.71,96.04,8.64,2.38,1.68,205.09,50,0,25.93,200,25.93,25.93,17.29,87.51,8.64,70.02,0,0,1.16,47.56,0,67.74,26.24,142.69,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

93,23:00-23:15,0,0,7.2,0,1.71,96.04,8.64,2.3,1.53,205.09,50,0,25.93,200,25.93,25.93,17.29,87.51,8.64,70.02,0,0,1.16,47.56,0,67.74,26.24,142.69,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

94,23:15-23:30,0,0,7.2,0,1.71,96.04,8.64,2.3,1.53,205.09,50,0,25.93,200,25.93,25.93,17.29,87.51,8.64,70.02,0,0,1.16,47.56,0,67.74,26.24,142.69,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

95,23:30-23:45,0,0,7.2,0,1.71,96.04,8.64,2.3,1.53,205.09,50,0,25.93,200,25.93,25.93,17.29,87.51,8.64,70.02,0,0,1.16,47.56,0,67.74,26.24,142.69,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

96,23:45-24:00,0,0,7.2,0,1.71,115.25,8.64,2.3,1.53,205.09,50,0,25.93,200,25.93,25.93,17.29,87.51,8.64,70.02,0,0,1.16,47.56,0,67.74,26.24,142.69,0,0,0,0,19.99,0,0,6.67,0,6.67,0,0,6.67,13.33,0,13.34

