Block,Time,CHAMERA3,SINGRAULI_HYDRO,RAPPB,KOLDAM,DADRI_GF,RAMPUR,RIHAND3,AURY_GF,AURY_LF,UNCHAHAR3,DHAULIGNGA,TEHRI,ANTA_RF,SALAL,CHAMERA2,ANTA_LF,RIHAND2,KOTESHWR,AURY_RF,URI,DADRI_LF,DADRI_CRF,SINGRAULI,DULHASTI,KHSTPP-II,NAPP,TANAKPUR,UNCHAHAR4,BRBCL,URI2,AURY_CRF,RIHAND1,TALA,TANDA2,KHSTPP-I,ANTA_CRF,UNCHAHAR2,JHAJJAR,DADRT2,BSIUL,DADRI_RF,ANTA_GF,PARBATI3,RAPPC,UNCHAHAR1,NJPC,CHAMERA1,SEWA2,KISHANGANGA,KUDGI,GANDHAR-NAPM,KHARGONE-I,KAWAS-ComGas,VSTPS III,NLCIIST2,MAPS,KAPS,VSTPS I,TALST2,KKNP,LARA-I,GANDHAR-ComGas,MOUDA,VSTPS IV,NNTPP,KSTPS I&II,KSTPS7,KGSU3AND4,GADARWARA-I,VALLURNTECL,TAPS-II,KGSU1AND2,KAWAS-RLNG,KAWAS-APM,GANDHAR-APM,RSTPSU7,NLCTS2EXP,KAWAS-zLIQ,GANDHAR-RLNG,RSTPSU1TO6,VSTPS V,NLCEXP,SOLAPUR,SASAN,SIPAT II,FSTPP I & II,NTPL,SIPAT I,SIMHST2,MOUDA_II,KAWAS-NAPM,VSTPS II,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,30.656970,0.823878,0.000000,4.114565,0.000000,1.339112,121.109779,0.000000,0.000000,26.064928,9.585953,26.640394,5.294777,82.009777,42.186474,0.000000,115.594185,8.423597,18.683507,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,1.238471,1.380209,9.353107,33.621431,0.000000,90.205630,0.000000,2.359089,31.102923,0.000000,42.100250,482.852791,665.370516,19.008642,22.763596,0.000000,14.771484,58.459490,20.210622,69.285085,40.748764,11.094892,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.019312,0.000000,0.000000,0.00,0.00,0.000000,0.022274,0.00,1.283457,0.00,1.712429,331.406955,0.904068,17.201306,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

8,01:45-02:00,30.656970,0.823878,0.000000,4.114565,0.000000,1.339112,121.109779,0.000000,0.000000,26.064928,9.585953,26.640394,5.294777,82.009777,42.186474,0.000000,115.594185,8.423597,18.683507,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,1.238471,1.380209,10.186332,33.621431,0.000000,90.205630,0.000000,2.359089,31.102923,0.000000,42.100250,482.852791,665.370516,19.008642,22.763596,0.000000,14.771484,58.459490,20.210622,69.285085,40.748764,11.094892,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.019312,0.000000,0.000000,0.00,0.00,0.000000,0.022274,0.00,1.283457,0.00,1.712429,334.669905,0.904068,17.201306,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

9,02:00-02:15,30.656970,0.823878,0.000000,4.114565,0.000000,1.181971,121.109779,0.000000,0.000000,26.064928,9.585953,26.640394,5.294777,82.009777,42.186474,0.000000,115.594185,8.423597,18.683507,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,1.238471,1.380209,9.440626,34.469029,0.000000,90.205630,0.000000,2.359089,30.516075,0.000000,42.100250,482.852791,665.370516,19.008642,22.763596,0.000000,14.771484,58.459490,20.206023,61.366789,40.748764,11.094892,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.015449,0.000000,0.000000,0.00,0.00,0.000000,0.022454,0.00,1.283457,0.00,1.712429,337.213556,0.904068,17.201306,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

10,02:15-02:30,30.656970,0.823878,0.000000,4.114565,0.000000,1.181971,121.109779,0.000000,0.000000,26.064928,9.585953,26.640394,5.294777,82.009777,42.186474,0.000000,115.594185,8.423597,18.361659,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,1.238471,1.380209,12.649158,34.469029,0.000000,90.205630,0.000000,2.359089,30.516075,0.000000,42.100250,482.852791,665.370516,19.008642,22.763596,0.000000,14.771484,58.459490,20.206023,61.366789,40.748764,11.094892,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.012360,0.000000,0.000000,0.00,0.00,0.000000,0.022454,0.00,1.283457,0.00,1.712429,337.389030,0.904068,17.201306,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

11,02:30-02:45,30.656970,0.823878,0.000000,4.114565,0.000000,1.414266,121.109779,0.000000,0.000000,26.064928,9.585953,26.640394,0.000000,82.009777,42.186474,0.000000,115.594185,8.423597,0.856606,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,8.669296,1.380209,11.658398,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,482.852791,665.370516,19.008642,0.000000,0.000000,14.771484,58.459490,20.206023,73.343211,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.022454,0.00,1.283457,0.00,1.712429,337.389030,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

12,02:45-03:00,30.656970,0.823878,0.000000,3.085924,0.000000,1.414266,121.109779,0.000000,0.000000,26.064928,9.585953,26.640394,0.000000,82.009777,42.186474,0.000000,115.594185,8.423597,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,8.669296,1.380209,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,482.852791,665.370516,19.008642,0.000000,0.000000,3.760014,58.459490,20.206023,73.343211,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.022454,0.00,1.283457,0.00,1.712429,337.389030,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

13,03:00-03:15,30.656970,0.823878,0.000000,2.057283,0.000000,1.414266,121.109779,0.000000,0.000000,26.064928,9.585953,26.640394,0.000000,80.886355,42.186474,0.000000,115.594185,8.423597,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,8.669296,1.380209,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,482.852791,665.370516,19.008642,0.000000,0.000000,3.760014,58.459490,20.206023,73.343211,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,337.389030,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

14,03:15-03:30,30.656970,0.823878,0.000000,1.028641,0.000000,1.414266,121.109779,0.000000,0.000000,26.064928,9.585953,26.640394,0.000000,80.886355,42.186474,0.000000,115.594185,8.423597,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,8.669296,1.380209,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,482.852791,665.370516,19.008642,0.000000,0.000000,3.760014,58.459490,20.206023,73.343211,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,337.389030,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

15,03:30-03:45,30.656970,0.823878,0.000000,0.000000,0.000000,1.414266,121.109779,0.000000,0.000000,18.240229,9.585953,26.640394,0.000000,80.886355,42.186474,0.000000,115.594185,8.423597,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,1.238471,1.380209,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,472.507161,590.733556,19.008642,0.000000,0.000000,3.760014,58.459490,14.109673,73.343211,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.315896,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,337.389030,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

16,03:45-04:00,30.656970,0.823878,0.000000,0.000000,0.000000,1.414266,121.109779,0.000000,0.000000,18.240229,9.585953,17.760263,0.000000,80.886355,42.186474,0.000000,115.594185,8.423597,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,1.238471,1.380209,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,443.503161,578.203828,19.008642,0.000000,0.000000,3.760014,58.459490,14.109673,73.343211,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.315896,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,337.389030,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

17,04:00-04:15,30.656970,0.823878,0.000000,0.000000,0.000000,1.414266,121.109779,0.000000,0.000000,18.240229,9.585953,17.760263,0.000000,80.886355,42.186474,0.000000,115.594185,8.423597,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,1.238471,1.380209,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,433.835161,578.203828,19.008642,0.000000,0.000000,3.760014,58.459490,14.109673,73.343211,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.315896,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

18,04:15-04:30,30.656970,0.823878,0.000000,0.000000,0.000000,1.414266,121.109779,0.000000,0.000000,18.240229,9.585953,8.880131,0.000000,80.886355,42.186474,0.000000,115.594185,8.423597,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,1.238471,1.380209,13.575634,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,433.835161,578.203828,19.008642,0.000000,0.000000,3.760014,58.459490,14.109673,73.343211,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.315896,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

19,04:30-04:45,30.656970,0.823878,0.000000,0.000000,0.000000,1.414266,121.109779,0.000000,0.000000,18.240229,19.171907,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,8.423597,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,0.000000,1.380209,14.475433,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,404.831161,661.107315,19.008642,0.000000,0.000000,18.800070,58.459490,14.109673,73.343211,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.315896,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

20,04:45-05:00,30.656970,0.823878,0.000000,0.000000,0.000000,1.414266,121.109779,0.000000,0.000000,18.240229,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,8.423597,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,0.000000,1.380209,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,424.167161,661.107315,19.008642,0.000000,0.000000,24.171520,58.459490,14.109673,73.343211,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.315896,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

21,05:00-05:15,30.656970,0.823878,0.000000,0.000000,0.000000,1.414266,121.109779,0.000000,0.000000,26.064928,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,8.423597,0.000000,51.232666,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,0.000000,1.380209,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,482.852791,623.692348,19.008642,0.000000,0.000000,52.371626,58.459490,20.206023,73.343211,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.315896,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

22,05:15-05:30,30.656970,0.823878,0.000000,0.000000,0.000000,1.414266,121.109779,0.000000,0.000000,26.064928,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,8.423597,0.000000,51.232666,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,0.000000,1.380209,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,482.852791,579.219548,19.008642,0.000000,0.000000,52.371626,58.459490,20.206023,73.343211,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.315896,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

23,05:30-05:45,30.656970,0.823878,0.000000,0.000000,0.000000,1.414266,121.109779,0.000000,0.000000,26.064928,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,8.423597,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,0.000000,1.380209,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,482.852791,536.680348,19.008642,0.000000,0.000000,52.371626,58.459490,20.206023,73.343211,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

24,05:45-06:00,30.656970,0.823878,0.000000,0.000000,0.000000,1.885687,121.109779,0.000000,0.000000,26.064928,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,8.423597,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,0.000000,1.380209,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.512208,0.000000,42.100250,482.852791,496.074748,19.008642,0.000000,0.000000,52.371626,58.459490,20.206023,97.790948,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

25,06:00-06:15,30.656970,0.823878,0.000000,0.000000,0.000000,1.523581,121.109779,0.000000,0.000000,18.022699,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,0.000000,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,0.000000,1.380209,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.921068,0.000000,42.100250,422.629949,516.483896,19.008642,0.000000,0.000000,52.371626,58.459490,13.946380,79.182954,36.661056,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

26,06:15-06:30,30.656970,0.823878,0.000000,0.000000,0.000000,1.523581,121.109779,0.000000,0.000000,18.022699,28.757859,0.000000,0.000000,80.886355,42.186474,0.000000,115.594185,0.000000,0.000000,49.097971,0.000000,0.000000,99.009505,52.115693,142.618106,42.456523,0.000000,1.380209,14.502010,33.621431,0.000000,90.205630,0.000000,2.359089,30.921068,0.000000,42.100250,443.503161,463.774347,19.008642,0.000000,0.000000,52.371626,58.459490,13.946380,79.182954,40.748764,16.608716,2.466767,0.00,0.000000,3.424858,0.000000,1.894622,0.00,0.24,0.794037,2.305464,0.00,1.56,4.116755,0.000000,1.873758,2.594590,0.00,2.870752,1.297295,1.06,4.151343,0.00,2.700657,1.93,0.009887,0.000000,0.000000,0.00,0.00,0.000000,0.007545,0.00,1.283457,0.00,1.712429,333.908550,0.904068,16.830828,0.00,5.137286,0.00,3.395103,0.000000,1.878456,0.00,0,0,0,0,0

