Block,Time,CHAMERA3,SINGRAULI_HYDRO,RAPPB,KOLDAM,DADRI_GF,RAMPUR,RIHAND3,AURY_GF,AURY_LF,UNCHAHAR3,DHAULIGNGA,TEHRI,ANTA_RF,SALAL,CHAMERA2,ANTA_LF,RIHAND2,KOTESHWR,AURY_RF,URI,DADRI_LF,DADRI_CRF,SINGRAULI,DULHASTI,KHSTPP-II,NAPP,TANAKPUR,UNCHAHAR4,BRBCL,URI2,AURY_CRF,RIHAND1,TALA,TANDA2,KHSTPP-I,ANTA_CRF,UNCHAHAR2,JHAJJAR,DADRT2,BSIUL,DADRI_RF,ANTA_GF,PARBATI3,RAPPC,UNCHAHAR1,NJPC,CHAMERA1,SEWA2,KISHANGANGA,KUDGI,GANDHAR-NAPM,KHARGONE-I,KAWAS-ComGas,VSTPS III,NLCIIST2,MAPS,KAPS,VSTPS I,TALST2,KKNP,LARA-I,GANDHAR-ComGas,MOUDA,VSTPS IV,NNTPP,KSTPS I&II,KSTPS7,KGSU3AND4,GADARWARA-I,VALLURNTECL,TAPS-II,KGSU1AND2,KAWAS-RLNG,KAWAS-APM,GANDHAR-APM,RSTPSU7,NLCTS2EXP,KAWAS-zLIQ,GANDHAR-RLNG,RSTPSU1TO6,VSTPS V,NLCEXP,SOLAPUR,SASAN,SIPAT II,FSTPP I & II,NTPL,SIPAT I,SIMHST2,MOUDA_II,KAWAS-NAPM,VSTPS II,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,21.661838,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,17.463553,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,584.826891,19.008642,0.000000,0.000000,52.371626,58.459490,14.109673,146.686423,40.748764,16.608716,2.522830,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019620,0.000000,0.000000,1.88,0.84,0.000000,0.021735,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

84,20:45-21:00,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,18.240229,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,16.847192,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,584.826891,19.008642,0.000000,0.000000,52.371626,58.459490,14.109673,146.686423,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019620,0.000000,0.000000,1.88,0.84,0.000000,0.021735,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

85,21:00-21:15,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,18.240229,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,16.847192,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,594.494891,12.672428,0.000000,0.000000,17.457208,58.459490,14.109673,146.686423,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019620,0.000000,0.000000,1.88,0.84,0.000000,0.021735,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

86,21:15-21:30,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,18.240229,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,16.847192,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,584.826891,12.672428,0.000000,0.000000,16.114346,58.459490,14.109673,146.686423,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019620,0.000000,0.000000,1.88,0.84,0.000000,0.021735,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

87,21:30-21:45,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,18.240229,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,16.847192,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,600.634071,12.672428,0.000000,0.000000,16.114346,58.459490,14.109673,146.686423,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019620,0.000000,0.000000,1.88,0.84,0.000000,0.021915,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

88,21:45-22:00,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,18.240229,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,16.847192,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,619.322315,12.672428,0.000000,0.000000,16.114346,58.459490,14.109673,146.686423,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.284601,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019620,0.000000,0.000000,1.88,0.84,0.000000,0.021915,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

89,22:00-22:15,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,17.463553,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,593.924093,19.008642,0.000000,0.000000,3.357155,58.459490,20.206023,146.686423,40.748764,16.608716,2.522830,9.02,0.000000,3.424858,0.000000,1.894622,0.42,0.24,0.794037,2.304925,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019776,0.000000,0.000000,1.88,0.84,0.000000,0.021915,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.88,0,0,0,0,0

90,22:15-22:30,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,17.463553,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,593.924093,19.008642,0.000000,0.000000,3.357155,58.459490,20.206023,146.686423,40.748764,16.608716,2.522830,9.02,0.000000,3.424858,0.000000,1.894622,0.43,0.24,0.794037,2.305464,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019776,0.000000,0.000000,1.88,0.84,0.000000,0.021915,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.88,0,0,0,0,0

91,22:30-22:45,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,17.463553,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,593.924093,19.008642,0.000000,0.000000,16.114346,58.459490,20.206023,146.686423,40.748764,16.608716,2.522830,9.02,0.000000,3.424858,0.000000,1.894622,0.43,0.24,0.794037,2.305464,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019776,0.000000,0.000000,1.88,0.84,0.000000,0.021915,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.88,0,0,0,0,0

92,22:45-23:00,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,27.665025,0.000000,80.886355,42.186474,0.000000,116.683092,17.463553,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,1.114624,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,593.924093,19.008642,0.000000,0.000000,16.114346,58.459490,20.206023,146.686423,40.748764,16.608716,2.522830,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.305464,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019776,0.000000,0.000000,1.88,0.84,0.000000,0.021915,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

93,23:00-23:15,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,26.640394,0.000000,80.886355,42.186474,0.000000,116.683092,16.847192,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,2.972330,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,593.924093,19.008642,0.000000,0.000000,16.114346,58.459490,20.206023,146.686423,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.305464,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019776,0.000000,0.000000,1.88,0.84,0.000000,0.021915,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

94,23:15-23:30,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,26.640394,0.000000,80.886355,42.186474,0.000000,116.683092,16.847192,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,2.972330,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,593.924093,19.008642,0.000000,0.000000,16.114346,58.459490,20.206023,146.686423,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.305464,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019776,0.000000,0.000000,1.88,0.84,0.000000,0.021915,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

95,23:30-23:45,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,26.640394,0.000000,80.886355,42.186474,0.000000,116.683092,16.847192,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,2.972330,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,593.924093,19.008642,0.000000,0.000000,16.114346,58.459490,20.206023,146.686423,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.305464,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019776,0.000000,0.000000,1.88,0.84,0.000000,0.021987,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

96,23:45-24:00,30.656970,0.823878,0.000000,4.114565,0.000000,2.787539,122.319536,0.000000,0.000000,26.064928,38.432727,26.640394,0.000000,80.886355,42.186474,0.000000,116.683092,16.847192,0.000000,49.097971,0.000000,0.000000,101.530339,52.115693,142.618106,42.456523,2.972330,1.366282,14.502010,33.903963,0.000000,91.188559,0.000000,2.359089,31.662507,0.000000,42.100250,487.170617,593.924093,19.008642,0.000000,0.000000,16.114346,58.459490,20.206023,146.686423,40.748764,16.608716,2.466767,9.02,0.000000,3.424858,0.000000,1.894622,0.41,0.24,0.794037,2.305464,2.93,1.56,4.116755,0.000000,1.873758,2.594590,0.09,2.870752,1.297295,1.06,4.151343,2.30,2.700657,1.93,0.019776,0.000000,0.000000,1.88,0.84,0.000000,0.021987,5.85,1.283457,0.79,1.712429,404.866836,0.904068,16.830828,1.40,5.137286,1.79,3.395103,0.000000,1.878456,0.85,0,0,0,0,0

