Block,Time Block,MAPS,KOTESHWR,KUDGI,KKNP,KISHANGANGA,KOLDAM,KKNPPU2,KHSTPP-I,KHSTPP-II,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,CHAMERA3,CHAMERA2,DHAULIGNGA,DULHASTI,DADRT2,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,RAPPB,RIHAND2,SASAN,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RSTPSU1TO6,RAPPC,NTPL,RSTPSU7,SALAL,PARBATI3,RIHAND3,SIMHST1,SEWA2,SIMHST2,SINGRAULI,TEHRI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TALA,URI,CHAMERA1,BSIUL,BRBCL,NAPP,NLCIIST1,NLCEXP,NJPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,8.53,0,0,0,0,0,28.87,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,335.3,0,60.85,0,0,0,0,51.94,0,0,1.35,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,5.53,0,22.48,0,0.53,0,0,13.96,42.69,0,0,0,0,0,0,0,0

7,01:30-01:45,0,8.53,0,0,0,0,0,28.87,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,335.3,0,60.85,0,0,0,0,51.94,0,0,1.35,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,0,0,22.48,0,0.53,0,0,11.75,42.69,0,0,0,0,0,0,0,0

8,01:45-02:00,0,8.53,0,0,0,0,0,28.87,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,335.3,0,60.85,0,0,0,0,51.94,0,0,1.35,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,0,0,22.48,0,0.53,0,0,9.81,42.69,0,0,0,0,0,0,0,0

9,02:00-02:15,0,8.53,0,0,0,0,0,28.87,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,335.3,0,60.85,0,0,0,0,51.94,0,0,1.35,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,0,0,22.48,0,0.53,0,0,10.13,42.69,0,0,0,0,0,0,0,0

10,02:15-02:30,0,8.53,0,0,0,0,0,28.87,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,335.3,0,60.85,0,0,0,0,51.94,0,0,1.35,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,0,0,22.48,0,0.53,0,0,9.63,42.69,0,0,0,0,0,0,0,0

11,02:30-02:45,0,8.53,0,0,0,0,0,24.52,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,335.3,0,60.85,0,0,0,0,51.94,0,0,1.35,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,0,0,22.48,0,0.53,0,0,11.23,42.69,0,0,0,0,0,0,0,0

12,02:45-03:00,0,8.53,0,0,0,0,0,24.52,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,335.3,0,60.85,0,0,0,0,51.94,0,0,1.35,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,0,0,22.48,0,0.53,0,0,13.99,42.69,0,0,0,0,0,0,0,0

13,03:00-03:15,0,8.53,0,0,0,0,0,24.52,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,335.3,0,60.85,0,0,0,0,51.94,0,0,8.93,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,0,0,22.48,0,0.53,0,0,14.41,42.69,0,0,0,0,0,0,0,0

14,03:15-03:30,0,8.53,0,0,0,0,0,24.52,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,335.3,0,60.85,0,0,0,0,51.94,0,0,40.19,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,0,0,22.48,0,0.53,0,0,14.37,42.69,0,0,0,0,0,0,0,0

15,03:30-03:45,0,8.53,0,0,0,0,0,24.52,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,335.3,0,60.85,0,0,0,0,51.94,0,0,40.19,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,0,0,22.48,0,0.53,0,0,14.09,42.69,0,0,0,0,0,0,0,0

16,03:45-04:00,0,8.53,0,0,0,0,0,24.52,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,335.3,0,60.85,0,0,0,0,51.94,0,0,40.19,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,0,0,22.48,0,0.53,0,0,14.41,42.69,0,0,0,0,0,0,0,0

17,04:00-04:15,0,8.53,0,0,0,0,0,28.87,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,313.46,0,60.85,0,0,0,0,51.94,0,0,40.19,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,0,0,22.48,0,0.53,0,0,14.41,42.69,0,0,0,0,0,0,0,0

18,04:15-04:30,0,8.53,0,0,0,0,0,28.87,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,297.25,0,60.85,0,0,0,0,51.94,0,0,40.19,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,0,0,22.48,0,0.53,0,0,14.41,42.69,0,0,0,0,0,0,0,0

19,04:30-04:45,0,8.53,0,0,0,0,0,28.87,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,281.03,0,60.85,0,0,0,0,51.94,0,0,40.19,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,5.53,0,22.48,0,0.53,0,0,14.41,42.69,0,0,0,0,0,0,0,0

20,04:45-05:00,0,8.53,0,0,0,0,0,28.87,94.73,9.62,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,264.82,0,60.85,0,0,0,0,51.94,0,0,8.93,0,87.6,0,0,0,93.56,0,0,11.54,0,0,4.14,14.27,0,0,5.53,0,22.48,0,0.53,0,0,14.41,42.69,0,0,0,0,0,0,0,0

21,05:00-05:15,0,8.53,0,0,0,0,0,28.87,94.73,11.23,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,248.61,0,60.85,0,0,0,0,51.94,0,0,1.35,0,87.6,0,0,0,110.27,14.95,0,11.54,0,0,4.14,14.27,0,0,5.53,0,22.48,0,0.53,0,0,14.41,42.69,0,0,0,0,0,0,0,0

22,05:15-05:30,0,8.53,0,0,0,0,0,28.87,94.73,11.23,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,232.4,0,60.85,0,0,0,0,51.94,0,0,1.35,0,87.6,0,0,0,110.27,29.9,0,11.54,0,0,4.14,14.27,0,0,5.53,0,22.48,0,0.53,0,0,14.41,42.69,0,0,0,0,0,0,0,0

23,05:30-05:45,0,8.53,0,0,0,0,0,28.87,94.73,10.87,346.08,0,0,0,0,0,15.83,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,216.18,0,60.85,0,0,0,0,51.94,0,0,1.35,0,87.6,0,0,0,110.27,29.9,0,13.15,0,0,4.14,16.66,0,0,5.53,0,22.48,0,0.53,0,0,14.41,42.69,0,0,20.01,0,0,0,0,0

24,05:45-06:00,0,8.53,0,0,0,0,0,28.87,94.73,10.69,346.08,0,0,0,0,0,15.83,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,91.56,199.96,0,60.85,0,0,0,0,51.94,0,0,1.35,0,87.6,0,0,0,110.27,44.85,0,13.15,0,0,4.14,16.86,0,0,5.53,0,22.48,0,0.53,0,0,14.41,42.69,0,0,38.66,0,0,0,0,0

25,06:00-06:15,0,8.53,0,0,0,0,0,34.87,114.4,12.24,375.23,0,0,0,0,8.78,15.83,389.27,0,0,0,0,0,0,0,0,0,0,0,0,0,109.94,189.16,0,82.05,0,0,0,0,51.94,0,0,1.35,3.67,115.71,0,0,0,110.27,44.85,0,14.9,0,0,4.14,19.85,0,0,0,0,26.21,0,0.53,0,1.06,14.41,42.69,0,0,56.42,0,0,0,0,0

26,06:15-06:30,0,8.53,0,0,0,0,0,43.3,141.67,15.36,379.31,0,0,0,2.57,17.55,31.66,456.52,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,15.9,119.45,0,0,0,120.78,59.8,0,19.75,0,0,4.14,25.36,0,0,0,0,35.11,0,0.53,0,6.26,14.41,42.69,0,0,74.61,0,0,0,0,0

27,06:30-06:45,0,9.47,0,0,0,0,0,43.45,142.49,15.36,456.14,0,0,9.29,7.69,26.34,31.66,527.78,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,15.9,119.45,0,5.06,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,0,0,38.63,0,25.45,12.14,6.26,14.41,42.69,0,0,90.99,0,0,0,0,0

28,06:45-07:00,0,28.42,0,0,0,0,0,43.45,142.49,15.36,504.22,0,0,18.62,25.31,26.34,31.66,575.82,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,15.9,119.45,0,10.12,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,0,0,40.73,0,25.45,27,12.53,14.41,42.69,0,0,131.94,0,0,0,0,0

29,07:00-07:15,0,28.42,0,0,0,0,0,43.45,142.49,15.36,552.26,0,0,18.62,25.31,26.34,31.66,623.86,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,15.9,119.45,0,10.12,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.23,0,40.73,0,25.45,27,12.53,14.41,42.69,0,0,131.94,0,0,0,0,0

30,07:15-07:30,0,28.42,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,18.62,25.31,26.34,31.66,656.36,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,15.9,119.45,0,10.12,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.23,0,40.73,0,3.18,27,12.53,14.41,42.69,0,0,131.94,0,0,0,0,0

31,07:30-07:45,0,28.42,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,18.62,25.31,26.34,31.66,656.36,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,15.9,119.45,0,10.12,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.23,0,40.73,0,1.07,27,12.53,14.41,42.69,0,0,118.28,0,0,0,0,0

32,07:45-08:00,0,28.42,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,18.62,25.31,26.34,31.66,656.36,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,3.42,119.45,0,5.06,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.23,0,40.73,0,1.07,27,12.53,14.41,42.69,0,0,118.28,0,0,0,0,0

33,08:00-08:15,0,28.42,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,18.62,25.31,26.34,31.66,656.36,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,5.06,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.23,0,40.73,0,3.18,27,12.53,14.41,42.69,0,0,118.28,0,0,0,0,0

34,08:15-08:30,0,28.42,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,18.62,25.31,15.35,31.66,656.36,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,4.88,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.23,0,40.73,0,25.45,27,12.53,14.41,42.69,0,0,118.28,0,0,0,0,0

35,08:30-08:45,0,9.47,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,9.29,25.31,8.78,31.66,656.36,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,4.86,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.23,0,40.73,0,25.45,11.54,6.26,14.41,42.69,0,0,89.89,0,0,0,0,0

36,08:45-09:00,0,8.53,0,0,0,0,0,43.45,142.49,15.36,628.65,0,0,0,12.65,8.78,31.66,656.36,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.23,0,40.73,0,3.18,0,6.26,14.41,42.69,0,0,54.59,0,0,0,0,0

37,09:00-09:15,0,8.53,0,0,0,0,0,43.45,142.49,15.36,597.11,0,0,0,0,0,15.83,656.36,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,59.8,0,19.75,0,0,4.14,25.36,0,0,1.23,0,40.73,0,1.07,0,1.06,14.41,42.69,0,0,36.4,0,0,0,0,0

38,09:15-09:30,0,8.53,0,0,0,0,0,43.45,142.49,15.36,597.11,0,0,0,0,0,15.83,656.36,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,12.28,0,119.45,0,0,0,121.02,44.85,0,19.75,0,0,4.14,25.36,0,0,1.23,0,40.73,0,1.07,0,0,14.41,42.69,0,0,18.48,0,0,0,0,0

39,09:30-09:45,0,8.53,0,0,0,0,0,43.45,142.49,15.36,549.87,0,0,0,0,0,15.83,647.12,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,53.58,0,119.45,0,0,0,121.02,29.9,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

40,09:45-10:00,0,8.53,0,0,0,0,0,43.45,142.49,15.36,549.87,0,0,0,0,0,15.83,637.51,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,53.58,0,119.45,0,0,0,121.02,29.9,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

41,10:00-10:15,0,8.53,0,0,0,0,0,43.45,142.49,15.36,549.87,0,0,0,0,0,15.83,623.1,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,53.58,0,119.45,0,0,0,121.02,27.84,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

42,10:15-10:30,0,8.53,0,0,0,0,0,43.45,142.49,15.36,549.87,0,0,0,0,0,15.83,623.1,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,12.28,0,119.45,0,0,0,121.02,27.84,0,19.75,0,0,4.14,25.36,0,0,1.72,0,40.73,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

43,10:30-10:45,0,8.53,0,0,0,0,0,43.45,142.49,15.36,530.65,0,0,0,0,0,15.83,599.08,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,13.92,0,19.75,0,0,10.34,25.36,0,0,1.72,0,40.73,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

44,10:45-11:00,0,8.53,0,0,0,0,0,43.45,142.49,15.36,530.65,0,0,0,0,0,15.83,575.06,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,13.92,0,19.75,0,0,10.34,25.36,0,0,1.72,0,40.73,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

45,11:00-11:15,0,8.53,0,0,0,0,0,43.45,142.49,15.36,547.63,0,0,0,0,0,0,528.58,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,10.34,25.36,0,0,1.72,0,40.73,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

46,11:15-11:30,0,8.53,0,0,0,0,0,43.45,142.49,15.36,475.06,0,0,0,0,0,0,485.35,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,19.75,0,0,10.34,25.36,0,0,1.72,0,40.73,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

47,11:30-11:45,0,8.53,0,0,0,0,0,43.45,142.49,15.36,398.19,0,0,0,0,0,0,379.66,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,17.62,0,0,10.34,22.76,0,0,1.72,0,30.52,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

48,11:45-12:00,0,8.53,0,0,0,0,0,34.93,114.5,12.46,346.08,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,13.75,0,0,10.34,17.77,0,0,1.72,0,22.48,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

49,12:00-12:15,0,8.53,0,0,0,0,0,43.45,142.49,13.24,346.08,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.72,0,0,4.14,14.27,0,0,1.72,0,22.48,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

50,12:15-12:30,0,8.53,0,0,0,0,0,43.45,142.49,13.24,346.08,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

51,12:30-12:45,0,8.53,0,0,0,0,0,43.45,142.49,13.24,346.08,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

52,12:45-13:00,0,8.53,0,0,0,0,0,43.45,142.49,13.24,346.08,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

53,13:00-13:15,0,8.53,0,0,0,0,0,43.45,142.49,13.24,346.08,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,4.24,0,0,14.41,42.69,0,0,0,0,0,0,0,0

54,13:15-13:30,0,8.53,0,0,0,0,0,43.45,142.49,13.24,346.08,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,4.24,0,0,14.41,42.69,0,0,0,0,0,0,0,0

55,13:30-13:45,0,8.53,0,0,0,0,0,34.93,114.5,10.34,345.76,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,4.24,0,0,14.41,42.69,0,0,0,0,0,0,0,0

56,13:45-14:00,0,8.53,0,0,0,0,0,34.93,114.5,10.34,345.76,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,4.24,0,0,14.41,42.69,0,0,0,0,0,0,0,0

57,14:00-14:15,0,8.53,0,0,0,0,0,34.93,114.5,10.34,345.76,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

58,14:15-14:30,0,8.53,0,0,0,0,0,34.93,114.5,10.34,345.76,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

59,14:30-14:45,0,8.53,0,0,0,0,0,34.93,114.5,10.34,345.76,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

60,14:45-15:00,0,8.53,0,0,0,0,0,34.93,114.5,12.46,345.76,0,0,0,0,0,0,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

61,15:00-15:15,0,8.53,0,0,0,0,0,34.93,114.5,10.22,345.76,0,0,0,0,0,15.83,350.84,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

62,15:15-15:30,0,8.53,0,0,0,0,0,34.93,114.5,10.22,345.76,0,0,0,0,0,15.83,361,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09,189.16,0,88.39,0,0,0,0,51.94,0,0,1.35,0,119.45,0,0,0,121.02,0,0,11.54,0,0,4.14,14.27,0,0,1.72,0,22.48,0,1.07,0,0,14.41,42.69,0,0,0,0,0,0,0,0

