Column1,Time,GNA/NR/2025/08/01/5126,GNA/NR/2025/06/07/5932,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/4125,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/6187,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/08/01/3698,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/2952,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/5784,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/8128,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/2414,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,GNARE/SR/2025/01/13/4532,GNARE/WR/2025/08/25/1832,L_NR_2019_19,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59
9,02:00-02:15,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,70.17,270.59,0,4,66.89,15.25,81.78,19.24,20.76,81.78,0,12.65,251.83,2.77,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,13.5,40.5,13.5,32.67,32.66,7.7,41.02,0,0,0,0

10,02:15-02:30,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,70.17,270.59,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,235.32,2.77,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,13.67,40.99,13.67,31.67,31.66,7.08,37.62,0,0,0,0

11,02:30-02:45,20.44,-0,0,14.58,0,28.93,81.78,0,0,14.58,0,0,70.17,270.59,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,219.55,3.24,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,13.33,40.01,13.33,30.33,30.34,6.67,36.82,0,0,0,0

12,02:45-03:00,20.44,-0,0,14.58,0,28.93,72.16,0,0,14.58,0,0,70.17,263.78,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,204.84,3.24,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,12.83,38.51,12.83,29.33,29.34,6.67,35.21,0,0,0,0

13,03:00-03:15,20.44,-0,0,14.58,0,28.93,52.92,0,0,14.58,0,0,70.17,235.61,0,2.13,56.4,15.25,81.78,19.24,20.76,81.78,0,9.88,204.84,3.23,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,12.17,36.49,12.17,28.33,28.34,10.31,35.81,0,0,0,0

14,03:15-03:30,20.44,-0,0,14.58,0,28.93,52.92,0,0,14.58,0,0,70.17,220.56,0,2.13,56.4,15.25,81.78,19.24,20.76,81.78,0,9.88,204.84,3.23,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,11.5,34.5,11.5,27.33,27.34,9.84,34.41,0,0,0,0

15,03:30-03:45,20.44,-0,0,14.58,0,28.93,52.92,0,0,14.58,0,0,70.17,216.22,0,2.13,56.4,15.25,81.78,19.24,20.76,81.78,0,9.88,204.84,3.23,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,10.83,32.51,10.83,26.33,26.34,9.35,32.01,0,0,0,0

16,03:45-04:00,20.44,-0,0,14.58,0,28.93,52.92,0,0,14.58,0,0,70.17,201.14,0,2.13,56.4,15.25,81.78,19.24,20.76,81.78,0,9.88,204.84,3.23,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,10.17,30.49,10.17,25.33,25.34,8.81,31.61,0,0,0,0

17,04:00-04:15,20.44,-0,0,14.58,0,28.93,52.92,0,0,14.58,0,0,70.17,239.62,0,2.13,56.4,15.25,81.78,19.24,20.76,81.78,0,9.88,216.8,3.23,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,9.5,28.5,9.5,35.27,35.26,7.65,31.61,0,0,0,0

18,04:15-04:30,20.44,-0,0,14.58,0,28.93,52.92,0,0,14.58,0,0,70.17,270.59,0,2.13,56.4,15.25,81.78,19.24,20.76,81.78,0,9.88,187.31,3.23,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,8.67,25.99,8.67,34.5,34.5,6.67,30.81,0,0,0,0

19,04:30-04:45,20.44,-0,0,14.58,0,28.93,52.92,0,0,14.58,0,0,70.17,265,0,2.13,56.4,15.25,81.78,19.24,20.76,81.78,0,9.88,169.55,3.23,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,7.5,22.5,7.5,32.58,32.59,9.33,30.81,0,0,0,0

20,04:45-05:00,20.44,-0,0,14.58,0,28.93,52.92,0,0,14.58,0,0,70.17,270.59,0,2.13,56.4,15.25,81.78,19.24,20.76,81.78,0,9.88,217.47,3.23,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,6.67,19.99,6.67,30.67,30.66,8.33,30.81,0,0,0,0

21,05:00-05:15,20.44,-0,0,14.58,0,28.93,79.85,0,0,14.58,0,0,70.17,270.59,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,260.34,3.23,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,6.67,19.99,6.67,34.33,34.34,7.33,32.41,0,0,0,0

22,05:15-05:30,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,70.17,270.59,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,260.34,3.23,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,6.67,19.99,6.67,31.67,31.66,6.67,35.21,0,0,0,0

23,05:30-05:45,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,70.17,270.59,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,246.4,3.23,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,6.67,19.99,6.67,29.67,29.66,6,37.02,0,0,0,0

24,05:45-06:00,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,70.17,270.59,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,249.41,3.23,20.44,40.89,0,0,0,0,0,0,0,0,0,0,0,6.67,19.99,6.67,28,28,5.33,39.22,0,0,0,0

25,06:00-06:15,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,70.17,270.59,0,4,86.78,15.25,81.78,19.24,20.76,81.78,0,12.65,260.34,3.23,20.44,40.89,0,1,0,1.74,1,1,0.35,1,0,0.75,0,6.67,19.99,6.67,26.67,26.66,5,41.82,1.56,0.05,0,0

26,06:15-06:30,20.44,-0,0,14.58,0,28.93,100.23,0,0,14.58,0,0,70.17,270.59,0,4,86.78,15.25,81.78,19.24,20.76,81.78,0,12.65,260.34,3.23,20.44,40.89,0,9.47,1,4.5,2,2,0.9,2,1,1.78,1,6.67,19.99,6.67,25.33,25.34,5,41.82,9.9,2.5,0,0

27,06:30-06:45,20.44,-0,0,14.58,0,28.93,100.23,0,0.68,14.58,0.68,0.52,70.17,270.59,0,4,86.78,15.25,81.78,19.24,20.76,81.78,0,12.65,260.34,3.23,20.44,40.89,0,16.06,3,8.77,4,3,1.76,5,2,3.17,4,6.67,19.99,6.67,23.33,23.34,5,41.82,16.8,6.17,0,0

28,06:45-07:00,20.44,-0,0,14.58,0,28.93,100.23,0,1.1,14.58,1.1,0.84,70.17,270.59,0,4,66.89,15.25,81.78,19.24,20.76,81.78,0,12.65,260.34,3.23,20.44,40.89,0,24.9,5,14.97,7,4,3,7,4,4.93,8,6.67,19.99,6.67,21.33,21.34,5,41.82,25.65,11.14,0,0

29,07:00-07:15,20.44,-0,0,14.58,0,28.93,100.23,0,1.77,14.58,1.77,1.37,70.17,270.59,0,4,66.89,15.25,81.78,19.24,20.76,81.78,0,12.65,222.88,3.23,20.44,40.89,0,33,7,22.98,11,5,4.6,11,6,8.26,12,6.67,19.99,6.67,20,20,5,42.02,33,17.02,0,0

30,07:15-07:30,20.44,-0,0,14.58,0,28.93,100.23,0,2.51,14.58,2.51,1.94,70.17,258.82,0,4,66.89,15.25,81.78,19.24,20.76,81.78,0,12.65,204.84,3.23,20.44,40.89,0,33,12,32.32,13,7,6.46,16,8,11.71,16,6.67,19.99,6.67,19,19,5,42.02,33,23.31,0,0

31,07:30-07:45,20.44,-0,0,14.58,0,28.93,100.23,0,3.27,14.58,3.27,2.53,70.17,242.68,0,4.69,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,204.84,3.23,20.44,40.89,0,33,16,43.36,16,8,8.67,21,11,15.25,24,6.67,19.99,6.67,18.67,18.66,5,46.02,33,31.88,0,0

32,07:45-08:00,20.44,-0,0,14.58,0,28.93,100.23,0,4.13,14.58,4.13,3.19,70.17,218.19,0,4.65,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,204.84,3.23,20.44,40.89,0,32.9,21,56.19,18,12,11.24,28,14,18.87,32,6.67,19.99,6.67,18.67,18.66,5,46.02,32.9,39.92,0,0

33,08:00-08:15,20.44,-0,0,14.58,0,28.93,81.78,0,5.01,14.58,5.01,3.88,70.17,179.7,0,4.42,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,204.84,3.21,20.44,40.89,0,33,22,67.85,22,16,13.57,25,13,23.75,33,6.67,19.99,6.67,18.67,18.66,5,35.02,33,48.22,0,0

34,08:15-08:30,20.44,-0,0,14.58,0,28.93,52.92,0,5.69,14.58,5.69,4.4,70.17,149.62,0,4.42,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,204.84,3.21,20.44,40.89,0,33,27,75.02,27,18,15.01,30,15,28.73,33,6.67,19.99,6.67,19,19,5,35.22,33,56.56,0,0

35,08:30-08:45,20.44,-0,0,14.58,0,28.93,52.92,0,6.74,14.58,6.74,5.21,70.17,149.62,0,4.42,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,33,92.05,38,19,18.41,40,20,33.85,33,6.67,19.99,6.67,18,18,5,35.42,33,65.09,0,0

36,08:45-09:00,20.44,-0,0,14.58,0,28.93,52.92,0,7.69,14.58,7.69,5.95,70.17,149.62,0,4.42,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,39,109.26,44,21,21.85,45,23,38.96,33,6.67,19.99,6.67,16.33,16.34,5,36.02,33,79.35,0,0

37,09:00-09:15,20.44,-0,0,14.58,0,28.93,52.92,0,8.83,14.58,8.83,6.82,70.17,149.62,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,46,125.69,51,24,25.14,52,26,45.09,33,6.67,19.99,6.67,15,15,5,34.02,33,88,0,0

38,09:15-09:30,20.44,-0,0,14.58,0,28.93,52.92,0,9.97,14.58,9.97,7.7,70.17,149.62,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,51,141.58,56,27,28.32,59,29,51.38,33,6.67,19.99,6.67,13.33,13.34,5,35.02,33,96.18,0,0

39,09:30-09:45,20.44,-0,0,14.58,0,28.93,52.92,0,11.06,14.58,11.06,8.55,70.17,149.62,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,55,160.17,60,32,32.04,63,32,60.54,33,6.67,19.99,6.67,13.33,13.34,5,36.02,33,103.26,0,0

40,09:45-10:00,20.44,-0,0,14.58,0,28.93,52.92,0,12.12,14.58,12.12,9.37,70.17,149.62,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,60,174.12,63,34,34.83,70,35,66.99,33,6.67,19.99,6.67,13.33,13.34,5,38.01,33,110.07,0,0

41,10:00-10:15,20.44,-0,0,14.58,0,28.93,52.92,0,12.65,14.58,12.65,9.77,70.17,149.62,0,8.51,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,4.6,20.44,40.89,0,33,67,191.62,68,36,38.32,80,40,72.77,33,6.67,19.99,6.67,13.33,13.34,5,43.47,33,115.94,0,0

42,10:15-10:30,20.44,-0,0,14.58,0,28.93,52.92,0,13.17,14.58,13.17,10.18,70.17,149.62,0,8.51,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,4.6,20.44,40.89,0,33,72,201.91,69,39,40.38,85,43,78.54,33,6.67,19.99,6.67,13.33,13.34,5,44.15,33,116.88,0,0

43,10:30-10:45,20.44,-0,0,14.58,0,28.93,52.92,0,13.59,14.58,13.59,10.51,70.17,149.62,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,4.6,20.44,40.89,0,33,75,218.67,69,38,43.74,90,45,87.2,33,5.71,17.13,5.71,10.62,10.61,5,44.16,33,116.88,0,0

44,10:45-11:00,20.44,-0,0,14.58,0,28.93,52.92,0,14.1,14.58,14.1,10.89,70.17,149.62,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,4.6,20.44,40.89,0,33,78,226.71,71,40,45.34,90,45,91.19,33,5.69,17.08,5.69,10.69,10.68,5,43.89,33,116.88,0,0

45,11:00-11:15,20.44,-108.08,0,14.58,0,28.93,52.92,0,14.44,14.58,14.44,11.16,70.17,149.62,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,4.6,20.44,40.89,0,33,79,233.87,73,37,46.77,90,45,93.17,33,5.77,17.3,5.77,10.74,10.73,5,33.42,33,116.88,0,0

46,11:15-11:30,20.44,-108.08,0,14.58,0,28.93,52.92,0,14.75,14.58,14.75,11.4,70.17,149.62,0,4,38.48,15.25,81.78,19.24,20.76,81.78,0,12.65,109.68,4.6,20.44,40.89,0,33,79,237.5,75,37,47.5,90,45,94.85,33,5.82,17.43,5.82,10.75,10.76,5,32.82,33,116.88,0,0

47,11:30-11:45,20.44,-216.15,0,14.58,0,28.93,52.92,0,14.75,14.58,14.75,11.4,70.17,159.81,0,4,38.48,15.25,81.78,19.24,20.76,81.78,0,12.65,109.68,4.6,20.44,40.89,0,33,79,250,70,39,50,90,45,95.98,33,5.88,17.66,5.88,10.86,10.85,5,32.42,33,116.88,0,0

48,11:45-12:00,20.44,-216.15,0,14.58,0,28.93,52.92,0,14.75,14.58,14.75,11.4,70.17,168.06,0,4,38.48,15.25,81.78,19.24,20.76,81.78,0,12.65,109.68,4.6,20.44,40.89,0,33,79,250,70,41,50,90,45,96,33,5.98,17.96,5.98,10.97,10.98,5,31.82,33,116.88,0,0

49,12:00-12:15,20.44,-216.15,0,14.58,0,28.93,52.92,0,14.75,14.58,14.75,11.4,70.17,181.63,0,4,38.48,15.25,81.78,19.24,20.76,81.78,0,12.65,109.68,4.6,20.44,40.89,0,33,79,250,73,34,50,87,43,96,33,6.16,18.48,6.16,11.34,11.34,5,35.02,33,116.88,0,0

50,12:15-12:30,20.44,-216.15,0,14.58,0,28.93,52.92,0,14.75,14.58,14.75,11.4,70.17,187.12,0,4,38.48,15.25,81.78,19.24,20.76,81.78,0,12.65,109.68,4.6,20.44,40.89,0,33,79,250,73,35,50,87,43,96,33,6.31,18.94,6.31,11.87,11.88,5,35.62,33,116.88,0,0

51,12:30-12:45,20.44,-224.8,0,14.58,0,28.93,52.92,0,14.75,14.58,14.75,11.4,70.17,200.76,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,4.6,20.44,40.89,0,33,79,245.83,85,36,49.17,85,43,96,33,6.48,19.44,6.48,12.51,12.51,5,36.42,33,116.88,0,0

52,12:45-13:00,20.44,-224.8,0,14.58,0,28.93,52.92,0,14.75,14.58,14.75,11.4,70.17,179.75,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,4.6,20.44,40.89,0,33,79,241.67,85,36,48.33,85,43,96,33,6.67,19.99,6.67,13.18,13.17,5,37.22,33,116.88,0,0

53,13:00-13:15,20.44,-224.8,0,14.58,0,28.93,52.92,0,14.75,14.58,14.75,11.4,70.17,173.01,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,66,237.5,85,37,47.5,77,38,95.22,33,6.67,19.99,6.67,13.91,13.9,5,38.41,33,116.88,0,0

54,13:15-13:30,20.44,-224.8,0,14.58,0,28.93,52.92,0,14.75,14.58,14.75,11.4,70.17,172.33,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,64,233.33,85,38,46.67,77,38,93.85,33,6.67,19.99,6.67,14.65,14.64,5,39.21,33,122.53,0,0

55,13:30-13:45,20.44,-224.8,0,14.58,0,28.93,52.92,0,14.75,14.58,14.75,11.4,70.17,176.44,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,66,229.17,81,38,45.83,77,38,92.63,33,6.67,19.99,6.67,15.41,15.41,5,39.81,33,120.4,0,0

56,13:45-14:00,20.44,-112.4,0,14.58,0,28.93,52.92,0,14.75,14.58,14.75,11.4,70.17,198.37,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,64,225,81,38,45,77,38,90.93,33,6.67,19.99,6.67,16.25,16.24,5,41.61,33,118.73,0,0

57,14:00-14:15,20.44,-0,0,14.58,0,28.93,52.92,0,13.91,14.58,13.91,10.75,70.17,197.64,0,4,38.48,15.25,81.78,19.24,20.76,81.78,0,12.65,109.68,3.21,20.44,40.89,0,33,60,204.17,70,38,40.83,77,38,81.83,33,6.67,19.99,6.67,17.12,17.12,5.67,28.01,33,112.69,0,0

58,14:15-14:30,20.44,-0,0,14.58,0,28.93,52.92,0,12.55,14.58,12.55,9.7,70.17,202.51,0,4,38.48,15.25,81.78,19.24,20.76,81.78,0,12.65,109.68,3.21,20.44,40.89,0,33,60,200,67,38,40,73,37,78.84,33,6.67,19.99,6.67,18.08,18.09,6.67,29.01,33,105.97,0,0

59,14:30-14:45,20.44,-0,0,14.58,0,28.93,52.92,0,11.09,14.58,11.09,8.57,70.17,218.66,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,54,195.83,64,37,39.17,67,33,75.86,33,6.67,19.99,6.67,19.05,19.06,7.33,28.01,33,101.31,0,0

60,14:45-15:00,20.44,-0,0,14.58,0,28.93,52.92,0,9.59,14.58,9.59,7.41,70.17,225.87,0,4,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,52,185.83,61,36,37.17,63,32,72.87,33,6.67,19.99,6.67,20.06,20.06,7.67,28.41,33,96.32,0,0

61,15:00-15:15,20.44,-0,0,14.58,0,28.93,52.92,0,9.47,14.58,9.47,7.31,70.17,243.64,0,4.66,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,40,170.51,64,34,34.1,47,23,64.72,33,7,21,7,20.68,20.68,8,29.22,33,91.06,0,0

62,15:15-15:30,20.44,-0,0,14.58,0,28.93,52.92,0,9.02,14.58,9.02,6.97,70.17,249.93,0,4.63,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,37,155.23,63,32,31.05,43,22,60.21,33,7.83,23.51,7.83,21.07,21.08,8.67,29.62,33,85.25,0,0

63,15:30-15:45,20.44,-0,0,14.58,0,28.93,52.92,0,8.59,14.58,8.59,6.64,70.17,249.61,0,4.63,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,27,139.95,52,30,27.99,43,22,55.7,33,6.89,20.64,6.89,19.26,19.26,7.93,30.02,33,77.89,0,0

64,15:45-16:00,20.44,-0,0,14.58,0,28.93,52.92,0,8.15,14.58,8.15,6.3,70.17,241.96,0,4.63,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,24,124.67,47,28,24.94,40,20,51.2,33,7.56,22.68,7.56,19.54,19.53,8.05,31.02,33,76.23,0,0

65,16:00-16:15,20.44,-0,0,14.58,0,28.93,52.92,0,4.27,14.58,4.27,3.31,70.17,226.09,0,4.63,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,24,79.17,15,8,15.83,23,12,38.33,24,8.78,26.31,8.78,19.47,19.47,8.33,32.02,33,68.39,0,0

66,16:15-16:30,20.44,-0,0,14.58,0,28.93,52.92,0,3.74,14.58,3.74,2.89,70.17,226.09,0,4.63,56.4,15.25,81.78,19.24,20.76,81.78,0,12.65,169.55,3.21,20.44,40.89,0,33,24,70.83,15,7,14.17,20,10,35,16,9.32,27.93,9.32,19.27,19.28,8.56,33.02,33,60.36,0,0

67,16:30-16:45,20.44,-0,0,14.58,0,28.93,52.92,0,2.87,14.58,2.87,2.22,70.17,264.58,0,4.63,76.28,15.25,81.78,19.24,20.76,81.78,0,12.65,225.05,3.21,20.44,40.89,0,33,19,45.83,10,6,9.17,20,10,18.33,8,9.72,29.16,9.72,19.02,19.01,8.72,34.02,33,52.41,0,0

68,16:45-17:00,20.44,-0,0,14.58,0,28.93,52.92,0,2.53,14.58,2.53,1.95,70.17,270.59,0,4.63,76.28,15.25,81.78,19.24,20.76,81.78,0,12.65,225.05,3.21,20.44,40.89,0,33,19,41.67,10,5,8.33,20,10,16.67,5,10.13,30.36,10.13,18.75,18.74,8.88,34.02,33,39.18,0,0

69,17:00-17:15,20.44,-0,0,14.58,0,28.93,52.92,0,2.43,14.58,2.43,1.89,70.17,270.59,0,4,76.28,15.25,81.78,19.24,20.76,81.78,0,12.65,225.05,3.21,20.44,40.89,0,33,15,37.5,5,5,7.5,17,8,15,2,9.86,29.55,9.86,18.42,18.43,9.02,40.01,32.97,32.09,0,0

70,17:15-17:30,20.44,-0,0,14.58,0,28.93,52.92,0,1.89,14.58,1.89,1.47,70.17,270.59,0,4,76.28,15.25,81.78,19.24,20.76,81.78,0,12.65,225.05,3.21,20.44,40.89,0,32.2,13,33.33,5,5,6.67,13,7,13.33,0,9.59,28.74,9.59,17.89,17.88,9.12,40.01,24.43,25.29,0,0

