Block,Time,BSIUL,FSTPP I & II,JHAJJAR,KOTESHWR,SASAN,ANTA_LF,AURY_GF,CHAMERA1,KGSU1AND2,MAPS,NLCEXP,TANAKPUR,TelanganaSTPP,UNCHAHAR3,URI,BRBCL,KOLDAM,KUDGI,NLCTS2EXP,RAMPUR,RSTPSU7,TALST2,NJPC,NTPL,SIMHST1,SINGRAULI_HYDRO,TALA,TEHRI,UNCHAHAR1,AURY_LF,CHAMERA2,CHAMERA3,DADRT2,DULHASTI,KISHANGANGA,NLCIIST1,NNTPP,RAPPC,SINGRAULI,TANDA2,ANTA_RF,DADRI_RF,KHSTPP-II,NAPP,RIHAND2,SALAL,SIMHST2,UNCHAHAR2,UNCHAHAR4,VALLURNTECL,AURY_RF,DADRI_LF,DHAULIGNGA,KGSU3AND4,KKNP,PARBATI2,PARBATI3,RAPPB,RSTPSU1TO6,SEWA2,URI2,ANTA_CRF,ANTA_GF,DADRI_CRF,KHSTPP-I,KKNPPU2,NLCIIST2,RAPPD,RIHAND1,RIHAND3,AURY_CRF,DADRI_GF
6,01:15-01:30,13.04,20.8,670.67,10.43,418.77,0,0,28.13,0,0,0,6.27,0,27.68,52.36,20,7.19,0,0,5.42,0,0,138.33,0,0,0.98,0,31.29,21.94,0,48.81,35.03,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.17,100.46,148.3,25.9,124.58,79.38,0,45,2.3,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,35.34,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

7,01:30-01:45,13.04,20.8,670.67,10.43,418.77,0,0,28.13,0,0,0,6.27,0,27.68,52.36,20,7.19,0,0,5.42,0,0,138.33,0,0,0.98,0,31.29,21.94,0,48.81,35.03,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.83,100.46,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,35.34,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

8,01:45-02:00,13.04,20.8,670.67,10.43,418.77,0,0,28.13,0,0,0,6.27,0,27.68,52.36,20,7.19,0,0,4.4,0,0,110.67,0,0,0.98,0,31.29,21.94,0,48.81,35.03,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.83,100.46,148.3,25.9,124.58,79.38,0,45,2.3,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,35.34,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

9,02:00-02:15,13.04,20.8,670.67,10.43,418.77,0,0,28.13,0,0,0,6.27,0,27.68,52.36,20,7.19,0,0,4.4,0,0,110.67,0,0,0.98,0,31.29,21.94,0,48.81,35.03,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.83,100.46,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,35.34,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

10,02:15-02:30,13.04,20.8,670.67,10.43,418.77,0,0,28.13,0,0,0,6.27,0,27.68,52.36,20,4.79,0,0,4.4,0,0,110.67,0,0,0.98,0,31.29,21.94,0,48.81,35.03,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.83,100.46,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,35.34,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

11,02:30-02:45,13.04,20.8,670.67,10.43,418.77,0,0,28.13,0,0,0,0.51,0,27.68,52.36,20,4.79,0,0,4.4,0,0,110.67,0,0,0.98,0,31.29,21.94,0,48.81,35.03,548.92,59.5,8.63,0,0,69.23,150.34,5.7,52.22,100.46,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,35.34,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

12,02:45-03:00,13.04,20.8,670.67,10.43,418.77,0,0,28.13,0,0,0,0.51,0,27.68,52.36,20,4.79,0,0,4.4,0,0,110.67,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,52.22,100.46,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,35.34,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

13,03:00-03:15,13.04,20.8,670.67,10.43,418.77,0,0,28.13,0,0,0,0.51,0,27.68,52.36,20,4.79,0,0,4.4,0,0,110.67,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,52.22,100.46,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

14,03:15-03:30,13.04,20.8,670.67,10.43,418.77,0,0,28.13,0,0,0,0.51,0,27.68,52.36,20,4.79,0,0,4.4,0,0,110.67,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,52.22,100.46,148.3,25.9,124.58,52.92,0,45,3.2,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

15,03:30-03:45,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,0.51,0,27.68,52.36,20,4.79,0,0,4.4,0,0,110.67,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,52.22,100.46,148.3,25.9,124.58,26.46,0,45,3.2,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

16,03:45-04:00,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,0.51,0,27.68,52.36,20,4.79,0,0,4.4,0,0,110.67,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,52.22,100.46,148.3,25.9,124.58,26.46,0,45,3.2,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

17,04:00-04:15,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,0.51,0,27.68,52.36,20,4.79,0,0,4.4,0,0,110.67,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,52.22,100.46,148.3,25.9,124.58,26.46,0,45,3.2,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

18,04:15-04:30,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,0.51,0,27.68,52.36,20,4.79,0,0,4.4,0,0,110.67,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,52.22,100.46,148.3,25.9,124.58,26.46,0,45,3.2,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

19,04:30-04:45,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,0.51,0,27.68,52.36,20,4.79,0,0,4.4,0,0,110.67,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,52.22,100.46,148.3,25.9,124.58,26.46,0,45,3.2,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

20,04:45-05:00,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,0.51,0,27.68,52.36,20,4.36,0,0,4.4,0,0,110.67,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,52.22,100.46,148.3,25.9,124.58,26.46,0,45,3.2,0,80.77,0,10.95,0,0,30.06,38.36,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

21,05:00-05:15,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,0.51,0,27.68,52.36,20,4.36,0,0,4.89,0,0,123.21,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,52.22,100.46,148.3,25.9,124.58,26.46,0,45,3.2,0,80.77,0,21.88,0,0,30.06,38.36,0,0,12.61,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

22,05:15-05:30,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,0.51,0,27.68,52.36,20,4.36,0,0,4.89,0,0,123.21,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.83,100.46,148.3,25.9,124.58,26.46,0,45,3.2,0,80.77,0,21.88,0,0,30.06,38.36,0,0,12.61,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

23,05:30-05:45,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,6.27,0,27.68,37.53,20,4.36,0,0,4.89,0,0,123.21,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.83,100.46,148.3,25.9,124.58,66.82,0,45,3.2,0,80.77,0,21.88,0,0,30.06,33.76,0,0,12.61,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

24,05:45-06:00,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,6.27,0,27.68,37.53,20,4.36,0,0,4.89,0,0,123.21,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.83,100.46,148.3,25.9,124.58,66.82,0,45,3.2,0,80.77,0,21.88,0,0,30.06,33.76,0,0,12.61,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

25,06:00-06:15,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,6.27,0,27.68,52.99,20,4.36,0,0,4.89,0,0,123.21,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.83,100.46,148.3,25.9,124.58,66.82,0,45,2.3,0,80.77,0,21.88,0,0,30.06,33.76,0,0,12.61,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

26,06:15-06:30,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,6.27,0,27.68,52.99,20,4.36,0,0,4.89,0,0,123.21,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.83,100.46,148.3,25.9,124.58,66.82,0,45,3.2,0,80.77,0,21.88,0,0,30.06,33.76,0,0,12.61,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

27,06:30-06:45,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,0.51,0,27.68,52.99,20,4.36,0,0,4.89,0,0,123.21,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.83,100.46,148.3,25.9,124.58,66.82,0,45,3.2,0,80.77,0,21.88,0,0,30.06,33.76,0,0,12.61,0,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

28,06:45-07:00,13.04,20.8,670.67,10.43,344.25,0,0,28.13,0,0,0,0.51,0,27.68,52.99,20,4.36,0,0,4.89,0,0,123.21,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.83,100.46,148.3,25.9,124.58,66.82,0,45,3.2,0,80.77,0,21.88,0,0,30.06,33.76,0,0,12.61,0,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

29,07:00-07:15,13.04,20.8,670.67,10.43,344.25,0,0,25.28,0,0,0,0.51,0,27.68,52.99,20,4.36,0,0,4.89,0,0,123.21,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.83,100.46,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,21.88,0,0,30.06,33.76,0,0,12.61,0,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

30,07:15-07:30,13.04,20.8,670.67,10.43,344.25,0,0,25.28,0,0,0,0.51,0,27.68,52.99,20,4.36,0,0,4.89,0,0,123.21,0,0,0.98,0,31.94,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.17,100.46,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,21.88,0,0,30.06,33.76,0,0,6.3,0,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

31,07:30-07:45,19.56,20.8,670.67,10.43,344.25,0,0,14.05,0,0,0,0.51,0,27.68,52.36,20,4.36,0,0,4.89,0,0,123.21,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.17,100.46,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,21.88,0,0,30.06,33.76,0,0,0,0,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

32,07:45-08:00,19.56,20.8,670.67,10.43,344.25,0,0,13.22,0,0,0,0.51,0,27.68,52.36,20,4.36,0,0,4.89,0,0,123.21,0,0,0.98,0,31.29,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.17,100.46,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,21.88,0,0,30.06,33.76,0,0,0,0,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

33,08:00-08:15,19.56,20.8,670.67,10.43,344.25,0,0,11.85,0,0,0,0.51,0,27.68,52.36,20,2.18,0,0,4.89,0,0,123.21,0,0,0.98,0,21.83,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,51.17,100.46,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,21.88,0,0,30.06,33.76,0,0,0,0,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

34,08:15-08:30,19.56,20.8,670.67,10.43,344.25,0,0,0,0,0,0,0.51,0,27.68,52.36,20,2.16,0,0,4.89,0,0,123.21,0,0,0.98,0,10.91,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,50.51,98.41,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,21.88,0,0,30.06,33.76,0,0,0,0,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

35,08:30-08:45,19.56,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.79,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,10.91,21.94,0,48.81,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,50.51,98.41,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,10.95,0,0,30.06,33.76,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

36,08:45-09:00,19.56,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.79,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,0,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,50.51,98.41,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,10.95,0,0,30.06,33.76,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

37,09:00-09:15,19.56,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.79,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,0,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,50.51,98.41,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,10.95,0,0,30.06,23.02,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

38,09:15-09:30,19.56,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.79,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,0,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,50.51,98.41,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,10.95,0,0,30.06,23.02,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

39,09:30-09:45,19.56,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.79,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,0,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,50.51,98.41,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,0,0,0,30.06,23.02,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

40,09:45-10:00,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.79,0,27.68,52.36,20,0,0,0,4.89,0,0,123.21,0,0,0.98,0,0,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,50.51,98.41,148.3,25.9,124.58,79.38,0,45,3.2,0,80.77,0,0,0,0,30.06,23.02,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

41,10:00-10:15,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,0.51,0,27.68,52.36,20,0,0,0,3.77,0,0,95.21,0,0,0.98,0,0,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,50.51,98.41,148.3,25.9,124.58,83.67,0,45,3.2,0,80.77,0,0,0,0,30.06,23.02,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

42,10:15-10:30,13.04,20.8,670.67,10.43,344.25,0,0,0,0,0,0,0.51,0,27.68,52.36,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,32.53,35.03,548.92,59.5,8.63,0,0,69.23,150.34,5.7,49.86,98.41,148.3,25.9,124.58,83.67,0,45,3.2,0,80.77,0,0,0,0,30.06,23.02,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

43,10:30-10:45,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,0.51,0,27.68,52.99,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,32.53,35.03,548.92,59.5,8.63,0,0,69.23,150.34,5.7,49.86,98.41,148.3,25.9,124.58,83.67,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

44,10:45-11:00,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,0.51,0,27.68,52.99,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,32.53,35.03,548.92,59.5,8.63,0,0,69.23,150.34,5.7,49.86,98.41,148.3,25.9,124.58,83.67,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

45,11:00-11:15,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.99,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,32.53,35.03,548.92,59.5,8.63,0,0,69.23,150.34,5.7,49.86,98.41,98.87,25.9,124.58,83.67,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

46,11:15-11:30,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.99,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,49.86,98.41,98.87,25.9,124.58,83.67,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

47,11:30-11:45,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.99,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,49.86,98.41,98.87,25.9,124.58,83.67,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

48,11:45-12:00,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.99,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,49.86,98.41,98.87,25.9,124.58,83.67,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

49,12:00-12:15,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.36,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,49.86,98.41,98.87,25.9,124.58,83.67,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

50,12:15-12:30,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.36,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,32.53,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,48.55,98.41,98.87,25.9,124.58,83.67,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,0,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

51,12:30-12:45,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.36,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,16.27,23.33,548.92,59.5,8.63,0,0,69.23,150.34,5.7,48.55,98.41,98.87,25.9,124.58,83.67,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,12.61,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

52,12:45-13:00,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.36,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,16.27,0,548.92,59.5,8.63,0,0,69.23,150.34,5.7,48.55,98.41,98.87,25.9,124.58,83.67,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

53,13:00-13:15,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.36,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,16.27,0,548.92,59.5,8.63,0,0,69.23,150.34,5.7,48.55,98.41,98.87,25.9,124.58,79.38,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

54,13:15-13:30,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.36,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,16.27,0,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.89,98.41,98.87,25.9,124.58,79.38,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

55,13:30-13:45,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.36,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,16.27,0,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.89,98.41,98.87,25.9,124.58,79.38,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

56,13:45-14:00,6.52,20.8,670.67,10.43,344.25,0,0,0,0,0,0,1.15,0,27.68,52.36,20,0,0,0,2.9,0,0,72.81,0,0,0.98,0,0,21.94,0,16.27,0,548.92,59.5,8.63,0,0,69.23,150.34,5.7,47.24,98.41,98.87,25.9,124.58,79.38,0,45,3.2,0,80.77,0,0,0,0,22.54,16.88,0,0,18.9,19.28,0,0,0,45.53,0,0,22.02,97.23,130.79,0,0

