Block,Time Block,DULHASTI,FSTPP I & II,KGSU1AND2,KGSU3AND4,JHAJJAR,UNCHAHAR1,TANDA2,SINGRAULI_HYDRO,SIMHST1,TALST2,SIMHST2,TANAKPUR,UNCHAHAR3,TelanganaSTPP,SINGRAULI,SEWA2,TALA,UNCHAHAR2,TEHRI,KUDGI,KOTESHWR,MAPS,KKNP,KHSTPP-II,KKNPPU2,KOLDAM,KISHANGANGA,CHAMERA1,CHAMERA2,BSIUL,CHAMERA3,BRBCL,KHSTPP-I,RIHAND1,RIHAND2,RAPPC,SALAL,RSTPSU1TO6,RAPPB,RSTPSU7,RIHAND3,SASAN,DHAULIGNGA,DADRT2,RAMPUR,URI,URI2,UNCHAHAR4,NNTPP,PARBATI3,NTPL,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,VALLURNTECL,ANTA_GF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,NJPC,NLCIIST2,NLCIIST1,NLCEXP,NLCTS2EXP,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,47.77,20.1,0,0,458.17,17.72,0,0,0,0,0,12.56,0,0,119.59,0,9.71,40.98,30.08,0,8.57,0,0,95.55,0,0,0,0,9.65,0,9.35,14.5,43.41,44.45,114.77,49.66,61.77,0,0,0,120.14,391.38,26.56,227.91,0,9.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

11,02:30-02:45,47.77,20.1,0,0,448.51,14.98,0,0,0,0,0,12.56,0,0,119.59,0,9.75,40.98,15.04,0,8.57,0,0,95.55,0,0,0,0,9.65,0,9.35,14.5,43.41,44.45,114.77,49.66,61.77,0,0,0,120.14,401.77,26.56,225.01,0,9.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

12,02:45-03:00,47.77,20.1,0,0,429.18,14.98,0,0,0,0,0,12.56,0,0,119.59,0,9.71,40.98,15.04,0,8.57,0,0,95.55,0,0,0,0,9.65,0,9.35,14.5,43.41,44.45,114.77,49.66,61.77,0,0,0,120.14,402.26,26.56,218.24,0,9.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

13,03:00-03:15,47.77,20.1,0,0,400.19,14.98,0,0,0,0,0,11.14,0,0,119.59,0,9.49,40.98,15.04,0,8.57,0,0,95.55,0,0,0,0,9.65,0,9.35,14.5,43.41,44.45,114.77,49.66,61.77,0,0,0,120.14,402.26,26.56,223.07,0,12.8,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

14,03:15-03:30,47.77,20.1,0,0,378.2,14.98,0,0,0,0,0,11.14,0,0,119.59,0,9.49,40.98,15.04,0,8.57,0,0,95.55,0,0,0,0,9.65,0,9.35,14.5,43.41,44.45,114.77,49.66,61.77,0,0,0,120.14,402.26,26.56,219.21,0,12.8,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

15,03:30-03:45,47.77,20.1,0,0,378.2,14.98,0,0,0,0,0,11.14,0,0,119.59,0,9.43,36.37,15.04,0,8.57,0,0,95.55,0,0,0,0,9.65,0,9.35,14.5,43.41,44.45,114.77,49.66,61.77,0,0,0,120.14,402.26,26.56,215.94,0,9.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

16,03:45-04:00,47.77,20.1,0,0,334.71,14.98,0,0,0,0,0,11.14,0,0,119.59,0,9.49,36.37,15.04,0,8.57,0,0,95.55,0,0,0,0,9.65,0,9.35,14.5,43.41,44.45,114.77,49.66,61.77,0,0,0,120.14,402.26,26.56,217.82,0,9.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

17,04:00-04:15,47.77,20.1,0,0,325.05,14.98,0,0,0,0,0,11.14,0,0,119.59,0,9.49,36.37,15.04,0,8.57,0,0,95.55,0,0,0,0,9.65,0,9.35,14.5,43.41,44.45,114.77,49.66,61.77,0,0,0,120.14,402.26,26.56,212.92,0,12.8,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

18,04:15-04:30,47.77,20.1,0,0,303.79,14.98,0,0,0,0,0,11.14,0,0,119.59,0,9.49,36.37,15.04,0,8.57,0,0,95.55,0,0,0,11.45,9.65,0,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,402.26,26.56,209.02,0,12.8,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

19,04:30-04:45,47.77,20.1,0,0,294.12,14.98,0,0,0,0,0,11.14,0,0,119.59,0,9.49,36.37,15.04,0,8.57,0,0,95.55,0,0,0,11.45,9.65,0,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,402.26,26.56,208.03,0,9.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

20,04:45-05:00,47.77,20.1,0,0,284.46,14.98,0,0,0,0,0,11.14,0,0,119.59,0,9.49,36.37,15.04,0,8.57,0,0,95.55,0,0,0,11.45,9.65,0,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,402.26,26.56,212.69,0,9.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

21,05:00-05:15,47.77,20.1,0,0,274.8,14.98,0,0,0,0,0,11.14,0,0,119.59,0,9.49,36.37,30.08,0,8.57,0,0,95.55,0,0,0,13.58,9.65,1.06,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,402.26,26.56,213.23,0,9.6,9.1,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

22,05:15-05:30,47.77,20.1,0,0,265.13,14.98,0,0,0,0,0,11.14,0,0,119.59,0,9.18,36.37,30.08,0,8.57,0,0,95.55,0,0,0,13.58,9.65,6.3,18.71,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,402.26,26.56,199.19,0,12.8,9.1,0,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

23,05:30-05:45,47.77,20.1,0,0,265.13,14.98,0,0,0,0,0,11.14,0,0,119.59,0,9.11,36.37,30.08,0,17.15,0,0,95.55,0,0,0,13.58,15.45,6.3,18.71,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,402.26,26.56,207.84,0,49.08,9.1,0,0,11.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

24,05:45-06:00,47.77,20.1,0,0,236.14,14.98,0,0,0,0,0,11.14,0,0,119.59,0,8.58,36.37,30.08,0,25.73,0,0,95.55,0,0,0,13.58,15.45,6.3,18.71,14.5,43.41,44.45,114.77,49.66,61.77,0,0,0,120.14,402.26,26.56,215.98,0,49.08,9.1,0,0,47.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.02,0,0,0,0,39.22,0,0,0,0,0

25,06:00-06:15,48.25,20.1,0,0,226.48,14.98,0,0,0,0,0,11.14,0,0,119.59,0,8.47,36.37,30.08,0,38.11,0,0,95.55,0,0,0,13.58,39.42,18.9,29.53,14.5,43.41,44.45,114.77,49.66,76.71,0,0,0,120.14,402.26,36.38,205.69,0,12.8,9.1,0,0,47.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.02,0,0,0,0,39.22,0,0,0,0,0

26,06:15-06:30,48.25,20.1,0,0,233.57,14.98,0,0,0,0,0,11.14,0,0,119.59,0,7.93,36.37,30.08,0,38.11,0,0,95.55,0,0,0,12.98,39.42,18.9,29.53,14.5,43.41,44.45,114.77,49.66,76.71,0,0,0,120.14,402.26,36.38,193.16,0,10.67,9.1,0,0,47.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.02,0,0,0,0,39.22,0,0,0,0,0

27,06:30-06:45,48.25,20.1,0,0,197.48,14.98,0,0,0,0,0,11.14,0,0,119.59,0,7.9,36.37,30.08,0,38.11,0,0,95.55,0,0,0,0,39.42,18.9,29.53,14.5,43.41,44.45,114.77,49.66,76.71,0,0,0,120.14,402.26,36.38,197.16,0,10.67,9.1,0,0,47.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.02,0,0,0,0,39.22,0,0,0,0,0

28,06:45-07:00,48.25,20.1,0,0,187.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,7.9,36.37,15.04,0,38.11,0,0,95.55,0,0,0,0,39.42,18.9,29.53,14.5,43.41,44.45,114.77,49.66,76.71,0,0,0,120.14,402.26,36.38,190.17,0,10.67,9.1,0,0,47.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.02,0,0,0,0,39.22,0,0,0,0,0

29,07:00-07:15,47.77,20.1,0,0,201.75,11.61,0,0,0,0,0,11.14,0,0,119.59,0,8.24,28.27,0,0,19.06,0,0,95.55,0,0,0,0,19.33,6.3,18.71,14.5,43.41,44.45,114.77,49.66,61.77,0,0,0,120.14,402.26,17.62,181.55,0,9.6,9.1,0,0,47.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.02,0,0,0,0,39.22,0,0,0,0,0

30,07:15-07:30,47.77,20.1,0,0,192.08,11.61,0,0,0,0,0,11.14,0,0,119.59,0,8.76,28.27,0,0,8.57,0,0,95.55,0,0,0,0,19.33,6.3,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,402.26,17.62,181.55,0,9.6,9.1,0,0,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.02,0,0,0,0,39.22,0,0,0,0,0

31,07:30-07:45,47.77,17.9,0,0,173.83,11.61,0,0,0,0,0,11.14,0,0,119.59,0,8.86,28.27,0,0,8.57,0,0,95.55,0,0,0,0,9.65,6.3,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,402.26,17.62,181.55,0,10.67,9.1,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

32,07:45-08:00,47.77,17.9,0,0,173.83,11.61,0,0,0,0,0,11.14,0,0,119.59,0,8.86,22.61,0,0,8.57,0,0,95.55,0,0,0,0,9.65,6.3,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,402.26,17.62,181.55,0,10.67,9.1,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

33,08:00-08:15,47.77,17.9,0,0,125.51,11.61,0,0,0,0,0,11.14,0,0,119.59,0,8.8,22.61,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,402.26,17.62,181.55,0,49.08,9.1,0,0,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,39.22,0,0,0,0,0

34,08:15-08:30,47.77,17.9,0,0,125.51,11.61,0,0,0,0,0,11.14,0,0,119.59,0,8.64,22.61,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,402.26,17.62,181.55,0,49.08,9.1,0,0,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.79,0,0,0,0,39.22,0,0,0,0,0

35,08:30-08:45,47.77,17.9,0,0,125.51,11.61,0,0,0,0,0,11.14,0,0,119.59,0,8.77,22.61,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,387.04,17.62,181.55,0,12.8,9.1,0,0,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.79,0,0,0,0,39.22,0,0,0,0,0

36,08:45-09:00,47.77,17.9,0,0,125.51,11.61,0,0,0,0,0,11.14,0,0,119.59,0,8.64,22.61,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,387.04,17.62,181.55,0,10.67,9.1,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.79,0,0,0,0,39.22,0,0,0,0,0

37,09:00-09:15,47.77,17.9,0,0,125.51,11.61,0,0,0,0,0,11.14,0,0,119.59,0,9.04,22.61,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,387.04,17.62,181.55,0,10.67,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.79,0,0,0,0,39.22,0,0,0,0,0

38,09:15-09:30,47.77,17.9,0,0,153.43,11.61,0,0,0,0,0,11.14,0,0,119.59,0,8.98,24.17,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,387.04,17.62,181.55,0,10.67,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

39,09:30-09:45,47.77,15.11,0,0,125.51,11.61,0,0,0,0,0,11.14,0,0,119.59,0,8.76,22.61,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,387.04,17.62,181.55,0,10.67,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

40,09:45-10:00,47.77,15.11,0,0,125.51,11.61,0,0,0,0,0,11.14,0,0,119.59,0,8.76,22.61,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,387.04,17.62,181.55,0,10.67,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

41,10:00-10:15,47.77,15.11,0,0,125.51,11.61,0,0,0,0,0,11.14,0,0,119.59,0,8.76,22.61,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,387.04,17.62,181.55,0,10.67,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

42,10:15-10:30,47.77,15.11,0,0,125.51,11.61,0,0,0,0,0,11.14,0,0,119.59,0,8.76,22.61,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,49.41,0,0,0,120.14,387.04,17.62,181.55,0,10.67,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

43,10:30-10:45,47.77,15.11,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,8.89,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,194.08,0,10.67,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

44,10:45-11:00,47.77,15.11,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,10.66,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,208.58,0,10.67,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

45,11:00-11:15,47.77,15.11,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,11.65,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,213.41,0,10.67,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

46,11:15-11:30,47.77,15.11,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,11.65,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,6.3,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,224.04,0,12.8,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

47,11:30-11:45,47.77,15.11,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,11.65,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,232.74,0,49.08,30.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

48,11:45-12:00,47.77,15.11,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,11.65,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,246.27,0,49.08,30.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

49,12:00-12:15,47.77,15.11,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,11.65,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,255.93,0,12.8,30.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

50,12:15-12:30,47.77,17.32,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,11.65,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,246.27,0,10.67,30.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

51,12:30-12:45,47.77,17.32,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,11.65,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,218.24,0,10.67,24.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

52,12:45-13:00,47.77,17.32,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,11.65,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,225.49,0,10.67,24.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

53,13:00-13:15,47.77,17.32,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,11.65,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,224.04,0,10.67,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

54,13:15-13:30,47.77,17.32,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,11.65,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,37.06,0,0,0,120.14,387.04,17.62,223.07,0,10.67,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

55,13:30-13:45,47.77,17.32,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,11.65,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,40.42,0,0,0,120.14,387.04,17.62,225.97,0,9.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

56,13:45-14:00,47.77,17.32,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,11.65,30.71,0,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,76.71,0,0,0,120.14,387.04,17.62,225.01,0,9.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.49,0,0,0,0,39.22,0,0,0,0,0

57,14:00-14:15,47.77,20.1,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,8.89,36.37,0,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,76.71,0,0,0,120.14,387.04,17.62,207.61,0,6.41,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.81,0,0,0,0,39.22,0,0,0,0,0

58,14:15-14:30,47.77,20.1,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,8.89,36.37,0,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,76.71,0,0,0,120.14,387.04,17.62,207.61,0,6.41,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.81,0,0,0,0,39.22,0,0,0,0,0

59,14:30-14:45,47.77,20.1,0,0,129.82,14.98,0,0,0,0,0,11.14,0,0,119.59,0,8.89,40.98,0,0,8.57,0,0,95.55,0,0,0,0,10.95,0,9.35,14.5,43.41,44.45,114.77,49.66,40.42,0,0,0,120.14,387.04,17.62,200.85,0,6.41,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.81,0,0,0,0,39.22,0,0,0,0,0

