Block,Time,KHSTPP-II,KISHANGANGA,KKNP,RAPPC,RIHAND1,SEWA2,VALLURNTECL,DULHASTI,KHSTPP-I,NJPC,NLCIIST2,NNTPP,PARBATI3,RAMPUR,RAPPB,RSTPSU1TO6,UNCHAHAR3,ANTA_GF,AURY_RF,BRBCL,BSIUL,KGSU1AND2,SIMHST2,SINGRAULI_HYDRO,TANAKPUR,TEHRI,UNCHAHAR1,DADRI_LF,DADRT2,JHAJJAR,KGSU3AND4,NLCTS2EXP,URI2,AURY_LF,DADRI_RF,FSTPP I & II,MAPS,NLCIIST1,NTPL,RIHAND2,RIHAND3,RSTPSU7,TALST2,TANDA2,UNCHAHAR4,URI,ANTA_CRF,DADRI_CRF,DADRI_GF,CHAMERA1,CHAMERA3,KOTESHWR,SASAN,TelanganaSTPP,UNCHAHAR2,ANTA_LF,CHAMERA2,DHAULIGNGA,KOLDAM,NAPP,NLCEXP,SINGRAULI,TALA,ANTA_RF,KKNPPU2,KUDGI,SALAL,SIMHST1,AURY_CRF,AURY_GF
43,10:30-10:45,138.46,2.88,0,60.53,94.65,0,0,36.36,32.78,167.1,0,0,21.08,3.54,0,0,27.05,0,62.1,20.01,6.52,0,0,0.39,12.94,17.72,20.96,0,686.07,413.81,0,0,32.51,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,38.64,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,10.05,30.4,0,0,65.07,0,0,0

44,10:45-11:00,138.46,2.88,0,60.53,94.65,0,0,36.36,32.78,167.1,0,0,21.08,3.54,0,0,27.05,0,62.1,20.01,6.52,0,0,0.39,12.94,17.72,20.96,0,686.07,413.81,0,0,32.51,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,38.64,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,10.05,30.28,0,0,65.07,0,0,0

45,11:00-11:15,138.46,2.88,0,60.53,94.65,0,0,36.36,32.78,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,6.52,0,0,0.39,11.78,17.72,20.96,0,686.07,413.81,0,0,32.51,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,38.64,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.64,30.28,0,0,65.07,0,0,0

46,11:15-11:30,138.46,2.88,0,60.53,94.65,0,0,36.36,32.78,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,6.52,0,0,0.39,11.78,17.72,20.96,0,686.07,413.81,0,0,32.51,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,38.64,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.64,30.28,0,0,65.07,0,0,0

47,11:30-11:45,138.46,2.88,0,60.53,94.65,0,0,36.36,32.78,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,6.52,0,0,0.39,11.78,17.72,20.96,0,686.07,413.81,0,0,32.51,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,38.64,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.41,30.16,0,0,52.28,0,0,0

48,11:45-12:00,138.46,2.88,0,60.53,94.65,0,0,36.36,32.78,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,6.52,0,0,0.39,11.78,17.72,20.96,0,686.07,413.81,0,0,32.51,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,38.64,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.41,29.93,0,0,52.28,0,0,0

49,12:00-12:15,138.46,2.88,0,60.53,94.65,0,0,36.36,32.78,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,6.52,0,0,0.39,2.56,17.72,20.96,0,686.07,413.81,0,0,29.56,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,33.12,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.41,29.93,0,0,52.28,0,0,0

50,12:15-12:30,138.46,2.88,0,60.53,94.65,0,0,36.36,32.78,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,2.56,17.72,20.96,0,686.07,413.81,0,0,29.56,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,33.12,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.41,29.93,0,0,52.28,0,0,0

51,12:30-12:45,138.46,2.88,0,60.53,94.65,0,0,36.36,35.81,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,2.56,17.72,20.96,0,686.07,413.81,0,0,29.56,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,33.12,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.41,30.04,0,0,52.28,0,0,0

52,12:45-13:00,138.46,2.88,0,60.53,94.65,0,0,36.36,35.81,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.53,17.72,20.96,0,686.07,413.81,0,0,29.56,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,33.12,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.41,30.04,0,0,52.28,0,0,0

53,13:00-13:15,138.46,2.88,0,60.53,94.65,0,0,36.36,35.81,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.53,17.72,20.96,0,686.07,413.81,0,0,29.56,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,46.37,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.11,30.04,0,0,52.28,0,0,0

54,13:15-13:30,138.46,2.88,0,60.53,94.65,0,0,36.36,36.42,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.53,17.72,20.96,0,686.07,413.81,0,0,29.56,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,46.37,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.11,30.04,0,0,52.28,0,0,0

55,13:30-13:45,138.46,2.88,0,60.53,94.65,0,0,36.36,36.42,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.53,17.65,20.96,0,686.07,413.81,0,0,29.56,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,38.64,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.11,45.53,0,0,52.28,0,0,0

56,13:45-14:00,138.46,2.88,0,60.53,94.65,0,0,36.36,36.42,167.1,0,0,17.56,3.54,0,0,27.05,0,61.49,20.01,13.04,0,0,0.39,11.53,17,20.96,0,686.07,413.81,0,0,29.56,0,73.8,9.03,0,0,0,121.71,127.6,0,0,2.89,1.62,38.64,0,0,0,42.15,32.08,9.66,405,0,43.71,0,44.22,0,5.35,44.86,0,101.27,9.11,45.53,0,0,52.28,0,0,0

