Block,Time,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01062024/30062024/1000011034-ACBL-BRPL,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01062024/30062024/R2,NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01042024/31072024/LT_MEJA_DELHI,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/IEPL01,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06
7,01:30-01:45,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.790000,14.020000,67.620000,10.370000,38.640000,38.640000,273.140000,0.000000,0.000000,34.67,45,8.550000,15,0,11.66,0,0,0,0,0,34.67,0,0,0,17.2,0,0,0,15

8,01:45-02:00,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.790000,14.020000,67.620000,10.370000,38.640000,38.640000,273.140000,0.000000,0.000000,34.33,46,8.550000,15.33,0,11,0,0,0,0,0,34.33,0,0,0,16.8,0,0,0,15.34

9,02:00-02:15,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.790000,13.930000,67.620000,10.140000,38.640000,38.640000,273.140000,0.000000,0.000000,40.28,45.5,8.360000,15.17,0,10.34,0,0,0,0,0,40.28,0,0,0,16.4,0,0,0,15.16

10,02:15-02:30,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.410000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.790000,13.930000,67.620000,10.140000,0.000000,38.640000,273.140000,0.000000,0.000000,40.09,43.5,8.360000,14.5,0,10,0,0,0,0,0,40.09,0,0,0,15.8,0,0,0,14.5

11,02:30-02:45,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.100000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.790000,13.930000,67.620000,10.140000,0.000000,38.640000,273.140000,0.000000,0.000000,31.67,40,8.360000,13.33,0,9.66,0,0,0,0,0,31.67,0,0,0,15,0,0,0,13.34

12,02:45-03:00,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.100000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.270000,13.930000,67.620000,10.140000,0.000000,38.640000,273.140000,0.000000,0.000000,30,37.5,8.360000,12.5,0,9.34,0,0,0,0,0,30,0,0,0,14.4,0,0,0,12.5

13,03:00-03:15,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.100000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,13.830000,67.620000,9.990000,0.000000,0.000000,273.140000,0.000000,0.000000,28.33,36,8.170000,12,0,9,0,0,0,0,0,28.33,0,0,0,13.6,0,0,0,12

14,03:15-03:30,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,10.100000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,13.830000,67.620000,9.990000,0.000000,0.000000,273.140000,0.000000,0.000000,25,35,8.170000,11.67,0,8.66,0,0,0,0,0,25,0,0,0,13,0,0,0,11.66

15,03:30-03:45,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,9.710000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,13.830000,67.620000,9.990000,0.000000,0.000000,273.140000,0.000000,0.000000,24,34,8.170000,11.33,0,8.34,0,0,0,0,0,24,0,0,0,12.01,0,0,0,11.34

16,03:45-04:00,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,9.710000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,13.830000,67.620000,9.990000,0.000000,0.000000,273.140000,0.000000,0.000000,23.33,32.5,8.170000,10.83,0,8.34,0,0,0,0,0,23.33,0,0,0,11.21,0,0,0,10.84

17,04:00-04:15,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,9.320000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,13.650000,67.620000,9.680000,0.000000,0.000000,273.140000,0.000000,0.000000,22.67,30,7.940000,10,0,8.34,0,0,0,0,0,22.67,0,0,0,11.01,0,0,0,10

18,04:15-04:30,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,9.320000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,13.650000,67.620000,9.680000,0.000000,0.000000,273.140000,0.000000,0.000000,22,29,7.940000,9.67,0,8.34,0,0,0,0,0,22,0,0,0,11.41,0,0,0,9.66

19,04:30-04:45,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,9.320000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,13.650000,67.620000,9.680000,0.000000,0.000000,273.140000,0.000000,0.000000,21.67,27.5,7.940000,9.17,0,8.34,0,0,0,0,0,21.67,0,0,0,11.61,0,0,0,9.16

20,04:45-05:00,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,9.320000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,13.650000,67.620000,9.680000,0.000000,0.000000,273.140000,0.000000,0.000000,21.33,26,7.940000,8.67,0,8.34,0,0,0,0,0,21.33,0,0,0,11.01,0,0,0,8.66

21,05:00-05:15,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,8.940000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,13.370000,67.620000,9.370000,0.000000,0.000000,273.140000,0.000000,0.000000,20.67,25,7.710000,8.33,0,8.34,0,0,0,0,0,20.67,0,0,0,10.01,0,0,0,8.34

22,05:15-05:30,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,8.940000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,30.280000,13.370000,67.620000,9.370000,0.000000,0.000000,273.140000,0.000000,0.000000,20,24.5,7.710000,8.17,0,8.34,0,0,0,0,0,20,0,0,0,9.61,0,0,0,8.16

23,05:30-05:45,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,9.950000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,29.270000,13.370000,67.620000,9.370000,0.000000,0.000000,273.140000,0.000000,0.000000,19.33,24,7.710000,8,0,8.34,0,0,1.207636,0,0,19.33,0,0,0,9.41,0,0,0,8

24,05:45-06:00,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,0,115.490000,87.130000,100.640000,9.950000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,29.270000,13.370000,67.620000,9.370000,0.000000,0.000000,273.140000,0.000000,0.000000,18.67,23,7.710000,7.67,0.18,8.34,0,0,2.541879,0,0.2,18.67,0,0,0.89,9.41,0.18,0,0,7.66

25,06:00-06:15,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,0,6.94,115.490000,87.130000,100.640000,9.950000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.000000,48.300000,29.270000,13.190000,67.620000,8.990000,0.000000,0.000000,273.140000,0.000000,0.000000,15,22.5,7.480000,7.5,1.67,7.34,1,0,3.778732,1,1,15,9.84,0,4.63,9.01,0.92,1,0,7.5

26,06:15-06:30,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,2,10.1,115.490000,87.130000,100.640000,9.950000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.110000,48.300000,29.270000,13.190000,67.620000,8.990000,0.000000,0.000000,273.140000,0.110000,0.110000,15,22.5,7.480000,7.5,3.82,7.34,2,1,7.723027,1,2,15,20.42,0,9.67,8.61,1.93,4,0,7.5

27,06:30-06:45,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,6,14.55,115.490000,87.130000,100.640000,9.950000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,0.800000,48.300000,29.270000,13.190000,67.620000,8.990000,0.000000,0.000000,273.140000,0.780000,0.780000,15,22.5,7.480000,7.5,6.57,7.34,5,3,12.329574,3,5,15,25.8,0,15.21,7.81,3.04,7,0,7.5

28,06:45-07:00,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,11,20.72,115.490000,87.130000,100.640000,9.950000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,1.270000,48.300000,29.270000,13.190000,67.620000,8.990000,0.000000,0.000000,273.140000,1.240000,1.240000,15.33,23,7.480000,7.67,9.55,7.34,8,4,17.812631,6,6,15.33,27.33,0,22.06,7.21,4.41,14,0,7.66

29,07:00-07:15,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,19.35,19.35,115.490000,87.130000,100.640000,9.710000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,1.880000,48.300000,29.270000,13.190000,67.620000,8.610000,0.000000,0.000000,273.140000,1.830000,1.830000,15.67,22.5,7.240000,7.5,13.94,7.34,11,5,24.104025,9,8,15.67,19.35,0,31.83,6.81,6.36,21,0,7.5

30,07:15-07:30,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,19.51,19.52,66.270000,57.670000,100.640000,9.710000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,2.610000,48.300000,29.270000,13.190000,67.620000,8.610000,0.000000,0.000000,273.140000,2.540000,2.540000,16,22.5,7.240000,7.5,18.06,7.34,16,8,30.931064,15,12.86,16,19.52,0,44.25,6.81,8.85,35,0,7.5

31,07:30-07:45,48.300000,24.150000,262.270000,24.690000,24.150000,24.150000,20.51,20.52,98.450000,57.670000,100.640000,9.710000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,3.430000,48.300000,29.270000,13.190000,67.620000,8.610000,0.000000,0.000000,273.140000,3.340000,3.340000,16.33,22.5,7.240000,7.5,23.11,7.34,23,12,34.855881,21,16.18,16.33,20.52,0,58.77,6.81,11.75,49,0,7.5

32,07:45:08:00,48.300000,24.150000,212.090000,24.690000,24.150000,24.150000,21.19,21.18,89.930000,57.670000,71.660000,9.710000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,4.560000,48.300000,29.270000,13.190000,67.620000,8.610000,0.000000,0.000000,273.140000,4.450000,4.450000,17.33,22.5,7.240000,7.5,27.79,7.34,31,15,41.741354,27,20.09,17.33,21.18,0,74.78,6.81,14.95,63,0,7.5

33,08:00-08:15,48.300000,24.150000,167.070000,24.690000,24.150000,24.150000,21.51,21.52,81.410000,57.670000,53.130000,9.710000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,5.670000,48.300000,29.270000,13.000000,67.620000,8.450000,0.000000,0.000000,273.140000,5.540000,5.540000,17.67,23,7.060000,7.67,33.82,7.34,37,18,48.870302,34,23.19,17.67,21.52,0,91.94,7.01,18.39,81,0,7.66

34,08:15-08:30,48.300000,24.150000,111.090000,24.690000,24.150000,24.150000,23.01,23.02,70.430000,57.670000,53.130000,9.710000,30.910000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,6.820000,48.300000,29.270000,13.000000,67.620000,8.450000,0.000000,0.000000,231.840000,6.660000,6.660000,18,23.5,7.060000,7.83,39.51,7.66,43,22,56.203769,40,26.41,18,23.02,0,109.53,7.81,21.9,95,0,7.84

35,08:30-08:45,48.300000,24.150000,111.090000,24.690000,24.150000,24.150000,24.35,24.35,70.430000,57.670000,53.130000,8.550000,26.810000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,7.900000,48.300000,29.270000,13.000000,67.620000,8.450000,0.000000,0.000000,193.200000,7.710000,7.710000,18.33,24,7.060000,8,48.26,8.34,50,25,63.098981,46,29.39,18.33,24.35,0,126.29,8.61,25.26,109,0,8

36,08:45:09:00,48.300000,24.150000,111.090000,24.690000,24.150000,24.150000,24.81,24.82,70.430000,57.670000,53.130000,8.550000,26.810000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,8.930000,48.300000,29.270000,13.000000,67.620000,8.450000,0.000000,0.000000,150.220000,8.710000,8.710000,18.33,24.5,7.060000,8.17,55.62,9.34,57,28,69.974715,52,31.9,18.33,24.82,0,141.88,8.81,28.38,123,0,8.16

37,09:00:09:15,0.000000,24.150000,111.090000,24.690000,0.000000,24.150000,26.31,26.32,70.430000,57.670000,53.130000,8.550000,26.810000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,9.920000,0.000000,26.240000,12.920000,67.620000,8.450000,0.000000,0.000000,150.220000,9.680000,9.680000,18.33,25,6.880000,8.33,62.55,8.34,63,31,78.78851,58,34.38,18.33,26.32,0,155.9,8.41,31.18,137,0,8.34

38,09:15-09:30,0.000000,24.150000,111.090000,24.690000,0.000000,24.150000,26.65,26.65,70.430000,57.670000,53.130000,8.550000,26.810000,24.150000,0.000000,30.910000,16.110000,24.150000,0.000000,10.870000,0.000000,26.240000,12.920000,67.620000,8.450000,0.000000,0.000000,150.220000,10.600000,10.600000,18.33,25.5,6.880000,8.5,69.02,8.34,68,34,84.330001,64,37.28,18.33,26.65,0,169.99,8.01,34,151,0,8.5

39,09:30-09:45,0.000000,24.150000,111.090000,24.690000,0.000000,24.150000,27.15,27.15,70.430000,57.670000,53.130000,8.240000,26.810000,24.150000,0.000000,27.710000,16.110000,24.150000,0.000000,11.700000,0.000000,26.240000,12.920000,67.620000,8.450000,0.000000,0.000000,150.220000,11.420000,11.420000,18.33,26.5,6.880000,8.83,75.03,8.34,73,36,89.257935,69,39.16,18.33,27.15,0,183.53,7.01,36.71,161,0,8.84

40,09:45-10:00,0.000000,24.150000,111.090000,24.690000,0.000000,24.150000,27.15,27.15,70.430000,57.670000,53.130000,8.240000,26.810000,24.150000,0.000000,27.710000,16.110000,24.150000,0.000000,12.490000,0.000000,26.240000,12.920000,67.620000,8.450000,0.000000,0.000000,150.220000,12.190000,12.190000,19.33,27,6.880000,9,80.37,8.34,77,39,94.380649,73,41.08,19.33,27.15,0,196.86,7.01,39.37,172,0,9

41,10:00-10:15,0.000000,0.000000,111.090000,24.690000,0.000000,0.000000,27.31,27.32,66.270000,57.670000,53.130000,8.240000,26.810000,0.000000,0.000000,27.710000,16.110000,24.150000,0.000000,13.240000,0.000000,24.220000,12.820000,67.620000,8.450000,0.000000,0.000000,150.220000,12.910000,12.910000,20.33,29.5,6.680000,9.83,85,8.34,81,40,99.152759,76,42.66,20.33,27.32,0,208.43,7.01,41.69,179,0,9.84

42,10:15-10:30,0.000000,0.000000,111.090000,24.690000,0.000000,0.000000,27.31,27.32,66.270000,57.670000,53.130000,8.240000,26.810000,0.000000,0.000000,27.710000,16.110000,24.150000,0.000000,13.880000,0.000000,24.220000,12.820000,67.620000,8.450000,0.000000,0.000000,150.220000,13.540000,13.540000,21,30.5,6.680000,10.17,89.2,8.34,85,42,103.116532,79,44.08,21,27.32,0,218.91,7.01,43.78,186,0,10.16

43,10:30-10:45,0.000000,0.000000,159.390000,24.690000,0.000000,0.000000,27.65,27.65,66.270000,57.670000,53.130000,8.240000,27.710000,0.000000,0.000000,27.710000,16.110000,24.150000,0.000000,14.520000,0.000000,25.230000,12.820000,67.620000,8.450000,0.000000,0.000000,150.220000,14.160000,14.160000,22,31.5,6.680000,10.5,91.54,8.34,89,44,106.184317,81,44,22,27.65,0,228.93,7.01,45.78,189,0,10.5

44,10:45-11:00,0.000000,0.000000,171.600000,24.690000,0.000000,0.000000,27.65,27.65,66.270000,57.670000,53.130000,8.240000,27.710000,0.000000,0.000000,27.710000,16.110000,24.150000,0.000000,14.990000,0.000000,25.230000,12.820000,67.620000,8.450000,0.000000,0.000000,150.220000,14.630000,14.630000,23,34,6.680000,11.33,92.38,8.34,93,47,108.648284,82,44.5,23,27.65,0,233.33,7.01,46.67,193,0,11.34

45,11:00-11:15,0.000000,0.000000,171.600000,24.690000,0.000000,0.000000,27.81,27.82,66.270000,57.670000,53.130000,7.920000,27.710000,0.000000,0.000000,27.710000,3.860000,24.150000,0.000000,15.380000,0.000000,25.230000,12.540000,67.620000,8.450000,0.000000,0.000000,150.220000,15.000000,15.000000,25,30,6.500000,10,92.49,8.34,93,47,110.693474,82,44.5,25,27.82,0,233.33,7.01,46.67,193,0,10

46,11:15-11:30,0.000000,0.000000,171.600000,24.690000,0.000000,0.000000,28.15,28.15,66.270000,57.670000,53.130000,7.920000,27.710000,0.000000,0.000000,27.710000,3.860000,24.150000,0.000000,15.510000,0.000000,25.230000,12.540000,67.620000,8.450000,0.000000,0.000000,193.200000,15.130000,15.130000,26.67,31,6.500000,10.33,92.45,9,93,47,112.300409,82,44.5,26.67,28.15,0,233.33,7.01,46.67,193,0,10.34

47,11:30-11:45,0.000000,0.000000,171.600000,24.690000,0.000000,0.000000,28.31,28.32,66.270000,57.670000,53.130000,7.920000,27.710000,0.000000,0.000000,27.710000,3.860000,24.150000,0.000000,15.630000,0.000000,26.240000,12.540000,67.620000,8.450000,0.000000,0.000000,193.200000,15.250000,15.250000,32,31,6.500000,10.33,92.53,10.34,93,47,113.615174,82,45,32,28.32,0,233.33,7.01,46.67,193,0,10.34

48,11:45-12:00,0.000000,0.000000,200.580000,24.690000,0.000000,0.000000,28.31,28.32,66.270000,57.670000,53.130000,7.920000,27.710000,0.000000,0.000000,27.710000,3.860000,24.150000,0.000000,15.660000,0.000000,26.240000,12.540000,67.620000,8.450000,0.000000,0.000000,193.200000,15.280000,15.280000,36,33.5,6.500000,11.17,92.71,11.66,93,47,114.62803,82,45,36,28.32,0,233.33,7.01,46.67,193,0,11.16

49,12:00-12:15,0.000000,0.000000,171.600000,24.690000,0.000000,0.000000,28.99,28.98,66.270000,57.670000,53.130000,7.770000,27.710000,0.000000,0.000000,22.980000,3.860000,24.150000,0.000000,15.660000,0.000000,26.240000,12.360000,67.620000,8.610000,0.000000,0.000000,231.840000,15.280000,15.280000,39.33,35,6.500000,11.67,92.81,13,93,47,115.192892,82,45,39.33,28.98,0,233.33,12.41,46.67,193,0,11.66

50,12:15-12:30,0.000000,0.000000,171.600000,24.690000,0.000000,0.000000,29.31,29.32,66.270000,57.670000,53.130000,7.770000,27.710000,0.000000,0.000000,22.980000,3.860000,24.150000,0.000000,15.660000,0.000000,28.760000,12.360000,67.620000,8.610000,0.000000,0.000000,273.140000,15.280000,15.280000,44.33,38,6.500000,12.67,92.77,15,93,47,114.949417,82,45,44.33,29.32,0,233.33,12.8,46.67,193,0,12.66

51,12:30-12:45,0.000000,0.000000,171.600000,24.690000,0.000000,0.000000,29.31,29.32,66.270000,57.670000,53.130000,9.170000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,15.660000,0.000000,28.760000,12.360000,67.620000,8.610000,0.000000,0.000000,273.140000,15.280000,15.280000,49.33,40.5,6.500000,13.5,92.72,20,93,47,115.679842,82,45,49.33,29.32,0,233.33,13.8,46.67,193,0,13.5

52,12:45-13:00,0.000000,0.000000,171.600000,24.690000,0.000000,0.000000,29.15,29.15,66.270000,57.670000,53.130000,9.170000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,15.660000,0.000000,28.760000,12.360000,67.620000,8.610000,0.000000,0.000000,273.140000,15.280000,15.280000,53.33,43.5,6.500000,14.5,92.67,20.66,93,47,116.001229,82,45,53.33,29.15,0,233.33,14,46.67,193,0,14.5

53,13:00-13:15,0.000000,0.000000,171.600000,24.690000,0.000000,0.000000,29.15,29.15,66.270000,57.670000,53.130000,9.320000,22.980000,0.000000,0.000000,22.980000,7.670000,24.150000,0.000000,15.660000,0.000000,28.760000,12.170000,67.620000,8.840000,0.000000,0.000000,273.140000,15.280000,15.280000,57,53,6.320000,17.67,92.56,21,93,47,115.280543,82,45,57,29.15,0,233.33,14.4,46.67,193,0,17.66

