Block,Time Block,KKNPPU2,KGSU3AND4,KHSTPP-II,KOLDAM,KKNP,KHSTPP-I,KISHANGANGA,KGSU1AND2,TALST2,TALA,RAPPB,SALAL,SIMHST2,RAMPUR,RIHAND3,SEWA2,SINGRAULI_HYDRO,RIHAND2,SASAN,RAPPC,RIHAND1,SINGRAULI,RSTPSU1TO6,SIMHST1,RSTPSU7,NTPL,PARBATI3,ANTA_RF,AURY_LF,ANTA_CRF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_LF,AURY_CRF,AURY_RF,ANTA_GF,DADRI_LF,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,JHAJJAR,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,BSIUL,BRBCL,CHAMERA3,CHAMERA1,CHAMERA2,KUDGI,MAPS,KOTESHWR,NLCTS2EXP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NNTPP,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
36,08:45-09:00,0,0,142.55,0,0,34.83,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79,19.99,0,656.35,417.79,51.6,11.02,0,0,0,4.14,25.38,0,0,40.75,1.07,0,19.22,0,13.5,0,0,0,25.59,0,0,0,60.08,0,0,42.09,0,0,0,0,0

37,09:00-09:15,0,0,142.55,0,0,34.83,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79,19.99,0,656.35,417.79,51.6,11.02,0,0,0,10.34,25.38,0,0,40.75,1.07,0,19.22,0,0,0,0,0,25.59,0,0,0,40.05,0,0,42.09,0,0,0,0,0

38,09:15-09:30,0,0,142.55,0,0,34.83,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,656.35,417.79,51.6,11.43,0,0,0,10.34,25.38,0,0,40.75,1.07,0,19.22,0,0,0,0,0,25.59,0,0,0,18.21,0,0,42.09,0,0,0,0,0

39,09:30-09:45,0,0,142.55,0,0,34.83,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,628.09,417.79,44.81,11.43,0,0,0,10.34,25.38,0,0,40.75,1.07,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

40,09:45-10:00,0,0,142.55,0,0,34.83,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,542.45,417.79,38.7,11.43,0,0,0,10.34,25.38,0,0,40.75,3.18,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

41,10:00-10:15,0,0,142.55,0,0,34.83,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,508.62,384.17,38.7,11.43,0,0,0,10.34,25.38,0,0,40.75,25.46,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

42,10:15-10:30,0,0,142.55,0,0,34.83,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,439.41,355.34,38.7,11.43,0,0,0,10.34,25.38,0,0,40.75,25.46,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

43,10:30-10:45,0,0,142.55,0,0,34.83,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,445.18,297.46,38.7,11.43,0,0,0,4.14,25.38,0,0,40.75,25.46,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

44,10:45-11:00,0,0,142.55,0,0,34.83,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,408.65,275.16,38.7,11.43,0,0,0,4.14,25.38,0,0,40.75,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

45,11:00-11:15,0,0,142.55,0,0,34.83,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,390.39,251.53,38.7,11.43,0,0,0,0,25.38,0,0,40.75,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

46,11:15-11:30,0,0,142.55,0,0,34.83,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,365.4,248.82,38.7,11.43,0,0,0,0,20.37,0,0,32.69,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

47,11:30-11:45,0,0,142.55,0,0,34.83,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,365.4,248.82,25.79,8.48,0,0,0,0,16.86,0,0,27.07,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

48,11:45-12:00,0,0,142.55,0,0,34.83,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,365.4,248.82,25.79,8.48,0,0,0,0,16.86,0,0,27.07,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

49,12:00-12:15,0,0,142.55,0,0,34.76,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.83,0,361.56,229.78,25.79,6.25,0,0,0,0,14.09,0,0,22.41,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

50,12:15-12:30,0,0,142.55,0,0,30.36,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.79,0,284.66,229.78,25.79,6.25,0,0,0,0,13.96,0,0,22.41,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

51,12:30-12:45,0,0,142.55,0,0,36.54,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56,0,265.44,229.78,25.79,9.28,0,0,0,0,13.96,0,0,27.62,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

52,12:45-13:00,0,0,142.55,0,0,36.54,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.56,0,265.44,229.78,25.79,9.57,0,0,0,0,17.09,0,0,27.62,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

53,13:00-13:15,0,0,142.55,0,0,36.54,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,265.44,229.78,25.79,9.57,0,0,0,0,17.09,0,0,27.62,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

54,13:15-13:30,0,0,142.55,0,0,36.54,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,265.44,229.78,25.79,9.57,0,0,0,0,17.09,0,0,27.62,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

55,13:30-13:45,0,0,142.55,0,0,30.79,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,265.44,229.78,38.7,9.57,0,0,0,0,17.09,0,0,27.62,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

56,13:45-14:00,0,0,142.55,0,0,30.79,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,265.44,229.78,38.7,9.57,0,0,0,0,17.09,0,0,27.62,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

57,14:00-14:15,0,0,142.55,0,0,36.54,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.21,0,265.44,229.78,38.7,9.57,0,0,0,0,17.09,0,0,27.62,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

58,14:15-14:30,0,0,142.55,0,0,36.54,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.21,0,265.44,229.78,38.7,9.57,0,0,0,0,17.09,0,0,27.62,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

59,14:30-14:45,0,0,142.55,0,0,36.54,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,265.44,229.78,38.7,9.57,0,0,0,0,17.09,0,0,27.62,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

60,14:45-15:00,0,0,114.37,0,0,31.23,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,128.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.84,0,332.72,229.78,38.7,9.57,0,0,0,0,17.09,0,0,27.62,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

61,15:00-15:15,0,0,114.37,0,0,31.23,0,0,0,0,0,1.35,0,0,59.75,0,0.61,114.15,397.4,25.13,88.43,134.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.26,0,361.56,229.78,38.7,9.57,0,0,0,0,17.09,0,0,27.62,0.53,0,19.22,0,0,0,0,0,25.59,0,0,0,0,0,0,42.09,0,0,0,0,0

