Column1,Time,GNA/NR/2025/02/01/2143,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/02/01/2594,GNA/SR/2025/02/01/6460,GNA/SR/2025/02/01/7432,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/02/01/9969,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/9606,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/02/01/4863,GNA/NR/2025/02/01/5886,GNA/WR/2025/01/01/8625
64,15:45-16:00,22.12,230.83,0.63,133.69,22.12,75,0,59.47,23.08,1.35,52.9,1.38,0,1,0,26.99,0,30.75,26.01,19,5,30.75,15,6.1,5,11.66,11.67,10.48,70.16,8.1,10.48,26.99,66,36.47,83.6,57,85.79,31,63,182.35,133,32,8.66,8.66,0

65,16:00-16:15,22.12,271.95,0.63,133.69,22.12,75,0,59.47,23.08,1.3,52.9,1.47,0,1,0,26.99,0,32.77,22.01,11,5,32.78,15,6.1,5,11.66,11.67,9.31,70.16,7.19,9.31,26.99,59,33.55,77.36,51,74.6,28,56,167.73,119,28,8.66,8.66,0

66,16:15-16:30,22.12,271.95,0.63,133.69,22.12,75,0,59.47,23.08,1.3,52.9,1.47,0,1,0,26.99,0,32.81,22.21,5,5,32.82,15,6.1,5,11.66,11.67,8.08,70.16,6.25,8.08,26.99,53,29.32,70.74,45,63.11,25,49,146.6,105,24,8.66,8.66,0

67,16:30-16:45,22.12,271.95,0.63,133.69,22.12,75,0,59.47,23.08,1.3,52.9,1.47,0,1,0,26.99,0,33,22.61,1,5,33,15,6.1,5,11.66,11.67,6.69,70.16,5.18,6.69,26.99,46,25.38,60.02,39,51.05,21,40,126.9,91,20,8.66,8.66,0

68,16:45-17:00,22.12,271.95,0.63,133.69,22.12,75,0,59.47,23.08,1.3,52.9,1.47,0,1,0,26.99,0,33,22.81,0,5,33,15,6.1,5,11.66,11.67,5.25,70.16,4.06,5.25,26.99,41,21.38,51.83,33,38.76,16,32,106.91,77,16,8.66,8.66,0

69,17:00-17:15,25.97,271.95,0.63,164.17,25.97,75,0,59.47,25.97,1.3,52.9,1.47,0,1,0,26.99,0,33,26.41,0,5,27.75,15,6.23,5,11.66,11.67,3.65,70.16,2.82,3.65,26.99,33,16.02,42.99,25,27.07,12,23,80.12,60,12,8.66,8.66,0

70,17:15-17:30,25.97,271.95,0.63,194.95,25.97,75,0,59.47,25.97,1.3,52.9,1.47,0,1,0,26.99,0,23.59,25.81,0,5,13.29,15,6.23,5,11.66,11.67,2.53,70.16,1.96,2.53,26.99,23,12.55,31.91,18,17.28,8,15,62.77,42,7,8.66,8.66,0

71,17:30-17:45,28.85,271.95,0.63,225.95,28.85,75,0,76.26,28.85,1.3,52.9,1.47,0,1,0,26.99,0,0,30.41,0,5,5.57,15,6.23,5,11.66,11.67,1.62,70.16,1.25,1.62,26.99,13,7.18,19.75,9,10.31,5,10,35.92,21,5,8.66,8.66,0

72,17:45-18:00,28.85,271.95,0.63,225.95,28.85,75,0,76.26,28.85,1.3,81.75,1.47,0,1,0,26.99,0,0,30.01,0,5,2.52,15,6.23,5,11.66,11.67,0.92,70.16,0.71,0.92,26.99,10,0.44,13.21,4,5.12,3,3,2.2,11,2,8.66,8.66,0

73,18:00-18:15,31.74,271.95,0.63,260.26,31.74,75,0,86.75,31.74,1.3,100.2,1.38,25.74,1,50,25.57,200,0,34.01,0,7.17,0,21.49,6.23,7.17,11.66,11.67,0.4,70.16,0.32,0.4,25.57,5,0.44,4.89,1,1.02,1,1,2.2,4,0,8.66,8.66,0

74,18:15-18:30,31.74,271.95,0.63,260.26,31.74,75,0,86.75,31.74,1.3,100.2,1.38,26.24,1,50,25.57,200,0,33.81,0,7.17,0,21.49,6.23,7.17,11.66,11.67,0.11,70.16,0.08,0.11,25.57,2,0.44,1.76,0,0,0,0,2.2,1,0,8.66,8.66,0

75,18:30-18:45,31.74,271.95,0.63,260.26,31.74,75,50,86.75,31.74,1.3,100.2,1.38,26.24,0.92,50,20.65,200,0,33.41,0,7.17,0,21.49,6.23,7.17,11.66,11.67,0,70.16,0,0,20.65,0,0,0.18,0,0,0,0,0,0,0,8.66,8.66,0

76,18:45-19:00,31.74,271.95,0.63,260.26,31.74,75,50,86.75,31.74,1.3,100.2,1.38,26.24,0.92,50,20.65,200,0,32.61,0,7.17,0,21.49,6.23,7.17,11.66,11.67,0,70.16,0,0,20.65,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

77,19:00-19:15,31.74,271.95,0.63,260.26,31.74,75,50,86.75,31.74,1.3,100.2,1.38,26.24,0.92,50,20.65,200,0,32.41,0,7.17,0,21.49,6.23,7.17,11.34,11.33,0,70.16,0,0,20.65,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

78,19:15-19:30,31.74,271.95,0.63,260.26,31.74,75,50,86.75,31.74,1.3,100.2,1.38,26.24,0.92,50,20.65,200,0,32.01,0,7.17,0,21.49,6.23,7.17,11.34,11.33,0,70.16,0,0,20.65,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

79,19:30-19:45,31.74,271.95,0.63,260.26,31.74,75,50,86.75,31.74,1.3,100.2,1.38,25.74,0.92,50,24.32,200,0,32.01,0,7.17,0,21.49,6.23,7.17,11.34,11.33,0,70.16,0,0,24.32,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

80,19:45-20:00,31.74,271.95,0.63,260.26,31.74,75,50,86.75,31.74,1.3,100.2,1.38,25.74,0.92,50,26.99,200,0,32.01,0,7.17,0,21.49,6.23,7.17,11.66,11.67,0,70.16,0,0,26.99,0,0,0,0,0,0,0,0,0,0,8.66,8.66,0

