Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,GNARE/NR/2024/12/20/3668,GNA/NR/2025/03/01/8036,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/6891,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/3469,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/2563,GNA/SR/2025/03/01/7500,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/01/01/8625,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/1906,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/WR/2025/03/01/6406,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/30052048/L_NR_2022_10
78,19:15-19:30,0,47.51,0,0,15.83,0,0,0,0,0,0,0,0,0,0,25.92,1.15,86.59,30.79,0,0,5.76,6.72,0,4.32,17.28,25.92,50,1.44,100,0,259.78,271.44,1.16,100,25.92,100.01,0,35.01,0,0,0,13.33,15.83,46.67,10.4,46.66

79,19:30-19:45,0,45.49,0,0,15.17,0,0,0,0,0,0,0,0,0,0,25.92,1.15,86.59,30.79,0,0,5.76,6.72,0,4.32,17.28,25.92,50,1.44,100,0,259.78,271.44,1.16,100,25.92,100.01,0,35.01,0,0,0,13.33,15.17,40,10.2,40

80,19:45-20:00,0,45,0,0,15,0,0,0,0,0,0,0,0,0,0,25.92,1.15,86.59,30.79,0,0,5.76,6.72,0,4.32,17.28,25.92,50,1.39,100,0,259.78,271.44,1.16,100,25.92,100.01,0,35.01,0,0,0,12.67,15,41,10,41

81,20:00-20:15,0,37.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,25.92,1.08,86.59,30.79,0,0,5.76,6.72,0,4.41,17.28,25.92,50,1.39,100,0,259.78,271.44,1.16,100,25.92,100.01,0,35.01,0,0,0,12,12.5,37.67,9.8,37.66

82,20:15-20:30,0,37.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,25.92,1.08,86.59,30.79,0,0,5.76,6.72,0,4.41,17.28,25.92,50,1.39,100,0,259.78,271.44,1.16,100,25.92,100.01,0,35.01,0,0,0,11.67,12.5,38,9.6,38

83,20:30-20:45,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,25.92,1.08,63.96,30.79,0,0,5.76,6.72,0,4.41,17.28,25.92,50,1.39,100,0,211.78,271.44,1.16,100,25.92,100.01,0,35.01,0,0,0,9.33,10,33.33,9.2,33.34

84,20:45-21:00,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,25.92,1.08,63.96,30.79,0,0,5.76,6.72,0,4.41,17.28,25.92,50,1.39,100,0,194.14,271.44,1.16,100,25.92,100.01,0,35.01,0,0,0,9.33,10,33.33,9,33.34

85,21:00-21:15,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,25.92,1.08,63.96,30.79,0,0,5.76,6.72,0,4.5,17.28,25.92,50,1.39,100,0,194.14,249.6,0.78,100,25.92,100.01,0,35.01,0,0,0,9.33,10,40,8.4,40

86,21:15-21:30,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,25.92,1.08,63.96,30.28,0,0,5.76,6.72,0,4.5,17.28,25.92,50,1.39,100,0,194.14,230.4,0.78,100,25.92,100.01,0,35.01,0,0,0,9.33,10,41,8,41

87,21:30-21:45,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,25.92,1.08,63.96,30.28,0,0,5.76,6.72,0,4.5,17.28,25.92,50,1.39,100,0,194.14,210.24,1.08,100,25.92,100.01,0,35.01,0,0,0,10,10,41.33,7.6,41.34

88,21:45-22:00,0,31.01,0,0,10.33,0,0,0,0,0,0,0,0,0,0,25.92,1.08,63.96,30.28,0,0,5.76,6.72,0,4.5,17.28,25.92,50,1.39,100,0,194.14,210.24,1.08,100,25.92,100.01,0,35.01,0,0,0,10.67,10.33,41.67,7.2,41.66

89,22:00-22:15,0,31.5,0,0,10.5,0,0,0,0,0,0,0,0,0,0,25.92,1.08,63.96,30.28,55.49,166.48,5.76,6.72,0,4.5,17.28,25.92,50,1.35,100,0,194.14,210.24,1.08,100,25.92,100.01,0,35.01,0,0,0,11.67,10.5,42.67,7,42.66

90,22:15-22:30,0,31.99,0,0,10.67,0,0,0,0,0,0,0,0,0,0,25.92,1.08,63.96,30.28,55.49,166.48,5.76,6.72,0,4.5,17.28,25.92,50,1.35,100,0,194.14,210.24,1.08,100,25.92,100.01,0,35.01,0,0,0,12.33,10.67,44,7,44

91,22:30-22:45,0,32.51,0,0,10.83,0,0,0,0,0,0,0,0,0,0,25.92,1.08,63.96,29.77,55.49,166.48,5.76,6.72,0,4.5,17.28,25.92,50,1.35,100,0,194.14,210.24,1.08,100,25.92,100.01,0,35.01,0,0,0,13,10.83,45,7,45

92,22:45-23:00,0,33,0,0,11,0,0,0,0,0,0,0,0,0,0,25.92,1.08,63.96,29.77,55.49,166.48,5.76,6.72,0,4.5,17.28,25.92,50,1.35,100,0,194.14,210.24,1.08,100,25.92,100.01,0,35.01,0,0,0,14,11,46.33,7,46.34

93,23:00-23:15,0,33.49,0,0,11.17,0,0,0,0,0,0,0,0,0,0,23.04,1.08,63.96,29.77,55.49,166.48,5.76,6.72,0,4.41,17.28,23.04,50,1.35,0,0,194.14,210.24,1.08,100,23.04,100.01,0,35.01,0,0,0,14.67,11.17,48,7,48

94,23:15-23:30,0,34.01,0,0,11.33,0,0,0,0,0,0,0,0,0,0,23.04,1.08,63.96,29.77,55.49,166.48,5.76,6.72,0,4.41,17.28,23.04,50,1.35,0,0,194.14,210.24,1.08,100,23.04,100.01,0,35.01,0,0,0,15.33,11.33,49.67,7,49.66

95,23:30-23:45,0,34.5,0,0,11.5,0,0,0,0,0,0,0,0,0,0,23.04,1.08,63.96,29.77,55.49,166.48,5.76,6.72,0,4.41,17.28,23.04,50,1.35,0,0,194.14,210.24,1.08,100,23.04,100.01,0,35.01,0,0,0,15.67,11.5,51.67,7,51.66

96,23:45-24:00,0,37.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,23.04,1.08,63.96,29.77,55.49,166.48,5.76,6.72,0,4.41,17.28,23.04,50,1.35,0,0,194.14,210.24,1.08,100,23.04,100.01,0,35.01,0,0,0,15.67,12.5,52.67,7,52.66

