Block,Time Block,TALA,SIMHST2,SIMHST1,SINGRAULI,SALAL,SASAN,TALST2,SEWA2,SINGRAULI_HYDRO,TANAKPUR,RSTPSU7,RIHAND3,RAPPB,RAPPC,RIHAND1,RSTPSU1TO6,RIHAND2,KGSU3AND4,NLCTS2EXP,NNTPP,NLCIIST2,JHAJJAR,KGSU1AND2,NJPC,NLCEXP,NLCIIST1,NAPP,DHAULIGNGA,FSTPP I & II,DULHASTI,MAPS,KUDGI,KOTESHWR,BRBCL,CHAMERA1,BSIUL,CHAMERA2,DADRT2,CHAMERA3,KISHANGANGA,KKNPPU2,KOLDAM,KKNP,DADRI_LF,DADRI_GF,DADRI_CRF,AURY_RF,DADRI_RF,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,TEHRI,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,URI2,ANTA_LF,AURY_GF,ANTA_GF,URI,AURY_CRF,NTPL,KHSTPP-I,KHSTPP-II,RAMPUR,PARBATI3,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,0,0,0,90.96,1.35,324.61,0,0,0,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,11.55,0,0,0,17.07,14.11,0,0,0,265.6,0,0,0,0,0,0,0,0,0,0,5.77,0,14.38,0,23.23,0,0,0,0,0,4.15,0,0,0,1.07,0,0,22.93,95.7,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,90.96,1.35,324.61,0,0,0,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,11.55,0,0,0,17.07,15.08,0,0,0,265.6,0,0,0,0,0,0,0,0,0,0,5.77,0,14.38,0,23.23,0,0,0,0,0,4.15,0,0,0,1.07,0,0,22.93,95.7,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,90.96,1.35,324.61,0,0,0,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,11.55,0,0,0,17.07,15.39,0,0,0,265.6,0,0,0,0,0,0,0,0,0,0,5.77,0,14.38,0,23.23,0,0,0,0,0,4.15,0,0,0,1.07,0,0,22.93,95.7,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,86.12,1.35,324.61,0,0,0,0,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,11.55,0,0,0,17.07,15.74,0,0,0,265.6,0,0,0,0,0,0,0,0,0,0,5.77,0,14.38,0,23.23,0,0,0,0,0,4.15,0,0,0,1.07,0,0,22.93,95.7,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,86.12,1.35,324.61,0,0,0,0,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,11.55,0,0,0,17.07,15.21,0,0,0,265.6,0,0,0,0,0,0,0,0,0,0,5.77,0,14.38,0,23.23,0,0,0,0,0,4.15,0,0,0,1.07,0,0,22.93,95.7,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,86.12,1.35,324.61,0,0,0,5.54,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,11.55,0,0,0,17.07,17.5,0,2.12,0,265.6,0,0,0,0,0,0,0,0,0,0,5.77,0,14.38,0,23.23,0,0,0,0,0,4.15,0,0,0,1.07,0,0,22.93,95.7,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,86.12,1.35,324.61,0,0,0,5.54,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,11.55,0,0,0,17.07,19.24,0,6.27,0,265.6,0,0,0,0,0,0,0,0,0,0,5.77,0,14.38,0,23.23,14.37,0,0,0,0,4.15,0,0,0,1.07,0,0,22.93,95.7,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,86.12,1.35,324.61,0,0,0,5.54,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,11.55,0,0,0,17.07,19.24,0,6.27,0,265.6,0,0,0,0,0,0,0,0,0,0,5.77,0,14.38,0,23.23,14.37,0,0,0,0,4.15,0,0,0,1.07,0,0,22.93,95.7,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,86.12,1.35,324.61,0,0,0,5.54,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,11.55,0,0,0,17.07,19.24,0,6.27,0,326.05,0,0,0,0,0,0,0,0,0,0,5.77,0,14.38,0,23.23,14.37,0,0,0,0,4.15,0,0,0,1.07,0,0,22.93,95.7,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,86.12,1.35,324.61,0,0,0.6,5.54,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,230.85,0,0,0,0,42.12,0,14.31,0,0,0,17.07,19.24,0,6.27,0,354.9,0,0,0,0,0,0,0,0,0,0,8.82,0,19.4,0,32.03,14.37,0,0,0,0,4.15,0,0,0,1.07,0,0,26.34,114.62,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,86.12,1.35,324.61,0,0,0.6,5.54,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,296.25,0,0,0,0,42.12,0,14.31,0,0,0,17.07,19.24,0,6.27,0,354.9,0,0,0,0,0,0,0,0,0,0,8.82,0,22.79,0,36.18,28.72,0,0,0,0,4.15,0,0,0,1.07,0,0,26.34,114.62,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,86.12,1.35,324.61,0,0,0.6,5.54,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,296.25,0,0,0,0,42.12,0,14.31,0,0,0,17.07,19.24,0,6.27,0,354.9,9.31,0,0,0,0,0,0,0,0,0,8.82,0,22.79,0,36.18,28.72,0,0,0,0,4.15,0,0,0,1.07,0,0,26.34,114.62,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,94.14,1.35,324.61,0,0,0.6,5.54,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,313.21,0,20.04,0,0,42.12,0,17.81,0,0,0,17.07,19.24,0,6.27,0,354.9,9.31,0,0,0,0,0,0,0,0,0,8.82,0,22.79,0,36.18,28.72,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,94.14,1.35,324.61,0,0,0.6,0,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,323.31,0,40.08,0,0,42.12,0,18.98,15.85,0,0,17.07,19.24,0,6.27,0,432.19,9.31,0,0,0,0,0,0,0,0,0,9.89,0,25.18,0,39.76,43.09,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,0,94.14,1.35,324.61,0,0,0.6,0,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,60.2,0,0,42.12,7.62,18.98,31.7,0,0,17.07,19.24,0,6.27,1.92,551.52,9.31,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,43.09,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,3.67,0,0,0,0,0,0

27,06:30-06:45,0,0,0,94.14,1.35,324.61,0,0,0.6,0,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,82.89,0,0,42.12,15.24,18.98,47.54,0,0,17.07,19.24,13.51,6.27,3.85,554.45,9.31,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,43.09,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,15.91,0,0,0,0,0,0

28,06:45-07:00,0,0,0,94.14,1.35,324.61,0,7.6,0.6,0,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,109.3,0,0,42.12,26.36,18.98,47.54,0,0,17.07,19.24,26.98,12.54,38,627.09,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,57.44,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,15.91,0,0,0,0,0,0

29,07:00-07:15,0,0,0,94.14,1.35,324.61,0,7.6,0.6,0,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,109.3,0,0,42.12,26.36,18.98,47.54,0,0,17.07,19.24,26.98,12.54,38,656.7,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,57.44,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,15.91,0,0,0,0,0,0

30,07:15-07:30,0,0,0,94.14,1.35,324.61,0,7.88,0.6,0,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,109.3,0,0,42.12,26.36,18.98,47.54,0,0,17.07,19.24,26.98,12.54,38,656.7,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,57.44,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,15.91,0,0,0,0,0,0

31,07:30-07:45,0,0,0,98.97,1.35,324.61,0,7.88,0.6,0,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,109.3,0,0,42.12,26.36,18.98,47.54,0,0,17.07,19.24,26.98,12.54,38,656.7,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,57.44,0,0,0,0,4.15,0,0,0,25.48,0,0,32.4,142.63,0,15.91,0,0,0,0,0,0

32,07:45-08:00,0,0,0,100.17,1.35,324.61,0,7.88,0.6,0,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,109.3,0,0,42.12,15.24,18.98,47.54,0,0,17.07,19.14,26.98,12.54,38,656.7,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,57.44,0,0,0,0,4.15,0,0,0,25.48,0,0,32.4,142.63,0,3.43,0,0,0,0,0,0

33,08:00-08:15,0,0,0,100.17,1.35,324.61,0,7.88,0.6,0,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,109.3,0,0,42.12,15.31,18.98,47.54,0,0,17.07,19.24,26.98,12.54,38,656.7,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,57.44,0,0,0,0,4.15,0,0,0,25.48,0,0,32.4,142.63,0,0,0,0,0,0,0,0

34,08:15-08:30,0,0,0,100.17,1.35,324.61,0,0,0.6,0,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,109.3,0,0,42.12,7.62,18.98,31.7,0,0,17.07,19.24,26.98,2.12,12.67,656.7,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,57.44,0,0,0,0,4.15,0,0,0,25.48,0,0,32.4,142.63,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,0,100.17,1.35,324.61,0,0,0.6,5.54,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,82.97,0,0,42.12,0,18.98,15.85,0,0,17.07,19.24,13.51,0,12.67,656.7,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,57.44,0,0,0,0,4.15,0,0,0,3.18,0,0,32.4,142.63,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,100.17,1.35,324.61,0,0,0.6,5.54,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,60.12,0,0,42.12,0,18.98,15.85,0,0,17.07,19.24,13.51,0,12.67,656.7,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,57.44,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,100.17,1.35,324.61,0,0,0.6,5.54,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,40.08,0,0,42.12,0,18.98,15.85,0,0,17.07,19.24,0,0,12.67,656.7,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,57.44,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,100.17,1.35,324.61,0,0,0.6,5.54,0,59.21,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,20.04,0,0,42.12,0,18.98,15.85,0,0,17.07,19.24,0,0,12.67,656.7,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,57.44,0,0,0,0,4.15,0,0,0,1.07,0,0,32.4,142.63,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,100.17,1.35,324.61,0,0,0.6,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,0,0,0,42.12,0,18.98,0,0,0,17.07,19.24,0,0,12.67,656.7,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,43.09,0,0,0,0,10.35,0,0,0,3.18,0,0,32.4,142.63,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,100.17,1.35,324.61,0,0,0.6,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,0,0,0,42.12,0,18.98,0,0,0,17.07,19.24,0,0,12.67,599.61,18.64,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,43.09,0,0,0,0,10.35,0,0,0,25.48,0,0,32.4,142.63,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,100.17,1.35,324.61,0,0,0.6,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,334.6,0,0,0,0,42.12,0,18.98,0,0,0,8.53,19.24,0,0,25.33,462.01,9.31,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,43.09,0,0,0,0,10.35,0,0,0,25.48,0,0,32.4,142.63,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,100.17,1.35,324.61,0,0,0.6,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,318.5,0,0,0,0,42.12,0,18.98,0,0,0,8.53,19.24,0,0,25.33,385.07,9.31,0,0,0,0,0,0,0,0,0,9.89,0,25.39,0,40.77,43.09,0,0,0,0,10.35,0,0,0,25.48,0,0,32.4,142.63,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,100.17,1.35,324.61,0,0,0.6,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,316.36,0,0,0,0,42.12,0,18.98,0,0,0,8.53,18.09,0,0,25.33,365.83,9.31,0,0,0,0,0,0,0,0,0,8.82,0,20.5,0,32.72,28.72,0,0,0,0,10.35,0,0,0,3.18,0,0,32.4,142.63,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,100.17,1.35,324.61,0,0,0.6,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,316.36,0,0,0,0,42.12,0,18.98,0,0,0,8.53,17.21,0,0,12.67,361.78,9.31,0,0,0,0,0,0,0,0,0,7.94,0,20.5,0,32.72,28.72,0,0,0,0,10.35,0,0,0,3.18,0,0,32.4,142.63,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,100.17,1.35,324.61,0,0,0.6,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,316.36,0,0,0,0,42.12,0,18.98,0,0,0,8.53,18.18,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,7.94,0,20.5,0,32.72,28.72,0,0,0,0,4.15,0,0,0,8.49,0,0,32.4,142.63,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,100.17,1.35,324.61,0,0,0.6,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,279.69,0,0,0,0,42.12,0,18.98,0,0,0,8.53,16.55,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,7.94,0,20.5,0,32.72,28.72,0,0,0,0,4.15,0,0,0,8.49,0,0,32.4,142.63,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,100.17,1.35,324.61,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,16.53,0,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,6.58,0,17.91,0,27.09,28.72,0,0,0,0,4.15,0,0,0,8.49,0,0,32.4,142.63,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,100.17,1.35,324.61,0,0,0.52,0,0,59.79,0,51.02,88.49,0,114.22,0,0,0,0,229.93,0,0,0,0,42.12,0,16.53,0,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,6.58,0,16.99,0,27.09,28.72,0,0,0,0,4.15,0,0,0,8.49,0,0,32.4,142.63,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,100.17,1.35,324.61,0,0,0.52,0,0,59.79,0,51.02,80.1,0,103.23,0,0,0,0,229.93,0,0,0,0,42.12,0,12.81,0,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,28.6,0,0,0,0,4.15,0,0,0,1.07,0,0,27.92,122.92,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,100.17,1.35,324.61,0,0,0.52,0,0,59.79,0,51.02,76.26,0,98.45,0,0,0,0,229.93,0,0,0,0,42.12,0,12.81,0,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,14.3,0,0,0,0,4.15,0,0,0,1.07,0,0,27.92,122.92,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,100.17,1.35,324.61,0,0,0.52,0,0,59.79,0,51.02,76.26,0,98.45,0,0,0,0,229.93,0,0,0,0,42.12,0,12.81,0,0,0,8.53,19.22,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,14.3,0,0,0,0,4.15,0,0,0,1.07,0,0,21.58,122.92,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,100.17,1.35,324.61,0,0,0.52,0,0,59.79,0,51.02,76.26,0,98.45,0,0,0,0,229.93,0,0,0,0,42.12,0,12.81,0,0,0,8.53,18.91,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,0,0,0,0,0,4.15,0,0,0,1.07,0,0,21.58,122.92,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,86.34,1.35,324.61,0,0,0.52,0,0,59.79,0,51.02,76.26,0,98.45,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,0,0,0,0,0,4.15,0,0,0,1.07,0,0,21.58,93.49,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,86.34,1.35,324.61,0,0,0.52,0,0,59.79,0,51.02,76.26,0,98.45,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,0,0,0,0,0,4.15,0,0,0,1.07,0,0,18.41,78.45,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,77.61,4.47,324.61,0,0,0.52,0,0,44.07,0,51.02,49.55,0,76.17,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,0,0,0,0,0,4.15,0,0,0,3.18,0,0,18.41,78.45,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,77.61,26.82,324.61,0,0,0.52,0,0,44.07,0,51.02,49.55,0,76.17,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,18.07,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,0,0,0,0,0,4.15,0,0,0,3.18,0,0,18.41,78.45,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,74.62,26.82,324.61,0,0,0.52,0,0,44.07,0,51.02,49.55,0,76.17,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,19.24,0,0,0,328.13,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,12.12,0,0,0,0,4.15,0,0,0,3.18,0,0,18.41,78.45,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,74.62,26.82,324.61,0,0,0.52,0,0,44.07,0,51.02,49.55,0,76.17,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,19.24,0,0,0,284.84,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,13.7,0,0,0,0,4.15,0,0,0,3.18,0,0,18.41,78.45,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,74.62,26.82,335.74,0,0,0.52,0,0,44.07,0,51.02,49.55,0,76.17,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,19.24,0,0,0,284.84,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,28.6,0,0,0,0,4.15,0,0,0,1.07,0,0,18.41,78.45,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,74.62,26.82,350.98,0,0,0.52,0,0,44.07,0,51.02,49.55,0,76.17,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,19.24,0,0,0,326.05,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,28.6,0,0,0,0,4.15,0,0,0,1.07,0,0,18.41,78.45,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,74.62,26.82,359.23,0,0,0.52,0,0,44.07,0,51.02,49.55,0,76.17,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,28.6,0,0,0,0,4.15,0,0,0,1.07,0,0,18.41,78.45,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,0,74.62,4.47,366.81,0,0,0.52,0,0,44.07,0,51.02,49.55,0,76.17,0,0,0,0,229.93,0,0,0,0,42.12,0,11,0,0,0,8.53,19.24,0,0,0,361.78,0,0,0,0,0,0,0,0,0,0,5.77,0,14.23,0,22.42,28.6,0,0,0,0,4.15,0,0,0,1.07,0,0,18.41,78.45,0,0,0,0,0,0,0,0

