Block,Time,DADRT2,KISHANGANGA,MAPS,NJPC,NTPL,RIHAND1,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR3,AURY_CRF,DADRI_CRF,BSIUL,NLCIIST1,RIHAND3,RSTPSU7,SASAN,VALLURNTECL,ANTA_RF,CHAMERA1,FSTPP I & II,KOTESHWR,NAPP,NNTPP,TANAKPUR,CHAMERA2,DULHASTI,KGSU3AND4,KHSTPP-II,NLCIIST2,PARBATI3,RIHAND2,TelanganaSTPP,URI,AURY_RF,DADRI_GF,DADRI_RF,KUDGI,RAMPUR,RAPPC,SEWA2,TALST2,TEHRI,UNCHAHAR2,DADRI_LF,JHAJJAR,KHSTPP-I,KOLDAM,NLCTS2EXP,RAPPB,SALAL,SINGRAULI,TANDA2,UNCHAHAR4,ANTA_CRF,ANTA_GF,ANTA_LF,AURY_LF,BRBCL,KGSU1AND2,KKNP,NLCEXP,RSTPSU1TO6,SIMHST1,TALA,URI2,CHAMERA3,DHAULIGNGA,KKNPPU2,UNCHAHAR1,AURY_GF
57,14:00-14:15,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,21.08,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,0,0,50.14,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.27,28.07,32.08,40.4,0,20.96,0

58,14:15-14:30,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,21.08,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,4.25,0,50.14,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.27,28.07,32.08,40.4,0,20.96,0

59,14:30-14:45,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,21.08,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,5.79,0,66.29,43.71,0,413.83,32.17,5.35,0,0,46.48,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.27,28.07,32.08,40.4,0,20.96,0

60,14:45-15:00,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,21.08,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,11.58,0,66.29,43.71,0,413.83,32.17,5.35,0,0,46.48,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.27,28.07,32.08,40.4,0,20.96,0

61,15:00-15:15,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,21.08,121.71,0,26.49,76.47,0,74.03,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,52.28,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.7,28.07,32.08,40.4,0,20.96,0

62,15:15-15:30,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,21.08,121.71,0,26.49,76.47,0,74.03,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,52.28,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.7,28.07,32.08,40.4,0,20.96,0

63,15:30-15:45,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,21.08,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.7,28.07,32.08,40.4,0,20.96,0

64,15:45-16:00,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,382.5,0,45.53,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,21.08,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.7,28.07,32.08,40.4,0,20.96,0

65,16:00-16:15,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,6.52,0,127.6,0,382.5,0,44.95,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,7.03,121.71,0,39.19,76.47,0,74.03,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.41,23.65,32.08,40.4,0,20.96,0

66,16:15-16:30,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,6.52,0,127.6,0,382.5,0,44.95,42.66,14.3,19.32,45.1,0,10.63,44.22,53.79,0,136.37,0,7.03,121.71,0,39.19,76.47,0,74.03,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.11,23.65,32.08,40.4,0,20.96,0

67,16:30-16:45,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,6.52,0,127.6,0,389.25,0,44.95,42.66,14.3,28.98,45.1,0,10.63,44.22,53.79,0,136.37,0,7.03,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.11,20.68,32.08,40.4,0,20.96,0

68,16:45-17:00,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,6.52,0,127.6,0,389.25,0,44.95,42.66,14.3,28.98,45.1,0,10.63,44.22,53.79,0,136.37,0,21.08,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.96,20.68,32.08,40.4,0,20.96,0

69,17:00-17:15,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,6.52,0,127.6,0,389.25,0,44.95,42.66,14.3,38.64,45.1,0,10.63,44.22,53.79,0,136.37,0,21.08,121.71,0,33.12,76.47,0,74.03,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.27,20.68,32.08,40.4,0,20.96,0

70,17:15-17:30,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,6.52,0,127.6,0,389.25,0,44.95,42.66,14.3,38.64,45.1,0,10.63,44.22,53.79,0,136.37,0,21.08,121.71,0,33.12,76.47,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.41,20.68,32.08,40.4,0,20.96,0

71,17:30-17:45,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,6.52,0,127.6,0,389.25,0,44.95,42.66,14.3,38.64,45.1,0,10.63,44.22,53.79,0,144.77,0,21.08,121.71,0,33.12,76.47,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.23,20.68,32.08,40.4,0,20.96,0

72,17:45-18:00,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,6.52,0,127.6,0,389.25,0,44.95,42.66,14.3,38.64,45.1,0,10.63,44.22,53.79,0,144.77,0,21.08,121.71,0,33.12,76.47,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.23,20.68,32.08,40.4,0,20.96,0

73,18:00-18:15,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,6.52,0,127.6,0,389.25,0,44.95,42.66,14.3,38.64,45.1,0,8.58,44.22,53.79,0,144.77,0,7.03,121.71,0,39.19,76.11,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.82,20.68,32.08,40.4,0,20.96,0

74,18:15-18:30,686.07,2.88,0,167.1,0,94.65,0,0,27.05,0,0,6.52,0,127.6,0,389.25,0,44.95,42.66,14.3,38.64,45.1,0,8.58,44.22,53.79,0,144.77,0,36.54,121.71,0,39.19,76.11,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.53,20.68,32.08,40.4,0,20.96,0

75,18:30-18:45,686.07,4.32,0,167.1,0,94.65,0,0,27.05,0,0,19.56,0,127.6,0,389.25,0,44.95,42.66,14.3,38.64,45.1,0,8.58,44.22,53.79,0,144.77,0,53.4,121.71,0,33.12,76.11,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.53,20.68,32.08,40.4,0,20.96,0

76,18:45-19:00,686.07,4.32,0,168.66,0,94.65,0,0,26.45,0,0,20.21,0,127.6,0,389.25,0,44.95,42.66,14.3,42.51,45.1,0,8.58,45.65,54.53,0,144.77,0,53.4,121.71,0,33.12,76.11,0,76.88,0,3.62,60.09,17.37,0,66.29,42.41,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,0,0,0,0,0,15,0,0,0,0,0,8.23,20.68,32.08,41.42,0,20.62,0

77,19:00-19:15,685.75,4.32,0,168.66,0,94.65,0,0,27.05,0,0,20.21,0,127.6,0,389.25,0,44.95,42.66,14.3,42.51,45.1,0,8.58,45.65,54.53,0,144.77,0,53.4,121.71,0,33.12,76.11,0,76.88,0,3.62,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.23,20.68,32.08,41.42,0,20.96,0

78,19:15-19:30,685.75,4.32,0,168.66,0,94.65,0,0,27.05,0,0,20.21,0,127.6,0,389.25,0,44.95,42.66,14.3,42.51,45.1,0,8.58,45.65,54.53,0,144.77,0,53.4,121.71,0,33.12,76.11,0,76.88,0,3.62,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,8.23,20.68,32.08,41.42,0,20.96,0

79,19:30-19:45,685.75,4.32,0,168.66,0,94.65,0,0,27.05,0,0,20.21,0,127.6,0,389.25,0,44.95,42.66,14.3,42.51,45.1,0,8.58,45.65,54.53,0,144.77,0,53.4,121.71,0,33.12,76.11,0,76.88,0,3.62,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.11,25.12,32.08,41.42,0,20.96,0

80,19:45-20:00,685.75,4.32,0,168.66,0,94.65,0,0,27.05,0,0,20.21,0,127.6,0,389.25,0,44.95,42.66,14.3,42.51,45.1,0,8.58,45.65,54.53,0,144.77,0,21.08,121.71,0,33.12,76.11,0,76.88,0,3.62,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.11,25.12,32.08,41.42,0,20.96,0

81,20:00-20:15,685.75,4.32,0,168.66,0,94.65,0,0,27.05,0,0,20.21,0,127.6,0,389.25,0,45.53,42.66,14.3,42.51,45.1,0,8.58,45.65,54.53,0,144.77,0,18.27,121.71,0,33.12,76.11,0,76.88,0,3.62,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.41,23.65,32.08,41.42,0,20.96,0

82,20:15-20:30,685.75,4.32,0,168.66,0,94.65,0,0,27.05,0,0,20.21,0,127.6,0,389.25,0,45.53,42.66,14.3,42.51,45.1,0,8.58,45.65,54.53,0,144.77,0,18.27,121.71,0,33.12,76.11,0,76.88,0,3.62,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.41,23.65,32.08,41.42,0,20.96,0

83,20:30-20:45,685.75,4.32,0,168.66,0,94.65,0,0,27.05,0,0,20.21,0,127.6,0,389.25,0,45.53,42.66,14.3,42.51,45.1,0,8.58,45.65,54.53,0,144.77,0,18.27,121.71,0,33.12,76.11,0,76.88,0,3.62,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.41,22.16,32.08,41.42,0,20.96,0

84,20:45-21:00,685.75,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,389.25,0,45.53,42.66,14.3,38.64,45.1,0,8.58,44.22,53.79,0,144.77,0,18.27,121.71,0,33.12,76.11,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.89,1.62,0,0,0,0,15,0,0,0,0,0,9.41,22.16,32.08,40.4,0,20.96,0

85,21:00-21:15,685.75,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,389.25,0,45.53,42.66,14.3,38.64,45.1,0,8.58,44.22,53.79,0,144.77,0,21.08,121.71,0,33.12,76.11,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.61,1.62,0,0,0,0,15,0,0,0,0,0,9.41,22.16,32.08,40.4,0,20.96,0

86,21:15-21:30,685.75,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,389.25,0,45.53,42.66,14.3,38.64,45.1,0,8.58,44.22,53.79,0,144.77,0,21.08,121.71,0,33.12,76.11,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.61,1.62,0,0,0,0,15,0,0,0,0,0,9.41,22.16,32.08,40.4,0,20.96,0

87,21:30-21:45,685.75,4.32,0,167.1,0,94.65,0,0,27.05,0,0,13.04,0,127.6,0,389.25,0,45.53,42.66,14.3,38.64,45.1,0,8.58,44.22,53.79,0,144.77,0,33.73,121.71,0,33.12,76.11,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.61,1.62,0,0,0,0,15,0,0,0,0,0,9.41,24.38,32.08,40.4,0,20.96,0

88,21:45-22:00,685.75,4.32,0,168.66,0,94.65,0,0,27.05,0,0,20.21,0,127.6,0,389.25,0,45.53,42.66,14.3,42.51,45.1,0,8.58,45.65,54.53,0,144.77,0,33.73,121.71,0,33.12,76.11,0,76.88,0,3.62,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.61,1.62,0,0,0,0,15,0,0,0,0,0,9.41,24.38,32.08,41.42,0,20.96,0

89,22:00-22:15,685.75,4.32,0,168.66,0,94.65,0,0,27.05,0,0,20.21,0,127.6,0,389.25,0,46.72,42.66,14.3,42.51,45.1,0,8.58,45.65,54.53,0,144.77,0,33.73,121.71,0,33.12,76.47,0,76.88,0,3.62,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.61,1.62,0,0,0,0,15,0,0,0,0,0,9.41,25.85,32.08,41.42,0,20.96,0

90,22:15-22:30,685.75,4.32,0,168.66,0,94.65,0,0,27.05,0,0,20.21,0,127.6,0,389.25,0,46.72,42.66,14.3,42.51,45.1,0,8.58,45.65,54.53,0,144.77,0,33.73,121.71,0,33.12,76.47,0,76.88,0,3.62,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.61,1.62,0,0,0,0,15,0,0,0,0,0,9.41,25.85,32.08,41.42,0,20.96,0

91,22:30-22:45,685.75,4.32,0,168.66,0,94.65,0,0,27.05,0,0,20.21,0,127.6,0,389.25,0,46.72,42.66,14.3,42.51,45.1,0,8.58,45.65,54.53,0,144.77,0,33.73,121.71,0,33.12,76.47,0,76.88,0,3.62,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.61,1.62,0,0,0,0,15,0,0,0,0,0,9.11,25.85,32.08,41.42,0,20.96,0

92,22:45-23:00,685.75,4.32,0,167.1,0,94.65,0,0,27.05,0,0,19.56,0,127.6,0,389.25,0,46.72,42.66,14.3,38.64,45.1,0,8.58,44.22,53.79,0,144.77,0,33.73,121.71,0,33.12,76.47,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.61,1.62,0,0,0,0,15,0,0,0,0,0,9.11,25.85,32.08,40.4,0,20.96,0

93,23:00-23:15,685.75,4.32,0,167.1,0,94.65,0,0,27.05,0,0,19.56,0,127.6,0,389.25,0,47.31,42.66,14.3,38.64,45.1,0,8.58,44.22,53.79,0,144.77,0,33.73,121.71,0,33.12,76.47,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.61,1.62,0,0,0,0,15,0,0,0,0,0,9.11,25.85,32.08,40.4,0,20.96,0

94,23:15-23:30,685.75,4.32,0,167.1,0,94.65,0,0,27.05,0,0,19.56,0,127.6,0,389.25,0,47.31,42.66,14.3,38.64,45.1,0,8.58,44.22,53.79,0,144.77,0,33.73,121.71,0,33.12,76.47,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.61,1.62,0,0,0,0,15,0,0,0,0,0,9.11,25.85,32.08,40.4,0,20.96,0

95,23:30-23:45,685.75,4.32,0,167.1,0,94.65,0,0,27.05,0,0,19.56,0,127.6,0,389.25,0,47.31,42.66,14.3,38.64,45.1,0,8.58,44.22,53.79,0,144.77,0,33.73,121.71,0,33.12,76.47,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.61,1.62,0,0,0,0,15,0,0,0,0,0,9.11,25.85,32.08,40.4,0,20.96,0

96,23:45-24:00,685.75,4.32,0,167.1,0,94.65,0,0,27.05,0,0,19.56,0,127.6,0,389.25,0,47.31,42.66,14.3,38.64,45.1,0,8.58,44.22,53.79,0,144.77,0,33.73,121.71,0,33.12,76.72,0,76.88,0,3.54,60.09,17.37,0,66.29,43.71,0,413.83,32.17,5.35,0,0,79.01,127.75,2.61,1.62,0,0,0,0,15,0,0,0,0,0,9.11,25.85,32.08,40.4,0,20.96,0

