Column1,Time,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,GNA/NR/2025/02/16/1380,NR/01102023/19072037/LT-05,GNA/NR/2025/02/01/5886,NR/01102023/31102037/L_NR_2019_11,GNA/SR/2025/02/01/6460,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/02/16/1676,GNA/NR/2025/02/01/4863,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,GNA/WR/2025/01/01/8625,GNA/WR/2024/11/01/4200,GNA/NR/2025/02/01/2143,GNA/NR/2025/02/01/9969,GNA/WR/2025/01/01/9606,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/02/01/2594,GNA/SR/2025/02/01/7432
77,19:00-19:15,0,0,0,10.67,0,0,31.99,0,0,0,0,0,16.21,32,0,0,0,32,7.67,10.67,0,1.25,27.76,31,0,114.98,13.46,0.92,75,0.62,1.29,0,13.46,0,0,271.78,260.1,100.14,31,0,50,36.53,43.25,200,86.7,36.53,50

78,19:15-19:30,0,0,0,11,0,0,33,0,0,0,0,0,15.81,34.33,0,0,0,34.34,8,11,0,1.25,27.76,31,0,114.98,13.46,0.92,75,0.62,1.29,0,13.46,0,0,271.78,260.1,100.14,31,0,50,36.53,43.25,200,86.7,36.53,50

79,19:30-19:45,0,0,0,11.17,0,0,33.49,0,0,0,0,0,15.21,30.33,0,0,0,30.34,8.67,11.17,0,1.25,27.76,32,0,114.98,13.46,0.92,75,0,1.29,0,13.46,0,0,271.78,260.1,100.14,32,0,50,36.53,43.25,200,86.7,36.53,50

80,19:45-20:00,0,0,0,11.5,0,0,34.5,0,0,0,0,0,14.61,31.33,0,0,0,31.34,9.67,11.5,0,1.25,27.76,32,0,114.98,13.46,0.92,75,0.62,1.29,0,13.46,0,0,271.78,260.1,100.14,32,0,50,36.53,43.25,200,86.7,36.53,50

81,20:00-20:15,0,0,0,11.83,0,0,35.51,0,0,0,0,0,14.21,30.67,0,0,0,30.66,10.33,11.83,0,1.25,27.76,32,0,65.98,8.65,0.92,75,0.62,1.29,0,8.65,0,0,271.78,260.1,100.14,32,0,50,23.07,23.07,150,86.7,23.07,50

82,20:15-20:30,0,0,0,12.5,0,0,37.5,0,0,0,0,0,13.61,32,0,0,0,32,10.67,12.5,0,1.25,27.76,32,0,65.98,8.65,0.92,75,0.62,1.29,0,8.65,0,0,271.78,260.1,100.14,32,0,50,23.07,23.07,150,86.7,23.07,50

83,20:30-20:45,0,0,0,13.17,0,0,39.49,0,0,0,0,0,13.01,33.33,0,0,0,33.34,11.33,13.17,0,1.25,27.76,32,0,65.98,8.65,0.92,75,0.62,1.29,0,8.65,0,0,271.78,260.1,100.14,32,0,50,23.07,23.07,150,86.7,23.07,50

84,20:45-21:00,0,0,0,13.67,0,0,40.99,0,0,0,0,0,12.61,36,0,0,0,36,12,13.67,0,1.25,27.76,32,0,65.98,8.65,0.92,75,0.62,1.29,0,8.65,0,0,271.78,260.1,100.14,32,0,50,23.07,23.07,150,86.7,23.07,50

85,21:00-21:15,0,0,0,13,0,0,39,0,0,0,0,0,12.21,35.67,0,0,0,35.66,12.67,13,0,1.25,27.76,26.36,0,65.98,8.65,0.92,75,0.62,1.29,0,8.65,0,0,271.78,260.1,100.14,32,0,50,23.07,23.07,150,86.7,23.07,50

86,21:15-21:30,0,0,0,13.33,0,0,40.01,0,0,0,0,0,11.81,37,0,0,0,37,13.33,13.33,0,1.25,27.76,26.36,0,65.98,8.65,0.92,75,0.62,1.29,0,8.65,0,0,271.78,260.1,100.14,32,0,50,23.07,23.07,150,86.7,23.07,50

87,21:30-21:45,0,0,0,13.5,0,0,40.5,0,0,0,0,0,11.21,40,0,0,0,40,14,13.5,0,1.25,26.75,26.36,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,0,0,271.78,260.1,100.14,32,0,50,23.07,23.07,150,86.7,23.07,50

88,21:45-22:00,0,0,0,13.67,0,0,40.99,0,0,0,0,0,10.6,43.33,0,0,0,43.34,14.67,13.67,0,1.25,26.24,26.36,0,70.12,8.65,0.92,75,0.62,1.29,0,8.65,0,0,271.78,260.1,100.14,32,0,50,23.07,23.07,150,76.31,23.07,50

89,22:00-22:15,0,0,0,13.67,0,0,40.99,0,0,0,0,0,10.2,33.67,0,0,0,33.66,15.33,13.67,0,1.25,26.24,26.36,7.93,70.12,8.65,0.92,75,0.62,1.29,23.78,8.65,0,0,271.78,212.04,100.14,32,0,50,23.07,23.07,150,64.13,23.07,50

90,22:15-22:30,0,0,0,13.67,0,0,40.99,0,0,0,0,0,9.6,34.67,0,0,0,34.66,16,13.67,0,1.25,26.24,26.36,7.93,70.12,8.65,0.92,75,0.62,1.29,23.78,8.65,0,0,271.78,196.31,100.14,32,0,50,23.07,23.07,150,64.13,23.07,50

91,22:30-22:45,0,0,0,13.67,0,0,40.99,0,0,0,0,0,9,35.67,0,0,0,35.66,10,13.67,0,1.25,26.24,26.36,7.93,70.12,8.65,0.92,75,0,1.29,23.78,8.65,0,0,271.78,196.31,100.14,32,0,50,23.07,23.07,150,64.13,23.07,50

92,22:45-23:00,0,0,0,13.5,0,0,40.5,0,0,0,0,0,8.4,37,0,0,0,37,10,13.5,0,1.25,26.24,26.36,7.93,70.12,8.65,0.92,75,0,1.29,23.78,8.65,0,0,271.78,196.31,68.53,32,0,50,23.07,23.07,150,64.13,23.07,50

93,23:00-23:15,0,0,0,13,0,0,39,0,0,0,0,0,8.2,35.33,0,0,0,35.34,10,13,0,1.2,26.24,26.36,7.93,70.12,8.65,0.92,75,0,1.29,23.78,8.65,0,0,271.78,196.31,52.87,32,0,50,23.07,23.07,150,64.13,23.07,50

94,23:15-23:30,0,0,0,12.17,0,0,36.49,0,0,0,0,0,7.8,32.67,0,0,0,32.66,10,12.17,0,1.2,26.24,26.36,7.93,70.12,8.65,0.92,75,0.62,1.29,23.78,8.65,0,0,271.78,196.31,52.87,32,0,50,23.07,23.07,150,64.13,23.07,50

95,23:30-23:45,0,0,0,11.17,0,0,33.49,0,0,0,0,0,8.2,29,0,0,0,29,10,11.17,0,1.2,26.24,26.36,7.93,70.12,8.65,0.92,75,0.62,1.29,23.78,8.65,0,0,271.78,148.25,52.87,32,0,50,23.07,23.07,150,64.13,23.07,50

96,23:45-24:00,0,0,0,10.33,0,0,31.01,0,0,0,0,0,7.8,25.67,0,0,0,25.66,10,10.33,0,1.2,26.24,26.36,7.93,70.12,8.65,0.92,75,0.62,1.29,23.78,8.65,0,0,271.78,136.49,52.87,32,0,50,23.07,23.07,150,64.13,23.07,50

