Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,CHAMERA1,DADRT2,BSIUL,JHAJJAR,CHAMERA3,KGSU1AND2,CHAMERA2,BRBCL,AURY_CRF,URI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,ANTA_RF,UNCHAHAR4,AURY_LF,AURY_RF,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,ANTA_GF,UNCHAHAR2,TALA,TANAKPUR,TEHRI,TALST2,TANDA2,TelanganaSTPP,SINGRAULI_HYDRO,SIMHST1,SINGRAULI,RAMPUR,RSTPSU1TO6,SIMHST2,RAPPC,RSTPSU7,NTPL,SALAL,SEWA2,PARBATI3,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,KOTESHWR,NLCTS2EXP,NAPP,NLCEXP,NNTPP,NLCIIST1,KUDGI,NJPC,MAPS,NLCIIST2,KHSTPP-II,KGSU3AND4,KKNP,KHSTPP-I,KKNPPU2,KOLDAM,KISHANGANGA,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
23,05:30-05:45,8.77,17.47,15.82,0,655.49,12.52,417.26,0,0,0,19.2,0,29.67,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,66.93,10.11,0,59.67,0,114.01,356.4,88.32,8.52,0,20.1,0,0,0,0,41.82,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,8.77,17.47,15.82,11.38,655.47,12.52,417.26,0,0,2.55,19.2,0,29.67,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,66.93,10.11,0,59.67,0,114.01,356.4,88.32,8.52,0,20.1,0,0,0,0,67.36,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,17.52,17.47,15.82,11.38,655.47,12.52,417.26,9.29,0,12.64,19.2,0,38.16,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,66.93,10.11,3.67,59.67,0,114.01,367.2,88.32,8.52,0,20.1,0,0,0,0,67.36,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,17.52,17.47,31.64,26.93,655.47,12.52,417.26,18.58,0,25.29,19.2,0,38.16,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,66.93,10.11,15.88,59.67,0,114.01,377.25,88.32,17.04,0,20.1,0,0,0,0,89.82,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,26.31,17.47,47.45,40.46,655.47,18.78,417.26,27.9,0,37.93,19.2,0,38.16,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,13.39,15.18,15.88,59.67,0,114.01,378,88.32,37.49,0,20.1,0,0,0,0,112.27,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,26.31,17.47,47.45,40.46,655.47,18.78,417.26,27.9,0,37.93,19.2,0,38.16,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.78,15.18,15.88,59.67,0,114.01,378,88.32,37.49,0,20.1,0,0,0,0,134.74,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,26.31,17.47,47.45,40.46,655.47,18.78,417.26,27.9,0,37.93,19.2,0,34.97,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.78,15.18,15.88,59.67,0,114.01,378,88.32,37.49,0,20.1,0,0,0,0,134.74,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,26.31,17.47,47.45,40.46,655.47,18.78,417.26,27.9,0,37.93,19.2,0,34.97,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.78,15.18,15.88,59.67,0,114.01,378,88.32,37.49,0,20.1,0,0,0,0,134.74,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,26.31,17.47,47.45,40.46,655.47,18.78,417.26,27.9,0,37.93,19.2,0,34.97,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,15.18,15.88,59.67,0,114.01,378,88.32,37.49,0,20.1,0,0,0,0,134.74,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,26.31,17.47,47.45,40.46,655.47,18.78,417.26,27.9,0,37.93,19.2,0,34.97,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,15.18,3.43,59.67,0,114.01,378,88.32,37.49,0,20.1,0,0,0,0,134.74,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,17.52,17.47,31.64,26.98,598.58,6.26,416.57,18.58,0,37.93,19.2,0,34.97,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,0,59.67,0,114.01,387.45,88.32,17.04,0,20.1,0,0,0,0,112.27,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,15.22,17.47,15.82,26.98,476.29,6.26,334.74,9.29,0,37.93,19.2,0,38.16,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,0,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,0,59.67,0,114.01,394.09,88.32,8.52,0,20.1,0,0,0,0,89.82,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,15.22,17.47,15.82,13.43,440.56,6.26,277.1,9.29,0,25.29,19.2,0,38.16,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,5.53,45.96,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,67.36,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,8.37,17.47,15.82,13.43,485.46,6.26,277.1,0,0,12.64,19.2,0,38.16,0,20.02,0,0,0,0,0,19.37,0,25.34,0,0,40.69,0,5.53,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,41.82,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,17.47,15.82,13.43,497.49,6.26,334.19,0,0,12.64,19.2,0,38.16,0,20.02,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,5.53,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,19.01,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,17.47,15.82,11.38,598.58,6.26,396.35,0,0,12.64,19.2,0,33.39,0,15.72,0,0,0,0,0,30.62,0,21.09,0,0,33.92,0,5.53,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,17.47,15.82,6.44,495.12,6.26,334.2,0,0,12.64,19.2,0,33.39,0,15.72,0,0,0,0,0,30.62,0,21.09,0,0,33.92,0,5.53,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,17.47,15.82,0,450.22,6.26,276.8,0,0,0,19.2,0,33.39,0,20.02,0,0,0,0,0,30.62,0,25.34,0,0,40.69,0,0,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,2.24,10.11,0,59.67,0,114.01,394.2,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,17.47,15.82,0,409.09,6.26,267.24,0,0,0,19.2,0,33.39,0,15.89,0,0,0,0,0,30.62,0,20.82,0,0,33.24,0,0,34.47,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,16.74,10.11,0,59.67,0,114.01,378,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,17.47,15.82,0,361.09,6.26,267.24,0,0,0,18.75,0,33.39,0,15.89,0,0,0,0,0,30.62,0,20.82,0,0,33.24,0,0,22.98,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,25.66,10.11,0,59.67,0,114.01,378,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,17.47,15.82,0,361.09,6.26,231.62,0,0,0,17.29,0,33.39,0,15.89,0,0,0,0,0,30.62,0,20.82,0,0,33.24,0,0,22.98,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,25.66,10.11,0,59.67,0,114.01,378,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,17.47,15.82,0,361.09,6.26,231.62,0,0,0,17.58,0,33.39,0,15.89,0,0,0,0,0,30.62,0,20.82,0,0,33.24,0,0,22.98,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,25.66,10.11,0,59.67,0,114.01,378,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,14.96,15.82,0,361.09,6.26,231.62,0,0,0,19.2,0,25.43,0,13.49,0,0,0,0,0,19.37,0,17.41,0,0,27.62,0,0,22.98,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,25.66,10.11,0,59.67,0,114.01,378,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,14.96,15.82,0,361.09,6.26,231.62,0,0,0,19.2,0,25.43,0,13.49,0,0,0,0,0,19.37,0,17.32,0,0,27.62,0,0,22.98,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,25.66,10.11,0,59.67,0,114.01,378,88.32,8.52,0,20.1,0,0,0,0,0,0,0,142.37,0,0,43.71,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,12.54,15.82,0,361.09,6.26,231.62,0,0,0,19.2,0,12.72,0,13.49,0,0,0,0,0,19.37,0,17.32,0,0,27.62,0,0,22.98,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,378,88.32,8.52,0,20.1,0,0,0,0,0,0,0,126.01,0,0,38.95,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,12.54,15.82,0,361.09,6.26,228.96,0,0,0,19.2,0,12.72,0,13.49,0,0,0,0,0,19.37,0,13.94,0,0,22.38,0,0,22.98,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,378,88.32,8.52,0,20.1,0,0,0,0,0,0,0,126.01,0,0,39.33,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,12.54,15.82,0,361.09,6.26,228.96,0,0,0,19.2,0,12.72,0,13.49,0,0,0,0,0,19.37,0,13.94,0,0,22.38,0,0,11.49,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,378,88.32,8.52,0,20.1,0,0,0,0,0,0,0,126.7,0,0,33.44,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,12.54,15.82,0,361.09,6.26,228.96,0,0,0,19.2,0,12.72,0,13.49,0,0,0,0,0,19.37,0,13.94,0,0,22.38,0,0,11.49,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,378,88.32,8.52,0,20.1,0,0,0,0,0,0,0,126.7,0,0,33.38,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,12.54,15.82,0,361.09,6.26,228.96,0,0,0,19.2,0,25.43,0,13.49,0,0,0,0,0,19.37,0,13.94,0,0,22.38,0,0,0,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,378,88.32,8.52,0,20.1,0,0,0,0,0,0,0,126.7,0,0,33.4,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,11.94,15.82,0,361.09,6.26,228.96,0,0,0,19.2,0,25.43,0,13.49,0,0,0,0,0,19.37,0,13.94,0,0,22.38,0,0,0,0,0,0,0.72,0,134.1,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,378,88.32,8.52,0,20.1,0,0,0,0,0,0,0,99.4,0,0,24.88,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,11.94,15.82,0,361.09,6.26,228.96,0,0,0,18.75,0,25.43,0,13.49,0,0,0,0,0,19.37,0,13.94,0,0,22.38,0,0,0,0,0,0,0.72,0,122.2,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,382.65,60.8,8.52,0,20.1,0,0,0,0,0,0,0,81.54,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,11.94,15.82,0,361.09,6.26,228.96,0,0,0,19.2,0,25.43,0,13.49,0,0,0,0,0,19.37,0,13.94,0,0,22.38,0,0,0,0,0,0,0.72,0,122.2,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,383.4,60.8,8.52,0,20.1,0,0,0,0,0,0,0,80.26,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,11.94,15.82,0,361.09,6.26,228.96,0,0,0,19.2,0,25.43,0,11.4,0,0,0,0,0,14.2,0,13.94,0,0,22.38,0,0,0,0,0,0,0.72,0,122.2,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,383.4,60.8,8.52,0,20.1,0,0,0,0,0,0,0,80.26,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,11.94,15.82,0,361.09,6.26,228.96,0,0,0,19.2,0,25.43,0,11.4,0,0,0,0,0,14.2,0,13.94,0,0,22.38,0,0,0,0,0,0,0.72,0,122.2,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,383.4,60.8,8.52,0,20.1,0,0,0,0,0,0,0,98.64,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,11.94,15.82,0,361.09,6.26,228.96,0,0,0,19.2,0,25.43,0,11.4,0,0,0,0,0,14.2,0,13.94,0,0,22.38,0,0,11.49,0,0,0,0.72,0,122.2,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,383.4,60.8,8.52,0,20.1,0,0,0,0,0,0,0,99.4,0,0,25.16,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,11.94,0,0,361.09,6.26,228.96,0,0,0,19.2,0,25.43,0,11.4,0,0,0,0,0,14.2,0,13.94,0,0,22.38,0,0,11.49,0,0,0,0.72,0,122.2,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,383.4,60.8,8.52,0,20.1,0,0,0,0,0,0,0,99.4,0,0,25.16,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,11.94,0,0,361.09,6.26,228.96,0,0,0,19.2,0,25.43,0,11.4,0,0,0,0,0,14.2,0,13.94,0,0,22.38,0,0,11.49,0,0,0,0.72,0,122.2,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,383.4,60.73,8.52,0,20.1,0,0,0,0,0,0,0,114.31,0,0,29.03,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,11.94,0,0,361.09,6.26,228.96,0,0,0,19.2,0,25.43,0,11.4,0,0,0,0,0,14.2,0,13.94,0,0,22.38,0,0,22.98,0,0,0,0.72,0,122.2,0,0,0,24.85,0,0,12.83,10.11,0,59.67,0,114.01,383.4,60.73,8.52,0,20.1,0,0,0,0,0,0,0,114.31,0,0,34.95,0,0,0,0,0,0,0,0,0,0,0,0

