Block,Time,BRBCL,CHAMERA1,KGSU3AND4,KHSTPP-II,MAPS,NTPL,PARBATI2,PARBATI3,RIHAND1,RSTPSU1TO6,RSTPSU7,TALA,TALST2,ANTA_CRF,NLCIIST2,SINGRAULI,TEHRIPSP,URI2,ANTA_GF,AURY_CRF,RAMPUR,SIMHST1,SIMHST2,TANDA2,TEHRI,UNCHAHAR1,VALLURNTECL,AURY_RF,CHAMERA3,DULHASTI,KKNP,NJPC,RIHAND2,SASAN,SEWA2,AURY_LF,DADRI_CRF,DADRI_GF,DADRI_RF,KISHANGANGA,NAPP,NLCIIST1,RAPPB,RAPPC,RAPPD,UNCHAHAR2,UNCHAHAR4,CHAMERA2,DADRT2,DHAULIGNGA,KOLDAM,NLCTS2EXP,NNTPP,SALAL,TANAKPUR,UNCHAHAR3,URI,ANTA_RF,DADRI_LF,BSIUL,FSTPP I & II,KOTESHWR,NLCEXP,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_LF,AURY_GF,JHAJJAR,KGSU1AND2,KHSTPP-I,KKNPPU2,KUDGI,RIHAND3
30,07:15-07:30,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,23.87,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,76.18,21.65,0,81.43,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,106.04,4.64,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,52.36,52.59,0,13.04,19.11,20.29,0,0,0,0,0,667.25,0,45.53,0,0,130.84

31,07:30-07:45,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,24.16,0,0,0,113.75,0,37.42,0,0,5.67,0,0,5.73,76.18,21.65,0,81.43,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,106.04,4.64,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,30.91,52.59,0,13.04,19.11,20.29,0,0,0,0,0,667.25,0,45.53,0,0,130.84

32,07:45-08:00,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,24.31,0,0,0,113.75,0,37.42,0,0,5.67,0,0,5.73,76.18,21.65,0,81.43,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,106.04,4.64,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,30.91,52.59,0,13.04,19.11,20.29,0,0,0,0,0,667.25,0,45.53,0,0,130.84

33,08:00-08:15,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,24.45,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,76.18,21.65,0,81.43,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,4.64,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,24.29,52.09,0,13.04,19.81,20.29,0,0,0,0,0,667.25,0,45.53,0,0,130.84

34,08:15-08:30,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,24.61,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,76.18,21.65,0,81.43,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,4.64,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,24.29,52.09,0,13.04,19.81,20.29,0,0,0,0,0,667.25,0,45.53,0,0,130.84

35,08:30-08:45,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,26.72,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,76.18,21.65,0,81.43,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,4.64,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,24.29,52.09,0,13.04,19.81,20.29,0,0,0,0,0,667.25,0,45.53,0,0,130.84

36,08:45-09:00,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,26.72,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,76.18,21.65,0,81.43,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,4.64,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,24.29,52.09,0,13.04,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

37,09:00-09:15,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,26.72,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,76.18,21.65,0,81.17,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,2.32,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,30.91,51.59,0,13.04,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

38,09:15-09:30,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,29.43,0,0,0,113.75,0,37.42,0,0,5.67,0,0,5.73,76.18,21.65,0,81.17,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,2.32,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,30.91,51.59,0,13.04,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

39,09:30-09:45,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,29.57,0,0,0,113.75,0,37.42,0,0,5.67,0,0,5.73,76.18,21.65,0,81.17,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,2.32,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,52.36,51.59,0,13.04,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

40,09:45-10:00,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,29.57,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,76.18,21.65,0,81.17,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,2.32,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,52.36,51.59,0,13.04,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

41,10:00-10:15,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,29.57,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,57.14,21.65,0,81.17,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,2.32,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,24.29,50.82,0,19.56,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

42,10:15-10:30,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,29.57,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,38.09,21.65,0,81.17,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,2.32,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,24.29,50.82,0,19.56,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

43,10:30-10:45,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,24.14,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,19.05,21.65,0,81.17,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,2.32,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,24.29,50.57,0,19.56,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

44,10:45-11:00,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,24.14,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,0,21.65,0,81.17,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,2.32,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,24.29,50.57,0,19.56,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

45,11:00-11:15,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,24.37,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,0,21.65,0,81.17,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,2.32,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,24.29,50.06,0,19.56,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

46,11:15-11:30,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,24.37,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,0,21.65,0,80.78,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,2.32,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,80.76,9.86,27.69,24.29,50.06,0,19.56,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

47,11:30-11:45,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,24.37,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,0,21.65,0,80.78,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,2.32,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,55.77,9.86,27.69,24.29,50.06,0,19.56,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

48,11:45-12:00,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,24.37,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,0,21.65,0,80.78,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,2.32,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,55.77,9.86,27.69,24.29,50.06,0,19.56,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

49,12:00-12:15,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,24.37,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,0,21.65,0,80.78,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,2.32,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,63.92,9.86,27.69,52.36,49.81,0,19.56,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

50,12:15-12:30,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,24.37,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,0,21.65,0,80.78,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,0,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,82.5,9.86,27.69,52.36,49.81,0,19.56,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

51,12:30-12:45,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,22.61,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,0,21.65,0,80.78,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,0,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,82.5,11.91,27.69,26.49,49.81,0,19.56,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

52,12:45-13:00,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,22.61,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,0,21.65,0,80.78,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,0,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,82.5,11.91,27.69,26.49,49.81,0,19.56,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

53,13:00-13:15,24.99,42.15,0,98.87,0,0,49.26,57.24,48.09,0,0,24.37,0,0,0,113.75,0,23.38,0,0,5.67,0,0,5.73,0,21.65,0,80.78,33.94,38.31,0,175.79,125.27,418.77,9.28,0,0,0,104.07,0,24.23,0,0,65.42,24.52,45,3.22,47.12,689.38,42.46,8.62,0,0,82.5,3.85,27.69,30.91,49.56,0,13.04,19.81,10.14,0,0,0,0,0,667.25,0,45.53,0,0,130.84

