Column1,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/15082024/APL-Raigarh,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/31082024/SKS-Raigarh,NR/01102023/19072037/LT-05,GNA/SR/2024/08/13/6665,NR/01082024/31082024/jitpl,NR/01102023/31102037/L_NR_2019_11,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01082024/30092024/LT_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13
18,04:15-04:30,29.26,192.34,16.8,48.08,271.92,12.39,70.08,0,11.93,0,48.08,0,0,3.5,26.8708,5.645962825,52.89,110.6,26.8708,0,0,0,57.41,0,0,0,30.5,0,10.16,0,0,0,0,22.33,0,7.01,0,0,0,0,22.33,0,7.34,10.17,0

19,04:30-04:45,29.26,192.34,16.8,48.08,271.92,12.39,70.08,0,11.93,0,48.08,0,0,3.5,26.8708,5.645962825,52.89,110.6,26.8708,0,0,0,57.41,0,0,0,30.5,0,10.16,0,0,0,0,21.67,0,7.01,0,0,0,0,21.67,0,7.34,10.17,0

20,04:45-05:00,29.26,192.34,16.8,48.08,271.92,12.39,70.08,0,11.93,0,48.08,0,0,3.5,26.8708,5.645962825,52.89,110.6,26.8708,0,0,0,57.41,0,0,0,30.5,0,10.16,0,0,0,0,21,0,7.01,0,0,0,0,21,0,7.34,10.17,0

21,05:00-05:15,29.26,192.34,16.8,48.08,271.92,12.39,70.08,0,11.93,0,48.08,0,0,3.5,26.8708,5.5497995,83.67,110.6,26.8708,0,0,0,57.41,0,0,0,30.5,0,10.16,0,0,0,0,21.33,0,7.01,0,0,0,0,21.33,0,7.34,10.17,0

22,05:15-05:30,29.26,192.34,16.8,48.08,271.92,12.39,70.08,0,11.93,0,48.08,0,0,3.5,26.8708,5.5497995,83.67,110.6,26.8708,0,0,0,57.41,0,0,0,30.5,0,10.16,0,0,0,0,20.33,0,7.01,0,0,0,0,20.33,0,7.34,10.17,0

23,05:30-05:45,29.26,192.34,16.8,48.08,271.92,12.39,70.08,0,11.93,0,48.08,0,0,3.5,26.8708,5.5497995,83.67,110.6,26.8708,0,0,0,57.41,0,0,0,26.5,0,8.84,0,0,0,0,19.33,0,7.01,0,0,0,0,19.33,0,7.34,8.83,0

24,05:45-06:00,29.26,192.34,16.8,48.08,271.92,12.39,70.08,0,11.93,0,48.08,0,0,3.5,26.8708,5.5497995,83.67,110.6,26.8708,0,0,0,57.41,0,0,0.39,25.5,0,8.5,0,0,0,0,18.67,0,7.01,0,0,0,0,18.67,0,6.66,8.5,0

25,06:00-06:15,29.26,192.34,16.8,48.08,271.92,12.39,70.08,0,11.93,0,48.08,0,0,3.5,26.8708,5.453636175,100.19,145.14,26.8708,0,0,0,57.41,0,8.06,1.46,25,1,8.34,4,0.77,8.14,1,18.67,0.82,7.01,1,0,0,1,18.67,0,6.66,8.33,0.15

26,06:15-06:30,29.26,192.34,16.8,48.08,271.92,12.39,70.08,0,11.93,0,48.08,0.76,0.74,3.5,26.8708,5.453636175,100.19,145.14,26.8708,0,0,0.74,57.41,0,12.68,3.27,25,4,8.34,9,3.05,12.81,1,18.67,2.92,7.01,2,0,0,2,18.67,1,6.66,8.33,0.61

27,06:30-06:45,29.26,192.34,16.8,48.08,271.92,12.39,70.08,0,11.93,0,48.08,0.91,0.88,3.5,26.8708,5.453636175,100.19,145.14,26.8708,0,0,0.88,57.41,0,20.81,4.96,25,7,8.34,13,6.84,21.01,3,18.67,4.94,7.01,5,0,0,3,18.67,3,6.66,8.33,1.37

28,06:45-07:00,29.26,192.34,16.8,48.08,271.92,12.39,70.08,0,11.93,0,48.08,1.28,1.24,3.5,26.8708,5.453636175,100.19,145.14,26.8708,0,0,1.24,57.41,0,33,6.89,25,14,8.34,17,12.18,33,6,18.67,7.94,7.01,8,0,0,5,18.67,4,6.66,8.33,2.43

29,07:00-07:15,29.26,192.34,16.52,48.08,271.92,12.39,70.08,0,11.93,0,48.08,1.86,1.81,3.5,26.8708,5.271309525,100.19,145.14,26.8708,0,0,1.81,57.41,0,33,9.35,25,21,8.34,20,19.03,33,9,18.67,10,7.01,10,0,0,7,18.67,5,6.66,8.33,3.8

30,07:15-07:30,29.26,192.34,16.52,48.08,271.92,12.39,70.08,0,11.93,0,48.08,2.48,2.41,3.5,26.8708,5.271309525,100.19,145.14,26.8708,0,0,2.41,57.41,0,33,12.48,25,28,8.34,28,28.18,33,12,18.67,13,7.01,12,0,0,8,18.67,6,6.66,8.33,5.64

31,07:30-07:45,29.26,192.34,16.52,48.08,271.92,12.39,70.08,0,11.93,0,48.08,3.15,3.07,4.36,26.8708,5.271309525,100.19,110.6,26.8708,0,0,3.07,57.41,0,32.66,19.59,22.5,39,7.5,32.67,41.04,32.67,16,18.67,17,7.01,15,0,0,11,18.67,7,6.66,7.5,8.21

32,07:45-08:00,29.77,192.34,16.52,48.08,271.92,12.39,70.08,0,11.93,0,48.08,4,3.9,4.36,26.8708,5.271309525,100.19,110.6,26.8708,0,0,3.9,57.41,0,33,24.18,22.5,49,7.5,33,52.3,33,21,17.67,20,7.01,17,0,0,14,17.67,8,6.66,7.5,10.46

33,08:00-08:15,28.76,192.34,16.52,48.08,271.92,12.39,70.08,0,11.93,0,48.08,4.81,4.69,3.5,26.8708,5.271309525,71.34,110.6,26.8708,0,0,4.69,57.41,0,33,28.48,22.5,53,7.5,33,70.64,33,22,17.67,23,7.01,24,0,0,18,17.67,12,6.66,7.5,14.13

34,08:15-08:30,29.26,192.34,16.52,48.08,271.92,12.39,70.08,0,11.93,0,48.08,5.62,5.47,3.5,26.8708,5.271309525,52.89,110.6,26.8708,0,0,5.47,57.41,0,33,32.28,22.5,67,7.5,33,85.58,33,28,17.67,29,7.01,30,0,0,21,17.67,15,6.66,7.5,17.12

35,08:30-08:45,30.27,192.34,16.52,48.08,230.81,12.39,70.08,0,11.93,0,48.08,6.43,6.27,3.5,26.8708,5.271309525,52.89,110.6,26.8708,0,0,6.27,57.41,0,33,35.92,22.5,74,7.5,33,102.18,33,31,17.67,36,7.01,36,0,0,25,17.67,17,6.66,7.5,20.43

36,08:45-09:00,29.27,192.34,16.52,48.08,192.34,12.39,70.08,0,11.93,0,48.08,7.22,7.04,3.5,26.8708,5.271309525,52.89,110.6,26.8708,0,0,7.04,57.41,0,33,39.66,22.5,84,7.5,33,120.18,33,36,17.33,42,7.01,43,0,0,29,17.33,20,6.66,7.5,24.04

37,09:00-09:15,29.27,0,16.52,0,149.55,12.39,70.08,0,11.93,0,0,7.98,7.79,0,26.8708,5.088982875,52.89,110.6,26.8708,0,0,7.79,57.41,0,33,44.2,21.5,105,7.16,33,149.93,33,45,17.33,50,7.01,51,0,0,31,17.33,24,6.66,7.17,29.99

38,09:15-09:30,27.25,0,16.52,0,149.55,12.39,70.08,0,11.93,0,0,8.71,8.5,0,26.8708,5.088982875,52.89,110.6,26.8708,0,0,8.5,57.41,0,33,49.9,21.5,123,7.16,33,167.05,33,52,17.33,56,7.01,57,0,0,33,17.33,27,6.66,7.17,33.41

39,09:30-09:45,27.75,0,16.52,0,149.55,12.39,70.08,0,11.93,0,0,9.42,9.18,0,26.8708,5.088982875,52.89,110.6,26.8708,0,0,9.18,57.41,0,33,55.78,21.5,130,7.16,33,182.78,33,55,17.33,61,6,66,0,0,37,17.33,32,6.66,7.17,36.55

40,09:45-10:00,28.26,0,16.52,0,192.34,12.39,70.08,0,11.93,0,0,10.09,9.84,0,26.8708,5.088982875,52.89,110.6,26.8708,0,0,9.84,57.41,0,33,61.57,21.5,140,7.16,33,197.71,33,60,17.33,66,6,71,0,0,38,17.33,34,6.66,7.17,39.54

41,10:00-10:15,28.76,0,16.52,0,230.81,12.39,70.08,0,11.93,0,0,11.14,10.88,0,26.8708,5.088982875,52.89,110.6,26.8708,0,0,10.88,57.41,0,33,68,21.5,154,7.16,33,209.81,33,66,17.33,62,6,74,0,0,35,17.33,36,6.66,7.17,41.96

42,10:15-10:30,27.75,0,16.52,0,271.92,12.39,70.08,0,11.93,0,0,11.93,11.65,0,26.8708,5.088982875,52.89,110.6,26.8708,0,0,11.65,57.41,0,33,74.68,21.5,161,7.16,33,221.17,33,69,17.33,63,6,78,0,0,38,17.33,37,6.66,7.17,44.23

43,10:30-10:45,27.75,0,16.52,0,271.92,12.39,70.08,0,11.93,0,0,14.85,14.49,0,26.8708,5.088982875,52.89,110.6,26.8708,0,0,14.49,57.41,0,33,80.29,21.5,172,7.16,33,229.17,33,73,15,78,6,83,0,0,41,15,40,6.66,7.17,45.83

44,10:45-11:00,27.75,0,16.52,0,271.92,12.39,70.08,0,11.93,0,0,15.06,14.69,0,26.8708,5.088982875,52.89,110.6,26.8708,0,0,14.69,57.41,0,33,84.49,21.5,179,7.16,33,229.17,33,76,15,82,6,87,0,0,42.5,15,41,6.66,7.17,45.83

45,11:00-11:15,27.75,0,16.52,0,271.92,12.39,70.08,0,11.93,0,0,15.06,14.69,0,26.8708,4.896656225,52.89,110.6,26.8708,0,0,14.69,57.41,0,33,86.33,21.5,179,7.16,33,229.17,33,76,15,83,6,85,0,0,43.5,15,40,6.66,7.17,45.83

46,11:15-11:30,27.25,0,16.52,0,230.81,12.39,70.08,0,11.93,0,0,15.06,14.69,0,26.8708,4.896656225,52.89,110.6,26.8708,0,0,14.69,57.41,0,33,85.81,21.5,179,7.16,33,229.17,33,76,15,83,6,86,0,0,43.5,15,41,6.66,7.17,45.83

47,11:30-11:45,26.74,0,16.52,0,192.34,12.39,70.08,0,11.93,0,0,15.06,14.69,0,26.8708,4.896656225,52.89,110.6,26.8708,0,0,14.69,57.41,0,33,84.17,21.5,181,7.16,33,229.17,33,77,15,85,6,87,0,0,44.5,15,41,6.66,7.17,45.83

48,11:45-12:00,26.74,0,16.52,0,149.55,12.39,70.08,0,11.93,0,0,15.06,14.69,0,26.8708,4.896656225,52.89,110.6,26.8708,0,0,14.69,57.41,0,33,82.26,21.5,181,7.16,33,229.17,33,77,15,86,6,88,0,0,44.5,15,42,6.66,7.17,45.83

49,12:00-12:15,26.74,0,16.52,0,149.55,12.39,70.08,0,11.93,0,0,15.06,14.69,0,26.8708,4.714329575,52.89,110.6,26.8708,0,0,14.69,57.41,0,33,81.72,21.5,181,7.16,33,229.17,33,77,15,86,6,87,0,0,45.5,15,41,6.66,7.17,45.83

50,12:15-12:30,26.74,0,16.52,0,149.55,12.39,70.08,0,11.93,0,0,15.06,14.69,0,26.8708,4.714329575,52.89,110.6,26.8708,0,0,14.69,57.41,0,33,82.49,21.5,181,7.16,33,229.17,33,77,15,86,6.4,87,0,0,45.5,15,41,6.66,7.17,45.83

51,12:30-12:45,27.25,0,16.52,0,149.55,12.39,70.08,0,11.93,0,0,15.06,14.69,4.36,26.8708,4.714329575,52.89,110.6,26.8708,0,0,14.69,57.41,0,33,83.68,21.5,181,7.16,33,229.17,33,77,15,83,7.61,87,0,0,41,15,41,6.66,7.17,45.83

52,12:45-13:00,27.25,0,16.52,0,149.55,12.39,70.08,0,11.93,0,0,12.24,11.94,4.36,26.8708,4.714329575,52.89,110.6,26.8708,0,0,11.94,57.41,0,33,78.73,21.5,179,7.16,33,229.17,33,76,15,83,8.41,87,0,0,41,15,41,6.66,7.17,45.83

53,13:00-13:15,27.75,0,16.52,0,149.55,12.39,70.08,0,11.93,0,0,12.24,11.94,4.05,26.8708,4.714329575,52.89,110.6,26.8708,0,0,11.94,57.41,0,33,78.07,22.5,179,7.5,33,229.17,33,76,15,80,9.01,87,0,0,38,15,41,6.66,7.5,45.83

54,13:15-13:30,27.75,0,16.52,0,149.55,12.39,70.08,0,11.93,0,0,12.24,11.94,4.05,26.8708,4.714329575,52.89,110.6,26.8708,0,0,11.94,57.41,0,33,77.22,24,179,8,33,229.17,33,76,15,80,9.61,87,0,0,38,15,41,6.66,8,45.83

55,13:30-13:45,27.75,0,16.52,0,149.55,12.39,70.08,0,11.93,0,0,12.24,11.94,4.04,26.8708,4.714329575,52.89,110.6,26.8708,0,0,11.94,57.41,0,33,75.45,22.5,165,7.5,33,229.17,33,70,15.33,75,11,86,0,0,43.5,15.33,41,6.66,7.5,45.83

56,13:45-14:00,27.75,0,16.52,0,149.55,12.39,70.08,0,11.93,0,0,12.24,11.94,4.04,26.8708,4.714329575,52.89,139.45,26.8708,0,0,11.94,57.41,0,33,72.69,22.5,172,7.5,33,229.17,33,73,16,75,12.01,86,0,0,43.5,16,41,6.66,7.5,45.83

57,14:00-14:15,27.75,0,16.8,0,149.55,12.39,70.08,0,11.93,0,0,12.24,11.94,3.76,26.8708,4.896656225,52.89,170.8366,26.8708,0,0,11.94,57.41,0,33,70.18,22.5,168,7.5,33,229.17,33,72,16.67,75,15.61,86,0,0,43.5,16.67,41,6.66,7.5,45.83

58,14:15-14:30,28.76,0,16.8,0,149.55,12.39,70.08,0,11.93,0,0,12.24,11.94,3.76,26.8708,4.896656225,52.89,170.8366,26.8708,0,0,11.94,57.41,0,33,67.74,22.5,161,7.5,33,229.17,33,69,17.33,75,18.01,85,0,0,42.5,17.33,40,6.66,7.5,45.83

59,14:30-14:45,28.76,0,16.8,0,149.55,12.39,70.08,0,11.93,0,0,8.47,8.27,3.76,26.8708,4.896656225,52.89,170.84,26.8708,0,0,8.27,57.41,0,33,64.9,22.5,165,7.5,33,218.53,33,70,17.33,57,20.01,80,0,0,23,17.33,38,6.66,7.5,43.7

60,14:45-15:00,28.76,0,16.8,0,192.34,12.39,70.08,0,11.93,0,0,8.47,8.27,3.76,26.8708,4.896656225,52.89,218.92,26.8708,0,0,8.27,76.25,0,33,61.72,22.5,158,7.5,33,202.3,33,67,17.67,53,22.01,76,0,0,23,17.67,37,6.66,7.5,40.46

61,15:00-15:15,28.76,0,16.8,0,230.81,12.39,70.08,0,11.93,0,0,8.47,8.27,3.76,26.8708,5.1751462,52.89,226.56,26.8708,0,0,8.27,76.25,0,33,54.77,22.5,148,7.5,33,189.36,33,64,18,53,24.01,68,0,0,23,18,32,6.66,7.5,37.87

62,15:15-15:30,28.76,0,16.8,0,271.92,12.39,70.08,0,11.93,0,0,8.47,8.27,3.76,26.8708,5.1751462,52.89,226.56,26.8708,0,0,8.27,76.25,0,33,53.08,22.5,131,7.5,33,170.21,33,56,18.67,52,25.01,64,0,0,20,18.67,31,6.66,7.5,34.04

63,15:30-15:45,28.76,0,16.8,0,271.92,12.39,70.08,0,11.93,0,0,8.1,7.9,3.76,26.8708,5.1751462,52.89,170.84,26.8708,0,0,7.9,57.41,0,33,52.65,22.5,123,7.5,33,156.8,33,52,19,37,14.01,47,0,0,7.5,19,23,6.66,7.5,31.36

64,15:45-16:00,28.76,0,16.8,0,271.92,12.39,70.08,0,11.93,0,0,8.1,7.9,3.76,26.8708,5.1751462,52.89,170.84,26.8708,0,0,7.9,57.41,0,33,52.65,22.5,112,7.5,33,142.48,33,48,19.67,33,15.21,43,0,0,7.5,19.67,20,6.66,7.5,28.5

65,16:00-16:15,28.76,0,17.08,0,271.92,12.39,70.08,0,11.93,0,0,2.83,2.76,3.5,26.8708,5.5497995,52.89,170.84,26.8708,0,0,2.76,57.41,0,33,50.07,22.5,102,7.5,33,138.83,33,43,20.33,17,17.01,43,0,0,7.5,20.33,20,6.66,7.5,27.76

66,16:15-16:30,28.26,0,17.08,0,271.92,12.39,70.08,0,11.93,0,0,2.83,2.76,3.5,26.8708,5.5497995,52.89,170.84,26.8708,0,0,2.76,57.41,0,33,44.94,22.5,91,7.5,33,124.53,33,39,21,15,17.41,37,0,0,7.5,21,18,6.66,7.5,24.9

67,16:30-16:45,28.26,0,17.08,0,271.92,12.39,70.08,0,11.93,0,0,2.83,2.76,3.5,26.8708,5.5497995,52.89,226.56,26.8708,0,0,2.76,76.25,0,33,39.72,22.5,74,7.5,33,118.59,33,31,22,13,16.81,20,0,0,7.5,22,10,6.66,7.5,23.72

68,16:45-17:00,28.26,0,17.08,0,271.92,12.39,70.08,0,11.93,0,0,2.83,2.76,3.5,26.8708,5.5497995,52.89,226.56,26.8708,0,0,2.76,76.25,0,33,34.78,22.5,63,7.5,24,103.43,33,27,22.67,12,16.21,20,0,0,7.5,22.67,10,6.66,7.5,20.68

69,17:00-17:15,28.26,192.34,17.08,48.08,271.92,12.39,70.08,0,11.93,0,48.08,2.83,2.76,3.5,26.8708,5.9144528,100.19,226.56,26.8708,0,0,2.76,76.25,0,31.71,29.21,37.5,42,12.5,17,84.28,32.03,18,41.67,10,10.6,10,0,0,7.5,41.67,5,10,12.5,16.85

70,17:15-17:30,27.75,192.34,17.08,48.08,271.92,12.39,70.08,0,11.93,0,48.08,2.83,2.76,3.5,26.8708,5.9144528,72.13,226.56,26.8708,0,0,2.76,76.25,0,25.76,23.28,39,32,13,8,73.68,26.02,13,41.67,10,10,10,0,0,7.5,41.67,5,10,13,14.74

71,17:30-17:45,27.75,192.34,17.08,48.08,271.92,12.39,70.08,0,11.93,0,48.08,2.83,2.76,3.5,26.8708,5.9144528,81.74,226.56,26.8708,0,0,2.76,76.25,0,20.52,17.29,40,21,13.34,3,37.5,20.73,9,41.67,8,9.6,10,0,0,7.5,41.67,5,10,13.33,7.5

72,17:45-18:00,27.75,192.34,17.08,48.08,271.92,12.39,70.08,0,11.93,0,48.08,2.17,2.13,3.5,26.9071,5.9144528,81.74,226.56,26.9071,0,0,2.13,76.25,0,15.96,11.75,41,14,13.66,0,37.5,16.12,6,41,8,9,10,0,0,7,41,5,9.66,13.67,7.5

73,18:00-18:15,28.26,192.34,17.08,48.08,271.92,12.39,65.94,0,11.93,0,48.08,1.68,1.63,0,24.9481,6.10677945,76.94,261.1,24.9481,0,0,1.63,86.75,0,0,7.06,43,7,14.34,0,33.33,0,3,40.33,7,8,7,0,0,7,40.33,3,9,14.33,6.67

74,18:15-18:30,28.26,192.34,17.08,48.08,271.92,12.39,65.94,0,11.93,0,48.08,1.24,1.2,0,24.0835,6.10677945,100.19,261.1,24.0835,0,0,1.2,86.75,0,0,4.52,44,4,14.66,0,31.7,0,1,39.67,7,7,3,0,0,5,39.67,2,8.34,14.67,6.34

75,18:30-18:45,28.26,192.34,17.08,48.08,271.92,12.39,65.94,0,11.93,0,48.08,0.64,0.63,0,24.0835,6.10677945,100.19,261.1,24.0835,0,0,0.63,86.75,0,0,2.62,45,1,15,0,21.76,0,0,39,5,7,1,0,0,3,39,1,7.66,15,4.35

76,18:45-19:00,28.26,192.34,17.08,48.08,271.92,12.39,65.94,0,11.93,0,48.08,0.36,0.35,0,24.0835,6.10677945,100.19,261.1,24.0835,0,0,0.35,86.75,0,0,0.76,47.5,1,15.84,0,12.98,0,0,38.33,3,7,0,0,0,2,38.33,0,7,15.83,2.59

77,19:00-19:15,28.76,192.34,17.08,48.08,271.92,12.39,82.88,48.08,11.93,0,48.08,0.11,0.11,0,32,6.2891061,100.19,261.1,0,0,0,0.11,86.75,0,0,0,47.5,0,15.84,0,6.81,0,0,37,2,7,0,0,0,1,37,0,9.66,15.83,1.36

78,19:15-19:30,28.76,192.34,17.08,48.08,271.92,12.39,114.92,48.08,11.93,0,48.08,0.03,0.03,0,32,6.2891061,100.19,261.1,0,0,0,0.03,86.75,0,0,0,47.5,0,15.84,0,2.23,0,0,36,0,7,0,0,0,0,36,0,10,15.83,0.45

