Block,Time Block,CHAMERA3,DHAULIGNGA,CHAMERA2,DULHASTI,DADRT2,CHAMERA1,BRBCL,BSIUL,KGSU3AND4,KKNPPU2,JHAJJAR,KGSU1AND2,KHSTPP-II,KKNP,KISHANGANGA,KHSTPP-I,KUDGI,ANTA_GF,ANTA_CRF,ANTA_LF,ANTA_RF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,FSTPP I & II,RIHAND3,TANAKPUR,SINGRAULI,TALA,RIHAND2,SASAN,TANDA2,SIMHST1,RSTPSU1TO6,SIMHST2,SINGRAULI_HYDRO,RSTPSU7,TALST2,SALAL,SEWA2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,URI2,KOLDAM,KOTESHWR,MAPS,RAMPUR,NLCTS2EXP,RAPPC,NNTPP,NAPP,NTPL,PARBATI3,RAPPB,NLCEXP,NLCIIST1,RIHAND1,NJPC,NLCIIST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,0,8.8,1.93,15.91,292.52,0,14.48,0,0,0,236.01,0,143.18,0,0,37.71,0,0,0,0,0,0,0,0,0,0,0,0,0,15.45,120.03,11.5,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,0,0,0,0,0,0,0

10,02:15-02:30,0,8.8,1.93,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,15.11,120.03,11.5,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,0,0,0,0,0,0,0

11,02:30-02:45,0,8.8,1.93,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,37.71,0,0,0,0,0,0,0,0,0,0,0,0,0,15.11,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,0,0,0,0,0,0,0

12,02:45-03:00,0,8.8,1.93,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,37.71,0,0,0,0,0,0,0,0,0,0,0,0,0,15.11,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,0,0,0,0,0,0,0

13,03:00-03:15,0,8.8,1.93,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,0,0,0,0,0,0,0

14,03:15-03:30,0,8.8,1.93,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,0,0,0,0,0,0,0

15,03:30-03:45,0,8.8,1.93,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,0,0,0,0,0,0,0

16,03:45-04:00,0,8.8,1.93,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,0,0,0,0,0,0,0

17,04:00-04:15,0,8.8,1.93,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,11.5,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,0,0,0,0,0,0,0

18,04:15-04:30,0,8.8,1.93,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,0,0,0,0,0,0,0

19,04:30-04:45,0,8.8,1.93,31.82,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.18,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,21.03,0,0,0,0,0,0

20,04:45-05:00,0,8.8,1.93,31.82,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.18,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,21.03,0,0,0,0,0,0

21,05:00-05:15,0,8.8,1.93,47.72,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.18,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,41.15,0,0,0,0,0,0

22,05:15-05:30,9.35,8.8,1.93,47.72,289.06,0,14.48,1.06,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.18,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,67.75,0,0,0,0,0,0

23,05:30-05:45,9.35,17.6,3.86,47.72,289.06,0,14.48,6.3,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.18,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,82.29,0,0,0,0,0,0

24,05:45-06:00,18.69,26.53,11.59,47.72,289.06,11.44,14.48,6.3,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.18,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,2.46,0,0,0,88.83,109.72,0,0,0,0,0,0

25,06:00-06:15,28.06,36.35,38.15,47.72,289.06,13.57,14.48,18.89,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,11.5,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,30.06,14.97,0,0,4.41,0,19.04,0,0,0,50.11,0,40.21,0,6.14,0,0,0,88.83,135.5,0,0,0,0,0,0

26,06:15-06:30,28.06,36.35,38.15,47.72,289.06,13.57,14.48,18.89,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,11.5,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,2.13,30.06,14.97,0,0,4.41,0,19.04,0,0,0,50.11,0,40.21,0,31.96,0,0,0,88.83,135.5,0,0,0,0,0,0

27,06:30-06:45,28.06,36.35,38.15,47.72,289.06,13.57,14.48,18.89,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,8.65,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,3.2,30.06,14.97,0,0,4.41,0,19.04,0,0,0,50.11,0,40.21,0,31.96,0,0,0,88.83,135.5,0,0,0,0,0,0

28,06:45-07:00,28.06,36.35,38.15,47.72,289.06,13.57,14.48,18.89,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,8.65,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,37.84,29.62,14.97,0,0,4.41,0,19.04,0,0,0,50.11,0,40.21,0,31.96,0,0,0,88.83,135.5,0,0,0,0,0,0

29,07:00-07:15,18.69,26.53,11.59,47.72,289.06,11.44,14.48,6.3,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,37.84,14.41,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,31.96,0,0,0,88.83,112.92,0,0,0,0,0,0

30,07:15-07:30,9.35,17.6,11.59,31.82,289.06,0,14.48,6.3,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,2.25,0,19.36,0,30.68,3.2,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,31.96,0,0,0,88.83,112.92,0,0,0,0,0,0

31,07:30-07:45,9.35,8.8,11.59,31.82,253.82,0,14.48,6.3,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,17.95,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,31.96,0,0,0,88.83,90.33,0,0,0,0,0,0

32,07:45-08:00,9.35,1.27,11.59,31.82,236.14,0,14.48,6.3,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,76.64,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,4.91,0,0,0,88.83,67.75,0,0,0,0,0,0

33,08:00-08:15,9.35,1.27,2.32,15.91,236.14,0,14.48,6.3,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,76.64,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,2.46,0,0,0,88.83,45.07,0,0,0,0,0,0

34,08:15-08:30,9.35,1.27,2.32,15.91,236.14,0,14.48,6.3,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,76.64,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,38.41,0,0,0,0,0,0

35,08:30-08:45,9.35,1.27,2.32,15.91,265.11,0,14.48,6.3,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,76.64,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,38.41,0,0,0,0,0,0

36,08:45-09:00,9.35,1.27,2.32,15.91,289.06,0,14.48,6.3,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,3.2,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,38.41,0,0,0,0,0,0

37,09:00-09:15,9.35,0,2.32,15.91,289.06,0,14.48,6.3,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14,120.03,11.5,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,37.84,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,38.41,0,0,0,0,0,0

38,09:15-09:30,0,0,2.32,15.91,289.06,0,14.48,6.3,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,37.84,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,38.41,0,0,0,0,0,0

39,09:30-09:45,0,0,2.32,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,3.2,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

40,09:45-10:00,0,0,2.32,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20.08,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,22.87,0,36.33,2.13,0,17.71,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

41,10:00-10:15,0,0,2.32,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,11.5,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

42,10:15-10:30,0,0,2.32,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

43,10:30-10:45,0,0,2.32,15.91,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

44,10:45-11:00,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

45,11:00-11:15,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

46,11:15-11:30,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

47,11:30-11:45,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

48,11:45-12:00,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,17.31,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

49,12:00-12:15,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,130.95,0,0,37.71,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,120.03,11.5,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,37.84,0,14.97,0,0,18.18,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

50,12:15-12:30,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,125.16,0,0,37.71,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,37.84,0,14.97,0,0,18.18,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

51,12:30-12:45,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,130.95,0,0,37.71,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,120.03,6.81,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,3.2,0,14.97,0,0,18.18,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

52,12:45-13:00,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,125.16,0,0,37.71,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,120.03,6.81,121.12,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,18.18,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

53,13:00-13:15,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,125.16,0,0,37.51,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,120.03,11.5,134.07,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,18.18,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

54,13:15-13:30,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,125.16,0,0,37.51,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,18.18,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

55,13:30-13:45,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,37.51,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

56,13:45-14:00,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,37.51,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

57,14:00-14:15,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,22.58,0,0,0,0,0,0

58,14:15-14:30,0,0,2.32,31.82,289.06,0,14.48,0,0,0,236.01,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,45.17,0,0,0,0,0,0

59,14:30-14:45,0,0,2.32,31.82,289.06,0,14.48,0,0,0,287.18,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,45.17,0,0,0,0,0,0

60,14:45-15:00,0,0,2.32,31.82,289.06,0,14.48,0,0,0,345.11,0,143.18,0,0,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,120.03,7.42,134.86,0,114.66,404.32,0,0,0,0,0,0,0,12.34,0,19.36,0,30.68,2.13,0,14.97,0,0,4.41,0,8.56,0,0,0,50.11,0,40.21,0,0,0,0,0,88.83,45.17,0,0,0,0,0,0

