Block,Time,NR/30092023/26122029/SH-06,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/R2,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01062024/01062024/IEX_240531_00838,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01062024/30062024/IEPL01
13,03:00-03:15,30.920000,24.700000,0.000000,115.540000,24.160000,8.920000,0.000000,132.590000,14.850000,0.000000,24.160000,24.160000,48.320000,0.000000,104.5,28,70.67,70.67,0,0,0,34.84,0,0,0,0,0,0,0,34.83,0,0,15.2,0,0,24.160000,24.160000,48.320000,15.130000,7.540000,30.920000,8.690000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,26.240000,87.170000,38.660000

14,03:15-03:30,30.920000,24.700000,0.000000,115.540000,24.160000,8.920000,0.000000,132.590000,14.850000,0.000000,24.160000,24.160000,48.320000,0.000000,104.5,27.66,71.67,71.67,0,0,0,34.84,0,0,0,0,0,0,0,34.83,0,0,14.8,0,0,24.160000,24.160000,48.320000,15.130000,7.540000,30.920000,8.690000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,26.240000,87.170000,38.660000

15,03:30-03:45,30.920000,24.700000,0.000000,115.540000,24.160000,8.920000,0.000000,132.590000,14.850000,0.000000,24.160000,24.160000,48.320000,0.000000,105,27.34,72.67,72.67,0,0,0,35,0,0,0,0,0,0,0,35,0,0,9.61,0,0,24.160000,24.160000,48.320000,15.130000,7.540000,30.920000,8.690000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,25.230000,87.170000,38.660000

16,03:45-04:00,30.920000,24.700000,0.000000,115.540000,24.160000,8.920000,0.000000,132.590000,14.850000,0.000000,24.160000,24.160000,48.320000,0.000000,105,27.66,72.67,72.67,0,0,0,35,0,0,0,0,0,0,0,35,0,0,9.21,0,0,24.160000,24.160000,48.320000,15.130000,7.540000,30.920000,8.690000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,29.270000,87.170000,38.660000

17,04:00-04:15,30.920000,24.700000,0.000000,115.540000,24.160000,8.550000,0.000000,132.590000,14.850000,0.000000,24.160000,24.160000,48.320000,0.000000,93,28,71.67,71.67,0,0,0,31,0,0,0,0,0,0,0,31,0,0,8.81,0,0,24.160000,24.160000,48.320000,14.950000,7.380000,30.920000,8.690000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,29.270000,87.170000,38.660000

18,04:15-04:30,30.920000,24.700000,0.000000,115.540000,24.160000,8.550000,0.000000,132.590000,14.850000,0.000000,24.160000,24.160000,48.320000,0.000000,91,28.34,71.33,71.33,0,0,0,30.34,0,0,0,0,0,0,0,30.33,0,0,8.21,0,0,24.160000,24.160000,48.320000,14.950000,7.380000,30.920000,8.690000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,29.270000,87.170000,38.660000

19,04:30-04:45,12.510000,24.700000,0.000000,115.540000,24.160000,8.550000,0.000000,132.590000,14.850000,0.000000,24.160000,24.160000,48.320000,0.000000,89.5,24.34,66,66,0,0,0,29.84,0,0,0,0,0,0,0,29.83,0,0,7.01,0,0,24.160000,24.160000,48.320000,14.950000,7.920000,30.920000,8.690000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,29.270000,87.170000,38.660000

20,04:45-05:00,12.510000,24.700000,0.000000,115.540000,24.160000,8.550000,0.000000,132.590000,14.850000,0.000000,24.160000,24.160000,48.320000,0.000000,87,24.34,66,66,0,0,0,29,0,0,0,0,0,0,0,29,0,0,7.01,0,0,24.160000,24.160000,48.320000,14.950000,7.920000,30.920000,8.690000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,29.270000,87.170000,38.660000

21,05:00-05:15,18.410000,24.700000,0.000000,115.540000,24.160000,8.550000,0.000000,132.590000,14.850000,0.000000,24.160000,24.160000,48.320000,0.000000,82.5,23,61.67,61.67,0,0,0,27.5,0,0,0,0,0,0,0,27.5,0,0,7.01,0,0,24.160000,24.160000,48.320000,14.760000,7.770000,30.920000,8.300000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,29.270000,87.170000,38.660000

22,05:15-05:30,18.410000,24.700000,0.000000,115.540000,24.160000,8.550000,0.000000,132.590000,14.850000,0.000000,24.160000,24.160000,48.320000,0.000000,82,22.66,62.33,62.33,0,0,0,27.34,0,0,0,0,0,0,0,27.33,0,0,7.01,0,0,24.160000,24.160000,48.320000,14.760000,7.770000,30.920000,8.300000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,29.270000,87.170000,38.660000

23,05:30-05:45,30.920000,24.700000,0.000000,115.540000,24.160000,8.550000,0.000000,132.590000,14.850000,0.000000,24.160000,24.160000,48.320000,0.000000,81,22.66,63,63,0,0,0,27,0,0,0,1.130536,0,0,0,27,0,0,7.01,0,0,24.160000,24.160000,48.320000,14.760000,7.770000,30.920000,8.300000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,29.270000,87.170000,38.660000

24,05:45-06:00,30.920000,24.700000,0.000000,115.540000,24.160000,8.550000,0.000000,132.590000,14.850000,0.000000,24.160000,24.160000,48.320000,0.000000,81.5,22.66,64.33,64.33,0,0,0.2,27.16,0,0,0,2.465738,0.44,0.09,0,27.17,0.18,0,7.01,0,0,24.160000,24.160000,48.320000,14.760000,7.770000,30.920000,8.300000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,28.760000,87.170000,38.660000

25,06:00-06:15,30.920000,24.700000,0.000000,115.540000,24.160000,8.360000,0.000000,132.590000,14.850000,0.000000,24.160000,24.160000,48.320000,0.000000,82.5,22.34,65,65,0,1,1,27.5,0,1,0,5.379792,3.78,0.75,0,27.5,1.66,6.94,7.01,1,10.4,24.160000,24.160000,48.320000,14.490000,7.770000,30.920000,8.300000,0.000000,24.160000,0.000000,0.000000,262.380000,48.320000,0.000000,28.760000,87.170000,38.660000

26,06:15-06:30,30.920000,24.700000,0.000000,115.540000,24.160000,8.360000,0.000000,132.590000,14.850000,0.110000,24.160000,24.160000,48.320000,0.000000,83.5,22.34,65.67,65.67,1,4,2,27.84,0,1,0,10.126094,9.01,1.8,1,27.83,3.79,10.1,7.01,2,18.74,24.160000,24.160000,48.320000,14.490000,7.770000,30.920000,8.300000,0.000000,24.160000,0.000000,0.120000,262.380000,48.320000,0.110000,28.260000,87.170000,38.660000

27,06:30-06:45,30.920000,24.700000,0.000000,115.540000,24.160000,8.360000,0.000000,132.590000,14.850000,0.920000,24.160000,24.160000,48.320000,0.000000,85.5,23,66.33,66.33,3,7,5,28.5,0,3,0,15.476648,15.17,3.03,5,28.5,6.53,14.55,7.01,5,27.47,24.160000,24.160000,48.320000,14.490000,7.770000,30.920000,8.300000,0.000000,24.160000,0.000000,0.950000,262.380000,48.320000,0.920000,28.260000,87.170000,38.660000

28,06:45-07:00,30.920000,24.700000,0.000000,66.300000,24.160000,8.360000,0.000000,132.590000,14.850000,1.530000,24.160000,24.160000,48.320000,0.000000,86.5,23.34,66.67,66.67,4,14,6,28.84,0,6,0,21.860278,22.75,4.55,12,28.83,9.48,20.72,7.01,8,30.06,24.160000,24.160000,48.320000,14.490000,7.770000,30.920000,8.300000,0.000000,24.160000,0.000000,1.570000,262.380000,48.320000,1.530000,27.760000,87.170000,38.660000

29,07:00-07:15,18.410000,24.700000,0.000000,66.300000,24.160000,8.180000,0.000000,132.590000,14.850000,2.240000,24.160000,24.160000,48.320000,0.000000,89,24,67.33,67.33,5,21,8,29.66,0,9,0,28.877398,33.05,6.61,20,29.67,13.19,26.72,7.01,11,26.73,24.160000,24.160000,48.320000,14.300000,6.840000,30.920000,7.840000,0.000000,24.160000,0.000000,2.300000,214.060000,48.320000,2.240000,27.760000,68.160000,38.660000

30,07:15-07:30,18.410000,24.700000,0.000000,66.300000,24.160000,8.180000,0.000000,132.590000,14.850000,3.070000,24.160000,24.160000,48.320000,0.000000,91.5,25,68.33,68.33,8,35,11.46,30.5,0,15,0,36.216136,45.61,9.12,24.48,30.5,17.08,24.49,7.01,16,24.48,24.160000,24.160000,48.320000,14.300000,6.840000,30.920000,7.840000,0.000000,24.160000,0.000000,3.140000,206.370000,48.320000,3.070000,27.760000,57.690000,38.660000

31,07:30-07:45,18.410000,24.700000,0.000000,66.300000,24.160000,8.180000,0.000000,132.590000,14.850000,4.050000,24.160000,24.160000,48.320000,0.000000,99.5,29.34,74,74,12,49,16.11,33.16,0,21,0,43.379446,60.59,12.12,25.65,33.17,21.85,25.65,11.01,23,25.65,24.160000,24.160000,48.320000,14.300000,6.840000,30.920000,7.840000,0.000000,24.160000,0.000000,4.140000,206.370000,48.320000,4.050000,28.260000,57.690000,38.660000

32,07:45:08:00,18.410000,24.700000,0.000000,66.300000,24.160000,8.180000,0.000000,132.590000,14.850000,5.100000,24.160000,24.160000,48.320000,0.000000,100.5,30.34,75.33,75.33,15,63,20.21,33.5,0,27,0,52.024148,76.83,15.36,25.82,33.5,26.28,25.81,10.81,30,25.82,24.160000,24.160000,48.320000,14.300000,6.840000,30.920000,7.840000,0.000000,24.160000,0.000000,5.230000,158.050000,48.320000,5.100000,28.260000,57.690000,38.660000

33,08:00-08:15,18.410000,24.700000,0.000000,70.460000,24.160000,8.180000,0.000000,115.970000,14.850000,6.120000,24.160000,24.160000,48.320000,0.000000,100,31.34,78,78,18,74,23.37,33.34,0,31,0,61.078182,94.35,18.87,27.35,33.33,31.98,27.35,10.61,37,27.35,24.160000,24.160000,48.320000,14.020000,6.840000,30.920000,7.840000,0.000000,24.160000,0.000000,6.270000,115.970000,48.320000,6.120000,28.770000,57.690000,38.660000

34,08:15-08:30,18.410000,24.700000,0.000000,70.460000,24.160000,8.180000,0.000000,96.640000,14.850000,7.110000,24.160000,24.160000,48.320000,0.000000,106,32,79,79,22,88,26.63,35.34,0,37,0,70.395358,112.11,22.42,27.35,35.33,37.37,27.35,10.21,43,27.35,24.160000,24.160000,48.320000,14.020000,6.840000,30.920000,7.840000,0.000000,24.160000,0.000000,7.290000,120.800000,48.320000,7.110000,29.270000,57.690000,38.660000

35,08:30-08:45,22.990000,24.700000,0.000000,70.460000,24.160000,8.180000,0.000000,77.310000,14.850000,8.050000,24.160000,24.160000,48.320000,0.000000,109.5,31.66,71.67,71.67,25,102,29.73,36.5,0,43,0,78.484538,129.47,25.89,28.19,36.5,45.64,28.18,14.4,50,28.18,24.160000,24.160000,48.320000,14.020000,6.840000,22.990000,7.840000,0.000000,24.160000,0.000000,8.250000,115.970000,48.320000,8.050000,29.270000,57.690000,38.660000

36,08:45:09:00,22.990000,24.700000,0.000000,70.460000,24.160000,8.180000,0.000000,77.310000,14.850000,9.020000,24.160000,24.160000,48.320000,0.000000,111,32,71.67,71.67,28,116,32.53,37,0,49,0,86.456766,147.5,29.5,28.51,37,52.61,28.52,14,57,28.52,24.160000,24.160000,48.320000,14.020000,6.840000,22.990000,7.840000,0.000000,24.160000,0.000000,9.240000,111.140000,48.320000,9.020000,28.770000,57.690000,38.660000

37,09:00:09:15,22.990000,24.700000,0.000000,66.300000,24.160000,7.810000,0.000000,77.310000,16.120000,9.940000,24.160000,24.160000,48.320000,0.000000,110,32.34,71.67,71.67,31,130,33.52,36.66,0,55,0,93.980678,163.93,32.79,28.51,36.67,59.16,28.52,13.6,62,28.52,24.160000,0.000000,0.000000,13.940000,6.760000,22.990000,7.680000,0.000000,24.160000,0.000000,10.190000,111.140000,0.000000,9.940000,29.270000,57.690000,0.000000

38,09:15-09:30,22.990000,24.700000,0.000000,66.300000,24.160000,7.810000,0.000000,77.310000,16.120000,10.810000,24.160000,24.160000,48.320000,0.000000,110.5,32.66,71.67,71.67,34,140,36.21,36.84,0,60,0,100.91983,179.78,35.96,28.51,36.83,65.28,28.52,13,68,28.52,24.160000,0.000000,0.000000,13.940000,6.760000,22.990000,7.680000,0.000000,24.160000,0.000000,11.090000,111.140000,0.000000,10.810000,30.290000,57.690000,0.000000

39,09:30-09:45,22.990000,24.700000,47.760000,66.300000,24.160000,7.810000,0.000000,77.310000,16.120000,11.630000,24.160000,24.160000,48.320000,0.000000,111,36.66,71.67,71.67,37,154,38.84,37,0,66,0,107.371682,193.67,38.73,29.86,37,70.96,29.87,12.41,73,29.87,24.160000,0.000000,0.000000,13.940000,6.760000,22.990000,7.680000,0.000000,24.160000,0.000000,11.920000,111.140000,0.000000,11.630000,30.290000,57.690000,0.000000

40,09:45-10:00,22.990000,24.700000,46.390000,66.300000,24.160000,7.810000,0.000000,77.310000,16.120000,12.330000,24.160000,24.160000,48.320000,0.000000,112.5,36.66,71.67,71.67,40,165,41.04,37.5,0,70,0,113.58963,206.97,41.39,29.86,37.5,76.01,29.87,11.81,80,29.87,24.160000,0.000000,0.000000,13.940000,6.760000,22.990000,7.680000,0.000000,24.160000,0.000000,12.630000,111.140000,0.000000,12.330000,30.290000,57.690000,0.000000

41,10:00-10:15,22.990000,24.700000,46.390000,66.300000,24.160000,7.810000,0.000000,96.640000,16.120000,13.060000,24.160000,24.160000,48.320000,0.000000,112.5,36.66,71.67,71.67,43,175,42.96,37.5,0,75,0,118.404154,218.98,43.8,29.86,37.5,80.39,29.87,11.21,85,29.87,24.160000,0.000000,0.000000,13.840000,6.760000,22.990000,7.530000,0.000000,24.160000,0.000000,13.390000,111.140000,0.000000,13.060000,27.760000,57.690000,0.000000

42,10:15-10:30,22.990000,24.700000,50.250000,66.300000,24.160000,7.810000,0.000000,115.970000,16.120000,13.640000,24.160000,24.160000,48.320000,0.000000,113,36.66,71.67,71.67,44,182,43.5,37.66,0,78,0,121.756778,230.13,46.02,29.86,37.67,84.36,29.87,10.61,89,29.87,24.160000,0.000000,0.000000,13.840000,6.760000,22.990000,7.530000,0.000000,24.160000,0.000000,13.970000,111.140000,0.000000,13.640000,27.760000,57.690000,0.000000

43,10:30-10:45,22.990000,24.700000,50.250000,66.300000,24.160000,7.810000,0.000000,132.590000,12.170000,14.110000,24.160000,24.160000,48.320000,0.000000,113,40,80,80,45,186,44,37.66,0,79,0,123.511058,233.33,46.67,26.01,37.67,86.58,26.02,11.61,90,26.02,24.160000,0.000000,0.000000,13.840000,6.760000,22.990000,7.530000,0.000000,24.160000,0.000000,14.470000,111.140000,0.000000,14.110000,27.760000,33.820000,0.000000

44,10:45-11:00,22.990000,24.700000,53.150000,66.300000,24.160000,7.810000,0.000000,132.590000,12.170000,14.660000,24.160000,24.160000,48.320000,0.000000,113,40,80,80,47,189,44.5,37.66,0,81,0,125.96705,233.33,46.67,25.99,37.67,87.37,25.98,11.41,93,25.98,24.160000,0.000000,0.000000,13.840000,6.760000,22.990000,7.530000,0.000000,24.160000,0.000000,15.020000,132.840000,0.000000,14.660000,27.250000,33.820000,0.000000

45,11:00-11:15,22.990000,24.700000,53.150000,66.300000,24.160000,7.620000,0.000000,132.590000,16.120000,15.030000,24.160000,24.160000,48.320000,0.000000,113.5,40,80,80,49,189,44.5,37.84,0,81,0,127.887012,233.33,46.67,25.99,37.83,87.47,25.98,8.01,98,25.98,24.160000,0.000000,0.000000,13.660000,6.760000,22.990000,7.530000,0.000000,24.160000,0.000000,15.410000,140.130000,0.000000,15.030000,27.250000,33.820000,0.000000

46,11:15-11:30,22.990000,24.700000,53.150000,66.300000,24.160000,7.620000,0.000000,132.590000,16.120000,15.440000,24.160000,24.160000,48.320000,0.000000,113.5,40,80,80,49,189,44.5,37.84,0,81,0,129.027294,233.33,46.67,25.99,37.83,87.43,25.98,8.01,98,25.98,24.160000,0.000000,0.000000,13.660000,6.760000,22.990000,7.530000,0.000000,24.160000,0.000000,15.830000,188.450000,0.000000,15.440000,27.250000,33.820000,0.000000

47,11:30-11:45,22.990000,24.700000,53.150000,66.300000,24.160000,7.620000,0.000000,132.590000,16.120000,15.680000,24.160000,24.160000,48.320000,0.000000,113.5,40,80,80,49,189,44.5,37.84,0,81,0,125.928066,233.33,46.67,25.99,37.83,87.51,25.98,7.21,98,25.98,24.160000,0.000000,0.000000,13.660000,6.760000,22.990000,7.530000,0.000000,24.160000,0.000000,16.070000,235.370000,0.000000,15.680000,27.250000,33.820000,0.000000

48,11:45-12:00,22.990000,24.700000,53.150000,66.300000,24.160000,7.620000,0.000000,132.590000,16.120000,15.850000,24.160000,24.160000,48.320000,0.000000,113.5,40,80,80,49,189,44.5,37.84,0,81,0,122.3123,233.33,46.67,25.99,37.83,87.68,25.98,7.21,98,25.98,24.160000,0.000000,0.000000,13.660000,6.690000,22.990000,7.530000,0.000000,24.160000,0.000000,16.250000,262.380000,0.000000,15.850000,27.760000,44.370000,0.000000

49,12:00-12:15,22.990000,24.700000,53.150000,66.300000,24.160000,7.620000,0.000000,132.590000,7.670000,16.010000,24.160000,24.160000,48.320000,0.000000,113.5,40,80,80,49,189,44.5,37.84,0,81,0,115.265942,233.33,46.67,25.99,37.83,87.78,25.98,7.21,98,25.98,24.160000,0.000000,0.000000,13.470000,6.690000,22.990000,7.530000,0.000000,24.160000,0.000000,16.410000,262.380000,0.000000,16.010000,27.760000,76.630000,0.000000

50,12:15-12:30,22.990000,24.700000,53.150000,85.240000,24.160000,7.620000,0.000000,132.590000,7.670000,16.060000,24.160000,24.160000,48.320000,0.000000,114,40,80,80,47,189,44.5,38,0,81,0,110.889988,233.33,46.67,25.81,38,87.74,25.82,7.21,94,25.82,24.160000,0.000000,0.000000,13.470000,6.690000,22.990000,7.530000,0.000000,24.160000,0.000000,16.460000,262.380000,0.000000,16.060000,27.760000,76.630000,0.000000

51,12:30-12:45,22.990000,24.700000,53.150000,66.300000,24.160000,7.620000,0.000000,132.590000,7.670000,16.140000,24.160000,24.160000,48.320000,0.000000,114,40,80,80,47,189,44.5,38,0,81,0,110.607354,233.33,46.67,25.81,38,87.69,25.82,7.21,94,25.82,24.160000,0.000000,0.000000,13.470000,6.690000,22.990000,7.530000,0.000000,24.160000,0.000000,16.540000,262.380000,0.000000,16.140000,25.740000,57.620000,0.000000

