Block,Time,KHSTPP-I,KGSU3AND4,NLCTS2EXP,DADRI_RF,RIHAND2,FSTPP I & II,BRBCL,URI,KHSTPP-II,TALA,DULHASTI,TALST2,KKNP,MAPS,KHARGONE-I,VSTPS II,VSTPS V,RSTPSU7,KSTPS7,NLCIIST2,NTPL,VSTPS IV,SIMHST2,KAWAS-NAPM,SIPAT II,NNTPP,MOUDA_II,VALLURNTECL,NLCIIST1,VSTPS I,SOLAPUR,GANDHAR-APM,SASAN,KAWAS-ComGas,GADARWARA-I,VSTPS III,KAWAS-RLNG,NLCEXP,KSTPS I&II,LARA-I,KAWAS-APM,RSTPSU1TO6,GANDHAR-ComGas,KGSU1AND2,KAPS,KAWAS-zLIQ,GANDHAR-NAPM,MOUDA,SIPAT I,KUDGI,TAPS-II,GANDHAR-RLNG,BSIUL,UNCHAHAR2,RAPPB,TEHRI,NAPP,TANDA2,CHAMERA3,RAPPC,DADRI_GF,RAMPUR,UNCHAHAR1,TANAKPUR,AURY_CRF,PARBATI3,URI2,RIHAND1,UNCHAHAR3,ANTA_RF,RIHAND3,SEWA2,KOLDAM,KOTESHWR,SINGRAULI_HYDRO,JHAJJAR,ANTA_CRF,NJPC,AURY_GF,DADRI_CRF,UNCHAHAR4,CHAMERA1,CHAMERA2,KISHANGANGA,AURY_LF,DADRI_LF,SINGRAULI,SALAL,DHAULIGNGA,AURY_RF,DADRT2,ANTA_GF,ANTA_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,25.349613,1.06,0.85,0.000000,116.260677,11.694173,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.85,2.265936,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.593334,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006981,18.939827,28.207062,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,0.381218,11.288738,1.850981,0.000000,0.000000,33.781225,90.858439,13.324529,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.406428,0.000000,19.724074,0.000000,0.000000,0.734481,0.000000,27.937411,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,0.000000,362.972872,0.000000,0.000000,0,0,0,0,0

56,13:45-14:00,31.240292,1.06,0.85,0.000000,116.260677,14.696670,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.85,2.265936,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.593334,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006981,18.939827,28.207062,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,0.381218,11.288738,1.850981,0.000000,0.000000,33.781225,90.858439,13.324529,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,349.406428,0.000000,19.724074,0.000000,0.000000,0.734481,0.000000,27.937411,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,0.000000,362.972872,0.000000,0.000000,0,0,0,0,0

57,14:00-14:15,33.177882,1.06,0.85,0.000000,116.260677,17.481547,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.85,2.255541,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.593334,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006981,18.939827,28.207062,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,0.381218,11.201974,1.850981,0.000000,0.000000,33.781225,90.858439,11.685660,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,357.110337,0.000000,19.724074,0.000000,0.000000,0.678764,0.000000,27.937411,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,0.000000,355.334973,0.000000,0.000000,0,0,0,0,0

58,14:15-14:30,33.177882,1.06,0.85,0.000000,116.260677,17.708826,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.85,2.255541,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.593334,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006981,18.939827,28.207062,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,0.381218,11.201974,1.850981,0.000000,0.000000,33.781225,90.858439,11.685660,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,405.275337,0.000000,19.724074,0.000000,0.000000,0.678764,0.000000,27.937411,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,0.000000,355.334973,0.000000,0.000000,0,0,0,0,0

59,14:30-14:45,33.177882,1.06,0.85,0.000000,116.260677,17.708826,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.85,2.245147,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.719797,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006981,18.939827,41.947839,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,0.381218,15.188736,1.850981,0.000000,0.000000,33.781225,90.858439,18.070641,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,473.381514,0.000000,19.724074,0.000000,0.000000,0.650095,0.000000,27.937411,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,0.000000,360.067128,0.000000,0.000000,0,0,0,0,0

60,14:45-15:00,33.177882,1.06,0.85,0.000000,116.260677,17.708826,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006981,18.939827,41.947839,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,0.381218,15.188736,1.850981,0.000000,0.000000,33.781225,90.858439,18.070641,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,473.381514,0.000000,19.724074,0.000000,0.000000,0.650095,0.000000,27.937411,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,0.000000,438.851063,0.000000,0.000000,0,0,0,0,0

61,15:00-15:15,33.177882,1.06,0.85,0.000000,116.260677,17.708826,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006981,18.939827,41.947839,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,0.891778,15.188736,1.233987,0.000000,3.345001,34.344245,90.858439,18.070641,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,473.381514,0.000000,46.351574,0.000000,0.000000,0.614944,0.000000,27.937411,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,0.000000,438.851063,0.000000,0.000000,0,0,0,0,0

62,15:15-15:30,33.177882,1.06,0.85,0.000000,116.260677,17.708826,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006981,12.626551,41.947839,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,1.143655,15.188736,1.233987,0.000000,3.345001,34.344245,90.858439,18.070641,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,473.381514,0.000000,59.172223,0.000000,0.000000,0.614944,0.000000,27.937411,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,0.000000,438.851063,0.000000,0.000000,0,0,0,0,0

63,15:30-15:45,33.177882,1.06,0.85,8.749558,116.260677,17.708826,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006981,12.626551,41.947839,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,1.334263,20.132874,1.233987,0.000000,3.345001,34.344245,90.858439,24.483064,9.928733,121.876716,16.548590,0.000000,8.393101,1.055437,481.054970,0.000000,69.034260,0.000000,0.000000,1.375213,0.000000,13.897799,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,11.559600,468.809693,0.000000,0.000000,0,0,0,0,0

64,15:45-16:00,33.177882,1.06,0.85,8.749558,116.260677,17.708826,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006981,12.626551,41.947839,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,1.334263,20.132874,1.233987,0.000000,3.345001,34.344245,90.858439,25.970568,9.928733,121.876716,16.548590,0.000000,8.393101,1.055437,481.054970,0.000000,69.034260,0.000000,0.000000,1.375213,5.327049,13.897799,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,11.559600,518.756798,0.000000,0.000000,0,0,0,0,0

65,16:00-16:15,33.177882,1.06,0.85,8.749558,116.260677,17.708826,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006801,12.626551,41.947839,0.000000,0.000000,20.696543,2.350549,10.171734,56.844293,0.000000,1.334263,20.132874,1.233987,0.000000,3.345001,33.781225,90.858439,25.970568,9.928733,121.876716,16.548590,0.000000,8.393101,1.055437,481.054970,0.000000,69.034260,0.000000,0.000000,1.375213,13.533748,13.897799,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,11.559600,518.756798,0.000000,0.000000,0,0,0,0,0

66,16:15-16:30,33.177882,1.06,0.85,8.749558,116.260677,17.708826,14.449498,51.047194,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006801,12.626551,41.947839,0.000000,17.695967,20.696543,2.350549,10.171734,56.844293,0.000000,1.334263,20.132874,1.233987,0.000000,3.345001,33.781225,90.858439,25.970568,9.928733,121.876716,16.548590,0.000000,8.393101,1.055437,481.054970,0.000000,69.034260,0.000000,0.000000,1.375213,27.067497,13.897799,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,11.559600,518.756798,0.000000,0.000000,0,0,0,0,0

67,16:30-16:45,33.177882,1.06,0.85,8.749558,116.260677,17.406831,14.449498,51.047194,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.009698,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006801,16.954080,41.947839,0.000000,26.543951,20.696543,2.350549,20.343469,56.844293,0.000000,1.334263,20.132874,2.467975,0.000000,3.345001,33.781225,90.858439,25.970568,9.928733,121.876716,16.548590,0.569399,8.393101,1.055437,481.054970,0.000000,69.034260,0.000000,0.000000,1.375213,27.067497,13.897799,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,11.559600,518.756798,0.000000,0.000000,0,0,0,0,0

68,16:45-17:00,33.177882,1.06,0.85,8.749558,116.260677,17.406831,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.64,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.009698,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006801,16.954080,41.947839,0.000000,26.543951,20.696543,2.350549,20.343469,56.844293,0.000000,1.334263,20.132874,2.467975,0.000000,3.345001,33.781225,90.858439,25.970568,9.928733,121.876716,16.548590,0.828216,8.393101,1.055437,481.054970,0.000000,69.034260,0.000000,0.000000,1.375213,27.067497,28.022500,2.457837,0.000000,0.000000,132.203292,64.362890,0.000000,11.559600,548.725061,0.000000,0.000000,0,0,0,0,0

69,17:00-17:15,33.177882,1.06,0.85,8.749558,116.260677,17.406831,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.009698,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006801,12.626551,41.947839,0.000000,26.543951,20.696543,2.350549,20.343469,56.844293,0.000000,1.334263,20.132874,9.871898,0.000000,3.345001,33.781225,90.858439,25.970568,9.928733,121.876716,16.548590,1.656432,8.393101,1.055437,481.054970,0.000000,69.034260,0.000000,0.000000,1.361336,27.067497,28.022500,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,11.559600,568.703903,0.000000,0.000000,0,0,0,0,0

70,17:15-17:30,33.177882,1.06,0.85,8.749558,116.260677,17.406831,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.009698,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006801,12.626551,41.947839,0.000000,26.543951,20.696543,2.350549,20.343469,56.844293,0.000000,1.334263,20.132874,9.871898,0.000000,3.345001,33.781225,90.858439,25.970568,9.928733,121.876716,16.548590,2.049834,8.393101,1.055437,481.054970,0.000000,69.034260,0.000000,0.000000,1.361336,27.067497,28.022500,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,11.559600,568.703903,0.000000,0.000000,0,0,0,0,0

71,17:30-17:45,33.177882,1.06,0.85,8.749558,116.260677,17.406831,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.009698,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006801,12.626551,41.947839,0.000000,26.543951,20.696543,2.350549,20.343469,56.844293,0.000000,1.143655,20.132874,9.871898,0.000000,3.345001,33.781225,90.858439,25.970568,9.928733,121.876716,16.548590,2.049834,8.393101,1.055437,481.054970,0.000000,59.172223,0.000000,0.000000,1.361336,27.067497,28.022500,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,11.559600,568.703903,0.000000,0.000000,0,0,0,0,0

72,17:45-18:00,33.177882,1.06,0.85,8.749558,116.260677,17.406831,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.009698,0.79,2.747176,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.006801,12.626551,41.947839,0.000000,26.543951,20.696543,2.350549,20.343469,56.844293,0.000000,0.762437,20.132874,9.871898,0.000000,3.345001,33.781225,90.858439,25.970568,9.928733,121.876716,16.548590,1.656432,8.393101,1.055437,481.054970,0.000000,39.448148,0.000000,0.000000,1.361336,13.533748,28.022500,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,11.559600,618.651008,0.000000,0.000000,0,0,0,0,0

73,18:00-18:15,33.177882,1.06,0.85,8.749558,116.260677,17.406831,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.44,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.009698,0.79,2.600660,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.010917,6.251817,41.947839,0.000000,19.737810,20.696543,2.350549,20.343469,56.844293,0.000000,0.360795,20.132874,1.233987,0.000000,3.345001,33.781225,90.858439,25.970568,24.716622,121.876716,16.548590,0.828216,8.393101,1.055437,481.054970,0.000000,18.737870,0.000000,0.000000,1.361336,6.849063,28.022500,2.457837,0.000000,0.000000,132.203292,76.451919,0.000000,11.559600,648.619271,0.000000,0.000000,0,0,0,0,0

74,18:15-18:30,33.177882,1.06,0.85,8.749558,116.260677,17.406831,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.46,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.81,2.245147,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.013547,0.79,2.600660,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.012708,6.251817,41.947839,0.000000,26.407828,20.696543,2.350549,20.343469,56.844293,0.000000,0.721592,20.132874,0.000000,0.000000,3.345001,33.781225,90.858439,25.970568,24.716622,121.876716,16.548590,0.828216,8.393101,1.055437,481.054970,0.000000,37.475742,0.000000,0.000000,1.361336,12.176112,28.022500,2.457837,0.000000,0.000000,132.203292,76.451919,1.384239,11.559600,618.651008,0.000000,0.000000,0,0,0,0,0

75,18:30-18:45,35.108335,1.06,0.85,8.749558,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.46,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.81,2.255421,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.014317,0.79,2.600660,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.012529,12.626551,41.947839,0.000000,27.564872,20.696543,2.350549,20.343469,56.844293,0.000000,1.334263,20.132874,6.416734,0.000000,3.345001,33.781225,90.858439,25.970568,7.927325,121.876716,16.548590,2.049834,8.393101,1.055437,481.054970,0.000000,69.034260,0.000000,0.000000,1.361336,27.067497,28.022500,2.457837,0.000000,0.000000,132.203292,76.451919,16.610870,11.559600,618.651008,0.000000,0.000000,0,0,0,0,0

76,18:45-19:00,35.108335,1.06,0.85,8.749558,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,55.522511,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.46,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.81,2.255541,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018164,0.79,2.600660,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.015034,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,1.803979,20.132874,6.416734,0.000000,3.345001,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,3.074752,17.400332,1.055437,482.844492,0.000000,93.689353,0.000000,0.000000,1.361336,27.067497,42.033750,2.513697,0.000000,0.000000,132.203292,76.451919,28.653751,11.559600,618.651008,0.000000,0.000000,0,0,0,0,0

77,19:00-19:15,37.849887,1.06,0.85,8.749558,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,55.522511,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.46,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.81,2.255541,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.600660,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.018256,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.348576,20.132874,6.416734,0.000000,6.690005,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,17.400332,1.055437,482.844492,0.000000,121.796158,0.000000,0.000000,1.361336,40.601245,42.033750,2.513697,0.000000,0.000000,133.573683,76.451919,38.293593,11.559600,618.651008,0.000000,0.000000,0,0,0,0,0

78,19:15-19:30,37.849887,1.06,0.85,8.749558,116.260677,17.241336,14.449498,51.047194,142.101802,0.000000,55.522511,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.46,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.81,2.255541,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.600660,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.777446,20.132874,6.416734,0.000000,10.704007,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,17.400332,1.055437,482.844492,0.000000,146.155389,0.000000,0.000000,1.361336,40.601245,42.033750,2.513697,0.000000,0.000000,133.573683,76.451919,38.293593,11.559600,662.115590,0.000000,0.000000,0,0,0,0,0

79,19:30-19:45,37.849887,1.06,0.85,8.749558,116.260677,17.241336,14.449498,51.047194,142.101802,0.000000,53.339345,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.81,2.255541,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.745002,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.777446,20.132874,0.246797,0.000000,52.182030,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,17.400332,1.055437,482.844492,0.000000,146.155389,0.000000,0.000000,1.361336,40.601245,42.033750,2.513697,0.000000,0.000000,133.573683,76.451919,38.293593,11.559600,664.050759,0.000000,0.000000,0,0,0,0,0

80,19:45-20:00,37.849887,1.06,0.85,8.749558,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.81,2.255541,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.783804,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.777446,20.132874,0.246797,0.000000,52.182030,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,17.400332,1.055437,482.844492,0.000000,146.155389,0.000000,0.000000,1.361336,40.601245,42.033750,2.513697,0.000000,0.000000,133.573683,76.451919,38.293593,11.559600,664.050759,0.000000,0.000000,0,0,0,0,0

81,20:00-20:15,37.849887,1.06,0.85,8.749558,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.86,2.255541,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.783804,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.777446,20.132874,0.616994,0.000000,52.182030,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,17.400332,1.055437,482.844492,0.000000,146.155389,0.000000,0.000000,1.361336,40.601245,42.033750,2.513697,0.000000,0.000000,133.573683,76.451919,38.293593,11.559600,664.050759,0.000000,0.000000,0,0,0,0,0

82,20:15-20:30,37.849887,1.06,0.85,8.749558,116.260677,17.241336,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.864764,0.18,3.382812,2.29,0.87,2.255541,3.412458,0.000000,336.167618,0.000000,4.136314,1.887764,0.018964,0.79,2.783804,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,5.118688,8.99,2.690880,0.020762,18.939827,41.947839,0.000000,27.564872,20.696543,2.350549,30.545986,56.844293,0.000000,2.777446,20.132874,0.616994,0.000000,52.182030,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,4.099670,17.400332,1.055437,482.844492,0.000000,146.155389,0.000000,0.000000,1.361336,40.601245,42.033750,2.513697,0.000000,0.000000,133.573683,76.451919,38.293593,11.559600,664.050759,0.000000,0.000000,0,0,0,0,0

