Block,Time,KHSTPP-I,KGSU3AND4,NLCTS2EXP,DADRI_RF,RIHAND2,FSTPP I & II,BRBCL,URI,KHSTPP-II,TALA,DULHASTI,TALST2,KKNP,MAPS,KHARGONE-I,VSTPS II,VSTPS V,RSTPSU7,KSTPS7,NLCIIST2,NTPL,VSTPS IV,SIMHST2,KAWAS-NAPM,SIPAT II,NNTPP,MOUDA_II,VALLURNTECL,NLCIIST1,VSTPS I,SOLAPUR,GANDHAR-APM,SASAN,KAWAS-ComGas,GADARWARA-I,VSTPS III,KAWAS-RLNG,NLCEXP,KSTPS I&II,LARA-I,KAWAS-APM,RSTPSU1TO6,GANDHAR-ComGas,KGSU1AND2,KAPS,KAWAS-zLIQ,GANDHAR-NAPM,MOUDA,SIPAT I,KUDGI,TAPS-II,GANDHAR-RLNG,BSIUL,UNCHAHAR2,RAPPB,TEHRI,NAPP,TANDA2,CHAMERA3,RAPPC,DADRI_GF,RAMPUR,UNCHAHAR1,TANAKPUR,AURY_CRF,PARBATI3,URI2,RIHAND1,UNCHAHAR3,ANTA_RF,RIHAND3,SEWA2,KOLDAM,KOTESHWR,SINGRAULI_HYDRO,JHAJJAR,ANTA_CRF,NJPC,AURY_GF,DADRI_CRF,UNCHAHAR4,CHAMERA1,CHAMERA2,KISHANGANGA,AURY_LF,DADRI_LF,SINGRAULI,SALAL,DHAULIGNGA,AURY_RF,DADRT2,ANTA_GF,ANTA_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,31.575047,1.06,0.85,0.000000,116.260677,16.867383,12.469922,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.55,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,1.76,2.637288,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007337,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.939430,20.137455,0.740392,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,2.049834,16.786202,1.055437,450.705076,0.000000,48.718463,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,664.050759,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,32.126166,1.06,0.85,0.000000,116.260677,16.867383,10.212640,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.55,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,1.76,2.637288,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.939430,20.137455,0.740392,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,2.049834,8.393101,1.055437,450.705076,0.000000,48.718463,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,664.050759,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,32.159770,1.06,0.85,0.000000,116.260677,16.867383,12.514245,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.55,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,1.76,2.637288,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.939430,20.137455,0.740392,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,2.049834,8.393101,1.055437,450.705076,0.000000,48.718463,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,664.050759,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,32.159770,1.06,0.85,0.000000,116.260677,16.867383,13.094841,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.55,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,1.76,2.637288,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.939430,20.137455,0.740392,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,1.024917,8.393101,1.055437,450.705076,0.000000,48.718463,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,664.050759,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,32.159770,1.06,0.85,0.000000,116.260677,16.867383,12.280553,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.55,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.006927,1.76,2.637288,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.939430,20.137455,0.740392,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,450.705076,0.000000,48.718463,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,664.050759,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,32.159770,1.06,0.85,0.000000,116.260677,16.867383,11.563918,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.55,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,1.76,2.637288,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.939430,20.132874,0.740392,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,450.571630,0.000000,48.718463,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,589.298679,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,32.159770,1.06,0.85,0.000000,116.260677,16.867383,12.817953,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.55,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,1.76,2.637288,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.939430,20.132874,0.740392,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,450.571630,0.000000,48.718463,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,585.223534,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,32.159770,1.06,0.85,0.000000,116.260677,16.867383,13.999516,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.55,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,1.76,2.679008,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.939430,20.132874,1.110589,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,450.571630,0.000000,48.718463,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,605.260174,0.000000,0.000000,0,0,0,0,0

14,03:15-03:30,32.159770,1.06,0.85,0.000000,116.260677,16.867383,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.55,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,1.76,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.939430,20.132874,1.110589,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,450.571630,0.000000,48.718463,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,572.720478,0.000000,0.000000,0,0,0,0,0

15,03:30-03:45,32.159770,1.06,0.85,0.000000,116.260677,16.867383,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.55,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,1.47,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.381218,20.132874,1.110589,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,450.571630,0.000000,19.724074,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,562.316838,0.000000,0.000000,0,0,0,0,0

16,03:45-04:00,32.159770,1.06,0.85,0.000000,116.260677,16.867383,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.55,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,1.47,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.412459,8.99,2.690880,0.007518,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.000000,20.132874,1.110589,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,450.571630,0.000000,0.000000,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,541.124238,0.000000,0.000000,0,0,0,0,0

17,04:00-04:15,32.159770,1.06,0.85,0.000000,116.260677,16.867383,12.908748,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.72,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,1.47,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.629864,8.99,2.690880,0.007696,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.000000,20.132874,1.110589,0.000000,0.000000,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,450.571630,0.000000,0.000000,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,521.858238,0.000000,0.000000,0,0,0,0,0

18,04:15-04:30,32.159770,1.06,0.85,8.749558,116.260677,16.867383,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,1.47,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.798809,8.99,2.690880,0.007696,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.000000,20.132874,1.110589,0.000000,3.345001,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,450.571630,0.000000,0.000000,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,508.372038,0.000000,0.000000,0,0,0,0,0

19,04:30-04:45,32.159770,1.06,0.85,8.749558,116.260677,16.867383,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,1.37,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.903977,8.99,2.690880,0.007696,18.939827,41.947839,0.000000,27.973241,20.696543,2.350549,30.545986,56.844293,0.000000,0.000000,20.132874,1.727582,0.000000,8.028004,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,450.571630,0.000000,0.000000,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,51.490312,9.551251,0.000000,494.307858,0.000000,0.000000,0,0,0,0,0

20,04:45-05:00,32.159770,1.06,0.85,8.749558,116.260677,16.867383,14.449498,48.920227,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,1.22,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.991837,8.99,2.690880,0.007696,18.939827,41.947839,0.000000,18.648826,20.696543,2.350549,30.545986,56.844293,0.000000,0.000000,20.132874,1.727582,0.000000,8.028004,33.781225,90.858439,25.970568,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,450.571630,0.000000,0.000000,0.000000,0.000000,1.375213,27.067497,42.033750,2.457837,0.000000,0.000000,132.203292,64.362890,9.551251,0.000000,481.784958,0.000000,0.000000,0,0,0,0,0

21,05:00-05:15,32.159770,1.06,0.85,8.749558,116.260677,17.400473,14.449498,51.047194,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,1.07,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.998437,8.99,2.690880,0.007696,18.939827,41.947839,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.381218,14.138739,1.727582,0.000000,34.788020,33.781225,90.858439,18.349998,7.706400,121.876716,16.548590,0.000000,8.393101,1.055437,442.898175,0.000000,19.724074,0.000000,0.000000,0.603796,40.601245,42.033750,2.457837,0.000000,0.000000,132.203292,81.712886,9.551251,10.596300,405.298938,0.000000,0.000000,0,0,0,0,0

22,05:15-05:30,32.159770,1.06,0.85,8.749558,116.260677,17.400473,14.449498,51.047194,142.101802,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,0.88,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.998437,8.99,2.690880,0.007696,18.939827,29.170362,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,0.993890,14.138739,1.727582,0.000000,52.182030,33.781225,90.858439,18.349998,7.706400,121.876716,16.548590,0.000000,8.393101,1.055437,442.898175,0.000000,51.677074,0.000000,0.000000,0.603796,40.601245,42.033750,2.457837,0.000000,0.000000,132.203292,81.712886,19.102501,10.596300,405.298938,0.000000,0.000000,0,0,0,0,0

23,05:30-05:45,22.854485,1.06,0.85,8.749558,116.260677,11.385821,14.449498,48.920227,133.637838,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.40,3.29,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.81,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,0.74,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.998437,8.99,2.690880,0.007696,18.939827,29.170362,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,1.143655,14.138739,1.727582,0.000000,52.182030,33.781225,90.858439,18.349998,7.706400,121.876716,16.548590,0.000000,8.393101,1.055437,442.898175,0.000000,59.172223,0.000000,0.000000,0.617993,40.601245,42.033750,2.457837,0.000000,0.000000,132.203292,81.712886,19.102501,10.596300,405.298938,0.000000,0.000000,0,0,0,0,0

24,05:45-06:00,22.854485,1.06,0.85,8.749558,116.260677,11.385821,14.449498,48.920227,106.665438,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.41,3.29,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.85,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,0.74,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.998437,8.99,2.690880,0.007696,18.939827,29.170362,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,1.143655,14.138739,1.727582,0.000000,52.182030,33.781225,90.858439,18.349998,7.706400,121.876716,16.548590,0.000000,8.393101,1.055437,442.898175,0.000000,59.172223,0.000000,0.000000,0.616925,40.601245,42.033750,2.457837,0.000000,0.000000,132.203292,81.712886,19.102501,10.596300,405.298938,0.000000,0.000000,0,0,0,0,0

25,06:00-06:15,22.854485,1.06,0.85,0.946088,116.260677,11.385821,14.449498,48.920227,124.004838,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.29,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.86,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,0.80,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.998437,8.99,2.690880,0.007518,18.939827,29.170362,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,1.708674,14.138739,1.727582,0.000000,52.182030,33.781225,90.858439,18.349998,0.770640,121.876716,16.548590,0.000000,8.393101,1.055437,414.962475,0.000000,88.758334,0.000000,0.000000,0.656443,36.528336,42.033750,2.457837,0.000000,0.000000,132.203292,81.712886,16.610870,0.883025,361.158770,0.000000,0.000000,0,0,0,0,0

26,06:15-06:30,22.854485,1.06,0.85,0.000000,116.260677,11.385821,14.449498,48.920227,98.959038,0.000000,51.927025,2.92,1.56,0.24,3.412459,1.871655,1.278811,1.87,1.292598,0.42,3.29,2.585197,1.78,0.000000,0.900795,0.19,3.382812,2.29,0.86,2.286724,3.412458,0.000000,336.167618,0.002770,4.136314,1.887764,0.007234,0.81,2.681242,4.101852,0.000000,5.83,0.000000,1.93,0.799115,0.000000,0.000000,1.866975,3.998437,8.99,2.690880,0.007518,18.939827,29.170362,0.000000,0.000000,20.696543,2.350549,30.545986,56.844293,0.000000,1.708674,14.138739,1.727582,0.000000,34.788020,33.781225,90.858439,18.349998,0.000000,121.876716,16.548590,0.000000,8.393101,1.055437,414.962475,0.000000,88.758334,0.000000,0.000000,0.656443,40.601245,42.033750,2.457837,0.000000,0.000000,132.203292,81.712886,19.102501,0.000000,359.534634,0.000000,0.000000,0,0,0,0,0

