Column1,Block,NR/2025/25581/C,NR/2025/25583/C,GNARE/NR/2024/12/20/3668,NR/2025/25513/A/57254,WR/2025/26426/A/57353,GNA/NR/2025/03/01/1906,WR/2025/26427/A/57354,WR/2025/26582/A/57562,NR/2025/25159/A/57224,GNA/NR/2025/03/01/6891,GNA/WR/2025/01/01/9606,WR/2025/26499/A/57564,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/5143,GNA/WR/2025/01/01/8625,NR/30092023/31122025/SH-07,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/3469,GNA/NR/2025/03/01/8036,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/2563,NR/30092023/26122029/SH-06,Total
23,05:30-05:45,0,0,0,0,167.57,23.04,48,48,0.48,55.49,0,0,42,166.48,0,32,0,6.72,23.04,4.68,17.28,5.76,23.04,25.86,689.4399999999999

24,05:45-06:00,0,0,0,0,167.57,23.04,48,48,0.48,55.49,0,0,42,166.48,0,32,0,6.72,23.04,4.68,17.28,5.76,23.04,12.59,676.17

25,06:00-06:15,0,0,0,0,167.57,36.48,0,0,0.53,0,0,0,42,0,0,32,0,6.72,36.48,4.6,17.28,5.76,36.48,2.77,388.6700000000001

26,06:15-06:30,0,0,0,0,167.57,36.48,0,0,0.53,0,0,0,42,0,0,32,0,6.72,36.48,4.6,17.28,5.76,36.48,2.77,388.6700000000001

27,06:30-06:45,0,0,0.21,0,167.57,36.48,0,0,0.53,0,0,0,42,0,0,32,0,6.72,36.48,4.6,17.28,5.76,36.48,32,418.11

28,06:45-07:00,0,0,0.24,0,167.57,36.48,0,0,0.53,0,0,0,42,0,0,32,0,6.72,36.48,4.6,17.28,5.76,36.48,32,418.1400000000001

29,07:00-07:15,0,0,0.09,0,167.57,36.48,0,0,0.58,0,0,40.32,0,0,0,32,0,6.72,36.48,4.6,17.28,5.76,36.48,32,416.36

30,07:15-07:30,0,0,0.97,0,167.57,36.48,0,0,0.58,0,0,40.32,0,0,0,32,0,6.72,36.48,4.6,17.28,5.76,36.48,32,417.24

31,07:30-07:45,0,0,4.04,0,167.57,36.48,0,0,0.58,0,0,40.32,0,0,0,32,0,6.72,36.48,4.6,17.28,5.76,36.48,32,420.31000000000006

32,07:45-08:00,0,0,10.06,0,167.57,36.48,0,0,0.58,0,0,40.32,0,0,0,32,0,6.72,36.48,4.6,17.28,5.76,36.48,32,426.33000000000004

33,08:00-08:15,0,0,15.57,0,0,36.48,0,0,0.96,0,0,40.32,0,0,0,25.82,0,6.72,36.48,4.6,17.28,5.76,36.48,32,258.46999999999997

34,08:15-08:30,0,0,23.3,0,0,36.48,0,0,0.96,0,0,40.32,0,0,0,25.82,0,6.72,36.48,4.6,17.28,5.76,36.48,32,266.19999999999993

35,08:30-08:45,0,0,32.56,0,0,36.48,0,0,0.96,0,0,40.32,0,0,0,25.82,0,6.72,36.48,4.6,17.28,5.76,36.48,32,275.4599999999999

36,08:45-09:00,0,0,40.61,0,0,36.48,0,0,0.96,0,0,40.32,0,0,0,25.83,0,6.72,36.48,4.6,17.28,5.76,36.48,32,283.52

37,09:00-09:15,14.4,38.4,48.27,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,25.83,0,6.72,23.04,4.5,17.28,5.76,23.04,32,303.50999999999993

38,09:15-09:30,14.4,38.4,56.27,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,25.83,0,6.72,23.04,4.5,17.28,5.76,23.04,32,311.51

39,09:30-09:45,14.4,38.4,63.52,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.5,17.28,5.76,23.04,26.99,314.91

40,09:45-10:00,14.4,38.4,70.53,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.5,17.28,5.76,23.04,26.99,321.92

41,10:00-10:15,14.4,38.4,76.76,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.5,17.28,5.76,23.04,26.99,328.15000000000003

42,10:15-10:30,14.4,38.4,82.26,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.5,17.28,5.76,23.04,26.99,333.65000000000003

43,10:30-10:45,14.4,38.4,91.11,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.5,17.28,5.76,23.04,26.99,342.50000000000006

44,10:45-11:00,14.4,38.4,94.91,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.5,17.28,5.76,23.04,26.99,346.3

45,11:00-11:15,14.4,38.4,96.16,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.5,17.28,5.76,23.04,26.99,347.55

46,11:15-11:30,14.4,38.4,96.63,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.5,17.28,5.76,23.04,26.99,348.02000000000004

47,11:30-11:45,14.4,38.4,96.78,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.5,17.28,5.76,23.04,26.99,348.17

48,11:45-12:00,14.4,38.4,96.79,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.5,17.28,5.76,23.04,26.99,348.18

49,12:00-12:15,14.4,38.4,94.33,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.41,17.28,5.76,23.04,26.99,345.63000000000005

50,12:15-12:30,14.4,38.4,94.33,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.41,17.28,5.76,23.04,26.99,345.63000000000005

51,12:30-12:45,14.4,38.4,94.33,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.41,17.28,5.76,23.04,26.99,345.63000000000005

52,12:45-13:00,14.4,38.4,94.33,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.41,17.28,5.76,23.04,26.99,345.63000000000005

53,13:00-13:15,14.4,38.4,94.33,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.41,17.28,5.76,23.04,26.99,345.63000000000005

54,13:15-13:30,14.4,38.4,94.33,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.41,17.28,5.76,23.04,26.99,345.63000000000005

55,13:30-13:45,14.4,38.4,94.33,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.41,17.28,5.76,23.04,26.99,345.63000000000005

56,13:45-14:00,14.4,38.4,94.33,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.41,17.28,5.76,23.04,26.99,345.63000000000005

57,14:00-14:15,14.4,38.4,94.33,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.41,17.28,5.76,23.04,26.99,345.63000000000005

58,14:15-14:30,14.4,38.4,94.33,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.41,17.28,5.76,23.04,26.99,345.63000000000005

59,14:30-14:45,14.4,38.4,94.33,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.41,17.28,5.76,23.04,26.99,345.63000000000005

60,14:45-15:00,14.4,38.4,94.25,0,0,23.04,0,0,0.91,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.41,17.28,5.76,23.04,26.99,345.55

61,15:00-15:15,14.4,38.4,90.25,0,0,23.04,0,0,0.67,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.32,17.28,5.76,23.04,26.99,341.21999999999997

62,15:15-15:30,14.4,38.4,84.85,0,0,23.04,0,0,0.67,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.32,17.28,5.76,23.04,26.99,335.82

63,15:30-15:45,14.4,38.4,78.92,0,0,23.04,0,0,0.67,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.32,17.28,5.76,23.04,26.99,329.89000000000004

64,15:45-16:00,14.4,38.4,73.22,0,0,23.04,0,0,0.67,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.32,17.28,5.76,23.04,26.99,324.19

65,16:00-16:15,14.4,38.4,66.73,0,0,23.04,0,0,0.53,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.22,17.28,5.76,23.04,26.99,317.46

66,16:15-16:30,14.4,38.4,60.07,0,0,23.04,0,0,0.53,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.22,17.28,5.76,23.04,26.99,310.8

67,16:30-16:45,14.4,38.4,52.37,0,0,23.04,0,0,0.53,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.22,17.28,5.76,23.04,26.99,303.09999999999997

68,16:45-17:00,16.22,36.58,45.19,0,0,23.04,0,0,0.53,0,0,40.32,0,0,0,26.99,0,6.72,23.04,4.22,17.28,5.76,23.04,26.99,295.92

69,17:00-17:15,0,0,36.01,0,0,36.48,0,0,0.53,0,0,40.32,0,0,100,26.99,0,6.72,36.48,4.68,17.28,5.76,36.48,26.99,374.72

70,17:15-17:30,0,0,29.32,0,0,36.48,0,0,0.53,0,0,40.32,0,0,100,26.99,0,6.72,36.48,4.68,17.28,5.76,36.48,26.99,368.0300000000001

71,17:30-17:45,0,0,22.39,0,0,36.48,0,0,0.53,0,0,40.32,0,0,100,26.99,0,6.72,36.48,4.68,17.28,5.76,36.48,26.99,361.1

72,17:45-18:00,0,0,16.13,0,0,36.48,0,0,0.53,0,0,40.32,0,0,100,26.99,0,6.72,36.48,4.68,17.28,5.76,36.48,26.99,354.84000000000003

73,18:00-18:15,0,0,11.93,33.6,0,36.48,0,0,0.53,0,100,40.32,0,0,100,26.99,0,6.72,36.48,4.68,17.28,5.76,36.48,26.99,484.2400000000001

74,18:15-18:30,0,0,7.17,33.6,0,36.48,0,0,0.53,0,100,40.32,0,0,100,12.98,0,6.72,36.48,4.68,17.28,5.76,36.48,32,470.48000000000013

75,18:30-18:45,0,0,1.76,33.6,0,36.48,0,0,0.53,0,100,40.32,0,0,100,32,50,6.72,36.48,4.68,17.28,5.76,36.48,32,534.09

76,18:45-19:00,0,0,0.02,33.6,0,36.48,0,0,0.53,0,100,40.32,0,0,100,32,50,6.72,36.48,4.68,17.28,5.76,36.48,32,532.35

77,19:00-19:15,0,0,0,33.6,0,36.48,0,0,0.62,0,100,40.32,0,0,100,32,50,6.72,36.48,4.78,17.28,5.76,36.48,32,532.52

78,19:15-19:30,0,0,0,33.6,0,36.48,0,0,0.62,0,100,40.32,0,0,100,32,50,6.72,36.48,4.78,17.28,5.76,36.48,32,532.52

79,19:30-19:45,0,0,0,33.6,0,36.48,0,0,0.62,0,100,40.32,0,0,100,32,50,6.72,36.48,4.78,17.28,5.76,36.48,32,532.52

80,19:45-20:00,0,0,0,33.6,0,36.48,0,0,0.62,0,100,40.32,0,0,100,32,50,6.72,36.48,4.78,17.28,5.76,36.48,32,532.52

81,20:00-20:15,0,0,0,33.6,48,36.48,0,0,0.62,0,100,40.32,0,0,100,17.54,50,6.72,36.48,4.78,17.28,5.76,36.48,17.54,551.6

82,20:15-20:30,0,0,0,33.6,48,36.48,0,0,0.62,0,100,40.32,0,0,100,17.54,50,6.72,36.48,4.78,17.28,5.76,36.48,17.54,551.6

83,20:30-20:45,0,0,0,33.6,48,36.48,0,0,0.62,0,100,40.32,0,0,100,22.34,50,6.72,36.48,4.78,17.28,5.76,36.48,22.34,561.2

84,20:45-21:00,0,0,0,33.6,48,36.48,0,0,0.62,0,100,40.32,0,0,100,26.99,50,6.72,36.48,4.78,17.28,5.76,36.48,26.99,570.5

85,21:00-21:15,0,0,0,33.6,48,36.48,0,0,0.62,0,100,40.32,0,0,100,26.99,50,6.72,36.48,5.42,17.28,5.76,36.48,26.99,571.1400000000001

86,21:15-21:30,0,0,0,33.6,48,36.48,0,0,0.62,0,100,40.32,0,0,100,26.99,50,6.72,36.48,5.42,17.28,5.76,36.48,26.99,571.1400000000001

87,21:30-21:45,0,0,0,33.6,48,36.48,0,0,0.62,0,100,40.32,0,0,100,26.99,50,6.72,36.48,5.42,17.28,5.76,36.48,26.99,571.1400000000001

88,21:45-22:00,0,0,0,33.6,48,36.48,0,0,0.62,0,100,40.32,0,0,100,26.99,50,6.72,36.48,5.42,17.28,5.76,36.48,26.99,571.1400000000001

89,22:00-22:15,0,0,0,33.6,48,23.04,24,24,0.53,55.49,100,40.32,0,166.48,100,0,50,6.72,23.04,5.51,17.28,5.76,23.04,0,746.8099999999998

90,22:15-22:30,0,0,0,33.6,48,23.04,24,24,0.53,55.49,100,40.32,0,166.48,100,0,50,6.72,23.04,5.51,17.28,5.76,23.04,0,746.8099999999998

91,22:30-22:45,0,0,0,33.6,48,23.04,24,24,0.53,55.49,100,40.32,0,166.48,100,0,50,6.72,23.04,5.51,17.28,5.76,23.04,0,746.8099999999998

92,22:45-23:00,0,0,0,33.6,48,23.04,24,24,0.53,55.49,100,40.32,0,166.48,100,0,50,6.72,23.04,5.51,17.28,5.76,23.04,0,746.8099999999998

93,23:00-23:15,0,0,0,33.6,48,23.04,24,24,0.48,55.49,100,40.32,0,166.48,0,0,50,6.72,23.04,5.61,17.28,5.76,23.04,0,646.8599999999999

94,23:15-23:30,0,0,0,33.6,48,23.04,24,24,0.48,55.49,100,40.32,0,166.48,0,0,50,6.72,23.04,5.61,17.28,5.76,23.04,0,646.8599999999999

95,23:30-23:45,0,0,0,33.6,48,23.04,24,24,0.48,55.49,100,40.32,0,166.48,0,0,50,6.72,23.04,5.61,17.28,5.76,23.04,0,646.8599999999999

96,23:45-24:00,0,0,0,33.6,48,23.04,24,24,0.48,55.49,100,40.32,0,166.48,0,0,50,6.72,23.04,5.61,17.28,5.76,23.04,0,646.8599999999999

