Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,GNA/NR/2025/05/01/4138,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/8510,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8964,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/16/9317,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/6160,NR/01102023/22052037/LT-59
11,02:30-02:45,0,0,0,0,23,69,20.34,0,56.67,23,56.67,0,16.81,0,0,0,0,0,0,0,0,28.25,0,25.06,67.96,4.85,0,4.45,10.32,10.43,15.49,25.06,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,0,0,14.44,4.03

12,02:45-03:00,0,0,0,0,21.67,64.99,20,0,56.67,21.67,56.67,0,16.01,0,0,0,0,0,0,0,0,28.25,0,25.06,67.96,4.85,0,4.45,10.32,10.43,15.49,25.06,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,0,0,14.44,4.03

13,03:00-03:15,0,0,0,0,25.83,77.51,18.66,0,56.67,25.83,56.67,0,15.21,0,0,0,0,0,0,0,0,28.25,0,26.5,67.96,4.76,0,4.45,10.23,10.43,15.49,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,0,0,14.44,4.03

14,03:15-03:30,0,0,0,0,25.83,77.51,17.66,0,56,25.83,56,0,14.41,0,0,0,0,0,0,0,0,28.76,0,26.5,67.96,4.76,0,4.45,10.23,10.43,15.49,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,0,0,14.44,4.03

15,03:30-03:45,0,0,0,0,25.5,76.5,16.66,0,55,25.5,55,0,14.21,0,0,0,0,0,0,0,0,28.76,0,26.5,67.96,4.76,0,4.45,9.58,10.43,15.49,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,0,0,14.44,4.03

16,03:45-04:00,0,0,0,0,25.17,75.49,16.34,0,54.33,25.17,54.33,0,14.21,0,0,0,0,0,0,0,0,28.76,0,26.5,67.96,4.76,0,4.45,9.58,10.43,15.49,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,0,0,14.44,4.03

17,04:00-04:15,0,0,0,0,24.83,74.51,16.66,0,53.67,24.83,53.67,0,14.41,0,0,0,0,0,0,0,0,28.76,0,26.5,67.96,4.67,0,4.3,9.5,10.43,15.49,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,0,0,14.44,4.03

18,04:15-04:30,0,0,0,0,24.17,72.49,16.34,0,52.67,24.17,52.67,0,14.81,0,0,0,0,0,0,0,0,28.76,0,26.5,67.96,4.67,0,4.3,9.5,10.43,15.49,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,0,0,14.44,4.03

19,04:30-04:45,0,0,0,0,26.67,79.99,15.66,0,63.33,26.67,63.33,0,14.21,0,0,0,0,0,0,0,0,28.76,0,26.5,67.96,4.29,0,4.3,9.5,10.43,15.49,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,0,0,14.44,4.03

20,04:45-05:00,0,0,0,0,26.67,79.99,15,0,63.33,26.67,63.33,0,14.21,0,0,0,0,0,0,0,0,28.76,0,26.5,67.96,4.29,0,4.3,9.5,10.43,15.49,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,260.59,86.86,28.94,10.59,0,0,14.44,4.03

21,05:00-05:15,0,0,0,0,26.67,79.99,14.66,0,50,26.67,50,0,17.41,0,0,0,0,0,0,0,0,28.76,0,26.5,67.96,4.29,0,4.3,9.31,10.43,15.49,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,226.23,76.36,28.94,10.59,0,0,14.44,4.03

22,05:15-05:30,0,0,0,0,25.83,77.51,14.34,0,48,25.83,48,0,17.41,0,0,0.02,0,0,0,0,0,28.76,0,26.5,67.96,4.29,0,4.3,9.31,10.43,15.49,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,226.23,58.43,28.94,10.59,0,0,14.44,4.03

23,05:30-05:45,0,0,0,0,24.5,73.5,14,0.04,38.33,24.5,38.33,0,17.01,0,0,0.12,0,0,0,0,0,29.27,0,26.5,67.96,4.29,0,4.3,9.31,10.43,15.49,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,195.19,58.43,28.94,10.59,0,0,14.44,4.03

24,05:45-06:00,0,0,0,0,22.83,68.51,13,0.45,37.67,22.83,37.67,0,16.81,0,0,0.13,0,0,0,0,0,29.27,0,26.5,67.96,4.29,0,4.3,9.31,10.43,11.58,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,166.3,58.43,28.94,10.59,0,0,14.44,4.03

25,06:00-06:15,1,1,1,2.23,21.67,64.99,17.45,3.35,37.33,21.67,37.33,0,16.81,1,1.01,0.68,0.45,1,0,0,0,29.78,0,26.5,67.96,4.39,0,4.3,9.22,10.43,11.58,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,166.3,58.43,28.94,10.59,0,0,14.44,4.03

26,06:15-06:30,2,2,5,3.73,20,60,16.71,7.25,36.33,20,36.33,0,16.81,15.7,12.7,1.44,0.75,2,1.94,0,0,29.27,0,26.5,67.96,4.39,0,4.3,9.22,10.43,11.58,26.5,7.23,100.33,0,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,166.3,58.43,28.94,10.59,0,0,14.44,4.03

27,06:30-06:45,3,3,7,10.65,18.33,55.01,15.98,12.25,35.33,18.33,35.33,0,16.01,23.77,22.04,4.78,2.13,3,4.85,0,0,29.27,0.72,26.5,68.34,4.39,0.72,4.3,9.22,10.43,11.58,26.5,7.23,100.33,0.54,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,166.3,58.43,28.94,10.59,0,0,14.44,4.03

28,06:45-07:00,6,4,9,18.14,17.5,52.5,15.22,18.49,34.33,17.5,34.33,0,15.81,32.93,32.94,7.97,3.63,5,7.76,1,0,28.76,1.33,26.5,68.34,4.39,1.33,4.3,9.22,10.43,11.58,26.5,7.23,100.33,1.02,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,166.3,58.43,28.94,10.59,0,0,14.44,4.03

29,07:00-07:15,9,7,13,28.76,17,51,15.03,25.76,33.67,17,33.67,0,10.4,33,33,11.99,5.75,7,12.61,6,0,28.26,2.12,26.93,70.23,4.39,2.12,4.23,9.03,10.43,11.58,26.93,7.23,72.22,1.64,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,166.3,58.43,28.94,10.59,0,0,14.44,4.03

30,07:15-07:30,13,9,19,41.27,16.83,50.51,14.89,33.67,33,16.83,33,0,9.8,33,33,17.19,8.26,9,15.52,12,0,28.76,3.04,26.93,70.23,4.39,3.04,4.23,9.03,10.43,11.58,26.93,7.23,52.96,2.35,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,272.29,166.3,58.43,28.94,10.59,0,0,14.44,4.03

31,07:30-07:45,20,17,33,55.22,17,51,14.78,41.72,32.33,17,32.33,0,8.8,33,33,23.38,11.05,15,21.34,18,0,29.27,4.14,26.93,70.23,4.39,4.14,4.23,9.03,10.43,11.58,26.93,7.23,52.96,3.2,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,231.12,134.82,46.22,28.94,10.59,0,0,14.44,4.03

32,07:45-08:00,26,18,37,71.95,16.83,50.51,14.71,49.75,31.67,16.83,31.67,0,8.8,33,33,30.25,14.39,19,29.11,24,0,29.78,5.32,26.93,70.23,4.39,5.32,4.23,9.03,10.43,11.58,26.93,7.23,52.96,4.11,0,0,28.89,0,96.3,13.48,0,192.6,24.08,96.3,192.6,134.82,46.22,28.94,10.59,0,0,14.44,4.03

33,08:00-08:15,34,22,44,91.5,13.33,40.01,11.8,57.84,31.67,13.33,31.67,0,8.2,32.67,32.67,37.64,18.3,23,32.66,30,0,30.28,6.34,26.93,70.23,4.48,6.34,4.23,8.94,10.43,11.58,26.93,7.23,52.96,4.9,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.96

34,08:15-08:30,40,25,50,110.17,12.83,38.51,11.84,65.86,31.67,12.83,31.67,0,7.4,33,33,45.09,22.03,26,33,37,0,30.28,7.51,26.93,70.23,4.48,7.51,4.23,8.94,10.43,11.58,26.93,7.23,52.96,5.8,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.96

35,08:30-08:45,49,28,57,128.09,12.33,37.01,11.73,73.6,31.67,12.33,31.67,0,7,33,33,52.52,25.62,29,33,45,0,30.28,8.63,26.93,70.23,4.48,8.63,4.23,8.94,10.43,11.58,26.93,7.23,52.96,6.67,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.96

36,08:45-09:00,55,31,63,145.37,12,36,11.67,81.22,31.67,12,31.67,0,7,33,33,60.1,29.07,32,33,52,0,30.79,9.66,26.93,70.23,4.48,9.66,4.23,8.94,10.43,11.58,26.93,7.23,52.96,7.46,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.96

37,09:00-09:15,63,34,69,162.97,10,30,8.67,88.6,31.67,10,31.67,0,7,33,33,67.46,32.6,34,33,58,0,30.28,10.76,26.94,70.23,4.48,10.76,4.23,8.85,10.43,11.58,26.94,7.23,52.96,8.32,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.96

38,09:15-09:30,67,36,72,179.09,10,30,9,94.93,31.67,10,31.67,0,7,33,33,73.73,35.82,37,33,64,0,30.78,11.72,26.94,70.23,4.48,11.72,4.23,8.85,10.43,11.58,26.94,7.23,52.96,9.05,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.96

39,09:30-09:45,73,39,77,193.18,13.91,41.73,14.67,100.8,40.67,13.91,40.67,0,7,33,33,79.76,38.64,39,33,70,0,31.29,12.5,26.94,70.23,4.02,12.5,4.23,8.85,10.43,11.58,26.94,7.23,52.96,9.66,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.96

40,09:45-10:00,79,42,83,206.51,14.36,43.08,14.33,106.35,40,14.36,40,0,7,33,33,85.45,41.3,41,33,76,0,31.29,13.43,26.94,70.23,4.02,13.43,4.23,8.85,10.43,11.58,26.94,7.23,52.96,10.38,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.96

41,10:00-10:15,84,45,89,219.76,20,60,18.33,110.74,47.33,20,47.33,0,7,33,33,90.57,43.95,43,33,81,0,31.29,14.18,26.94,70.23,4.02,14.18,4.23,8.75,10.43,11.58,26.94,7.23,52.96,10.95,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.8

42,10:15-10:30,87,47,93,232.27,19.83,59.51,18.33,128.19,46.33,19.83,46.33,0,7,33,33,95.32,46.46,44,33,84,0,31.29,14.93,26.94,70.23,4.02,14.93,4.23,8.75,10.43,11.58,26.94,7.23,52.96,11.54,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.8

43,10:30-10:45,89,47,93,241.67,25.78,77.36,22.67,131.8,57.67,25.78,57.67,0,7,33,33,99.57,48.33,45,33,87,0,31.29,15.9,26.94,70.23,4.02,15.9,4.23,8.75,10.43,11.58,26.94,7.23,52.96,12.29,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.8

44,10:45-11:00,91,47,93,241.67,25.52,76.55,22.67,136.08,56.67,25.52,56.67,0,7,33,33,100,48.33,46,33,88,0,31.29,17.32,26.94,70.23,4.02,17.32,4.23,8.75,10.43,11.58,26.94,7.23,52.96,13.38,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.8

45,11:00-11:15,95,47,95,241.67,29.17,87.49,30,139.2,55.67,29.17,55.67,0,7,33,33,100,48.33,46,33,90,0,29.77,17.75,26.94,70.23,4.11,17.75,4.23,8.57,10.43,11.58,26.94,7.23,52.96,13.71,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.8

46,11:15-11:30,96,48,96,241.67,29.17,87.49,30,140.76,55,29.17,55,0,7,33,33,100,48.33,46,33,90,0,29.77,18.05,26.94,70.23,4.11,18.05,4.23,8.57,10.43,11.58,26.94,7.23,52.96,13.94,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.8

47,11:30-11:45,97,49,98,241.67,29.17,87.49,29.67,143.19,66,29.17,66,0,7,33,33,100,48.33,46,33,90,0,28.25,18.44,26.94,70.23,4.11,18.44,4.23,8.57,10.43,11.58,26.94,7.23,52.96,14.26,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.8

48,11:45-12:00,97,49,99,241.67,29.17,87.49,30,144.95,66,29.17,66,0,7,33,33,100,48.33,46,33,90,0,28.76,18.63,26.94,70.23,4.11,18.63,4.23,8.57,10.43,11.58,26.94,7.23,52.96,14.39,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,28.94,10.59,0,0,14.44,3.8

49,12:00-12:15,97,49,99,241.67,29.17,87.49,30.33,145.53,66,29.17,66,0,7,33,33,100,48.33,46,33,90,0,28.76,18.83,26.95,70.23,4.11,18.83,4.3,8.47,8.07,11.58,26.95,7.23,52.96,14.55,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,17.51,10.59,0,0,14.44,3.8

50,12:15-12:30,97,49,99,241.67,29.17,87.49,30.33,145.53,66,29.17,66,0,7,33,33,100,48.33,46,33,90,0,29.27,18.9,26.95,70.23,4.11,18.9,4.3,8.47,5.73,11.58,26.95,7.23,52.96,14.6,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,17.51,10.59,0,0,14.44,3.8

51,12:30-12:45,98,49,99,241.67,29.17,87.49,27.33,144.17,71.67,29.17,71.67,0,7,33,33,100,48.33,46,33,90,0,29.27,18.96,26.95,70.23,3.26,18.96,4.3,8.47,4.62,11.58,26.95,7.23,52.96,14.64,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,17.51,10.59,0,0,14.44,3.73

52,12:45-13:00,98,49,99,241.67,29.17,87.49,27.33,142.22,71.67,29.17,71.67,0,7,33,33,100,48.33,46,33,90,0,29.27,18.83,26.95,70.23,3.26,18.83,4.3,8.47,4.62,11.58,26.95,7.23,52.96,14.55,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,17.51,10.59,0,0,14.44,3.73

53,13:00-13:15,98,49,99,241.67,29.17,87.49,27.33,141.24,71.67,29.17,71.67,0,7,33,33,100,48.33,46,33,90,0,29.27,18.64,26.95,70.23,3.26,18.64,4.45,8.39,4.62,11.58,26.95,7.23,52.96,14.4,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,17.51,10.59,0,0,14.44,3.73

54,13:15-13:30,98,49,99,241.67,29.17,87.49,27.33,135.4,71.67,29.17,71.67,0,7.2,33,33,100,48.33,46,33,90,0,29.27,18.47,26.95,70.23,3.26,18.47,4.45,8.39,4.62,11.58,26.95,7.23,52.96,14.27,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,134.82,46.22,17.51,10.59,0,0,14.44,3.73

55,13:30-13:45,92,48,97,241.67,29.17,87.49,27.67,135.89,71.67,29.17,71.67,0,7,33,33,100,48.33,45,33,90,0,29.27,18.22,26.95,70.23,3.26,18.22,4.45,8.39,4.62,11.58,26.95,7.23,51.04,14.09,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,133.86,46.22,17.51,10.59,0,0,14.44,3.73

56,13:45-14:00,91,48,95,241.67,29.17,87.49,28,133.74,71.67,29.17,71.67,0,7,33,33,100,48.33,45,33,90,0,29.27,17.91,26.95,70.23,3.26,17.91,4.45,8.39,4.62,11.58,26.95,7.23,51.04,13.84,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,133.86,46.22,17.51,10.59,0,0,14.44,3.73

57,14:00-14:15,91,47,93,241.67,29.17,87.49,28,131.41,71.67,29.17,71.67,0,7,33,33,100,48.33,44,33,81,0,28.26,17.16,26.95,70.23,3.36,17.16,4.76,8.29,4.62,11.58,26.95,7.23,51.04,13.26,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,133.86,46.22,17.51,10.59,0,0,14.44,3.8

58,14:15-14:30,88,45,90,241.67,29.17,87.49,28,129.17,71.67,29.17,71.67,0,7,33,33,100,48.33,44,33,78,0,28.76,16.45,26.95,70.23,3.36,16.45,4.76,8.29,4.62,11.58,26.95,7.23,51.04,12.71,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,133.86,46.22,17.51,10.59,0,0,14.44,3.8

59,14:30-14:45,87,43,87,241.67,29.17,87.49,28.33,124.88,66.67,29.17,66.67,0,7,33,33,98.32,48.33,42,33,78,0,28.76,16.09,26.95,70.23,3.36,16.09,4.76,8.29,4.62,11.58,26.95,7.23,100.33,12.43,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,149.76,169.18,46.22,17.51,10.59,0,0,14.44,3.8

60,14:45-15:00,85,41,83,233.92,29.17,87.49,28.67,101.33,66.67,29.17,66.67,0,7,33,33,94.44,46.79,41,33,72,0,28.76,15.57,26.95,70.23,3.36,15.57,4.76,8.29,4.62,11.58,26.95,7.23,100.33,12.03,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,192.6,169.18,46.22,17.51,10.59,0,0,14.44,3.8

61,15:00-15:15,83,39,78,223.52,25.83,77.51,28.67,96.98,56.67,25.83,56.67,0,7,33,33,90.14,44.71,37,33,69,0,27.25,14.93,26.95,68.34,3.46,14.93,4.91,8.11,4.62,11.58,26.95,7.23,100.33,11.53,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,231.12,200.66,68.93,17.51,10.59,0,0,14.44,4.03

62,15:15-15:30,80,37,73,211.43,25.83,77.51,28.67,89.94,56.33,25.83,56.33,0,7,33,33,85.53,42.29,36,33,63,0,27.25,14.1,26.95,68.34,3.46,14.1,4.91,8.11,4.62,11.58,26.95,7.23,100.33,10.89,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,272.29,200.66,68.93,17.51,10.59,0,0,14.44,4.03

63,15:30-15:45,73,34,68,197.87,25.83,77.51,28.67,82.06,50.24,25.83,50.24,0,7,33,33,80.18,39.58,33,33,58,0,27.25,13.13,26.95,68.34,3.46,13.13,4.91,8.11,3.08,8.76,26.95,7.23,100.33,10.14,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,272.29,200.66,56.73,17.51,10.59,0,0,14.44,4.03

64,15:45-16:00,67,31,63,183.02,25.83,77.51,29,73.27,50.9,25.83,50.9,0,7,33,33,74.85,36.61,32,33,52,0,28.26,12.16,26.95,68.34,3.46,12.16,4.91,8.11,3.08,8.76,26.95,7.23,100.33,9.39,0,0,28.89,0,0,13.48,0,192.6,24.08,96.3,272.29,200.66,56.73,17.51,10.59,0,0,14.44,4.03

