Block,Time,DHAULIGNGA,KHSTPP-I,KKNP,NTPL,RIHAND3,TANDA2,DADRI_GF,DADRI_RF,CHAMERA2,KOLDAM,SIMHST1,UNCHAHAR4,URI2,CHAMERA3,DADRT2,KUDGI,NLCEXP,NLCTS2EXP,NNTPP,PARBATI2,RAPPB,SINGRAULI,TALST2,TANAKPUR,ANTA_GF,AURY_GF,DULHASTI,NAPP,VALLURNTECL,ANTA_RF,AURY_CRF,BSIUL,KHSTPP-II,KISHANGANGA,KKNPPU2,PARBATI3,SIMHST2,UNCHAHAR2,UNCHAHAR3,URI,AURY_LF,FSTPP I & II,JHAJJAR,KGSU1AND2,NJPC,NLCIIST2,RAMPUR,RIHAND2,RSTPSU1TO6,UNCHAHAR1,ANTA_LF,AURY_RF,CHAMERA1,KGSU3AND4,NLCIIST1,RSTPSU7,SASAN,SEWA2,TEHRI,DADRI_LF,BRBCL,KOTESHWR,MAPS,RAPPC,RIHAND1,SALAL,SINGRAULI_HYDRO,TALA,TelanganaSTPP,ANTA_CRF,DADRI_CRF
61,15:00-15:15,0,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,7.49,0,109.74,0,0.51,0,0,19.81,53.44,0,51.09,0,6.52,148.3,8.45,0,0,0,44.97,27.67,34.78,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,0,0,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

62,15:15-15:30,0,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,7.49,0,109.74,0,0.51,0,0,19.81,53.44,0,51.09,0,6.52,148.3,8.45,0,0,0,44.97,27.67,34.78,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,0,0,0,0,418.77,11.67,13.46,0,20,10.41,0,70.45,95.98,13.36,0.82,0,0,0,0

63,15:30-15:45,0,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,7.49,0,109.74,0,0.51,0,0,19.81,53.44,0,51.09,0,6.52,148.3,8.45,0,0,0,44.97,27.67,34.78,0,18.2,670.51,0,27.63,0,1.09,123.13,0,21.63,0,85.35,0,0,0,0,418.77,11.79,13.46,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

64,15:45-16:00,0,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,14.98,0,109.74,0,0.51,0,0,19.81,53.44,0,51.09,0,6.52,148.3,8.45,0,0,0,44.97,27.67,34.78,0,18.2,670.51,0,27.63,0,1.09,123.13,0,21.63,0,85.35,0,0,0,0,418.77,11.79,26.92,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

65,16:00-16:15,10.93,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,14.98,0,109.74,0,0.51,0,0,19.81,53.44,0,51.09,0,6.52,148.3,8.45,0,0,0,44.97,27.67,34.78,0,18.2,670.51,0,27.63,0,1.09,123.13,0,21.63,0,85.35,13.7,0,0,0,418.77,11.79,26.92,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

66,16:15-16:30,10.93,45.83,0,0,129.05,5.65,0,74.38,0,0,0,2.72,38.05,0,688.87,0,0,0,0,14.98,0,109.74,0,0.51,0,0,19.81,53.44,0,51.09,0,6.52,148.3,8.45,0,0,0,44.97,27.67,34.78,0,18.2,670.51,0,27.63,0,1.09,123.13,0,21.63,0,85.35,28.13,0,0,0,418.77,18.88,40.38,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

67,16:30-16:45,10.93,45.83,0,0,129.05,4.34,0,74.38,0,0,0,2.36,38.05,0,688.87,0,0,0,0,2.62,0,109.74,0,0.51,0,0,19.81,53.44,0,50.83,0,6.52,148.3,8.45,0,0,0,44.86,27.67,34.78,0,18.2,670.51,0,49.22,0,1.95,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,40.38,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

68,16:45-17:00,10.93,45.83,0,0,129.05,4.34,0,74.38,0,0,0,2.42,38.05,0,688.87,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,50.83,0,6.52,148.3,8.45,0,0,0,44.87,27.67,34.78,0,18.2,670.51,0,49.22,0,1.95,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,40.38,0,20,10.41,0,70.45,87.78,13.36,0.71,0,0,0,0

69,17:00-17:15,10.93,45.83,0,0,129.05,4.34,0,74.38,4.11,0,0,2.42,38.05,0,687.39,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,50.83,0,13.04,148.3,8.45,0,0,0,44.87,27.67,34.78,0,18.2,670.51,0,49.22,0,1.95,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,40.38,0,20,10.41,0,70.45,91.78,13.36,0.71,0,0,0,0

70,17:15-17:30,10.93,45.83,0,0,129.05,4.34,0,74.38,16.25,0,0,2.42,38.05,0,687.39,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,50.83,0,13.04,148.3,8.45,0,0,0,44.87,27.67,34.78,0,18.2,670.51,0,49.22,0,1.95,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,40.38,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

71,17:30-17:45,10.93,45.83,0,0,129.05,4.34,0,74.38,16.25,1.92,0,2.42,38.05,0,687.47,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,51.74,0,6.52,148.3,8.45,0,0,0,39.67,27.67,34.78,0,18.2,670.51,0,49.22,0,1.95,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,41.66,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

72,17:45-18:00,10.9,45.83,0,0,129.05,4.34,0,74.38,16.25,3.85,0,2.42,38.05,0,687.37,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,51.61,0,6.52,148.3,8.45,0,0,0,39.67,27.67,34.78,0,18.2,670.51,0,49.22,0,1.95,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,53.83,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

73,18:00-18:15,21.86,45.83,0,0,129.05,4.35,0,74.38,16.25,5.76,0,2.42,38.05,11.65,687.37,0,0,0,0,0,0,109.74,0,1.28,0,0,19.81,53.44,0,52.14,0,6.52,148.3,8.45,0,4.29,0,39.67,27.67,34.78,0,18.2,670.51,0,82.55,0,3.26,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,53.83,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

74,18:15-18:30,21.86,45.83,0,0,129.05,4.35,0,74.38,32.49,7.69,0,2.42,38.05,23.3,687.37,0,0,0,0,9,0,109.74,0,1.28,0,0,39.62,53.44,0,52.14,0,6.52,148.3,8.45,0,7.67,0,39.67,27.67,39.75,0,18.2,670.51,0,110.53,0,4.36,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,53.83,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

75,18:30-18:45,43.72,45.83,0,0,129.05,4.35,0,74.38,48.74,7.69,0,2.42,38.05,34.98,687.47,0,0,0,0,29.98,0,109.74,0,1.28,0,0,59.43,53.44,0,52.14,0,19.56,148.3,8.45,0,39.84,0,39.67,27.67,39.75,0,18.2,670.51,0,138.15,0,5.37,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,20.07,53.83,0,20,11.57,0,70.45,95.98,13.36,0.71,0,0,0,0

76,18:45-19:00,43.72,45.83,0,0,129.05,4.35,0,74.38,48.74,7.69,0,2.42,38.05,34.98,687.47,0,0,0,0,29.98,0,109.74,0,1.28,0,0,59.43,53.44,0,52.14,0,19.56,148.3,8.45,0,39.84,0,39.67,27.67,39.75,0,18.2,670.51,0,138.15,0,5.37,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,20.07,53.83,0,20,11.57,0,70.45,95.98,13.36,0.71,0,0,0,0

77,19:00-19:15,43.72,45.83,0,0,129.05,4.35,0,74.38,48.74,7.69,0,2.42,38.05,34.98,687.47,0,0,0,0,29.98,0,109.74,0,1.28,0,0,59.43,53.44,0,52.14,0,19.56,148.3,8.45,0,39.84,0,39.67,27.67,39.75,0,18.2,670.51,0,138.15,0,5.37,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,20.07,53.83,0,20,11.57,0,70.45,95.98,13.36,0.71,0,0,0,0

78,19:15-19:30,43.72,45.83,0,0,129.05,4.35,0,74.38,48.74,7.69,0,2.42,38.05,34.98,687.47,0,0,0,0,29.98,0,109.74,0,1.28,0,0,59.43,53.44,0,52.14,0,19.56,148.3,8.45,0,39.84,0,39.67,27.67,34.78,0,18.2,670.51,0,138.15,0,5.37,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,20.07,53.83,0,20,11.57,0,70.45,95.98,13.36,0.71,0,0,0,0

79,19:30-19:45,21.86,45.83,0,0,129.05,4.35,0,74.38,48.74,7.69,0,2.42,38.05,34.98,687.47,0,0,0,0,29.98,0,109.74,0,1.28,0,0,59.43,53.44,0,52.14,0,19.56,148.3,8.45,0,39.84,0,36.7,27.67,34.78,0,18.2,670.51,0,138.15,0,5.37,105.73,0,21.63,0,85.35,42.15,0,0,0,418.77,20.07,53.83,0,20,11.57,0,70.45,89.78,13.36,0.71,0,0,0,0

80,19:45-20:00,21.86,45.83,0,0,129.05,4.35,0,74.38,48.74,7.69,0,2.42,38.05,34.98,687.47,0,0,0,0,29.98,0,109.74,0,1.28,0,0,59.43,53.44,0,52.14,0,19.56,148.3,8.45,0,39.84,0,36.7,27.67,34.78,0,18.2,670.51,0,138.15,0,5.37,105.73,0,21.63,0,85.35,42.15,0,0,0,418.77,20.07,53.83,0,20,11.57,0,70.45,89.78,13.36,0.71,0,0,0,0

81,20:00-20:15,21.86,45.83,0,0,129.05,4.35,0,74.38,48.74,5.76,0,2.42,38.05,34.98,687.47,0,0,0,0,29.98,0,109.74,0,1.28,0,0,59.43,53.44,0,52.14,0,19.56,148.3,8.45,0,39.84,0,36.7,27.67,34.78,0,18.2,670.51,0,138.15,0,5.37,121.73,0,21.63,0,85.35,42.15,0,0,0,418.77,20.07,53.83,0,20,11.57,0,70.45,95.98,13.36,0.71,0,0,0,0

82,20:15-20:30,21.86,45.83,0,0,129.05,4.35,0,74.38,48.74,5.76,0,2.42,38.05,34.98,687.47,0,0,0,0,29.98,0,109.74,0,1.28,0,0,59.43,53.44,0,52.14,0,19.56,148.3,8.45,0,39.84,0,36.7,27.67,34.78,0,18.2,670.51,0,110.53,0,4.36,105.73,0,21.63,0,85.35,42.15,0,0,0,418.77,20.07,53.83,0,20,11.57,0,70.45,95.98,13.36,0.71,0,0,0,0

83,20:30-20:45,21.86,45.83,0,0,129.05,4.35,0,74.38,16.45,5.76,0,2.42,38.05,9.19,687.47,0,0,0,0,5.25,0,109.74,0,1.28,0,0,51.36,53.44,0,52.14,0,3.3,148.3,8.45,0,7.67,0,36.7,27.67,35.33,0,18.2,670.51,0,82.89,0,3.27,105.73,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,53.83,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

84,20:45-21:00,21.86,45.83,0,0,129.05,4.35,0,74.38,16.45,5.76,0,2.42,38.05,9.19,687.47,0,0,0,0,5.25,0,109.74,0,1.28,0,0,51.36,53.44,0,52.14,0,3.3,148.3,8.45,0,7.67,0,36.7,27.67,35.33,0,18.2,670.51,0,82.89,0,3.27,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,53.83,0,20,10.41,0,70.45,89.78,13.36,0.71,0,0,0,0

85,21:00-21:15,21.86,45.83,0,0,129.05,4.35,0,74.38,16.45,5.76,0,2.42,38.05,9.19,687.47,0,0,0,0,5.25,0,109.74,0,0.51,0,0,51.36,53.44,0,53.05,0,3.3,148.3,8.45,0,7.67,0,36.7,27.67,35.33,0,18.2,670.51,0,82.89,0,3.27,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,53.83,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

86,21:15-21:30,21.86,45.83,0,0,129.05,4.35,0,74.38,16.45,5.76,0,2.42,38.05,19.92,687.47,0,0,0,0,5.25,0,109.74,0,0.51,0,0,51.36,53.44,0,53.05,0,3.3,148.3,8.45,0,7.67,0,36.7,27.67,35.33,0,18.2,670.51,0,110.53,0,4.36,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,53.83,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

87,21:30-21:45,32.79,45.83,0,0,129.05,4.35,0,74.38,48.74,7.69,0,2.42,38.05,34.98,687.47,0,0,0,0,29.98,0,109.74,0,0.51,0,0,59.43,53.44,0,53.05,0,19.56,148.3,8.45,0,39.84,0,36.7,27.67,35.33,0,18.2,670.51,0,110.53,0,4.36,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,20.07,53.83,0,20,11.57,0,70.45,95.98,13.36,0.71,0,0,0,0

88,21:45-22:00,32.79,45.83,0,0,129.05,4.35,0,74.38,48.74,7.69,0,2.42,38.05,34.98,687.47,0,0,0,0,29.98,0,109.74,0,0.51,0,0,59.43,53.44,0,53.05,0,19.56,148.3,8.45,0,39.84,0,36.7,27.67,35.33,0,18.2,670.51,0,138.15,0,5.37,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,20.07,53.83,0,20,11.57,0,70.45,95.98,13.36,0.71,0,0,0,0

89,22:00-22:15,32.79,45.83,0,0,129.05,4.35,0,74.38,48.74,7.69,0,2.42,38.05,34.98,687.47,0,0,0,0,29.98,0,109.74,0,0.51,0,0,59.43,53.44,0,53.31,0,19.56,148.3,8.45,0,39.84,0,36.7,27.67,35.33,0,18.2,670.51,0,138.15,0,5.37,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,20.07,53.83,0,20,11.57,0,70.45,95.98,13.36,0.71,0,0,0,0

90,22:15-22:30,32.79,45.83,0,0,129.05,4.35,0,74.38,48.74,7.69,0,2.42,38.05,34.98,687.47,0,0,0,0,29.98,0,109.74,0,0.51,0,0,59.43,53.44,0,53.31,0,19.56,148.3,8.45,0,39.84,0,36.7,27.67,35.33,0,18.2,670.51,0,110.53,0,4.36,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,20.07,53.83,0,20,11.57,0,70.45,95.98,13.36,0.71,0,0,0,0

91,22:30-22:45,21.86,45.83,0,0,129.05,4.35,0,74.38,48.74,5.76,0,2.42,38.05,23.3,687.47,0,0,0,0,3.75,0,109.74,0,0.51,0,0,39.62,53.44,0,53.31,0,6.52,148.3,8.45,0,22.99,0,36.7,27.67,35.33,0,18.2,670.51,0,81.66,0,3.22,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,40.38,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

92,22:45-23:00,10.93,45.83,0,0,129.05,4.35,0,74.38,48.74,3.85,0,2.42,38.05,11.65,687.47,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,53.31,0,6.52,148.3,8.45,0,19.92,0,36.7,27.67,35.33,0,18.2,670.51,0,52.01,0,2.05,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,40.38,0,20,10.41,0,70.45,95.98,13.36,0.71,0,0,0,0

93,23:00-23:15,0,45.83,0,0,129.05,4.35,0,74.38,16.25,1.92,0,2.42,38.05,11.65,687.47,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,53.31,0,6.52,148.3,8.45,0,19.92,0,36.7,27.67,35.33,0,18.2,670.51,0,27.63,0,1.09,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,40.38,0,20,10.41,0,70.45,95.98,2.33,0.71,0,0,0,0

94,23:15-23:30,0,45.83,0,0,129.05,4.35,0,74.38,16.25,1.92,0,2.42,38.05,11.65,687.47,0,0,0,0,0,0,109.74,0,0.51,0,0,19.81,53.44,0,53.31,0,6.52,148.3,8.45,0,19.92,0,36.7,27.67,35.33,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,42.15,0,0,0,418.77,18.88,40.38,0,20,10.41,0,70.45,95.98,2.33,0.71,0,0,0,0

95,23:30-23:45,0,45.83,0,0,129.05,4.35,0,74.38,32.49,0,0,2.42,38.05,11.65,687.47,0,0,0,0,0,0,103.38,0,0,0,0,19.81,53.44,0,53.31,0,6.52,148.3,8.45,0,19.92,0,36.7,27.67,35.33,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,28.05,0,0,0,418.77,18.88,40.38,0,20,10.41,0,70.45,95.98,2.33,0.71,0,0,0,0

96,23:45-24:00,0,45.83,0,0,129.05,4.34,0,74.38,32.49,0,0,2.42,38.05,11.65,687.47,0,0,0,0,0,0,103.38,0,0,0,0,19.81,53.44,0,53.31,0,6.52,148.3,8.45,0,4.29,0,36.7,27.67,35.33,0,18.2,670.51,0,0,0,0,123.13,0,21.63,0,85.35,13.99,0,0,0,418.77,18.88,40.38,0,20,10.41,0,70.45,95.98,2.33,0.71,0,0,0,0

