Block,Time Block,SINGRAULI_HYDRO,SINGRAULI,SIMHST2,AURY_CRF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,RSTPSU7,RSTPSU1TO6,SASAN,SEWA2,SALAL,RIHAND3,SIMHST1,RIHAND2,RIHAND1,BSIUL,CHAMERA1,RAPPC,RAPPB,MAPS,RAMPUR,NNTPP,NLCEXP,NLCIIST1,NTPL,NJPC,NLCIIST2,PARBATI3,NLCTS2EXP,NAPP,KUDGI,KOLDAM,KISHANGANGA,KGSU1AND2,KGSU3AND4,KHSTPP-II,KOTESHWR,KKNP,KHSTPP-I,KKNPPU2,ANTA_CRF,ANTA_RF,ANTA_LF,ANTA_GF,BRBCL,CHAMERA2,DHAULIGNGA,DADRT2,DULHASTI,FSTPP I & II,JHAJJAR,CHAMERA3,TALST2,TANAKPUR,TEHRI,TALA,TANDA2,TelanganaSTPP,URI,UNCHAHAR3,VALLURNTECL,UNCHAHAR2,UNCHAHAR4,URI2,UNCHAHAR1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,329.43,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,122.72,8.52,0,32.38,0,0,0,0,0,14.06,0,0,265.13,15.82,10.98,229.52,0,0,5.53,0,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

7,01:30-01:45,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,329.43,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,122.72,8.52,0,32.38,0,0,0,0,0,12.88,0,0,265.13,15.82,10.98,229.52,0,0,0,0,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

8,01:45-02:00,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,329.43,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,122.72,8.52,0,32.38,0,0,0,0,0,13.24,0,0,265.13,15.82,10.98,229.52,0,0,0,0,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

9,02:00-02:15,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,329.43,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,122.72,17.04,0,32.38,0,0,0,0,0,10.98,0,0,265.13,15.82,10.98,229.52,0,0,0,0,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

10,02:15-02:30,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,329.43,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,122.72,17.04,0,32.38,0,0,0,0,0,11.31,0,0,265.13,15.82,10.98,229.52,0,0,0,0,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

11,02:30-02:45,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,329.43,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,105.76,17.04,0,32.38,0,0,0,0,0,12.14,0,0,265.13,15.82,10.98,229.52,0,0,0,0,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

12,02:45-03:00,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,329.43,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,105.76,17.04,0,32.38,0,0,0,0,0,10.71,0,0,265.13,15.82,10.98,229.52,0,0,0,0,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

13,03:00-03:15,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,339.16,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,105.76,17.04,0,32.38,0,0,0,0,0,12.43,0,0,265.13,15.82,10.98,229.52,0,0,0,13.56,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

14,03:15-03:30,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,358.6,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,105.76,17.04,0,32.38,0,0,0,0,0,17.77,0,0,265.13,15.82,10.98,229.52,0,0,0,13.56,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

15,03:30-03:45,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,373.72,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,105.76,17.04,0,32.38,0,0,0,0,0,18.62,0,0,265.13,15.82,10.98,229.52,0,0,0,13.56,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

16,03:45-04:00,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,380.2,0,8.92,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,105.76,17.04,0,32.38,0,0,0,0,0,19.2,0,0,265.13,15.82,10.98,229.52,0,0,0,27.09,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

17,04:00-04:15,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,386.68,0,40.16,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,105.76,17.04,0,32.38,0,0,0,0,0,19.2,0,0,265.13,15.82,10.98,229.52,0,0,0,40.65,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

18,04:15-04:30,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,393.16,0,40.16,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,105.76,17.04,0,32.38,0,0,0,0,0,19.2,0,0,265.13,15.82,10.98,229.52,0,0,0,40.65,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

19,04:30-04:45,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,0,40.16,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,105.76,17.04,0,32.38,0,0,0,0,0,19.2,0,0,265.13,15.82,10.98,229.52,0,0,0,40.65,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

20,04:45-05:00,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,0,40.16,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,105.76,17.04,0,32.38,0,0,0,0,0,19.2,0,0,332.34,15.82,10.98,229.52,0,0,0,40.65,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

21,05:00-05:15,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,0,40.16,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,141.69,17.04,0,37.67,0,0,0,0,0,19.2,0,0,361.14,15.82,13.25,229.52,0,0,0,40.65,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

22,05:15-05:30,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,0,40.16,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,17.04,0,37.67,0,0,0,0,0,19.2,0,0,361.14,15.82,13.25,229.52,0,0,0,40.65,0,0,0,0.95,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

23,05:30-05:45,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,0,8.92,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,17.04,0,43.71,0,0,0,0,0,19.2,0,0,409.15,15.82,16,287.33,0,0,0,40.65,0,0,0,0.95,22.74,0,32.85,0,4.14,7.6,0,0,0,0,0

24,05:45-06:00,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,20.01,0,0,0,41.94,0,0,0,0,0,142.38,17.04,0,43.71,0,0,0,0,0,19.2,0,0,457.15,15.82,19.97,349.3,0,0,0,40.65,0,0,0,0.95,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

25,06:00-06:15,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,40.01,0,0,0,41.94,0,0,0,0,0,142.38,17.04,0,43.71,0,0,0,0,0,19.2,0,0,509.19,15.82,19.97,413.28,0,0,0,40.65,0,0,0,0.95,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

26,06:15-06:30,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,55.73,0,3.43,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,8.78,620.21,15.82,19.97,417.31,0,0,0,40.65,0,0,0,0.95,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

27,06:30-06:45,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,0,1.34,59.68,0,114.02,88.33,2.11,13.49,51.05,0,0,0,0,0,0,0,80.01,0,3.43,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,7.67,17.54,655.55,31.64,19.97,417.31,9.29,0,0,40.65,0,0,0,0.95,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

28,06:45-07:00,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,7.58,1.34,59.68,0,114.02,88.33,12.52,26.93,51.05,0,0,0,0,0,0,0,109.11,0,3.43,0,41.94,0,0,0,0,0,142.38,37.49,0,43.71,0,0,0,0,0,19.2,37.93,17.54,655.55,31.64,19.97,417.31,18.61,0,0,54.2,0,0,0,0.95,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

29,07:00-07:15,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,7.58,1.34,59.68,0,114.02,88.33,12.52,26.93,51.05,0,0,0,0,0,0,0,109.11,0,3.43,0,41.94,0,0,0,0,0,142.38,37.49,0,43.71,0,0,0,0,0,19.2,37.93,17.54,655.55,31.64,19.97,417.31,18.61,0,0,54.2,0,0,0,0.95,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

30,07:15-07:30,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,7.86,1.34,59.68,0,114.02,88.33,12.52,26.93,51.05,0,0,0,0,0,0,0,109.11,0,15.88,0,41.94,0,0,0,0,0,142.38,37.49,0,43.71,0,0,0,0,0,19.2,37.93,17.54,655.55,31.64,19.97,417.31,18.61,0,0,54.2,0,0,0,3.18,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

31,07:30-07:45,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,7.86,1.34,59.68,0,114.02,88.33,12.52,26.93,51.05,0,0,0,0,0,0,0,109.11,0,15.88,0,41.94,0,0,0,0,0,142.38,37.49,0,43.71,0,0,0,0,0,19.2,37.93,17.54,655.55,31.64,19.97,417.31,18.61,0,0,54.2,0,0,0,29.15,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

32,07:45-08:00,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,7.86,1.34,59.68,0,114.02,88.33,12.52,26.93,51.05,0,0,0,0,0,0,0,109.11,0,3.43,0,41.94,0,0,0,0,0,142.38,37.49,0,43.71,0,0,0,0,0,19.2,37.93,17.54,655.55,31.64,19.97,417.31,18.61,0,0,54.2,0,0,0,29.15,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

33,08:00-08:15,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,7.86,1.34,59.68,0,114.02,88.33,12.52,26.93,51.05,0,0,0,0,0,0,0,109.11,0,0,0,41.94,0,0,0,0,0,142.38,37.49,0,43.71,0,0,0,0,0,19.2,37.93,17.54,655.55,31.64,19.97,417.31,18.61,0,0,54.2,0,0,0,29.15,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

34,08:15-08:30,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,394.24,0,1.34,59.68,0,114.02,88.33,2.11,26.93,51.05,0,0,0,0,0,0,0,109.11,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,2.55,17.54,655.55,15.82,19.97,417.31,9.29,0,0,54.2,0,0,0,3.18,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

35,08:30-08:45,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,400.49,0,1.34,59.68,0,114.02,88.33,0,13.49,51.05,0,0,0,0,0,0,0,80.1,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,17.54,655.55,0,19.97,417.31,0,0,0,54.2,0,0,0,1.59,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

36,08:45-09:00,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,13.49,51.05,0,0,0,0,0,0,0,80.01,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,8.78,655.55,0,19.97,417.31,0,0,0,54.2,0,0,0,1.59,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

37,09:00-09:15,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,60.02,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,655.55,0,19.97,417.31,0,0,0,54.2,0,0,0,1.59,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

38,09:15-09:30,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,40.01,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,655.55,0,19.97,417.31,0,0,0,54.2,0,0,0,1.59,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

39,09:30-09:45,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,18.18,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,627.36,0,19.97,417.31,0,0,0,54.2,0,0,0,1.59,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

40,09:45-10:00,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,529.35,0,19.97,417.31,0,0,0,54.2,0,0,0,1.59,25.35,0,40.7,0,4.14,8.78,0,0,0,0,0

41,10:00-10:15,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,461.19,0,19.97,397.71,0,0,0,54.2,0,0,0,1.59,22.74,0,36.12,0,4.14,7.6,0,0,0,0,0

42,10:15-10:30,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,409.15,0,19.97,397.71,0,0,0,54.2,0,0,0,3.18,22.74,0,36.12,0,4.14,7.6,0,0,0,0,0

43,10:30-10:45,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,18.63,0,0,361.14,0,19.97,344.94,0,0,5.53,54.2,0,0,0,29.15,22.74,0,36.12,0,4.14,7.6,0,0,0,0,0

44,10:45-11:00,0.6,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,18.74,0,0,361.14,0,17.57,287.33,0,0,5.53,54.2,0,0,0,29.15,22.74,0,36.12,0,4.14,7.6,0,0,0,0,0

45,11:00-11:15,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,361.14,0,17.57,236.12,0,0,5.53,54.2,0,0,0,29.15,17.74,0,28.07,0,4.14,6.31,0,0,0,0,0

46,11:15-11:30,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,18.05,0,0,361.14,0,17.57,229.52,0,0,5.53,54.2,0,0,0,3.18,17.74,0,28.07,0,4.14,6.14,0,0,0,0,0

47,11:30-11:45,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,17.67,0,0,361.14,0,17.57,229.52,0,0,5.53,54.2,0,0,0,2.12,17.74,0,28.07,0,4.14,6.14,0,0,0,0,0

48,11:45-12:00,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,88.33,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,361.14,0,17.57,229.52,0,0,5.53,54.2,0,0,0,2.12,17.74,0,28.07,0,4.14,6.14,0,0,0,0,0

49,12:00-12:15,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,85.89,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,361.14,0,17.57,229.52,0,0,0,54.2,0,0,0,2.12,14.74,0,24.34,0,4.14,5.76,0,0,0,0,0

50,12:15-12:30,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,85.89,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,142.38,25.56,0,43.71,0,0,0,0,0,19.2,0,0,313.14,0,17.57,229.52,0,0,0,54.2,0,0,0,2.12,14.24,0,22.46,0,10.33,5.76,0,0,0,0,0

51,12:30-12:45,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,85.89,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,122.72,25.56,0,37.9,0,0,0,0,0,19.2,0,0,265.13,0,15.84,229.52,0,0,0,54.2,0,0,0,2.12,14.24,0,22.46,0,10.33,5.76,0,0,0,0,0

52,12:45-13:00,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,85.89,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,122.72,25.56,0,32.38,0,0,0,0,0,19.2,0,0,265.13,0,11.96,229.52,0,0,0,54.2,0,0,0,2.12,14.24,0,22.46,0,10.33,5.76,0,0,0,0,0

53,13:00-13:15,0.62,134.12,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,85.89,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,107.58,25.56,0,32.38,0,0,0,0,0,19.2,0,0,265.13,0,10.98,229.52,0,0,0,54.2,0,0,0,2.12,14.24,0,22.46,0,10.33,5.76,0,0,0,0,0

54,13:15-13:30,0.62,122.21,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,85.89,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,78.32,25.56,0,24.5,0,0,0,0,0,16.64,0,0,265.13,0,10.98,229.52,0,0,0,40.65,0,0,0,2.12,14.24,0,22.46,0,10.33,5.76,0,0,0,0,0

55,13:30-13:45,0.62,122.21,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,85.89,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,78.32,25.56,0,24.5,0,0,0,0,0,19.2,0,0,265.13,0,10.98,229.52,0,0,0,40.65,0,0,0,0.53,14.24,0,22.46,0,10.33,5.76,0,0,0,0,0

56,13:45-14:00,0.62,122.21,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,85.89,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,78.32,25.56,0,24.5,0,0,0,0,0,19.2,0,0,265.13,0,10.98,229.52,0,0,0,40.65,0,0,0,0.53,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

57,14:00-14:15,0.62,122.21,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,85.89,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,78.32,25.56,0,24.5,0,0,0,0,0,19.2,0,0,265.13,0,10.98,229.52,0,0,0,27.09,0,0,0,0.53,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

58,14:15-14:30,0.62,122.21,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,85.89,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,78.32,25.56,0,24.5,0,0,0,0,0,19.2,0,0,265.13,0,10.98,229.52,0,0,0,27.09,0,0,0,0.53,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

59,14:30-14:45,0.62,122.21,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,85.7,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,78.32,25.56,0,24.5,0,0,0,0,0,19.2,0,0,265.13,0,10.98,229.52,0,0,0,40.65,0,0,0,0.53,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

60,14:45-15:00,0.62,122.21,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,85.7,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,78.32,25.56,0,24.5,0,0,0,0,0,19.2,0,0,315.54,0,10.98,229.52,0,0,0,40.65,0,0,0,0.53,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

61,15:00-15:15,0.62,122.21,0,0,0,0,0,0,0,0,0,0,0,402.06,0,1.34,59.68,0,114.02,60.8,0,0,51.05,0,0,0,0,0,0,0,0,0,0,0,41.94,0,0,0,0,0,78.32,25.56,0,24.5,0,0,0,0,0,19.2,0,0,361.14,0,10.98,229.52,0,0,0.24,40.65,0,0,0,0.53,14.24,0,22.46,0,4.14,5.76,0,0,0,0,0

