Block,Time,KHSTPP-II,MAPS,SEWA2,TANDA2,TEHRI,AURY_GF,KGSU1AND2,RIHAND2,TelanganaSTPP,UNCHAHAR3,UNCHAHAR4,AURY_LF,BRBCL,KISHANGANGA,NLCTS2EXP,PARBATI3,RAPPC,TANAKPUR,UNCHAHAR1,VALLURNTECL,ANTA_LF,DADRI_RF,CHAMERA1,CHAMERA2,FSTPP I & II,KHSTPP-I,KOLDAM,KOTESHWR,NJPC,NLCEXP,NLCIIST2,URI,URI2,BSIUL,KGSU3AND4,NAPP,NTPL,RAPPB,RSTPSU7,SASAN,UNCHAHAR2,ANTA_CRF,DHAULIGNGA,RAPPD,RSTPSU1TO6,SIMHST1,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TALST2,ANTA_GF,ANTA_RF,AURY_CRF,AURY_RF,CHAMERA3,DULHASTI,KKNP,KKNPPU2,KUDGI,PARBATI2,RAMPUR,RIHAND1,SALAL,TALA,DADRI_CRF,DADRI_GF,DADRT2,JHAJJAR,NLCIIST1,NNTPP,RIHAND3,TEHRIPSP,DADRI_LF
10,02:15-02:30,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,2.9,0,24.99,6.96,0,41.62,65.42,11.02,18.98,0,0,80.36,42.15,47.12,18.76,45.53,8.62,40.57,175.79,0,0,48.57,36.97,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.96,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,69.72,28.91,0,0,689.38,667.25,0,0,130.84,0,23.71

11,02:30-02:45,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,26.76,65.42,11.02,20.16,0,0,80.36,42.15,47.12,18.76,45.53,8.62,22.54,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.96,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,69.72,28.46,0,0,689.38,667.25,0,0,130.84,0,23.71

12,02:45-03:00,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,26.76,65.42,11.02,20.16,0,0,80.36,42.15,47.12,18.76,45.53,8.62,20.51,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.96,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,69.72,28.46,0,0,689.38,667.25,0,0,130.84,0,23.71

13,03:00-03:15,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,38.65,65.42,9.86,20.16,0,0,80.36,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,28.84,0,0,689.38,667.25,0,0,130.84,0,23.71

14,03:15-03:30,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,38.65,65.42,9.86,20.16,0,0,80.36,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,28.84,0,0,689.38,667.25,0,0,130.84,0,23.71

15,03:30-03:45,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,38.65,65.42,9.86,20.76,0,0,80.36,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.36,0,0,689.38,667.25,0,0,130.84,0,23.71

16,03:45-04:00,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,38.65,65.42,9.86,20.76,0,0,80.36,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.36,0,0,689.38,667.25,0,0,130.84,0,23.71

17,04:00-04:15,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,38.65,65.42,9.86,20.76,0,0,80.36,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.36,0,0,689.38,667.25,0,0,130.84,0,23.71

18,04:15-04:30,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,38.65,65.42,9.86,20.76,0,0,80.36,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.36,0,0,689.38,667.25,0,0,130.84,0,23.71

19,04:30-04:45,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,38.65,65.42,9.86,20.76,0,0,80.36,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,31.87,0,0,689.38,667.25,0,0,130.84,0,23.71

20,04:45-05:00,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,38.65,65.42,9.86,20.76,0,0,80.36,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,31.49,0,0,689.38,667.25,0,0,130.84,0,23.71

21,05:00-05:15,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,9.86,20.76,0,0,80.36,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

22,05:15-05:30,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,9.86,20.76,0,0,80.36,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.79,0,0,689.38,667.25,0,0,130.84,0,23.71

23,05:30-05:45,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,9.86,20.76,0,0,80.36,42.15,47.12,18.76,45.53,8.62,20.29,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.63,0,0,689.38,667.25,0,0,130.84,0,23.71

24,05:45-06:00,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,9.86,20.76,0,0,80.36,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.48,0,0,689.38,667.25,0,0,130.84,0,23.71

25,06:00-06:15,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,11.91,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.34,0,0,689.38,667.25,0,0,130.84,0,23.71

26,06:15-06:30,98.87,0,12.22,5.73,65.38,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,11.91,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,52.99,28.06,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.34,0,0,689.38,667.25,0,0,130.84,0,23.71

27,06:30-06:45,98.87,0,12.22,5.73,49.04,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,11.91,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,52.99,29.61,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.34,0,0,689.38,667.25,0,0,130.84,0,23.71

28,06:45-07:00,98.87,0,12.22,5.73,32.69,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,11.91,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,52.99,29.61,19.56,0,24.36,0,0,0,264.38,45,0,42.46,24.61,0,0,0,74.94,0,0,0,52.59,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.34,0,0,689.38,667.25,0,0,130.84,0,23.71

29,07:00-07:15,98.87,0,12.22,5.73,16.35,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,11.91,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,29.61,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.96,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.34,0,0,689.38,667.25,0,0,130.84,0,23.71

30,07:15-07:30,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,11.91,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,29.61,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.96,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.34,0,0,689.38,667.25,0,0,130.84,0,23.71

31,07:30-07:45,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,11.91,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,29.61,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.96,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.34,0,0,689.38,667.25,0,0,130.84,0,23.71

32,07:45-08:00,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,11.91,21.65,0,0,80.36,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,29.61,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.96,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.34,0,0,689.38,667.25,0,0,130.84,0,23.71

33,08:00-08:15,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,40.14,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,29.61,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.33,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.34,0,0,689.38,667.25,0,0,130.84,0,23.71

34,08:15-08:30,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,40.14,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,52.99,29.61,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.33,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.34,0,0,689.38,667.25,0,0,130.84,0,23.71

35,08:30-08:45,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,40.14,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,52.99,29.61,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.33,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.34,0,0,689.38,667.25,0,0,130.84,0,23.71

36,08:45-09:00,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,40.14,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,52.99,29.61,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,51.33,0,80.39,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.34,0,0,689.38,667.25,0,0,130.84,0,23.71

37,09:00-09:15,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,40.14,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,52.99,29.61,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,50.06,0,80.13,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

38,09:15-09:30,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,40.14,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,29.61,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,50.06,0,80.13,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

39,09:30-09:45,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,40.14,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,29.61,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,50.06,0,80.13,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

40,09:45-10:00,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,40.14,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,29.61,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,50.06,0,80.13,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

41,10:00-10:15,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,50.06,0,80.13,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

42,10:15-10:30,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,52.99,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,50.06,0,80.13,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

43,10:30-10:45,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,52.99,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,50.06,0,80.13,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.79,0,0,689.38,667.25,0,0,130.84,0,23.71

44,10:45-11:00,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,50.06,0,80.13,33.94,55.38,0,0,0,11.25,5.7,98.32,63.92,32.79,0,0,689.38,667.25,0,0,130.84,0,23.71

45,11:00-11:15,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,37.53,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,49.43,0,79.48,33.94,55.38,0,0,0,11.25,5.7,98.32,38.35,32.79,0,0,689.38,667.25,0,0,130.84,0,23.71

46,11:15-11:30,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,49.43,0,79.48,33.94,55.38,0,0,0,11.25,5.7,98.32,38.35,32.79,0,0,689.38,667.25,0,0,130.84,0,23.71

47,11:30-11:45,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,49.43,0,79.48,33.94,55.38,0,0,0,11.25,5.7,98.32,38.35,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

48,11:45-12:00,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,37.17,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,0,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,49.43,0,79.48,33.94,55.38,0,0,0,11.25,5.7,98.32,38.35,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

49,12:00-12:15,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,0,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,48.8,0,79.48,33.94,55.38,0,0,0,11.25,5.7,98.32,52.28,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

50,12:15-12:30,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,0,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,48.8,0,79.48,33.94,55.38,0,0,0,11.25,5.7,98.32,66.23,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

51,12:30-12:45,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,0,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,48.8,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,66.23,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

52,12:45-13:00,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,0,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,48.8,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,66.23,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

53,13:00-13:15,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,0,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,48.8,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,66.23,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

54,13:15-13:30,98.87,0,12.22,5.73,0,0,0,125.27,0,27.69,3.22,0,24.99,6.96,0,34.19,65.42,11.91,21.65,0,0,79.04,42.15,47.12,18.76,45.53,8.62,10.14,175.79,0,0,48.57,30.39,19.56,0,24.36,0,0,0,270,45,0,42.46,24.61,0,0,0,74.94,0,0,0,48.16,0,78.83,33.94,55.38,0,0,0,11.25,5.7,98.32,66.23,32.99,0,0,689.38,667.25,0,0,130.84,0,23.71

