Block,Time,BSIUL,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,RIHAND1,SIMHST1,ANTA_RF,CHAMERA2,KUDGI,NLCIIST1,NNTPP,NTPL,RSTPSU1TO6,TANAKPUR,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,AURY_LF,KGSU1AND2,KKNPPU2,KOTESHWR,PARBATI2,RIHAND2,SASAN,TALA,URI2,ANTA_CRF,AURY_RF,RAMPUR,RAPPB,RSTPSU7,ANTA_GF,BRBCL,FSTPP I & II,KHSTPP-I,KISHANGANGA,MAPS,NAPP,RAPPC,SALAL,SEWA2,TANDA2,TelanganaSTPP,ANTA_LF,CHAMERA1,JHAJJAR,KGSU3AND4,SINGRAULI,UNCHAHAR3,URI,DADRI_LF,DADRI_RF,DADRT2,KKNP,KOLDAM,NLCIIST2,NLCTS2EXP,RIHAND3,SIMHST2,TEHRI,DADRI_CRF,DADRI_GF,KHSTPP-II,NJPC,NLCEXP,RAPPD,SINGRAULI_HYDRO,TALST2,VALLURNTECL,AURY_CRF,AURY_GF
6,01:15-01:30,19.56,35.03,10.95,59.5,19.64,97.23,0,53.54,48.81,0,0,0,0,0,6.27,21.34,43.9,1.9,0,0,0,10.43,15.02,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,51.13,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,49.68,0,112.08,686.1,0,7.19,0,0,130.79,0,0,0,0,148.3,110.67,0,30,1,0,0,0,0

7,01:30-01:45,19.56,35.03,10.95,59.5,19.64,97.23,0,53.54,48.81,0,0,0,0,0,6.27,21.34,43.9,1.9,0,0,0,10.43,15.02,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.38,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,49.68,0,112.08,686.1,0,4.79,0,0,130.79,0,0,0,0,148.3,110.67,0,30,1,0,0,0,0

8,01:45-02:00,19.56,35.03,10.95,59.5,19.64,97.23,0,53.54,48.81,0,0,0,0,0,6.27,21.34,43.9,1.9,0,0,0,10.43,15.02,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.38,18.9,3.5,0,0,42.15,405.27,0,143.68,27.18,49.68,0,112.08,686.1,0,2.28,0,0,130.79,0,0,0,0,148.3,110.67,0,30,1,0,0,0,0

9,02:00-02:15,19.56,35.03,10.95,59.5,19.64,97.23,0,53.54,48.81,0,0,0,0,0,6.27,21.34,43.9,1.9,0,0,0,10.43,12.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.38,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,49.68,0,112.08,686.1,0,1.93,0,0,130.79,0,0,0,0,148.3,110.67,0,30,1,0,0,0,0

10,02:15-02:30,19.56,35.03,10.95,59.5,19.64,97.23,0,53.54,48.81,0,0,0,0,0,0.77,21.34,43.9,1.9,0,0,0,10.43,12.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.38,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,49.68,0,112.08,686.1,0,1.93,0,0,130.79,0,0,0,0,148.3,110.67,0,30,1,0,0,0,0

11,02:30-02:45,19.56,35.03,10.95,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,0,21.34,43.9,1.9,0,0,0,10.43,12.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.38,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,49.68,0,112.08,686.08,0,1.93,0,0,130.79,0,0,0,0,148.3,110.67,0,30,1,0,0,0,0

12,02:45-03:00,19.56,35.03,10.95,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,0,21.34,43.9,1.9,0,0,0,10.43,12.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.38,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,49.68,0,112.08,686.08,0,1.93,0,0,130.79,0,0,0,0,148.3,110.67,0,30,1,0,0,0,0

13,03:00-03:15,19.56,35.03,21.88,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,6.27,21.34,43.9,1.9,0,0,0,10.43,12.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.38,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,49.68,0,112.08,686.08,0,1.93,0,0,130.79,0,0,0,0,148.3,110.67,0,30,1,0,0,0,0

14,03:15-03:30,19.56,35.03,21.88,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,6.27,21.34,43.9,1.9,0,0,0,10.43,12.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.38,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,49.68,0,112.08,688.92,0,1.93,0,0,130.79,0,0,0,0,148.3,110.67,0,30,1,0,0,0,0

15,03:30-03:45,19.56,35.03,21.88,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,6.27,21.34,43.9,1.9,0,0,0,10.43,12.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.38,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,49.68,0,112.08,688.92,0,1.93,0,0,130.79,0,0,0,0,148.3,110.67,0,30,1,0,0,0,0

16,03:45-04:00,19.56,35.03,21.88,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,6.27,21.34,43.9,1.9,0,0,0,10.43,12.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.38,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,49.68,0,112.08,688.92,0,1.93,0,0,130.79,0,0,0,0,148.3,110.67,0,30,1,0,0,0,0

17,04:00-04:15,19.56,35.03,21.88,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,4.35,21.34,43.9,1.9,0,0,0,10.43,12.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.38,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,49.68,0,112.08,688.92,0,1.93,0,0,130.79,0,12.12,0,0,148.3,110.67,0,30,1,0,0,0,0

18,04:15-04:30,19.56,35.03,21.88,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,4.35,21.34,43.9,1.9,0,0,0,10.43,12.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.38,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,49.68,0,112.08,688.92,0,1.93,0,0,130.79,0,12.12,0,0,148.3,110.67,0,30,1,0,0,0,0

19,04:30-04:45,19.56,35.03,21.88,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,4.35,21.34,43.9,1.9,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,55.77,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,16.56,0,112.08,688.92,0,1.93,0,0,130.79,0,24.23,0,0,148.3,110.67,0,30,1,0,0,0,0

20,04:45-05:00,19.56,23.33,21.88,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,4.35,21.34,43.9,1.9,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,3.5,0,0,42.15,408.67,0,143.68,27.18,5.52,0,112.08,688.92,0,1.93,0,0,130.79,0,24.23,0,0,148.3,110.67,0,30,1,0,0,0,0

21,05:00-05:15,19.56,23.33,21.88,59.5,16.88,97.23,0,53.27,48.81,0,0,0,0,0,4.35,21.64,45,1.9,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,3.5,0,0,42.15,408.67,0,143.68,27.68,5.52,0,112.08,688.92,0,1.93,0,0,130.79,0,25.04,0,0,148.3,110.67,0,30,1,0,0,0,0

22,05:15-05:30,19.56,23.33,21.88,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,4.35,21.64,45,1.9,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,3.5,0,0,42.15,408.67,0,143.68,27.68,16.56,0,112.08,688.92,0,1.93,0,0,130.79,0,25.19,0,0,148.3,110.67,0,30,1,0,0,0,0

23,05:30-05:45,19.56,23.33,21.88,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,4.35,21.64,45,1.9,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,3.5,0,0,42.15,428.67,0,143.68,27.68,49.68,0,112.08,688.92,0,4.79,0,0,130.79,0,25.19,0,0,148.3,110.67,0,30,1,0,0,0,0

24,05:45-06:00,19.56,23.33,21.88,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,4.35,21.64,45,1.9,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,3.5,0,0,42.15,428.67,0,143.68,27.68,49.68,0,112.08,688.92,0,7.19,0,0,130.79,0,25.19,0,0,148.3,110.67,0,30,1,0,0,0,0

25,06:00-06:15,19.56,23.33,21.88,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,3.07,21.34,43.9,1.9,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,4.33,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,3.5,0,0,42.15,428.67,0,143.68,27.18,49.68,0,112.08,688.92,0,9.59,0,0,130.79,0,25.19,0,0,148.3,110.67,0,30,1,0,0,0,0

26,06:15-06:30,19.56,23.33,21.88,59.5,16.88,97.23,0,53.54,48.81,0,0,0,0,0,3.07,21.34,43.9,1.9,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,3.11,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,3.5,0,0,42.15,428.67,0,143.68,27.18,49.68,0,112.08,688.92,0,9.59,0,0,130.79,0,25.19,0,0,148.3,78.4,0,30,1,0,0,0,0

27,06:30-06:45,13.04,23.33,21.88,59.5,16.88,97.23,0,53.27,48.81,0,0,0,0,0,3.07,21.34,43.9,1.9,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,3.11,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,3.5,0,0,42.15,428.67,0,143.68,27.18,52.36,0,112.08,688.92,0,9.59,0,0,130.79,0,25.19,0,0,148.3,78.4,0,30,1,0,0,0,0

28,06:45-07:00,13.04,23.33,21.88,59.5,16.88,97.23,0,53.27,48.81,0,0,0,0,0,3.07,21.64,45,1.9,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,3.11,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,3.5,0,0,42.15,670.67,0,143.68,27.68,52.36,0,112.08,688.92,0,9.59,0,0,130.79,0,25.19,0,0,148.3,78.4,0,30,1,0,0,0,0

29,07:00-07:15,13.04,23.33,21.88,59.5,16.88,97.23,0,53.27,48.81,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,3.11,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,5.7,0,0,42.15,670.67,0,143.68,27.68,52.36,0,112.08,688.92,0,7.19,0,0,130.79,0,25.19,0,0,148.3,78.4,0,30,1,0,0,0,0

30,07:15-07:30,13.04,23.33,21.88,59.5,19.64,97.23,0,53.27,48.81,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,3.11,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,5.7,0,0,42.15,670.67,0,143.68,27.68,52.36,0,112.08,688.92,0,2.4,0,0,130.79,0,25.19,0,0,148.3,78.4,0,30,1,0,0,0,0

31,07:30-07:45,13.04,23.33,10.95,59.5,19.64,97.23,0,53.27,48.81,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,3.11,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,5.7,0,0,28.1,670.67,0,143.68,27.68,52.36,0,112.08,688.92,0,2.4,0,0,130.79,0,25.19,0,0,148.3,78.4,0,30,1,0,0,0,0

32,07:45-08:00,13.04,23.33,10.95,59.5,19.64,97.23,0,53.27,48.81,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,3.11,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,5.7,0,0,27.65,670.67,0,143.68,27.68,52.36,0,112.08,688.92,0,0,0,0,130.79,0,12.12,0,0,148.3,78.4,0,30,1,0,0,0,0

33,08:00-08:15,13.04,23.33,10.95,59.5,19.64,97.23,0,53.01,48.81,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,3.11,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,18.9,5.7,0,0,25.28,670.67,0,143.68,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,78.4,0,30,1,0,0,0,0

34,08:15-08:30,13.04,23.33,10.95,59.5,19.64,97.23,0,53.01,48.81,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,3.11,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,13.67,5.7,0,0,12.64,560.67,0,143.68,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,78.4,0,30,1,0,0,0,0

35,08:30-08:45,13.04,23.33,10.95,59.5,19.64,97.23,0,53.01,32.53,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,3.11,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,12.61,5.7,0,0,12.16,520.67,0,143.68,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,78.4,0,30,1,0,0,0,0

36,08:45-09:00,13.04,23.33,10.95,59.5,19.64,97.23,0,53.01,32.53,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.78,124.58,345.38,0,35.34,0,85.48,3.11,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,53.45,6.3,5.7,0,0,0,520.67,0,143.68,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,78.4,0,30,1,0,0,0,0

37,09:00-09:15,13.04,11.67,10.95,59.5,19.64,97.23,0,52.74,32.53,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.78,124.58,345.38,0,38.56,0,85.48,2.75,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.01,0,5.7,0,0,0,520.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,69.33,0,30,1,0,0,0,0

38,09:15-09:30,13.04,11.67,10.95,59.5,19.64,97.23,0,52.74,32.53,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.78,124.58,345.38,0,38.56,0,85.48,2.75,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.01,0,5.7,0,0,0,440.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,69.33,0,30,1,0,0,0,0

39,09:30-09:45,13.04,11.67,0,59.5,19.64,97.23,0,52.74,32.53,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.78,124.58,345.38,0,38.56,0,85.48,2.75,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.01,0,5.7,0,0,0,440.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,69.33,0,30,1,0,0,0,0

40,09:45-10:00,13.04,0,0,59.5,19.64,97.23,0,52.74,32.53,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.78,124.58,345.38,0,38.56,0,85.48,2.75,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.01,0,5.7,0,0,0,440.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,69.33,0,30,1,0,0,0,0

41,10:00-10:15,13.04,0,0,59.5,19.64,97.23,0,52.22,26.34,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.02,124.58,345.38,0,35.34,0,85.48,2.75,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.01,0,5.7,0,0,0,440.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,69.33,0,30,1,0,0,0,0

42,10:15-10:30,13.04,0,0,59.5,19.64,97.23,0,52.22,14.82,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,15.02,124.58,345.38,0,35.34,0,85.48,2.05,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.01,0,5.7,0,0,0,440.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,51.53,0,30,1,0,0,0,0

43,10:30-10:45,13.04,0,0,59.5,19.64,97.23,0,52.22,4.94,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,12.02,124.58,345.38,0,35.34,0,85.48,2.05,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.01,0,5.7,0,0,0,420.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,51.53,0,30,1,0,0,0,0

44,10:45-11:00,13.04,0,0,59.5,19.64,97.23,0,52.22,0,0,0,0,0,0,1.15,21.64,45,3.2,0,0,0,10.43,6.02,124.58,345.38,0,35.34,0,85.48,2.05,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,79.01,0,5.7,0,0,0,420.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,51.53,0,30,1,0,0,0,0

45,11:00-11:15,13.04,0,0,59.5,4.29,97.23,0,51.7,0,0,0,0,0,0,1.79,21.64,45,3.2,0,0,0,10.43,0,124.58,345.38,0,35.34,0,85.48,2.05,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,83.67,0,5.7,0,0,0,420.67,0,150.34,27.68,16.56,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,51.53,0,30,1,0,0,0,0

46,11:15-11:30,13.04,0,0,59.5,4.29,97.23,0,51.7,0,0,0,0,0,0,1.79,21.64,45,3.2,0,0,0,10.43,0,124.58,345.38,0,35.34,0,85.48,2.05,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,83.67,0,5.7,0,0,0,420.67,0,150.34,27.68,5.52,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,51.53,0,30,1,0,0,0,0

47,11:30-11:45,13.04,0,0,59.5,4.29,97.23,0,51.7,0,0,0,0,0,0,1.79,21.64,45,3.2,0,0,0,10.43,0,124.58,273.38,0,35.34,0,85.48,1.1,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,83.67,0,5.7,0,0,0,420.67,0,150.34,27.68,5.52,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,27.66,0,30,1,0,0,0,0

48,11:45-12:00,13.04,0,0,59.5,4.29,97.23,0,51.7,0,0,0,0,0,0,1.79,21.64,45,3.2,0,0,0,10.43,0,124.58,273.38,0,35.34,0,85.48,0,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,83.67,0,5.7,0,0,0,420.67,0,150.34,27.68,16.56,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,0,0,30,1,0,0,0,0

49,12:00-12:15,13.04,0,0,59.5,4.29,97.23,0,51.7,0,0,0,0,0,0,1.79,21.64,45,3.2,0,0,0,10.43,0,124.58,273.38,0,35.34,0,85.48,0,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,83.67,0,5.7,0,0,0,420.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,0,0,30,1,0,0,0,0

50,12:15-12:30,13.04,0,0,59.5,4.29,97.23,0,51.17,0,0,0,0,0,0,1.79,21.64,45,3.2,0,0,0,10.43,0,124.58,273.38,0,35.34,0,85.48,0,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,83.67,0,5.7,0,0,0,420.67,0,150.34,27.68,52.36,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,0,0,30,1,0,0,0,0

51,12:30-12:45,13.04,0,0,59.5,4.29,97.23,0,51.17,0,0,0,0,0,0,1.79,21.64,45,3.2,0,0,0,10.43,0,124.58,273.38,0,35.34,0,85.48,0,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,83.67,0,5.7,0,0,0,420.67,0,150.34,27.68,52.36,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,0,0,30,1,0,0,0,0

52,12:45-13:00,13.04,0,0,59.5,4.29,97.23,0,51.17,0,0,0,0,0,0,1.79,21.64,45,3.2,0,0,0,10.43,0,124.58,273.38,0,35.34,0,85.48,0,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,83.67,0,5.7,0,0,0,420.67,0,150.34,27.68,52.36,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,0,0,30,1,0,0,0,0

53,13:00-13:15,19.56,0,0,59.5,4.29,97.23,0,51.17,0,0,0,0,0,0,1.79,21.64,45,3.2,0,0,0,10.43,0,124.58,273.38,0,35.34,0,85.48,0,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,83.67,0,5.7,0,0,0,420.67,0,150.34,27.68,52.36,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,0,0,30,1,0,0,0,0

54,13:15-13:30,19.56,0,0,59.5,4.29,97.23,0,51.17,0,0,0,0,0,0,1.79,21.64,45,3.2,0,0,0,10.43,0,124.58,273.38,0,35.34,0,85.48,0,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,83.67,0,5.7,0,0,0,420.67,0,150.34,27.68,52.36,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,0,0,30,1,0,0,0,0

55,13:30-13:45,19.56,0,0,59.5,4.29,97.23,0,51.17,0,0,0,0,0,0,3.07,21.64,45,3.2,0,0,0,10.43,0,124.58,273.38,0,35.34,0,85.48,0,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,83.67,0,5.7,0,0,0,420.67,0,150.34,27.68,52.36,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,0,0,30,1,0,0,0,0

56,13:45-14:00,0,0,0,59.5,4.29,97.23,0,51.17,0,0,0,0,0,0,3.07,21.64,45,3.2,0,0,0,10.43,6.02,124.58,273.38,0,35.34,0,85.48,1.1,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,83.67,0,5.7,0,0,0,420.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,27.66,0,30,1,0,0,0,0

57,14:00-14:15,0,0,0,59.5,16.88,97.23,0,51.17,0,0,0,0,0,0,3.07,21.64,45,3.2,0,0,0,10.43,12.02,124.58,273.38,0,35.34,0,85.48,1.1,0,0,0,20,18.2,45.53,8.63,0,25.51,68.56,51.13,0,5.7,0,0,0,420.67,0,150.34,27.68,49.68,0,112.08,688.92,0,0,0,0,130.79,0,0,0,0,148.3,27.66,0,30,1,0,0,0,0

