Block,Time,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/30062024/R2,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/08032047/L_NR_2021_14,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/06022042/L_NR_2012_07,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01102023/22052037/LT-59,NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/01102023/19072037/LT-05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/23072042/L_NR_2012_04,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/30062024/IEPL01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/APPCPL/180/F25/GNA/12300
6,01:15-01:30,24.120000,30.880000,0.000000,12.900000,24.120000,48.240000,24.120000,24.120000,31.82,22.5,48.240000,0,29.010000,87.030000,0,0,0,28.260000,24.120000,0.000000,7.050000,100.520000,0,22.5,19,51.67,24.120000,8.380000,16.090000,0,51.67,115.360000,0,261.970000,30.880000,9.060000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,67.5,0,0,0.000000,38.600000

7,01:30-01:45,24.120000,30.880000,0.000000,12.900000,24.120000,48.240000,24.120000,24.120000,32.02,22.34,48.240000,0,29.010000,87.030000,0,0,0,28.260000,24.120000,0.000000,7.050000,100.520000,0,22.33,18.66,53.45,24.120000,8.150000,16.090000,0,53.45,115.360000,0,261.970000,30.880000,9.060000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,67,0,0,0.000000,38.600000

8,01:45-02:00,24.120000,30.880000,0.000000,12.900000,24.120000,48.240000,24.120000,24.120000,32.82,22,48.240000,0,29.010000,87.030000,0,0,0,28.260000,24.120000,0.000000,7.050000,100.520000,0,22,18.34,54.42,24.120000,8.150000,16.090000,0,54.42,115.360000,0,261.970000,30.880000,9.060000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,66,0,0,0.000000,38.600000

9,02:00-02:15,24.120000,30.880000,0.000000,12.710000,24.120000,48.240000,24.120000,24.120000,33.82,21.66,48.240000,0,24.660000,87.030000,0,0,0,28.260000,24.120000,0.000000,6.960000,100.520000,0,21.67,18,55.07,24.120000,8.150000,16.090000,0,55.07,115.360000,0,261.970000,30.880000,8.600000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,65,0,0,0.000000,38.600000

10,02:15-02:30,24.120000,30.880000,0.000000,12.710000,24.120000,48.240000,24.120000,24.120000,34.42,21.66,48.240000,0,24.660000,87.030000,0,0,0,28.260000,24.120000,0.000000,6.960000,100.520000,0,21.67,17.66,55.54,24.120000,8.150000,16.090000,0,55.54,115.360000,0,261.970000,30.880000,8.600000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,65,0,0,0.000000,38.600000

11,02:30-02:45,24.120000,18.380000,0.000000,12.710000,24.120000,48.240000,24.120000,24.120000,34.22,20,48.240000,0,24.660000,87.030000,0,0,0,28.260000,24.120000,0.000000,6.960000,100.520000,0,20,11.66,43.54,24.120000,8.150000,16.090000,0,43.54,115.360000,0,261.970000,30.880000,8.600000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,60,0,0,0.000000,38.600000

12,02:45-03:00,24.120000,18.380000,0.000000,12.710000,24.120000,48.240000,24.120000,24.120000,34.42,20,48.240000,0,24.660000,87.030000,0,0,0,28.260000,24.120000,0.000000,6.960000,100.520000,0,20,11.66,42.88,24.120000,8.150000,16.090000,0,42.88,115.360000,0,261.970000,30.880000,8.600000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,60,0,0,0.000000,38.600000

13,03:00-03:15,24.120000,22.950000,0.000000,12.620000,24.120000,48.240000,24.120000,24.120000,34.02,20,48.240000,0,24.660000,87.030000,0,0,0,28.770000,24.120000,0.000000,6.770000,100.520000,0,20,11.66,37.67,24.120000,7.760000,16.090000,0,37.67,115.360000,0,261.970000,22.950000,8.440000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,60,0,0,0.000000,0.000000

14,03:15-03:30,24.120000,22.950000,0.000000,12.620000,24.120000,48.240000,24.120000,24.120000,34.42,20,48.240000,0,24.660000,87.030000,0,0,0,28.770000,24.120000,0.000000,6.770000,100.520000,0,20,11.66,37.67,24.120000,7.760000,16.090000,0,37.67,115.360000,0,261.970000,22.950000,8.440000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,60,0,0,0.000000,0.000000

15,03:30-03:45,24.120000,22.950000,0.000000,12.620000,24.120000,48.240000,24.120000,24.120000,32.42,16.66,48.240000,0,24.660000,87.030000,0,0,0,28.260000,24.120000,0.000000,6.770000,100.520000,0,16.67,13.34,38.67,24.120000,7.760000,16.090000,0,38.67,115.360000,0,261.970000,22.950000,8.440000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,50,0,0,0.000000,0.000000

16,03:45-04:00,24.120000,22.950000,0.000000,12.620000,24.120000,48.240000,24.120000,24.120000,30.02,16.34,48.240000,0,24.660000,87.030000,0,0,0,28.260000,24.120000,0.000000,6.770000,100.520000,0,16.33,13.66,39.33,24.120000,7.760000,16.090000,0,39.33,115.360000,0,261.970000,22.950000,8.440000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,49,0,0,0.000000,0.000000

17,04:00-04:15,24.120000,22.950000,0.000000,12.520000,24.120000,48.240000,24.120000,24.120000,27.01,16,48.240000,0,24.660000,87.030000,0,0,0,28.260000,24.120000,0.000000,6.590000,100.520000,0,16,14,34,24.120000,7.370000,16.090000,0,34,115.360000,0,261.970000,22.950000,8.060000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,48,0,0,0.000000,0.000000

18,04:15-04:30,24.120000,22.950000,0.000000,12.520000,24.120000,48.240000,24.120000,24.120000,23.61,15.84,48.240000,0,24.660000,87.030000,0,0,0,28.260000,24.120000,0.000000,6.590000,100.520000,0,15.83,14.34,35,24.120000,7.370000,16.090000,0,35,115.360000,0,261.970000,22.950000,8.060000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,47.5,0,0,0.000000,0.000000

19,04:30-04:45,24.120000,22.950000,0.000000,12.520000,24.120000,48.240000,24.120000,24.120000,20.6,15.84,48.240000,0,24.660000,87.030000,0,0,0,28.260000,24.120000,0.000000,6.590000,100.520000,0,15.83,14.34,35.67,24.120000,7.370000,16.090000,0,35.67,115.360000,0,261.970000,22.950000,8.060000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,47.5,0,0,0.000000,0.000000

20,04:45-05:00,24.120000,22.950000,0.000000,12.520000,24.120000,48.240000,24.120000,24.120000,20.2,15.84,48.240000,0,24.660000,87.030000,0,0,0,28.260000,24.120000,0.000000,6.590000,100.520000,0,15.83,14.34,36.33,24.120000,7.370000,16.090000,0,36.33,115.360000,0,261.970000,22.950000,8.060000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,47.5,0,0,0.000000,0.000000

21,05:00-05:15,24.120000,22.950000,0.000000,12.340000,24.120000,48.240000,24.120000,24.120000,24.01,17.5,48.240000,0,24.660000,87.030000,0,0,0,28.260000,24.120000,0.000000,6.410000,100.520000,0,17.5,14.66,48.33,24.120000,6.830000,16.090000,0,48.33,115.360000,0,261.970000,22.950000,7.140000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,52.5,0,0,0.000000,0.000000

22,05:15-05:30,24.120000,22.950000,0.000000,12.340000,24.120000,48.240000,24.120000,24.120000,23.01,18,48.240000,0,24.660000,87.030000,0,0,0,28.260000,24.120000,0.000000,6.410000,100.520000,0,18,15,49.33,24.120000,6.830000,16.090000,0,49.33,85.100000,0,261.970000,22.950000,7.140000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,54,0,0,0.000000,0.000000

23,05:30-05:45,24.120000,22.950000,0.000000,12.340000,24.120000,48.240000,24.120000,24.120000,22.01,18.34,48.240000,0,24.660000,87.030000,0,0,0,27.260000,24.120000,0.000000,6.410000,100.520000,0,18.33,15,43.33,24.120000,6.830000,16.090000,0,43.33,85.100000,0,261.970000,22.950000,7.140000,0,0,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,55,0,1.247104,0.000000,0.000000

24,05:45-06:00,24.120000,22.950000,0.000000,12.340000,24.120000,48.240000,24.120000,24.120000,21.61,19.16,48.240000,0.18,24.660000,87.030000,0,0,0.26,27.260000,24.120000,0.000000,6.410000,100.520000,0,19.17,15,43.33,24.120000,6.830000,16.090000,0,43.33,85.100000,1.31,261.970000,22.950000,7.140000,0,0.2,0,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,57.5,0,2.640353,0.000000,0.000000

25,06:00-06:15,24.120000,22.950000,0.000000,12.250000,24.120000,48.240000,24.120000,24.120000,21.01,19.66,48.240000,1.67,24.660000,87.030000,1,1,1.09,26.750000,24.120000,0.000000,6.210000,100.520000,0,19.67,15.34,43.33,24.120000,6.600000,8.630000,10.82,43.33,85.100000,5.46,261.970000,22.950000,6.910000,0,1,1,0.000000,0,0,0.000000,48.240000,38.600000,272.830000,59,0,3.692597,0.000000,0.000000

26,06:15-06:30,24.120000,22.950000,0.160000,12.250000,24.120000,48.240000,24.120000,24.120000,20.4,20,48.240000,3.82,24.660000,87.030000,4,1,2.16,26.750000,24.120000,0.160000,6.210000,100.520000,2.04,20,15.34,44,24.120000,6.600000,8.630000,22.59,44,85.100000,10.78,261.970000,22.950000,6.910000,0,2,2,0.000000,0,1,0.000000,48.240000,38.600000,272.830000,60,2,7.297507,0.170000,0.000000

27,06:30-06:45,24.120000,22.950000,0.710000,12.250000,24.120000,48.240000,24.120000,24.120000,20.4,20.34,48.240000,6.57,24.660000,87.030000,7,3,3.34,26.250000,24.120000,0.710000,6.210000,100.520000,5.85,20.33,15.66,44.33,24.120000,6.600000,8.630000,30.67,44.33,94.560000,16.68,261.970000,22.950000,6.910000,0,5,5,0.000000,0,3,0.000000,48.240000,38.600000,272.830000,61,5,11.555198,0.730000,0.000000

28,06:45-07:00,24.120000,22.950000,1.110000,12.250000,24.120000,48.240000,24.120000,24.120000,20.2,20.84,48.240000,9.55,24.660000,87.030000,14,6,4.7,26.250000,24.120000,1.110000,6.210000,100.520000,13.04,20.83,16,45,24.120000,6.600000,8.630000,33,45,94.560000,23.5,261.970000,22.950000,6.910000,0,6,8,0.000000,0,4,0.000000,48.240000,38.600000,272.830000,62.5,10,16.689759,1.130000,0.000000

29,07:00-07:15,24.120000,22.950000,1.590000,12.160000,24.120000,48.240000,24.120000,24.120000,19.6,21.84,48.240000,13.94,24.660000,87.030000,21,9,6.68,26.250000,24.120000,1.590000,6.030000,100.520000,22.31,21.83,16.66,45.33,24.120000,6.600000,8.630000,33,45.33,85.100000,33.4,261.970000,22.950000,6.910000,0,8,11,0.000000,0,5,0.000000,48.240000,38.600000,272.830000,65.5,18,22.496587,1.630000,0.000000

30,07:15-07:30,24.120000,22.950000,2.170000,12.160000,24.120000,48.240000,24.120000,24.120000,19,23,48.240000,18.06,24.660000,80.650000,35,15,9.14,26.250000,24.120000,2.170000,6.030000,100.520000,29.49,23,17.34,46,24.120000,6.600000,8.630000,29.48,46,85.100000,45.72,261.970000,22.950000,6.910000,0,12.86,16,0.000000,0,8,0.000000,48.240000,38.600000,272.830000,69,29.48,28.780822,2.220000,0.000000

31,07:30-07:45,24.120000,22.950000,2.830000,12.160000,24.120000,48.240000,24.120000,24.120000,18,24.34,48.240000,23.11,24.660000,63.280000,49,21,11.88,26.750000,24.120000,2.830000,6.030000,100.520000,31.49,24.33,18.66,46.67,24.120000,6.600000,8.630000,31.48,46.67,85.100000,59.39,261.970000,22.950000,6.910000,0,16.18,23,0.000000,0,12,0.000000,48.240000,38.600000,272.830000,73,31.48,33.798467,2.890000,0.000000

32,07:45:08:00,24.120000,22.950000,4.080000,12.160000,24.120000,48.240000,24.120000,24.120000,17.6,26.34,48.240000,27.79,24.660000,57.600000,63,27,14.91,26.750000,24.120000,4.080000,6.030000,100.520000,32.16,26.33,16.66,47.33,24.120000,6.600000,8.630000,32.17,47.33,66.190000,74.54,175.530000,22.950000,6.910000,0,19.59,31,0.000000,0,15,0.000000,48.240000,38.600000,231.580000,79,32.17,40.150903,4.180000,0.000000

33,08:00-08:15,24.120000,22.950000,5.340000,11.970000,24.120000,48.240000,24.120000,24.120000,17,24.16,48.240000,33.82,24.660000,57.600000,77,33,18.2,25.730000,24.120000,5.340000,5.850000,100.520000,32.34,24.17,17,48,24.120000,6.210000,4.680000,32.33,48,66.190000,90.99,145.620000,22.950000,6.910000,0,22.69,37,0.000000,0,18,0.000000,48.240000,38.600000,192.980000,72.5,32.33,46.678713,5.470000,0.000000

34,08:15-08:30,24.120000,22.950000,6.630000,11.970000,24.120000,48.240000,24.120000,24.120000,16.4,24.34,48.240000,39.51,24.660000,57.600000,91,39,21.67,26.250000,24.120000,6.630000,5.850000,100.520000,32.84,24.33,17.66,48,24.120000,6.210000,4.680000,32.83,48,66.190000,108.35,145.620000,22.950000,6.910000,0,25.41,43,0.000000,0,22,0.000000,48.240000,38.600000,150.050000,73,32.83,53.274724,6.790000,0.000000

35,08:30-08:45,24.120000,22.950000,7.820000,11.970000,24.120000,48.240000,24.120000,24.120000,16.4,24.66,48.240000,48.26,24.660000,57.600000,105,45,24.93,26.250000,24.120000,7.820000,5.850000,100.520000,32.84,24.67,19.34,59.33,24.120000,6.210000,4.680000,32.83,59.33,66.190000,124.64,145.620000,22.950000,6.910000,0,28.39,50,0.000000,0,25,0.000000,48.240000,38.600000,150.050000,74,32.83,58.721061,8.020000,0.000000

36,08:45:09:00,24.120000,22.950000,8.980000,11.970000,24.120000,48.240000,24.120000,24.120000,15.6,25.66,48.240000,55.62,24.660000,57.600000,119,51,28.21,27.250000,24.120000,8.980000,5.850000,100.520000,33,25.67,20.34,64,24.120000,6.210000,4.680000,33,64,66.190000,141.08,145.620000,22.950000,6.910000,0,30.9,57,0.000000,0,28,0.000000,48.240000,38.600000,150.050000,77,33,63.982281,9.210000,0.000000

37,09:00:09:15,0.000000,22.950000,10.110000,11.890000,24.120000,48.240000,24.120000,24.120000,15.4,27.5,0.000000,62.55,29.010000,57.600000,137,58,30.53,27.760000,24.120000,10.110000,5.850000,100.520000,33,27.5,21.34,68.33,24.120000,6.210000,4.680000,33,68.33,66.190000,152.66,145.620000,22.950000,6.910000,0,33.38,63,0.000000,0,31,0.000000,0.000000,0.000000,150.050000,82.5,33,69.233758,10.360000,0.000000

38,09:15-09:30,0.000000,22.950000,11.120000,11.890000,24.120000,48.240000,24.120000,24.120000,15.2,29.16,0.000000,69.02,29.010000,57.600000,147,63,32.94,28.260000,24.120000,11.120000,5.850000,100.520000,33,29.17,22.34,73.33,24.120000,6.210000,4.680000,33,73.33,66.190000,164.68,145.620000,22.950000,6.910000,0,36.28,68,0.000000,0,34,0.000000,0.000000,0.000000,150.050000,87.5,33,73.929884,11.390000,0.000000

39,09:30-09:45,0.000000,22.950000,12.050000,11.890000,24.120000,48.240000,24.120000,24.120000,15,35.84,0.000000,75.03,29.010000,57.600000,158,67,35.24,29.270000,24.120000,12.050000,5.850000,100.520000,33,35.83,23,73.33,24.120000,5.660000,4.680000,33,73.33,66.190000,176.19,145.620000,22.950000,6.910000,0,38.16,73,0.000000,0,36,0.000000,0.000000,0.000000,150.050000,107.5,33,80.516152,12.350000,0.000000

40,09:45-10:00,0.000000,22.950000,12.940000,11.890000,24.120000,48.240000,24.120000,24.120000,14.8,35.84,0.000000,80.37,29.010000,57.600000,168,72,37.91,30.280000,24.120000,12.940000,5.850000,100.520000,33,35.83,23.34,73.33,24.120000,5.660000,4.680000,33,73.33,66.190000,189.57,145.620000,22.950000,6.910000,0,40.08,77,0.000000,0,39,0.000000,0.000000,0.000000,150.050000,107.5,33,86.897817,13.260000,0.000000

41,10:00-10:15,0.000000,22.950000,13.750000,11.790000,24.120000,48.240000,24.120000,24.120000,14.4,35.84,0.000000,85,29.010000,57.600000,179,76,40.42,26.250000,24.120000,13.750000,5.570000,100.520000,33,35.83,36.66,73.33,24.120000,5.660000,4.680000,33,73.33,66.190000,202.08,145.620000,22.950000,6.910000,0,41.66,81,0.000000,0,40,0.000000,0.000000,0.000000,150.050000,107.5,33,92.207752,14.100000,0.000000

42,10:15-10:30,0.000000,22.950000,14.450000,11.790000,24.120000,48.240000,24.120000,24.120000,14,35.84,0.000000,89.2,29.010000,57.600000,186,79,42.78,27.260000,24.120000,14.450000,5.570000,100.520000,33,35.83,38.34,73.33,24.120000,5.660000,4.680000,33,73.33,66.190000,213.88,145.620000,22.950000,6.910000,0,43.5,85,0.000000,0,42,0.000000,0.000000,0.000000,150.050000,107.5,33,96.221868,14.810000,0.000000

43,10:30-10:45,0.000000,22.950000,15.160000,11.790000,24.120000,48.240000,24.120000,24.120000,13.8,35.5,0.000000,91.54,29.010000,57.600000,189,81,44.84,27.260000,24.120000,15.160000,5.570000,100.520000,33,35.5,38.34,81.67,24.120000,5.660000,4.680000,33,81.67,66.190000,224.22,145.620000,22.950000,6.910000,0,44,89,0.000000,0,44,0.000000,0.000000,0.000000,192.980000,106.5,33,95.18911,15.530000,0.000000

44,10:45-11:00,0.000000,22.950000,15.640000,11.790000,24.120000,48.240000,24.120000,24.120000,13.8,35.5,0.000000,92.38,29.010000,57.600000,193,82,46,27.260000,24.120000,15.640000,5.570000,100.520000,33,35.5,38.34,81.67,24.120000,5.660000,4.680000,33,81.67,66.190000,230,145.620000,22.950000,6.910000,0,44.5,93,0.000000,0,47,0.000000,0.000000,0.000000,231.580000,106.5,33,97.809977,16.030000,0.000000

45,11:00-11:15,0.000000,22.950000,16.050000,11.610000,24.120000,48.240000,24.120000,24.120000,27.61,37.5,0.000000,92.49,29.010000,57.600000,193,82,46,27.260000,24.120000,16.050000,5.380000,100.520000,33,37.5,38.34,81.67,24.120000,5.430000,4.680000,33,81.67,66.190000,230,145.620000,22.950000,7.220000,0,44.5,93,0.000000,0,47,0.000000,0.000000,0.000000,272.830000,112.5,33,99.914465,16.450000,0.000000

46,11:15-11:30,0.000000,22.950000,16.210000,11.610000,24.120000,48.240000,24.120000,24.120000,29.01,37.5,0.000000,92.45,29.010000,57.600000,193,82,46,27.260000,24.120000,16.210000,5.380000,100.520000,33,37.5,38.34,81.67,24.120000,5.430000,4.680000,33,81.67,66.190000,230,145.620000,22.950000,7.220000,0,44.5,93,0.000000,0,47,0.000000,0.000000,0.000000,272.830000,112.5,33,101.103111,16.620000,0.000000

47,11:30-11:45,0.000000,22.950000,16.210000,11.610000,24.120000,48.240000,24.120000,24.120000,25.21,37.5,0.000000,92.53,29.010000,57.600000,193,82,46,27.260000,24.120000,16.210000,5.380000,77.190000,33,37.5,38.34,81.67,24.120000,5.430000,4.680000,33,81.67,66.190000,230,164.920000,22.950000,6.680000,0,44.5,93,0.000000,0,47,0.000000,0.000000,0.000000,272.830000,112.5,33,101.073882,16.620000,0.000000

48,11:45-12:00,0.000000,22.950000,16.210000,11.610000,24.120000,48.240000,24.120000,24.120000,25.41,37.5,0.000000,92.71,29.010000,57.600000,193,82,46,27.260000,24.120000,16.210000,5.380000,77.190000,33,37.5,38.34,81.67,24.120000,5.430000,4.680000,33,81.67,66.190000,230,201.530000,22.950000,6.680000,0,44.5,93,0.000000,0,47,0.000000,0.000000,0.000000,272.830000,112.5,33,100.820564,16.620000,0.000000

49,12:00-12:15,0.000000,22.950000,16.210000,11.510000,24.120000,48.240000,24.120000,24.120000,25.61,37.5,0.000000,92.81,29.010000,57.600000,193,82,46,22.210000,24.120000,16.210000,5.380000,77.190000,33,37.5,38.34,81.67,24.120000,5.660000,4.680000,33,81.67,66.190000,230,201.530000,22.950000,6.680000,0,44.5,93,0.000000,0,47,0.000000,0.000000,0.000000,272.830000,112.5,33,96.55313,16.620000,0.000000

50,12:15-12:30,0.000000,22.950000,16.210000,11.510000,24.120000,48.240000,24.120000,24.120000,26.01,37.5,0.000000,92.77,29.010000,57.600000,193,82,46,21.700000,24.120000,16.210000,5.380000,77.190000,33,37.5,38.34,81.67,24.120000,5.660000,4.680000,33,81.67,66.190000,230,201.530000,22.950000,6.680000,0,44.5,93,0.000000,0,47,0.000000,0.000000,0.000000,272.830000,112.5,33,96.562873,16.620000,0.000000

51,12:30-12:45,0.000000,22.950000,16.210000,11.510000,24.120000,48.240000,24.120000,24.120000,24.01,37.5,0.000000,92.72,29.010000,57.600000,193,82,46,21.200000,24.120000,16.210000,5.380000,77.190000,33,37.5,38.34,81.67,24.120000,5.660000,4.680000,33,81.67,115.360000,230,201.530000,22.950000,6.910000,0,44.5,93,0.000000,0,47,0.000000,0.000000,0.000000,272.830000,112.5,33,92.051864,16.620000,0.000000

52,12:45-13:00,0.000000,22.950000,16.210000,11.510000,24.120000,48.240000,24.120000,24.120000,25.41,37.5,0.000000,92.67,29.010000,57.600000,193,82,46,21.200000,24.120000,16.210000,5.380000,77.190000,33,37.5,39.66,81.67,24.120000,5.660000,4.680000,33,81.67,115.360000,230,201.530000,22.950000,6.910000,0,44.5,93,0.000000,0,47,0.000000,0.000000,0.000000,272.830000,112.5,33,87.024476,16.620000,0.000000

