Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/24072024/24072024/IEX_240723_01681,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/30042040/GNA_LT_36,NR/01072024/31072024/R2,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/19072037/LT-05,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/16072024/31072024/NR/16072024/31072024/717758,NR/30092023/26122029/SH-06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16
26,06:15-06:30,201.470000,0.000000,0.000000,0.370000,30.870000,8.210000,0.000000,12.900000,272.740000,5.380000,31.290000,96.460000,0.000000,68.080000,0.370000,12.420000,0.380000,24.120000,72.340000,15.140000,66.160000,11.810000,100.490000,48.230000,30.870000,0.000000,0.000000,96.460000,102.5,34.16,81.67,1,1,81.67,34.17,3.666376,27.66,1.16,5.83,0,1,15.8,2.92,4,0,9.09,38.62,2,2

27,06:30-06:45,201.470000,0.000000,0.000000,0.740000,30.870000,8.210000,0.000000,12.900000,272.740000,5.380000,30.280000,96.460000,0.000000,57.590000,0.740000,12.420000,0.760000,24.120000,72.340000,15.140000,66.160000,11.810000,71.550000,48.230000,30.870000,0.000000,0.000000,96.460000,102.5,34.16,81.67,5,3,81.67,34.17,5.090022,27,2,9.98,0,3,25.94,4.94,7,0,13.1,38.62,5,5

28,06:45-07:00,201.470000,0.000000,0.000000,1.080000,30.870000,8.210000,0.000000,12.900000,272.740000,5.380000,30.280000,96.460000,0.000000,57.590000,1.080000,12.420000,1.100000,24.120000,72.340000,15.140000,66.160000,11.810000,53.050000,48.230000,30.870000,0.000000,0.000000,96.460000,102.5,34.16,81.67,12,6,81.67,34.17,6.708688,26.34,3.02,15.13,0,4,33,7.94,14,0,22.03,38.62,6,8

29,07:00-07:15,201.470000,0.000000,0.000000,1.570000,14.410000,7.980000,0.000000,12.900000,272.740000,5.200000,30.280000,96.460000,0.000000,57.590000,1.570000,12.420000,1.600000,24.120000,72.340000,15.140000,66.160000,11.810000,53.050000,48.230000,30.870000,0.000000,0.000000,96.460000,102.5,34.16,81.67,20,9,81.67,34.17,8.610133,25.66,4.49,22.47,0,5,33,11,21,0,33,36.02,7,10

30,07:15-07:30,201.470000,0.000000,0.000000,2.110000,14.410000,7.980000,0.000000,12.900000,272.740000,5.200000,30.280000,96.460000,0.000000,57.590000,2.110000,12.420000,2.160000,24.120000,72.340000,15.140000,66.160000,11.810000,53.050000,48.230000,30.870000,0.000000,0.000000,96.460000,102.5,34.16,81.67,30,12,81.67,34.17,10.833361,25,6.43,32.17,0,6,33,14,28,0,33,36.02,8.5,12

31,07:30-07:45,185.150000,0.000000,0.000000,2.700000,14.410000,7.980000,0.000000,12.900000,272.740000,5.200000,31.280000,96.460000,0.000000,57.590000,2.700000,12.420000,2.770000,24.120000,72.340000,15.140000,70.320000,4.820000,53.050000,48.230000,30.870000,0.000000,0.000000,96.460000,102.5,34.16,81.67,32.67,16,81.67,34.17,18.205117,24.34,8.75,43.73,0,7,32.66,17,39,0,32.67,36.02,12.5,15

32,07:45:08:00,165.860000,0.000000,0.000000,3.510000,14.410000,7.980000,0.000000,12.900000,272.740000,5.200000,31.280000,96.460000,0.000000,57.590000,3.510000,12.420000,3.610000,24.120000,72.340000,15.140000,70.320000,4.820000,53.050000,48.230000,30.870000,0.000000,0.000000,96.460000,102.5,34.16,81.67,33,21,81.67,34.17,21.315686,23.66,10.99,54.95,0,10,33,21,49,0,33,36.02,15,20

33,08:00-08:15,165.860000,0.000000,0.000000,4.350000,14.410000,7.820000,0.000000,12.520000,272.740000,5.200000,31.280000,0.000000,0.000000,57.590000,4.350000,12.420000,4.460000,0.000000,0.000000,15.140000,70.320000,4.820000,53.050000,0.000000,30.870000,0.000000,0.000000,0.000000,102.5,34.16,81.67,33,24,81.67,34.17,24.338496,23.66,13.15,65.76,0,12,33,26,56,0,33,32.02,19,25

34,08:15-08:30,165.860000,0.000000,0.000000,5.180000,14.410000,7.820000,0.000000,12.520000,272.740000,5.200000,31.280000,0.000000,0.000000,57.590000,5.180000,12.420000,5.310000,0.000000,0.000000,15.140000,66.160000,4.820000,53.050000,0.000000,30.870000,0.000000,0.000000,0.000000,102.5,34.16,81.67,33,30,81.67,34.17,27.029772,23.66,15.78,78.92,0,15,33,32,70,0,33,32.42,22,31

35,08:30-08:45,165.860000,0.000000,0.000000,6.020000,14.410000,7.820000,0.000000,12.520000,272.740000,5.200000,31.280000,0.000000,0.000000,57.590000,6.020000,12.420000,6.170000,0.000000,0.000000,15.140000,66.160000,4.820000,53.050000,0.000000,30.870000,0.000000,0.000000,0.000000,102.5,34.16,81.67,33,30,81.67,34.17,29.457771,23.66,18.6,92.99,0,17,33,38,70,0,33,31.62,23.5,35

36,08:45:09:00,165.860000,0.000000,0.000000,6.830000,14.410000,7.820000,0.000000,12.520000,272.740000,5.200000,31.280000,0.000000,0.000000,57.590000,6.830000,12.420000,6.990000,0.000000,0.000000,15.140000,66.160000,4.820000,53.050000,0.000000,30.870000,0.000000,0.000000,0.000000,102.5,34.16,81.67,33,36,81.67,34.17,31.856517,23.66,21.43,107.14,0,20,33,43.41,84,0,33,31.82,26.5,42

37,09:00:09:15,117.630000,0.000000,0.000000,7.550000,14.410000,7.450000,0.000000,12.520000,272.740000,5.010000,31.290000,0.000000,0.000000,57.590000,7.550000,12.420000,7.740000,0.000000,0.000000,15.140000,70.320000,4.820000,53.050000,0.000000,30.870000,0.000000,0.000000,0.000000,80,26.66,66.67,33,40,66.67,26.67,35.68866,23.34,24.05,120.25,0,22,33,49.86,95,0,33,32.02,28.5,46

38,09:15-09:30,109.960000,0.000000,0.000000,8.250000,14.410000,7.450000,0.000000,12.520000,272.740000,5.010000,31.290000,0.000000,0.000000,57.590000,8.250000,12.420000,8.450000,0.000000,0.000000,15.140000,70.320000,4.820000,53.050000,0.000000,30.870000,0.000000,0.000000,0.000000,81,27,67.33,33,43,67.33,27,37.170812,23.66,26.42,132.09,0,25,33,55.44,102,0,33,32.02,29.5,52

39,09:30-09:45,109.960000,0.000000,0.000000,9.980000,22.640000,7.450000,0.000000,12.520000,231.500000,5.010000,30.280000,0.000000,0.000000,57.590000,9.980000,12.420000,10.230000,0.000000,0.000000,15.140000,70.320000,4.820000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,82,27.34,67.67,33,49,67.67,27.33,38.184916,27,28.67,143.35,0,27,33,61,116,0,33,27.01,35.5,57

40,09:45-10:00,109.960000,0.000000,0.000000,10.700000,22.640000,7.450000,0.000000,12.520000,192.920000,5.010000,30.780000,0.000000,0.000000,57.590000,10.700000,12.420000,10.960000,0.000000,0.000000,15.140000,70.320000,4.820000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,83,27.66,68,33,55,68,27.67,38.857735,27.34,30.86,154.28,0,29,33,65,130,0,33,27.41,36.5,61

41,10:00-10:15,109.960000,0.000000,0.000000,11.570000,22.640000,7.450000,0.000000,12.520000,192.920000,5.010000,31.280000,0.000000,0.000000,57.590000,11.570000,12.420000,11.850000,0.000000,0.000000,15.140000,70.320000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,85,28.34,68.33,33,54,68.33,28.33,38.721221,23.34,37.17,185.87,0,29,33,70,126,0,33,27.81,37.5,61

42,10:15-10:30,109.960000,0.000000,0.000000,12.330000,22.640000,7.450000,0.000000,12.520000,192.920000,5.010000,31.280000,0.000000,0.000000,57.590000,12.330000,12.420000,12.630000,0.000000,0.000000,15.140000,70.320000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,87.5,29.16,69.33,33,58,69.33,29.17,39.949847,24.34,39.39,196.96,0,32,33,74,137,0,33,28.21,39.5,66

43,10:30-10:45,109.960000,0.000000,0.000000,12.960000,22.640000,7.450000,0.000000,12.520000,192.920000,5.010000,30.280000,0.000000,0.000000,57.590000,12.960000,12.420000,13.280000,0.000000,0.000000,15.140000,70.320000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,90,30,70,33,39,70,30,33.874974,25,41.66,208.29,0,15,33,77,91,0,33,23.61,40.5,30

44,10:45-11:00,109.960000,0.000000,0.000000,13.410000,22.640000,7.450000,0.000000,12.520000,231.500000,5.010000,30.280000,0.000000,0.000000,57.590000,13.410000,12.420000,13.740000,0.000000,0.000000,15.140000,70.320000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,92.5,30.84,71.67,33,42,71.67,30.83,35.942186,25.66,43.76,218.8,0,16,33,80,98,0,33,24.01,41.5,34

45,11:00-11:15,109.960000,0.000000,0.000000,13.790000,22.640000,7.220000,0.000000,12.250000,231.500000,4.820000,30.280000,0.000000,0.000000,57.590000,13.790000,12.420000,14.130000,0.000000,0.000000,15.140000,66.160000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,95,31.66,73.33,33,42,73.33,31.67,38.750474,21.66,45.83,229.17,0,18,33,82,98,0,33,18,42.5,37

46,11:15-11:30,109.960000,0.000000,0.000000,13.920000,22.640000,7.220000,0.000000,12.250000,272.740000,4.820000,30.790000,0.000000,0.000000,57.590000,13.920000,12.420000,14.280000,0.000000,0.000000,15.140000,66.160000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,97.5,32.5,75,33,45,75,32.5,41.851292,22,45.83,229.17,0,19,33,85,105,0,33,18.2,42.5,41

47,11:30-11:45,109.960000,0.000000,0.000000,14.030000,22.640000,7.220000,0.000000,12.250000,231.500000,4.820000,29.280000,0.000000,0.000000,57.590000,14.030000,12.420000,14.380000,0.000000,0.000000,15.140000,70.320000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,100,33.34,75,33,60,75,33.33,44.211034,22.34,45.83,229.17,0,32,33,85,140,0,33,18.4,43.5,68

48,11:45-12:00,109.960000,0.000000,0.000000,14.140000,22.640000,7.220000,0.000000,12.250000,192.920000,4.820000,29.280000,0.000000,0.000000,57.590000,14.140000,12.420000,14.500000,0.000000,0.000000,15.140000,70.320000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,75,33,60,75,34.17,46.453764,22.34,45.83,229.17,0,32,33,86,140,0,33,19,43.5,68

49,12:00-12:15,109.960000,0.000000,0.000000,14.150000,22.640000,7.510000,0.000000,12.250000,192.920000,4.820000,29.280000,0.000000,0.000000,57.590000,14.150000,12.420000,14.510000,0.000000,0.000000,15.140000,70.320000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,75,33,66,75,34.17,36.283471,28.34,45.83,229.17,0,36,33,86,154,0,33,15,43.5,74

50,12:15-12:30,109.960000,0.000000,0.000000,14.180000,22.640000,7.510000,0.000000,12.250000,231.500000,4.820000,29.280000,0.000000,0.000000,57.590000,14.180000,12.420000,14.540000,0.000000,0.000000,15.140000,70.320000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,75,33,66,75,34.17,38.097157,29,45.83,229.17,0,36,33,86,154,0,33,15.6,43.5,74

51,12:30-12:45,109.960000,0.000000,0.000000,14.210000,22.640000,7.510000,0.000000,12.250000,231.500000,4.820000,29.280000,0.000000,0.000000,57.590000,14.210000,12.420000,14.560000,0.000000,0.000000,15.140000,70.320000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,75,33,67,75,34.17,40.310634,30,45.83,229.17,0,36,33,86,158,0,33,16.6,43.5,74

52,12:45-13:00,109.960000,0.000000,0.000000,14.230000,22.640000,7.510000,0.000000,12.250000,192.920000,4.820000,29.280000,0.000000,0.000000,57.590000,14.230000,12.420000,14.590000,0.000000,0.000000,15.140000,70.320000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,75,33,69,75,34.17,41.73428,30,45.83,229.17,0,36,33,86,161,0,33,18.6,43.5,74

53,13:00-13:15,109.960000,0.000000,0.000000,14.180000,22.640000,8.050000,0.000000,12.250000,150.000000,4.820000,29.280000,0.000000,0.000000,57.590000,14.180000,12.420000,14.540000,0.000000,0.000000,15.140000,70.320000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,75,33,76,75,34.17,42.387597,33.34,45.83,229.17,0,40,33,83,179,0,33,16,42.5,85

54,13:15-13:30,109.960000,0.000000,0.000000,14.130000,22.640000,8.050000,0.000000,12.250000,150.000000,4.820000,29.280000,0.000000,0.000000,57.590000,14.130000,12.420000,14.490000,0.000000,0.000000,15.140000,70.320000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,75,33,76,75,34.17,42.153573,33.34,45.83,229.17,0,40,33,82,179,0,33,17,42.5,85

55,13:30-13:45,109.960000,0.000000,0.000000,14.090000,22.640000,8.050000,0.000000,12.250000,192.920000,4.820000,29.280000,0.000000,0.000000,57.590000,14.090000,12.420000,14.440000,0.000000,0.000000,15.140000,66.160000,3.860000,53.050000,0.000000,22.640000,0.000000,0.000000,0.000000,102.5,34.16,75,33,76,75,34.17,30.657144,33.34,45.83,229.17,0,39,33,82,179,0,33,18,42.5,83

