Block,Time,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/02122045/L_NR_2021_13,NR/01032024/22032024/HP-59,WR/01102023/01102023/L_NR_2022_09,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01102023/15082037/GNA_NR_2012_01,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/02012046/L_NR_2021_17,NR/01102023/05012040/L_NR_2020_02,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_02,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,NR/01032024/31032024/SJVN010324NR1588,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01032024/15032024/HP-62,NR/01032024/22032024/HP-56,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31032024/ ChanjuII,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04)
61,15:00-15:15,229.17,90,9.14,28.88,45.83,0.000000,16.67,48.14,53.910000,96.27,0,1.430000,45,9.17,92.52,116.100561,27.5,96.27,188,32.39,9.16,0,40.6,113.600000,16.67,32.38,32.38,7.21,24.07,0,80,144.405000,48.140000,15.590000,26.190000,15.590000,33.020000,0.000000,0.000000,148.910000,33.690000,0.000000,1.070000,3.220000,15.980000,30.810000,0.850000,18.290000

62,15:15-15:30,225.3,83,8.73,28.88,45.06,0.000000,16,48.14,53.910000,96.27,0,1.430000,42,8.33,90.82,108.11141,25,96.27,176,32.39,8.34,0,38.5,113.600000,16,32.38,32.38,7.21,24.07,0,75,144.405000,48.140000,14.820000,26.190000,14.820000,33.020000,0.000000,0.000000,173.290000,33.690000,0.000000,1.070000,3.220000,15.190000,30.810000,0.850000,19.250000

63,15:30-15:45,212.8,77,8.42,28.88,42.56,0.000000,15.67,48.14,53.910000,96.27,0,1.430000,38,7.5,84.66,99.382703,22.5,96.27,163,32.39,7.5,0,36.3,113.600000,15.67,32.38,32.38,7.21,24.07,0,70,144.405000,48.140000,11.840000,26.190000,11.840000,33.020000,0.000000,0.000000,192.540000,33.690000,0.000000,1.070000,3.220000,12.140000,30.810000,0.930000,20.220000

64,15:45-16:00,196.13,70,7.94,28.88,39.23,0.000000,15.33,48.14,53.910000,96.27,0,1.430000,35,7.5,78.5,89.749013,22.5,96.27,148,32.39,7.5,0,33.2,113.600000,15.33,32.38,32.38,7.21,24.07,0,64,144.405000,48.140000,10.870000,26.190000,10.870000,33.020000,0.000000,0.000000,192.540000,33.690000,0.000000,1.070000,3.220000,11.140000,30.810000,0.930000,20.220000

65,16:00-16:15,179.47,60,7.86,0,35.89,0.000000,15,48.14,53.910000,96.27,0,1.430000,30,7.5,70.93,79.667697,22.5,96.27,133,32.39,7.5,16.56,30.4,113.600000,15,32.38,32.38,7.21,0,0,57,144.405000,48.140000,9.980000,26.190000,9.980000,33.020000,0.000000,0.000000,211.790000,33.690000,0.000000,1.070000,3.310000,10.230000,30.810000,0.930000,21.180000

66,16:15-16:30,158.63,51,7.77,0,31.73,0.000000,15,48.14,53.910000,96.27,0,1.430000,25,7.33,62.59,69.148486,22,96.27,116,32.39,7.34,16.56,27,131.330000,15,32.38,32.38,7.21,0,0,49,144.405000,48.140000,8.660000,26.190000,8.660000,33.020000,0.000000,0.000000,231.050000,33.690000,0.000000,1.070000,3.310000,8.880000,30.810000,0.930000,21.180000

67,16:30-16:45,143.28,42,7.54,0,28.65,0.000000,15,48.14,53.910000,96.27,0,1.430000,21,7.5,53.73,58.687661,22.5,96.27,97,32.39,7.5,16.56,23.3,160.210000,15,32.38,32.38,7.21,0,0,41,144.405000,48.140000,7.340000,26.190000,7.340000,37.270000,0.000000,0.000000,250.300000,33.690000,0.000000,1.070000,3.310000,7.530000,30.810000,0.930000,22.140000

68,16:45-17:00,125.04,33,7.48,0,25.01,0.000000,15,48.14,53.910000,96.27,0,1.430000,17,7.5,44.65,46.796379,22.5,96.27,78,32.39,7.5,16.56,19.5,206.010000,15,32.38,32.38,7.21,0,0,34,144.405000,48.140000,6.030000,24.490000,6.030000,57.740000,0.000000,0.000000,270.760000,46.070000,0.000000,1.070000,3.310000,6.170000,30.810000,0.930000,22.140000

69,17:00-17:15,106.57,25,7.35,0,21.31,0.000000,15,48.14,53.910000,96.27,0,1.390000,13,7.33,34.8,34.788325,22,96.27,64,28.38,7.34,0,15,186.750000,15,31.01,33,7.21,0,0,27,144.405000,48.140000,4.590000,26.190000,4.590000,47.170000,0.000000,0.000000,270.760000,48.010000,0.000000,1.070000,3.400000,4.710000,30.810000,0.930000,22.140000

70,17:15-17:30,85.23,16,7.32,0,17.05,0.000000,15,48.14,82.790000,96.27,0,1.390000,8,7.33,26.82,23.383593,22,96.27,49,10.98,7.34,0,10,186.750000,15,13.66,25,7.21,0,0,21,144.405000,48.140000,3.150000,26.190000,3.150000,42.930000,0.000000,0.000000,270.760000,48.010000,0.000000,1.070000,3.400000,3.230000,30.810000,0.930000,23.100000

71,17:30-17:45,63.78,10,7.16,0,12.76,0.000000,15,48.14,99.750000,96.27,0,1.390000,5,7.33,21.74,14.041833,22,96.27,35,8.54,7.34,0,8,206.010000,15,7,7,7.21,0,0,15,144.405000,48.140000,1.820000,26.190000,1.820000,38.680000,0.000000,0.000000,270.760000,53.080000,0.000000,1.070000,3.400000,1.860000,30.810000,0.930000,24.070000

72,17:45-18:00,40.7,7,7.2,0,8.14,0.000000,15,48.14,99.750000,96.27,0,1.390000,3,7.33,16.74,7.755607,22,96.27,18,3.42,7.34,0,4,206.010000,15,1,1,7.21,0,0,7,144.405000,48.140000,1.170000,26.190000,1.170000,34.440000,0.000000,0.000000,270.760000,53.080000,0.000000,1.070000,3.400000,1.190000,30.810000,0.930000,24.070000

73,18:00-18:15,22.53,3,7.16,0,4.5,0.000000,15,96.27,99.750000,96.27,0,1.390000,1,7.33,11.82,3.69778,22,96.27,7,0,7.34,0,3,186.750000,15,0,0,7.21,0,0,3,144.405000,48.140000,0.660000,26.690000,0.660000,33.020000,0.000000,0.000000,270.760000,53.080000,0.000000,1.070000,3.400000,0.670000,26.690000,0.970000,24.070000

74,18:15-18:30,12.68,0,7.19,0,2.53,0.000000,15,96.27,99.750000,96.27,0,1.390000,0,7.33,5.08,0.856328,22,96.27,1,0,7.34,0,2,186.750000,15,0,0,7.21,0,0,1,144.405000,48.140000,0.290000,26.690000,0.290000,47.170000,0.000000,0.000000,270.760000,53.080000,0.000000,1.070000,3.400000,0.300000,26.690000,0.970000,25.030000

75,18:30-18:45,5.63,0,7.1,0,1.13,0.000000,15,96.27,99.750000,96.27,0,1.390000,0,7.33,2.5,0,22,96.27,1,0,7.34,0,1,236.820000,15,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,25.400000,0.000000,51.420000,0.000000,0.000000,270.760000,65.460000,0.000000,1.070000,3.400000,0.000000,25.400000,0.970000,25.990000

76,18:45-19:00,1.11,0,7.05,0,0.22,0.000000,15,96.27,99.750000,96.27,0,1.390000,0,7.33,0,0,22,96.27,0,0,7.34,0,0,236.820000,15,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,25.400000,0.000000,55.660000,0.000000,0.000000,270.760000,65.460000,0.000000,1.070000,3.400000,0.000000,25.400000,0.970000,25.990000

77,19:00-19:15,0,0,7.25,0,0,0.000000,15,96.27,99.750000,96.27,0,1.390000,0,7.5,0,0,22.5,96.27,0,0,7.5,0,0,236.820000,15,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,18.190000,0.000000,57.740000,0.000000,0.000000,270.760000,65.460000,0.000000,1.030000,3.490000,0.000000,18.190000,0.970000,25.990000

78,19:15-19:30,0,0,7.47,0,0,0.000000,15,96.27,99.750000,96.27,0,1.390000,0,7.67,0,0,23,96.27,0,0,7.66,0,0,236.820000,15,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,18.190000,0.000000,57.740000,0.000000,0.000000,270.760000,65.460000,0.000000,1.030000,3.490000,0.000000,18.190000,0.970000,25.990000

79,19:30-19:45,0,0,7.62,0,0,0.000000,15,96.27,99.750000,96.27,0,1.390000,0,7.83,0,0,23.5,96.27,0,0,7.84,0,0,236.820000,15,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,18.190000,0.000000,57.740000,0.000000,0.000000,270.760000,65.460000,0.000000,1.110000,3.490000,0.000000,18.190000,0.970000,25.030000

80,19:45-20:00,0,0,7.75,0,0,0.000000,15.64,96.27,99.750000,96.27,0,1.390000,0,8.17,0,0,24.5,96.27,0,0,8.16,0,0,236.820000,15.64,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,24.550000,0.000000,57.740000,0.000000,0.000000,270.760000,65.460000,0.000000,1.110000,3.490000,0.000000,24.550000,0.970000,25.030000

81,20:00-20:15,0,0,7.86,0,0,0.000000,17.09,96.27,99.750000,96.27,0,1.340000,0,7.83,0,0,23.5,96.27,0,0,7.84,0,0,236.820000,17.09,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,57.740000,0.000000,0.000000,270.760000,65.460000,0.000000,1.110000,3.490000,0.000000,26.690000,0.970000,25.030000

82,20:15-20:30,0,0,7.97,0,0,0.000000,19.47,96.27,99.750000,96.27,0,1.340000,0,7.83,0,0,23.5,96.27,0,0,7.84,0,0,236.820000,19.47,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,57.740000,0.000000,0.000000,270.760000,65.460000,0.000000,1.110000,3.490000,0.000000,26.690000,0.970000,25.030000

83,20:30-20:45,0,0,8.16,0,0,0.000000,25,96.27,99.750000,96.27,0,1.340000,0,8.17,0,0,24.5,96.27,0,0,8.16,0,0,236.820000,25,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,57.740000,0.000000,0.000000,270.760000,65.460000,0.000000,1.110000,3.490000,0.000000,26.690000,0.970000,25.030000

84,20:45-21:00,0,0,8.38,0,0,0.000000,25.67,96.27,99.750000,96.27,0,1.340000,0,8.5,0,0,25.5,96.27,0,0,8.5,0,0,236.820000,25.67,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,57.740000,0.000000,0.000000,270.760000,65.460000,0.000000,1.110000,3.490000,0.000000,26.690000,0.970000,25.030000

85,21:00-21:15,0,0,8.82,0,0,0.000000,26.33,96.27,99.750000,96.27,0,1.340000,0,9.33,0,0,28,96.27,0,0,9.34,0,0,236.820000,26.33,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,47.170000,0.000000,0.000000,270.760000,76.330000,0.000000,1.070000,3.580000,0.000000,26.690000,0.970000,25.030000

86,21:15-21:30,0,0,9.24,0,0,0.000000,27,96.27,99.750000,96.27,0,1.340000,0,10,0,0,30,96.27,0,0,10,0,0,236.820000,27,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,57.740000,0.000000,0.000000,270.760000,76.330000,0.000000,1.070000,3.580000,0.000000,26.690000,0.970000,25.030000

87,21:30-21:45,0,0,14.62,0,0,0.000000,40.09,96.27,99.750000,96.27,0,1.340000,0,16.5,0,0,49.5,96.27,0,0,16.5,0,0,236.820000,40.09,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,47.170000,0.000000,0.000000,270.760000,76.330000,0.000000,1.070000,3.580000,0.000000,26.690000,0.970000,25.030000

88,21:45-22:00,0,0,14.45,0,0,0.000000,39.33,96.27,99.750000,96.27,0,1.340000,0,16.5,0,0,49.5,96.27,0,0,16.5,0,0,236.820000,39.33,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,33.020000,0.000000,0.000000,270.760000,76.330000,0.000000,1.070000,3.580000,0.000000,26.690000,0.970000,25.030000

89,22:00-22:15,0,0,14.42,0,0,32.760000,38.67,96.27,99.750000,96.27,0,1.300000,0,16.17,0,0,48.5,96.27,0,0,16.16,0,0,188.080000,38.67,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,33.020000,98.210000,76.530000,270.760000,57.400000,0.000000,1.110000,3.580000,0.000000,26.690000,0.930000,25.030000

90,22:15-22:30,0,0,14.27,0,0,32.760000,38.48,96.27,99.750000,96.27,0,1.300000,0,15.67,0,0,47,96.27,0,0,15.66,0,0,188.080000,38.48,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,47.170000,98.210000,76.530000,270.760000,57.400000,0.000000,1.110000,3.580000,0.000000,26.690000,0.930000,25.030000

91,22:30-22:45,0,0,12.12,0,0,32.760000,30,96.27,70.870000,96.27,0,1.300000,0,12.33,0,0,37,96.27,0,0,12.34,0,0,188.080000,30,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,33.020000,98.210000,76.530000,270.760000,57.400000,0.000000,1.110000,3.580000,0.000000,26.690000,0.930000,25.990000

92,22:45-23:00,0,0,11.9,0,0,32.760000,29.96,96.27,52.950000,96.27,0,1.300000,0,12.17,0,0,36.5,96.27,0,0,12.16,0,0,188.080000,29.96,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,33.020000,98.210000,76.530000,270.760000,57.400000,0.000000,1.110000,3.580000,0.000000,26.690000,0.930000,25.990000

93,23:00-23:15,0,0,11.82,0,0,32.760000,29.67,96.27,52.950000,96.27,0,1.300000,0,12,0,0,36,96.27,0,0,12,0,0,236.820000,29.67,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,33.020000,98.210000,76.530000,270.760000,57.400000,0.000000,1.070000,3.580000,0.000000,26.690000,0.930000,25.990000

94,23:15-23:30,0,0,10.81,0,0,32.760000,29.15,96.27,52.950000,96.27,0,1.300000,0,11.83,0,0,35.5,96.27,0,0,11.84,0,0,236.820000,29.15,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,33.020000,98.210000,76.530000,270.760000,57.400000,0.000000,1.070000,3.580000,0.000000,26.690000,0.930000,25.990000

95,23:30-23:45,0,0,10.81,0,0,32.760000,29.11,96.27,52.950000,96.27,0,1.300000,0,12,0,0,36,96.27,0,0,12,0,0,236.820000,29.11,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,33.020000,98.210000,76.530000,270.760000,57.400000,0.000000,1.070000,3.580000,0.000000,26.690000,0.930000,25.990000

96,23:45-24:00,0,0,10.16,0,0,32.760000,29,96.27,52.950000,96.27,0,1.300000,0,11.83,0,0,35.5,96.27,0,0,11.84,0,0,236.820000,29,0,0,7.21,0,0,0,144.405000,48.140000,0.000000,26.690000,0.000000,33.020000,98.210000,76.530000,270.760000,57.400000,0.000000,1.070000,3.580000,0.000000,26.690000,0.930000,25.990000

