Block,Time Block,KOTESHWR,NAPP,KKNPPU2,KUDGI,KOLDAM,NJPC,MAPS,NLCIIST2,NLCEXP,NLCIIST1,PARBATI3,NLCTS2EXP,NNTPP,NTPL,PARBATI2,BSIUL,BRBCL,CHAMERA1,KHSTPP-II,KKNP,KISHANGANGA,AURY_LF,DADRI_GF,DADRI_RF,DADRI_CRF,AURY_RF,DADRI_LF,URI,AURY_CRF,ANTA_CRF,UNCHAHAR1,VALLURNTECL,ANTA_RF,UNCHAHAR4,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,ANTA_GF,UNCHAHAR2,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,SALAL,SEWA2,TEHRI,SIMHST1,SINGRAULI_HYDRO,TALA,SIMHST2,TANDA2,SASAN,SINGRAULI,TANAKPUR,TelanganaSTPP,TALST2,DHAULIGNGA,FSTPP I & II,DULHASTI,RSTPSU1TO6,RIHAND1,RSTPSU7,RIHAND3,RIHAND2,DADRT2,CHAMERA2,CHAMERA3,RAPPD,RAMPUR,RAPPC,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
18,04:15-04:30,10.07,25,0,0,4.62,106.83,0,0,0,0,37.03,0,0,0,29.02,12.59,14.48,27.15,131.25,0,8.33,0,0,0,0,0,0,50.54,0,0,13.43,0,0,0.97,18.61,0,17.24,0,0,28.77,256.09,0,0,34.78,25.54,0,30.2,0,0.95,0,0,2.93,332.3,143.32,0.49,0,0,10.57,16.1,57.44,0,92.98,0,125.14,119.26,48.71,47.12,22.52,21.26,4.25,66.83,0,0,0,0,0,0

19,04:30-04:45,10.07,25,0,0,4.62,106.83,0,0,0,0,37.03,0,0,0,29.02,12.59,14.48,27.15,131.25,0,8.33,0,0,0,0,0,0,50.54,0,0,13.43,0,0,0.97,18.61,0,17.24,0,0,28.77,256.09,0,0,34.78,25.54,0,30.2,0,0.95,0,0,2.93,332.3,143.32,0.49,0,0,10.57,16.1,57.44,0,92.98,0,125.14,119.26,48.71,47.12,22.52,21.26,4.25,66.83,0,0,0,0,0,0

20,04:45-05:00,10.07,25,0,0,4.21,106.83,0,0,0,0,37.03,0,0,0,29.02,12.59,14.48,27.15,123.53,0,8.33,0,0,0,0,0,0,50.54,0,0,13.43,0,0,0.97,18.61,0,17.24,0,0,28.77,256.09,0,0,34.78,25.54,0,30.2,0,0.95,0,0,2.93,332.3,143.32,0.49,0,0,10.57,16.1,57.44,0,92.98,0,125.14,119.26,48.71,47.12,22.52,21.26,4.25,66.83,0,0,0,0,0,0

21,05:00-05:15,10.07,25,0,0,4.21,118.93,0,0,0,0,37.03,0,0,0,29.02,12.59,14.48,27.15,114.84,0,8.33,0,0,0,0,0,0,50.54,0,0,13.43,0,0,0.97,18.61,0,17.24,0,0,28.77,256.09,0,0,34.78,25.54,12.17,30.2,0,0.95,0,0,2.93,332.3,143.32,0.49,0,0,21.12,16.1,57.44,0,92.98,0,125.14,119.26,88.32,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

22,05:15-05:30,10.07,25,0,0,4.21,118.93,0,0,0,0,37.03,0,0,0,29.02,12.59,14.48,27.15,114.84,0,8.33,0,0,0,0,0,0,50.54,0,0,13.43,0,0,0.97,18.61,0,17.24,0,0,28.77,256.09,0,0,34.78,25.54,12.17,30.2,0,0.95,0,0,2.93,332.3,143.32,0.49,0,0,21.12,16.1,57.44,0,92.98,0,125.14,119.26,88.32,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

23,05:30-05:45,10.07,25,0,0,4.21,118.93,0,0,0,0,32.59,0,0,0,29.02,12.59,14.48,27.15,114.84,0,8.33,0,0,0,0,0,0,36.23,0,0,13.43,0,0,0.97,18.61,0,17.24,0,0,28.77,256.09,0,0,34.78,64.5,12.17,30.2,0,0.95,0,0,2.93,332.3,143.32,6.05,0,0,21.12,16.1,57.44,0,92.98,0,125.14,119.26,88.32,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

24,05:45-06:00,10.07,25,0,0,4.21,118.93,0,0,0,0,32.59,0,0,0,29.02,12.59,14.48,27.15,114.84,0,8.33,0,0,0,0,0,0,36.23,0,0,16.8,0,0,0.97,18.61,0,21.19,0,0,33.6,256.09,0,0,34.78,64.5,12.17,30.2,0,0.95,0,0,2.93,332.3,143.32,6.05,0,0,21.12,16.1,57.44,0,92.98,0,125.14,119.26,88.32,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

25,06:00-06:15,10.07,25,0,0,4.21,118.93,0,0,0,0,32.59,0,0,0,29.02,12.59,14.48,27.15,114.84,0,8.33,0,0,0,0,0,0,51.15,0,0,16.8,0,0,0.97,18.61,0,21.19,0,0,33.6,256.09,0,0,34.78,64.5,12.17,30.2,0,0.95,0,0,2.93,332.3,143.32,6.05,0,0,21.12,16.1,57.44,0,92.98,0,125.14,119.26,88.32,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

26,06:15-06:30,10.07,25,0,0,4.21,118.93,0,0,0,0,32.59,0,0,0,29.02,12.59,14.48,27.15,114.84,0,8.33,0,0,0,0,0,0,51.15,0,0,13.43,0,0,0.97,18.61,0,17.24,0,0,28.77,256.09,0,0,34.78,64.5,12.17,30.2,0,0.95,0,0,2.93,332.3,143.32,6.05,0,0,21.12,16.1,57.44,0,92.98,0,125.14,119.26,88.32,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

27,06:30-06:45,10.07,25,0,0,4.21,118.93,0,0,0,0,32.59,0,0,0,29.02,12.59,19.31,27.15,114.84,0,8.33,0,0,0,0,0,0,51.15,0,0,13.43,0,0,0.97,0,0,17.24,0,0,28.77,256.09,0,0,34.78,64.5,12.17,30.2,0,0.95,0,0,2.93,332.3,128.66,0.49,0,0,21.12,16.1,57.44,0,63.87,0,125.14,94.66,87.84,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

28,06:45-07:00,10.07,25,0,0,4.21,118.93,0,0,0,0,32.59,0,0,0,29.02,12.59,19.31,27.15,114.84,0,8.33,0,0,0,0,0,0,51.15,0,0,13.43,0,0,0.97,0,0,17.24,0,0,28.77,256.09,0,0,29.02,64.5,12.17,30.2,0,0.95,0,0,2.93,332.3,128.66,0.49,0,0,21.12,12.84,57.44,0,63.87,0,91.47,94.66,84.95,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

29,07:00-07:15,10.07,25,0,0,4.21,118.93,0,0,0,0,32.59,0,0,0,29.02,12.59,15.37,24.4,114.84,0,8.33,0,0,0,0,0,0,51.15,0,0,13.43,0,0,0.97,0,0,17.24,0,0,28.77,256.09,0,0,29.02,76.63,12.17,30.2,0,0.95,0,0,2.93,332.3,128.66,0.49,0,0,21.12,12.84,57.44,0,63.87,0,91.47,94.66,80.12,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

30,07:15-07:30,10.07,25,0,0,4.21,118.93,0,0,0,0,32.59,0,0,0,29.02,12.59,14.48,24.4,114.84,0,8.33,0,0,0,0,0,0,51.15,0,0,13.43,0,0,0.97,0,0,17.24,0,0,28.77,256.09,0,0,29.02,76.63,6.08,30.83,0,0.95,0,0,2.93,332.3,128.66,0.49,0,0,21.12,12.84,57.44,0,63.87,0,91.47,94.66,76.26,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

31,07:30-07:45,10.07,25,0,0,4.21,118.93,0,0,0,0,32.59,0,0,0,29.02,18.88,14.48,13.56,95.05,0,8.33,0,0,0,0,0,0,50.54,0,0,13.43,0,0,0.97,0,0,17.24,0,0,28.77,256.09,0,0,29.02,76.63,0,30.2,0,0.95,0,0,2.93,332.3,128.66,0.49,0,0,21.12,12.84,57.44,0,63.87,0,91.47,94.66,48.71,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

32,07:45-08:00,10.07,25,0,0,4.21,118.93,0,0,0,0,32.59,0,0,0,29.02,18.88,14.48,12.76,95.05,0,8.33,0,0,0,0,0,0,50.54,0,0,11.9,0,0,0.97,0,0,16.36,0,0,23.89,241.6,0,0,29.02,76.63,0,30.2,0,0.95,0,0,2.93,332.3,128.66,0.49,0,0,21.12,12.84,57.44,0,63.87,0,91.47,94.66,48.71,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

33,08:00-08:15,10.07,25,0,0,2.1,118.93,0,0,0,0,32.59,0,0,0,29.02,18.88,14.48,11.44,95.05,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,0,0,16.36,0,0,23.89,241.6,0,0,29.02,76.63,0,21.07,0,0.95,0,0,2.93,332.3,128.66,0.49,0,0,21.12,12.84,57.44,0,63.87,0,125.14,94.66,48.71,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

34,08:15-08:30,10.07,25,0,0,2.09,118.93,0,0,0,0,32.59,0,0,0,29.02,18.88,14.48,0,95.05,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,0,0,16.36,0,0,23.89,241.6,0,0,29.02,76.63,0,10.53,0,0.95,0,0,2.93,332.3,128.66,0.49,0,0,21.12,12.84,57.44,0,63.87,0,125.14,94.66,48.71,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

35,08:30-08:45,10.07,25,0,0,0,118.93,0,0,0,0,32.59,0,0,0,29.02,18.88,14.48,0,95.05,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,23.89,241.6,0,0,29.02,76.63,0,10.53,0,0.95,0,0,2.93,332.3,128.66,1.73,0,0,10.57,12.84,57.44,0,63.87,0,125.14,119.26,48.71,47.12,22.52,21.26,4.72,66.83,0,0,0,0,0,0

36,08:45-09:00,10.07,25,0,0,0,118.93,0,0,0,0,32.59,0,0,0,29.02,18.88,14.48,0,95.05,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,23.89,241.6,0,0,29.02,76.63,0,0,0,0.95,0,0,2.93,332.3,128.66,1.73,0,0,10.57,12.84,57.44,0,63.87,0,125.14,119.26,48.71,31.4,22.52,21.26,4.72,66.83,0,0,0,0,0,0

37,09:00-09:15,10.07,25,0,0,0,118.93,0,0,0,0,22.22,0,0,0,29.02,18.88,14.48,0,95.05,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,23.89,241.6,0,0,29.02,76.63,0,0,0,0.95,0,0,2.93,332.3,142.61,1.73,0,0,10.57,12.84,57.44,0,63.87,0,125.14,119.26,48.71,31.4,22.52,21.26,4.72,66.83,0,0,0,0,0,0

38,09:15-09:30,10.07,25,0,0,0,118.93,0,0,0,0,22.22,0,0,0,29.02,18.88,14.48,0,95.05,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,23.89,241.6,0,0,29.02,76.63,0,0,0,0.95,0,0,2.93,332.3,143.32,1.73,0,0,10.57,12.84,57.44,0,63.87,0,125.14,119.26,48.71,31.4,22.52,21.26,4.72,66.83,0,0,0,0,0,0

39,09:30-09:45,10.07,25,0,0,0,118.93,0,0,0,0,22.22,0,0,0,29.02,18.88,14.48,0,114.84,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,23.89,241.6,0,0,29.02,76.63,0,0,0,0.95,0,0,2.93,332.3,143.32,1.73,0,0,0,12.84,57.44,0,91.76,0,125.14,119.26,48.71,31.4,22.52,21.26,4.72,66.83,0,0,0,0,0,0

40,09:45-10:00,10.07,25,0,0,0,118.93,0,0,0,0,22.22,0,0,0,29.02,12.59,14.48,0,114.84,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,23.89,241.6,0,0,29.02,76.63,0,0,0,0.95,0,0,2.93,332.3,143.32,1.73,0,0,0,12.84,57.44,0,92.98,0,125.14,119.26,48.71,31.4,22.52,21.26,4.72,66.83,0,0,0,0,0,0

41,10:00-10:15,10.07,25,0,0,0,91.91,0,0,0,0,22.22,0,0,0,29.02,12.59,14.48,0,114.84,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,23.89,241.6,0,0,29.02,80.77,0,0,0,0.95,0,0,2.93,332.3,128.66,0.49,0,0,0,12.84,57.44,0,63.87,0,91.47,94.66,48.71,31.4,22.52,21.26,3.64,66.83,0,0,0,0,0,0

42,10:15-10:30,10.07,25,0,0,0,70.28,0,0,0,0,22.22,0,0,0,29.02,12.59,14.48,0,114.84,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,23.89,241.6,0,0,29.02,80.77,0,0,0,0.95,0,0,2.93,332.3,128.66,0.49,0,0,0,12.84,57.44,0,63.87,0,91.47,94.66,48.71,31.4,33.81,21.26,2.8,66.83,0,0,0,0,0,0

43,10:30-10:45,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,114.84,0,8.33,0,0,0,0,0,0,51.15,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,23.89,241.6,0,0,29.02,80.77,0,0,0,0.95,0,0,2.93,332.3,143.32,0.49,0,0,0,12.84,57.44,0,63.87,0,125.14,119.26,48.71,31.4,33.81,21.26,2.8,66.83,0,0,0,0,0,0

44,10:45-11:00,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,114.84,0,8.33,0,0,0,0,0,0,51.15,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,23.89,241.6,0,0,29.02,80.77,0,0,0,0.95,0,0,2.93,332.3,143.32,0.49,0,0,0,12.84,57.44,0,63.87,0,125.14,119.26,48.71,31.4,33.81,21.26,2.8,66.83,0,0,0,0,0,0

45,11:00-11:15,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,95.44,0,8.33,0,0,0,0,0,0,51.15,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,29.02,80.77,0,0,0,0.95,0,0,3.87,332.3,143.32,1.11,0,0,0,12.84,57.44,0,92.98,0,125.14,119.26,48.71,31.4,33.81,21.26,2.8,66.83,0,0,0,0,0,0

46,11:15-11:30,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,95.44,0,8.33,0,0,0,0,0,0,51.15,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,29.02,80.77,0,0,0,0.95,0,0,3.87,332.3,143.32,1.11,0,0,0,12.84,57.44,0,92.98,0,125.14,119.26,48.71,31.4,22.52,21.26,2.8,66.83,0,0,0,0,0,0

47,11:30-11:45,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,95.44,0,8.33,0,0,0,0,0,0,51.15,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,29.02,80.77,0,0,0,0.95,0,0,3.87,332.3,143.32,1.11,0,0,0,12.84,57.44,0,92.98,0,125.14,119.26,48.71,31.4,22.52,21.26,2.8,66.83,0,0,0,0,0,0

48,11:45-12:00,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,95.44,0,8.33,0,0,0,0,0,0,51.15,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,29.02,80.77,0,0,0,0.95,0,0,3.87,332.3,143.32,1.11,0,0,0,12.84,57.44,0,92.98,0,125.14,119.26,48.71,31.4,22.52,21.26,2.8,66.83,0,0,0,0,0,0

49,12:00-12:15,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,95.44,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,29.02,80.77,0,0,0,0.95,0,0,3.87,332.3,143.32,1.11,0,0,0,12.84,57.44,0,92.98,0,125.14,119.26,48.71,31.4,22.52,21.26,2.8,66.83,0,0,0,0,0,0

50,12:15-12:30,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,95.44,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,29.02,80.77,0,0,0,0.95,0,0,3.87,332.3,143.32,1.11,0,0,0,12.84,57.44,0,92.98,0,125.14,119.26,48.71,31.4,22.52,21.26,2.8,66.83,0,0,0,0,0,0

51,12:30-12:45,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,95.44,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,29.02,80.77,12.17,0,0,0.95,0,0,3.87,332.3,143.32,1.11,0,0,0,12.84,57.44,0,92.98,0,125.14,119.26,48.71,15.71,22.52,21.26,2.8,66.83,0,0,0,0,0,0

52,12:45-13:00,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,95.44,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,29.02,80.77,18.24,0,0,0.95,0,0,3.87,332.3,143.32,1.11,0,0,0,12.84,57.44,0,92.98,0,125.14,119.26,48.71,15.71,0,21.26,2.8,66.83,0,0,0,0,0,0

53,13:00-13:15,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,95.44,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,29.02,76.63,18.24,0,0,0.95,0,0,3.87,332.3,143.32,1.11,0,0,0,12.84,57.44,0,92.98,0,125.14,119.26,48.71,15.71,0,21.26,2.8,66.83,0,0,0,0,0,0

54,13:15-13:30,10.07,25,0,0,0,70.28,0,0,0,0,16.29,0,0,0,21.76,6.29,14.48,0,95.44,0,8.33,0,0,0,0,0,0,50.54,0,0,13.11,0,0,0.97,18.61,0,16.36,0,0,29.07,241.6,0,0,29.02,76.63,18.24,0,0,0.95,0,0,3.87,332.3,143.32,1.11,0,0,0,12.84,57.44,0,92.98,0,125.14,119.26,48.71,15.71,0,21.26,2.8,66.83,0,0,0,0,0,0

