Column1,Time,GNARE/SR/2025/01/13/4532,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/2069,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/9395,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/9252,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/7902,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/6957,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/3877,GNA/NR/2025/04/01/8456,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12
65,16:00-16:15,15.84,13.83,33,55.5,41.51,33,33,26.95,133.21,70.4,4.46,7.44,9.05,26.95,46.33,9.63,2.34,9.63,29.28,0,10.62,0,5.5,123.08,0,3.55,13.51,7.76,0,126.45,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,57,13.83,58,26,53.95,30.69,0,48.33,28,48.34,9.67,49,153.45

66,16:15-16:30,16.41,13.5,33,29.22,40.5,33,33,26.95,133.21,70.4,4.46,6.74,9.05,26.95,58.56,8.72,3.89,8.72,29.28,0,10.62,0,5.5,123.08,0,3.55,13.51,7.76,0,184.54,0,14.48,0,0,164.1,53.09,0,164.1,26.06,28.96,10.19,51,13.5,53,22,48.7,27.34,0,45.33,26,45.34,11.67,43,136.68

67,16:30-16:45,16.61,17.5,33,27.66,52.5,33,33,26.95,133.21,70.4,4.46,6.05,9.05,26.95,58.56,7.82,3.89,7.82,28.26,0,10.62,0,5.5,123.08,0,3.55,13.51,7.76,0,184.54,0,14.48,0,0,164.1,82.05,0,164.1,26.06,28.96,10.19,43,17.5,45,18,34.94,24.15,0,56.67,22,56.66,21.67,37,120.75

68,16:45-17:00,16.41,17.83,33,22.38,53.51,33,33,26.95,133.21,70.4,4.46,5.35,9.05,26.95,69.1,6.92,3.89,6.92,28.26,0,10.62,0,5.5,123.08,0,3.55,13.51,7.76,0,184.54,0,14.48,0,0,164.1,100.56,0,164.1,26.06,28.96,10.19,33,17.83,39,16,30.45,21.13,0,57.33,17,57.34,22.33,33,105.63

69,17:00-17:15,16.21,22.5,33,17.01,67.5,33,28,26.95,133.21,70.4,4.46,4.61,9.33,26.95,58.56,5.97,3.89,5.97,28.26,0,10.62,0,5.5,123.08,0,3.55,13.51,7.76,0,184.54,0,14.48,0,0,164.1,100.56,0,164.1,29.01,28.96,10.19,29,22.5,33,12,25.85,13.67,0,63.33,14,63.34,23,27,68.36

70,17:15-17:30,15.61,22.5,27.53,17.01,67.5,25.09,10,26.95,133.21,70.4,4.46,3.85,9.33,26.95,69.1,4.98,3.89,4.98,28.26,0,10.62,0,5.5,123.08,0,3.55,13.51,7.76,0,184.54,0,14.48,0,0,164.1,100.56,0,164.1,29.01,28.96,10.19,20,22.5,26,8,21.5,11.52,0,64.33,10,64.34,23.33,21,57.61

71,17:30-17:45,13.81,29.17,20.03,17.01,87.49,18.76,5,26.95,133.21,70.4,4.46,3.12,9.33,26.95,69.1,4.04,3.89,4.04,28.26,0,10.62,0,5.5,123.08,0,3.55,13.51,7.76,0,184.54,0,14.48,0,0,164.1,100.56,0,164.1,29.01,28.96,10.19,10,29.17,18,7,17.55,9.42,0,75,5,75,30,15,47.12

72,17:45-18:00,13.61,29,12.53,11.44,87,10.68,1,26.95,133.21,70.4,4.46,2.41,9.33,26.95,69.1,3.1,3.89,3.1,27.75,0,10.62,0,5.5,123.08,0,3.55,13.51,7.76,0,184.54,0,14.48,0,0,164.1,100.56,0,164.1,29.01,28.96,10.19,5,29,13,7,13.7,7.39,0,74.67,2,74.66,30,9,36.97

73,18:00-18:15,11.41,28.67,0,7.28,85.99,0,0,26.61,133.21,70.4,4.61,1.73,9.6,26.61,69.1,2.23,3.89,2.23,27.25,67.57,10.62,0,5.5,123.08,5.79,3.75,13.51,7.76,28.96,184.54,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,2,28.67,8,5,10.07,5.56,0,74,1,74,29.67,4,27.8

74,18:15-18:30,10.4,28,0,3.84,84,0,0,26.61,133.21,70.4,4.61,1.11,9.6,26.61,69.1,1.44,3.89,1.44,27.25,67.57,10.62,0,5.5,123.08,5.79,3.75,13.51,7.76,28.96,184.54,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,28,5,3,6.72,4.82,0,72.67,0,72.66,29.33,2,24.07

75,18:30-18:45,9.8,30,0,0.87,90,0,0,26.61,133.21,66.23,4.61,0.64,9.6,26.61,69.1,0.82,3.89,0.82,27.75,67.57,10.62,0,5.5,123.08,5.79,3.75,13.51,7.76,28.96,184.54,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,30,2,1,4.09,3.46,0,72,0,72,28.67,1,17.29

76,18:45-19:00,9.4,29.67,0,0,88.99,0,0,26.61,133.21,74.75,4.61,0.3,9.6,26.61,69.1,0.37,3.89,0.37,28.26,67.57,10.62,0,5.5,123.08,5.79,3.75,13.51,7.76,28.96,184.54,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,29.67,1,1,1.89,2.29,0,71.67,0,71.66,28,0,11.46

77,19:00-19:15,9.2,29.17,0,0,87.49,0,0,26.61,133.21,83.27,4.61,0,9.88,26.61,69.1,0,4.29,0,28.26,67.57,10.62,0,5.5,123.08,5.79,3.75,13.51,7.76,28.96,184.54,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,29.17,0,0,0.58,1.19,0,57.33,0,57.34,27.33,0,5.96

78,19:15-19:30,9,28.33,0,0,85.01,0,0,26.61,133.21,91.78,4.61,0,9.88,26.61,69.1,0,4.29,0,28.26,67.57,10.62,0,5.5,123.08,5.79,3.75,13.51,7.76,28.96,184.54,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,28.33,0,0,0,0.42,0,57.33,0,57.34,26.67,0,2.09

79,19:30-19:45,8.6,18,0,0,54,0,0,26.61,133.21,100.29,4.61,0,9.88,26.61,69.1,0,4.29,0,28.26,67.57,10.62,0,5.5,123.08,5.79,3.75,13.51,7.76,28.96,184.54,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,18,0,0,0,0.07,0,33.33,0,33.34,11.67,0,0.32

80,19:45-20:00,8.4,17.67,0,0,52.99,0,0,26.61,133.21,115.43,4.61,0,9.88,26.61,69.1,0,4.29,0,29.28,67.57,10.62,0,5.5,123.08,5.79,3.75,13.51,7.76,28.96,184.54,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,17.67,0,0,0,0.02,0,32.67,0,32.66,12,0,0.07

81,20:00-20:15,7,0,0,0,0,0,0,26.61,133.21,115.43,4.77,0,10.07,26.61,87.07,0,4.29,0,29.78,67.57,10.62,0,5.5,123.08,5.79,3.65,13.51,7.76,28.96,232.8,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,0,0,0,0,0,0,42.85,0,42.86,12.33,0,0

82,20:15-20:30,7,0,0,0,0,0,0,26.61,133.21,115.43,4.77,0,10.07,26.61,87.07,0,4.29,0,29.28,67.57,10.62,0,5.5,123.08,5.79,3.65,13.51,7.76,28.96,243.26,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,0,0,0,0,0,0,41.46,0,41.47,12.67,0,0

83,20:30-20:45,7,0,0,0,0,0,0,20.92,133.21,115.43,4.77,0,10.07,20.92,87.07,0,4.29,0,29.28,67.57,10.62,0,5.5,123.08,5.79,3.65,13.51,7.76,28.96,253.1,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,0,0,0,0,0,0,53.33,0,53.34,13,0,0

84,20:45-21:00,7,0,0,0,0,0,0,23.47,133.21,115.43,4.77,0,10.07,23.47,87.07,0,4.29,0,30.28,67.57,10.62,0,5.5,123.08,5.79,3.65,13.51,7.76,28.96,253.1,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,0,0,0,0,0,0,53.33,0,53.34,13.33,0,0

85,21:00-21:15,7,0,0,0,0,0,0,25.39,133.21,115.43,4.77,0,11.36,25.39,87.07,0,4.12,0,30.28,67.57,10.62,0,5.5,123.08,5.79,3.55,13.51,7.76,28.96,253.1,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,0,0,0,0,0,0,53.33,0,53.34,13.67,0,0

86,21:15-21:30,7,0,0,0,0,0,0,25.39,133.21,115.43,4.77,0,11.36,25.39,87.07,0,4.12,0,29.77,67.57,10.62,0,5.5,123.08,5.79,3.55,13.51,7.76,28.96,253.1,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,0,0,0,0,0,0,53.33,0,53.34,14,0,0

87,21:30-21:45,7,7.5,0,0,22.5,0,0,25.39,133.21,115.43,4.77,0,11.36,25.39,87.07,0,4.12,0,29.27,67.57,10.62,0,5.5,123.08,5.79,3.55,13.51,7.76,28.96,261.21,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,7.5,0,0,0,0,0,53.33,0,53.34,6.67,0,0

88,21:45-22:00,7,7.5,0,0,22.5,0,0,25.39,133.21,115.43,4.77,0,11.36,25.39,87.07,0,4.12,0,29.27,67.57,10.62,0,5.5,123.08,5.79,3.55,13.51,7.76,28.96,261.21,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,7.5,0,0,0,0,0,53,0,53,6.67,0,0

89,22:00-22:15,7,0,0,0,0,0,0,25.39,133.21,115.43,4.46,0,11.36,25.39,87.07,0,3.89,0,30.28,67.57,10.62,0,5.5,123.08,5.79,3.55,13.51,7.76,28.96,261.21,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,0,0,0,0,0,0,50.67,0,50.66,15,0,0

90,22:15-22:30,7,0,0,0,0,0,0,25.39,133.21,115.43,4.46,0,11.36,25.39,87.07,0,3.89,0,30.28,67.57,10.62,0,5.5,123.08,5.79,3.55,13.51,7.76,28.96,261.21,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,0,0,0,0,0,0,48.67,0,48.66,15.67,0,0

91,22:30-22:45,7,7.5,0,0,22.5,0,0,20.92,133.21,115.43,4.46,0,11.36,20.92,87.07,0,3.89,0,30.28,67.57,10.62,0,5.5,123.08,5.79,3.55,13.51,7.76,28.96,261.21,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,7.5,0,0,0,0,0,53.33,0,53.34,16.67,0,0

92,22:45-23:00,7,7.5,0,0,22.5,0,0,20.92,133.21,115.43,4.46,0,11.36,20.92,87.07,0,3.89,0,29.78,67.57,10.62,0,5.5,123.08,5.79,3.55,13.51,7.76,28.96,261.21,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,7.5,0,0,0,0,0,53.33,0,53.34,17.33,0,0

93,23:00-23:15,7,7.5,0,0,22.5,0,0,20.92,133.21,115.43,4.46,0,11.36,20.92,87.07,0,3.89,0,28.77,67.57,10.62,0,5.5,123.08,5.79,3.47,13.51,7.76,28.96,261.21,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,7.5,0,0,0,0,0,53.33,0,53.34,8.33,0,0

94,23:15-23:30,7,7.5,0,0,22.5,0,0,20.92,133.21,115.43,4.46,0,11.36,20.92,87.07,0,3.89,0,29.77,67.57,10.62,0,5.5,123.08,5.79,3.47,13.51,7.76,28.96,261.21,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,7.5,0,0,0,0,0,53.33,0,53.34,10,0,0

95,23:30-23:45,7,7.5,0,0,22.5,0,0,20.92,133.21,115.43,4.46,0,11.36,20.92,87.07,0,3.89,0,29.77,67.57,10.62,0,5.5,123.08,5.79,3.47,13.51,7.76,28.96,261.21,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,7.5,0,0,0,0,0,53.33,0,53.34,11.67,0,0

96,23:45-24:00,7,7.5,0,0,22.5,0,0,20.92,133.21,115.43,4.46,0,11.36,20.92,87.07,0,3.89,0,29.77,67.57,10.62,0,5.5,123.08,5.79,3.47,13.51,7.76,28.96,261.21,5.79,14.48,14.48,0,164.1,100.56,19.31,0,29.01,28.96,10.19,0,7.5,0,0,0,0,0,53.33,0,53.34,13.33,0,0

