Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,GNA/NR/2025/01/01/7459,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/20/5216,GNA/NR/2025/01/01/6528,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/8058,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/3514,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/01/6775,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/20/9333,GNA/NR/2025/01/20/2470,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/20/4168,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/20/9046,NR/01102023/22052037/LT-59,GNA/NR/2025/01/20/4698,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/02/1250,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,GNARE/NR/2024/12/20/3668,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606
10,02:15-02:30,0,0,0,10,21,0,0,10,0,30,9,21,10,70.06,59.4,0,23.06,149.4,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,81.66,0,0,0,64.37,0,0,0,0,0,1.37,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,10,22.67,0,0,10,0,30,9,22.66,10,70.06,59.4,0,23.06,149.4,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,86.46,0,0,0,64.37,0,0,0,0,0,1.37,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,9.8,24,0,0,10,0,30,9,24,10,70.06,59.4,0,23.06,149.4,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,86.46,0,0,0,64.37,0,0,0,0,0,1.37,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,9.8,21,0,0,10,0,30,9,21,10,70.06,59.4,0,23.06,149.4,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,81.66,0,0,0,64.37,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,9.8,21.33,0,0,10,0,30,9,21.34,10,70.06,59.4,0,23.06,149.4,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,86.46,0,0,0,64.37,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,7,26.67,0,0,10,0,30,9,26.66,10,70.06,59.4,0,23.06,149.4,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,86.46,0,0,0,64.37,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,7,27.33,0,0,10,0,30,9,27.34,10,70.06,59.4,0,23.06,149.4,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,86.46,0,0,0,64.37,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,7,28,0,0,10,0,30,9,28,10,70.06,59.4,0,23.06,149.4,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,86.46,0,0,0,64.37,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,7,28.67,0,0,10,0,30,9,28.66,10,70.06,59.4,0,23.06,149.4,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,81.66,0,0,0,64.37,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,7,29.67,0,0,12.5,0,37.5,9,29.66,12.5,70.06,59.4,0,23.06,149.4,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,81.66,0,0,0,64.37,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,7,30,0,0,12.5,0,37.5,9,30,12.5,70.06,59.4,0,23.06,149.4,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,81.66,0,0,0,64.37,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,7,30,0,0,12.33,0,37.01,9,30,12.33,70.06,59.4,0,23.06,149.4,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,81.66,0,0,0,64.37,0,0,0,0,0,1.37,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,7,30,0,0,12.33,0,37.01,9,30,12.33,70.06,59.4,0,23.06,192.14,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,81.66,0,0,0,64.37,0,0,0,0,0,1.37,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,9.6,29,0,0,12.17,0,36.49,9,29,12.17,65.92,59.4,0,23.06,230.57,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,81.66,0,0,0,64.37,0,0,0,0,0,1.37,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,10.4,28,0,0,12.17,0,36.49,9,28,12.17,65.92,64,0,23.06,271.64,48.04,0,8.65,0,26.9,0.99,23.06,19.21,0,23.06,1.34,0,81.66,0,0,0,88.38,0,0,0,0,0,1.37,0,20.17,28.82,31.7,48.04,0,0,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,11,28,0,0,13.33,0,40.01,9,28,13.33,65.92,86.66,0,24.02,271.64,48.04,0,8.65,0,26.9,0.99,43.23,19.21,0,24.02,1.34,0,100.09,0,0,0,112.4,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0.42,0,0,0,0,0,0,0,0

26,06:15-06:30,0,0,0,12.21,28,0,0,13.17,0,39.49,9,28,13.17,65.92,86.66,0,24.02,271.64,48.04,0,8.65,0,26.9,0.99,43.23,19.21,0,24.02,1.34,0,100.09,0,0,0,130.42,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,0.86,0,0,0.03,0,0,0,0,0

27,06:30-06:45,0,0,0,13.61,27.67,0,0,13,0,39,8.67,27.66,13,65.92,86.66,0,24.02,271.64,48.04,0,8.65,0,26.9,0.99,43.23,19.21,0,24.02,1.34,0,100.09,0,0,0,130.42,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,1.16,0,0,0.4,0,0,0.09,0,0

28,06:45-07:00,0,0,1,14.41,27.67,0,0,12.67,0,37.99,8.33,27.66,12.67,65.92,86.66,0,24.02,271.64,48.04,0,8.65,0,26.9,0.99,43.23,19.21,0,24.02,1.34,0,100.09,0,0,0,130.42,0,0,0,0,0,1.47,0,20.17,28.82,31.7,48.04,2.12,0,0,1.74,0,0,0.14,0,0

29,07:00-07:15,0,0,3,14.61,23.33,0,0,12.33,0,37.01,7.67,23.34,12.33,114.9,86.66,0,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,36.51,19.21,0,36.51,1.34,0,100.09,30.74,96.07,0,130.42,5.76,0,90.31,0,7.69,1.47,50,20.17,28.82,31.7,48.04,4.44,1,0,4.59,0,2,0.45,0,0

30,07:15-07:30,1,0,7,14.81,22.67,0.12,0,12,0,36,7,22.66,12,114.9,86.66,0.06,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,36.51,19.21,0.06,36.51,1.34,0,100.09,30.74,96.07,0,130.42,5.76,0.06,90.31,0,7.69,1.47,50,20.17,28.82,31.7,48.04,8.17,2,1,8.9,0,3,2.23,0,0

31,07:30-07:45,4,1,10,10,22,0.45,1,11.67,0.14,34.99,6.33,22,11.67,114.9,86.66,0.24,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,36.51,19.21,0.25,36.51,1.34,0,100.09,30.74,96.07,0,130.42,5.76,0.24,90.31,0,7.69,1.47,50,20.17,28.82,31.7,48.04,13.98,3,2,15.17,0.7,5,6.67,0,0

32,07:45-08:00,7,3,18,10.4,21.33,0.95,2,11.33,4.17,34.01,6.33,21.34,11.33,114.9,86.66,0.53,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,36.51,19.21,0.55,36.51,1.34,0,100.09,30.74,96.07,0,130.42,5.76,0.53,90.31,0,7.69,1.47,50,20.17,28.82,31.7,48.04,23.35,5,2,23.79,20.83,7,8.68,0,0

33,08:00-08:15,18,7,25,10.8,20.67,1.71,3,10.83,5,32.51,6.33,20.66,10.83,114.9,86.66,1.59,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,43.23,19.21,1.63,36.51,1.38,0,100.09,30.74,96.07,0,130.42,5.76,1.59,90.31,0,7.69,1.37,50,20.17,28.82,31.7,48.04,30.85,10,5,30.85,25,9,8.68,0,0

34,08:15-08:30,32,13,29.23,11.21,20,2.63,5,10.5,5.88,31.5,6.33,20,10.5,114.9,86.66,2.73,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,43.23,19.21,2.81,36.51,1.38,0,100.09,30.74,96.07,0,130.42,5.76,2.73,90.31,0,7.69,1.37,50,20.17,28.82,31.7,48.04,29.24,17,8,29.23,29.37,11,9.21,0,0

35,08:30-08:45,49,21,29.73,11.21,19,3.58,8,10,9.92,30,6.33,19,10,114.9,86.66,3.8,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,43.23,19.21,3.9,36.51,1.38,0,100.09,30.74,96.07,0,130.42,5.76,3.8,90.31,0,7.69,1.37,50,20.17,28.82,31.7,48.04,29.74,27,13,29.73,49.57,20,15.69,0,0

36,08:45-09:00,67,28,30.13,11.21,17.67,56.3,16,9.67,13.89,28.99,6.33,17.66,9.67,114.9,86.66,4.92,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,43.23,19.21,5.03,36.51,1.38,0,100.09,30.74,96.07,0,130.42,5.76,4.92,90.31,0,7.69,1.37,50,20.17,28.82,31.7,48.04,30.14,37,18,30.13,69.42,27,22.45,0,0

37,09:00-09:15,84,36,30.13,9.6,17,65.24,21,10.83,17.72,32.51,6.33,17,10.83,114.9,86.66,6.26,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,43.23,19.21,6.43,36.51,1.38,0,100.09,30.74,96.07,0,130.42,5.76,6.26,90.31,0,7.69,1.47,0,20.17,28.82,31.7,48.04,30.14,43,22,30.13,88.61,42,30.74,0,0

38,09:15-09:30,102,43,30.13,8.4,16,74.29,25,10.33,22.19,31.01,6.33,16,10.33,114.9,86.66,7.56,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,43.23,19.21,7.75,36.51,1.38,0,100.09,30.74,96.07,0,130.42,5.76,7.56,90.31,0,7.69,1.47,0,20.17,28.82,31.7,48.04,30.14,52,26,30.13,110.95,50,40.5,0,0

39,09:30-09:45,116,49,30.13,9.2,15,82.86,28,9.67,26.23,28.99,6.33,15,9.67,114.9,86.66,8.73,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,43.23,19.21,8.95,36.51,1.38,0,100.09,30.74,96.07,0,130.42,5.76,8.73,90.31,0,7.69,1.47,0,20.17,28.82,31.7,48.04,30.14,60,30,30.13,131.12,57,44.91,0,0

40,09:45-10:00,130,55,30.13,9,14.67,91.29,31,9.17,29.88,27.49,6.33,14.66,9.17,114.9,86.66,9.92,36.51,271.64,48.04,9.61,14.41,0,26.9,0.99,43.23,19.21,10.17,36.51,1.38,0,100.09,30.74,96.07,0,130.42,5.76,9.92,90.31,0,7.69,1.47,0,20.17,28.82,31.7,48.04,30.14,65,32,30.13,149.42,64,52.34,0,0

41,10:00-10:15,147,63,30.13,8,14.67,98.76,34,8.67,30.21,25.99,6.33,14.66,8.67,106.42,86.66,11.04,36.51,271.64,48.04,0,11.53,0,26.9,0.99,36.51,19.21,11.32,36.51,1.43,0,100.09,0,0,0,130.42,0,11.04,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.14,71,36,30.13,151.02,68,58.44,0,0

42,10:15-10:30,158,67,30.13,8,14.67,109.02,37,8.17,33.17,24.49,6.33,14.66,8.17,97.94,86.66,12.01,36.51,271.64,48.04,0,14.41,0,26.9,0.99,36.51,19.21,12.32,36.51,1.43,0,100.09,0,0,0,130.42,0,12.01,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.14,79,39,30.13,165.86,73,64.63,0,0

43,10:30-10:45,168,72,30.13,8,14.33,114.38,39,7.5,35.94,22.5,6.33,14.34,7.5,89.47,86.66,12.83,36.51,271.64,48.04,0,14.41,0,26.9,0.99,36.51,19.21,13.15,36.51,1.43,21.19,100.09,0,0,0,130.42,0,12.83,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.14,83,42,30.13,179.72,83,69.93,0,0

44,10:45-11:00,175,75,30.13,8,14,119.74,40,7.17,38.12,21.49,6.33,14,7.17,81,86.66,13.98,36.51,271.64,48.04,0,14.41,0,26.9,0.99,36.51,19.21,14.33,36.51,1.43,20.69,100.09,0,0,0,130.42,0,13.98,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.14,88,44,30.13,190.59,87,75.18,0,0

45,11:00-11:15,182,78,30.13,8,14,125.1,42,7,44.87,21,6.33,14,7,72.51,76.17,14.67,34.59,271.64,48.04,0,11.53,0,26.9,1.03,34.59,19.21,15.03,34.59,1.48,20.69,100.09,0,0,0,130.42,0,14.67,0,0,0,1.37,0,20.17,28.82,31.7,48.04,30.14,92,46,30.13,224.34,91,78,0,0

46,11:15-11:30,193,82,30.13,8,14,129.09,44,7,45.83,21,6.33,14,7,70.06,76.17,15.09,34.59,271.64,48.04,0,11.53,0,26.9,1.03,34.59,19.21,15.47,34.59,1.48,20.18,100.09,0,0,0,130.42,0,15.09,0,0,0,1.37,0,20.17,28.82,31.7,48.04,30.14,93,47,30.13,229.17,92,86.68,0,0

47,11:30-11:45,193,82,30.13,8,14,133.48,43,7,46.67,21,6.33,14,7,70.06,76.17,15.09,34.59,271.64,48.04,0,11.53,0,26.9,1.03,34.59,19.21,15.47,34.59,1.48,20.18,100.09,0,0,0,130.42,0,15.09,0,0,0,1.37,0,20.17,28.82,31.7,48.04,30.14,97,48,30.13,233.33,93,86.68,0,0

48,11:45-12:00,193,82,30.13,8,14,124.03,45,7,46.67,21,6.33,14,7,70.06,76.17,15.09,34.59,271.64,48.04,0,11.53,0,26.9,1.03,34.59,19.21,15.47,34.59,1.48,20.18,100.09,0,0,0,130.42,0,15.09,0,0,0,1.37,0,20.17,28.82,31.7,48.04,30.14,97,48,30.13,233.33,94,86.68,0,0

49,12:00-12:15,193,82,30.13,8,14,127.51,46,7,46.67,21,6.33,14,7,70.06,67.84,15.09,34.59,271.64,48.04,0,8.65,0,26.9,1.03,34.59,19.21,15.47,34.59,1.48,19.68,100.09,0,0,0,94.46,0,15.09,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.14,97,48,30.13,233.33,94,86.68,0,0

50,12:15-12:30,193,82,30.13,8,14,128.85,45,7,46.67,21,6.33,14,7,70.06,67.84,15.09,34.59,271.64,48.04,0,8.65,0,26.9,1.03,34.59,19.21,15.47,34.59,1.48,19.68,71.26,0,0,0,94.46,0,15.09,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.14,97,48,30.13,233.33,94,86.68,0,0

51,12:30-12:45,193,82,30.13,8,14,129.66,45,7,46.67,21,6.33,14,7,70.06,59.4,15.09,34.59,271.64,48.04,0,8.65,0,26.9,1.03,34.59,19.21,15.47,34.59,1.48,19.68,52.84,0,0,0,94.46,0,15.09,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.14,97,48,30.13,233.33,94,86.68,0,0

52,12:45-13:00,193,82,30.13,8,14,129.75,46,7,46.67,21,6.33,14,7,70.06,59.4,15.09,34.59,271.64,48.04,0,8.65,0,26.9,1.03,34.59,19.21,15.47,34.59,1.48,19.68,52.84,0,0,0,94.46,0,15.09,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.14,97,48,30.13,233.33,94,86.68,0,0

53,13:00-13:15,193,82,30.13,8,14,128.58,44,7,46.67,21,8.33,14,7,70.06,59.4,15.09,28.82,230.57,48.04,0,8.65,0,26.9,1.07,28.82,19.21,15.47,28.82,1.53,19.68,52.84,0,0,0,62.45,0,15.09,0,0,0,1.37,0,20.17,28.82,31.7,48.04,30.14,97,48,30.13,233.33,94,86.68,0,0

54,13:15-13:30,193,82,30.13,8,14,126.15,44,7,46.67,21,8.33,14,7,70.06,59.4,15.09,28.82,192.14,48.04,0,8.65,0,26.9,1.07,28.82,19.21,15.47,28.82,1.53,19.68,52.84,0,0,0,62.45,0,15.09,0,0,0,1.37,0,20.17,28.82,31.7,48.04,30.14,97,48,30.13,233.33,93,86.68,0,0

55,13:30-13:45,193,82,30.13,9.4,14,117.61,43,7,46.67,21,8.33,14,7,70.06,59.4,15.09,28.82,192.14,48.04,0,8.65,0,26.9,1.07,28.82,19.21,15.47,28.82,1.53,19.68,52.84,0,0,0,62.45,0,15.09,0,0,0,1.37,0,20.17,28.82,31.7,48.04,30.14,97,48,30.13,233.33,92,86.68,0,0

56,13:45-14:00,189,81,30.13,9.4,14,113.85,42,7,46.67,21,8.33,14,7,70.06,59.4,15.09,28.82,192.14,48.04,0,8.65,0,26.9,1.07,28.82,19.21,15.47,28.82,1.53,19.68,52.84,0,0,0,62.45,0,15.09,0,0,0,1.37,0,20.17,28.82,31.7,48.04,30.14,93,47,30.13,233.33,91,86.68,0,0

57,14:00-14:15,186,79,30.13,9.2,14,109.3,41,7,46.67,21,8.33,14,7,70.06,59.4,14.76,28.82,192.14,48.04,0,8.65,0,26.9,1.07,28.82,19.21,15.14,28.82,1.53,19.68,52.84,0,0,0,62.45,0,14.76,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.14,90,45,30.13,233.33,90,86.68,0,0

58,14:15-14:30,179,76,30.13,9,14,104.5,40,7,45.83,21,8.33,14,7,70.06,59.4,14.3,28.82,230.57,48.04,0,8.65,0,26.9,1.07,28.82,19.21,14.65,28.82,1.53,19.68,52.84,0,0,0,62.45,0,14.3,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.14,88,44,30.13,229.17,88,86.68,0,0

59,14:30-14:45,172,73,30.13,9,14,99.3,38,7,44.79,21,8.33,14,7,70.06,59.4,13.62,28.82,230.57,48.04,0,8.65,0,26.9,1.07,28.82,19.21,13.96,28.82,1.53,19.68,52.84,0,0,0,62.45,0,13.62,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.14,83,42,30.13,223.96,85,86.67,0,0

60,14:45-15:00,161,69,30.13,9,14,93.8,36,7,42.5,21,8.33,14,7,70.06,59.4,12.77,28.82,230.57,48.04,0,8.65,0,26.9,1.07,28.82,19.21,13.08,28.82,1.53,19.68,52.84,0,0,0,62.45,0,12.77,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.14,79,39,30.13,212.49,82,86.67,0,0

61,15:00-15:15,147,63,30.63,7.2,14,86.44,34,7,39.99,21,8.33,14,7,70.06,59.4,11.9,28.82,230.57,48.04,0,8.65,0,26.9,1.14,28.82,19.21,12.2,28.82,1.53,19.68,52.84,0,0,0,62.45,0,11.9,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.64,73,37,30.63,199.95,75,83.76,0,0

62,15:15-15:30,133,57,30.63,7.2,14,79.5,32,7,37.1,21,8.33,14,7,70.06,59.4,10.87,28.82,271.64,48.04,0,8.65,0,26.9,1.14,28.82,19.21,11.14,28.82,1.53,20.18,52.84,0,0,0,62.45,0,10.87,0,0,0,1.47,0,20.17,28.82,31.7,48.04,30.64,67,33,30.63,185.5,69,77.48,0,0

63,15:30-15:45,119,51,27,7.2,14,71.97,29,10.17,34.56,30.49,8.33,14,10.17,70.06,59.4,9.79,28.82,271.64,48.04,0,8.65,0,26.9,1.14,28.82,19.21,10.03,28.82,1.53,20.69,52.84,0,0,0,62.45,0,9.79,0,0,0,1.47,0,20.17,28.82,31.7,48.04,32.45,60,30,32.45,172.82,63,72.85,0,0

64,15:45-16:00,102,43,19,7.2,14,64.04,26,10.67,31.48,31.99,8.33,14,10.67,70.06,59.4,8.68,28.82,271.64,48.04,0,8.65,0,26.9,1.14,28.82,19.21,8.9,28.82,1.53,20.69,52.84,0,0,0,62.45,0,8.68,0,0,0,1.47,0,20.17,28.82,31.7,48.04,32.77,53,27,32.77,157.41,57,67.36,0,0

65,16:00-16:15,88,37,11,7.2,22.67,55.63,23,10.83,28,32.51,10,22.66,10.83,65.92,76.17,7.5,28.82,271.64,48.04,0,8.65,0,26.9,1.14,28.82,19.21,7.68,28.82,1.57,21.19,81.66,0,0,0,130.42,0,7.5,0,0,0,1.37,0,20.17,28.82,31.7,48.04,33,47,23,33,140.02,48,60.03,0,0

