Block,Time,JHAJJAR,KISHANGANGA,NLCIIST2,RAMPUR,SIMHST2,UNCHAHAR3,VALLURNTECL,ANTA_RF,AURY_GF,BRBCL,MAPS,NJPC,PARBATI3,DADRI_CRF,DADRI_LF,DADRT2,DULHASTI,KGSU1AND2,KGSU3AND4,RSTPSU7,AURY_RF,KHSTPP-I,KKNP,NLCEXP,RAPPB,RIHAND2,RSTPSU1TO6,SEWA2,SIMHST1,UNCHAHAR2,UNCHAHAR4,URI2,AURY_LF,FSTPP I & II,NAPP,NTPL,RAPPC,TALA,TANAKPUR,TEHRI,TelanganaSTPP,CHAMERA1,CHAMERA2,KUDGI,RIHAND1,TALST2,UNCHAHAR1,ANTA_CRF,ANTA_GF,BSIUL,KOTESHWR,NLCTS2EXP,RIHAND3,SINGRAULI,ANTA_LF,AURY_CRF,DADRI_GF,DADRI_RF,CHAMERA3,DHAULIGNGA,KHSTPP-II,KKNPPU2,KOLDAM,NLCIIST1,NNTPP,SALAL,SASAN,SINGRAULI_HYDRO,TANDA2,URI
65,16:00-16:15,651.98,0,0,0,0,26.4,0,42.73,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

66,16:15-16:30,651.98,0,0,0,0,26.4,0,42.73,0,20,0,23.39,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,202.5,0,0,1.11

67,16:30-16:45,651.98,0,0,0,0,26.4,0,42.73,0,20,0,42.61,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,46.49,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,168.75,0,0,1.11

68,16:45-17:00,651.98,0,0,0,0,26.4,0,42.73,0,20,0,46.5,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,46.49,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,168.75,0,0,1.11

69,17:00-17:15,651.98,0,0,0,0,26.4,0,43.05,0,20,0,70.17,0,0,23.56,632.23,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,46.49,0,0,2,0,92,0,10.28,0,0,0,17.75,0,124.33,139.69,0,0,0,69.05,0,7.92,148.3,0,0,0,0,1.4,168.75,0,0,1.11

70,17:15-17:30,634.98,0,0,0,0,26.4,0,43.37,0,20,0,93.56,0,0,23.56,683.14,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,46.49,0,12.04,6,0,92,0,10.28,0,0,2.2,26.62,0,124.33,139.69,0,0,0,69.05,1.27,17.56,148.3,0,0,0,0,1.4,168.75,0,0,1.11

71,17:30-17:45,614.98,0,0,0,0,26.4,0,43.89,0,20,0,116.95,0,0,23.56,567.86,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,7.9,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,62,0,27.14,39.51,0,92,0,10.28,0,0,13.04,39.05,0,124.33,139.69,0,0,0,69.05,29.06,27.41,148.3,0,0,0,0,1.4,168.75,0,0,1.11

72,17:45-18:00,614.98,0,0,0,0,26.4,0,43.89,0,20,0,116.95,0,0,23.56,359.02,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,7.9,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,62,0,27.14,39.51,0,92,0,10.28,0,0,13.04,39.05,0,124.33,139.69,0,0,0,69.05,29.06,27.41,148.3,0,0,0,0,1.4,168.75,0,0,1.11

73,18:00-18:15,614.98,0,0,0,0,26.4,0,43.89,0,20,0,116.95,0,0,23.56,359.02,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,7.9,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,62,0,27.14,39.51,0,92,0,10.28,0,0,13.04,39.05,0,124.33,139.69,0,0,0,69.05,29.06,27.41,148.3,0,0,0,0,1.4,168.75,0,0,1.11

74,18:15-18:30,614.98,0,0,0,0,26.4,0,43.89,0,20,0,116.95,0,0,23.56,359.02,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,7.9,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,62,0,27.14,39.51,0,92,0,10.28,0,0,13.04,39.05,0,124.33,139.69,0,0,0,69.05,29.06,27.41,148.3,0,0,0,0,1.4,168.75,0,0,1.11

75,18:30-18:45,614.98,0,0,0,0,26.4,0,44.1,0,20,0,116.95,0,0,23.56,359.02,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,7.9,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,62,0,12.04,39.51,0,92,0,10.28,0,0,13.04,39.05,0,124.33,139.69,0,0,0,69.05,29.06,17.81,148.3,0,0,0,0,1.4,168.75,0,0,1.11

76,18:45-19:00,651.98,0,0,0,0,26.4,0,44.1,0,20,0,93.56,0,0,23.56,359.02,32.96,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,62,0,0,2,0,92,0,10.28,0,0,2.2,19.72,0,124.33,139.69,0,0,0,69.05,1.27,9.11,148.3,0,0,0,0,1.4,168.75,0,0,1.11

77,19:00-19:15,651.98,0,0,0,0,26.4,0,44.1,0,20,0,70.17,3.82,0,23.56,359.02,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,62,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,168.75,0,0,4.41

78,19:15-19:30,651.98,0,0,0,0,26.4,0,44.1,0,20,0,40.62,16.54,0,23.56,359.02,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,62,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,9.29,168.75,0,0,4.41

79,19:30-19:45,651.98,0,0,0,0,26.4,0,44.21,0,20,0,18.94,16.54,0,23.56,359.02,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,46.49,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,41.83,168.75,0,0,8.83

80,19:45-20:00,651.98,0,0,0,0,26.4,0,44.21,0,20,0,0,16.54,0,23.56,359.02,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,46.49,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,41.83,168.75,0,0,26.49

81,20:00-20:15,651.98,0,0,0,0,26.4,0,44.21,0,20,0,0,16.54,0,23.56,359.09,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,41.83,168.75,0,0,26.49

82,20:15-20:30,651.98,0,0,0,0,26.4,0,44.21,0,20,0,0,16.54,0,23.56,359.09,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,41.83,168.75,0,0,26.49

83,20:30-20:45,651.98,0,0,0,0,26.4,0,44.21,0,20,0,0,16.54,0,23.56,359.09,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,41.83,129.38,0,0,26.49

84,20:45-21:00,651.98,0,0,0,0,26.4,0,44.21,0,20,0,0,3.57,0,23.56,411.23,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,30.99,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,41.83,129.38,0,0,26.49

85,21:00-21:15,651.98,0,0,0,0,26.4,0,44.31,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,15.5,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,9.29,129.38,0,0,8.83

86,21:15-21:30,651.98,0,0,0,0,26.4,0,44.31,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,129.38,0,0,8.83

87,21:30-21:45,651.98,0,0,0,0,26.4,0,44.31,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,129.38,0,0,15.45

88,21:45-22:00,651.98,0,0,0,0,26.4,0,44.31,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.82,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,129.38,0,0,15.45

89,22:00-22:15,651.98,0,0,0,0,26.4,0,44.42,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,129.38,0,0,4.41

90,22:15-22:30,651.98,0,0,0,0,26.4,0,44.62,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,4.31,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,129.38,0,0,4.41

91,22:30-22:45,651.98,0,0,0,0,26.4,0,44.62,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,10.76,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,129.38,0,0,4.41

92,22:45-23:00,651.98,0,0,0,0,26.4,0,44.62,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,10.76,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,129.38,0,0,3.31

93,23:00-23:15,651.98,0,0,0,0,26.4,0,44.62,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,10.76,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,129.38,0,0,2.21

94,23:15-23:30,651.98,0,0,0,0,26.4,0,44.84,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,10.76,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,129.38,0,0,2.21

95,23:30-23:45,651.98,0,0,0,0,26.4,0,44.84,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,10.76,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,129.38,0,0,2.21

96,23:45-24:00,651.98,0,0,0,0,26.4,0,44.84,0,20,0,0,0,0,23.56,683.14,16.48,0,0,0,53.75,33.38,0,0,0,118.76,0,0,0,42.39,0,10.76,0,20.8,43.68,0,53.8,0,2.05,0,0,0,0,0,92,0,10.28,0,0,0,8.87,0,124.33,139.69,0,0,0,69.05,0,0,148.3,0,0,0,0,1.4,129.38,0,0,2.21

