Block,Time,SASAN,SINGRAULI,TelanganaSTPP,UNCHAHAR4,URI2,ANTA_LF,AURY_RF,CHAMERA1,DULHASTI,JHAJJAR,KUDGI,MAPS,NAPP,NNTPP,SEWA2,VALLURNTECL,DADRI_CRF,FSTPP I & II,KISHANGANGA,KOTESHWR,NLCTS2EXP,PARBATI2,TALA,TANAKPUR,UNCHAHAR3,AURY_CRF,AURY_GF,AURY_LF,DHAULIGNGA,KGSU3AND4,KHSTPP-I,KOLDAM,NLCIIST2,PARBATI3,RAMPUR,SINGRAULI_HYDRO,TALST2,URI,ANTA_GF,DADRI_GF,KKNP,RIHAND2,TEHRI,UNCHAHAR1,DADRI_RF,CHAMERA3,NJPC,NLCIIST1,RIHAND1,RSTPSU7,UNCHAHAR2,ANTA_RF,BRBCL,KGSU1AND2,KKNPPU2,NLCEXP,RAPPB,RAPPC,RAPPD,SIMHST1,SIMHST2,ANTA_CRF,BSIUL,CHAMERA2,DADRT2,KHSTPP-II,NTPL,RIHAND3,RSTPSU1TO6,SALAL,TANDA2,TEHRIPSP,DADRI_LF
6,01:15-01:30,410.62,150.88,0,2,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,29.99,12.17,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.17,0,13.25,0,0,0,126.8,39.56,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,85.41,4.14,51.99,0

7,01:30-01:45,410.62,150.88,0,3.82,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,29.99,12.17,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.17,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,85.41,7.07,51.99,0

8,01:45-02:00,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,29.99,12.17,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.17,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,85.41,7.07,51.99,0

9,02:00-02:15,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.58,12.17,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.17,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,51.93,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,85.41,7.07,0,0

10,02:15-02:30,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.58,12.17,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.17,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,51.93,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,85.41,7.07,0,0

11,02:30-02:45,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.58,12.17,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.17,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,51.93,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,85.41,7.07,0,0

12,02:45-03:00,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.58,12.17,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.17,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,51.93,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,85.41,7.07,0,0

13,03:00-03:15,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.58,10.25,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.17,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

14,03:15-03:30,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.58,10.25,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.17,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

15,03:30-03:45,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.58,10.25,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.17,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

16,03:45-04:00,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.52,10.25,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.17,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

17,04:00-04:15,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.69,10.89,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.17,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

18,04:15-04:30,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.63,10.89,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.17,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

19,04:30-04:45,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.52,10.89,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

20,04:45-05:00,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.4,10.89,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

21,05:00-05:15,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.58,10.25,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,48.57,0,0,0,126.8,39.56,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

22,05:15-05:30,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,30.58,10.25,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,48.57,0,0,0,126.8,29.68,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

23,05:30-05:45,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,31.16,10.25,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,48.57,0,0,0,126.8,19.79,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

24,05:45-06:00,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,31.05,10.25,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,48.57,0,0,0,126.8,9.89,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

25,06:00-06:15,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,31.26,10.25,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,48.57,0,0,0,126.8,0,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

26,06:15-06:30,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,31.19,10.25,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,48.57,0,0,0,126.8,0,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

27,06:30-06:45,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.22,9.61,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,48.57,0,0,0,126.8,0,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

28,06:45-07:00,410.62,150.88,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.16,9.61,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,48.57,0,0,0,126.8,0,20.33,76.68,35.09,181.16,0,88.96,0,45.62,52.32,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

29,07:00-07:15,410.62,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,9.61,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,48.57,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.93,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

30,07:15-07:30,410.62,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,9.61,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,48.57,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.93,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

31,07:30-07:45,413.44,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,9.61,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.13,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.93,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

32,07:45-08:00,416.25,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,9.61,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.13,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.93,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

33,08:00-08:15,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.55,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.13,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

34,08:15-08:30,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.55,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.13,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

35,08:30-08:45,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.55,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.13,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

36,08:45-09:00,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.55,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.13,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

37,09:00-09:15,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.13,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

38,09:15-09:30,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.13,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

39,09:30-09:45,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.68,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

40,09:45-10:00,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.68,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

41,10:00-10:15,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,52.99,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

42,10:15-10:30,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,52.99,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

43,10:30-10:45,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,52.99,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

44,10:45-11:00,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,52.99,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,51.27,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,82.5,7.07,0,0

45,11:00-11:15,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,45.27,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,50.62,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

46,11:15-11:30,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,45.27,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,50.62,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

47,11:30-11:45,418.77,155.58,0,3.98,40.23,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,5.76,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,45.27,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,50.62,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

48,11:45-12:00,418.77,155.58,0,3.98,40.23,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,5.76,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.68,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,50.62,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

49,12:00-12:15,418.77,155.58,0,3.98,40.23,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,5.76,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,49.68,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,49.95,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

50,12:15-12:30,418.77,155.58,0,3.98,40.23,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,52.99,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,49.95,24.99,0,0,0,0,68.73,25.74,0,0,0,13.04,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

51,12:30-12:45,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,52.99,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,49.95,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

52,12:45-13:00,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.83,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,52.99,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,49.95,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

53,13:00-13:15,418.77,155.58,0,3.98,33.8,0,80.92,42.15,58.17,670.85,0,0,25.42,0,0,0,0,20.8,8.71,10.44,0,58.05,32.69,11.91,27.99,0,0,0,43.85,0,45.53,10.65,0,59.18,7.04,1.16,0,52.99,0,0,0,126.8,0,21.83,76.68,35.09,181.16,0,88.96,0,45.62,49.95,24.99,0,0,0,0,68.73,25.74,0,0,0,6.52,48.9,690.85,148.3,0,132.37,0,83.08,7.07,0,0

