Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/7196,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,GNA/NR/2024/09/01/8090,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/7119,GNA/NR/2024/09/01/3451,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/6020,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/7908,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/09/01/2171,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/4802
81,20:00-20:15,0,0,0,0,0,0,17.66,0,0,15.33,0,42.02,15.34,0,0,51,46,51,0,262.95,0,0,41.16,273.84,0,0,0,25.23,0,12.47,12.95,87.36,0,0,24.8,41.16,115.76,82.32,100.9,18.4,6.98,1.94,20.58,0,82.32

82,20:15-20:30,0,0,0,0,0,0,17.66,0,0,15.17,0,42.02,15.16,0,0,50,45.5,50,0,262.95,0,0,41.16,273.84,0,0,0,25.23,0,12.47,12.95,87.36,0,0,24.8,41.16,115.76,82.32,100.9,18.4,6.98,1.94,20.58,0,82.32

83,20:30-20:45,0,0,0,0,0,0,17.34,0,0,18.33,0,42.02,18.34,0,0,51.67,55,51.67,0,262.95,0,7.97,41.16,273.84,0,0,0,25.23,0,12.47,12.95,87.36,0,0,24.8,41.16,66.42,82.32,100.9,18.4,6.98,1.94,20.58,0,82.32

84,20:45-21:00,0,0,0,0,0,0,17,0,0,18,0,42.02,18,0,0,51.67,54,51.67,0,262.95,0,7.97,41.16,273.84,0,0,0,25.23,0,12.47,12.95,87.36,0,0,24.8,41.16,66.42,82.32,100.9,18.4,6.98,1.94,20.58,0,82.32

85,21:00-21:15,0,0,0,0,0,0,16.66,0,0,17.5,0,42.02,17.5,0,0,50.67,52.5,50.67,0,262.95,0,7.97,41.16,273.84,0,0,0,25.23,0,12.47,12.76,87.36,0,0,24.8,41.16,66.42,82.32,100.9,18.4,4.66,1.94,20.58,0,82.32

86,21:15-21:30,0,0,0,0,0,0,16,0,0,17.5,0,42.02,17.5,0,0,49.67,52.5,49.67,0,262.95,0,7.97,41.16,273.84,0,0,0,25.23,0,12.47,12.76,87.36,0,0,24.8,41.16,70.59,82.32,100.9,18.4,4.66,1.94,20.58,0,82.32

87,21:30-21:45,0,0,0,0,0,0,15.66,0,0,22.5,0,41.62,22.5,0,0,56,67.5,56,0,262.95,0,7.97,41.16,273.84,0,0,0,25.23,0,12.47,12.76,87.36,0,0,24.8,41.16,70.59,82.32,100.9,18.4,4.66,1.94,20.58,0,82.32

88,21:45-22:00,0,0,0,0,0,0,15.66,0,0,22.17,0,41.22,22.16,0,0,55.33,66.5,55.33,0,262.95,0,7.97,41.16,273.84,0,0,0,25.23,0,12.47,12.76,87.36,0,0,24.8,41.16,70.59,82.32,100.9,18.4,4.66,1.94,20.58,0,82.32

89,22:00-22:15,0,0,0,0,0,0,15.34,0,0,21.83,0,40.82,21.84,0,0,54.67,65.5,54.67,0,262.95,0,7.97,41.16,273.84,0,0,0,26.25,0,12.47,12.57,87.36,0,0,24.8,41.16,70.59,82.32,100.9,18.4,4.66,1.94,20.58,0,82.32

90,22:15-22:30,0,0,0,0,0,0,15.34,0,0,21.33,0,40.42,21.34,0,0,54,64,54,0,262.95,0,7.97,41.16,273.84,0,0,0,26.25,0,12.47,12.57,87.36,0,0,24.8,41.16,70.59,82.32,100.9,18.4,4.66,1.94,20.58,0,82.32

91,22:30-22:45,0,0,0,0,0,0,16,0,0,21,0,40.02,21,0,0,53.33,63,53.33,0,214.52,0,7.97,41.16,273.84,0,0,0,27.25,0,12.47,12.57,87.36,0,0,24.8,41.16,70.59,82.32,100.9,18.4,4.66,1.94,20.58,0,82.32

92,22:45-23:00,0,0,0,0,0,0,16.66,0,0,20.67,0,39.42,20.66,0,0,52.67,62,52.67,0,206.82,0,7.97,41.16,273.84,0,0,0,27.25,0,12.47,12.57,87.36,0,0,24.8,41.16,70.59,82.32,100.9,18.4,4.66,1.94,20.58,0,82.32

93,23:00-23:15,0,0,0,0,0,0,17,0,0,20.67,0,39.02,20.66,0,0,51.67,62,51.67,0,206.82,0,7.97,41.16,273.84,0,0,0,27.25,0,12.47,12.39,87.36,0,0,24.8,41.16,70.59,82.32,100.9,18.4,4.66,1.94,20.58,0,82.32

94,23:15-23:30,0,0,0,0,0,0,17.34,0,0,20.67,0,38.42,20.66,0,0,52,62,52,0,206.82,0,7.97,41.16,273.84,0,0,0,27.25,0,12.47,12.39,87.36,0,0,24.8,41.16,70.59,82.32,100.9,18.4,4.66,1.94,20.58,0,82.32

95,23:30-23:45,0,0,0,0,0,0,18,0,0,20.67,0,37.82,20.66,0,0,52,62,52,0,206.82,0,7.97,41.16,273.84,0,0,0,27.25,0,12.47,12.39,87.36,0,0,24.8,41.16,70.59,82.32,100.9,18.4,4.66,1.94,20.58,0,82.32

96,23:45-24:00,0,0,0,0,0,0,19,0,0,20.67,0,37.22,20.66,0,0,53,62,53,0,206.82,0,7.97,41.16,273.84,0,0,0,27.25,0,12.47,12.39,87.36,0,0,24.8,41.16,70.59,82.32,100.9,18.4,4.66,1.94,20.58,0,82.32

