Block,Time,CHAMERA3,KGSU3AND4,KKNPPU2,NNTPP,PARBATI3,RAPPC,ANTA_LF,DADRI_CRF,KOLDAM,NJPC,NLCIIST1,RAMPUR,URI,DULHASTI,KHSTPP-I,KKNP,KUDGI,NLCIIST2,RIHAND2,SALAL,SASAN,UNCHAHAR2,DADRI_GF,DHAULIGNGA,KGSU1AND2,KISHANGANGA,NLCTS2EXP,RIHAND3,SINGRAULI_HYDRO,TANDA2,TEHRI,UNCHAHAR3,URI2,VALLURNTECL,NAPP,RAPPB,SIMHST1,AURY_CRF,AURY_GF,BRBCL,BSIUL,KOTESHWR,MAPS,NTPL,SIMHST2,SINGRAULI,TALA,TelanganaSTPP,UNCHAHAR4,ANTA_CRF,ANTA_RF,CHAMERA1,DADRT2,KHSTPP-II,NLCEXP,RSTPSU7,TALST2,AURY_LF,DADRI_RF,CHAMERA2,FSTPP I & II,JHAJJAR,RIHAND1,RSTPSU1TO6,SEWA2,TANAKPUR,UNCHAHAR1,ANTA_GF,AURY_RF,DADRI_LF
8,01:45-02:00,0,0,0,0,0,53.3,0,66.85,0,0,0,0,1.44,3.85,33.69,0,0,0,118.76,12.78,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,3.2,20.56,0,0,22.47

9,02:00-02:15,0,0,0,0,0,53.3,0,66.85,0,0,0,0,1.44,3.85,33.69,0,0,0,118.76,69.72,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,3.2,20.56,0,0,22.47

10,02:15-02:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,1.44,3.85,33.69,0,0,0,118.76,69.72,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,11.53,20.56,0,0,22.47

11,02:30-02:45,0,0,0,0,0,53.3,0,66.85,0,0,0,0,1.44,3.85,33.69,0,0,0,118.76,69.72,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,3.2,20.56,0,0,22.47

12,02:45-03:00,0,0,0,0,0,53.3,0,66.85,0,0,0,0,1.44,3.85,33.69,0,0,0,118.76,69.72,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,3.2,20.56,0,0,22.47

13,03:00-03:15,0,0,0,0,0,53.3,0,66.85,0,0,0,0,1.44,3.85,33.69,0,0,0,118.76,12.78,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,11.53,20.56,0,0,22.47

14,03:15-03:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,1.99,3.85,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,2.82,20.56,0,0,22.47

15,03:30-03:45,0,0,0,0,0,53.3,0,66.85,0,0,0,0,36.43,3.85,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,2.82,20.56,0,0,22.47

16,03:45-04:00,0,0,0,0,0,53.3,0,66.85,0,0,0,0,36.43,3.85,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,2.82,20.56,0,0,22.47

17,04:00-04:15,0,0,0,0,0,53.3,0,66.85,0,0,0,0,3.31,3.85,33.69,0,0,0,118.76,12.78,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,2.82,20.56,0,0,22.47

18,04:15-04:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,1.44,3.85,33.69,0,0,0,118.76,12.78,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,2.82,20.56,0,0,22.47

19,04:30-04:45,0,0,0,0,0,53.3,0,66.85,0,0,0,0,1.44,3.85,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,2.82,20.56,0,0,22.47

20,04:45-05:00,0,0,0,0,0,53.3,0,66.85,0,21.3,0,0,1.44,3.85,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,2.82,20.56,0,0,22.47

21,05:00-05:15,0,0,0,0,0,53.3,0,66.85,0,46.4,0,0,1.44,3.85,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,15.56,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,2.82,20.56,0,0,22.47

22,05:15-05:30,0,0,0,0,0,53.3,0,66.85,0,46.68,0,0,1.44,3.85,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,31.13,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,2.82,20.56,0,0,22.47

23,05:30-05:45,0,0,0,0,0,53.3,0,66.85,0,70.17,0,0,1.44,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,9.13,0,0,0,124.32,0,0,31.13,26.39,4.57,0,42.93,0,0,70.59,0,20,1.1,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,2.82,20.56,0,0,22.47

24,05:45-06:00,0,0,0,0,0,53.3,0,66.85,0,70.17,0,0,1.99,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,18.27,0,0,0,124.32,0,0,46.69,26.39,4.57,0,42.93,0,0,70.59,0,20,6.52,8.87,0,0,0,139.68,0,0,0,29.09,0,0,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,2.82,20.56,0,0,22.47

25,06:00-06:15,9.68,0,0,0,3.82,53.3,0,66.85,0,93.56,0,0,1.99,32.96,33.69,0,0,0,118.76,12.78,348.98,21.19,0,27.4,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,6.52,8.87,0,0,0,139.68,0,0,0,28.88,0,0,683.14,49.43,0,0,0,0,0,4,20.8,436.2,92,0,0,10.25,20.56,0,0,22.47

26,06:15-06:30,29.06,0,0,0,16.55,53.3,0,66.85,0,116.95,0,0,1.99,49.43,33.69,0,0,0,118.76,69.72,348.98,21.19,0,36.55,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,13.04,19.72,0,0,0,139.68,0,0,0,28.88,0,0,683.14,49.43,0,0,0,0,0,26.34,20.8,436.2,92,0,5.27,2.82,20.56,0,0,22.47

27,06:30-06:45,29.06,0,0,0,16.55,53.3,0,66.85,0,140.34,0,0,36.43,49.43,33.69,0,0,0,118.76,69.72,348.98,21.19,0,36.55,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,13.04,19.72,0,0,0,139.68,0,0,0,28.88,0,11.85,683.14,49.43,0,0,0,0,0,26.34,20.8,436.2,92,0,10.54,2.82,20.56,0,0,22.47

28,06:45-07:00,29.06,0,0,0,16.55,53.3,0,66.85,0,140.34,0,0,36.43,49.43,33.69,0,0,0,118.76,69.72,348.98,21.19,0,36.55,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,13.04,19.72,0,0,0,139.68,0,0,0,28.88,0,28.05,683.14,49.43,0,0,0,0,0,26.34,20.8,436.2,92,0,10.54,2.82,20.56,0,0,22.47

29,07:00-07:15,29.06,0,0,0,16.55,53.3,0,66.85,0,140.34,0,0,3.31,49.43,33.69,0,0,0,118.76,69.72,348.98,21.19,0,36.55,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,13.04,19.72,0,0,0,139.68,0,0,0,28.88,0,28.05,683.14,49.43,0,0,0,0,0,26.34,20.8,436.2,92,0,10.54,2.82,20.56,0,0,22.47

30,07:15-07:30,29.06,0,0,0,16.55,53.3,0,66.85,0,140.34,0,0,1.44,49.43,33.69,0,0,0,118.76,12.78,348.98,21.19,0,27.4,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,6.52,19.72,0,0,0,139.68,0,0,0,28.88,0,28.05,683.14,49.43,0,0,0,0,0,26.34,20.8,436.2,92,0,5.27,2.82,20.56,0,0,22.47

31,07:30-07:45,9.68,0,0,0,16.55,53.3,0,66.85,0,140.34,0,0,1.44,32.96,33.69,0,0,0,118.76,1.4,348.98,21.19,0,27.4,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,6.52,8.87,0,0,0,139.68,0,0,0,28.88,0,28.05,683.14,49.43,0,0,0,0,0,3.33,20.8,436.2,92,0,0,3.2,20.56,0,0,22.47

32,07:45-08:00,0,0,0,0,3.56,53.3,0,66.85,0,116.95,0,0,1.44,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,27.4,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,6.52,8.87,0,0,0,139.68,0,0,0,28.88,0,28.05,683.14,49.43,0,0,0,0,0,1.87,20.8,436.2,92,0,0,3.2,20.56,0,0,22.47

33,08:00-08:15,0,0,0,0,0,53.3,0,66.85,0,93.56,0,0,1.99,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,9.13,0,0,0,124.32,0,0,62.24,26.39,4.57,0,42.93,0,0,70.59,0,20,6.52,8.87,0,0,0,139.68,0,0,0,28.77,0,12.25,683.14,56.65,0,0,0,0,0,1.87,20.8,436.2,92,0,0,3.2,20.56,0,0,22.47

34,08:15-08:30,0,0,0,0,0,53.3,0,66.85,0,70.17,0,0,1.99,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,46.69,26.39,4.57,0,42.93,0,0,70.59,0,20,1.1,8.87,0,0,0,139.68,0,0,0,28.77,0,12.25,683.14,56.65,0,0,0,0,0,1.87,20.8,436.2,92,0,0,3.2,20.56,0,0,22.47

35,08:30-08:45,0,0,0,0,0,53.3,0,66.85,0,46.78,0,0,1.99,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,31.13,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.77,0,0,683.14,63.98,0,0,0,0,0,1.87,20.8,436.2,92,0,0,3.2,20.56,0,0,22.47

36,08:45-09:00,0,0,0,0,0,53.3,0,66.85,0,23.39,0,0,1.99,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,15.56,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.77,0,0,683.14,63.98,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

37,09:00-09:15,0,0,0,0,0,53.3,0,66.85,0,0,0,0,3.31,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.77,0,0,683.14,71.33,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

38,09:15-09:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,36.43,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.77,0,0,683.14,71.33,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

39,09:30-09:45,0,0,0,0,0,53.3,0,66.85,0,0,0,0,36.43,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,18.83,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.77,0,0,683.14,86.17,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

40,09:45-10:00,0,0,0,0,0,53.3,0,66.85,0,0,0,0,3.31,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,18.83,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.77,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

41,10:00-10:15,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,18.83,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.46,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

42,10:15-10:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,18.83,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.46,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

43,10:30-10:45,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,18.83,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.46,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

44,10:45-11:00,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,18.83,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.46,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

45,11:00-11:15,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.46,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

46,11:15-11:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.46,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

47,11:30-11:45,0,0,0,0,0,53.3,0,66.85,0,0,0,0,4.41,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.35,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,10.25,20.56,0,0,22.47

48,11:45-12:00,0,0,0,0,0,53.3,0,66.85,0,0,0,0,4.41,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.35,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

49,12:00-12:15,0,0,0,0,0,53.3,0,66.85,0,0,0,0,4.41,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.04,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.2,20.56,0,0,22.47

50,12:15-12:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,4.41,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.04,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,10.25,20.56,0,0,22.47

51,12:30-12:45,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.04,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.45,20.56,0,0,22.47

52,12:45-13:00,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.04,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.45,20.56,0,0,22.47

53,13:00-13:15,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.04,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.45,20.56,0,0,22.47

54,13:15-13:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.04,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.45,20.56,0,0,22.47

55,13:30-13:45,0,0,0,0,0,53.3,0,66.85,0,0,0,0,4.41,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.04,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,10.25,20.56,0,0,22.47

56,13:45-14:00,0,0,0,0,0,53.3,0,66.85,0,0,0,0,4.41,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,28.04,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.45,20.56,0,0,22.47

57,14:00-14:15,0,0,0,0,0,53.3,0,66.85,0,0,0,0,4.41,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,27.93,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,10.25,20.56,0,0,22.47

58,14:15-14:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,4.41,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,27.93,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.45,20.56,0,0,22.47

59,14:30-14:45,0,0,0,0,0,53.3,0,66.85,0,0,0,0,4.41,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,27.93,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.45,20.56,0,0,22.47

60,14:45-15:00,0,0,0,0,0,53.3,0,66.85,0,0,0,0,4.41,14.12,33.69,0,0,0,118.76,1.4,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,27.93,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.45,20.56,0,0,22.47

61,15:00-15:15,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,2.33,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,27.93,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.45,20.56,0,0,22.47

62,15:15-15:30,0,0,0,0,0,53.3,0,66.85,0,0,0,0,2.21,14.12,33.69,0,0,0,118.76,2.33,348.98,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,27.93,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,3.45,20.56,0,0,22.47

63,15:30-15:45,0,0,0,0,0,53.3,0,66.85,0,0,0,0,6.63,14.12,33.69,0,0,0,118.76,8.13,371.25,21.19,0,0,0,0,0,124.32,0,0,0,26.39,4.57,0,42.93,0,0,70.59,0,20,0,8.87,0,0,0,139.68,0,0,0,27.93,0,0,683.14,98.87,0,0,0,0,0,1.87,20.8,436.2,78,0,0,2.56,20.56,0,0,22.47

