Block,Time Block,KOTESHWR,KOLDAM,KUDGI,TEHRI,TelanganaSTPP,TEHRIPSP,NLCTS2EXP,TALA,TALST2,TANDA2,TANAKPUR,KKNP,KKNPPU2,KHSTPP-I,KHSTPP-II,KISHANGANGA,SINGRAULI,SINGRAULI_HYDRO,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,NAPP,NLCEXP,NJPC,NLCIIST1,NLCIIST2,KGSU3AND4,KGSU1AND2,BRBCL,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,CHAMERA1,BSIUL,CHAMERA3,JHAJJAR,MAPS,RAPPC,RIHAND2,SIMHST2,SASAN,RIHAND1,RAPPB,RAMPUR,SIMHST1,RSTPSU1TO6,RAPPD,RSTPSU7,SALAL,SEWA2,PARBATI3,RIHAND3,UNCHAHAR3,ANTA_CRF,ANTA_RF,UNCHAHAR2,URI,ANTA_LF,AURY_GF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,URI2,PARBATI2,NNTPP,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,38.99,8.28,0,62.24,0,79.94,0,31.71,0,5.33,10.59,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,19.4,19.22,0,23.41,0,168.95,0,0,0,0,13.46,45.29,40.81,17.64,53.23,566.45,40.51,18.8,32.62,488.19,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,34.29,125.75,26.61,0,11.53,43.25,45.62,0,0,20.81,3.09,0,0,0,37.45,0,0,0,0,0,0,0,0

7,01:30-01:45,38.99,8.28,0,62.24,0,79.94,0,31.71,0,5.33,10.59,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,1.62,1.96,0,23.41,0,168.95,0,0,0,0,13.46,45.29,40.81,17.64,53.23,566.45,40.51,18.8,32.62,500.59,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,34.29,125.75,26.61,0,1.1,43.25,45.62,0,0,20.81,3.09,0,0,0,37.45,0,0,0,0,0,0,0,0

8,01:45-02:00,38.99,8.28,0,62.24,0,79.94,0,31.71,0,5.33,10.59,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,13.46,45.29,40.81,17.64,53.23,566.45,40.51,18.8,32.62,499.96,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,34.29,125.75,26.61,0,0,43.25,45.62,0,0,20.81,3.09,0,0,0,37.45,0,0,0,0,0,0,0,0

9,02:00-02:15,38.99,8.28,0,62.24,0,0,0,26.16,0,5.33,10.59,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,13.46,45.29,40.81,17.64,53.23,605.41,40.51,18.8,32.62,451.91,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,34.29,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,37.45,0,0,0,0,0,0,0,0

10,02:15-02:30,21.66,8.28,0,62.24,0,0,0,26.16,0,5.33,10.59,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,13.46,45.29,40.81,17.64,53.23,573.6,40.51,18.8,32.62,451.91,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,34.29,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,37.45,0,0,0,0,0,0,0,0

11,02:30-02:45,19.5,8.28,0,62.24,0,0,0,27.37,0,5.33,10.59,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,14.59,45.29,40.81,17.64,53.23,531.18,40.51,18.8,32.62,451.91,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,34.29,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,37.45,0,0,0,0,0,0,0,0

12,02:45-03:00,19.5,8.28,0,62.24,0,0,0,27.37,0,5.33,10.59,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,16.08,45.29,40.81,17.64,53.23,499.46,40.51,18.8,32.62,451.91,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,34.29,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,37.45,0,0,0,0,0,0,0,0

13,03:00-03:15,19.5,8.28,0,62.24,0,0,0,27.49,0,5.33,9.48,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,16.16,45.29,40.81,17.64,53.23,498.29,40.51,18.8,32.62,400.56,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,34.29,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

14,03:15-03:30,19.5,8.28,0,62.24,0,0,0,27.49,0,5.33,9.48,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,17.23,45.29,40.81,17.64,53.23,498.29,40.51,18.8,32.62,336.58,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,34.29,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

15,03:30-03:45,19.5,8.28,0,62.24,0,0,0,27.49,0,5.33,9.48,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,16.89,45.29,40.81,17.64,53.23,498.29,40.51,18.8,32.62,285.64,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,34.29,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

16,03:45-04:00,19.5,8.28,0,62.24,0,0,0,27.49,0,5.33,9.48,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,18.49,45.29,40.81,17.64,53.23,498.29,40.51,18.8,32.62,285.64,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,34.29,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

17,04:00-04:15,19.5,8.28,0,62.24,0,0,0,27.49,0,5.33,9.48,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,17,45.29,40.81,17.64,53.23,498.29,40.51,18.8,32.62,285.64,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,34.29,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

18,04:15-04:30,19.5,8.28,0,62.24,0,0,0,27.49,0,5.33,9.48,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,16.95,45.29,40.81,17.64,53.23,498.29,40.51,18.8,32.62,285.64,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,34.29,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

19,04:30-04:45,19.5,8.28,0,62.24,0,0,0,27.02,0,5.33,9.48,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.76,45.29,40.81,17.64,53.23,479.07,40.51,18.8,32.62,285.64,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,31.44,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

20,04:45-05:00,19.5,8.28,0,62.24,0,0,0,26.42,0,5.33,9.48,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.5,45.29,40.81,17.64,53.23,450.24,40.51,18.8,32.62,285.64,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,31.44,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

21,05:00-05:15,19.5,8.28,0,62.24,0,0,0,26.99,0,5.33,9.48,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.78,45.29,40.81,17.64,53.23,404.1,40.51,18.8,32.62,285.64,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,21.43,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

22,05:15-05:30,9.75,8.28,0,62.24,0,0,0,26.99,0,5.33,9.48,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.9,45.29,40.81,17.64,53.23,404.1,40.51,18.8,32.62,285.64,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,21.43,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

23,05:30-05:45,9.75,8.28,0,62.24,0,0,0,26.54,0,5.33,9.48,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,22.66,45.29,40.81,17.64,53.23,384.88,40.51,18.8,32.62,336.58,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,21.43,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

24,05:45-06:00,9.75,8.28,0,62.24,0,0,0,26.25,0,5.33,9.48,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,19.59,45.29,40.81,17.64,53.23,375.27,40.51,18.8,32.62,336.58,0,62.73,120.4,0,320.05,94.5,0,5.48,0,0,23.03,0,60.31,11.74,21.43,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

25,06:00-06:15,9.75,8.28,0,62.24,0,0,0,26.02,0,5.33,11.45,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,19.46,45.29,40.81,17.64,53.23,378.15,40.51,18.8,32.62,336.58,0,62.73,120.4,0,323.79,94.5,0,5.48,0,0,23.03,0,60.31,11.74,21.43,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

26,06:15-06:30,9.75,8.28,0,62.24,0,0,0,26.02,0,5.33,11.45,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,24.02,45.29,40.81,17.64,53.23,370.47,40.51,18.8,32.62,336.58,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,21.43,125.75,26.61,0,0,43.25,50.93,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

27,06:30-06:45,9.75,8.28,0,46.68,0,0,0,26.02,0,5.33,11.45,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,24.02,45.29,40.81,17.64,53.23,351.24,40.51,18.8,32.62,336.58,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,21.43,125.75,26.61,0,0,43.25,50.93,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

28,06:45-07:00,9.75,8.28,0,46.68,0,0,0,26.02,0,5.33,11.45,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,16.68,45.29,40.81,17.64,53.23,320.49,40.51,18.8,32.62,336.58,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,26.61,0,0,43.25,50.93,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

29,07:00-07:15,9.75,8.28,0,46.68,0,0,0,25.75,0,5.33,11.45,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,21.2,45.29,40.81,17.64,53.23,282.04,40.51,18.8,32.62,285.64,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

30,07:15-07:30,9.75,8.28,0,31.12,0,0,0,25.75,0,5.33,11.45,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,19.81,45.29,40.81,17.64,53.23,243.6,40.51,18.8,32.62,285.64,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

31,07:30-07:45,9.75,8.28,0,15.56,0,0,0,26.16,0,5.33,11.45,0,0,43.76,93.75,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,21.18,45.29,40.81,17.64,53.23,162.41,40.51,18.8,32.62,244.19,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,26.61,0,0,43.25,46.68,0,0,20.81,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

32,07:45-08:00,9.75,8.28,0,0,0,0,0,26.16,0,5.33,11.45,0,0,37.71,81.25,6.69,109.33,0.39,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,18.47,45.29,40.81,15.6,53.23,75.41,40.51,18.8,32.62,244.19,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,23.49,0,0,38.12,46.68,0,0,18.5,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

33,08:00-08:15,9.75,8.28,0,0,0,0,0,26.47,0,5.33,11.45,0,0,38.15,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,17.92,45.29,40.81,15.6,53.23,8.13,40.51,18.8,32.62,243.23,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,23.11,0,0,37.64,46.68,0,0,18.04,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

34,08:15-08:30,9.75,8.28,0,0,0,0,0,26.47,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,21.64,45.29,40.81,15.6,53.23,8.13,40.51,18.8,32.62,243.23,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,23.11,0,0,37.64,50.93,0,0,18.04,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

35,08:30-08:45,9.75,8.28,0,0,0,0,0,26.56,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,23.04,45.29,40.81,15.6,53.23,8.13,40.51,18.8,32.62,243.23,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,19.55,0,0,33.32,50.93,0,0,14.88,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

36,08:45-09:00,9.75,8.28,0,0,0,0,0,28.73,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,21.34,45.29,40.81,15.6,53.23,8.13,40.51,18.8,32.62,243.23,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,19.55,0,0,32.09,50.93,0,0,14.88,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

37,09:00-09:15,9.75,8.28,0,0,0,0,0,28.73,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,18.41,45.29,40.81,13.22,53.23,8.13,40.51,18.8,32.62,243.23,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,19.55,0,0,32.09,50.93,0,0,14.88,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

38,09:15-09:30,9.75,8.28,0,0,0,0,0,28.73,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.57,45.29,40.81,13.22,53.23,8.13,40.51,18.8,32.62,243.23,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,19.55,0,0,32.09,46.68,0,0,14.88,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

39,09:30-09:45,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,18.93,45.29,40.81,15.38,53.23,77.81,40.51,18.8,32.62,243.23,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

40,09:45-10:00,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,18.42,45.29,40.81,15.38,53.23,104.24,40.51,18.8,32.62,243.23,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

41,10:00-10:15,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.66,45.29,40.81,15.38,53.23,104.24,40.51,18.8,32.62,294.16,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

42,10:15-10:30,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,18.45,45.29,40.81,15.38,53.23,104.24,40.51,18.8,32.62,351.83,0,62.73,120.4,0,324.37,94.5,0,5.48,0,0,23.03,0,60.31,11.74,30.01,125.75,23.05,0,0,37.71,50.93,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

43,10:30-10:45,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,17.3,45.29,40.81,15.38,53.23,104.24,40.51,18.8,32.62,351.83,0,62.73,120.4,0,330.46,94.5,0,5.48,0,0,23.03,0,60.31,11.74,21.43,125.75,23.05,0,0,37.71,50.93,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

44,10:45-11:00,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,18.26,45.29,40.81,15.38,53.23,104.24,40.51,18.8,32.62,351.83,0,62.73,120.4,0,332.48,94.5,0,5.48,0,0,23.03,0,60.31,11.74,21.43,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

45,11:00-11:15,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,18.26,45.29,40.81,15.38,53.23,34.56,40.51,18.8,32.62,351.83,0,62.73,120.4,0,332.48,94.5,0,5.48,0,0,23.03,0,39.1,11.74,21.43,125.75,23.05,0,0,37.71,34.48,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

46,11:15-11:30,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,18.26,45.29,40.81,15.38,53.23,8.13,40.51,18.8,32.62,351.83,0,62.73,120.4,0,332.48,94.5,0,5.48,0,0,23.03,0,39.1,11.74,21.43,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

47,11:30-11:45,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,18.07,45.29,40.81,15.38,53.23,8.13,40.51,18.8,32.62,351.83,0,62.73,120.4,0,332.48,94.5,0,5.48,0,0,23.03,0,39.1,11.74,30.01,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

48,11:45-12:00,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,21.76,45.29,40.81,15.38,53.23,8.13,40.51,18.8,32.62,351.83,0,62.73,120.4,0,332.48,94.5,0,5.48,0,0,23.03,0,64.22,11.74,30.01,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

49,12:00-12:15,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,24.02,45.29,40.81,16.34,53.23,75.41,40.51,18.8,32.62,366.84,0,62.73,120.4,0,332.48,94.5,0,5.48,0,0,23.03,0,67.01,11.74,30.01,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

50,12:15-12:30,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,21.95,45.29,40.81,16.34,53.23,142.68,40.51,18.8,32.62,366.84,0,62.73,120.4,0,332.48,94.5,0,5.48,0,0,23.03,0,67.01,11.74,30.01,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

51,12:30-12:45,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,19.15,45.29,40.81,16.34,53.23,205.16,40.51,18.8,32.62,366.84,0,62.73,120.4,0,332.48,94.5,0,5.48,0,0,23.03,0,50.25,11.74,30.01,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

52,12:45-13:00,9.75,8.28,0,0,0,0,0,31.71,0,5.33,11.45,0,0,43.76,95.02,6.69,109.33,0,0,0,0,0,0,0,23.41,0,168.95,0,0,0,0,20.88,45.29,40.81,16.34,53.23,213.81,40.51,18.8,32.62,309.18,0,62.73,120.4,0,332.48,94.5,0,5.48,0,0,23.03,0,50.25,11.74,30.01,125.75,23.05,0,0,37.71,46.68,0,0,17.65,3.09,0,0,0,35.53,0,0,0,0,0,0,0,0

