Block,Time Block,CHAMERA3,BSIUL,FSTPP I & II,DHAULIGNGA,CHAMERA2,BRBCL,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,PARBATI3,NTPL,RAMPUR,SINGRAULI_HYDRO,KKNPPU2,KISHANGANGA,KOLDAM,KOTESHWR,KUDGI,KHSTPP-II,KKNP,KGSU1AND2,KGSU3AND4,KHSTPP-I,VALLURNTECL,URI2,URI,UNCHAHAR4,UNCHAHAR3,UNCHAHAR2,TANAKPUR,TelanganaSTPP,TALA,TEHRI,TANDA2,TALST2,NLCIIST2,NNTPP,NLCTS2EXP,NAPP,NLCEXP,MAPS,NLCIIST1,NJPC,UNCHAHAR1,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,ANTA_GF,ANTA_RF,ANTA_CRF,ANTA_LF,AURY_CRF,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,SALAL,SEWA2,RIHAND3,SINGRAULI,RAPPB,RIHAND2,SASAN,RIHAND1,SIMHST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,20.68,6.31,20.13,38.9,25.98,13.24,52.77,663.89,0,466.25,3.81,0,2.66,0,0,1.39,3.88,9.35,0,45.69,0,0,0,43.47,0,34.31,16.03,1.57,0,18.99,12.58,0,9.81,17.15,2.71,0,0,0,0,43.54,0,0,0,123.65,20.28,0,0,0,0,38.71,30,0,0,18.39,0,0,0,0,58,0,0,76.82,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

7,01:30-01:45,20.68,6.31,20.13,38.9,25.98,11.64,52.77,663.89,0,466.25,14.96,0,2.66,0,0,1.39,3.88,9.35,0,45.69,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,12.58,0,9.81,0,2.71,0,0,0,0,43.54,0,0,0,123.65,20.28,0,0,0,0,38.71,30,0,0,18.39,0,0,0,0,58,0,0,76.82,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

8,01:45-02:00,20.68,6.31,20.13,38.9,25.98,11.04,52.77,663.89,0,466.25,14.96,0,2.66,0,0,1.39,3.88,9.35,0,45.69,0,0,0,43.47,0,14.29,48.71,1.57,0,18.99,12.58,0,9.81,0,2.71,0,0,0,0,43.54,0,0,0,123.65,20.28,0,0,0,0,38.71,30,0,0,18.39,0,0,0,0,58,0,0,76.82,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

9,02:00-02:15,20.68,6.31,20.13,38.9,25.98,11.88,52.77,619.01,0,466.25,14.96,0,2.66,0,0,1.39,3.88,9.35,0,45.69,0,0,0,43.47,0,14.29,48.71,1.57,0,18.99,12.58,0,9.81,0,2.71,0,0,0,0,43.54,0,0,0,123.65,20.28,0,0,0,0,4.74,4.69,0,0,2.81,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

10,02:15-02:30,20.68,6.31,20.13,38.9,25.98,10.91,52.77,632.75,0,466.25,14.96,0,2.66,0,0,1.39,3.88,9.35,0,45.69,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,12.58,0,9.81,0,2.71,0,0,0,0,43.54,0,0,0,123.65,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

11,02:30-02:45,20.68,6.31,20.13,38.9,25.98,12.89,52.77,639.33,0,466.25,3.81,0,2.66,0,0,1.39,3.88,9.35,0,45.69,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,12.58,0,10.15,0,2.71,0,0,0,0,43.54,0,0,0,123.65,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

12,02:45-03:00,20.68,6.31,20.13,38.9,25.98,12.62,52.77,639.33,0,400.2,3.81,0,2.66,0,0,1.39,3.88,9.35,0,45.69,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,12.58,0,10.15,0,2.71,0,0,0,0,43.54,0,0,0,123.65,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

13,03:00-03:15,20.68,6.31,20.13,38.9,25.98,14.51,52.77,639.33,13.6,409.88,3.81,0,2.66,0,0,1.39,3.88,9.35,0,83.66,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,9.81,0,2.71,0,0,0,0,43.54,0,0,0,123.65,19.08,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

14,03:15-03:30,20.68,6.31,20.13,38.9,25.98,14.52,52.77,639.33,13.6,400.2,3.81,0,2.66,0,0,1.39,3.88,9.35,0,87.2,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,9.81,0,2.71,0,0,0,0,43.54,0,0,0,123.65,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

15,03:30-03:45,20.68,6.31,20.13,38.9,25.98,14.52,52.77,589.08,13.6,380.85,14.96,0,2.66,0,0,1.39,3.88,9.35,0,73.94,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,9.96,0,2.71,0,0,0,0,43.54,0,0,0,123.65,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

16,03:45-04:00,20.68,6.31,20.13,38.9,25.98,14.52,52.77,589.01,13.6,368.45,14.96,0,2.66,0,0,1.39,3.88,9.35,0,73.72,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,9.96,0,2.71,0,0,0,0,43.54,0,0,0,123.65,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

17,04:00-04:15,20.68,6.31,20.13,38.9,25.98,14.52,52.77,607.17,13.6,380.37,14.96,0,2.66,0,0,1.39,3.88,9.35,0,73.72,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,9.96,0,2.71,0,0,0,0,43.54,0,0,0,123.65,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

18,04:15-04:30,20.68,6.31,20.13,38.9,25.98,14.52,52.77,659.83,27.19,380.85,3.81,0,2.66,0,0,1.39,3.88,9.35,0,73.72,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,9.96,17.15,2.71,0,0,0,0,43.54,0,0,0,123.65,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

19,04:30-04:45,20.68,6.31,20.13,38.9,25.98,14.52,52.77,659.83,27.19,380.85,3.81,0,2.66,0,0,1.39,3.88,9.35,0,73.72,0,0,0,43.47,0,14.29,23.51,1.57,0,18.99,11.4,0,9.68,17.15,2.71,0,0,0,0,43.54,0,0,0,123.65,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

20,04:45-05:00,20.68,6.31,20.13,38.9,25.98,14.52,52.77,659.83,27.19,380.85,6.8,0,2.66,0,0,1.39,3.88,9.35,0,73.72,0,0,0,43.47,0,14.29,23.51,1.57,0,18.99,11.4,0,9.56,34.3,2.71,0,0,0,0,43.54,0,0,0,123.65,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

21,05:00-05:15,20.68,6.31,20.13,38.9,25.98,14.52,52.77,659.83,27.19,322.79,6.8,0,3.18,0,0,1.39,3.88,9.35,0,73.72,0,0,0,43.47,0,14.29,23.51,1.57,0,18.99,11.4,0,9.47,34.3,2.71,0,0,0,0,43.54,0,0,0,148.39,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

22,05:15-05:30,20.68,6.31,20.13,38.9,25.98,14.52,52.77,659.83,27.19,380.85,6.8,0,3.18,0,0,1.39,3.88,9.35,0,73.72,0,0,0,43.47,0,14.29,23.51,1.57,0,18.99,11.4,0,9.24,51.44,2.71,0,0,0,0,43.54,0,0,0,148.39,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

23,05:30-05:45,20.68,6.31,20.13,38.9,25.98,14.52,52.77,659.83,40.79,380.85,8.16,0,3.18,0,0,1.39,3.88,9.35,0,73.72,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,9.24,51.44,2.71,0,0,0,0,43.54,0,0,0,148.39,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

24,05:45-06:00,20.68,6.31,20.13,38.9,25.98,14.52,52.77,659.83,40.79,380.85,52.36,0,3.18,0,0,1.39,3.88,9.35,0,73.72,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,8.93,68.58,2.71,0,0,0,0,43.54,0,0,0,148.39,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

25,06:00-06:15,20.68,6.31,20.13,38.9,25.98,14.52,52.77,589.67,40.79,352,52.36,0,3.18,0,0,1.39,3.88,9.35,0,95.68,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,8.62,68.58,2.71,0,0,0,0,43.54,0,0,0,148.39,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

26,06:15-06:30,20.68,6.31,20.13,38.9,25.98,14.52,52.77,589.01,40.79,352,52.36,0,3.18,0,0,1.39,3.88,9.35,0,95.68,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,8.54,68.58,2.71,0,0,0,0,43.54,0,0,0,148.39,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

27,06:30-06:45,20.68,6.31,20.13,38.9,25.98,14.52,52.77,589.01,40.79,361.42,52.36,0,3.18,0,0,1.39,3.88,9.35,0,95.68,0,0,0,43.47,0,14.29,48.71,1.57,0,18.99,11.4,0,8.33,51.44,2.71,0,0,0,0,43.54,0,0,0,148.39,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

28,06:45-07:00,20.68,6.31,20.13,38.9,25.98,14.52,52.77,589.01,40.79,361.42,52.36,0,3.18,0,0,1.39,3.88,9.35,0,95.68,0,0,0,43.47,0,14.29,48.71,1.57,0,18.99,11.4,0,8.3,34.3,2.71,0,0,0,0,43.54,0,0,0,148.39,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

29,07:00-07:15,20.68,6.31,20.13,38.9,25.98,14.52,52.77,589.01,40.79,361.42,52.36,0,3.18,0,0,1.39,3.88,9.35,0,95.68,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,8.25,17.15,2.71,0,0,0,0,43.54,0,0,0,148.39,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

30,07:15-07:30,20.68,6.31,20.13,38.9,25.98,14.52,52.77,589.01,28.92,361.42,6.8,0,3.18,0,0,1.39,3.88,9.35,0,95.68,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,8.42,17.15,2.71,0,0,0,0,43.54,0,0,0,148.39,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

31,07:30-07:45,20.68,6.31,20.13,38.9,25.98,14.52,52.77,589.01,13.54,361.42,3.81,0,3.18,0,0,1.39,3.88,9.35,0,73.72,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,8.48,0,2.71,0,0,0,0,43.54,0,0,0,148.39,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,61.86,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

32,07:45-08:00,20.68,6.31,20.13,38.9,25.98,14.52,52.77,589.01,4.59,361.42,3.81,0,3.18,0,0,1.39,3.88,9.35,0,73.72,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,8.59,0,2.71,0,0,0,0,43.54,0,0,0,148.39,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,61.86,0,123.48,84.42,0,57.48,337.71,45.8,0,0,0,0,0,0

33,08:00-08:15,20.68,6.31,20.13,29.25,25.98,14.52,52.77,589.01,0,358.42,3.81,0,3.18,0,0,1.39,3.88,9.35,0,73.72,0,0,0,43.47,0,14.29,16.03,1.57,0,18.99,11.4,0,5.52,0,2.71,0,0,0,0,43.54,0,0,0,148.39,17.53,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,61.86,0,123.48,84.42,0,57.48,351.31,45.8,0,0,0,0,0,0

34,08:15-08:30,20.68,6.31,20.13,29.25,25.98,14.52,52.77,589.01,0,254.45,3.81,0,3.18,0,0,1.39,3.88,9.35,0,73.72,0,0,0,43.47,0,14.29,16.03,1.57,0,14.57,11.4,0,5.52,0,2.71,0,0,0,0,43.54,0,0,0,148.39,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,61.86,0,123.48,84.42,0,57.48,367.8,45.8,0,0,0,0,0,0

35,08:30-08:45,20.68,6.31,20.13,29.25,25.98,14.52,52.77,589.01,0,208.15,3.81,0,3.18,0,0,1.39,3.52,9.35,0,73.72,0,0,0,43.47,0,14.29,23.51,1.57,0,17.12,11.4,0,5.52,0,2.71,0,0,0,0,43.54,0,0,0,148.39,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,61.86,0,123.48,84.42,0,57.48,383.46,45.8,0,0,0,0,0,0

36,08:45-09:00,20.68,6.31,20.13,29.25,25.98,14.52,52.77,589.01,0,208.15,3.81,0,3.18,0,0,1.39,3.52,9.35,0,73.72,0,0,0,43.47,0,14.29,23.51,1.57,0,17.12,11.4,0,5.52,0,2.71,0,0,0,0,43.54,0,0,0,148.39,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,61.86,0,123.48,84.42,0,57.48,391.17,45.8,0,0,0,0,0,0

37,09:00-09:15,20.68,6.31,20.13,29.25,25.98,14.52,52.77,589.01,0,227.2,3.81,0,3.18,0,0,1.39,2.35,9.35,0,73.72,0,0,0,43.47,0,34.31,48.71,1.57,0,14.57,11.4,0,5.46,0,2.71,0,0,0,0,43.54,0,0,0,148.39,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,400.72,45.8,0,0,0,0,0,0

38,09:15-09:30,20.68,6.31,20.13,29.25,25.98,14.52,52.77,589.01,0,314.29,3.81,0,3.12,0,0,1.39,2.35,9.35,0,73.72,0,0,0,43.47,0,34.31,48.71,1.57,0,17.12,11.4,0,5.46,0,2.71,0,0,0,0,43.54,0,0,0,145.17,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,405.24,45.8,0,0,0,0,0,0

39,09:30-09:45,10.34,0,20.13,29.25,25.98,14.52,52.77,589.01,0,314.29,3.81,0,3.12,0,0,1.39,1.17,9.35,0,93.92,0,0,0,43.47,0,34.31,16.03,1.57,0,17.12,11.4,0,5.46,0,2.71,0,0,0,0,43.54,0,0,0,145.17,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,405.24,45.8,0,0,0,0,0,0

40,09:45-10:00,10.34,0,20.13,29.25,13,14.52,52.77,589.01,0,275.58,3.81,0,3.12,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,34.31,16.03,1.57,0,17.12,11.4,0,5.46,0,2.71,0,0,0,0,43.54,0,0,0,145.17,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,405.24,45.8,0,0,0,0,0,0

41,10:00-10:15,10.34,0,20.13,29.25,13,14.52,52.77,589.01,0,304.61,3.81,0,3.12,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,34.31,16.03,1.57,0,17.12,11.4,0,5.97,0,2.71,0,0,0,0,43.54,0,0,0,145.17,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,61.86,0,123.48,84.42,0,57.48,405.24,45.8,0,0,0,0,0,0

42,10:15-10:30,10.34,0,20.13,29.25,13,14.52,52.77,589.01,0,323.97,3.81,0,3.12,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,34.31,16.03,1.57,0,17.12,11.4,0,5.97,0,2.71,0,0,0,0,43.54,0,0,0,145.17,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,61.86,0,123.48,84.42,0,57.48,405.24,45.8,0,0,0,0,0,0

43,10:30-10:45,10.34,0,20.13,29.25,13,14.52,52.77,589.01,0,353,3.81,0,3.12,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,16.03,1.57,0,17.12,11.4,0,5.97,0,2.71,0,0,0,0,43.54,0,0,0,145.17,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,37.67,0,123.48,84.42,0,57.48,405.24,45.8,0,0,0,0,0,0

44,10:45-11:00,10.34,0,20.13,29.25,13,14.52,52.77,589.01,0,353,3.81,0,3.12,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,16.03,1.57,0,17.12,11.4,0,5.97,0,2.71,0,0,0,0,43.54,0,0,0,145.17,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,37.67,0,123.48,84.42,0,57.48,405.24,45.8,0,0,0,0,0,0

45,11:00-11:15,10.34,0,20.13,29.25,13,14.52,52.77,589.01,0,314.29,3.81,0,3.12,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,16.03,1.57,0,17.12,11.4,0,6.13,0,2.71,0,0,0,0,43.54,0,0,0,145.17,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,37.67,0,123.48,84.42,0,57.48,405.24,45.8,0,0,0,0,0,0

46,11:15-11:30,10.34,0,20.13,29.25,13,14.52,52.77,589.01,0,343.32,3.81,0,3.12,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,16.03,1.57,0,17.12,11.4,0,6.13,0,2.71,0,0,0,0,43.54,0,0,0,145.17,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,37.67,0,123.48,84.42,0,57.48,405.24,45.8,0,0,0,0,0,0

47,11:30-11:45,10.34,0,20.13,29.25,13,14.52,52.77,589.01,0,372.35,3.81,0,3.12,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,17.12,11.4,0,6.13,0,2.71,0,0,0,0,43.54,0,0,0,145.17,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,37.67,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

48,11:45-12:00,10.34,0,20.13,29.25,13,14.52,52.77,589.01,0,382.03,3.81,0,3.12,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,17.12,11.4,0,6.13,0,2.71,0,0,0,0,43.54,0,0,0,145.17,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,37.67,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

49,12:00-12:15,10.34,0,20.13,29.25,13,14.52,52.77,589.01,0,438.94,3.81,0,3.12,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,18.99,11.4,0,6.06,0,2.71,0,0,0,0,43.54,0,0,0,145.17,20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,37.67,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

50,12:15-12:30,10.34,0,20.13,29.25,13,14.52,52.77,589.01,0,488.48,3.81,0,3.12,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,18.99,11.4,0,6.06,0,2.71,0,0,0,0,43.54,0,0,0,145.17,20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,37.67,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

51,12:30-12:45,10.34,6.31,20.13,29.25,13,14.52,52.77,589.01,0,488.48,3.81,0,3.12,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,18.99,11.4,0,6.06,0,2.71,0,0,0,0,43.54,0,0,0,145.17,20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,37.67,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

52,12:45-13:00,10.34,6.31,20.13,29.25,13,14.52,52.77,589.01,0,488.48,3.81,0,3.12,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,18.99,11.4,0,6.06,0,2.71,0,0,0,0,43.54,0,0,0,145.17,20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

53,13:00-13:15,10.34,6.31,20.13,29.25,13,14.52,52.77,589.01,0,488.48,3.81,0,2.62,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,18.99,11.4,0,2.3,0,2.71,0,0,0,0,43.54,0,0,0,122.15,20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

54,13:15-13:30,10.34,6.31,20.13,29.25,13,14.52,52.77,589.01,0,488.48,3.81,0,2.66,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,18.99,11.4,0,2.3,0,2.71,0,0,0,0,43.54,0,0,0,123.65,20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

55,13:30-13:45,10.34,6.31,20.13,29.25,13,14.52,52.77,589.01,13.6,488.48,3.81,0,2.66,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,18.99,11.4,0,2.3,0,2.71,0,0,0,0,43.54,0,0,0,123.65,20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

56,13:45-14:00,10.34,6.31,20.13,29.25,13,14.52,52.77,589.01,13.6,488.48,3.81,0,2.66,0,0,1.39,1.17,9.35,0,95.68,0,0,0,43.47,0,10.02,23.51,1.57,0,18.99,11.4,0,2.3,0,2.71,0,0,0,0,43.54,0,0,0,123.65,20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,49.48,0,123.48,84.42,0,57.48,398.45,45.8,0,0,0,0,0,0

