Block,Time Block,KISHANGANGA,KKNP,KKNPPU2,KHSTPP-II,SASAN,RIHAND1,RAMPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,RSTPSU7,SIMHST2,SALAL,SEWA2,RIHAND3,SINGRAULI,PARBATI3,RAPPB,RIHAND2,TALA,TALST2,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,CHAMERA3,CHAMERA2,NLCIIST1,KOLDAM,NJPC,KUDGI,NAPP,MAPS,KOTESHWR,NLCEXP,UNCHAHAR1,TelanganaSTPP,UNCHAHAR2,TEHRI,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,TANDA2,URI,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,BSIUL,BRBCL,CHAMERA1,FSTPP I & II,JHAJJAR,KGSU1AND2,KHSTPP-I,KGSU3AND4,TANAKPUR,DHAULIGNGA,DULHASTI,DADRT2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,81.07,0,123.63,123.78,6.81,0,117.92,9.32,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,18.72,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,28.88,0,0,25.77,19.43,12.63,14.41,27.23,15.16,233.81,0,31.92,0,8.44,39.14,35.1,450.67,0,0,0,0,0

7,01:30-01:45,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,81.07,0,123.63,93.78,6.81,0,117.92,9.37,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.29,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,14.98,12.63,14.91,27.23,15.16,230.6,0,31.92,0,8.44,39.14,35.1,380.43,0,0,0,0,0

8,01:45-02:00,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,81.07,0,123.63,93.78,6.81,0,117.92,9.32,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.29,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,14.98,12.63,13.33,27.23,15.16,230.6,0,31.92,0,8.44,39.14,35.1,365.6,0,0,0,0,0

9,02:00-02:15,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,81.07,0,123.63,93.78,6.81,0,117.92,9.46,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.29,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,28.88,0,0,34.93,14.98,12.63,13.52,26.57,15.16,230.6,0,31.92,0,8.44,39.14,35.1,365.6,0,0,0,0,0

10,02:15-02:30,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,81.07,0,123.63,93.78,6.81,0,117.92,9.49,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.29,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,28.88,0,0,34.93,14.98,12.63,13.19,23.57,15.16,230.6,0,31.92,0,8.44,39.14,35.1,365.6,0,0,0,0,0

11,02:30-02:45,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,81.07,0,123.63,93.78,20.42,0,117.92,9.51,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.29,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,28.88,0,0,25.77,14.42,12.63,15.14,23.57,12.14,229.73,0,31.92,0,8.44,39.14,35.1,365.6,0,0,0,0,0

12,02:45-03:00,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,81.07,0,123.63,93.78,20.42,0,117.92,9.54,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.29,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,28.88,0,0,25.77,14.42,12.63,13.98,23.57,11.08,229.73,0,31.92,0,8.44,39.14,35.1,365.6,0,0,0,0,0

13,03:00-03:15,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,123.63,93.78,34.05,0,117.92,9.59,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,19.43,12.63,10.93,23.57,15.16,233.81,0,31.92,0,8.07,39.14,35.1,436.26,0,0,0,0,0

14,03:15-03:30,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,123.63,93.78,34.05,0,117.92,9.54,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,19.43,12.63,12.55,23.57,15.16,233.81,0,31.92,0,8.07,39.14,35.1,502.05,0,0,0,0,0

15,03:30-03:45,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,123.63,93.78,34.05,0,117.92,8.83,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,19.43,12.63,13.3,23.57,15.16,233.81,0,31.92,0,8.07,39.14,35.1,497.59,0,0,0,0,0

16,03:45-04:00,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,123.63,93.78,34.05,0,117.92,8.98,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,19.43,12.63,15.52,23.57,15.16,233.81,0,31.92,0,8.07,39.14,35.1,422.89,0,0,0,0,0

17,04:00-04:15,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,123.63,93.78,34.05,0,117.92,8.87,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,19.43,12.63,15.47,23.57,15.16,233.81,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

18,04:15-04:30,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,123.63,93.78,34.05,0,117.92,8.78,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,19.43,12.63,17.44,23.57,15.16,233.81,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

19,04:30-04:45,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,123.63,93.78,20.42,0,117.92,8.83,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,0,0,34.93,19.43,12.63,19.38,23.57,15.16,229.73,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

20,04:45-05:00,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,123.63,93.78,20.42,0,117.92,8.34,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,0,0,34.93,19.43,12.63,19.38,23.57,15.16,229.73,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

21,05:00-05:15,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,74.3,0,123.63,123.78,20.42,0,117.92,8.46,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,0,0,34.93,19.43,6.32,19.38,23.57,15.16,229.73,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

22,05:15-05:30,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,74.3,0,123.63,123.78,20.42,0,117.92,8.34,0,0,0,0,0,31.08,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,0,0,34.93,19.43,6.32,19.38,23.57,15.16,229.73,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

23,05:30-05:45,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,74.3,0,123.63,123.78,35.4,0,117.92,7.95,0,0,0,0,0,24.52,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,0,0,25.77,19.43,6.32,19.38,23.57,15.16,229.73,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

24,05:45-06:00,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,74.3,0,123.63,123.78,52.43,0,117.92,8.15,0,0,0,0,0,24.52,42.84,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,0,0,25.77,19.43,6.32,19.38,23.57,15.16,229.73,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

25,06:00-06:15,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,70.93,0,123.63,119.25,52.43,0,117.92,8.11,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,25.67,0,0,25.77,19.43,6.32,19.38,23.57,15.16,233.81,0,31.92,0,8.07,39.14,35.1,435.67,0,0,0,0,0

26,06:15-06:30,1.4,0,0,82.58,350.98,87.72,3.43,0,0,0,58.79,0,0,70.93,0,123.63,114.73,52.43,0,117.92,8.07,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,25.67,0,0,25.77,19.43,6.32,19.38,23.57,15.16,233.81,0,31.92,0,8.07,39.14,35.1,467.15,0,0,0,0,0

27,06:30-06:45,1.4,0,0,82.58,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,111.7,52.43,0,117.92,8.11,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,34.93,19.43,6.32,19.38,23.57,15.16,233.81,0,31.92,0,8.07,39.14,35.1,445.83,0,0,0,0,0

28,06:45-07:00,1.4,0,0,82.58,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,108.68,52.43,0,117.92,8.15,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,34.93,19.43,6.32,19.38,23.57,15.16,233.81,0,31.92,0,8.07,39.14,35.1,415.79,0,0,0,0,0

29,07:00-07:15,1.4,0,0,82.58,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,107.17,52.43,0,117.92,8.07,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,19.43,6.32,19.38,23.57,15.16,233.81,0,31.92,0,8.07,39.14,35.1,389.63,0,0,0,0,0

30,07:15-07:30,1.4,0,0,82.58,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,107.17,6.81,0,117.92,8.15,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,15.02,0,30.79,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,19.43,6.32,19.38,23.57,15.16,233.81,0,31.92,0,8.07,39.14,35.1,380.91,0,0,0,0,0

31,07:30-07:45,1.4,0,0,82.58,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,107.17,6.81,0,117.92,9.69,0,0,0,0,0,31.08,34.69,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,14.98,6.32,19.38,23.57,15.16,229.63,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

32,07:45-08:00,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,107.17,17.01,0,117.92,9.63,0,0,0,0,0,31.08,34.69,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,25.77,14.98,6.32,19.38,23.57,15.16,229.63,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

33,08:00-08:15,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,85.1,17.01,0,117.92,8.87,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,28.64,14.98,6.32,19.38,23.57,15.16,229.63,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

34,08:15-08:30,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,85.1,17.01,0,117.92,8.98,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,28.64,14.98,6.32,19.38,23.57,15.16,229.63,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

35,08:30-08:45,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,85.1,17.01,0,117.92,9.49,0,0,0,0,0,24.52,42.84,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,17.17,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,28.64,14.98,6.32,19.38,23.57,15.16,229.63,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

36,08:45-09:00,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,85.1,17.01,0,117.92,10.6,0,0,0,0,0,24.52,42.84,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,28.64,14.98,6.32,19.38,23.57,15.16,229.63,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

37,09:00-09:15,1.4,0,0,52.69,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,79.89,17.01,0,117.92,10.62,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,28.64,14.98,6.32,19.38,23.57,11.08,229.63,0,24.73,0,8.07,39.14,35.1,365.6,0,0,0,0,0

38,09:15-09:30,1.4,0,0,52.69,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,80.89,17.01,0,117.92,10.62,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,28.64,14.98,6.32,19.38,13.01,11.08,229.63,0,24.73,0,8.07,39.14,35.1,365.6,0,0,0,0,0

39,09:30-09:45,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,115.85,17.01,0,117.92,10.6,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,28.64,14.98,6.32,19.38,0,15.16,229.63,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

40,09:45-10:00,1.4,0,0,69.87,350.98,87.72,3.43,0,0,0,58.79,0,0,72.06,0,123.63,115.85,17.01,0,117.92,10.57,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,28.64,14.98,6.32,19.38,0,15.16,229.63,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

41,10:00-10:15,1.4,0,0,82.58,350.98,87.72,3.43,0,0,0,58.79,0,0,45.03,0,123.63,123.78,17.01,0,117.92,10.71,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,0,0,28.64,14.98,12.63,18.71,0,15.16,229.63,0,37.01,0,8.07,39.14,35.1,365.6,0,0,0,0,0

42,10:15-10:30,1.4,0,0,82.58,350.98,87.72,3.43,0,0,0,58.79,0,0,45.03,0,123.63,123.78,17.01,0,117.92,10.82,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,0,0,28.64,14.98,12.63,19.38,0,15.16,229.63,0,37.01,0,8.07,39.14,35.1,365.6,0,0,0,0,0

43,10:30-10:45,1.4,0,0,71.39,350.98,87.72,3.43,0,0,0,58.79,0,0,45.03,0,123.63,123.78,17.01,0,117.92,10.82,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,28.64,14.98,12.63,19.38,0,15.16,229.63,0,32.33,0,8.07,39.14,35.1,365.6,0,0,0,0,0

44,10:45-11:00,1.4,0,0,72.77,350.98,87.72,3.43,0,0,0,58.79,0,0,45.03,0,123.63,123.78,17.01,0,117.92,10.82,0,0,0,0,0,24.52,34.69,0,5.18,161.9,0,43.36,0,9.36,0,11.86,0,23.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,28.64,14.98,12.63,18.37,0,15.16,229.63,0,31.92,0,8.07,39.14,35.1,365.6,0,0,0,0,0

45,11:00-11:15,1.4,0,0,77.62,350.98,87.72,3.43,0,0,0,58.79,0,0,45.03,0,123.63,123.78,17.01,0,117.92,10.6,0,0,0,0,0,24.52,34.69,0,2.35,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,31.5,19.43,12.63,18.18,0,15.16,233.81,0,31.92,0,8.07,29.29,35.1,365.6,0,0,0,0,0

46,11:15-11:30,1.4,0,0,70.84,350.98,87.72,3.43,0,0,0,58.79,0,0,45.03,0,123.63,123.78,17.01,0,117.92,10.6,0,0,0,0,0,24.52,34.69,0,2.35,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,31.5,19.43,12.63,17.84,0,15.16,233.81,0,31.92,0,8.07,29.29,35.1,365.6,0,0,0,0,0

47,11:30-11:45,1.4,0,0,82.58,350.98,87.72,3.43,0,0,0,58.79,0,0,50.65,0,123.63,123.78,17.01,0,117.92,10.6,0,0,0,0,0,24.52,34.69,0,2.35,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,31.5,19.43,12.63,19.38,0,15.16,233.81,0,37.01,0,8.07,29.29,35.1,365.6,0,0,0,0,0

48,11:45-12:00,1.4,0,0,82.58,350.98,87.72,3.43,0,0,0,58.79,0,0,50.65,0,123.63,123.78,17.01,0,117.92,10.6,0,0,0,0,0,24.52,34.69,0,2.35,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,31.5,19.43,12.63,18.74,0,15.16,233.81,0,37.01,0,8.07,29.29,35.1,365.6,0,0,0,0,0

49,12:00-12:15,1.4,0,0,83.34,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,100.73,123.78,17.01,0,104.21,10.6,0,0,0,0,0,24.52,34.69,0,2.35,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,31.5,19.43,12.63,19.38,0,15.16,233.81,0,37.38,0,8.07,29.29,35.1,365.6,0,0,0,0,0

50,12:15-12:30,1.4,0,0,83.34,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,100.73,92.88,17.01,0,104.21,10.6,0,0,0,0,0,24.52,34.69,0,2.35,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.82,0,0,31.5,19.43,12.63,19.38,0,15.16,233.81,0,37.66,0,8.07,29.29,35.1,365.6,0,0,0,0,0

51,12:30-12:45,1.4,0,0,83.34,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,100.73,92.88,14.98,0,104.21,10.5,0,0,0,0,0,24.52,34.69,0,2.35,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,28.64,19.43,12.63,19.38,0,15.16,233.81,0,37.66,0,8.07,39.14,35.1,411.92,0,0,0,0,0

52,12:45-13:00,1.4,0,0,83.34,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,100.73,92.88,14.98,0,104.21,10.5,0,0,0,0,0,24.52,34.69,0,2.35,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.09,0,0,28.64,19.43,12.63,19.38,0,15.16,233.81,0,37.66,0,8.07,39.14,35.1,431.3,0,0,0,0,0

53,13:00-13:15,1.4,0,0,83.34,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,100.73,92.88,14.98,0,104.21,10.5,0,0,0,0,0,24.52,34.69,0,4.7,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,0,0,25.77,19.43,6.32,19.38,0,15.16,233.81,0,37.66,0,8.07,39.14,35.1,450.67,0,0,0,0,0

54,13:15-13:30,1.4,0,0,83.34,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,100.73,92.88,14.98,0,104.21,10.5,0,0,0,0,0,24.52,34.69,0,3.58,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,0,0,25.77,19.43,6.32,19.38,0,15.16,233.81,0,37.66,0,8.07,39.14,35.1,460.36,0,0,0,0,0

55,13:30-13:45,1.4,0,0,82.97,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,113.32,123.78,14.98,0,104.21,10.25,0,0,0,0,0,31.08,31.8,0,3.53,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,0,0,25.77,19.43,6.32,19.38,0,15.16,233.81,0,37.49,0,8.07,39.14,35.1,499.12,0,0,0,0,0

56,13:45-14:00,1.4,0,0,82.97,350.98,87.72,3.43,0,0,0,58.79,0,0,77.69,0,118.17,123.78,14.98,0,104.21,10.25,0,0,0,0,0,31.08,31.8,0,3.45,161.9,0,43.36,0,9.36,0,15.02,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44,0,0,25.77,19.43,6.32,19.38,0,15.16,233.81,0,37.49,0,8.07,39.14,35.1,499.12,0,0,0,0,0

