Block,Time Block,NAPP,NLCEXP,NLCIIST1,NJPC,MAPS,TEHRI,TANDA2,UNCHAHAR1,UNCHAHAR4,TANAKPUR,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,ANTA_LF,AURY_GF,VALLURNTECL,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,URI2,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,TALST2,TALA,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,RAMPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,KUDGI,KISHANGANGA,KKNP,KOTESHWR,KKNPPU2,KOLDAM,JHAJJAR,KGSU3AND4,KGSU1AND2,KHSTPP-I,KHSTPP-II,PARBATI3,NNTPP,NTPL,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,CHAMERA3,CHAMERA2,BSIUL,BRBCL,CHAMERA1,NLCIIST2,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,42.12,0,0,0,0,0,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,389.53,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,18.41,78.45,0,0,0,0,11,0,256.8,0,0,0,14.86,0,0,0,0,0,0,0,0

7,01:30-01:45,42.12,0,0,0,0,0,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,389.53,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,18.41,78.45,0,0,0,0,11,0,256.8,0,0,0,14.88,0,0,0,0,0,0,0,0

8,01:45-02:00,42.12,0,0,0,0,0,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,389.53,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,18.41,78.45,0,0,0,0,11,0,256.8,0,0,0,16.36,0,0,0,0,0,0,0,0

9,02:00-02:15,42.12,0,0,0,0,0,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,18.41,78.45,0,0,0,0,11,0,256.8,0,0,0,15.31,0,0,0,0,0,0,0,0

10,02:15-02:30,42.12,0,0,0,0,0,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,18.41,78.45,0,0,0,0,11,0,256.8,0,0,0,16.47,0,0,0,0,0,0,0,0

11,02:30-02:45,42.12,0,0,0,0,0,0,5.77,0,5.54,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,18.41,92.81,0,0,0,0,11,0,257.76,0,0,0,15.23,0,0,0,0,0,0,0,0

12,02:45-03:00,42.12,0,0,0,0,0,0,5.77,0,5.54,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,18.41,92.81,0,0,0,0,11,0,257.76,0,0,0,15.64,0,0,0,0,0,0,0,0

13,03:00-03:15,42.12,0,0,0,0,0,0,5.77,0,5.54,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,18.41,92.81,0,0,0,0,11,0,257.76,0,0,0,16.7,0,0,0,0,0,0,0,0

14,03:15-03:30,42.12,0,0,0,0,0,0,5.77,0,5.54,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,18.41,92.81,0,0,0,0,11,0,257.76,0,0,0,18.26,0,0,0,0,0,0,0,0

15,03:30-03:45,42.12,0,0,0,0,0,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,18.41,92.81,0,0,0,0,11,0,257.76,0,0,0,17.62,0,0,0,0,0,0,0,0

16,03:45-04:00,42.12,0,0,0,0,0,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,18.41,92.81,0,0,0,0,11,0,257.76,0,0,0,17.3,0,0,0,0,0,0,0,0

17,04:00-04:15,42.12,0,0,0,0,14.54,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,18.41,94.76,0,0,0,0,11,0,257.76,0,0,0,16.69,0,0,0,0,0,0,0,0

18,04:15-04:30,42.12,0,0,0,0,14.54,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,18.41,94.76,0,0,0,0,11,0,257.76,0,0,0,19.24,0,0,0,0,0,0,0,0

19,04:30-04:45,42.12,0,0,0,0,14.54,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,22.37,113.89,0,0,0,0,11,0,257.76,0,0,0,19.24,0,0,0,0,0,0,0,0

20,04:45-05:00,42.12,0,0,0,0,14.54,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,122.42,119.58,0,91.65,221.81,60.89,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,22.37,114.45,0,0,0,0,11,0,325.09,0,0,0,19.24,0,0,0,0,0,0,0,0

21,05:00-05:15,42.12,0,0,18.22,0,14.54,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,8.94,0,122.42,119.58,0,91.65,221.81,60.89,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,25.79,114.45,0,0,0,0,12.4,0,353.94,0,0,0,19.24,0,0,0,0,0,0,0,0

22,05:15-05:30,42.12,0,0,18.22,0,29.08,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,40.23,0,122.42,119.58,0,91.65,221.81,60.89,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,25.79,114.45,0,0,0,0,12.4,0,353.94,0,0,0,19.24,0,0,0,0,0,0,0,0

23,05:30-05:45,42.12,0,0,18.22,0,29.08,0,5.77,0,0,13.97,0,22.42,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,40.23,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,229.93,0,0,25.79,114.45,0,0,0,0,12.29,0,353.94,0,0,0,19.24,0,0,0,0,0,0,0,0

24,05:45-06:00,42.12,0,0,44.99,0,29.08,0,7.67,0,0,25.39,0,34.64,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,40.23,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,296.42,0,0,31.65,142.63,0,0,0,0,20.01,0,402.03,0,0,0,19.24,0,0,0,0,0,0,0,0

25,06:00-06:15,42.12,0,0,67.49,0,43.63,0,9.51,0,0,25.39,0,40.77,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,40.23,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,370.95,0,0,32.4,142.63,3.67,0,0,0,20.01,0,495.33,0,0,0,19.24,0,0,0,0,0,0,0,0

26,06:15-06:30,42.12,0,0,67.49,0,43.63,0,9.89,0,0,25.39,0,40.77,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,40.23,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,408.94,0,0,32.4,142.63,15.91,0,0,0,20.01,15.85,508.59,0,1.92,0,19.24,0,0,0,0,0,0,0,0

27,06:30-06:45,42.12,0,0,89.99,0,43.63,0,9.89,0,0,25.39,0,40.77,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,26.82,0,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,15.91,0,0,7.62,20.01,31.7,587.6,9.31,3.85,2.12,19.24,13.51,0,0,0,0,0,0,0

28,06:45-07:00,42.12,0,0,89.99,0,58.17,0,9.89,0,0,25.39,0,40.77,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,8.94,7.6,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,15.91,0,0,26.36,20.01,31.7,654.08,18.64,25.33,12.54,19.24,26.98,0,0,0,0,0,0,0

29,07:00-07:15,42.12,0,0,89.99,0,58.17,0,8.52,0,0,25.39,0,40.77,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,7.6,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,15.91,0,0,26.36,20.01,31.7,656.71,18.64,25.33,12.54,19.24,26.98,0,0,0,0,0,0,0

30,07:15-07:30,42.12,0,0,89.99,0,58.17,0,8.52,0,0,25.39,0,40.77,1.07,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,7.6,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,15.91,0,0,26.36,20.01,31.7,656.71,18.64,25.33,12.54,19.24,26.98,0,0,0,0,0,0,0

31,07:30-07:45,42.12,0,0,89.99,0,58.17,0,8.52,0,0,25.39,0,40.77,25.48,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,7.88,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,15.91,0,0,26.36,20.01,31.7,656.71,18.64,25.33,12.54,19.24,26.98,0,0,0,0,0,0,0

32,07:45-08:00,42.12,0,0,89.99,0,58.17,0,8.52,0,0,25.39,0,40.77,25.48,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,7.88,134.35,119.58,0,114.22,221.81,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,3.43,0,0,26.36,20.01,31.7,656.71,18.64,25.33,12.54,19.24,26.98,0,0,0,0,0,0,0

33,08:00-08:15,42.12,0,0,89.99,0,58.17,0,8.52,0,0,25.39,0,40.77,25.48,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,7.88,134.35,119.58,0,114.22,231.55,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,0,0,0,15.31,20.01,31.7,656.71,18.64,25.33,12.54,19.24,26.98,0,0,0,0,0,0,0

34,08:15-08:30,42.12,0,0,89.99,0,58.17,0,8.52,0,0,25.39,0,40.77,25.48,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,7.88,134.35,119.58,0,114.22,251.03,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,0,0,0,15.31,20.01,15.85,656.71,9.31,3.21,2.12,19.24,26.98,0,0,0,0,0,0,0

35,08:30-08:45,42.12,0,0,89.99,0,58.17,0,8.52,0,0,25.39,0,40.77,3.18,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,270.51,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,0,0,0,15.31,20.01,15.85,656.71,0,0,0,19.24,13.51,0,0,0,0,0,0,0

36,08:45-09:00,42.12,0,0,67.49,0,58.17,0,8.52,0,0,25.39,0,40.77,2.13,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,289.98,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,0,0,0,7.62,20.01,15.85,656.71,0,0,0,19.24,13.51,0,0,0,0,0,0,0

37,09:00-09:15,42.12,0,0,38.26,0,58.17,0,8.52,0,0,25.39,0,40.77,2.13,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,309.46,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,0,0,0,0,20.01,15.85,656.71,0,0,0,19.24,0,0,0,0,0,0,0,0

38,09:15-09:30,42.12,0,0,38.26,0,58.17,0,8.52,0,0,25.39,0,40.77,2.13,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,328.94,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,0,0,0,0,20.01,15.85,656.71,0,0,0,19.24,0,0,0,0,0,0,0,0

39,09:30-09:45,42.12,0,0,38.26,0,43.63,0,8.52,0,0,25.39,0,40.77,2.13,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,348.41,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,0,0,0,0,20.01,0,628.47,0,0,0,19.24,0,0,0,0,0,0,0,0

40,09:45-10:00,42.12,0,0,20.04,0,43.63,0,8.52,0,0,25.39,0,40.77,25.48,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,368.98,88.49,0,0,0.6,0,51.38,0,0,0,0,0,17.07,0,0,418.05,0,0,32.4,142.63,0,0,0,0,20.01,0,580.38,0,0,0,19.24,0,0,0,0,0,0,0,0

41,10:00-10:15,42.12,0,0,0,0,43.63,0,7.61,0,0,23.18,0,37.2,25.48,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,396.49,0,0,32.4,142.63,0,0,0,0,20.01,0,510.59,0,0,0,19.24,0,0,0,0,0,0,0,0

42,10:15-10:30,42.12,0,0,0,0,43.63,0,7.32,0,0,22.79,0,36.18,3.18,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,396.49,0,0,32.4,142.63,0,0,0,0,20.01,0,403.34,0,0,0,19.24,0,0,0,0,0,0,0,0

43,10:30-10:45,42.12,0,0,0,0,29.08,0,5.77,0,0,17.77,0,28.12,1.6,0,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,393.78,0,0,32.4,142.63,0,0,0,0,17.81,0,355.25,0,0,0,19.24,0,0,0,0,0,0,0,0

44,10:45-11:00,42.12,0,0,0,0,29.08,0,5.77,0,0,17.77,0,28.12,1.6,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,393.78,0,0,32.4,142.63,0,0,0,0,17.81,0,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

45,11:00-11:15,42.12,0,0,0,0,27.87,0,5.77,0,0,17.77,0,28.12,1.6,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,393.78,0,0,32.4,142.63,0,0,0,0,17.81,0,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

46,11:15-11:30,42.12,0,0,0,0,27.87,0,5.77,0,0,17.77,0,28.12,1.6,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,393.78,0,0,32.4,142.63,0,0,0,0,17.81,0,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

47,11:30-11:45,42.12,0,0,0,0,27.87,0,5.98,0,5.54,17.89,0,28.14,1.6,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,393.83,0,0,32.4,142.63,0,0,0,0,17.81,0,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

48,11:45-12:00,42.12,0,0,0,0,27.87,0,5.98,0,5.54,17.89,0,28.14,1.6,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,32.4,142.63,0,0,0,0,17.81,0,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

49,12:00-12:15,42.12,0,0,0,0,28.97,0,6.4,0,5.54,17.89,0,28.14,5.31,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,32.4,142.63,0,0,0,0,17.81,0,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

50,12:15-12:30,42.12,0,0,0,0,13.88,0,6.4,0,5.54,17.89,0,28.14,5.31,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,32.4,142.63,0,0,0,0,17.81,0,274.26,0,0,0,19.24,0,0,0,0,0,0,0,0

51,12:30-12:45,42.12,0,0,0,0,13.88,0,6.4,0,5.54,17.89,0,28.14,1.28,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,28.98,142.63,0,0,0,0,17.81,0,274.11,0,0,0,19.24,0,0,0,0,0,0,0,0

52,12:45-13:00,42.12,0,0,0,0,0,0,6.4,0,0,17.89,0,28.14,1.28,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,28.98,142.63,0,0,0,0,17.81,0,274.11,0,0,0,19.24,0,0,0,0,0,0,0,0

53,13:00-13:15,42.12,0,0,0,0,0,0,6.4,0,0,17.89,0,28.14,1.28,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,283.25,0,0,28.98,126.6,0,0,0,0,13.93,0,274.11,0,0,0,19.24,0,0,0,0,0,0,0,0

54,13:15-13:30,42.12,0,0,0,0,0,0,6.4,0,0,17.89,0,28.14,1.28,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,134.35,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,283.25,0,0,22.64,98.58,0,0,0,0,13.93,0,274.11,0,0,0,19.24,0,0,0,0,0,0,0,0

55,13:30-13:45,42.12,0,0,0,0,0,0,6.4,0,0,17.89,0,28.14,1.28,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,122.43,119.58,0,114.22,378.71,88.49,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,22.64,98.58,0,0,0,0,13.93,0,274.11,0,0,0,19.24,0,0,0,0,0,0,0,0

56,13:45-14:00,42.12,0,0,0,0,0,0,6.4,0,0,17.89,0,28.14,1.28,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,122.43,119.58,0,114.22,378.71,60.91,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,22.64,98.58,0,0,0,0,13.93,0,274.11,0,0,0,19.24,0,0,0,0,0,0,0,0

57,14:00-14:15,42.12,0,0,0,0,14.48,0,6.4,0,0,17.89,0,28.14,1.28,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,122.43,119.58,0,114.22,378.71,60.91,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,22.64,98.58,0,0,0,0,13.93,15.85,274.11,0,0,0,19.24,0,0,0,0,0,0,0,0

58,14:15-14:30,42.12,0,0,0,0,14.48,0,6.4,0,0,17.89,0,28.14,1.28,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,122.43,119.58,0,114.22,378.71,60.91,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,22.64,98.58,0,0,0,0,13.93,15.85,274.11,0,0,0,19.24,0,0,0,0,0,0,0,0

59,14:30-14:45,42.12,0,0,0,0,28.97,0,6.4,0,0,17.89,0,28.14,1.28,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,122.43,119.58,0,114.22,378.71,60.91,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,22.64,98.58,0,0,0,0,13.93,15.85,274.11,0,0,0,19.24,0,0,0,0,0,0,0,0

60,14:45-15:00,42.12,0,0,0,0,28.97,0,6.4,0,0,17.89,0,28.14,1.28,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,122.43,119.58,0,91.95,378.71,60.91,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,22.64,98.58,0,0,0,0,13.93,15.85,322.35,0,0,0,19.24,0,0,0,0,0,0,0,0

61,15:00-15:15,42.12,0,0,0,0,28.97,0,6.4,0,0,17.89,0,28.14,1.28,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,122.43,119.58,0,91.95,378.71,60.91,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,22.64,98.58,0,0,0,0,13.93,15.85,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

62,15:15-15:30,42.12,0,0,0,0,28.97,0,6.4,0,0,17.89,0,28.14,1.28,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0,0,0,1.35,0,122.43,119.58,0,91.95,378.71,60.91,0,0,0.6,0,51.38,0,0,0,0,0,8.53,0,0,312.1,0,0,22.64,98.58,0,0,0,0,13.93,15.85,351.2,0,0,0,19.24,0,0,0,0,0,0,0,0

