Block,Time,L_NR_2020_02,L_NR_2012_01,L_NR_2012_07,LT-31,LT-05,L_NR_2012_04,L_NR_2019_19,L_NR_2012_02,SH-06,LT-35,LT-36,LT_MEJA_Delhi,L_NR_2019_11,L_NR_2022_08,SH-07,L_NR_2020_07,L_NR_2021_13,L_NR_2021_15,L_NR_2019_07,L_NR_2018_61,L_NR_2020_05,L_NR_2022_10,L_NR_2021_14,LT-59,L_NR_2019_06,L_NR_2019_05,L_NR_2020_06,L_NR_2021_12,L_NR_2022_09,L_NR_2021_17,L_NR_2021_16
10,02:15-02:30,3.990000,101.030000,76.120000,0.000000,66.220000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.530000,3.99,25.540000,6.26,0,0,0,5.53,18.76,13.96,0,3.260000,0,0,6.25,0,13.96,0,0

11,02:30-02:45,3.990000,101.030000,76.120000,0.000000,66.220000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.530000,3.97,25.540000,6.38,0,0,0,5.5,19.16,13.83,0,3.660000,0,0,6.39,0,13.83,0,0

12,02:45-03:00,3.990000,101.030000,57.160000,0.000000,66.220000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.530000,3.99,25.540000,6.45,0,0,0,5.52,19.34,13.73,0,3.660000,0,0,6.45,0,13.73,0,0

13,03:00-03:15,3.990000,101.030000,57.160000,0.000000,115.800000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.450000,4,25.540000,5.45,0,0,0,5.53,16.37,13.48,0,3.660000,0,0,5.46,0,13.48,0,0

14,03:15-03:30,3.990000,101.030000,57.160000,0.000000,115.800000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.450000,3.99,25.540000,5.46,0,0,0,5.56,16.38,13.44,0,3.660000,0,0,5.46,0,13.44,0,0

15,03:30-03:45,3.990000,101.030000,57.160000,0.000000,115.800000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.450000,3.97,25.540000,5.43,0,0,0,5.53,16.31,13.21,0,3.660000,0,0,5.44,0,13.21,0,0

16,03:45-04:00,3.990000,101.030000,57.160000,0.000000,115.800000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.450000,3.97,25.540000,5.43,0,0,0,5.52,16.27,13.18,0,3.660000,0,0,5.42,0,13.18,0,0

17,04:00-04:15,3.850000,101.030000,57.160000,0.000000,115.800000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.450000,3.8,25.540000,5.4,0,0,0,5.49,16.18,13.06,0,3.490000,0,0,5.39,0,13.06,0,0

18,04:15-04:30,3.850000,101.030000,57.160000,0.000000,115.800000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.450000,3.74,25.540000,5.37,0,0,0,5.53,16.16,12.92,0,3.490000,0,0,5.39,0,12.92,0,0

19,04:30-04:45,3.850000,101.030000,57.160000,0.000000,115.800000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.450000,3.72,25.540000,5.38,0,0,0,5.5,16.11,12.63,0,3.490000,0,0,5.37,0,12.63,0,0

20,04:45-05:00,3.850000,101.030000,57.160000,0.000000,66.220000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.450000,3.69,25.540000,5.35,0,0,0,5.52,16.02,12.38,0,3.490000,0,0,5.34,0,12.38,0,0

21,05:00-05:15,3.850000,101.030000,57.160000,0.000000,66.220000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.450000,3.65,25.540000,5.17,0,0,0,5.53,15.56,12.45,0,3.490000,0,0,5.19,0,12.45,0,0

22,05:15-05:30,3.850000,101.030000,57.160000,0.000000,66.220000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.450000,3.64,25.540000,5.05,0,0,0,5.56,15.12,12.52,0,3.490000,0,0,5.04,0,12.52,0,0

23,05:30-05:45,3.850000,101.030000,57.160000,0.000000,115.800000,271.270000,0.000000,130.500000,30.380000,0.000000,0.000000,11.440000,3.450000,3.64,25.540000,5.03,0,0,0,5.53,15.06,12.59,0,3.490000,0,0,5.02,0,12.59,0,0

24,05:45-06:00,3.850000,101.030000,57.160000,0.000000,115.800000,271.270000,1.050000,130.500000,30.380000,0.000000,0.000000,11.440000,3.450000,3.64,25.540000,5.05,0,0,0,5.52,15.1,12.65,0,3.490000,0,0,5.03,0,12.65,0,0

25,06:00-06:15,3.710000,101.030000,57.160000,0.030000,66.220000,271.270000,4.200000,130.500000,30.380000,0.040000,0.000000,11.440000,3.380000,3.68,25.540000,4.7,0.1,0,1.41,5.49,14.1,12.69,0.03,3.340000,6.11,2.58,4.7,0.52,12.69,0.38,0.76

26,06:15-06:30,3.710000,101.030000,57.160000,0.160000,66.220000,271.270000,7.860000,130.500000,30.380000,0.160000,0.090000,11.440000,3.380000,3.69,25.540000,4.71,0.41,0.74,3.9,5.53,14.14,12.21,0.03,3.340000,12.96,7.45,4.71,2.07,12.21,1.47,2.94

27,06:30-06:45,3.710000,101.030000,57.160000,0.550000,66.220000,271.270000,11.500000,130.500000,30.380000,0.610000,0.350000,11.440000,3.380000,3.62,25.540000,4.77,0.93,1.17,11.29,5.5,14.33,12.22,1.32,3.340000,21.36,14.45,4.78,4.66,12.22,3.1,6.19

28,06:45-07:00,3.710000,101.030000,57.160000,1.130000,115.800000,271.270000,15.730000,110.140000,30.380000,1.150000,0.820000,11.440000,3.380000,3.63,25.540000,5.15,1.66,2.33,17.46,5.52,15.45,12.21,3.89,3.340000,33,25.48,5.15,8.28,12.21,4.98,9.97

29,07:00-07:15,3.710000,101.030000,47.460000,1.920000,115.800000,271.270000,20.210000,90.850000,30.380000,1.970000,1.480000,6.350000,3.380000,3.63,25.540000,5.66,2.59,3.81,26.19,5.53,16.95,12.63,7.61,3.340000,33,33,5.65,12.93,12.63,6.87,13.74

30,07:15-07:30,3.710000,101.030000,47.460000,2.880000,115.800000,271.270000,24.000000,90.850000,30.380000,2.950000,2.370000,6.350000,3.380000,3.68,25.540000,6.1,5.58,5.48,31,5.56,18.33,12.38,12.68,3.340000,31,31,6.11,27.88,12.38,6.67,13.33

31,07:30-07:45,3.710000,101.030000,47.460000,4.100000,115.800000,271.270000,34.440000,90.850000,30.380000,4.220000,3.530000,6.380000,3.380000,3.69,25.540000,5.45,6.36,7.54,31,5.53,16.37,12.45,18.96,3.340000,31,31,5.46,31.83,12.45,9,18

32,07:45:08:00,3.710000,101.030000,47.460000,5.310000,115.800000,271.270000,41.460000,90.850000,30.380000,5.400000,4.680000,6.380000,3.380000,3.73,25.540000,5.46,9.88,9.79,31,5.52,16.38,12.52,26.09,3.340000,31,31,5.46,49.38,12.52,9.33,18.67

33,08:00-08:15,3.710000,101.030000,47.460000,6.410000,115.800000,271.270000,47.840000,90.850000,30.380000,6.560000,5.820000,6.380000,3.380000,2.82,25.540000,5.43,13.79,16.99,31.34,5.49,16.31,12.59,34,3.260000,31.33,31.33,5.44,68.98,12.59,10.67,21.33

34,08:15-08:30,3.710000,101.030000,47.460000,7.480000,115.800000,271.270000,53.380000,90.850000,30.380000,7.690000,7.000000,6.380000,3.380000,2.83,25.540000,5.43,24.82,19.64,31.34,5.53,16.27,12.65,42.63,3.260000,31.33,31.33,5.42,124.12,12.65,12.67,25.33

35,08:30-08:45,3.710000,101.030000,32.790000,8.460000,70.390000,231.480000,58.060000,66.730000,30.380000,8.510000,8.220000,6.380000,3.380000,2.82,25.540000,5.4,29.03,23.86,31.34,5.5,16.18,12.69,48.94,3.260000,31.33,31.33,5.39,145.18,12.69,9.66,19.34

36,08:45:09:00,3.710000,101.030000,32.790000,9.570000,70.390000,192.900000,61.790000,62.060000,30.380000,9.740000,9.420000,6.380000,3.380000,2.77,25.540000,5.37,33.25,28.03,31.34,5.52,16.16,12.72,56.51,3.260000,31.33,31.33,5.39,166.23,12.72,10.32,20.68

37,09:00:09:15,3.620000,72.100000,32.790000,10.470000,70.390000,231.480000,59.360000,44.370000,30.380000,10.700000,10.590000,6.380000,3.300000,2.79,25.540000,5.38,36.3,31.78,31.34,5.53,16.11,12.75,62.63,3.260000,31.33,31.33,5.37,181.53,12.75,12.32,24.68

38,09:15-09:30,3.620000,53.050000,32.790000,10.980000,70.390000,231.480000,66.030000,44.370000,30.380000,11.320000,11.490000,6.350000,3.300000,2.75,25.540000,5.04,39.36,35.24,31.34,5.56,15.14,12.79,69.11,3.260000,31.33,31.33,5.05,196.82,12.79,13.65,27.35

39,09:30-09:45,3.990000,53.050000,32.790000,11.650000,70.390000,231.480000,71.970000,44.370000,30.380000,12.140000,12.410000,6.350000,3.300000,2.96,25.540000,5.15,42.42,48.56,31.34,5.67,15.45,12.63,77.79,3.490000,31.33,31.33,5.15,212.11,12.63,14.65,29.35

40,09:45-10:00,3.990000,53.050000,32.790000,12.680000,70.390000,231.480000,77.160000,44.370000,30.380000,12.530000,13.350000,6.350000,3.300000,2.8,25.540000,5.04,45.48,47.49,31.34,5.66,15.1,12.38,82.56,3.490000,31.33,31.33,5.03,227.4,12.38,16.65,33.35

41,10:00-10:15,3.990000,53.050000,32.790000,13.120000,70.390000,271.270000,82.670000,44.370000,26.030000,13.530000,14.150000,6.350000,3.300000,2.92,26.030000,5.14,46.95,44.92,31.34,5.61,15.47,12.45,87.16,3.490000,31.33,31.33,5.16,234.73,12.45,25.33,50.67

42,10:15-10:30,3.990000,53.050000,32.790000,13.770000,70.390000,271.270000,87.970000,44.370000,26.030000,14.050000,14.810000,6.350000,3.300000,2.75,26.030000,5.16,47.11,40.17,31.34,5.8,15.48,12.52,91.47,3.490000,31.33,31.33,5.16,235.54,12.52,27,54

43,10:30-10:45,3.990000,53.050000,32.790000,14.550000,70.390000,231.480000,92.130000,44.370000,26.030000,14.360000,15.390000,6.380000,3.300000,2.74,26.030000,5.04,47.11,46.63,31.34,5.71,15.11,12.59,94.17,3.490000,31.33,31.33,5.04,235.54,12.59,28.33,56.67

44,10:45-11:00,3.990000,53.050000,32.790000,14.930000,70.390000,231.480000,94.990000,44.370000,26.030000,14.850000,15.900000,6.380000,3.300000,2.88,26.030000,1.36,47.11,50,31.34,5.73,4.11,12.65,94.17,3.490000,31.33,31.33,1.37,235.54,12.65,29.66,59.34

45,11:00-11:15,3.900000,53.050000,32.790000,15.250000,70.390000,231.480000,95.180000,44.370000,26.030000,15.170000,16.380000,6.380000,3.300000,2.73,26.030000,1.36,47.11,50,31.34,5.78,4.09,12.38,94.17,3.490000,31.33,31.33,1.36,235.54,12.38,31,62

46,11:15-11:30,3.900000,53.050000,32.790000,15.600000,70.390000,231.480000,92.060000,44.370000,26.030000,15.570000,16.640000,6.380000,3.300000,2.95,26.030000,1.38,47.11,50,31.34,5.79,4.12,12.45,94.17,3.490000,31.33,31.33,1.37,235.54,12.45,32,64

47,11:30-11:45,3.900000,53.050000,32.790000,15.820000,66.220000,231.480000,86.730000,44.370000,26.030000,15.640000,16.980000,6.380000,3.300000,2.88,26.030000,1.36,47.11,50,31.34,5.62,4.11,12.52,94.17,3.490000,31.33,31.33,1.37,235.54,12.52,33.33,66.67

48,11:45-12:00,3.900000,53.050000,32.790000,16.150000,66.220000,231.480000,81.310000,44.370000,26.030000,16.160000,17.190000,6.380000,3.300000,2.78,26.030000,1.45,47.11,50,31.34,5.62,4.37,11.92,94.17,3.490000,31.33,31.33,1.46,235.54,11.92,27.66,55.34

49,12:00-12:15,3.900000,53.050000,32.790000,16.110000,66.220000,271.270000,76.110000,44.370000,26.030000,16.160000,17.300000,6.380000,3.450000,2.72,26.030000,1.41,47.11,50,31.34,5.62,4.25,11.99,94.17,3.410000,31.33,31.33,1.42,235.54,11.99,29.33,58.67

50,12:15-12:30,3.900000,53.050000,32.790000,16.170000,66.220000,271.270000,74.240000,44.370000,26.030000,16.260000,17.320000,6.380000,3.450000,2.67,26.030000,1.34,47.11,50,31.34,5.62,4.07,11.89,94.17,3.410000,31.33,31.33,1.36,235.54,11.89,30,60

51,12:30-12:45,3.900000,53.050000,32.790000,16.220000,66.220000,271.270000,72.500000,44.370000,26.030000,16.150000,17.320000,6.380000,3.450000,2.87,26.030000,1.36,47.11,50,31.34,5.72,4.1,12.42,94.17,3.410000,31.33,31.33,1.37,235.54,12.42,30,60

52,12:45-13:00,3.900000,53.050000,32.790000,17.820000,66.220000,271.270000,70.470000,44.370000,26.030000,17.820000,18.260000,6.380000,3.450000,2.85,26.030000,1.37,47.11,50,31.34,5.85,4.12,12.38,94.17,3.410000,31.33,31.33,1.38,235.54,12.38,31,62

53,13:00-13:15,3.900000,53.050000,32.790000,17.730000,66.220000,231.480000,67.110000,44.370000,26.030000,17.730000,18.170000,6.380000,3.450000,4.08,26.030000,1.39,47.11,50,31.34,6.02,4.18,12.45,94.17,3.410000,31.33,31.33,1.39,235.54,12.45,33.33,66.67

54,13:15-13:30,3.900000,53.050000,32.790000,17.610000,70.390000,231.480000,61.580000,44.370000,26.030000,17.610000,18.060000,6.380000,3.450000,4.22,26.030000,2.21,47.11,50,31.34,6.32,6.62,12.52,94.17,3.410000,31.33,31.33,2.21,235.54,12.52,32,64

55,13:30-13:45,3.900000,53.050000,32.790000,17.400000,70.390000,231.480000,56.610000,44.370000,26.030000,17.400000,17.850000,6.380000,3.450000,4.29,26.030000,2.66,47.11,50,31.34,6.3,7.99,12.55,94.17,3.410000,31.33,31.33,2.66,235.54,12.55,30,60

56,13:45-14:00,3.900000,53.050000,32.790000,16.970000,70.390000,231.480000,53.800000,44.370000,26.030000,16.970000,17.390000,6.380000,3.450000,4.42,26.030000,2.85,47.11,50,31.34,6.52,8.56,12.52,94.17,3.410000,31.33,31.33,2.86,235.54,12.52,28.33,56.67

57,14:00-14:15,3.990000,53.050000,32.790000,16.700000,70.390000,271.270000,52.240000,44.370000,26.110000,16.700000,17.110000,6.380000,3.610000,5,26.110000,7.37,47.11,42.29,31.34,6.8,22.13,12.42,89.52,3.490000,31.33,31.33,7.38,235.54,12.42,26.66,53.34

58,14:15-14:30,3.990000,53.050000,32.790000,16.380000,70.390000,271.270000,52.220000,44.370000,26.110000,16.380000,16.800000,6.380000,3.610000,5.82,26.110000,7.44,47.11,41.86,31.34,6.86,22.34,12.55,88.97,3.490000,31.33,31.33,7.45,235.54,12.55,23,46

59,14:30-14:45,3.990000,53.050000,32.280000,15.630000,70.390000,271.270000,51.840000,73.150000,0.000000,15.630000,16.030000,6.380000,3.610000,6.58,0.000000,7.35,47.11,37.82,31.34,6.64,22.08,12.75,87.89,3.490000,31.33,31.33,7.36,235.54,12.75,38,76

60,14:45-15:00,3.990000,53.050000,32.280000,15.080000,70.390000,271.270000,50.580000,73.150000,0.000000,15.080000,15.460000,6.380000,3.610000,7.59,0.000000,7.48,46.03,33.16,31.34,6.37,22.42,14.78,86.11,3.490000,31.33,31.33,7.47,230.14,14.78,37,74

61,15:00-15:15,4.080000,81.980000,32.280000,14.410000,66.220000,271.270000,53.120000,90.850000,0.000000,14.410000,14.770000,6.380000,3.610000,4.74,0.000000,7.35,39.35,27.78,31.34,5,22.08,17.06,56.78,3.490000,31.33,31.33,7.36,196.76,17.06,28,56

62,15:15-15:30,4.080000,101.030000,32.280000,13.550000,66.220000,271.270000,48.930000,90.850000,0.000000,13.550000,13.890000,6.380000,3.610000,4.76,0.000000,7.35,36.51,22.16,31.34,5.17,22.08,16.66,58.55,3.490000,31.33,31.33,7.36,182.56,16.66,27.33,54.67

63,15:30-15:45,4.080000,101.030000,32.280000,10.800000,66.220000,271.270000,43.930000,90.850000,0.000000,10.800000,11.070000,6.350000,3.610000,5.04,0.000000,19.06,32.81,28.98,31.34,5.02,57.19,16.83,60.15,3.490000,31.33,31.33,19.06,164.08,16.83,29,58

64,15:45-16:00,4.080000,101.030000,32.280000,10.020000,66.220000,271.270000,38.660000,90.850000,0.000000,10.020000,10.270000,6.350000,3.610000,5.37,0.000000,19.25,30.48,27.56,31.34,5.2,57.77,17.19,60.15,3.490000,31.33,31.33,19.26,152.38,17.19,29,58

65,16:00-16:15,4.220000,101.030000,56.650000,9.060000,66.220000,271.270000,33.960000,90.850000,0.000000,9.060000,9.290000,6.350000,3.840000,5.39,0.000000,19.14,34.45,25.93,31.34,5.19,57.42,37.4,60.15,3.570000,31.33,31.33,19.14,172.26,37.4,25.33,50.67

66,16:15-16:30,4.220000,101.030000,56.650000,8.410000,66.220000,271.270000,29.330000,90.850000,0.000000,8.410000,8.620000,6.350000,3.840000,12.08,0.000000,18.78,30.69,23.99,31.34,5.16,56.32,36.45,33.41,3.570000,31.33,31.33,18.77,153.46,36.45,23.66,47.34

67,16:30-16:45,4.220000,101.030000,56.650000,7.310000,66.220000,271.270000,25.430000,90.850000,0.000000,7.310000,7.490000,6.350000,3.840000,12.18,0.000000,18.55,27.21,21.81,31.34,9.79,55.68,35.61,31.78,3.570000,31.33,31.33,18.56,136.03,35.61,21.66,43.34

68,16:45-17:00,4.220000,101.030000,56.650000,6.310000,66.220000,271.270000,20.220000,90.850000,0.000000,6.310000,6.460000,6.350000,3.840000,12.29,0.000000,18.5,23.46,19.41,31.34,9.33,55.52,34.78,29.15,3.570000,31.33,31.33,18.51,117.3,34.78,19.33,38.67

69,17:00-17:15,4.460000,101.030000,56.650000,5.310000,66.220000,271.270000,15.870000,149.950000,0.000000,5.310000,5.440000,7.120000,3.840000,12.34,0.000000,17.42,20.19,13.53,24.25,8.99,52.28,34.05,26.82,3.650000,33,33,17.43,100.95,34.05,18.66,37.34

70,17:15-17:30,4.460000,101.030000,56.650000,4.300000,66.220000,271.270000,12.300000,149.950000,0.000000,4.300000,4.410000,7.970000,3.840000,12.41,0.000000,17.09,16.85,11.31,14.55,8.62,51.24,33.15,16.67,3.650000,33,21.59,17.08,84.22,33.15,9.67,19.33

71,17:30-17:45,4.460000,101.030000,56.650000,3.330000,66.220000,271.270000,9.120000,175.990000,0.000000,3.330000,3.420000,9.050000,3.840000,12.49,0.000000,16.69,12.83,8.8,8.48,8.13,50.08,32.27,16.2,3.880000,18.97,9.51,16.69,64.16,32.27,10,20

72,17:45-18:00,4.460000,101.030000,56.650000,2.450000,66.220000,271.270000,6.110000,175.990000,0.000000,2.450000,2.510000,11.440000,3.840000,12.45,0.000000,16.17,9.04,6.47,2.62,7.62,48.51,31.49,15.5,3.880000,12.03,4.76,16.17,45.2,31.49,10,20

73,18:00-18:15,4.590000,101.030000,56.650000,1.650000,66.220000,271.270000,3.570000,205.990000,0.000000,1.650000,1.680000,11.440000,3.840000,7.92,0.000000,15.76,5.73,4.58,0,7.11,47.3,20.17,9.95,3.880000,0,0,15.77,28.64,20.17,8.33,16.67

74,18:15-18:30,4.590000,101.030000,56.650000,1.150000,66.220000,271.270000,1.640000,205.990000,0.000000,1.150000,1.180000,11.440000,3.840000,7.8,0.000000,15.3,3.36,2.98,0,6.78,45.85,19.17,5.74,3.880000,0,0,15.28,16.82,19.17,5,10

75,18:30-18:45,4.590000,101.030000,56.650000,0.000000,66.220000,271.270000,0.550000,205.990000,0.000000,0.000000,0.000000,11.440000,3.840000,7.72,0.000000,8.56,1.96,1.32,0,6.78,25.66,17.84,2.86,3.880000,0,0,8.55,9.82,17.84,3.33,6.67

76,18:45-19:00,4.590000,101.030000,56.650000,0.000000,66.220000,271.270000,0.000000,205.990000,0.000000,0.000000,0.000000,11.440000,3.840000,7.6,0.000000,8.1,0.82,0.27,0,6.78,24.33,17.17,0.88,3.880000,0,0,8.11,4.11,17.17,1.67,3.33

77,19:00-19:15,4.590000,101.030000,76.120000,0.000000,115.800000,271.270000,0.000000,234.950000,0.000000,0.000000,0.000000,11.440000,3.840000,7.23,0.000000,7.67,0.3,0,0,6.78,23,15.75,0.03,4.030000,0,0,7.67,1.51,15.75,0,0

78,19:15-19:30,4.590000,101.030000,76.120000,0.000000,115.800000,271.270000,0.000000,234.950000,0.000000,0.000000,0.000000,11.440000,3.840000,4.58,0.000000,7.44,0,0,0,6.78,22.34,14.84,0.03,4.030000,0,0,7.45,0,14.84,0,0

79,19:30-19:45,4.590000,101.030000,76.120000,0.000000,115.800000,271.270000,0.000000,234.950000,0.000000,0.000000,0.000000,11.440000,3.840000,4.58,0.000000,7.26,0,0,0,31.3,21.78,13.84,0.03,4.030000,0,0,7.26,0,13.84,0,0

80,19:45-20:00,4.590000,101.030000,76.120000,0.000000,66.220000,271.270000,0.000000,234.950000,0.000000,0.000000,0.000000,11.440000,3.840000,4.56,0.000000,7.03,0,0,0,28.06,21.09,12.84,0,4.030000,0,0,7.03,0,12.84,0,0

81,20:00-20:15,4.410000,101.030000,76.120000,0.000000,66.220000,271.270000,0.000000,234.950000,0.000000,0.000000,0.000000,11.440000,3.680000,4.55,0.000000,6.76,0,0,0,25.09,20.27,12.52,0,4.030000,0,0,6.76,0,12.52,0,0

82,20:15-20:30,4.410000,101.030000,76.120000,0.000000,66.220000,271.270000,0.000000,234.950000,0.000000,0.000000,0.000000,11.440000,3.680000,4.55,0.000000,6.63,0,0,0,22.66,19.9,12.59,0,4.030000,0,0,6.63,0,12.59,0,0

83,20:30-20:45,4.410000,101.030000,76.120000,0.000000,66.220000,271.270000,0.000000,234.950000,0.000000,0.000000,0.000000,11.440000,3.680000,4.51,0.000000,6.29,0,0,0,17.76,18.89,12.65,0,4.030000,0,0,6.3,0,12.65,0,0

84,20:45-21:00,4.410000,101.030000,76.120000,0.000000,66.220000,271.270000,0.000000,234.950000,0.000000,0.000000,0.000000,11.440000,3.680000,4.51,0.000000,6.13,0,0,0,13.21,18.41,12.38,0,4.030000,0,0,6.14,0,12.38,0,0

85,21:00-21:15,4.410000,101.030000,76.120000,0.000000,115.800000,271.270000,0.000000,245.580000,0.000000,0.000000,0.000000,11.440000,3.680000,4.45,0.000000,5.81,0,0,0,9.19,17.42,12.52,0,3.880000,0,0,5.81,0,12.52,0,0

86,21:15-21:30,4.410000,101.030000,76.120000,0.000000,115.800000,271.270000,0.000000,245.580000,0.000000,0.000000,0.000000,11.440000,3.680000,4.45,0.000000,8.56,0,0,0,6.7,25.66,12.59,0,3.880000,0,0,8.55,0,12.59,0,0

87,21:30-21:45,4.410000,101.030000,76.120000,0.000000,115.800000,271.270000,0.000000,245.580000,0.000000,0.000000,0.000000,11.440000,3.680000,4.45,0.000000,8.1,0,0,0,6.7,24.33,12.65,0,3.880000,0,0,8.11,0,12.65,0,0

88,21:45-22:00,4.410000,101.030000,76.120000,0.000000,115.800000,271.270000,0.000000,245.580000,0.000000,0.000000,0.000000,11.440000,3.680000,4.51,0.000000,7.67,0,0,0,6.66,23,12.38,0,3.880000,0,0,7.67,0,12.38,0,0

89,22:00-22:15,4.260000,101.030000,76.120000,0.000000,115.800000,271.270000,0.000000,245.580000,0.000000,0.000000,0.000000,11.440000,3.680000,4.45,0.000000,11.6,0,0,0,6.66,34.83,12.52,0,3.880000,0,0,11.61,0,12.52,0,0

90,22:15-22:30,4.260000,101.030000,76.120000,0.000000,115.800000,271.270000,0.000000,245.580000,0.000000,0.000000,0.000000,11.440000,3.680000,9.09,0.000000,11.44,0,0,0,6.66,34.33,12.59,0,3.880000,0,0,11.44,0,12.59,0,0

91,22:30-22:45,4.260000,101.030000,76.120000,0.000000,115.800000,271.270000,0.000000,245.580000,0.000000,0.000000,0.000000,11.440000,3.680000,8.97,0.000000,10.94,0,0,0,6.66,32.83,26.84,0,3.800000,0,0,10.94,0,26.84,0,0

92,22:45-23:00,4.260000,101.030000,76.120000,0.000000,115.800000,271.270000,0.000000,245.580000,0.000000,0.000000,0.000000,11.440000,3.680000,8.89,0.000000,10.76,0,0,0,6.66,32.33,26.76,0,3.800000,0,0,10.78,0,26.76,0,0

93,23:00-23:15,4.260000,101.030000,76.120000,0.000000,66.220000,271.270000,0.000000,245.580000,0.000000,0.000000,0.000000,11.440000,3.610000,8.78,0.000000,9.95,0,0,0,6.66,29.82,26.02,0,3.800000,0,0,9.94,0,26.02,0,0

94,23:15-23:30,4.260000,101.030000,76.120000,0.000000,66.220000,271.270000,0.000000,245.580000,0.000000,0.000000,0.000000,11.440000,3.610000,8.4,0.000000,9.09,0,0,0,6.6,27.29,25.31,0,3.800000,0,0,9.1,0,25.31,0,0

95,23:30-23:45,4.260000,101.030000,76.120000,0.000000,115.800000,271.270000,0.000000,245.580000,0.000000,0.000000,0.000000,11.440000,3.610000,8.02,0.000000,8.89,0,0,0,6.6,26.68,24.56,0,3.800000,0,0,8.9,0,24.56,0,0

