Column1,Time,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNA/WR/2025/01/01/8625,WR/01102023/30052048/L_NR_2022_10,GNA/SR/2025/02/01/6460,GNA/NR/2025/02/01/5886,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/4863,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/02/01/2594,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/02/01/2143,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/02/01/9969,NR/01102023/06022042/L_NR_2012_07,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,GNARE/NR/2024/12/20/3668,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07)
17,04:00-04:15,0,10.67,14,40.33,0,40.34,75,8.64,0,0,0,8.64,26.99,0,23.04,131.53,0,23.04,0,0.92,83.53,271.47,26.99,0,70.04,1.47,0.62,1.25,23.04,59.36,0,0,0,0,0,0,7.2,0,0,14,0,42,0,0,0

18,04:15-04:30,0,10.33,14,40.67,0,40.66,75,8.64,0,0,0,8.64,26.99,0,23.04,131.53,0,23.04,0,0.92,83.53,271.47,26.99,0,70.04,1.47,0.62,1.25,23.04,59.36,0,0,0,0,0,0,7.2,0,0,14,0,42,0,0,0

19,04:30-04:45,0,10.33,14,40.33,0,40.34,75,8.64,0,0,0,8.64,26.99,0,23.04,131.53,0,23.04,0,0.92,83.53,271.47,26.99,0,70.04,1.47,0.62,1.25,23.04,59.36,0,0,0,0,0,0,7,0,0,14,0,42,0,0,0

20,04:45-05:00,0,10,14,39.67,0,39.66,75,8.64,0,0,0,8.64,26.99,0,23.04,131.53,0,23.04,0,0.92,83.53,271.47,26.99,0,70.04,1.47,0.62,1.25,23.04,59.36,0,0,0,0,0,0,6.8,0,0,14,0,42,0,0,0

21,05:00-05:15,0,10,18.33,39.33,0,39.34,75,8.64,0,0,0,8.64,26.99,0,23.04,131.53,0,23.04,0,0.92,83.53,271.47,26.99,0,70.04,1.47,0,1.25,23.04,59.36,0,0,0,0,0,0,6.8,0,0,18.33,0,55.01,0,0,0

22,05:15-05:30,0,9.67,17.5,38.67,0,38.66,75,8.64,0,0,0,8.64,26.99,0,23.04,131.53,0,23.04,0,0.92,100.02,271.47,26.99,0,70.04,1.47,0,1.25,23.04,59.36,0,0,0,0,0,0,6.8,0,0,17.5,0,52.5,0,0,0

23,05:30-05:45,0,11.67,17.17,43,0,43,75,8.64,0,0,0,8.64,26.99,0,23.04,196.51,0,23.04,0,0,100.02,271.47,26.99,0,65.9,1.47,0.62,1.25,23.04,59.36,0,0,0,0,0,0,6.8,0,0,17.17,0,51.49,0,0,0

24,05:45-06:00,0,11.33,16.67,42.67,0,42.66,75,8.64,0,0,0,8.64,26.99,0,23.04,259.8,0,23.04,0,0,100.02,271.47,26.99,0,65.9,1.47,0.62,1.25,23.04,86.6,0,0,0,0,0,0,6.8,0,0,16.67,0,49.99,0,0,0

25,06:00-06:15,0,11,16.33,42.33,0,42.34,75,8.64,0,0,0,8.64,24.32,0,25.92,259.8,0,25.92,0,0.92,100.02,271.47,24.32,0,74.37,1.47,0.62,1.25,25.92,86.6,0,0,0,0,0,0,6.8,0.13,0,16.33,0,49.01,0,0,0

26,06:15-06:30,0,10.67,15.83,41.67,0,41.66,75,8.64,0,0,0,8.64,24.32,0,25.92,259.8,0,25.92,0,0.92,100.02,271.47,24.32,0,82.84,1.47,0.62,1.25,25.92,86.6,0,0,0,0,0,0,6.8,1.37,0,15.83,0,47.51,0.03,0,0

27,06:30-06:45,0,10.33,15,37.67,0,37.66,75,8.64,0,0,0,8.64,19.89,0,31.68,259.8,0,31.68,0,0.92,100.02,271.47,32,0,91.32,1.47,0.62,1.25,31.68,86.6,0,0,0,0,0,0,6.8,3.01,0,15,0,45,2.93,0,0

28,06:45-07:00,0,10,14.67,37,0,37,75,8.64,0,0,0,8.64,10.86,0,31.68,259.8,0,31.68,0,0.92,100.02,271.47,32,0,114.85,1.47,0.62,1.25,31.68,86.6,0,0,0,0,0,0,6.8,6.12,0,14.67,0,43.99,7.66,0,1

29,07:00-07:15,2.55,13,14.17,46.67,0,46.66,75,8.64,0,0,0,8.64,32,0,36.48,259.8,0,36.48,0,0.92,100.02,271.47,32,0,114.85,1.38,0.62,1.25,36.48,86.6,1,0,0,0,2,0,6.8,13.91,0,14.17,10,42.49,16.11,5,3

30,07:15-07:30,9.06,12.67,13.67,45.33,0,45.34,75,8.64,0,0,0,8.64,32,0,36.48,259.8,0,36.48,0,0.92,100.02,271.47,32,0,114.85,1.38,0.62,1.25,36.48,86.6,4,0.16,1,0.8,3,1,6.8,24.39,0.1,13.67,10,40.99,28.59,5,7

31,07:30-07:45,16.08,12,13.33,54,0,54,75,13.44,0,0,0,13.44,31,0.15,36.48,259.8,0,36.48,0.15,0.92,100.02,271.47,31,0.12,114.85,1.38,0.62,1.25,43.2,86.6,7,0.89,3,4.45,5,2,6.8,32.02,0.19,13.33,10,40.01,32.02,5,11

32,07:45-08:00,24.14,11.67,12.67,53.33,0,53.34,75,13.44,0,0,0,13.44,31,0.61,36.48,259.8,0,36.48,0.61,0.92,100.02,271.47,31,0.48,114.85,1.38,0.62,1.25,43.2,86.6,18,3,7,14.97,7,3,6.8,29.75,2.14,12.67,13,37.99,29.75,7,18

33,08:00-08:15,34.36,11,18.67,50,0,50,75,13.44,0,0,0,13.44,31,1.38,36.48,259.8,0,36.48,1.38,0.92,100.02,271.47,31,1.07,114.85,1.47,0.62,1.25,43.2,86.6,28,5.67,12,28.33,13,5,6.8,30.85,6.73,18.67,17,55.99,30.85,8,26

34,08:15-08:30,46.25,10.67,17.17,47.33,0,47.34,75,13.44,0,0,0,13.44,31,2.45,36.48,259.8,0,36.48,2.45,0.92,100.02,271.47,31,1.89,114.85,1.47,0.62,1.25,43.2,86.6,42,8.91,18,44.52,19,9,6.8,29.57,13.36,17.17,23,51.49,29.57,12,29.56

35,08:30-08:45,58.71,13.33,15.33,44,0,44,75,13.44,0,0,0,13.44,31,3.83,36.48,259.8,0,36.48,3.83,0.92,100.02,271.47,31,2.96,114.85,1.47,0.62,1.25,43.2,86.6,62,12.63,26,63.14,28,16,6.8,30.07,22.57,15.33,33,46.01,30.07,17,30.06

36,08:45-09:00,70.68,12,13.5,38.33,0,38.34,75,13.44,0,0,0,13.44,31,5.95,36.48,259.8,0,36.48,5.95,0.92,100.02,271.47,31,4.59,114.85,1.47,0.62,1.25,43.2,86.6,82,16.6,35,82.97,38,21,6.8,30.47,33,13.5,43,40.5,30.47,22,30.46

37,09:00-09:15,81.55,10.67,11.83,34,0,34,75,8.64,0,0,0,8.64,32,7.53,30.72,259.8,0,30.72,7.53,0.92,100.02,271.47,32,5.82,114.85,1.47,0.62,1.25,30.72,86.6,102,20.56,43,102.81,47,25,6.8,30.47,44.21,11.83,53,35.51,30.47,27,30.46

38,09:15-09:30,91.69,9.33,10.5,32.33,0,32.34,75,8.64,0,0,0,8.64,32,8.99,30.72,259.8,0,30.72,8.99,0.92,100.02,271.47,32,6.94,114.85,1.47,0.62,1.25,30.72,86.6,119,24.69,51,123.45,54,30,6.8,30.47,52.86,10.5,60,31.5,30.47,30,30.46

39,09:30-09:45,101.59,8.67,9.5,20,0,20,75,8.64,0,0,0,8.64,32,11.26,25.92,259.8,0,25.92,11.26,0.92,100.02,271.47,32,8.7,114.85,1.47,0.62,1.25,25.92,86.6,133,28.74,57,143.68,63,33,6.8,30.47,61.11,9.5,67,28.5,30.47,33,30.46

40,09:45-10:00,110.64,7.33,8.83,18,0,18,75,8.64,0,0,0,8.64,32,12.6,25.92,259.8,0,25.92,12.6,0.92,100.02,271.47,19.89,9.73,114.85,1.47,0.62,1.25,25.92,86.6,147,32.7,63,163.52,69,36,6.8,30.47,68.97,8.83,73,26.51,30.47,37,30.46

41,10:00-10:15,118.57,7,15,30,0,30,75,8.64,0,0,0,8.64,32,13.74,23.04,259.8,0,23.04,13.74,0.92,100.02,271.47,26.12,10.61,65.9,1.38,0.62,1.3,23.04,86.6,158,36.59,67,182.94,77,38,9,30.47,77.9,15,79,45,30.47,39,30.46

42,10:15-10:30,125.45,7,12.5,26.67,0,26.66,75,8.64,0,0,0,8.64,32,14.77,23.04,259.8,0,23.04,14.77,0.92,100.02,271.47,26.12,11.41,65.9,1.38,0.62,1.3,23.04,86.6,168,40.39,72,201.97,82,40,9,30.47,84.32,12.5,85,37.5,30.47,43,30.46

43,10:30-10:45,131.3,7,10.83,21.67,0,21.66,75,8.64,0,0,0,8.64,26.99,15.56,23.04,259.8,0,23.04,15.56,0.92,100.02,271.47,26.99,12.02,65.9,1.38,0.62,1.3,23.04,86.6,179,45.21,76,226.07,88,42,9,30.47,89.91,10.83,91,32.51,30.47,46,30.46

44,10:45-11:00,136.58,7,8.33,16.67,0,16.66,75,8.64,0,0,0,8.64,26.99,16.43,23.04,259.8,0,23.04,16.43,0.92,100.02,271.47,26.99,12.69,65.9,1.38,0.62,1.3,23.04,86.6,186,47.52,79,237.58,91,44,9,30.47,94.76,8.33,97,25.01,30.47,48,30.46

45,11:00-11:15,141.35,7,7,15,0,15,75,8.64,0,0,0,8.64,26.99,17.12,23.04,259.8,0,23.04,17.12,0.92,100.02,271.47,26.99,13.24,65.9,1.38,0.62,1.3,23.04,86.6,193,48,82,240,91,45,9,30.47,98.72,7,97,21,30.47,48,30.46

46,11:15-11:30,145.65,7,7,15,0,15,75,8.64,0,0,0,8.64,26.99,17.68,23.04,259.8,0,23.04,17.68,0.92,100.02,271.47,26.99,13.67,65.9,1.38,0.62,1.3,23.04,86.6,200,48,85,240,92,46,8.8,30.47,100,7,97,21,30.47,48,30.46

47,11:30-11:45,149.44,7,7,15,0,15,75,8.64,0,0,0,8.64,26.99,18.09,23.04,259.8,0,23.04,18.09,0.92,100.02,271.47,26.99,13.97,65.9,1.38,0.62,1.3,23.04,86.6,200,48,85,240,94,47,8.6,30.47,100,7,97,21,30.47,48,30.46

48,11:45-12:00,152.55,7,7,15,0,15,75,8.64,0,0,0,8.64,26.99,18.3,23.04,259.8,0,23.04,18.3,0.92,100.02,271.47,26.99,14.14,70.04,1.38,0.62,1.3,23.04,86.6,200,48,85,240,95,48,8.4,30.47,100,7,97,21,30.47,48,30.46

49,12:00-12:15,154.78,7,7,25.67,0,25.66,75,8.64,0,0,0,8.64,26.99,18.3,23.04,242.83,0,23.04,18.3,0.92,100.02,271.47,26.99,14.14,70.04,1.47,0.62,1.34,23.04,76.13,200,48,85,240,93,48,8.2,30.47,100,7,100,21,30.47,50,30.46

50,12:15-12:30,155.97,7,7,26,0,26,75,8.64,0,0,0,8.64,26.99,18.3,23.04,224.59,0,23.04,18.3,0.92,100.02,271.47,26.99,14.14,70.04,1.47,0.62,1.34,23.04,76.13,200,48,85,240,93,48,8.4,30.47,100,7,100,21,30.47,50,30.46

51,12:30-12:45,156.22,7,7,26.67,0,26.66,75,8.64,0,0,0,8.64,26.99,18.3,23.04,224.59,0,23.04,18.3,0.92,100.02,271.47,26.99,14.14,65.9,1.47,0.62,1.34,23.04,76.13,200,48,85,240,93,48,8.6,30.47,100,7,100,21,30.47,50,30.46

52,12:45-13:00,155.6,7,7,27,0,27,75,8.64,0,0,0,8.64,26.99,18.3,23.04,192.24,0,23.04,18.3,0.92,100.02,271.47,26.99,14.14,65.9,1.47,0.62,1.34,23.04,64.92,200,48,85,240,93,48,8.8,30.47,100,7,100,21,30.47,50,30.46

53,13:00-13:15,153.85,7,7,27,0,27,75,8.64,0,0,0,8.64,26.99,18.3,23.04,161.3,0,23.04,18.3,0.92,71.22,230.42,26.99,14.14,70.04,1.47,0.62,1.34,23.04,59.36,200,48,85,240,93,48,8.8,30.47,100,7,100,21,30.47,50,30.46

54,13:15-13:30,151.12,7,7,27,0,27,75,8.64,0,0,0,8.64,26.99,18.3,23.04,132.49,0,23.04,18.3,0.92,52.81,192.02,26.99,14.14,70.04,1.47,0.62,1.34,23.04,59.36,200,48,85,240,93,48,9,30.47,100,7,100,21,30.47,50,30.46

55,13:30-13:45,147.25,8.67,7,27,0,27,75,8.64,0,0,0,8.64,26.99,18.3,23.04,132.49,0,23.04,18.3,0.92,52.81,149.31,26.99,14.14,70.04,1.47,0.62,1.34,23.04,59.36,200,48,85,240,92,48,9,30.47,100,7,100,21,30.47,50,30.46

56,13:45-14:00,142.81,9,7,27,0,27,75,8.64,0,0,0,8.64,26.99,18.29,23.04,132.49,0,23.04,18.29,0.92,52.81,149.31,26.99,14.13,70.04,1.47,0.62,1.34,23.04,59.36,200,48,85,240,92,47,9.2,30.47,100,7,100,21,30.47,50,30.46

57,14:00-14:15,137.7,9.33,7,27.33,0,27.34,75,8.64,0,0,0,8.64,26.99,17.92,23.04,132.49,0,23.04,17.92,0.92,52.81,149.31,26.99,13.84,70.04,1.47,0.62,1.34,23.04,59.36,200,48,85,240,91,46,9.6,30.47,100,7,100,21,30.47,50,30.46

58,14:15-14:30,131.99,9.33,7,27.33,0,27.34,75,8.64,0,0,0,8.64,26.99,17.3,23.04,132.49,0,23.04,17.3,0.92,52.81,192.02,26.99,13.37,70.04,1.47,0.62,1.34,23.04,59.36,200,48,85,240,91,45,9.6,30.47,100,7,100,21,30.47,50,30.46

59,14:30-14:45,125.94,9.67,10.83,27,0,27,75,8.64,0,0,0,8.64,26.99,16.78,23.04,132.49,0,23.04,16.78,0.92,52.81,230.42,26.99,12.97,70.04,1.47,0.62,1.34,23.04,59.36,189,47.97,81,239.84,89,43,10,30.47,100,10.83,97,32.51,30.47,48,30.46

60,14:45-15:00,119.14,9.67,10.83,27.33,0,27.34,75,8.64,0,0,0,8.64,26.99,16.1,23.04,132.49,0,23.04,16.1,0.92,52.81,271.47,26.99,12.44,70.04,1.47,0.62,1.34,23.04,59.36,182,47.55,78,237.75,87,42,10.6,30.47,100,10.83,90,32.51,30.47,45,30.46

61,15:00-15:15,111.35,9.33,11.17,33.33,0,33.34,75,8.64,0,0,0,8.64,26.99,15.23,23.04,132.49,0,23.04,15.23,0.92,52.81,271.47,26.99,11.78,70.04,1.38,0.62,1.34,23.04,59.36,172,46.17,73,230.87,83,40,9,30.97,100,11.17,83,33.49,30.97,42,30.96

62,15:15-15:30,102.64,9.67,11.5,33.33,0,33.34,75,8.64,0,0,0,8.64,26.99,14.3,23.04,132.49,0,23.04,14.3,0.92,81.61,271.47,26.99,11.05,70.04,1.38,0.62,1.34,23.04,59.36,161,43.29,69,216.47,79,38,9.2,30.97,96.98,11.5,77,34.5,30.97,38,30.96

63,15:30-15:45,93.02,10,11.67,33.33,0,33.34,75,8.64,0,0,0,8.64,26.99,13.22,23.04,132.49,0,23.04,13.22,0.92,100.02,271.47,26.99,10.21,65.9,1.38,0.62,1.34,23.04,59.36,151,40.67,64,203.36,73,35,11.81,32.45,90.2,11.67,70,34.99,32.45,35,28

64,15:45-16:00,82.58,10.33,12,34.33,0,34.34,75,8.64,0,0,0,8.64,26.99,12.01,23.04,132.49,0,23.04,12.01,0.92,100.02,271.47,26.99,9.28,65.9,1.38,0.62,1.34,23.04,59.36,140,37.59,60,187.94,67,32,12.21,32.86,83.6,12,63,36,32.86,32,19

65,16:00-16:15,71.82,10.67,12.5,31,0,31,75,8.64,0,0,0,8.64,26.99,10.67,23.04,132.49,22.71,23.04,10.67,0.92,100.02,271.47,26.99,8.24,65.9,1.47,0.62,1.3,23.04,59.36,123,33.91,52,169.55,59,28,12.81,33,77.36,12.5,57,37.5,33,28,11

66,16:15-16:30,60.87,10.67,12.83,34,0,34,75,8.64,0,0,0,8.64,26.99,9.25,23.04,164.84,23.22,23.04,9.25,0.92,100.02,271.47,26.99,7.15,65.9,1.47,0.62,1.3,23.04,59.36,105,30.19,45,150.95,54,25,13.21,33,70.74,12.83,50,38.51,33,25,5

67,16:30-16:45,49.38,10.67,13,35.67,0,35.66,75,8.64,0,0,0,8.64,26.99,7.68,23.04,212.84,23.71,23.04,7.68,0.92,100.02,271.47,26.99,5.93,65.9,1.47,0.62,1.3,23.04,86.6,88,26.02,37,130.11,45,21,13.81,33,63.18,13,43,39,33,22,1

68,16:45-17:00,37.71,11,13.17,36.33,0,36.34,75,8.64,0,0,0,8.64,26.99,6.03,23.04,259.8,23.71,23.04,6.03,0.92,100.02,271.47,26.99,4.65,65.9,1.47,0.62,1.3,23.04,86.6,70,21.59,30,107.92,39,16,13.61,33,54.56,13.17,33,39.49,33,17,0

69,17:00-17:15,26.57,11.33,10.83,36.33,0,36.34,75,8.64,0,0,0,8.64,26.99,4.18,34.56,259.8,24.22,34.56,4.18,0.92,100.02,271.47,26.99,3.23,65.9,1.47,0.62,1.3,34.56,86.6,53,17.19,22,85.95,32,11,14.21,27.74,45.25,10.83,27,32.51,33,13,0

70,17:15-17:30,17.13,11.67,11.33,37.67,0,37.66,75,8.64,0,0,0,8.64,26.99,2.87,34.56,259.8,25.23,34.56,2.87,0.92,100.02,271.47,26.99,2.03,65.9,1.47,0.62,1.3,34.56,86.6,35,13.17,15,65.85,22,8,14.41,15.01,33.59,11.33,20,34.01,23.58,10,0

71,17:30-17:45,10.26,11.67,11.83,38.67,0,38.66,75,8.64,0,0,0,8.64,32,1.86,34.56,259.8,25.74,34.56,1.86,0.92,100.02,271.47,19.89,1.43,114.85,1.47,0.62,1.3,34.56,86.6,18,8.26,7,41.31,13,5,11.81,7.78,20.79,11.83,13,35.51,5.75,7,0

72,17:45-18:00,5.25,11.67,13.17,39.67,0,39.66,75,8.64,0,0,0,8.64,32,1.04,34.56,259.8,26.24,34.56,1.04,0.92,100.02,271.47,19.89,0.81,114.85,1.47,0.62,1.3,34.56,86.6,7,3.7,3,18.47,9,3,11.81,2.74,13.9,13.17,10,39.49,0.66,5,0

73,18:00-18:15,1.22,11.67,14.17,40.33,0,40.34,75,8.64,50,200,0,8.64,32,0.47,34.56,259.8,26.24,34.56,0.47,0.92,100.02,271.47,32,0.36,114.85,1.38,0.62,1.3,34.56,86.6,2,2.08,1,10.39,5,1,11.61,0,5.15,14.17,10,42.49,0,5,0

74,18:15-18:30,0,11.67,15.33,40.33,0,40.34,75,8.64,50,200,0,8.64,31,0.11,34.56,259.8,26.24,34.56,0.11,0.92,100.02,271.47,31,0.1,114.85,1.38,0.62,1.3,34.56,86.6,0,0.91,0,4.54,2,0,11.61,0,1.85,15.33,0,46.01,0,0,0

75,18:30-18:45,0,11.67,11,35,0,35,75,8.64,50,200,50,8.64,31,0,34.56,259.8,26.75,34.56,0,0.92,100.02,271.47,31,0,114.85,1.38,0.62,1.3,34.56,86.6,0,0.13,0,0.63,0,0,11.61,0,0.19,11,0,33,0,0,0

76,18:45-19:00,0,12.67,11.17,35.67,0,35.66,75,8.64,50,200,50,8.64,31,0,34.56,259.8,26.75,34.56,0,0.92,100.02,271.47,31,0,114.85,1.38,0.62,1.3,34.56,86.6,0,0,0,0,0,0,11.61,0,0,11.17,0,33.49,0,0,0

77,19:00-19:15,0,13,11.17,36.67,0,36.66,75,8.64,50,200,50,8.64,31,0,34.56,259.8,26.75,34.56,0,0.92,100.02,271.47,31,0,114.85,1.38,0,1.3,34.56,86.6,0,0,0,0,0,0,13.01,0,0,11.17,0,33.49,0,0,0

78,19:15-19:30,0,13,11.5,37.33,0,37.34,75,8.64,50,200,50,8.64,31,0,34.56,259.8,26.75,34.56,0,0.92,100.02,271.47,31,0,114.85,1.38,0.62,1.3,34.56,86.6,0,0,0,0,0,0,13.01,0,0,11.5,0,34.5,0,0,0

79,19:30-19:45,0,13.33,11.67,38.33,0,38.34,75,8.64,50,200,50,8.64,32,0,34.56,259.8,26.24,34.56,0,0.92,100.02,271.47,32,0,114.85,1.38,0.62,1.3,34.56,86.6,0,0,0,0,0,0,13.01,0,0,11.67,0,34.99,0,0,0

80,19:45-20:00,0,13.33,11.83,38.67,0,38.66,75,8.64,50,200,50,8.64,32,0,34.56,259.8,26.24,34.56,0,0.92,100.02,271.47,32,0,114.85,1.38,0.62,1.3,34.56,86.6,0,0,0,0,0,0,12.81,0,0,11.83,0,35.51,0,0,0

