Column1,Time,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/20/9333,GNA/NR/2025/01/20/4168,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/8058,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/20/4698,GNA/NR/2025/01/01/5531,GNA/WR/2025/01/01/9606,NR/30092023/26122029/SH-06,GNA/NR/2025/01/20/2470,GNA/WR/2024/11/01/4200,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/20/5216,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/20/9046,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/6775,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/3945,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/6528,NR/01102023/31052040/LT-31
7,01:30-01:45,0,0,14.4,0,0,0,0,0,0,0,32.5,0,0,79.34,79.33,32.5,0,0,37.33,97.5,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0.69,59.4,149.4,25.23,0.95,23.06,8.65,0

8,01:45-02:00,0,0,13.6,0,0,0,0,0,0,0,31.5,0,0,79.66,79.67,31.5,0,0,36,94.5,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0.69,59.4,149.4,25.23,0.95,23.06,8.65,0

9,02:00-02:15,0,0,12.6,0,0,0,0,0,0,0,29.67,0,0,79.66,79.67,29.67,0,0,34.33,88.99,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0.69,59.4,149.4,25.23,0.95,23.06,8.65,0

10,02:15-02:30,0,0,11.61,0,0,0,0,0,0,0,29.17,0,0,80,80,29.17,0,0,33,87.49,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0.69,59.4,149.4,25.23,0.95,23.06,8.65,0

11,02:30-02:45,0,0,11.01,0,0,0,0,0,0,0,36.67,0,0,78.66,78.67,36.67,0,0,40.33,109.99,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0.69,59.4,149.4,25.23,0.95,23.06,8.65,0

12,02:45-03:00,0,0,10.41,0,0,0,0,0,0,0,36.33,0,0,80.34,80.33,36.33,0,0,40,109.01,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0.69,59.4,149.4,25.23,0.95,23.06,8.65,0

13,03:00-03:15,0,0,9.61,0,0,0,0,0,0,0,35.83,0,0,81.66,81.67,35.83,0,0,39.67,107.51,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.29,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0.61,59.4,149.4,25.23,0.95,23.06,8.65,0

14,03:15-03:30,0,0,9.01,0,0,0,0,0,0,0,35.17,0,0,81.34,81.33,35.17,0,0,39.33,105.49,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.29,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0.61,59.4,149.4,25.23,0.95,23.06,8.65,0

15,03:30-03:45,0,0,7.6,0,0,0,0,0,0,0,34.5,0,0,80.66,80.67,34.5,0,0,35,103.5,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.29,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0,59.4,149.4,25.23,0.95,23.06,8.65,0

16,03:45-04:00,0,0,7.6,0,0,0,0,0,0,0,33,0,0,79.66,79.67,33,0,0,34.67,99,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.29,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0,59.4,149.4,25.23,0.95,23.06,8.65,0

17,04:00-04:15,0,0,7.6,0,0,0,0,0,0,0,29.17,0,0,78.66,78.67,29.17,0,0,25,87.49,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0,59.4,149.4,25.23,0.95,23.06,8.65,0

18,04:15-04:30,0,0,7.6,0,0,0,0,0,0,0,28.33,0,0,77.66,77.67,28.33,0,0,24.67,85.01,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0,59.4,149.4,25.23,0.95,23.06,8.65,0

19,04:30-04:45,0,0,7.6,0,0,0,0,0,0,0,22.17,0,0,69.66,69.67,22.17,0,0,19.33,66.49,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0,59.4,149.4,25.23,0.95,23.06,8.65,0

20,04:45-05:00,0,0,7.6,0,0,0,0,0,0,0,22.33,0,0,69,69,22.33,0,0,18.67,67.01,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.34,48.04,23.06,0,23.06,0,35.04,65.33,0,0,59.4,149.4,25.23,0.95,23.06,8.65,0

21,05:00-05:15,0,0,7,0,0,0,0,0,0,0,22.33,0,0,61.66,61.67,22.33,0,0,15,67.01,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.3,48.04,23.06,0,23.06,0,35.04,65.33,0,0,59.4,192.14,24.73,0.95,23.06,8.65,0

22,05:15-05:30,0,0,7,0,0,0,0,0,0,0,22.17,0,0,61,61,22.17,0,0,14.33,66.49,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.3,48.04,23.06,0,23.06,0,35.04,65.33,0,0,59.4,230.57,24.73,0.95,23.06,8.65,0

23,05:30-05:45,0,0,7,0,0,0,0,0,0,0,21.83,0,0,55,55,21.83,0,0,14,65.51,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.3,48.04,23.06,0,23.06,0,32.96,65.33,0,0,59.4,271.64,24.73,0.95,23.06,8.65,0

24,05:45-06:00,0,0,7,0,0,0,0,0,0,0,21.83,0,0,55,55,21.83,0,0,13.33,65.51,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.3,48.04,23.06,0,23.06,0,32.96,95.42,0,0,64,271.64,24.73,0.95,23.06,8.65,0

25,06:00-06:15,0,0,7,0,0,0,0,0,0,0,19.17,0,0.42,41.66,41.67,19.17,0,0,10,57.49,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.3,48.04,24.02,0,43.23,0,32.96,130.42,0,0,86.66,271.64,24.73,0.95,24.02,8.65,0

26,06:15-06:30,0,0,7,0,0,0,0,0,0,0,18.67,0,0.79,41.34,41.33,18.67,0.07,0,10,55.99,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.3,48.04,24.02,0,43.23,0,32.96,130.42,0,0,86.66,271.64,24.73,0.95,24.02,8.65,0

27,06:30-06:45,0,0,7,0.19,0,0,0,0,0,0,18.17,0,1.23,40.66,40.67,18.17,0.71,0,9.67,54.49,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.3,48.04,24.02,0,43.23,0,41.43,130.42,0,0,86.66,271.64,24.22,0.95,24.02,8.65,0

28,06:45-07:00,0,0,7,0.16,0,0,0,0,0,0,17.5,0,2.73,40,40,17.5,2.76,1,9.33,52.5,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.3,48.04,24.02,0,43.23,0,57.63,130.42,0,0,86.66,271.64,24.22,0.95,24.02,8.65,0

29,07:00-07:15,0,0,7,0.22,0,2,1,0,0,0,17.33,0,5.93,38.34,38.33,17.33,6.98,3,9,52.01,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,0,0,96.07,0,20.17,9.61,1.29,19.21,90.31,1.34,48.04,34.59,0,43.23,0,57.63,130.42,0,0,86.66,271.64,24.22,0.95,34.59,14.41,0

30,07:15-07:30,2.46,1,7,0.19,1,3,2,1,0,0.49,17,4.83,10.93,37.34,37.33,17,13.42,7,8.67,51,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,0,0,96.07,0,20.17,9.61,1.29,19.21,90.31,1.34,48.04,34.59,0.06,43.23,0,57.63,130.42,0.07,0,86.66,271.64,24.22,0.95,34.59,14.41,0.06

31,07:30-07:45,7.11,2,7,0.03,2,5,3,4,1,1.42,16.83,13.29,18.51,28.34,28.33,16.83,22.43,10,10.67,50.51,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,0,0,96.07,0,20.17,9.61,1.29,19.21,90.31,1.34,48.04,36.51,0.25,43.23,0,57.63,130.42,0.26,0,86.66,271.64,24.22,0.95,36.51,14.41,0.25

32,07:45-08:00,15.75,2,7,0.64,3,7,5,7,3,3.15,16.5,23.3,29.51,27.66,27.67,16.5,29.7,17,10.67,49.5,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,0,0,96.07,0,20.17,9.61,1.29,19.21,90.31,1.34,48.04,36.51,0.55,43.23,0,57.63,130.42,0.56,0,86.66,271.64,24.22,0.95,36.51,14.41,0.55

33,08:00-08:15,28.76,5,7,6.1,5,10,10,18,7,5.75,15.67,33.93,31.35,27,27,15.67,31.35,24,10.33,46.99,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,0,0,96.07,0,20.17,9.61,1.37,19.21,90.31,1.38,48.04,36.51,1.63,43.23,0,57.63,130.42,1.67,0,86.66,271.64,24.22,0.95,36.51,14.41,1.63

34,08:15-08:30,45.7,7,7,11.57,7,14,13,32,13,9.14,15,44.74,29.23,26,26,15,29.24,29.23,9.67,45,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,0,0,96.07,0,20.17,9.61,1.37,19.21,90.31,1.38,48.04,36.51,2.82,43.23,0,57.63,130.42,2.88,0,86.66,271.64,24.22,0.95,36.51,14.41,2.82

35,08:30-08:45,65.29,13,7,18.24,12,23,25,49,21,13.06,21.83,36.54,29.73,41.34,41.33,21.83,29.74,29.73,11.33,65.51,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,0,0,96.07,0,20.17,9.61,1.37,19.21,90.31,1.38,48.04,36.51,3.92,43.23,0,57.63,130.42,4.01,0.69,86.66,271.64,0,0.95,36.51,14.41,3.92

36,08:45-09:00,86.17,17,7,26.28,18,30,33,67,28,17.23,21.33,45.99,30.13,39.34,39.33,21.33,30.14,30.13,11,64.01,100.09,48.04,30.74,5.76,48.04,26.9,50,7.69,28.82,0,0,96.07,0,20.17,9.61,1.37,19.21,90.31,1.38,48.04,36.51,5.06,43.23,0,57.63,130.42,5.19,0.69,86.66,271.64,0,0.95,36.51,14.41,5.06

37,09:00-09:15,106.93,23,8,35.9,23,47,47,84,36,21.39,20.83,54.27,30.13,38.66,38.67,20.83,30.14,30.13,8.33,62.51,100.09,48.04,30.74,5.76,48.04,26.9,0,7.69,28.82,0,0,96.07,0,20.17,9.61,1.37,19.21,90.31,1.38,48.04,36.51,6.45,43.23,0,57.63,130.42,6.61,0.69,86.66,271.64,0,0.95,36.51,14.41,6.45

38,09:15-09:30,126.86,27,8.2,45.41,27,55,53,102,43,25.37,20.17,63.33,30.13,37,37,20.17,30.14,30.13,8.33,60.49,100.09,48.04,30.74,5.76,48.04,26.9,0,7.69,28.82,0,0,96.07,0,20.17,9.61,1.37,19.21,90.31,1.38,48.04,36.51,7.78,43.23,0,57.63,130.42,7.98,0.69,86.66,271.64,0,0.95,36.51,14.41,7.78

39,09:30-09:45,145.56,31,8.4,54.44,29,62,61,123,52,29.11,15.83,71.03,30.13,35,35,15.83,30.14,30.13,8.33,47.51,100.09,48.04,30.74,5.76,48.04,26.9,0,7.69,28.82,0,0,96.07,0,20.17,9.61,1.37,19.21,90.31,1.38,48.04,36.51,8.99,43.23,0,57.63,130.42,9.22,0.69,86.66,271.64,0,0.95,36.51,14.41,8.99

40,09:45-10:00,163.01,34,8.8,62.78,32,68,69,140,60,32.6,15,80.18,30.13,33.34,33.33,15,30.14,30.13,8.33,45,100.09,48.04,30.74,5.76,48.04,26.9,0,7.69,28.82,0,0,96.07,0,20.17,9.61,1.37,19.21,90.31,1.38,48.04,36.51,10.22,43.23,0,32.96,130.42,10.48,0.69,86.66,271.64,0,0.95,36.51,14.41,10.22

41,10:00-10:15,179.14,37,8,70.43,36,80,73,154,66,35.83,13.33,88.27,30.13,34,34,13.33,30.14,30.13,8.33,40.01,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,36.51,11.36,43.23,0,32.96,130.42,11.65,0.69,86.66,271.64,0,0.95,36.51,14.41,11.36

42,10:15-10:30,194.06,40,8,77.6,39,85,80,168,72,38.81,11.83,95.97,30.13,35,35,11.83,30.14,30.13,8.33,35.51,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,36.51,14.77,43.23,0,32.96,130.42,13.77,0.69,86.66,271.64,0,0.95,36.51,14.41,14.77

43,10:30-10:45,216.77,43,8,83.86,42,90,85,179,76,43.36,10.83,118.74,30.13,31,31,10.83,30.14,30.13,8.33,32.51,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,36.51,15.82,43.23,0,32.96,130.42,14.75,0.69,86.66,271.64,0,0.95,36.51,14.41,15.82

44,10:45-11:00,230.31,45,8,86.68,44,91,90,193,82,46.06,10.33,123.23,30.13,32,32,10.33,30.14,30.13,8.67,31.01,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,36.51,16.87,43.23,0,32.96,130.42,15.73,0.69,64,271.64,0,0.95,36.51,14.41,16.87

45,11:00-11:15,233.33,47,8,86.68,45,92,93,196,84,46.67,10.83,127.35,30.13,32,32,10.83,30.14,30.13,9,32.51,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.29,19.21,0,1.48,48.04,36.51,17.93,36.51,0,32.96,130.42,16.7,0.69,64,271.64,0,0.99,36.51,14.41,17.93

46,11:15-11:30,235.83,48,8,86.68,46,93,95,196,84,47.17,11.5,131.07,30.13,33.66,33.67,11.5,30.14,30.13,9.33,34.5,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.29,19.21,0,1.48,48.04,36.51,18.98,36.51,0,32.96,113.64,17.69,0.69,64,271.64,0,0.99,36.51,14.41,18.98

47,11:30-11:45,237.5,49,8,86.68,47,94,97,196,84,47.5,12.33,134.26,30.13,29.34,29.33,12.33,30.14,30.13,9.67,37.01,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.29,19.21,0,1.48,48.04,36.51,18.98,36.51,0,35.04,95.42,17.69,0,64,271.64,0,0.95,36.51,14.41,18.98

48,11:45-12:00,237.5,49,8,86.68,48,95,97,196,84,47.5,13.17,137.02,30.13,31,31,13.17,30.14,30.13,10,39.49,100.09,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.29,19.21,0,1.48,48.04,36.51,18.98,36.51,0,35.04,95.42,17.69,0,64,271.64,0,0.95,36.51,14.41,18.98

49,12:00-12:15,237.5,50,8,86.68,48,96,100,196,84,47.5,14.83,143.23,30.13,30,30,14.83,30.14,30.13,10.67,44.51,86.46,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.48,48.04,31.7,18.98,31.7,0,35.04,95.42,17.69,0.69,64,271.64,0,0.95,31.7,8.65,18.98

50,12:15-12:30,237.5,50,8,86.68,49,96,100,196,84,47.5,15.83,143.91,30.13,30.66,30.67,15.83,30.14,30.13,11,47.51,72.05,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.48,48.04,31.7,18.98,31.7,0,35.04,95.42,17.69,0.69,64,271.64,0,0.95,31.7,8.65,18.98

51,12:30-12:45,237.5,50,8,86.68,49,96,100,196,84,47.5,16.33,143.85,30.13,31.34,31.33,16.33,30.14,30.13,11.33,49.01,67.25,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.48,48.04,31.7,18.98,31.7,0,35.04,95.42,17.69,0.69,64,271.64,0,0.95,31.7,8.65,18.98

52,12:45-13:00,237.5,50,8,86.68,49,96,100,196,84,47.5,16.5,143.16,30.13,31.34,31.33,16.5,30.14,30.13,11.67,49.5,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.48,48.04,31.7,18.98,31.7,0,35.04,95.42,17.69,0.69,59.4,271.64,0,0.95,31.7,8.65,18.98

53,13:00-13:15,237.5,50,8,86.68,48,95,100,196,84,47.5,16.83,141.26,30.13,28.34,28.33,16.83,30.14,30.13,12,50.51,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,31.7,18.98,31.7,0,35.04,65.33,17.69,0.69,59.4,271.64,0,0.99,31.7,8.65,18.98

54,13:15-13:30,237.5,50,8,86.68,48,93,100,196,84,47.5,17.17,138.18,30.13,28.66,28.67,17.17,30.14,30.13,12.67,51.49,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,31.7,18.98,31.7,0,35.04,65.33,17.69,0.69,59.4,271.64,0,0.99,31.7,8.65,18.98

55,13:30-13:45,237.5,50,8,86.68,48,92,100,197,84,47.5,17.67,138.31,30.13,29.34,29.33,17.67,30.14,30.13,14,52.99,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,31.7,18.98,31.7,0,35.04,65.33,17.69,0.69,59.4,271.64,0,0.99,31.7,8.65,18.98

56,13:45-14:00,237.5,49,8,86.68,46,92,99,197,84,47.5,18.17,133.31,30.13,31.66,31.67,18.17,30.14,30.13,14.67,54.49,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,31.7,18.98,31.7,0,35.04,65.33,17.69,0.69,59.4,271.64,0,0.99,31.7,8.65,18.98

57,14:00-14:15,237.5,48,8,86.68,46,91,96,189,81,47.5,18.67,128.35,30.13,30.66,30.67,18.67,30.14,30.13,21.67,55.99,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,28.82,18.98,31.7,0,35.04,65.33,17.69,0.69,59.4,271.64,0,0.99,28.82,8.65,18.98

58,14:15-14:30,237.5,47,8.2,86.68,43,88,93,186,79,47.5,19,122.55,30.13,32.34,32.33,19,30.14,30.13,22,57,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,28.82,17.93,31.7,0,35.04,65.33,16.7,0.69,59.4,271.64,0,0.99,28.82,8.65,17.93

59,14:30-14:45,235.83,45,8.4,86.68,42,87,89,176,76,47.17,19.33,116.33,30.13,27.34,27.33,19.33,30.14,30.13,22.67,58.01,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,28.82,16.87,31.7,0,35.04,65.33,15.73,0,59.4,271.64,0,0.99,28.82,8.65,16.87

60,14:45-15:00,229.91,42,8.6,86.68,40,83,83,169,72,45.98,19.67,109.65,30.13,28,28,19.67,30.14,30.13,23,58.99,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.37,19.21,0,1.43,48.04,28.82,15.82,31.7,0,35.04,65.33,14.75,0,59.4,271.64,0,0.99,28.82,8.65,15.82

61,15:00-15:15,226.87,38,9.6,86.68,38,80,77,165,70,45.38,19.5,103.3,30.63,29,29,19.5,30.64,30.63,23.33,58.5,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.29,19.21,0,1.48,48.04,28.82,14.35,31.7,0,35.04,65.33,13.38,0.69,59.4,271.64,0,0.99,28.82,8.65,14.35

62,15:15-15:30,210.52,36,10.2,84.88,37,73,72,154,66,42.1,19.17,95.61,30.63,30,30,19.17,30.64,30.63,23.33,57.49,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.29,19.21,0,1.48,48.04,28.82,12.92,31.7,0,35.04,65.33,12.04,0.69,59.4,271.64,0,0.99,28.82,8.65,12.92

63,15:30-15:45,194.4,33,10.6,78.87,34,67,67,137,58,38.88,18.67,86.91,32.82,30.34,30.33,18.67,32.82,26,20,55.99,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.29,19.21,0,1.48,48.04,28.82,11.64,31.7,0,35.04,65.33,10.85,0.69,59.4,271.64,0,0.99,28.82,8.65,11.64

64,15:45-16:00,176.42,30,11,72.23,31,60,60,123,52,35.29,18.33,78.02,32.82,30.34,30.33,18.33,32.81,18,19.67,55.01,52.84,48.04,0,0,48.04,26.9,0,0,28.82,0,0,0,0,20.17,0,1.29,19.21,0,1.48,48.04,28.82,10.32,31.7,0,35.04,65.33,9.63,0.69,59.4,271.64,0,0.99,28.82,8.65,10.32

