Block,Time Block,CHAMERA3,CHAMERA2,DADRT2,BSIUL,BRBCL,CHAMERA1,AURY_RF,ANTA_CRF,VALLURNTECL,ANTA_RF,UNCHAHAR4,AURY_LF,DADRI_GF,URI2,ANTA_LF,DADRI_LF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,URI,DADRI_RF,DULHASTI,FSTPP I & II,SASAN,SALAL,TEHRI,SEWA2,SINGRAULI,UNCHAHAR1,TANDA2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,SIMHST2,TALA,DHAULIGNGA,KHSTPP-II,KHSTPP-I,NLCTS2EXP,RAMPUR,RSTPSU7,RSTPSU1TO6,NNTPP,RAPPC,NTPL,PARBATI3,RIHAND3,RAPPB,RIHAND2,NLCIIST1,NLCIIST2,RIHAND1,JHAJJAR,KGSU1AND2,KGSU3AND4,NAPP,NLCEXP,KOTESHWR,KKNP,KKNPPU2,KUDGI,KOLDAM,NJPC,KISHANGANGA,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
17,04:00-04:15,0,0,235.17,0,18.57,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,0,12.94,401.73,1.34,0,0,134,11.52,0,14.26,0,3.07,0,0,0,11.18,0,0,0,69.18,32.13,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,253.4,0,18.27,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,0,12.94,401.73,1.34,0,0,134,11.52,0,14.26,0,3.07,0,0,0,11.18,0,0,0,69.18,32.13,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,267.79,0,19.19,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,0,12.94,401.73,1.34,0,0,134,11.52,0,14.26,0,7.99,0,0,0,11.18,0,0,0,69.18,32.13,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,265.87,0,19.19,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,0,12.94,401.73,1.34,0,0,134,11.52,0,14.26,0,7.99,0,0,0,11.18,0,0,0,69.18,32.13,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,292.73,0,19.19,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,0,12.94,401.73,1.34,0,0,134,11.52,0,14.26,0,3.07,0,0,0,11.18,0,0,0,69.18,32.13,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,340.7,0,19.19,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,0,12.94,401.73,1.34,0,0,134,14.87,0,19.23,0,3.07,0,0,0,15.24,0,0,0,76.85,32.13,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,388.66,0,19.19,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,15.75,12.94,401.73,1.34,0,0,134,14.87,0,19.23,0,3.07,0,0,0,15.24,0,0,0,81.76,32.13,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,18.17,0,0,0,0,0,0,0

24,05:45-06:00,0,0,436.63,0,19.19,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,15.75,12.94,401.73,1.34,14.93,0,134,14.87,0,19.23,0,3.07,0,0,0,15.24,0,0,7.73,81.76,32.13,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,38.16,0,0,0,0,0,0,0

25,06:00-06:15,0,3.19,455.81,1.06,19.19,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,15.81,14.75,401.73,1.34,27.56,0,128.07,17.59,0,22.73,0,6.01,0,0,0,18.04,0,0,7.73,94.85,43.38,0,0,0,0,0,49.42,0,3.66,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,54.51,0,0,0,0,0,0,0

26,06:15-06:30,9.29,7.67,479.79,6.25,19.19,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,31.62,15.91,401.73,1.34,44.79,0,128.07,17.59,0,22.73,0,1.72,0,0,0,18.04,0,0,15.46,94.85,43.38,0,0,0,0,0,49.42,0,15.88,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,89.75,0,0,0,0,0,0,0

27,06:30-06:45,27.88,37.9,498.98,12.51,19.19,11.52,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,31.62,15.91,401.73,1.34,59.71,5.06,122.31,17.59,0,22.73,0,1.72,0,0,0,18.04,0,0,35.06,94.85,43.38,0,0,0,0,0,49.42,0,15.88,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,18.92,0,0,0,0,112.19,0,0,0,0,0,0,0

28,06:45-07:00,27.88,37.9,542.15,12.51,19.19,26.91,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,31.62,17.46,401.73,1.34,59.71,5.06,122.31,19.72,0,25.15,0,1.72,0,0,0,18.9,0,0,35.06,94.85,43.38,0,0,0,0,0,49.42,0,15.88,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,18.92,0,0,0,0,112.19,0,0,0,0,0,0,0

29,07:00-07:15,27.88,37.9,574.92,12.51,19.19,40.43,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,31.62,17.46,401.73,1.34,59.71,5.06,122.31,19.72,0,25.32,0,1.72,0,0,0,20.33,0,0,35.06,94.85,43.38,0,0,0,0,0,49.42,0,15.88,119.26,0,113.93,0,0,43.17,253.26,0,0,41.18,0,18.92,0,0,0,0,134.63,0,0,0,0,0,0,0

30,07:15-07:30,27.88,37.9,574.92,12.51,19.19,40.43,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,31.62,17.46,401.73,1.34,59.71,5.06,122.31,17,0,25.32,0,1.1,0,0,0,20.33,0,0,35.06,94.85,43.38,0,0,0,0,0,49.42,0,15.88,119.26,0,113.93,0,0,43.17,299.3,0,0,41.18,0,18.92,0,0,0,0,134.63,0,0,0,0,0,0,0

31,07:30-07:45,27.88,37.9,622.88,12.51,19.19,26.91,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,31.62,17.46,401.73,1.34,59.71,5.06,122.31,17,0,25.32,0,1.1,0,0,0,20.33,0,0,35.06,94.85,43.38,0,0,0,0,0,49.42,0,15.88,119.26,0,113.93,0,0,43.17,356.86,0,0,41.18,0,18.92,0,0,0,0,134.63,0,0,0,0,0,0,0

32,07:45-08:00,27.88,37.9,622.88,12.51,19.19,13.48,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,38.13,0,31.62,17.46,401.73,1.34,59.71,0,122.31,17,0,25.32,0,1.1,0,0,0,20.33,0,0,32.94,94.85,43.38,0,0,0,0,0,49.42,0,3.42,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,18.92,0,0,0,0,112.19,0,0,0,0,0,0,0

33,08:00-08:15,9.29,3.19,542.15,6.25,19.19,13.48,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,38.13,0,15.81,17.46,401.73,1.34,44.79,0,122.31,17,0,25.32,0,1.1,0,0,0,20.33,0,0,16.47,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,8.51,0,0,0,0,89.75,0,0,0,0,0,0,0

34,08:15-08:30,0,0,503.78,1.06,19.19,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,3.18,0,15.81,17.46,401.73,1.34,44.79,0,122.31,17,0,25.32,0,1.1,0,0,0,20.33,0,0,8.74,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,8.51,0,0,0,0,67.31,0,0,0,0,0,0,0

35,08:30-08:45,0,0,532.19,0,19.19,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,15.81,17.46,401.73,1.34,29.86,0,122.31,17,0,25.32,0,1.1,0,0,0,20.33,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,419.21,0,0,41.18,0,8.51,0,0,0,0,67.31,0,0,0,0,0,0,0

36,08:45-09:00,0,0,532.19,0,19.19,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,15.81,17.46,401.73,1.34,29.01,0,122.31,17,0,25.32,0,1.1,0,0,0,20.33,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,356.86,0,0,41.18,0,8.51,0,0,0,0,44.88,0,0,0,0,0,0,0

37,09:00-09:15,0,0,532.19,0,19.19,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,15.81,17.46,388.52,13.38,14.5,0,122.31,17,0,25.32,0,1.1,0,0,0,20.33,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,356.86,0,0,41.18,0,8.51,0,0,0,0,44.88,0,0,0,0,0,0,0

38,09:15-09:30,0,0,532.19,0,19.19,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,1.38,0,15.81,17.46,388.52,53.5,14.5,0,122.31,17,0,25.32,0,1.1,0,0,0,20.33,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,356.86,0,0,41.18,0,8.51,0,0,0,0,44.88,0,0,0,0,0,0,0

39,09:30-09:45,0,0,532.19,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.38,0,15.81,17.46,388.52,53.5,0,0,122.31,14.87,0,22.73,0,1.1,0,0,0,18.04,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,335.76,0,0,41.18,0,8.51,0,0,0,0,20.26,0,0,0,0,0,0,0

40,09:45-10:00,0,0,532.19,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,38.13,0,15.81,17.46,388.52,53.5,0,0,122.31,14.87,0,22.73,0,1.1,0,0,0,18.04,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,335.76,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,513,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,38.13,0,15.81,14.95,388.52,53.5,0,0,122.31,14.87,0,19.23,0,6.01,0,0,0,15.3,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,278.2,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,513,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,3.18,0,15.81,14.95,388.52,12.26,0,0,122.31,17.59,0,19.23,0,6.01,0,0,0,15.24,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,455.81,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.38,0,15.81,17.46,388.52,1.34,0,0,122.31,14.87,0,19.23,0,1.1,0,0,0,15.24,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,436.63,0,17.69,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.38,0,15.81,17.46,388.52,1.34,0,0,122.31,14.87,0,19.23,0,1.1,0,0,0,15.24,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,388.66,0,17.21,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.38,0,15.81,15.43,388.52,1.34,0,0,122.31,14.87,0,19.23,0,1.1,0,0,0,15.24,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,340.7,0,17.05,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.38,0,15.81,14.5,388.52,1.34,0,0,122.31,14.87,0,19.23,0,1.1,0,0,0,15.24,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,292.73,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.38,0,15.81,14.5,388.52,1.34,0,0,122.31,14.87,0,19.23,0,1.1,0,0,0,15.24,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,292.73,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.38,0,15.81,14.5,388.52,1.34,0,0,122.31,14.87,0,19.23,0,1.1,0,0,0,15.24,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,292.73,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.38,0,15.81,11.98,388.52,1.34,0,0,127.24,11.52,0,15.55,0,1.1,0,0,0,11.96,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,292.73,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.38,0,15.81,11.98,388.52,1.34,0,0,128.07,11.52,0,14.26,0,1.1,0,0,0,11.18,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,292.73,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.06,0,15.81,11.98,388.52,1.34,0,0,128.07,11.52,0,14.26,0,1.1,0,0,0,11.18,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,277.38,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,1.06,0,15.81,11.98,388.52,1.34,0,0,128.07,11.52,0,14.26,0,1.1,0,0,0,11.18,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,228.46,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0.63,0,15.81,14.5,393.16,1.34,0,0,128.07,11.52,0,14.26,0,1.1,0,0,0,11.18,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,199.68,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0.63,0,15.81,14.5,393.91,1.34,0,0,128.07,11.52,0,14.26,0,1.1,0,0,0,11.18,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,194.88,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0.63,0,15.81,14.5,393.91,1.34,0,0,128.07,11.52,0,14.26,0,6.01,0,0,0,11.18,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,210.23,0,19.19,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0.63,0,15.81,14.5,393.91,1.34,0,0,128.07,11.52,0,14.26,0,1.1,0,0,0,11.18,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,211.19,0,19.19,0,0,0,0,0,0,0,0,18.06,0,0,0,0,0,0,38.13,0,15.81,14.97,393.91,1.34,0,0,128.07,11.52,0,14.26,0,1.1,0,0,0,11.18,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,228.46,0,19.19,0,0,0,0,0,0,0,0,18.06,0,0,0,0,0,0,38.13,0,15.81,14.97,393.91,1.34,0,0,128.07,11.52,0,14.26,0,1.1,0,0,0,11.18,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,253.4,0,19.19,0,0,0,0,0,0,0,0,18.06,0,0,0,0,0,0,2.65,0,15.81,14.97,393.91,1.34,0,0,128.07,11.52,0,14.26,0,1.1,0,0,0,11.18,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,274.5,0,19.19,0,0,0,0,0,0,0,0,18.06,0,0,0,0,0,0,1.28,0,31.62,14.97,393.91,1.34,0,0,128.07,11.52,0,14.26,0,1.1,0,0,0,11.18,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,292.73,0,19.19,0,0,0,0,0,0,0,0,18.06,0,0,0,0,0,0,1.28,0,31.62,14.97,393.91,1.34,0,0,128.07,11.52,0,14.26,0,2.34,0,0,0,11.18,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,230.23,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,340.7,0,19.19,0,0,0,0,0,0,0,0,18.06,0,0,0,0,0,0,1.28,0,31.62,14.97,393.91,1.34,0,0,128.07,14.87,0,19.23,0,2.34,0,0,0,15.24,0,0,0,94.85,43.38,0,0,0,0,0,49.42,0,0,119.26,0,113.93,0,0,43.17,232.15,0,0,41.18,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0

