Block,Time,CHAMERA3,DULHASTI,KOTESHWR,KUDGI,NLCIIST1,RIHAND1,SASAN,TANAKPUR,UNCHAHAR3,UNCHAHAR4,CHAMERA2,KGSU1AND2,KISHANGANGA,NJPC,RIHAND2,RSTPSU1TO6,SINGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TEHRI,DADRI_RF,KKNP,NAPP,NTPL,RAPPC,SALAL,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,CHAMERA1,KHSTPP-I,KKNPPU2,RAPPB,ANTA_LF,AURY_GF,KOLDAM,NLCIIST2,PARBATI3,RAMPUR,RSTPSU7,SEWA2,URI2,ANTA_RF,BSIUL,DHAULIGNGA,FSTPP I & II,RIHAND3,SIMHST1,UNCHAHAR2,ANTA_CRF,AURY_CRF,AURY_LF,DADRI_GF,DADRI_LF,BRBCL,KGSU3AND4,KHSTPP-II,NLCEXP,NLCTS2EXP,NNTPP,TANDA2,URI,ANTA_GF,DADRI_CRF,DADRT2,JHAJJAR,MAPS,SIMHST2,AURY_RF
6,01:15-01:30,0,0,8.87,0,0,92,410.62,2.56,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,18.83,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

7,01:30-01:45,0,0,8.87,0,0,92,410.62,2.56,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,18.83,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

8,01:45-02:00,0,0,8.87,0,0,92,410.62,2.56,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,18.83,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

9,02:00-02:15,0,16.48,8.87,0,0,92,410.62,0.51,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

10,02:15-02:30,0,16.48,8.87,0,0,92,410.62,0.51,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

11,02:30-02:45,0,16.48,8.87,0,0,92,410.62,6.27,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

12,02:45-03:00,0,16.48,8.87,0,0,92,410.62,6.27,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

13,03:00-03:15,0,16.48,8.87,0,0,92,410.62,0.51,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

14,03:15-03:30,0,16.48,8.87,0,0,92,410.62,0.51,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

15,03:30-03:45,0,16.48,8.87,0,0,92,410.62,0.51,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

16,03:45-04:00,0,16.48,8.87,0,0,92,410.62,0.51,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

17,04:00-04:15,0,16.48,8.87,0,0,92,410.62,6.27,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

18,04:15-04:30,0,16.48,8.87,0,0,92,410.62,6.27,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

19,04:30-04:45,0,16.48,8.87,0,0,92,410.62,1.79,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

20,04:45-05:00,0,16.48,8.87,0,0,92,410.62,1.79,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

21,05:00-05:15,0,16.48,8.87,0,0,92,410.62,0.51,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

22,05:15-05:30,0,16.48,8.87,0,0,92,410.62,0.51,26.39,0,3.33,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

23,05:30-05:45,0,16.48,8.87,0,0,92,410.62,6.27,26.39,0,13.17,0,0,18.94,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

24,05:45-06:00,0,16.48,8.87,0,0,92,410.62,6.27,26.39,0,26.34,0,0,37.88,118.76,0,139.68,0,0,0,15.44,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.93,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

25,06:00-06:15,9.68,32.96,17.75,0,0,92,410.62,1.15,26.39,0,26.34,0,0,56.82,118.76,0,139.68,0,0,0,15.44,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,3.82,0,0,0,4.44,30.35,1.1,8.06,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,84.24,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

26,06:15-06:30,9.68,32.96,26.62,0,0,92,410.62,1.15,26.39,0,26.34,0,0,94.7,118.76,0,139.68,0,0,0,46.31,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,16.55,0,0,0,4.44,30.35,6.52,8.06,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

27,06:30-06:45,29.06,49.43,39.83,0,0,92,410.62,0.51,26.39,0,26.34,0,0,140.34,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,12.01,45.22,0,0,0,0,0,0,16.55,0,0,5.27,4.44,30.35,13.04,16.51,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,1.33,0,0,683.14,654.31,0,0,70.59

28,06:45-07:00,29.06,49.43,39.83,0,0,92,410.62,0.51,26.39,0,26.34,0,0,140.34,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,28.05,45.22,0,0,0,0,0,0,16.55,0,0,5.27,4.44,30.35,13.04,36.55,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,26.49,0,0,683.14,654.31,0,0,70.59

29,07:00-07:15,29.06,49.43,39.83,0,0,92,410.62,0.51,26.39,0,26.34,0,0,140.34,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,42.15,45.22,0,0,0,0,0,0,16.55,0,0,5.27,4.44,30.35,13.04,36.55,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,26.49,0,0,683.14,459.81,0,0,70.59

30,07:15-07:30,29.06,49.43,39.83,0,0,92,410.62,0.51,26.39,0,26.34,0,0,140.34,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,1.4,0,20.56,0,42.15,45.22,0,0,0,0,0,0,16.55,0,0,5.27,4.44,30.35,13.04,36.55,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,26.49,0,0,683.14,459.81,0,0,70.59

31,07:30-07:45,29.06,49.43,39.83,0,0,92,410.62,0.51,26.39,0,26.34,0,0,140.34,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,9.29,0,20.56,0,28.05,45.22,0,0,0,0,0,0,16.55,0,0,5.27,4.44,30.35,13.04,36.55,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,3.31,0,0,683.14,459.81,0,0,70.59

32,07:45-08:00,29.06,49.43,39.83,0,0,92,410.62,0.51,26.39,0,26.34,0,0,140.34,118.76,0,139.68,0,0,0,62.24,67.95,0,43.68,0,54.06,41.83,0,20.56,0,14.05,45.22,0,0,0,0,0,0,3.56,0,0,5.27,4.44,30.35,13.04,36.55,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,1.66,0,0,683.14,459.81,0,0,70.59

33,08:00-08:15,9.68,32.96,19.72,0,0,92,410.62,1.15,26.39,0,26.34,0,0,94.7,118.76,0,139.68,0,0,0,46.69,67.95,0,43.68,0,54.06,41.83,0,20.56,0,14.05,45.22,0,0,0,0,0,0,0,0,0,0,4.44,30.03,6.52,16.12,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,1.66,0,0,683.14,459.81,0,0,70.59

34,08:15-08:30,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,26.34,0,0,61.56,118.76,0,139.68,0,0,0,31.13,67.95,0,43.68,0,54.06,41.83,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,30.03,1.1,8.06,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,1.66,0,0,683.14,459.81,0,0,70.59

35,08:30-08:45,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,13.17,0,0,39.78,118.76,0,139.68,0,0,0,31.13,67.95,0,43.68,0,54.06,41.83,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,30.03,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,1.66,0,0,678.79,459.81,0,0,70.59

36,08:45-09:00,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,13.17,0,0,23.39,118.76,0,139.68,0,0,0,31.13,67.95,0,43.68,0,54.06,41.83,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,30.03,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,4.41,0,0,678.79,459.81,0,0,70.59

37,09:00-09:15,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,18.94,118.76,0,139.68,0,0,0,31.13,67.95,0,43.68,0,54.06,41.83,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,30.03,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,26.49,0,0,678.79,459.81,0,0,70.59

38,09:15-09:30,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,31.13,67.95,0,43.68,0,54.06,9.29,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,30.03,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,26.49,0,0,634.62,459.81,0,0,70.59

39,09:30-09:45,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,31.13,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,30.03,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,26.49,0,0,594.63,459.81,0,0,70.59

40,09:45-10:00,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,31.13,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,30.03,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,4.41,0,0,683.14,654.31,0,0,70.59

41,10:00-10:15,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,31.13,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.09,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,1.66,0,0,683.14,654.31,0,0,70.59

42,10:15-10:30,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,15.44,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.09,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,76.06,0,0,0,0,1.66,0,0,683.14,654.31,0,0,70.59

43,10:30-10:45,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,9.76,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.09,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,89.69,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

44,10:45-11:00,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.09,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

45,11:00-11:15,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,18.83,29.09,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

46,11:15-11:30,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,18.83,29.09,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

47,11:30-11:45,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,18.83,29.09,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

48,11:45-12:00,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,18.83,29.09,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

49,12:00-12:15,0,16.48,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.09,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

50,12:15-12:30,0,0,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,29.09,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

51,12:30-12:45,0,0,8.87,0,0,92,410.62,0.25,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.88,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

52,12:45-13:00,0,0,8.87,0,0,92,410.62,0.25,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.88,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

53,13:00-13:15,0,0,8.87,0,0,92,410.62,0.25,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.88,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

54,13:15-13:30,0,0,8.87,0,0,92,410.62,0.25,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.88,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

55,13:30-13:45,0,0,8.87,0,0,92,410.62,6.27,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.88,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

56,13:45-14:00,0,0,8.87,0,0,92,410.62,6.27,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.88,0,0,18.2,124.32,0,11.75,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

57,14:00-14:15,0,0,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.88,0,0,18.2,124.32,0,14.55,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

58,14:15-14:30,0,0,8.87,0,0,92,410.62,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.88,0,0,18.2,124.32,0,17.9,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

59,14:30-14:45,0,0,8.87,0,0,92,405,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.88,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

60,14:45-15:00,0,0,8.87,0,0,92,405,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.88,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

61,15:00-15:15,0,0,8.87,0,0,92,405,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,0,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.77,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

62,15:15-15:30,0,0,8.87,0,0,92,405,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,15.44,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.77,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

63,15:30-15:45,0,0,8.87,0,0,92,405,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,15.44,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.77,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

64,15:45-16:00,0,0,8.87,0,0,92,405,1.15,26.39,0,0,0,0,0,118.76,0,139.68,0,0,0,30.87,67.95,0,43.68,0,54.06,1.4,0,20.56,0,0,45.22,0,0,0,0,0,0,0,0,0,0,4.44,28.77,0,0,18.2,124.32,0,21.19,0,0,0,0,23.56,20,0,98.87,0,0,0,0,1.11,0,0,683.14,654.31,0,0,70.59

