Block,Time,L_NR_2023_07,L_NR_2023_10,L_NR_2020_07,L_NR_2019_06,L_NR_2020_05,L_NR_2021_15,L_NR_2021_16,L_NR_2021_17,L_NR_2021_12,L_NR_2021_13,L_NR_2020_06,L_NR_2022_08,L_NR_2018_61,L_NR_2021_14,L_NR_2022_10,L_NR_2019_19,L_NR_2019_05,L_NR_2019_07,L_NR_2022_09,L_NR_2019_11,LT-05,L_NR_2012_07,SH-06,L_NR_2012_04,SH-07,LT-31,LT-35,L_NR_2020_02,L_NR_2023_04,L_NR_2012_02,LT-59,L_NR_2012_01,LT-36
7,01:30-01:45,0,0,12.33,0,37.01,0,0,0,0,0,12.34,10.08,7.4,0,40.34,0,0,0,40.34,4.460000,115.620000,74.120000,30.930000,271.860000,14.350000,0.000000,0.000000,4.320000,26.810000,261.560000,5.060000,101.250000,0.000000

8,01:45-02:00,0,0,15.87,0,47.62,0,0,0,0,0,15.88,10.21,14.08,0,41.01,0,0,0,41.01,4.460000,115.620000,74.120000,30.930000,271.860000,23.360000,0.000000,0.000000,4.320000,26.810000,261.560000,5.060000,101.250000,0.000000

9,02:00-02:15,0,0,15.82,0,47.44,0,0,0,0,0,15.81,15.01,13.66,0,41.34,0,0,0,41.34,4.460000,115.620000,74.120000,30.930000,271.860000,23.360000,0.000000,0.000000,4.320000,27.820000,261.560000,4.900000,101.250000,0.000000

10,02:15-02:30,0,0,15.78,0,47.36,0,0,0,0,0,15.79,14.84,13.06,0,41.01,0,0,0,41.01,4.460000,115.620000,74.120000,30.930000,271.860000,23.360000,0.000000,0.000000,4.320000,27.820000,261.560000,4.900000,101.250000,0.000000

11,02:30-02:45,0,0,15.87,0,47.56,0,0,0,0,0,15.85,14.75,12.68,0,40.95,0,0,0,40.95,4.460000,115.620000,74.120000,30.930000,271.860000,22.610000,0.000000,0.000000,4.320000,27.820000,261.560000,4.900000,101.250000,0.000000

12,02:45-03:00,0,0,15.98,0,47.92,0,0,0,0,0,15.97,9.44,12.06,0,34.03,0,0,0,34.03,4.460000,115.620000,74.120000,30.930000,271.860000,25.460000,0.000000,0.000000,4.320000,27.820000,261.560000,4.900000,101.250000,0.000000

13,03:00-03:15,0,0,11.21,0,33.62,0,0,0,0,0,11.21,10.08,11.06,0,33.47,0,0,0,33.47,4.300000,115.620000,74.120000,30.930000,271.860000,25.460000,0.000000,0.000000,4.190000,27.820000,261.560000,4.900000,101.250000,0.000000

14,03:15-03:30,0,0,11.31,0,33.93,0,0,0,0,0,11.31,10.52,10.08,0,33.45,0,0,0,33.45,4.300000,115.620000,74.120000,30.930000,271.860000,25.460000,0.000000,0.000000,4.190000,27.820000,261.560000,4.900000,101.250000,0.000000

15,03:30-03:45,0,0,11.48,0,34.47,0,0,0,0,0,11.49,10.67,10,0,33.43,0,0,0,33.43,4.300000,94.770000,74.120000,30.930000,271.860000,25.460000,0.000000,0.000000,4.190000,27.820000,261.560000,4.900000,101.250000,0.000000

16,03:45-04:00,0,0,11.66,0,35.01,0,0,0,0,0,11.67,11.01,9.76,0,33.4,0,0,0,33.4,4.300000,94.770000,74.120000,30.930000,271.860000,25.460000,0.000000,0.000000,4.190000,27.820000,261.560000,4.900000,101.250000,0.000000

17,04:00-04:15,0,0,11.72,0,35.17,0,0,0,0,0,11.72,11.51,9.93,0,33.38,0,0,0,33.38,4.300000,75.810000,74.120000,30.930000,271.860000,25.460000,0.000000,0.000000,4.190000,27.820000,261.560000,4.670000,101.250000,0.000000

18,04:15-04:30,0,0,11.62,0,34.87,0,0,0,0,0,11.62,11.84,17.06,0,33.36,0,0,0,33.36,4.300000,66.340000,74.120000,30.930000,271.860000,25.460000,0.000000,0.000000,4.190000,27.820000,261.560000,4.670000,101.250000,0.000000

19,04:30-04:45,0,0,11.42,0,34.24,0,0,0,0,0,11.41,11.51,16.66,0,32.72,0,0,0,32.72,4.300000,66.340000,74.120000,30.930000,271.860000,25.460000,0.000000,0.000000,4.470000,27.820000,261.560000,4.670000,101.250000,0.000000

20,04:45-05:00,0,0,16.17,0,48.51,0,0,0,0,0,16.17,10.85,15.26,0,41.67,0,0,0,41.67,4.300000,66.340000,74.120000,30.930000,271.860000,25.460000,0.000000,0.000000,4.470000,27.820000,261.560000,4.670000,101.250000,0.000000

21,05:00-05:15,0,0,15.65,0,46.92,0,0,0,0,0,15.64,12.95,14.66,0,40.67,0,0,0,40.67,4.150000,66.340000,74.120000,30.930000,271.860000,25.460000,0.000000,0.000000,4.470000,27.820000,261.560000,4.670000,101.250000,0.000000

22,05:15-05:30,0,0,15.17,0,45.51,0,0,0,0,0,15.17,12.46,13.06,0,38.67,0,0,0,38.67,4.150000,74.860000,74.120000,30.930000,271.860000,25.460000,0.000000,0.000000,4.470000,27.820000,261.560000,4.670000,101.250000,0.000000

23,05:30-05:45,0,0,14.83,0,44.51,0,0,0,0,0,14.84,11.96,12.45,0,38.01,0,0,0,38.01,4.150000,83.400000,74.120000,30.930000,271.860000,22.610000,0.000000,0.000000,4.470000,27.820000,261.560000,4.670000,101.250000,0.000000

24,05:45-06:00,0,0,14.17,0,42.51,0,0,0,0,0,14.17,11.46,12.66,0.18,36.34,0,0,0,36.34,4.150000,115.620000,74.120000,30.930000,271.860000,23.360000,0.000000,0.000000,4.470000,27.820000,261.560000,4.670000,101.250000,0.000000

25,06:00-06:15,0,0,13.87,0,41.62,0,1,0,0,0,13.88,10.95,12.05,1.66,35.01,0.04872,0,1.04,35.01,4.150000,115.620000,74.120000,30.930000,271.860000,23.360000,0.000000,0.000000,4.470000,26.850000,261.560000,4.670000,101.250000,0.000000

26,06:15-06:30,0,0,14.51,0,43.51,0,3,2,0,0,14.5,10.45,11.65,3.79,34.01,4.024272,2.04,2.16,34.01,4.150000,115.620000,74.120000,30.930000,271.860000,23.360000,0.010000,0.010000,4.470000,26.850000,261.560000,4.670000,101.250000,0.010000

27,06:30-06:45,1.48,0.64,14.33,1,43.01,0.32,5,3,0.25,0.05,14.34,10.17,19.08,6.53,25.01,13.6416,5.85,5.75,25.01,4.150000,115.620000,74.120000,30.930000,271.860000,23.360000,0.190000,0.190000,4.470000,28.870000,261.560000,4.670000,101.250000,0.200000

28,06:45-07:00,5.47,2.34,14.17,15.3,42.51,1.08,9,4,5.29,1.06,14.17,9.75,18.68,9.75,23.34,22.908144,15.49,10.78,23.34,4.150000,115.620000,74.120000,30.930000,271.860000,23.360000,0.620000,0.620000,4.470000,28.870000,261.560000,4.670000,101.250000,0.630000

29,07:00-07:15,12.29,5.27,13.67,29.51,41.01,2.55,11,6,14.46,2.89,13.67,8.67,18.28,3.2,21.67,32.125968,28.58,15.81,21.67,4.300000,115.620000,74.120000,30.930000,271.860000,23.360000,1.270000,1.270000,4.370000,27.910000,261.560000,4.670000,101.250000,1.300000

30,07:15-07:30,21,9,13.4,31.95,40.18,4.69,15,8,26.86,5.37,13.39,8.42,16.68,6.4,21.01,42.58128,31.95,21.55,21.01,4.300000,115.620000,74.120000,30.930000,271.860000,23.360000,2.050000,2.050000,4.370000,27.910000,261.560000,4.670000,101.250000,2.110000

31,07:30-07:45,39,16,13.17,29.35,39.51,7.47,19,9,44.63,8.92,13.17,8.34,16.08,9.6,28.42,53.855088,29.36,28.74,28.42,4.300000,75.810000,74.120000,30.930000,271.860000,25.460000,3.050000,3.050000,4.370000,27.910000,261.560000,4.670000,101.250000,3.120000

32,07:45:08:00,53,22,12.58,29.31,37.74,11.72,24,12,64.13,12.83,12.58,8.08,14.08,20.51,27.75,65.33352,29.32,29.32,27.75,4.300000,75.810000,74.120000,30.930000,271.860000,25.460000,4.140000,4.140000,4.370000,27.910000,261.560000,4.670000,101.250000,4.250000

33,08:00-08:15,70,30,10.44,30.19,31.33,15.27,26,13,85.81,17.16,10.44,7,10.54,27.27,26.75,76.0032,30.18,30.18,26.75,4.300000,70.500000,74.120000,30.930000,271.860000,25.460000,5.320000,5.320000,4.370000,27.910000,261.560000,4.510000,101.250000,5.450000

34,08:15-08:30,84,36,10.44,30.19,31.33,18.99,32,16,107.81,21.56,10.44,7,10.32,34.39,26.08,85.834896,30.18,30.18,26.08,4.300000,70.500000,74.120000,30.930000,271.860000,25.460000,6.510000,6.510000,4.370000,27.910000,261.560000,4.510000,101.250000,6.680000

35,08:30-08:45,98,42,10.44,30.51,31.33,22.66,38,19,129.31,25.86,10.44,7,10.13,41.49,24.75,94.896816,30.52,30.52,24.75,4.300000,75.810000,74.120000,30.930000,271.860000,25.460000,7.680000,7.680000,4.370000,26.900000,261.560000,4.510000,101.250000,7.870000

36,08:45:09:00,112,48,10.44,30.51,31.33,26.01,45,23,148.61,29.72,10.44,7,9.74,48.4,24.42,103.159728,30.52,30.52,24.42,4.300000,70.500000,59.110000,30.930000,271.860000,25.460000,8.830000,8.830000,4.370000,26.900000,225.130000,4.510000,101.250000,9.050000

37,09:00:09:15,126,54,6.66,30.85,20,29.02,53,26,167.07,33.41,6.67,6.33,9.6,54.91,24.25,100.178064,30.85,30.85,24.25,4.530000,70.500000,59.110000,30.930000,271.860000,25.460000,9.890000,9.890000,4.370000,25.930000,225.130000,4.510000,101.250000,10.140000

38,09:15-09:30,140,60,6.66,30.85,20,31.75,57,29,185.28,37.05,6.67,6.33,9.64,61.14,24.51,107.106048,30.85,30.85,24.51,4.530000,70.500000,59.110000,30.930000,271.860000,25.460000,10.920000,10.920000,4.370000,25.930000,261.560000,4.510000,101.250000,11.190000

39,09:30-09:45,151,64,6.66,31.54,20,33.19,63,31,202.22,40.44,6.67,6.33,7.27,67.03,23.45,113.42016,31.53,31.53,23.45,4.530000,70.500000,74.120000,30.930000,271.860000,25.460000,11.820000,11.820000,4.370000,25.930000,261.560000,4.510000,101.250000,12.120000

40,09:45-10:00,161,69,6.66,31.54,20,35.33,65,33,217.16,43.43,6.67,6.33,7.27,72.22,22.89,119.208096,31.53,31.53,22.89,4.530000,70.500000,74.120000,30.930000,271.860000,25.460000,12.630000,12.630000,4.370000,25.930000,261.560000,4.510000,101.250000,12.950000

41,10:00-10:15,168,72,6.66,31.54,20,37.19,69,35,231.13,46.23,6.67,6.33,7.63,77.02,22.42,124.206768,31.53,31.53,22.42,4.380000,70.500000,59.110000,30.930000,271.860000,25.460000,13.320000,13.320000,4.270000,22.900000,225.130000,4.510000,101.250000,13.660000

42,10:15-10:30,175,75,6.66,31.54,20,38.8,71,36,233.33,46.67,6.67,6.33,8.18,81.2,22.56,128.591568,31.53,31.53,22.56,4.380000,70.500000,59.110000,30.930000,271.860000,25.460000,13.870000,13.870000,4.270000,22.900000,225.130000,4.510000,101.250000,14.220000

43,10:30-10:45,182,78,6.66,31.54,20,39.25,74,37,233.33,46.67,6.67,6.33,8.42,83.03,22.1,136.201632,31.53,31.53,22.1,4.380000,70.500000,59.110000,30.930000,271.860000,25.460000,14.350000,14.350000,4.270000,22.900000,225.130000,4.510000,101.250000,14.720000

44,10:45-11:00,189,81,6.66,31.66,20,40.61,77,38,233.33,46.67,6.67,6.33,8.73,85.02,16.67,139.72896,31.67,31.67,16.67,4.380000,70.500000,59.110000,30.930000,271.860000,25.460000,14.750000,14.750000,4.270000,22.900000,261.560000,4.510000,101.250000,15.120000

45,11:00-11:15,193,82,6.66,31.66,20,41.67,78,39,233.33,46.67,6.67,6.33,17.08,85.87,16.67,142.55472,31.67,31.67,16.67,4.380000,70.500000,59.110000,30.930000,271.860000,25.460000,15.060000,15.060000,4.270000,22.900000,261.560000,4.820000,101.250000,15.430000

46,11:15-11:30,193,82,6.66,31.66,20,42.47,78,39,233.33,46.67,6.67,6.33,17.27,87.49,16.67,144.639936,31.67,31.67,16.67,4.380000,70.500000,59.110000,30.930000,271.860000,25.460000,15.270000,15.270000,4.270000,22.900000,261.560000,4.820000,101.250000,15.650000

47,11:30-11:45,193,82,6.66,31.66,20,42.75,78,39,233.33,46.67,6.67,6.33,17.74,87.67,16.67,145.468176,31.67,31.67,16.67,4.380000,66.340000,74.120000,26.060000,271.860000,26.060000,15.350000,15.350000,4.270000,22.900000,261.560000,5.130000,101.250000,15.740000

48,11:45-12:00,193,82,6.66,31.66,20,42.75,80,40,233.33,46.67,6.67,6.33,18.34,87.67,16.67,145.877424,31.67,31.67,16.67,4.380000,66.340000,74.120000,26.060000,271.860000,26.060000,15.430000,15.430000,4.270000,22.900000,261.560000,5.130000,101.250000,15.810000

49,12:00-12:15,193,82,6.66,31.66,20,42.75,80,40,233.33,46.67,6.67,6.33,18.52,87.67,16.67,148.420608,31.67,31.67,16.67,0.000000,66.340000,59.110000,25.540000,271.860000,30.930000,15.450000,15.450000,4.270000,23.870000,261.560000,5.130000,101.250000,15.830000

50,12:15-12:30,193,82,6.66,31.66,20,43,80,40,233.33,46.67,6.67,6.33,22.95,87.7,16.67,147.689808,31.67,31.67,16.67,0.000000,66.340000,59.110000,25.540000,271.860000,30.930000,15.390000,15.390000,4.270000,23.870000,261.560000,5.130000,101.250000,15.770000

51,12:30-12:45,193,82,6.66,31.66,20,43,80,40,233.33,46.67,6.67,6.33,20.14,87.72,16.67,146.520528,31.67,31.67,16.67,4.690000,66.340000,59.110000,25.540000,271.860000,30.930000,15.390000,15.390000,4.270000,23.870000,261.560000,5.130000,101.250000,15.780000

52,12:45-13:00,193,82,6.66,31.66,20,43,80,40,233.33,46.67,6.67,6.33,20.28,87.66,16.67,144.942,31.67,31.67,16.67,4.690000,66.340000,59.110000,25.540000,271.860000,30.930000,15.390000,15.390000,4.270000,23.870000,261.560000,5.130000,101.250000,15.770000

53,13:00-13:15,193,82,6.66,31.66,20,42.75,80,40,233.33,46.67,6.67,6.33,20.53,87.67,16.67,142.827552,31.67,31.67,16.67,4.690000,66.340000,59.110000,25.540000,271.860000,30.930000,15.350000,15.350000,4.190000,23.870000,225.130000,5.130000,101.250000,15.730000

54,13:15-13:30,193,82,6.66,31.66,20,42,80,40,233.33,46.67,6.67,6.33,40.12,87.66,16.67,138.94944,31.67,31.67,16.67,4.690000,66.340000,59.110000,25.540000,271.860000,30.930000,15.320000,15.320000,4.190000,23.870000,225.130000,5.130000,101.250000,15.700000

55,13:30-13:45,193,82,6.66,31.66,20,41,80,40,233.33,46.67,6.67,6.33,40.12,87.49,16.67,138.530448,31.67,31.67,16.67,4.690000,66.340000,59.110000,25.540000,271.860000,30.930000,15.280000,15.280000,4.550000,23.870000,261.560000,5.130000,101.250000,15.660000

56,13:45-14:00,193,82,6.66,31.66,20,40,81,40,233.33,46.67,6.67,6.33,40.12,86.39,16.67,132.352752,31.67,31.67,16.67,4.690000,74.860000,59.110000,25.540000,271.860000,30.930000,14.870000,14.870000,4.550000,23.870000,261.560000,5.130000,101.250000,15.240000

57,14:00-14:15,189,81,6.66,31.66,20,39,78,39,233.33,46.67,6.67,6.33,40.12,85.69,12.67,125.950944,31.67,31.67,12.67,4.840000,83.400000,74.120000,25.540000,271.860000,30.930000,14.530000,14.530000,4.470000,23.870000,261.560000,5.210000,101.250000,14.890000

58,14:15-14:30,182,78,6.66,31.66,20,38,73,36,233.33,46.67,6.67,6.33,40.15,84.46,12.67,119.31528,31.67,31.67,12.67,4.840000,91.920000,74.120000,23.360000,271.860000,30.930000,14.150000,14.150000,4.470000,23.870000,261.560000,5.210000,101.250000,14.510000

59,14:30-14:45,175,75,6.66,31.66,20,37.61,69,35,233.33,46.67,6.67,6.33,40.49,82.5,12.67,112.377552,31.67,31.67,12.67,4.840000,115.620000,74.120000,23.360000,271.860000,30.930000,13.600000,13.600000,4.470000,23.870000,261.560000,5.210000,101.250000,13.930000

60,14:45-15:00,165,70,6.66,31.66,20,35.71,67,34,233.33,46.67,6.67,6.33,40.49,80.66,12.67,104.377728,31.67,31.67,12.67,4.840000,115.620000,74.120000,23.360000,271.860000,30.930000,13.040000,13.040000,4.470000,23.870000,261.560000,5.210000,101.250000,13.360000

61,15:00-15:15,154,66,6.66,31.66,20,33.79,65,33,229.26,45.85,6.67,6.33,40.49,76.53,12.67,97.449744,31.67,31.67,12.67,4.840000,115.620000,74.120000,23.360000,271.860000,30.930000,12.540000,12.540000,4.470000,23.870000,261.560000,5.440000,101.250000,12.850000

62,15:15-15:30,144,61,6.66,31.66,20,31.61,61,30,149.5,29.9,6.67,6.33,40.49,71.94,12.67,87.686256,31.67,31.67,12.67,4.840000,115.620000,74.120000,23.360000,271.860000,30.930000,12.010000,12.010000,4.470000,23.870000,261.560000,5.440000,101.250000,12.310000

63,15:30-15:45,133,57,7.34,31.66,22,27.72,56,28,137,27.4,7.33,6.67,40.49,66.91,12.67,77.377104,31.67,31.67,12.67,4.690000,115.620000,74.120000,23.360000,271.860000,30.930000,11.250000,11.250000,4.470000,23.870000,261.560000,5.440000,101.250000,11.540000

64,15:45-16:00,123,52,7.34,31.66,22,25.14,52,26,83.33,16.67,7.33,6.67,40.49,61.22,12.67,66.824352,31.67,31.67,12.67,4.690000,115.620000,74.120000,23.360000,271.860000,30.930000,10.390000,10.390000,4.470000,23.870000,261.560000,5.440000,101.250000,10.650000

65,16:00-16:15,109,46,7.34,31.66,22,22.29,49,24,83.33,16.67,7.33,6.67,40.49,55.4,12.67,56.154672,31.67,31.67,12.67,4.690000,115.620000,74.120000,25.540000,271.860000,30.930000,9.360000,9.360000,4.550000,24.830000,261.560000,5.600000,101.250000,9.600000

66,16:15-16:30,95,40,7.34,31.66,22,20.12,46,23,79.47,15.89,7.33,6.67,40.49,49.28,12.67,45.45576,31.67,31.67,12.67,4.690000,115.620000,74.120000,25.540000,271.860000,30.930000,8.270000,8.270000,4.550000,24.830000,261.560000,5.600000,101.250000,8.480000

67,16:30-16:45,74,31,7.34,32.77,22,16.68,40,20,54.83,10.96,7.33,6.67,40.49,43.01,12.67,36.423072,32.77,29.46,12.67,4.690000,115.620000,74.120000,25.540000,271.860000,30.930000,7.210000,7.210000,4.550000,24.830000,261.560000,5.210000,101.250000,7.390000

68,16:45-17:00,63,27,7.34,33,22,14.5,37,19,45.37,9.07,7.33,6.67,40.49,36.4,12.67,26.006736,33,17.96,12.67,4.690000,115.620000,74.120000,25.540000,271.860000,30.930000,6.080000,6.080000,4.550000,24.830000,261.560000,5.210000,101.250000,6.240000

69,17:00-17:15,49,21,7.34,22.31,22,12,31,15,35.91,7.18,7.33,6.67,32.54,29.63,13.67,16.301712,32.07,14.38,13.67,4.840000,115.620000,74.120000,23.360000,271.860000,30.930000,4.980000,4.980000,4.650000,24.830000,261.560000,5.210000,101.250000,5.100000

70,17:15-17:30,35,15,7.34,10.4,22,9.82,20,10,27.78,5.56,7.33,6.67,31.34,23.03,14.1,9.032688,17.22,10.78,14.1,4.840000,115.620000,74.120000,23.360000,271.860000,30.930000,3.820000,3.820000,4.650000,24.830000,261.560000,5.210000,101.250000,3.920000

71,17:30-17:45,28,12,7.34,0.36,22,6.46,15,7,19.66,3.93,7.33,6.67,28.94,16.47,14.52,4.248384,7.21,6.28,14.52,4.840000,115.620000,74.120000,23.360000,271.860000,30.930000,2.860000,2.860000,4.650000,25.800000,261.560000,5.210000,101.250000,2.930000

72,17:45-18:00,21,9,7.34,0,22,3.79,7,4,12.28,2.45,7.33,6.67,28.26,10.61,14.87,1.081584,1.22,1.94,14.87,4.840000,115.620000,74.120000,23.360000,271.860000,30.930000,1.950000,1.950000,4.650000,25.800000,261.560000,5.210000,101.250000,2.000000

73,18:00-18:15,11,4,7.34,0,22,1.92,6,3,4.88,0.98,7.33,6.67,27.34,0.97,15.42,0.087696,0,0,15.42,5.000000,115.620000,74.120000,14.350000,271.860000,30.930000,1.170000,1.170000,4.650000,25.800000,261.560000,5.290000,101.250000,1.200000

74,18:15-18:30,4,1,7.34,0,22,0.6,3,2,2.44,0.49,7.33,6.67,27.1,0.32,16.08,0,0,0,16.08,5.000000,115.620000,74.120000,14.350000,271.860000,30.930000,0.580000,0.580000,4.650000,25.800000,261.560000,5.290000,101.250000,0.600000

75,18:30-18:45,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,27.94,0,13.51,0,0,0,13.51,5.000000,115.620000,74.120000,0.000000,271.860000,30.930000,0.150000,0.150000,4.650000,26.770000,261.560000,5.290000,101.250000,0.150000

76,18:45-19:00,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,27.69,0,13.51,0,0,0,13.51,5.000000,115.620000,74.120000,0.000000,271.860000,30.930000,0.000000,0.000000,4.650000,26.770000,261.560000,5.290000,101.250000,0.000000

77,19:00-19:15,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,25.62,0,13.51,0,0,0,13.51,5.150000,115.620000,74.120000,0.000000,271.860000,30.930000,0.000000,0.000000,4.650000,26.770000,261.560000,5.210000,101.250000,0.000000

78,19:15-19:30,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,13.71,0,13.51,0,0,0,13.51,5.150000,115.620000,74.120000,0.000000,271.860000,30.930000,0.000000,0.000000,4.650000,26.770000,261.560000,5.210000,101.250000,0.000000

79,19:30-19:45,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,13.49,0,13.51,0,0,0,13.51,5.150000,115.620000,74.120000,0.000000,271.860000,30.930000,0.000000,0.000000,4.650000,26.770000,261.560000,5.210000,101.250000,0.000000

80,19:45-20:00,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,12.6,0,13.51,0,0,0,13.51,5.150000,115.620000,74.120000,0.000000,271.860000,30.930000,0.000000,0.000000,4.650000,26.770000,261.560000,5.210000,101.250000,0.000000

81,20:00-20:15,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,11.03,0,15.11,0,0,0,15.11,5.000000,115.620000,74.120000,0.000000,271.860000,30.930000,0.000000,0.000000,4.550000,27.730000,261.560000,4.980000,101.250000,0.000000

82,20:15-20:30,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,9.95,0,15.12,0,0,0,15.12,5.000000,115.620000,74.120000,0.000000,271.860000,30.930000,0.000000,0.000000,4.550000,27.730000,261.560000,4.980000,101.250000,0.000000

83,20:30-20:45,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,9.03,0,15.15,0,0,0,15.15,5.000000,115.620000,74.120000,0.000000,271.860000,30.930000,0.000000,0.000000,4.550000,27.730000,261.560000,4.980000,101.250000,0.000000

84,20:45-21:00,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,8.61,0,15.16,0,0,0,15.16,5.000000,115.620000,74.120000,0.000000,271.860000,30.930000,0.000000,0.000000,4.550000,27.730000,261.560000,4.980000,101.250000,0.000000

85,21:00-21:15,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,7,0,15.18,0,0,0,15.18,4.840000,115.620000,74.120000,10.750000,271.860000,10.750000,0.000000,0.000000,4.550000,27.730000,261.560000,4.980000,101.250000,0.000000

86,21:15-21:30,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,7,0,15.19,0,0,0,15.19,4.840000,115.620000,74.120000,10.750000,271.860000,10.750000,0.000000,0.000000,4.550000,26.770000,261.560000,4.980000,101.250000,0.000000

87,21:30-21:45,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,7,0,15.19,0,0,0,15.19,4.840000,115.620000,74.120000,10.750000,271.860000,10.750000,0.000000,0.000000,4.550000,26.770000,261.560000,4.980000,101.250000,0.000000

88,21:45-22:00,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,7,0,15.22,0,0,0,15.22,4.840000,115.620000,74.120000,10.750000,271.860000,10.750000,0.000000,0.000000,4.470000,26.770000,261.560000,4.980000,101.250000,0.000000

89,22:00-22:15,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,7,0,15.22,0,0,0,15.22,4.770000,115.620000,74.120000,10.750000,271.860000,10.750000,0.000000,0.000000,4.470000,28.790000,261.560000,4.900000,101.250000,0.000000

90,22:15-22:30,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,7,0,15.24,0,0,0,15.24,4.770000,115.620000,74.120000,10.750000,271.860000,10.750000,0.000000,0.000000,4.470000,28.790000,261.560000,4.900000,101.250000,0.000000

91,22:30-22:45,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,7,0,15.24,0,0,0,15.24,4.770000,115.620000,74.120000,10.750000,271.860000,10.750000,0.000000,0.000000,4.470000,28.790000,261.560000,4.900000,101.250000,0.000000

92,22:45-23:00,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,7,0,15.24,0,0,0,15.24,4.770000,115.620000,74.120000,10.750000,271.860000,10.750000,0.000000,0.000000,4.470000,27.820000,261.560000,4.900000,101.250000,0.000000

93,23:00-23:15,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,7,0,15.25,0,0,0,15.25,4.690000,115.620000,74.120000,10.750000,271.860000,10.750000,0.000000,0.000000,4.370000,28.830000,261.560000,4.900000,101.250000,0.000000

94,23:15-23:30,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,7,0,15.26,0,0,0,15.26,4.690000,115.620000,74.120000,10.750000,271.860000,10.750000,0.000000,0.000000,4.370000,28.830000,261.560000,4.900000,101.250000,0.000000

95,23:30-23:45,0,0,7.34,0,22,0,0,0,0,0,7.33,6.67,7,0,15.28,0,0,0,15.28,4.690000,115.620000,74.120000,10.750000,271.860000,10.750000,0.000000,0.000000,4.370000,28.830000,261.560000,4.900000,101.250000,0.000000

