Block,Time,BRBCL,CHAMERA2,KGSU1AND2,KHSTPP-I,KOLDAM,KOTESHWR,SIMHST1,TelanganaSTPP,ANTA_CRF,DADRI_GF,FSTPP I & II,KGSU3AND4,PARBATI2,RAPPC,RIHAND2,SALAL,SASAN,TEHRIPSP,UNCHAHAR2,URI2,AURY_GF,BSIUL,NLCTS2EXP,RAPPB,AURY_LF,AURY_RF,DULHASTI,NLCIIST2,RAMPUR,RIHAND3,SEWA2,SINGRAULI_HYDRO,TALA,TANDA2,URI,ANTA_LF,CHAMERA1,CHAMERA3,DHAULIGNGA,KKNPPU2,NAPP,NLCIIST1,NNTPP,NTPL,PARBATI3,UNCHAHAR3,AURY_CRF,DADRI_CRF,DADRI_RF,KHSTPP-II,KKNP,KUDGI,MAPS,RIHAND1,RSTPSU7,SINGRAULI,TANAKPUR,UNCHAHAR1,VALLURNTECL,DADRI_LF,DADRT2,KISHANGANGA,NJPC,RSTPSU1TO6,SIMHST2,TEHRI,ANTA_GF,JHAJJAR,NLCEXP,RAPPD,TALST2,UNCHAHAR4,ANTA_RF
9,02:00-02:15,20,48.9,0,33.99,10.65,10.44,0,0,0,0,20.8,0,45.24,68.22,102.93,85.41,418.77,51.99,45.1,38.16,0,13.04,0,0,0,75.53,39.74,0,7.04,92.37,0,1.22,0.88,6.62,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,59.94,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,7.05,20.33,0,0,550.85,8.71,181.16,0,0,29.2,0,518.85,0,25.64,0,2.4,50.49

10,02:15-02:30,20,48.9,0,33.99,10.65,10.44,0,0,0,0,20.8,0,45.24,68.22,102.93,85.41,418.77,0,45.1,38.16,0,13.04,0,0,0,75.53,39.74,0,7.04,92.37,0,1.22,0.88,6.62,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,59.94,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,7.05,20.33,0,0,550.85,8.71,181.16,0,0,29.2,0,518.85,0,25.64,0,2.4,50.49

11,02:30-02:45,20,48.9,0,33.99,10.65,10.44,0,0,0,0,20.8,0,45.24,68.22,102.93,85.41,418.77,0,45.1,38.16,0,13.04,0,0,0,75.53,39.74,0,7.04,92.37,0,1.22,0.88,6.62,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,59.94,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,7.05,20.33,0,0,550.85,8.71,181.16,0,0,29.2,0,518.85,0,25.64,0,2.4,50.49

12,02:45-03:00,20,48.9,0,33.99,10.65,10.44,0,0,0,0,20.8,0,45.24,68.22,102.93,85.41,418.77,0,45.1,38.16,0,13.04,0,0,0,75.53,39.74,0,7.04,92.37,0,1.22,0.88,6.62,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,59.94,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,7.05,20.33,0,0,550.85,8.71,181.16,0,0,29.2,0,518.85,0,25.64,0,2.39,50.35

13,03:00-03:15,20,48.9,0,33.99,10.65,10.44,0,0,0,0,20.8,0,45.24,68.22,102.93,83.08,418.77,0,45.1,38.16,0,13.04,0,0,0,75.53,39.74,0,7.04,92.37,0,1.22,0.88,6.62,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,59.94,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,8.96,20.33,0,0,550.85,8.71,181.16,0,0,29.2,0,518.85,0,25.64,0,2.41,50.35

14,03:15-03:30,20,48.9,0,33.99,10.65,10.44,0,0,0,0,20.8,0,45.24,68.22,102.93,83.08,418.77,0,45.11,38.16,0,13.04,0,0,0,75.53,39.74,0,7.04,92.37,0,1.22,0.88,6.65,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,59.94,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,8.96,20.33,0,0,550.85,8.71,181.16,0,0,29.2,0,518.85,0,25.64,0,2.44,50.49

15,03:30-03:45,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,102.93,83.08,418.77,0,45.15,38.16,0,13.04,0,0,0,75.53,39.74,0,7.04,65.34,0,1.22,0.88,6.67,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,73.77,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,7.05,20.33,0,0,550.85,8.71,181.16,0,0,29.2,0,518.85,0,25.64,0,2.41,50.49

16,03:45-04:00,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,102.93,83.08,418.77,0,45.17,38.16,0,13.04,0,0,0,75.53,39.74,0,7.04,65.34,0,1.22,0.88,6.75,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,73.77,27.99,0,0,71.9,148.3,0,0,0,64.81,0,153.28,7.05,20.33,0,0,550.85,8.71,181.16,0,0,29.2,0,518.85,0,25.64,0,2.46,50.49

17,04:00-04:15,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,102.93,83.08,418.77,0,45.12,38.16,0,13.04,0,0,0,75.53999999999999,39.74,0,7.04,65.34,0,1.22,0.88,6.87,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,73.77,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,12.04,20.33,0,0,550.85,8.71,181.16,0,0,29.2,0,518.85,0,25.64,0,2.48,50.49

18,04:15-04:30,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,102.93,83.08,418.77,0,45.12,38.16,0,13.04,0,0,0,75.53999999999999,39.74,0,7.04,65.34,0,1.22,0.88,6.87,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,73.77,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,12.04,20.33,0,0,550.85,8.71,181.16,0,0,29.2,0,518.85,0,25.64,0,2.48,50.62

19,04:30-04:45,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,102.93,83.08,418.77,0,45.12,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,65.34,0,1.22,0.88,6.87,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,73.77,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,12.04,20.33,0,0,550.85,8.71,181.16,0,0,29.2,0,518.85,0,25.64,0,2.48,50.739999999999995

20,04:45-05:00,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,102.93,83.08,418.77,0,45.12,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,65.34,0,1.22,0.88,6.87,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,73.77,27.99,0,0,71.89,148.3,0,0,0,64.81,0,153.28,12.04,20.33,0,0,550.85,8.71,181.16,0,0,29.2,0,574.65,0,25.64,0,2.48,50.739999999999995

21,05:00-05:15,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,105.4,83.08,418.77,0,45.1,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,72.04,0,1.22,0.88,6.61,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,67.63,27.99,0,0,71.89,148.3,0,0,0,71.31,0,153.28,7.68,20.33,0,0,690.85,8.71,181.16,0,0,29.2,0,670.85,0,25.64,0,2.39,50.739999999999995

22,05:15-05:30,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,105.4,83.08,418.77,0,45.1,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,72.04,0,1.22,0.88,6.61,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,67.63,27.99,0,0,71.89,148.3,0,0,0,71.31,0,153.28,7.68,20.33,0,0,690.85,8.71,181.16,0,0,29.2,0,670.85,0,25.64,0,2.39,50.870000000000005

23,05:30-05:45,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,105.4,83.08,418.77,0,45.1,38.16,0,13.04,0,0,0,76.89,39.74,0,7.04,72.04,0,1.22,0,6.61,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,67.63,27.99,0,0,71.89,148.3,0,0,0,71.31,0,153.28,7.68,20.33,0,0,690.85,8.71,181.16,0,0,29.2,0,670.85,0,25.64,0,2.39,51

24,05:45-06:00,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,105.4,83.08,418.77,0,45.1,38.16,0,13.04,0,0,0,76.89,39.74,0,7.04,72.04,0,1.22,0,6.61,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,67.63,27.99,0,0,71.89,148.3,0,0,0,71.31,0,153.28,7.68,20.33,0,0,556.19,8.71,181.16,0,0,29.2,0,670.85,0,25.64,0,2.39,51

25,06:00-06:15,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.34,38.16,0,13.04,0,0,0,76.89,39.74,0,7.04,105.34,0,1.22,0,6.61,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,67.63,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,7.68,20.33,0,0,690.45,8.71,181.16,0,0,29.2,0,617.95,0,25.64,0,2.39,51

26,06:15-06:30,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.1,38.16,0,13.04,0,0,0,76.89,39.74,0,7.04,105.34,0,1.22,0,6.61,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,67.63,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,7.68,20.33,0,0,690.45,8.71,181.16,0,0,29.2,0,583.75,0,25.64,0,2.39,51

27,06:30-06:45,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.1,38.16,0,13.04,0,0,0,76.89,39.74,0,7.04,105.34,0,1.22,0,6.61,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,73.77,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,7.68,20.33,0,0,690.45,8.71,181.16,0,0,29.2,0,670.85,0,25.64,0,3.22,51

28,06:45-07:00,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.1,38.16,0,13.04,0,0,0,76.89,39.74,0,7.04,105.34,0,1.22,0,6.61,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,73.77,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,7.68,20.33,0,0,690.85,8.71,181.16,0,0,29.2,0,670.85,0,25.64,0,2.43,50.87

29,07:00-07:15,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,76.89,39.74,0,7.04,105.34,0,1.22,0,7.07,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,73.77,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,7.68,20.33,0,0,690.85,8.71,181.16,0,0,29.2,0,670.85,0,25.64,0,3.98,50.61

30,07:15-07:30,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,76.89,39.74,0,7.04,105.34,0,1.22,0,7.07,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,73.77,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,7.68,21.83,0,0,690.85,8.71,181.16,0,0,29.2,0,670.85,0,25.64,0,3.98,50.480000000000004

31,07:30-07:45,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,76.89,39.74,0,7.04,105.34,0,1.22,0,7.07,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,73.77,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,12.04,21.83,0,0,690.85,8.71,181.16,0,0,29.2,0,670.85,0,25.64,0,3.98,50.22

32,07:45-08:00,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,76.89,39.74,0,7.04,105.34,0,1.22,0,7.07,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,73.77,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,12.04,21.83,0,0,690.85,8.71,181.16,0,0,29.2,0,670.85,0,25.64,0,3.98,49.959999999999994

33,08:00-08:15,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,119.38,0,1.22,0,7.07,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,8.96,21.83,0,0,690.85,8.71,181.16,0,0,29.2,0,670.85,0,25.64,0,3.98,49.83

34,08:15-08:30,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.22,0,7.07,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,8.96,21.83,0,0,690.85,8.71,181.16,0,0,24.13,0,670.85,0,25.64,0,3.98,49.56

35,08:30-08:45,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,0.88,7.07,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,9.73,0,570.85,0,25.64,0,3.98,49.43

36,08:45-09:00,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,0.88,7.07,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,49.3

37,09:00-09:15,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,0.88,7.07,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,49.03

38,09:15-09:30,20,48.9,0,33.99,10.65,10.44,0,0,0,0,14.3,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,0.88,7.07,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,48.769999999999996

39,09:30-09:45,20,48.9,0,33.99,10.65,10.44,0,0,0,0,15.29,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,1.06,7.07,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,48.64

40,09:45-10:00,20,48.9,0,33.99,10.65,10.44,0,0,0,0,15.29,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,1.06,7.07,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,48.379999999999995

41,10:00-10:15,20,48.9,0,33.99,10.65,10.44,0,0,0,0,16.68,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,1.5,7.07,50.79,0,42.15,35.09,43.85,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,48.25

42,10:15-10:30,20,48.9,0,33.99,10.65,10.44,0,0,0,0,16.68,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,13.04,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,1.5,7.07,50.79,0,28.1,35.09,43.85,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,47.99

43,10:30-10:45,20,48.9,0,33.99,10.65,10.44,0,0,0,0,18.07,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,2.23,7.07,50.79,0,28.1,35.09,43.85,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,47.86

44,10:45-11:00,20,48.9,0,33.99,10.65,10.44,0,0,0,0,19.46,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,2.23,7.07,50.79,0,28.1,35.09,43.85,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,47.59

45,11:00-11:15,20,48.9,0,37.63,10.65,10.44,0,0,0,0,20.8,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,2.12,7.07,52.99,0,28.1,35.09,32.89,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,47.32

46,11:15-11:30,20,48.9,0,37.63,10.65,10.44,0,0,0,0,20.8,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,2.12,7.07,52.99,0,28.1,35.09,32.89,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,47.32

47,11:30-11:45,20,48.9,0,38.84,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,2.12,7.07,52.99,0,28.1,35.09,32.89,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,47.2

48,11:45-12:00,20,48.9,0,40.06,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,2.12,7.07,52.99,0,28.1,35.09,32.89,0,23.97,0,0,0,69.16,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,47.06

49,12:00-12:15,20,48.9,0,41.27,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,2.12,7.07,52.99,0,28.1,35.09,21.92,0,23.97,0,0,0,67.63,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,46.93

50,12:15-12:30,20,48.9,0,42.49,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,2.12,7.07,52.99,0,28.1,35.09,21.92,0,23.97,0,0,0,67.63,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,46.67

51,12:30-12:45,20,48.9,0,43.71,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,2.12,7.07,52.99,0,14.05,35.09,21.92,0,23.97,0,0,0,67.63,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,46.67

52,12:45-13:00,20,48.9,0,45.22,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,2.12,7.07,52.99,0,0,35.09,21.92,0,23.97,0,0,0,67.63,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.25,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,46.54

53,13:00-13:15,20,48.9,0,45.83,10.65,20.88,0,0,0,0,20.8,0,58.05,68.22,126.8,83.08,418.77,0,45.62,38.16,0,6.52,0,0,0,78.24000000000001,39.74,0,7.04,132.37,0,1.19,2.53,7.07,52.99,0,0,35.09,21.92,0,23.97,0,0,0,64.55,27.99,0,0,71.89,148.3,0,0,0,99.81,0,153.28,10.5,21.83,0,0,690.85,8.71,181.16,0,0,0,0,570.85,0,25.64,0,3.98,46.54

