Block,Time,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/02112023/15112023/D20231102NR21539,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01112023/30112023/HP-09,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/03112023/30112023/IEX-231101-05680,NR/01112023/30112023/HP-10,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,SR/01112023/30112023/KSEB_BYPL-NOV23,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61
69,17:00-17:15,101.200000,2.370000,1.170000,271.740000,1.140000,2.020000,48.310000,2.080000,0.000000,0.000000,1.140000,24.160000,26.080000,73.580000,48.310000,223.850000,48.310000,96.620000,26.080000,261.450000,1.83,14.67,9.74,14.67,0,48.73,0,17.5,7,3.443358,5,7,7.5,3,22,5,7.33,144.93,2.85,1,7.34,10.94

70,17:15-17:30,101.200000,2.370000,0.510000,271.740000,0.500000,2.020000,48.310000,2.080000,0.000000,0.000000,0.500000,24.160000,26.080000,73.580000,48.310000,223.850000,48.310000,71.890000,26.080000,261.450000,0.37,14.67,5.11,14.67,0,25.58,0,14,9,0.817068,3,7,6,4,22,1,7.33,144.93,0.95,0,7.34,10.12

71,17:30-17:45,101.200000,2.370000,0.100000,271.740000,0.100000,2.020000,48.310000,2.080000,0.000000,0.000000,0.100000,25.120000,26.080000,73.580000,48.310000,223.850000,48.310000,96.620000,26.080000,261.450000,0,14.67,1.88,14.67,0,9.41,0,7,5,0,2,7,3,3,22,0,7.33,144.93,0.1,0,7.34,9.08

72,17:45-18:00,101.200000,2.370000,0.000000,271.740000,0.000000,2.020000,48.310000,2.080000,0.000000,0.000000,0.000000,25.120000,26.080000,73.580000,48.310000,223.850000,48.310000,118.260000,26.080000,261.450000,0,14.67,0.35,14.67,0,1.74,0,3.5,1,0,1,7.75,1.5,1,22,0,7.33,144.93,0,0,7.34,8.21

73,18:00-18:15,101.200000,2.420000,0.000000,271.740000,0.000000,2.020000,48.310000,2.080000,0.000000,0.000000,0.000000,26.090000,26.080000,73.580000,48.310000,93.630000,48.310000,118.260000,26.080000,261.450000,0,14.67,0,14.67,0,0,0,0,0,0,0,7.91,0,0,22,0,7.33,144.93,0,0,7.34,8.21

74,18:15-18:30,101.200000,2.420000,0.000000,271.740000,0.000000,2.020000,48.310000,2.080000,0.000000,0.000000,0.000000,26.090000,26.080000,73.580000,48.310000,93.630000,48.310000,96.620000,26.080000,261.450000,0,14.67,0,14.67,0,0,0,0,0,0,0,7.98,0,0,22,0,7.33,144.93,0,0,7.34,8.21

75,18:30-18:45,101.200000,2.420000,0.000000,271.740000,0.000000,2.020000,48.310000,2.080000,0.000000,0.000000,0.000000,26.090000,26.080000,73.580000,48.310000,93.630000,48.310000,71.890000,26.080000,261.450000,0,14.67,0,14.67,0,0,0,0,0,0,0,8.17,0,0,22,0,7.33,144.93,0,0,7.34,8.21

76,18:45-19:00,101.200000,2.420000,0.000000,271.740000,0.000000,2.020000,48.310000,2.080000,0.000000,0.000000,0.000000,26.090000,26.080000,73.580000,48.310000,93.630000,48.310000,71.890000,26.080000,261.450000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,22,0,7.33,144.93,0,0,7.34,8.21

77,19:00-19:15,101.200000,2.420000,0.000000,271.740000,0.000000,1.940000,48.310000,2.000000,0.000000,0.000000,0.000000,26.090000,26.080000,59.080000,48.310000,93.630000,48.310000,71.890000,26.080000,215.380000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,22,0,7.33,144.93,0,0,7.34,8.21

78,19:15-19:30,101.200000,2.420000,0.000000,271.740000,0.000000,1.940000,48.310000,2.000000,0.000000,0.000000,0.000000,26.090000,26.080000,59.080000,48.310000,93.630000,48.310000,71.890000,26.080000,215.380000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,22,0,7.33,144.93,0,0,7.34,8.21

79,19:30-19:45,101.200000,2.420000,0.000000,271.740000,0.000000,1.940000,48.310000,2.000000,0.000000,0.000000,0.000000,26.090000,26.080000,59.080000,48.310000,93.630000,48.310000,71.890000,26.080000,215.380000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,8.21

80,19:45-20:00,101.200000,2.420000,0.000000,271.740000,0.000000,1.940000,48.310000,2.000000,0.000000,0.000000,0.000000,26.090000,26.080000,59.080000,48.310000,93.630000,48.310000,71.890000,26.080000,215.380000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,10.14

81,20:00-20:15,101.200000,2.420000,0.000000,271.740000,0.000000,1.940000,48.310000,2.000000,0.000000,0.000000,0.000000,26.090000,26.080000,59.080000,48.310000,93.630000,48.310000,71.890000,26.080000,215.380000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,11.94

82,20:15-20:30,101.200000,2.420000,0.000000,271.740000,0.000000,1.940000,48.310000,2.000000,0.000000,0.000000,0.000000,26.090000,26.080000,59.080000,48.310000,93.630000,48.310000,71.890000,26.080000,215.380000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,14.24

83,20:30-20:45,72.210000,2.420000,0.000000,271.740000,0.000000,1.940000,48.310000,2.000000,0.000000,0.000000,0.000000,26.090000,26.080000,49.930000,48.310000,93.630000,48.310000,71.890000,26.080000,215.380000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,14.73

84,20:45-21:00,48.310000,2.420000,0.000000,271.740000,0.000000,1.940000,48.310000,2.000000,0.000000,0.000000,0.000000,26.090000,26.080000,49.930000,48.310000,93.630000,48.310000,71.890000,26.080000,215.380000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,15.17

85,21:00-21:15,48.310000,2.370000,0.000000,231.890000,0.000000,1.940000,48.310000,2.000000,0.000000,0.000000,0.000000,26.090000,26.080000,49.930000,48.310000,93.630000,48.310000,71.890000,26.080000,215.380000,0,21.87,0,21.87,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,16.07

86,21:15-21:30,48.310000,2.370000,0.000000,193.240000,0.000000,1.940000,48.310000,2.000000,0.000000,0.000000,0.000000,26.090000,26.080000,49.930000,48.310000,93.630000,48.310000,71.890000,26.080000,215.380000,0,21.65,0,21.65,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,16.73

87,21:30-21:45,77.300000,2.370000,0.000000,193.240000,0.000000,1.940000,48.310000,2.000000,0.000000,0.000000,0.000000,26.090000,26.080000,49.600000,48.310000,93.630000,48.310000,71.890000,26.080000,180.900000,0,20.78,0,20.78,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,17.29

88,21:45-22:00,101.200000,2.370000,0.000000,149.450000,0.000000,1.940000,48.310000,2.000000,0.000000,0.000000,0.000000,26.090000,26.080000,49.600000,48.310000,93.630000,48.310000,71.890000,26.080000,180.900000,0,20.11,0,20.11,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,17.87

89,22:00-22:15,86.960000,2.370000,0.000000,149.450000,0.000000,1.860000,48.310000,1.920000,0.000000,38.280000,0.000000,26.090000,26.080000,49.600000,48.310000,93.630000,48.310000,71.890000,26.080000,180.900000,0,19.65,0,19.65,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,18.52

90,22:15-22:30,86.960000,2.370000,0.000000,149.450000,0.000000,1.860000,48.310000,1.920000,0.000000,38.280000,0.000000,26.090000,26.080000,49.600000,48.310000,93.630000,48.310000,71.890000,26.080000,180.900000,0,17.74,0,17.74,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,19.04

91,22:30-22:45,72.460000,2.370000,0.000000,149.450000,0.000000,1.860000,48.310000,1.920000,0.000000,38.280000,0.000000,26.090000,26.080000,49.600000,48.310000,93.630000,48.310000,71.890000,26.080000,180.900000,0,17.33,0,17.33,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,19.53

92,22:45-23:00,53.140000,2.370000,0.000000,149.450000,0.000000,1.860000,48.310000,1.920000,0.000000,38.280000,0.000000,26.090000,26.080000,49.600000,48.310000,93.630000,48.310000,71.890000,26.080000,180.900000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,20.33

93,23:00-23:15,48.310000,2.370000,0.000000,149.450000,0.000000,1.860000,48.310000,1.920000,0.000000,38.280000,0.000000,26.090000,26.080000,49.600000,48.310000,93.630000,48.310000,71.890000,26.080000,180.900000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,21.23

94,23:15-23:30,48.310000,2.370000,0.000000,149.450000,0.000000,1.860000,48.310000,1.920000,0.000000,38.280000,0.000000,26.090000,26.080000,49.600000,48.310000,93.630000,48.310000,71.890000,26.080000,180.900000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,21.39

95,23:30-23:45,48.310000,2.370000,0.000000,149.450000,0.000000,1.860000,48.310000,1.920000,0.000000,38.280000,0.000000,26.090000,26.080000,49.600000,48.310000,93.630000,48.310000,71.890000,26.080000,180.900000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,19.94

96,23:45-24:00,48.310000,2.370000,0.000000,149.450000,0.000000,1.860000,48.310000,1.920000,0.000000,38.280000,0.000000,26.090000,26.080000,49.600000,48.310000,93.630000,48.310000,71.890000,26.080000,180.900000,0,14,0,14,0,0,0,0,0,0,0,7,0,0,21,0,7,144.93,0,0,7,18.51

